scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"NEO.TNBCCL","Fun","Fun_only",0.3,"MYPOP",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",56.8029495640883,1.36070925744072e-11,6.23885194536572e-08,"YES",6.73198822177656,8.3680096531384e-12,3.83673242596396e-08,"YES",0.824,1,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SP2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.7758801372816,8.28363870440465e-07,3.91643725192418e-05,"YES",4.9725218110744,3.30437665447492e-07,2.16457093096808e-05,"YES",0.67,70,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"LMF2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.5928455542465,9.03106538549324e-07,4.05867447671164e-05,"YES",4.95745658883796,3.57109969357225e-07,2.16457093096808e-05,"YES",0.668,71,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZSCAN22",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.489518473422,9.48229743436159e-07,4.06847431508213e-05,"YES",4.95510582377167,3.61454668820569e-07,2.16457093096808e-05,"YES",0.664,72,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TSC22D4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.6997486511835,8.58672832272917e-07,3.95734952817563e-05,"YES",4.98326671280781,3.12598396348684e-07,2.16457093096808e-05,"YES",0.656,73,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM259",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.4867736403372,9.4945856426126e-07,4.06847431508213e-05,"YES",4.9633138320221,3.46502333599309e-07,2.16457093096808e-05,"YES",0.655,74,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MARK2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.5101404235367,9.39048140792723e-07,4.06847431508213e-05,"YES",4.95497775175554,3.61692829415173e-07,2.16457093096808e-05,"YES",0.641,75,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PLEKHO2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.0632933205026,7.23244644204656e-07,3.85590313218412e-05,"YES",4.96864286659051,3.3711557882334e-07,2.16457093096808e-05,"YES",0.625,76,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TSSC4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.2436865028293,6.64171637088414e-07,3.75953945191405e-05,"YES",4.98073677794428,3.16713241646442e-07,2.16457093096808e-05,"YES",0.624,77,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RNF167",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",35.6365929125416,3.4371024555667e-07,2.50144678710687e-05,"YES",4.94062471175337,3.89363328182224e-07,2.20398871569815e-05,"YES",0.687,78,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"POLD1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",35.3710476976521,3.89744379269376e-07,2.6671313118658e-05,"YES",4.94376341104291,3.83143457940336e-07,2.20398871569815e-05,"YES",0.686,79,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TBC1D10B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.3852409332463,9.96045560664e-07,4.07756151396825e-05,"YES",4.94224717124656,3.86136101310209e-07,2.20398871569815e-05,"YES",0.639,80,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SLC38A10",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.070461526846,7.20800343687138e-07,3.85590313218412e-05,"YES",4.94204260638952,3.86541576257397e-07,2.20398871569815e-05,"YES",0.613,81,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CRAMP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.688833702857,8.63107857835469e-07,3.95734952817563e-05,"YES",4.9339806136347,4.02852202087531e-07,2.25253334947723e-05,"YES",0.622,82,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"GAA",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.4045136242398,9.87030716267851e-07,4.07705930998928e-05,"YES",4.91871578011559,4.3556925279908e-07,2.4061265350407e-05,"YES",0.67,83,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"BOD1L1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.3570776132298,1.00936675447949e-06,4.09552793742343e-05,"YES",4.90881349521722,4.58145326417035e-07,2.50070990669298e-05,"YES",0.67,84,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TRIM39",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.5726295042747,9.11763295749834e-07,4.05867447671164e-05,"YES",4.90051255374535,4.77934746685994e-07,2.54807390935543e-05,"YES",0.674,85,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RNF25",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.019502431065,1.18354867897193e-06,4.52214224423858e-05,"YES",4.89823978370315,4.83494940270278e-07,2.54807390935543e-05,"YES",0.664,86,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RAB11B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.8940141354313,1.25567290659315e-06,4.6726236000453e-05,"YES",4.89966094403239,4.80010908082588e-07,2.54807390935543e-05,"YES",0.638,87,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PCED1A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.8878898475187,7.85698900710821e-07,3.90066316048389e-05,"YES",4.88668866987629,5.12730281602753e-07,2.6714412967598e-05,"YES",0.677,88,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PHF12",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.6557107849987,1.40490615980464e-06,4.87992025962445e-05,"YES",4.88439775636541,5.18727294129648e-07,2.67231982425218e-05,"YES",0.646,89,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"HSPB1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.2882709974264,6.50328574054208e-07,3.74761798420933e-05,"YES",4.88041468402354,5.29315019419099e-07,2.6884993600326e-05,"YES",0.679,90,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MIB2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.8731324218285,7.91192309541988e-07,3.90066316048389e-05,"YES",4.8788261838952,5.33595292830898e-07,2.6884993600326e-05,"YES",0.676,91,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"DPF2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.5245541087801,1.49444829785969e-06,5.11346675051245e-05,"YES",4.87128019632424,5.54387332594032e-07,2.76289773906917e-05,"YES",0.65,92,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"AKAP8L",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.8972454417118,1.25376190463381e-06,4.6726236000453e-05,"YES",4.86113509699979,5.83572821136671e-07,2.86400451932917e-05,"YES",0.666,93,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ASCC2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.4819143876439,1.52476629558678e-06,5.14738543718968e-05,"YES",4.85991939670417,5.87167774955163e-07,2.86400451932917e-05,"YES",0.655,94,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"WDR83",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.954839018577,7.61250766819297e-07,3.90066316048389e-05,"YES",4.85744891181582,5.94539018044163e-07,2.86943305024472e-05,"YES",0.676,95,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MDK",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.1023138374055,7.10038146592774e-07,3.85590313218412e-05,"YES",4.85197230638334,6.11198476686972e-07,2.87916182448292e-05,"YES",0.676,96,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"NMNAT1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.8841178173226,7.87099401451058e-07,3.90066316048389e-05,"YES",4.85378990242236,6.05620297612198e-07,2.87916182448292e-05,"YES",0.675,97,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MIGA2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.0471876077164,1.16820098332791e-06,4.5058882156553e-05,"YES",4.85061592452936,6.15393367065051e-07,2.87916182448292e-05,"YES",0.607,98,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF317",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.3178275551213,1.64726209410807e-06,5.25638162289587e-05,"YES",4.84370469965327,6.37201481707219e-07,2.95107958952283e-05,"YES",0.654,99,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF768",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.3783544009983,6.23229851858008e-07,3.66347291124227e-05,"YES",4.83348768148949,6.70807922289197e-07,3.00257520798109e-05,"YES",0.676,100,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"IRF2BP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.7512392623453,8.3805519078106e-07,3.92090107115424e-05,"YES",4.83046758396483,6.81063951210542e-07,3.00257520798109e-05,"YES",0.674,101,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"S100A10",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.863692673911,1.27374706790663e-06,4.6726236000453e-05,"YES",4.83154270582499,6.77395748714191e-07,3.00257520798109e-05,"YES",0.667,102,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ANAPC2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.1285694637478,1.80076845498786e-06,5.61668256198594e-05,"YES",4.83330762593727,6.71415190795013e-07,3.00257520798109e-05,"YES",0.64,103,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RHBDD2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.7340415716175,1.35399952377976e-06,4.85006860666421e-05,"YES",4.83648821368635,6.60765524952028e-07,3.00257520798109e-05,"YES",0.611,104,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ABHD8",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.4187025217777,9.80445829178735e-07,4.07705930998928e-05,"YES",4.82445037027711,7.01949341701426e-07,3.03626201103872e-05,"YES",0.672,105,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"GNA11",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.3864798103535,1.59486155098989e-06,5.25638162289587e-05,"YES",4.82609888838908,6.9616697134928e-07,3.03626201103872e-05,"YES",0.618,106,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PABIR2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.0412031452612,1.87635948037703e-06,5.81291095778966e-05,"YES",4.81874795013886,7.22309574131277e-07,3.09513027793636e-05,"YES",0.631,107,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"FAM110A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.785438097747,8.24634832542707e-07,3.91643725192418e-05,"YES",4.81133436031268,7.4962979020894e-07,3.13394187897338e-05,"YES",0.673,108,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CSRNP2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.2087612334673,1.73405838474643e-06,5.44565595483725e-05,"YES",4.81439728124704,7.38224115667141e-07,3.13394187897338e-05,"YES",0.658,109,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CSNK2B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.9463407409248,1.96201905154793e-06,5.93907499671685e-05,"YES",4.80963295594258,7.56038462975591e-07,3.13394187897338e-05,"YES",0.63,110,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CNPY3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.9526773799117,1.95617766993157e-06,5.93907499671685e-05,"YES",4.80892836222177,7.58707848562804e-07,3.13394187897338e-05,"YES",0.629,111,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SCAMP2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.7089909735234,1.3700765989215e-06,4.86961333802717e-05,"YES",4.80602757078547,7.69793384467706e-07,3.15134166766467e-05,"YES",0.6,112,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CDC37",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.9389034016792,1.96889727263023e-06,5.93907499671685e-05,"YES",4.80017662663101,7.92628777575784e-07,3.21610880104864e-05,"YES",0.624,113,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TUBG1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.0058718929751,1.90781888278648e-06,5.87070441448055e-05,"YES",4.78813122431808,8.41707816090363e-07,3.33691677798734e-05,"YES",0.657,114,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TRIM56",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.8185378618548,2.08361331253907e-06,6.24403074378538e-05,"YES",4.78752909998476,8.44236305881204e-07,3.33691677798734e-05,"YES",0.652,115,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SIRPA",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.6579799480125,2.2470619814931e-06,6.52074631971257e-05,"YES",4.78799852566784,8.42264429080431e-07,3.33691677798734e-05,"YES",0.641,116,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SLC9A1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.7753715629972,1.3278844257066e-06,4.83202388243236e-05,"YES",4.77996172420121,8.76642853984703e-07,3.37765334917635e-05,"YES",0.666,117,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"NFATC2IP",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.6955142274163,2.20774356629296e-06,6.48878477657258e-05,"YES",4.78034162973698,8.74987831687287e-07,3.37765334917635e-05,"YES",0.649,118,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"POLR2E",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.628552480332,2.27837534173241e-06,6.57003203889504e-05,"YES",4.78164865034971,8.69316825718312e-07,3.37765334917635e-05,"YES",0.63,119,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ERAL1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.3048183182648,1.03455736560971e-06,4.16091712396539e-05,"YES",4.776876630773,8.90194631314313e-07,3.39835720360735e-05,"YES",0.669,120,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ARMC5",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.3493526356156,1.62299017021685e-06,5.25638162289587e-05,"YES",4.77407417023388,9.0267921159336e-07,3.39835720360735e-05,"YES",0.662,121,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"GATAD2A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.8634568353945,1.27388865868193e-06,4.6726236000453e-05,"YES",4.77372374759604,9.04252080349175e-07,3.39835720360735e-05,"YES",0.584,122,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"VPS37C",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.6960127580297,2.2072259767813e-06,6.48878477657258e-05,"YES",4.76869382647607,9.2712108820963e-07,3.40598576704294e-05,"YES",0.652,123,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF341",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.4760174484422,2.44778599032622e-06,6.84335290588154e-05,"YES",4.77027021395436,9.19894762336033e-07,3.40598576704294e-05,"YES",0.64,124,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TTC7A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.753273597384,1.34178437399917e-06,4.84415854707575e-05,"YES",4.76837970686383,9.28567548266887e-07,3.40598576704294e-05,"YES",0.585,125,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"AP5B1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.6129263077049,2.29517921107308e-06,6.57712292673131e-05,"YES",4.75891155655711,9.73198462524347e-07,3.5413610719636e-05,"YES",0.652,126,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PYCR2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.4186188291596,2.51473431412534e-06,6.97746251160977e-05,"YES",4.75537826663579,9.9037593605979e-07,3.57549107624735e-05,"YES",0.646,127,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"NDOR1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.2962498632675,2.6636123283472e-06,7.1419079096327e-05,"YES",4.75314594228927,1.00137836192692e-06,3.58696858549605e-05,"YES",0.637,128,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PPDPF",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.2689441860214,1.05221145083276e-06,4.19512130614626e-05,"YES",4.75086809771185,1.01272612872253e-06,3.59949558154481e-05,"YES",0.667,129,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CREB3L1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.3294150767239,2.62241639725602e-06,7.1419079096327e-05,"YES",4.74898252154582,1.02221304322214e-06,3.60526677167194e-05,"YES",0.644,130,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"STAT2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.2092946542894,6.75050277661098e-07,3.77451893058065e-05,"YES",4.74541028230907,1.04042064655789e-06,3.6414722629526e-05,"YES",0.669,131,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SULT1A3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.8172382330593,8.12348010140174e-07,3.91643725192418e-05,"YES",4.74272801738636,1.05429641415575e-06,3.66208262038191e-05,"YES",0.668,132,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TYK2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.1353638661225,2.87278674842409e-06,7.56602815608102e-05,"YES",4.73762096903445,1.08120888713404e-06,3.69950951306686e-05,"YES",0.634,133,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PINK1-AS",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.1583050580572,2.84198872754253e-06,7.532091512013e-05,"YES",4.73828765311936,1.07765860202043e-06,3.69950951306686e-05,"YES",0.629,134,FALSE,FALSE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PTGR1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",42.3980916884448,1.37944908775973e-08,4.27597171669825e-06,"YES",4.72270161081134,1.16366093744808e-06,3.95213733199958e-05,"YES",0.647,135,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"GPAA1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.3131949107078,1.65085922289423e-06,5.25638162289587e-05,"YES",4.72111066991628,1.17280130931805e-06,3.95389264942887e-05,"YES",0.661,136,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"FBXL12",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",30.9610719978119,3.11788412661156e-06,7.72729660568324e-05,"YES",4.71541888484819,1.20606988870257e-06,4.00712350702992e-05,"YES",0.623,137,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"POR",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.3426557458794,1.62811628595461e-06,5.25638162289587e-05,"YES",4.71604407846346,1.2023717975777e-06,4.00712350702992e-05,"YES",0.578,138,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MBD3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.4635098359791,1.53804101394763e-06,5.14738543718968e-05,"YES",4.70859362501054,1.24715895741476e-06,4.07188634685453e-05,"YES",0.661,139,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
