gene_id,H_value,p_value,stat_test_adj_p,cluster1_mean,cluster1_sd,cluster1_sem,cluster1_penetrance,cluster2_mean,cluster2_sd,cluster2_sem,cluster2_penetrance,cluster3_mean,cluster3_sd,cluster3_sem,cluster3_penetrance,cluster1_cluster2_differential,cluster2_cluster1_differential,cluster1_cluster2_sd,cluster2_cluster1_sd,cluster1_cluster3_differential,cluster3_cluster1_differential,cluster1_cluster3_sd,cluster3_cluster1_sd,cluster2_cluster3_differential,cluster3_cluster2_differential,cluster2_cluster3_sd,cluster3_cluster2_sd,limma_test
TEKT3,7.17906867906869,0.170316711367759,0.387110050031834,0.297750958609367,0.319165897035301,0.0853006740177476,0.857142857142857,0.0729626076498974,0.50638606194201,0.152681142411574,0.454545454545455,0.386800199532164,0.355091328040404,0.107064063765366,0.909090909090909,0.224788350959469,-0.224788350959469,0.598576405782491,0.598576405782491,-0.0890492409227968,0.0890492409227968,0.477448134439592,0.477448134439592,-0.313837591882266,0.313837591882266,0.618479340785636,0.618479340785636,limma_multi(mod_F)
MYH2,1.6548741660692,0.641199130901972,0.807146323198282,0.0207828462540303,0.18622436145109,0.0497705541157665,0.5,-0.0148128360460286,0.0400100510880482,0.0120634843001824,0.181818181818182,0.0408545756839997,0.116114705587553,0.0350099010069543,0.454545454545455,0.0355956823000589,-0.0355956823000589,0.190473927312728,0.190473927312728,-0.0200717294299694,0.0200717294299694,0.21945873792481,0.21945873792481,-0.0556674117300282,0.0556674117300282,0.122814612492783,0.122814612492783,limma_multi(mod_F)
HS3ST3B1,10.5348075348075,0.00227700453113752,0.0195558370515087,0.283793143283304,0.657307770295292,0.175672891007806,0.642857142857143,-0.0634926932661942,0.49260372063008,0.148525610151184,0.363636363636364,0.868372113614942,0.569679681991135,0.17176488689578,0.909090909090909,0.347285836549498,-0.347285836549498,0.821408504015613,0.821408504015613,-0.584578970331638,0.584578970331638,0.869820926952261,0.869820926952261,-0.931864806881136,0.931864806881136,0.753122410801935,0.753122410801935,limma_multi(mod_F)
SLC25A35,0.37264537264538,0.62163773540941,0.794836693480084,0.11988942463385,0.767251250420611,0.205056522046273,0.714285714285714,-0.0889487142231229,0.933264360324266,0.281389792127876,0.636363636363636,0.222926206323701,0.595779367896613,0.179634238286198,0.636363636363636,0.208838138856973,-0.208838138856973,1.20816259150971,1.20816259150971,-0.103036781689851,0.103036781689851,0.971404929204747,0.971404929204747,-0.311874920546824,0.311874920546824,1.10721968076021,1.10721968076021,limma_multi(mod_F)
MRPS7,11.6299286299286,0.00106389538268673,0.0114310668949317,-0.077448420974674,0.464830397731245,0.124231149376299,0.357142857142857,0.504254820671137,0.41122621980451,0.123989370458889,0.909090909090909,-0.201246189863081,0.441359863351431,0.133075005841748,0.272727272727273,-0.581703241645811,0.581703241645811,0.620624123370736,0.620624123370736,0.123797768888407,-0.123797768888407,0.64098816497076,0.64098816497076,0.705501010534218,-0.705501010534218,0.603245831176894,0.603245831176894,limma_multi(mod_F)
GGA3,2.21919971919974,0.269093065010076,0.50816146419291,0.238501291773045,0.429204858631576,0.114709823552722,0.857142857142857,0.00579012784122157,0.518632776142952,0.15637366567696,0.545454545454545,0.339766238515132,0.543481506219896,0.163865839693509,0.818181818181818,0.232711163931823,-0.232711163931823,0.673198906091429,0.673198906091429,-0.101264946742087,0.101264946742087,0.692523615681081,0.692523615681081,-0.33397611067391,0.33397611067391,0.751233721349616,0.751233721349616,limma_multi(mod_F)
ARMC7,1.27243477243476,0.516490678854793,0.722034681537907,0.039918417823777,0.573873312483544,0.153374094194749,0.642857142857143,0.305187671621255,0.554885256539219,0.167304199785517,0.727272727272727,0.148207619676555,0.599724907858682,0.180823863345247,0.545454545454545,-0.265269253797478,0.265269253797478,0.79826576195239,0.79826576195239,-0.108289201852778,0.108289201852778,0.830060566396778,0.830060566396778,0.1569800519447,-0.1569800519447,0.817048109373432,0.817048109373432,limma_multi(mod_F)
NUP85,7.75558675558675,0.0202341734696379,0.0934863887144921,-0.153488901760916,0.372637870357153,0.0995916600152537,0.357142857142857,0.332810055663356,0.396481997197799,0.119543820075985,0.727272727272727,-0.012202788160968,0.495442439748819,0.149381516169554,0.454545454545455,-0.486298957424272,0.486298957424272,0.54411116192031,0.54411116192031,-0.141286113599948,0.141286113599948,0.619937249670139,0.619937249670139,0.345012843824324,-0.345012843824324,0.634555896045587,0.634555896045587,limma_multi(mod_F)
SLC25A19,2.51825201825201,0.463541264425798,0.680928079562634,-0.334079314259522,0.59789906621254,0.159795246974242,0.285714285714286,-0.0996345270071268,0.568087118144448,0.171284710829039,0.636363636363636,-0.078031660593097,0.562676873460396,0.169653460679856,0.363636363636364,-0.234444787252396,0.234444787252396,0.824746183488891,0.824746183488891,-0.256047653666425,0.256047653666425,0.82102896252507,0.82102896252507,-0.0216028664140298,0.0216028664140298,0.799580038350652,0.799580038350652,limma_multi(mod_F)
MIF4GD,3.45004095004094,0.162056307423597,0.375310106827541,-0.0994876091101335,0.506548448388361,0.135380767405085,0.428571428571429,0.28599881817587,0.666822072443673,0.201054419656623,0.636363636363636,0.188472015069317,0.356447269460471,0.107472895486099,0.818181818181818,-0.385486427286003,0.385486427286003,0.837402535739372,0.837402535739372,-0.28795962417945,0.28795962417945,0.619391626090055,0.619391626090055,0.097526803106553,-0.097526803106553,0.756112645181854,0.756112645181854,limma_multi(mod_F)
NT5C,10.3204633204633,0.00383653074468,0.028409172405108,-0.0874514982235521,0.425154302658224,0.113627266932848,0.285714285714286,0.436036752605177,0.301777717655207,0.0909894054138302,0.909090909090909,-0.0771593003135765,0.451024046664545,0.135988866746731,0.454545454545455,-0.52348825082873,0.52348825082873,0.521369323936484,0.521369323936484,-0.0102921979099756,0.0102921979099756,0.61982164510322,0.61982164510322,0.513196052918754,-0.513196052918754,0.542671614830597,0.542671614830597,limma_multi(mod_F)
MSTO1,1.24570024570025,0.410770034312955,0.641063060336742,0.0636647773402666,0.389544533941217,0.104110155921326,0.428571428571429,0.138987628446551,0.59002090283112,0.177897995741597,0.545454545454545,-0.134987035641907,0.539309512140809,0.162607936149153,0.545454545454545,-0.0753228511062843,0.0753228511062843,0.707014575310248,0.707014575310248,0.198651812982174,-0.198651812982174,0.665281665017936,0.665281665017936,0.273974664088458,-0.273974664088458,0.799361880291528,0.799361880291528,limma_multi(mod_F)
MIR9-1HG,7.00585000585002,0.0143372455727623,0.0730712520687448,0.0249357744837352,0.325171558748842,0.0869057546258145,0.5,-0.327058725133335,0.458594707670878,0.138271506926093,0.363636363636364,0.18445211737611,0.432358749352503,0.130361067857233,0.636363636363636,0.35199449961707,-0.35199449961707,0.56217937397497,0.56217937397497,-0.159516342892375,0.159516342892375,0.540990416514759,0.540990416514759,-0.511510842509445,0.511510842509445,0.630272317371942,0.630272317371942,limma_multi(mod_F)
TTF1,1.25412425412426,0.612678911173941,0.788729019409958,0.0616565448458012,0.294811204107034,0.0787916085393431,0.428571428571429,0.186448761758991,0.342755703368022,0.103344732984189,0.636363636363636,0.126468113960027,0.298156389643709,0.0898975339359263,0.545454545454545,-0.12479221691319,0.12479221691319,0.452100783297648,0.452100783297648,-0.0648115691142263,0.0648115691142263,0.419298078641449,0.419298078641449,0.0599806477989633,-0.0599806477989633,0.454289230421192,0.454289230421192,limma_multi(mod_F)
GTF3C4,1.4899964899965,0.453963325499104,0.67485621928677,0.184481875798581,0.542354962000068,0.144950460701504,0.785714285714286,0.132762225457419,0.613948987399655,0.185112584693027,0.545454545454545,-0.0733921568702992,0.406124429229181,0.122451122722767,0.363636363636364,0.0517196503411616,-0.0517196503411616,0.819196108349617,0.819196108349617,0.25787403266888,-0.25787403266888,0.677558821669989,0.677558821669989,0.206154382327719,-0.206154382327719,0.736118476296982,0.736118476296982,limma_multi(mod_F)
DDX31,5.72259272259272,0.0513662281937598,0.177145535759101,0.1327637997319,0.37703728419102,0.10076745282018,0.714285714285714,0.268302688766572,0.470416350613521,0.141835866384847,0.636363636363636,-0.148888546597742,0.338852433250375,0.102167852762767,0.272727272727273,-0.135538889034672,0.135538889034672,0.602867030608478,0.602867030608478,0.281652346329642,-0.281652346329642,0.506930059465642,0.506930059465642,0.417191235364314,-0.417191235364314,0.57975211465267,0.57975211465267,limma_multi(mod_F)
BARHL1,1.65452408465643,0.323725975872507,0.563775662294926,0.00361697393590481,0.0485032670727943,0.012963043394685,0.214285714285714,-0.0126420475903394,0.0407052774495392,0.0122731029352215,0.0909090909090909,0.0402217539658058,0.106899931979695,0.0322315422264693,0.272727272727273,0.0162590215262442,-0.0162590215262442,0.0633205063859945,0.0633205063859945,-0.0366047800299009,0.0366047800299009,0.117388936335577,0.117388936335577,-0.0528638015561451,0.0528638015561451,0.114387565187425,0.114387565187425,limma_multi(mod_F)
KIR2DL1,10.6826930160601,0.0382207208628879,0.144728399959774,0.0146469870099485,0.127790314338188,0.0341533981144033,0.214285714285714,-0.0632780798028018,0.0688559547961329,0.0207608515127678,0,0.0902722319292586,0.170357570432942,0.0513647401202375,0.363636363636364,0.0779250668127503,-0.0779250668127503,0.145160280206192,0.145160280206192,-0.0756252449193101,0.0756252449193101,0.212960245685592,0.212960245685592,-0.15355031173206,0.15355031173206,0.183746685180174,0.183746685180174,limma_multi(mod_F)
PPP1R12C,16.1814671814672,5.42910923348626e-05,0.00136087956094355,0.105895298738055,0.275910369495778,0.0737401480079574,0.642857142857143,-0.21539684712383,0.347685783697456,0.104831208133193,0.272727272727273,0.474102851012112,0.325038915945485,0.0980029205868219,1,0.321292145861885,-0.321292145861885,0.443860266503559,0.443860266503559,-0.368207552274057,0.368207552274057,0.426352939328806,0.426352939328806,-0.689499698135942,0.689499698135942,0.475957667302808,0.475957667302808,limma_multi(mod_F)
MBOAT7,0.436995436995431,0.783894966508894,0.895178770995474,-0.202406434384982,0.788136374057443,0.210638306126947,0.5,0.0284142906082918,0.871830436868153,0.262866767263936,0.454545454545455,-0.143455846374698,0.906504199489366,0.273321300053428,0.545454545454545,-0.230820724993274,0.230820724993274,1.17526475943173,1.17526475943173,-0.0589505880102838,0.0589505880102838,1.2012113918059,1.2012113918059,0.17187013698299,-0.17187013698299,1.25771148294892,1.25771148294892,limma_multi(mod_F)
SRMS,2.25102375102377,0.251501194749089,0.488818404566139,0.0375199349299338,0.611431565946639,0.163411959659357,0.642857142857143,0.312936294465933,1.23684504349845,0.37292281209956,0.454545454545455,-0.276881622088562,0.532972227396052,0.160697172904789,0.272727272727273,-0.275416359535999,0.275416359535999,1.37972251611063,1.37972251611063,0.314401557018496,-0.314401557018496,0.811115253839717,0.811115253839717,0.589817916554495,-0.589817916554495,1.34679065069601,1.34679065069601,limma_multi(mod_F)
OPRL1,1.90563940563941,0.641965687975867,0.807544151956253,0.0747282112503083,0.627913208922025,0.167816864029716,0.642857142857143,0.157965483078978,0.737781041270817,0.222449353757546,0.545454545454545,0.300205559722777,0.370839554492513,0.111812332697656,0.818181818181818,-0.0832372718286697,0.0832372718286697,0.96881157239032,0.96881157239032,-0.225477348472468,0.225477348472468,0.729244110785243,0.729244110785243,-0.142240076643799,0.142240076643799,0.825737755001463,0.825737755001463,limma_multi(mod_F)
LINC00029,4.08874833032133,0.424994036547176,0.652622039427455,-0.0114528128627321,0.0326217549726963,0.00871853074736562,0,0.00887370878422021,0.0294307625361392,0.00887370878422021,0.0909090909090909,0.0282127382374682,0.0935710670421947,0.0282127382374682,0.0909090909090909,-0.0203265216469523,0.0203265216469523,0.0439357335315714,0.0439357335315714,-0.0396655511002002,0.0396655511002002,0.099094517935724,0.099094517935724,-0.019339029453248,0.019339029453248,0.0980903378058895,0.0980903378058895,limma_multi(mod_F)
SLC2A4RG,16.5614835614835,0.000302860496937218,0.00467687348409035,-0.0868269331483667,0.436461734690713,0.116649305260691,0.5,0.644637021952436,0.457160874279776,0.137839189892441,1,-0.104096993610533,0.47339333839799,0.142733461974534,0.545454545454545,-0.731463955100803,0.731463955100803,0.632056097843756,0.632056097843756,0.0172700604621668,-0.0172700604621668,0.643894477914526,0.643894477914526,0.74873401556297,-0.74873401556297,0.658101297530892,0.658101297530892,limma_multi(mod_F)
NPBWR2,2.27272727272739,0.92328967594509,0.975873460198576,0,0,0,0,-0.00764220588986132,0.0253463295073141,0.00764220588986132,0,0,0,0,0,0.00764220588986132,-0.00764220588986132,0.0253463295073141,0.0253463295073141,0,0,0,0,-0.00764220588986132,0.00764220588986132,0.0253463295073141,0.0253463295073141,limma_multi(mod_F)
FNDC11,0.55867555867556,0.411501380048408,0.641683732314006,0.0285049189112681,0.398865284002303,0.106601231158207,0.642857142857143,0.212445114206185,0.419819325028821,0.126580289169169,0.727272727272727,-0.00749527455010478,0.445128997236782,0.134211442467414,0.636363636363636,-0.183940195294917,0.183940195294917,0.579087023209718,0.579087023209718,0.0360001934613729,-0.0360001934613729,0.597690002395272,0.597690002395272,0.21994038875629,-0.21994038875629,0.611872609166873,0.611872609166873,limma_multi(mod_F)
BHLHE23,3.69023532647132,0.674441716442215,0.828070857933463,-0.00502780913509986,0.0188123391896359,0.00502780913509986,0,0.00764220588986132,0.0253463295073141,0.00764220588986132,0.0909090909090909,-0.0143599011712256,0.0378420929599629,0.0114098203299951,0,-0.0126700150249612,0.0126700150249612,0.0315648621932561,0.0315648621932561,0.00933209203612578,-0.00933209203612578,0.0422602426090573,0.0422602426090573,0.022002107061087,-0.022002107061087,0.0455462448406432,0.0455462448406432,limma_multi(mod_F)
PPDPF,10.2596232596233,0.00206570996943844,0.0181291177845941,-0.092727104470353,0.648325994060897,0.173272410336822,0.428571428571429,0.803082531232225,0.820925666849907,0.247518401610313,0.909090909090909,-0.232313358906935,0.646985232979925,0.195073387517735,0.454545454545455,-0.895809635702578,0.895809635702578,1.04606192219582,1.04606192219582,0.139586254436582,-0.139586254436582,0.915923843050904,0.915923843050904,1.03539589013916,-1.03539589013916,1.04523147780147,1.04523147780147,limma_multi(mod_F)
IL1B,0.73470223470224,0.467130628452125,0.683677431721625,-0.202746408723082,1.22364830931487,0.327033766811532,0.428571428571429,-0.017995309484329,0.941592755379213,0.283900897719068,0.545454545454545,0.321891208199278,0.982431886092156,0.296214358931714,0.636363636363636,-0.184751099238753,0.184751099238753,1.54399226094944,1.54399226094944,-0.52463761692236,0.52463761692236,1.56923153030384,1.56923153030384,-0.339886517683607,0.339886517683607,1.36079731326646,1.36079731326646,limma_multi(mod_F)
PLGLB2,9.10904410904411,0.00256310702309389,0.0212314378154167,0.00868385974966143,0.433916603149468,0.115969090244147,0.428571428571429,-0.51820701887977,0.498772740990938,0.150385639774914,0.0909090909090909,0.274795494666647,0.603694901320392,0.182020861411852,0.636363636363636,0.526890878629432,-0.526890878629432,0.661103521125388,0.661103521125388,-0.266111634916985,0.266111634916985,0.743458911015942,0.743458911015942,-0.793002513546417,0.793002513546417,0.783084785343101,0.783084785343101,limma_multi(mod_F)
IL37,2.79667446524065,0.417233247939138,0.646902645174086,-0.0287742365244728,0.0884604783695854,0.0236420573092226,0.0714285714285714,-0.022417081986458,0.276248080784153,0.0832919302742566,0.363636363636364,0.0607381022442211,0.129808379553133,0.0391386990565258,0.363636363636364,-0.00635715453801481,0.00635715453801481,0.290065955207266,0.290065955207266,-0.0895123387686939,0.0895123387686939,0.157084281949488,0.157084281949488,-0.0831551842306791,0.0831551842306791,0.305226502026181,0.305226502026181,limma_multi(mod_F)
CHCHD5,13.6626886626887,0.000291741013980104,0.00455973523120852,-0.338272257613446,0.505491851967523,0.135098380133452,0.357142857142857,0.542597283244821,0.473193083383223,0.142673082815773,0.909090909090909,0.0122954853084486,0.482081123914221,0.145352927866936,0.363636363636364,-0.880869540858267,0.880869540858267,0.69241151533411,0.69241151533411,-0.350567742921895,0.350567742921895,0.698515728126401,0.698515728126401,0.530301797936372,-0.530301797936372,0.675510106657273,0.675510106657273,limma_multi(mod_F)
PAX8,3.91423891423891,0.26058973878228,0.498376108631162,0.392665228023015,0.557196515602513,0.148917032749203,0.785714285714286,0.0251641962829882,0.817395439808857,0.246453998108501,0.545454545454545,0.418508570818698,0.512852704044228,0.154630908366717,0.636363636363636,0.367501031740027,-0.367501031740027,0.989243782906871,0.989243782906871,-0.0258433427956831,0.0258433427956831,0.75728848733165,0.75728848733165,-0.39334437453571,0.39334437453571,0.964962797762583,0.964962797762583,limma_multi(mod_F)
INSIG2,2.63027963027963,0.084857815546488,0.248374646610611,0.486079070976287,0.453946875134925,0.121322405610824,1,0.0969779312765944,0.579134712444398,0.174615685840767,0.727272727272727,0.498196017639514,0.372309002310152,0.11225538788494,0.909090909090909,0.389101139699693,-0.389101139699693,0.735842904839625,0.735842904839625,-0.0121169466632264,0.0121169466632264,0.587096038690387,0.587096038690387,-0.401218086362919,0.401218086362919,0.688484573799033,0.688484573799033,limma_multi(mod_F)
POLR1B,5.8031473031473,0.0489576381753047,0.171558917386472,0.0669124785155577,0.458293877057629,0.122484190743282,0.571428571428571,0.388261871561757,0.647397059757986,0.195197557963321,0.727272727272727,-0.112433329242163,0.1938498066198,0.0584479158400754,0.363636363636364,-0.3213493930462,0.3213493930462,0.793193690552187,0.793193690552187,0.179345807757721,-0.179345807757721,0.497605290642138,0.497605290642138,0.50069520080392,-0.50069520080392,0.675796345439822,0.675796345439822,limma_multi(mod_F)
CCDC93,3.65707265707266,0.0906023450038522,0.259726722344376,0.155298157748943,0.340710133263355,0.0910586133481118,0.642857142857143,-0.191070433597157,0.505113956718664,0.152297588255239,0.272727272727273,0.247311474184423,0.619187450440345,0.186692040727946,0.636363636363636,0.346368591346101,-0.346368591346101,0.609281137226746,0.609281137226746,-0.0920133164354799,0.0920133164354799,0.706736509380369,0.706736509380369,-0.43838190778158,0.43838190778158,0.799082729168138,0.799082729168138,limma_multi(mod_F)
PSD4,4.46934596934598,0.176660977398414,0.395579978602968,0.21387582840095,0.883305972247131,0.23607345113143,0.642857142857143,-0.209828309347536,0.570031132128948,0.171870853099384,0.272727272727273,0.295773490240839,0.463886373188003,0.139867004111217,0.636363636363636,0.423704137748486,-0.423704137748486,1.05126824940339,1.05126824940339,-0.081897661839889,0.081897661839889,0.997707375855751,0.997707375855751,-0.505601799588375,0.505601799588375,0.734932689996662,0.734932689996662,limma_multi(mod_F)
SLC25A23,7.0049725049725,0.0920632861157421,0.262408213434533,0.146589180923517,0.705746790450731,0.18861876369157,0.571428571428571,0.532971582954309,0.365235498008101,0.110122646091952,1,0.088603765713183,0.293072895372734,0.0883648027431313,0.636363636363636,-0.386382402030792,0.386382402030792,0.794654328143208,0.794654328143208,0.0579854152103342,-0.0579854152103342,0.764179464676764,0.764179464676764,0.444367817241126,-0.444367817241126,0.468282704151438,0.468282704151438,limma_multi(mod_F)
PSPN,2.13947214076246,0.219380049959707,0.45073798978966,-0.123802546960363,0.494641231705857,0.132198429886799,0.5,-0.066181795276068,0.318901260792473,0.0961523479290826,0.272727272727273,0.161393134133176,0.394820390919747,0.119042826932931,0.454545454545455,-0.0576207516842952,0.0576207516842952,0.588530340966816,0.588530340966816,-0.285195681093539,0.285195681093539,0.632892636384331,0.632892636384331,-0.227574929409244,0.227574929409244,0.507524536570451,0.507524536570451,limma_multi(mod_F)
GTF2F1,2.46583596583596,0.289880275243962,0.530531275022058,0.108844408817241,0.369293314917144,0.0986977899747119,0.714285714285714,0.306596043246513,0.365402067335703,0.110172868633882,0.909090909090909,0.079160748441735,0.36690575603967,0.110626247836842,0.545454545454545,-0.197751634429272,0.197751634429272,0.519515373454625,0.519515373454625,0.0296836603755058,-0.0296836603755058,0.52057409295655,0.52057409295655,0.227435294804778,-0.227435294804778,0.517820919457922,0.517820919457922,limma_multi(mod_F)
ALKBH7,7.55674505674506,0.0123168668789063,0.0656743272137312,-0.187068345433053,0.346633535012891,0.0926417090560392,0.214285714285714,0.356540270121843,0.485867997943149,0.146494713347145,0.727272727272727,0.0273613767849663,0.478486888302754,0.144269225054993,0.363636363636364,-0.543608615554896,0.543608615554896,0.596843797840622,0.596843797840622,-0.214429722218019,0.214429722218019,0.590850666305104,0.590850666305104,0.329178893336877,-0.329178893336877,0.681921853076242,0.681921853076242,limma_multi(mod_F)
CLPP,15.7533052533053,8.65575627137002e-05,0.00188575482384056,-0.219137742204916,0.382930792756049,0.102342559238491,0.285714285714286,0.426944001426056,0.389253511688274,0.117364349690748,1,-0.25437852980664,0.33764269628117,0.101803103342597,0.0909090909090909,-0.646081743630973,0.646081743630973,0.546035061513846,0.546035061513846,0.0352407876017236,-0.0352407876017236,0.510527748895978,0.510527748895978,0.681322531232696,-0.681322531232696,0.515287188579022,0.515287188579022,limma_multi(mod_F)
TNFSF9,5.62249912249914,0.136039635038712,0.336811529418255,0.270623624799293,0.708832154967258,0.189443362044009,0.714285714285714,-0.00298180642018894,0.231051804783875,0.069664740327505,0.545454545454545,0.465715945322973,0.518602249297349,0.156364461486696,0.818181818181818,0.273605431219482,-0.273605431219482,0.745538704836585,0.745538704836585,-0.19509232052368,0.19509232052368,0.878288857319616,0.878288857319616,-0.468697751743162,0.468697751743162,0.56774398232844,0.56774398232844,limma_multi(mod_F)
GRIA3,17.3439803439804,1.61350247412691e-05,0.000555948832941837,0.197028006624803,0.375940305177178,0.100474272846588,0.714285714285714,-0.459462992507823,0.38742958081331,0.11681441384022,0.0909090909090909,0.448729691828622,0.448314656669968,0.13517195492648,0.818181818181818,0.656490999132626,-0.656490999132626,0.539845156638352,0.539845156638352,-0.251701685203819,0.251701685203819,0.585078750632614,0.585078750632614,-0.908192684336445,0.908192684336445,0.592526549172514,0.592526549172514,limma_multi(mod_F)
THOC2,0.89212589212589,0.309497244721138,0.551991545213319,-0.0116556234099594,0.374102127604726,0.0999829992257193,0.5,-0.184227887574253,0.779486815383719,0.235024117786984,0.363636363636364,0.183233781014683,0.512229723640469,0.154443072707534,0.545454545454545,0.172572264164294,-0.172572264164294,0.864610951373758,0.864610951373758,-0.194889404424642,0.194889404424642,0.634296217598035,0.634296217598035,-0.367461668588936,0.367461668588936,0.932726640092285,0.932726640092285,limma_multi(mod_F)
MED1,1.81104481104481,0.354888413690396,0.592582421470719,0.335874435510879,0.443285171827164,0.11847294554389,0.857142857142857,0.0333336422600216,0.661839387073071,0.199552083490925,0.545454545454545,0.185680601003725,0.450079073967127,0.135703946758143,0.818181818181818,0.302540793250857,-0.302540793250857,0.796575870738687,0.796575870738687,0.150193834507154,-0.150193834507154,0.631722182913458,0.631722182913458,-0.152346958743703,0.152346958743703,0.800376503343499,0.800376503343499,limma_multi(mod_F)
RPL23,2.06850356850357,0.699825693653741,0.845015260255611,-0.0689704385387592,0.345379534501866,0.0923065633221038,0.428571428571429,0.0224496471431475,0.458826769199526,0.13834147610962,0.545454545454545,-0.160434445784409,0.707122021802456,0.213205311574205,0.363636363636364,-0.0914200856819066,0.0914200856819066,0.57429001992617,0.57429001992617,0.09146400724565,-0.09146400724565,0.786961610607988,0.786961610607988,0.182884092927557,-0.182884092927557,0.842937457853231,0.842937457853231,limma_multi(mod_F)
ATG4C,12.8334503334503,0.000436002928725611,0.00612488576369125,0.242437847943093,0.344436836644869,0.0920546167220944,0.785714285714286,-0.0136103263746065,0.279069965923065,0.084142760656734,0.454545454545455,0.634477659830036,0.397587446477964,0.119877125574811,1,0.2560481743177,-0.2560481743177,0.443302132093028,0.443302132093028,-0.392039811886943,0.392039811886943,0.526034706112431,0.526034706112431,-0.648087986204643,0.648087986204643,0.485752841965097,0.485752841965097,limma_multi(mod_F)
CD70,12.3233298233298,0.00101167030313795,0.0110438064670725,0.0979852595811718,0.677631805529674,0.181104717905219,0.642857142857143,-0.356442888648571,0.584276082550403,0.1761658672544,0.272727272727273,0.727760527048838,0.613250266819208,0.184901912511332,1,0.454428148229743,-0.454428148229743,0.89474208826111,0.89474208826111,-0.629775267467666,0.629775267467666,0.913926011020168,0.913926011020168,-1.08420341569741,1.08420341569741,0.847026817990006,0.847026817990006,limma_multi(mod_F)
C3,18.8191178191178,1.49344280680698e-05,0.000523100596371,0.100018590608639,0.964900047645527,0.257880385055101,0.642857142857143,-0.742827071418727,1.27145806101786,0.383359029551731,0.454545454545455,1.63205186123248,0.83686009677341,0.252322813001628,1,0.842845662027365,-0.842845662027365,1.59613210696159,1.59613210696159,-1.53203327062384,1.53203327062384,1.2772497498602,1.2772497498602,-2.37487893265121,2.37487893265121,1.52214993430309,1.52214993430309,limma_multi(mod_F)
SH2D3A,3.95548145548145,0.104201368972094,0.284192878944647,0.0282655226561696,0.595202174756284,0.15907447241434,0.642857142857143,0.482093934463092,0.558891552139031,0.168512143358592,0.818181818181818,0.0838140326059104,0.478191432039341,0.144180141639748,0.636363636363636,-0.453828411806922,0.453828411806922,0.816471307448697,0.816471307448697,-0.0555485099497409,0.0555485099497409,0.763500278002861,0.763500278002861,0.398279901857181,-0.398279901857181,0.735545248593321,0.735545248593321,limma_multi(mod_F)
TRIP10,2.79203229203227,0.207762073122968,0.436269421239655,0.434058087716424,0.386095954247456,0.103188484229538,0.928571428571429,0.305289773750572,0.563929895206709,0.170031260951372,0.636363636363636,0.641502168583006,0.334520228387065,0.100861643849444,1,0.128768313965852,-0.128768313965852,0.683437643530193,0.683437643530193,-0.207444080866582,0.207444080866582,0.510856016002932,0.510856016002932,-0.336212394832434,0.336212394832434,0.655683391514521,0.655683391514521,limma_multi(mod_F)
GPR108,0.105885105885122,0.533703267727425,0.732897983385785,0.126585200512108,0.373298510224075,0.0997682234465441,0.714285714285714,0.16575961902083,0.247227246766249,0.0745418195887504,0.727272727272727,0.285304038701945,0.419890860571033,0.126601857946686,0.727272727272727,-0.039174418508722,0.039174418508722,0.447742212974311,0.447742212974311,-0.158718838189837,0.158718838189837,0.56183637522556,0.56183637522556,-0.119544419681115,0.119544419681115,0.487267530556575,0.487267530556575,limma_multi(mod_F)
TNFSF14,18.7639522639523,1.33310866016011e-06,8.5270440895433e-05,-0.310371079662295,0.392806938836404,0.104982070305235,0.142857142857143,-0.772106204629398,0.59310096193339,0.178826668502901,0,0.643373797148696,0.624609845533056,0.188326954363181,0.818181818181818,0.461735124967103,-0.461735124967103,0.711383189458634,0.711383189458634,-0.953744876810991,0.953744876810991,0.737858218314911,0.737858218314911,-1.41548000177809,1.41548000177809,0.861339776269006,0.861339776269006,limma_multi(mod_F)
FOSB,8.49040599040596,0.0479315442894961,0.169260515938671,1.99039413518085,2.92105669729956,0.780685240616886,0.785714285714286,-0.596565055486137,1.42626782508408,0.430035929669104,0.454545454545455,1.24393980051384,2.97038585657094,0.895605033529475,0.818181818181818,2.58695919066699,-2.58695919066699,3.25066333810635,3.25066333810635,0.746454334667015,-0.746454334667015,4.16602500781684,4.16602500781684,-1.84050485599997,1.84050485599997,3.29506176661178,3.29506176661178,limma_multi(mod_F)
OPA3,0.546507546507542,0.932779973282146,0.981346318303102,0.143217738935292,0.372755364158636,0.0996230615545551,0.642857142857143,0.179892351446995,0.48037872092722,0.144839634053312,0.636363636363636,0.197143914705413,0.211896326765708,0.0638891463942177,0.909090909090909,-0.0366746125117036,0.0366746125117036,0.608038055576055,0.608038055576055,-0.0539261757701209,0.0539261757701209,0.428773383975541,0.428773383975541,-0.0172515632584173,0.0172515632584173,0.525036921384079,0.525036921384079,limma_multi(mod_F)
SNRPD2,12.1126711126711,0.000183372292109483,0.00328486385424914,-0.34842322128438,0.325044896982932,0.0868719028449543,0.142857142857143,0.332618175259294,0.492248831853113,0.148418607158866,0.727272727272727,-0.260546020664416,0.305107871001108,0.0919934844268029,0.181818181818182,-0.681041396543674,0.681041396543674,0.589883969535873,0.589883969535873,-0.0878772006199634,0.0878772006199634,0.445808252504901,0.445808252504901,0.593164195923711,-0.593164195923711,0.579137052352535,0.579137052352535,limma_multi(mod_F)
