gene_id,H_value,p_value,stat_test_adj_p,cluster1_mean,cluster1_sd,cluster1_sem,cluster1_penetrance,cluster2_mean,cluster2_sd,cluster2_sem,cluster2_penetrance,cluster3_mean,cluster3_sd,cluster3_sem,cluster3_penetrance,cluster1_cluster2_differential,cluster2_cluster1_differential,cluster1_cluster2_sd,cluster2_cluster1_sd,cluster1_cluster3_differential,cluster3_cluster1_differential,cluster1_cluster3_sd,cluster3_cluster1_sd,cluster2_cluster3_differential,cluster3_cluster2_differential,cluster2_cluster3_sd,cluster3_cluster2_sd,limma_test,Dys-CIM_(C2)_vs_C1_Fun-CIM,Dys-CIM_(C2)_vs_C3_Fun-CIM
RPA3,15.6044811044811,5.08619232639169e-05,0.00129331111607143,-0.401447082725362,0.500457315032291,0.133752843539687,0.214285714285714,0.40639646090093,0.307183795131658,0.0926193991026466,0.909090909090909,-0.30447517723777,0.377145954266591,0.113713783772984,0.272727272727273,-0.807843543626291,0.807843543626291,0.587213256118097,0.587213256118097,-0.096971905487592,0.096971905487592,0.626655084547303,0.626655084547303,0.710871638138699,-0.710871638138699,0.486416441756595,0.486416441756595,limma_multi(mod_F),TRUE,TRUE
PHF14,7.73926523926524,0.00422647779589651,0.0304133892006757,-0.00183957213635997,0.341448921991109,0.0912560629410023,0.428571428571429,0.455012652829224,0.500293772264724,0.150844247959418,0.818181818181818,-0.142505038167727,0.410430152919633,0.123749347262056,0.363636363636364,-0.456852224965584,0.456852224965584,0.605707210536376,0.605707210536376,0.140665466031367,-0.140665466031367,0.533891633905724,0.533891633905724,0.597517690996951,-0.597517690996951,0.64710645877823,0.64710645877823,limma_multi(mod_F),TRUE,TRUE
PSMA2,13.3767988767989,0.00027093704132115,0.00435558058221144,-0.239288008354165,0.388823698372526,0.103917504512023,0.214285714285714,0.337571526129187,0.366777296176928,0.110587515730902,0.818181818181818,-0.227253457560676,0.253665716629488,0.0764830912942388,0.181818181818182,-0.576859534483353,0.576859534483353,0.534517963596124,0.534517963596124,-0.0120345507934896,0.0120345507934896,0.464252263547784,0.464252263547784,0.564824983689863,-0.564824983689863,0.445950536252631,0.445950536252631,limma_multi(mod_F),TRUE,TRUE
MRPL32,14.1939276939277,0.00046369067462172,0.00644959889039915,-0.298229310349501,0.366090409753531,0.0978417775629571,0.214285714285714,0.180584758769707,0.340796389224864,0.102753977542436,0.636363636363636,-0.476088027635576,0.362332844848064,0.109247463234826,0.0909090909090909,-0.478814069119208,0.478814069119208,0.500164340014573,0.500164340014573,0.177858717286075,-0.177858717286075,0.515079875911688,0.515079875911688,0.656672786405283,-0.656672786405283,0.497420616143316,0.497420616143316,limma_multi(mod_F),TRUE,TRUE
COA1,8.77729027729028,0.00820511956227021,0.0487742369933657,-0.26657490239026,0.39107549612467,0.104519322775797,0.214285714285714,0.238813854160281,0.420723956988491,0.126853045967677,0.727272727272727,0.0718748755537482,0.373355450504706,0.11257090388711,0.545454545454545,-0.505388756550541,0.505388756550541,0.574411604734106,0.574411604734106,-0.338449777944008,0.338449777944008,0.540679513289276,0.540679513289276,0.166938978606533,-0.166938978606533,0.56249705813064,0.56249705813064,limma_multi(mod_F),TRUE,TRUE
POLD2,17.2569907569907,4.34698106070395e-06,0.00020482122788475,-0.316850231683791,0.432382595308596,0.115559109403493,0.285714285714286,0.560954095782617,0.527016355317352,0.158901409906207,0.818181818181818,-0.566635222189447,0.454062039714046,0.136904856115904,0.181818181818182,-0.877804327466407,0.877804327466407,0.681689773649116,0.681689773649116,0.249784990505656,-0.249784990505656,0.626998440695889,0.626998440695889,1.12758931797206,-1.12758931797206,0.695642562442283,0.695642562442283,limma_multi(mod_F),TRUE,TRUE
CORO2A,9.37071487071486,0.0076876361111728,0.0465528665888438,-0.231212302113327,0.980314808618339,0.262000153216478,0.285714285714286,0.635903690058475,0.633701678571426,0.191068245167257,0.818181818181818,-0.341365984782843,0.578324458736032,0.174371385155708,0.363636363636364,-0.867115992171802,0.867115992171802,1.16730242072081,1.16730242072081,0.110153682669516,-0.110153682669516,1.13818992420805,1.13818992420805,0.977269674841317,-0.977269674841317,0.857925985733366,0.857925985733366,limma_multi(mod_F),TRUE,TRUE
SEC61B,10.3417573417573,0.00444211167313263,0.0314768578168106,-0.247272143056941,0.333286276752966,0.0890745042373656,0.285714285714286,0.191865790474092,0.260267909477172,0.0784737273369059,0.818181818181818,-0.236241665101416,0.395754288757245,0.119324407725613,0.272727272727273,-0.439137933531033,0.439137933531033,0.422870106504908,0.422870106504908,-0.0110304779555241,0.0110304779555241,0.517398491823862,0.517398491823862,0.428107455575509,-0.428107455575509,0.473667437949212,0.473667437949212,limma_multi(mod_F),TRUE,TRUE
AK1,8.48619398619397,0.00842054883369173,0.0495828820329194,-0.0364569979069154,0.523046001886005,0.139789924041382,0.571428571428571,0.597540931250695,0.526278595267095,0.158678966881479,0.909090909090909,0.109011482393323,0.40906767601488,0.123338545018547,0.636363636363636,-0.63399792915761,0.63399792915761,0.741988059152734,0.741988059152734,-0.145468480300238,0.145468480300238,0.66401316526794,0.66401316526794,0.488529448857372,-0.488529448857372,0.666562467737662,0.666562467737662,limma_multi(mod_F),TRUE,TRUE
EDF1,8.7945477945478,0.00344234495667911,0.0263481367234093,-0.113665147205976,0.322819024095405,0.0862770132926949,0.428571428571429,0.358838409624926,0.42587209879621,0.128405269126199,0.818181818181818,-0.181440241302334,0.424242170305263,0.127913827195328,0.272727272727273,-0.472503556830902,0.472503556830902,0.534396076754872,0.534396076754872,0.0677750940963579,-0.0677750940963579,0.53309805981942,0.53309805981942,0.54027865092726,-0.54027865092726,0.601122669343295,0.601122669343295,limma_multi(mod_F),TRUE,TRUE
DVL1,13.8316953316953,0.000341466285815444,0.0051089538491595,-0.013795860713482,0.287458151522845,0.0768264225738456,0.428571428571429,0.617154309404107,0.471577838007121,0.142186068010602,0.909090909090909,-0.196228713618249,0.588813376023424,0.177533912710195,0.272727272727273,-0.630950170117589,0.630950170117589,0.552284207791968,0.552284207791968,0.182432852904767,-0.182432852904767,0.655235362798005,0.655235362798005,0.813383023022356,-0.813383023022356,0.754378452160169,0.754378452160169,limma_multi(mod_F),TRUE,TRUE
PHYH,10.2809757809758,0.00200610171251468,0.0177549829783672,0.0202177351343478,0.293556514985226,0.0784562787664348,0.571428571428571,0.598556977977314,0.48822163756506,0.147204362394199,1,0.179516062189113,0.344741612027068,0.103943506974187,0.636363636363636,-0.578339242842967,0.578339242842967,0.569680432239848,0.569680432239848,-0.159298327054765,0.159298327054765,0.452793779278484,0.452793779278484,0.419040915788201,-0.419040915788201,0.597668090540001,0.597668090540001,limma_multi(mod_F),TRUE,TRUE
BCCIP,11.3110448110448,0.0031845552414665,0.0249158471481011,-0.147966187584231,0.521821677967229,0.139462709710347,0.285714285714286,0.363541177856332,0.389743312499757,0.117512030191993,0.909090909090909,-0.327330617557278,0.454641536724137,0.137079581038595,0.272727272727273,-0.511507365440563,0.511507365440563,0.651304623993119,0.651304623993119,0.179364429973046,-0.179364429973046,0.692095940250641,0.692095940250641,0.69087179541361,-0.69087179541361,0.598831175335059,0.598831175335059,limma_multi(mod_F),TRUE,TRUE
GLRX3,14.9321399321399,9.47280527619397e-05,0.00202022851233024,-0.231927731806791,0.386704917787083,0.103351236581418,0.214285714285714,0.499843422353022,0.426556333422661,0.128611573628427,0.818181818181818,-0.259810654112096,0.460487807833351,0.1388422981015,0.181818181818182,-0.731771154159812,0.731771154159812,0.575752550166909,0.575752550166909,0.027882922305305,-0.027882922305305,0.601323302894441,0.601323302894441,0.759654076465117,-0.759654076465117,0.627693656767494,0.627693656767494,limma_multi(mod_F),TRUE,TRUE
UBE2S,13.2293787293787,0.00101490753553148,0.0110563253458826,-0.970838019735456,0.760567418881158,0.203270192928305,0.142857142857143,0.324396684877722,0.796494108541613,0.240152009614649,0.727272727272727,-0.879136263718312,0.996367972074887,0.300416246954519,0.181818181818182,-1.29523470461318,1.29523470461318,1.10130180405057,1.10130180405057,-0.0917017560171438,0.0917017560171438,1.25347992981147,1.25347992981147,1.20353294859603,-1.20353294859603,1.27559868325352,1.27559868325352,limma_multi(mod_F),TRUE,TRUE
RAD51C,12.1999531999532,0.000219251789558811,0.00371232028806507,-0.181200041245118,0.471384727251403,0.125982867623759,0.357142857142857,0.679763327731461,0.584195812003774,0.176141664773956,0.818181818181818,-0.30062042973434,0.624654360624889,0.188340376168374,0.363636363636364,-0.860963368976579,0.860963368976579,0.750658582744931,0.750658582744931,0.119420388489223,-0.119420388489223,0.782557749519848,0.782557749519848,0.980383757465802,-0.980383757465802,0.855264764275039,0.855264764275039,limma_multi(mod_F),TRUE,TRUE
GALK1,11.9142389142389,0.00375469687182578,0.028010719762771,-0.102627305148178,0.493350983006104,0.131853596416927,0.428571428571429,0.510366781307245,0.390888255753378,0.117857243571858,0.909090909090909,-0.146594294261616,0.56833816625171,0.171360404681414,0.545454545454545,-0.612994086455424,0.612994086455424,0.629435319090856,0.629435319090856,0.0439669891134376,-0.0439669891134376,0.75259781002302,0.75259781002302,0.656961075568861,-0.656961075568861,0.689783951469063,0.689783951469063,limma_multi(mod_F),TRUE,TRUE
PFN1,7.35404235404236,0.00845395509760271,0.0497363387221588,-0.24552217512174,0.379081596378839,0.101313818234353,0.285714285714286,0.35677883535697,0.525058790049268,0.158311181770129,0.818181818181818,-0.0452299672207546,0.49283787635529,0.148596210758733,0.272727272727273,-0.602301010478709,0.602301010478709,0.647602956850207,0.647602956850207,-0.200292207900985,0.200292207900985,0.621765252393153,0.621765252393153,0.402008802577724,-0.402008802577724,0.720122146151883,0.720122146151883,limma_multi(mod_F),TRUE,TRUE
NUP88,9.54340704340704,0.00613652597589364,0.0394130413214954,0.0672104357914342,0.436561680583721,0.116676016924181,0.5,0.431820809093932,0.353498361572393,0.106583766303729,0.909090909090909,-0.125732681061546,0.357575834936231,0.10781317078014,0.181818181818182,-0.364610373302498,0.364610373302498,0.56173587440046,0.56173587440046,0.19294311685298,-0.19294311685298,0.564310711119704,0.564310711119704,0.557553490155478,-0.557553490155478,0.502813652723063,0.502813652723063,limma_multi(mod_F),TRUE,TRUE
C1QBP,14.2441792441793,7.45576296280563e-05,0.00169972113406375,-0.110120380348484,0.467039279915586,0.124821497972124,0.5,0.62693350852163,0.580558460324555,0.175044961978453,0.727272727272727,-0.419398345054963,0.498047390863211,0.150166938482614,0.181818181818182,-0.737053888870114,0.737053888870114,0.745099869036686,0.745099869036686,0.309277964706479,-0.309277964706479,0.682771478995513,0.682771478995513,1.04633185357659,-1.04633185357659,0.764917857942975,0.764917857942975,limma_multi(mod_F),TRUE,TRUE
MRPL27,13.7069147069147,0.000464255906287939,0.00645321810343472,-0.262876449444354,0.364450018804464,0.0974033646406875,0.214285714285714,0.513924868638072,0.622788769685231,0.187777879335725,0.909090909090909,-0.119140349557464,0.389590275946448,0.117465887935035,0.272727272727273,-0.776801318082425,0.776801318082425,0.721588295257495,0.721588295257495,-0.14373609988689,0.14373609988689,0.53348326995193,0.53348326995193,0.633065218195535,-0.633065218195535,0.734606312767644,0.734606312767644,limma_multi(mod_F),TRUE,TRUE
LRRC59,6.95460395460395,0.00586125874883931,0.038189340957944,-0.0675666121762426,0.499555394740476,0.133511795202391,0.5,0.579793635002751,0.673582283999754,0.203092700132527,0.727272727272727,-0.187313731898519,0.560328694462909,0.168945458073015,0.272727272727273,-0.647360247178993,0.647360247178993,0.838611164803235,0.838611164803235,0.119747119722276,-0.119747119722276,0.750682248526513,0.750682248526513,0.767107366901269,-0.767107366901269,0.876174263007556,0.876174263007556,limma_multi(mod_F),TRUE,TRUE
YWHAE,12.8476658476659,0.00132400018050156,0.0133003550895969,0.0667913303212102,0.51772667859064,0.138368275091329,0.642857142857143,0.652188117206009,0.360074832367806,0.10856664685583,1,-0.0755554433810246,0.463072382748517,0.139621576759334,0.454545454545455,-0.585396786884798,0.585396786884798,0.63063047708559,0.63063047708559,0.142346773702235,-0.142346773702235,0.694605604202042,0.694605604202042,0.727743560587033,-0.727743560587033,0.586591780175185,0.586591780175185,limma_multi(mod_F),TRUE,TRUE
TMEM97,15.8726453726454,3.20250519327082e-05,0.00092425344457051,-0.492657148459088,0.766962351712936,0.204979310618873,0.285714285714286,0.671026330740347,0.569227445046733,0.171628532326606,0.818181818181818,-0.754371687911105,0.670674718391906,0.202216036116656,0.0909090909090909,-1.16368347919944,1.16368347919944,0.955118386975912,0.955118386975912,0.261714539452017,-0.261714539452017,1.01884043246973,1.01884043246973,1.42539801865145,-1.42539801865145,0.87967292903925,0.87967292903925,limma_multi(mod_F),TRUE,TRUE
GRPEL1,11.9582894582895,0.00040045062936276,0.00574368373884647,-0.0357933792045219,0.354122145530651,0.094643124403214,0.428571428571429,0.535965096302918,0.503073615109752,0.151682402113338,0.909090909090909,-0.235910339649215,0.441924845371804,0.133245354330373,0.454545454545455,-0.571758475507439,0.571758475507439,0.615211797818302,0.615211797818302,0.200116960444693,-0.200116960444693,0.566303860936974,0.566303860936974,0.771875435952133,-0.771875435952133,0.669612299152642,0.669612299152642,limma_multi(mod_F),TRUE,TRUE
GAR1,11.5840645840646,0.00101882481376235,0.0110875811522409,-0.0646474435157586,0.373359124807949,0.0997844233755084,0.428571428571429,0.386882363710168,0.585732297236838,0.176604932502501,0.818181818181818,-0.455681324571784,0.512220967195286,0.154440432539973,0.0909090909090909,-0.451529807225927,0.451529807225927,0.694607342391153,0.694607342391153,0.391033881056025,-0.391033881056025,0.633851209127057,0.633851209127057,0.842563688281952,-0.842563688281952,0.778108375010074,0.778108375010074,limma_multi(mod_F),TRUE,TRUE
NEIL3,11.8440388440389,0.00257291100328595,0.0212793218082555,-0.754955236862485,1.06915748006579,0.285744355922342,0.142857142857143,0.356312944991528,0.631556420711052,0.190421425585309,0.636363636363636,-0.733700170052333,0.55016200874308,0.16588008699173,0.181818181818182,-1.11126818185401,1.11126818185401,1.24175731514737,1.24175731514737,-0.0212550668101519,0.0212550668101519,1.20240423861731,1.20240423861731,1.09001311504386,-1.09001311504386,0.837580890664046,0.837580890664046,limma_multi(mod_F),TRUE,TRUE
NCAPG,11.4923364923365,0.00157316091181465,0.0150866899440746,-1.01647169298267,1.0915672238194,0.29173361186887,0.0714285714285714,0.345058526425863,0.706035727774648,0.212877781601274,0.727272727272727,-0.799579245078141,0.798469038151229,0.240747473296691,0.0909090909090909,-1.36153021940854,1.36153021940854,1.30000209731026,1.30000209731026,-0.216892447904532,0.216892447904532,1.35243181306968,1.35243181306968,1.144637771504,-1.144637771504,1.06585142200047,1.06585142200047,limma_multi(mod_F),TRUE,TRUE
CCDC34,13.2810342810343,0.000737515093163172,0.00888546088323466,-0.585093847517879,0.482100466878413,0.128846769504484,0.0714285714285714,0.316138809649188,0.47634792965037,0.143624304755717,0.727272727272727,-0.408583092289368,0.682552801942473,0.205797413058995,0.272727272727273,-0.901232657167067,0.901232657167067,0.67773756738621,0.67773756738621,-0.176510755228511,0.176510755228511,0.835642978552387,0.835642978552387,0.724721901938556,-0.724721901938556,0.83233747814316,0.83233747814316,limma_multi(mod_F),TRUE,TRUE
ZPR1,6.92160992160993,0.00363829812153088,0.0274008630997947,0.112437828144855,0.274471097266889,0.0733554863246146,0.642857142857143,0.459100571164314,0.548548238831637,0.165393517055891,0.636363636363636,-0.132298234908065,0.299833746715572,0.0904032761220007,0.454545454545455,-0.346662743019459,0.346662743019459,0.613383691958125,0.613383691958125,0.24473606305292,-0.24473606305292,0.406490662751788,0.406490662751788,0.591398806072379,-0.591398806072379,0.625144340128572,0.625144340128572,limma_multi(mod_F),TRUE,TRUE
MTCH2,11.2750087750088,0.000899726544899623,0.0101449100812713,-0.284961305884316,0.424361563796943,0.11341539856027,0.285714285714286,0.379265848263293,0.559013051700972,0.168548776854879,0.545454545454545,-0.330812211721326,0.387718474059063,0.116901518431187,0.181818181818182,-0.664227154147609,0.664227154147609,0.701839247121604,0.701839247121604,0.0458509058370095,-0.0458509058370095,0.574811579524,0.574811579524,0.710078059984619,-0.710078059984619,0.680309640603984,0.680309640603984,limma_multi(mod_F),TRUE,TRUE
CCDC86,12.6434421434421,0.000406878699434938,0.00580777556469873,-0.127582469189658,0.479081773337092,0.128039989719678,0.428571428571429,0.51918131501281,0.528988881086784,0.159496148803163,0.818181818181818,-0.289649569396231,0.36552390902278,0.110209605284779,0.0909090909090909,-0.646763784202468,0.646763784202468,0.71368661319746,0.71368661319746,0.162067100206573,-0.162067100206573,0.602600260214935,0.602600260214935,0.808830884409041,-0.808830884409041,0.642990640974456,0.642990640974456,limma_multi(mod_F),TRUE,TRUE
PRPF19,9.25558675558675,0.00751607122267626,0.0456794032711689,-0.208759542226982,0.68315951310646,0.18258205989712,0.428571428571429,0.453098705712372,0.450466086142073,0.135820635319379,0.909090909090909,-0.188333998184546,0.423925189096784,0.127818253764954,0.363636363636364,-0.661858247939354,0.661858247939354,0.818307164280024,0.818307164280024,-0.0204255440424367,0.0204255440424367,0.804002168093221,0.804002168093221,0.641432703896918,-0.641432703896918,0.618572761051521,0.618572761051521,limma_multi(mod_F),TRUE,TRUE
ANAPC15,11.5698490698491,0.000994777802476654,0.0109044140876664,-0.127888535181834,0.455138554585982,0.121640895340875,0.428571428571429,0.4702523425314,0.520580190265186,0.156960833127404,0.818181818181818,-0.270597285762719,0.396622218910867,0.119586098513232,0.272727272727273,-0.598140877713234,0.598140877713234,0.691487410129175,0.691487410129175,0.142708750580886,-0.142708750580886,0.603705464944949,0.603705464944949,0.74084962829412,-0.74084962829412,0.654456201002265,0.654456201002265,limma_multi(mod_F),TRUE,TRUE
UPK2,9.13431613431614,0.00130555334901699,0.0131525174532397,-0.0965251472566263,0.180003589935051,0.0481079829947365,0.357142857142857,0.502513239691665,0.666301959573566,0.200897599725825,0.818181818181818,-0.0776746718133154,0.261920666843334,0.0789720524326381,0.545454545454545,-0.599038386948291,0.599038386948291,0.690188085757122,0.690188085757122,-0.018850475443311,0.018850475443311,0.317810836991382,0.317810836991382,0.58018791150498,-0.58018791150498,0.715933472503717,0.715933472503717,limma_multi(mod_F),TRUE,TRUE
PDHX,8.54141804141806,0.00518262639757002,0.0349846772573381,0.0103213908308846,0.410646506346297,0.10974989527311,0.5,0.49675326290405,0.457801433801579,0.138032325855142,0.818181818181818,-0.146843870613259,0.51042209839781,0.153898053190127,0.363636363636364,-0.486431872073165,0.486431872073165,0.614990004768534,0.614990004768534,0.157165261444144,-0.157165261444144,0.655104015944982,0.655104015944982,0.643597133517309,-0.643597133517309,0.685647774971672,0.685647774971672,limma_multi(mod_F),TRUE,TRUE
NDUFS8,19.4481104481104,9.26490525232279e-06,0.00036568719313086,-0.256049530498155,0.490897124241486,0.131197775076017,0.285714285714286,0.566858840062849,0.448954895166956,0.135364994096558,0.909090909090909,-0.326554743938648,0.248962359129851,0.0750649756504935,0.0909090909090909,-0.822908370561003,0.822908370561003,0.665237164087315,0.665237164087315,0.0705052134404934,-0.0705052134404934,0.550420060364865,0.550420060364865,0.893413584001497,-0.893413584001497,0.513364153557563,0.513364153557563,limma_multi(mod_F),TRUE,TRUE
MVK,14.5156195156195,0.000354927397329439,0.00526936422308886,-0.174452206575045,0.467507680774738,0.124946683367454,0.428571428571429,0.555353378207445,0.454329228778017,0.136985416649838,0.909090909090909,-0.290172956649034,0.561655975264873,0.169345648292247,0.272727272727273,-0.72980558478249,0.72980558478249,0.651903734998813,0.651903734998813,0.115720750073989,-0.115720750073989,0.730767313263333,0.730767313263333,0.845526334856479,-0.845526334856479,0.722407421523868,0.722407421523868,limma_multi(mod_F),TRUE,TRUE
ATP5F1B,11.0218205218205,0.00258154605032822,0.0212988306941515,-0.204387864448652,0.4154601879793,0.111036405804517,0.285714285714286,0.314998640090697,0.334140240586282,0.100747073216707,0.818181818181818,-0.240197861742622,0.427683965165376,0.128951567391362,0.272727272727273,-0.519386504539348,0.519386504539348,0.5331574515796,0.5331574515796,0.03580999729397,-0.03580999729397,0.596255601110274,0.596255601110274,0.555196501833318,-0.555196501833318,0.542736837185976,0.542736837185976,limma_multi(mod_F),TRUE,TRUE
KRT18,8.34766584766582,0.0079625207777926,0.0477160341586471,-0.274974507975794,0.907947228581363,0.242659103901599,0.5,0.926766212256334,1.76017022317296,0.530711290674622,0.636363636363636,-0.765435760793795,1.0183561373359,0.307045928227165,0.181818181818182,-1.20174072023213,1.20174072023213,1.98054724367618,1.98054724367618,0.490461252818002,-0.490461252818002,1.36433771198273,1.36433771198273,1.69220197305013,-1.69220197305013,2.0335310268089,2.0335310268089,limma_multi(mod_F),TRUE,TRUE
MAGOHB,10.3129753129753,0.000677879741570878,0.00838668059220672,-0.280765614062436,0.380013106959446,0.10156277490898,0.285714285714286,0.413402204126466,0.561739060079954,0.169370699306556,0.818181818181818,-0.276508925806658,0.421844373267891,0.127190864186566,0.272727272727273,-0.694167818188901,0.694167818188901,0.6782040497376,0.6782040497376,-0.00425668825577802,0.00425668825577802,0.567769880073565,0.567769880073565,0.689911129933123,-0.689911129933123,0.702498004892035,0.702498004892035,limma_multi(mod_F),TRUE,TRUE
FOXM1,12.1550251550252,0.00110331986926951,0.0116943061895119,-1.21525698748521,1.31711438329202,0.352013625819342,0.214285714285714,0.371822019802107,0.807857306231126,0.243578142628717,0.727272727272727,-1.22335816726634,0.987008892639306,0.297594378329887,0.0909090909090909,-1.58707900728732,1.58707900728732,1.54512903212183,1.54512903212183,0.00810117978113012,-0.00810117978113012,1.64589697515482,1.64589697515482,1.59518018706845,-1.59518018706845,1.27546853406114,1.27546853406114,limma_multi(mod_F),TRUE,TRUE
RAD51AP1,10.3184158184158,0.00375440766557495,0.028010719762771,-0.942855030151527,1.08085303108572,0.288870123412778,0.142857142857143,0.349426155818927,0.940651476422828,0.283617091435305,0.727272727272727,-0.82192121747864,0.784289209987215,0.236472094241077,0.0909090909090909,-1.29228118597045,1.29228118597045,1.43285326356317,1.43285326356317,-0.120933812672887,0.120933812672887,1.33542234506899,1.33542234506899,1.17134737329757,-1.17134737329757,1.22471823902431,1.22471823902431,limma_multi(mod_F),TRUE,TRUE
RFC5,11.457060957061,0.00713899461864997,0.0439943402715289,-0.309554860103046,0.625348419120512,0.167131395122119,0.357142857142857,0.402767245804681,0.45956306230931,0.138563476835155,0.818181818181818,-0.244581694582433,0.592400863279343,0.178615580816383,0.272727272727273,-0.712322105907727,0.712322105907727,0.776053383173886,0.776053383173886,-0.0649731655206131,0.0649731655206131,0.861393886738602,0.861393886738602,0.647348940387114,-0.647348940387114,0.749757954978287,0.749757954978287,limma_multi(mod_F),TRUE,TRUE
MRPL51,12.472153972154,0.00020856044112386,0.00360188138156439,-0.28926567073405,0.314227945807747,0.0839809510401683,0.142857142857143,0.389307152440841,0.577748044145364,0.174197589617442,0.909090909090909,-0.411169693161971,0.418947997787443,0.126317574121054,0.0909090909090909,-0.67857282317489,0.67857282317489,0.657671653973584,0.657671653973584,0.121904022427921,-0.121904022427921,0.523695165890104,0.523695165890104,0.800476845602811,-0.800476845602811,0.713659742008684,0.713659742008684,limma_multi(mod_F),TRUE,TRUE
GAPDH,17.7994032994033,6.38340852819714e-06,0.000272823011762704,-0.384200821173796,0.491664222950954,0.131402790829779,0.214285714285714,0.764905979878679,0.597188060725712,0.180058975155197,0.909090909090909,-0.634107171811794,0.747961891701228,0.225518995659765,0.0909090909090909,-1.14910680105248,1.14910680105248,0.773542040230072,0.773542040230072,0.249906350637998,-0.249906350637998,0.895086978772033,0.895086978772033,1.39901315169047,-1.39901315169047,0.957120980498608,0.957120980498608,limma_multi(mod_F),TRUE,TRUE
CDCA3,12.6155376155376,0.000398830708002312,0.00572821619721446,-1.2578061784109,1.19617684282692,0.319691708560806,0.0714285714285714,0.520197389655093,0.996323519165911,0.300402843898163,0.727272727272727,-1.44832782309917,1.29595841655456,0.390746164692234,0.181818181818182,-1.77800356806599,1.77800356806599,1.55675932441676,1.55675932441676,0.190521644688273,-0.190521644688273,1.76361766172659,1.76361766172659,1.96852521275427,-1.96852521275427,1.6346769626693,1.6346769626693,limma_multi(mod_F),TRUE,TRUE
USP5,11.3110448110448,0.00235184890253,0.0200063190116303,-0.0481346119891312,0.443691766101542,0.118581612434615,0.5,0.598921232348259,0.478865099786326,0.14438326010794,0.909090909090909,-0.119532470912489,0.586448388879805,0.176820842256613,0.0909090909090909,-0.64705584433739,0.64705584433739,0.652820164440157,0.652820164440157,0.0713978589233581,-0.0713978589233581,0.735380239145726,0.735380239145726,0.718453703260749,-0.718453703260749,0.757121850571681,0.757121850571681,limma_multi(mod_F),TRUE,TRUE
TPI1,16.3317538317538,5.21385795037332e-06,0.000236197813272158,-0.232090571038376,0.41871284809807,0.111905715787379,0.285714285714286,0.668660403281034,0.575150734485928,0.173414471289741,0.818181818181818,-0.479952214122276,0.480500710232012,0.144876415212624,0.0909090909090909,-0.90075097431941,0.90075097431941,0.711420281227701,0.711420281227701,0.2478616430839,-0.2478616430839,0.637339298722326,0.637339298722326,1.14861261740331,-1.14861261740331,0.749452666893094,0.749452666893094,limma_multi(mod_F),TRUE,TRUE
COX6A1,12.5549900549901,0.000591075249285522,0.00759841049453613,-0.41128630823601,0.558541921128265,0.149276607500892,0.214285714285714,0.424646625606161,0.471682954436763,0.142217761806641,0.727272727272727,-0.269479213764388,0.472036409238393,0.142324332439127,0.272727272727273,-0.83593293384217,0.83593293384217,0.731063531551019,0.731063531551019,-0.141807094471622,0.141807094471622,0.731291630817917,0.731291630817917,0.694125839370549,-0.694125839370549,0.667310408395425,0.667310408395425,limma_multi(mod_F),TRUE,TRUE
FBXO5,10.5832455832456,0.00535928745306697,0.0358007847669987,-0.398248213954987,0.558811436909956,0.149348638623421,0.142857142857143,0.176783008225982,0.402517539432709,0.121363604530489,0.818181818181818,-0.46729205323452,0.437698328950961,0.131971011681445,0.0909090909090909,-0.575031222180969,0.575031222180969,0.688687586335294,0.688687586335294,0.0690438392795332,-0.0690438392795332,0.709823956476417,0.709823956476417,0.644075061460502,-0.644075061460502,0.594642915300793,0.594642915300793,limma_multi(mod_F),TRUE,TRUE
MRPL18,7.66690066690067,0.00642339475811521,0.0406622799230058,-0.055838431246146,0.265065079763522,0.0708416224052146,0.428571428571429,0.371407548384211,0.412611860847771,0.124407156952945,0.909090909090909,-0.0851852593766705,0.406105796052891,0.12244550460873,0.363636363636364,-0.427245979630357,0.427245979630357,0.490416194902149,0.490416194902149,0.0293468281305244,-0.0293468281305244,0.484955063998505,0.484955063998505,0.456592807760881,-0.456592807760881,0.578939086001293,0.578939086001293,limma_multi(mod_F),TRUE,TRUE
MCM3,10.6553176553176,0.00631566253381988,0.0401605520184831,-0.265059840560018,0.640097590328829,0.171073276936433,0.428571428571429,0.456142630053769,0.484641313499711,0.146124854071231,0.909090909090909,-0.339119674665821,0.708449355976322,0.213605517885672,0.181818181818182,-0.721202470613787,0.721202470613787,0.802871177646513,0.802871177646513,0.0740598341058024,-0.0740598341058024,0.954790770340831,0.954790770340831,0.795262304719589,-0.795262304719589,0.858357555296154,0.858357555296154,limma_multi(mod_F),TRUE,TRUE
PEX7,7.47999297999297,0.00646818662600121,0.0408358568366701,0.172959771281005,0.438349886188813,0.117153934974992,0.642857142857143,0.503772854648582,0.504166241233121,0.152011841284916,0.818181818181818,-0.141843145811906,0.391938574343753,0.118173926542277,0.454545454545455,-0.330813083367577,0.330813083367577,0.668082496044373,0.668082496044373,0.314802917092911,-0.314802917092911,0.588019105795347,0.588019105795347,0.645616000460488,-0.645616000460488,0.638591766982434,0.638591766982434,limma_multi(mod_F),TRUE,TRUE
