gene,endpoint,n_patients,n_events,coefficient,hazard_ratio,conf_low,conf_high,p_value,ph_p_value,model_status,warning_text,signature_direction,signature_r_rb,signature_correlation_p_value,signature_correlation_padj,fdr_all_genes,fdr_within_signature,association_direction,fdr_supported,nominal_p_below_0_05,expected_survival_direction,observed_survival_direction,direction_concordant
SLC38A10,RFS,20,6,0.7127792999064404,2.039652193435378,0.9291396944704994,4.477454891814265,0.07560795889745467,0.185344887336373,converged,NA,Fun-CIM,0.339,0.00597804754884321,0.0165362360118257,0.23623499393909358,0.5196241251614878,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
INTS15,RFS,20,6,0.8580872243978174,2.3586448178922335,0.9126835547633518,6.095437293610885,0.07650147027319947,0.21961813728862137,converged,NA,Dys-CIM,-0.37,0.00368809726562572,0.0265342744449995,0.2384740757827696,0.09658917098119446,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
USP14,RFS,20,6,0.9277652140854397,2.5288514165045104,0.905479008874392,7.062659017028625,0.07664663070398267,0.022803727242472704,converged,NA,Dys-CIM,-0.405,6.9205415495896e-4,0.0076948678768165,0.2384740757827696,0.09658917098119446,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
HCK,RFS,20,6,0.9008869106214712,2.461785526941649,0.9004590012603829,6.730331944237968,0.07915111779890506,0.32641438066415696,converged,NA,Fun-CIM,0.517,3.12975696885229e-5,3.1396300192272e-4,0.2457501162687178,0.5297733089172557,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CYP7A1,RFS,20,6,-0.7929765435179709,0.452495914995133,0.18591926093087502,1.101298230544332,0.08057730043261815,0.48361719007143034,converged,NA,Fun-CIM,0.375,0.00357302052683128,0.0110205676773263,0.2496386627831602,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SH2D1B,RFS,20,6,-1.3117527690912207,0.2693475383581328,0.06174916850518586,1.1748837786130357,0.08089753793605074,0.6405590622168039,converged,NA,Fun-CIM,0.366,0.00328097464109878,0.0102894470993039,0.2496386627831602,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
FAM43A,RFS,20,6,-0.8014835603686572,0.448662851704729,0.18241399437801525,1.1035247333199145,0.08090922223897157,0.8114037878604916,converged,NA,Fun-CIM,0.431,4.7188857051753e-4,0.00236474437728765,0.2496386627831602,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
HOXB-AS1,RFS,20,6,-0.7828575210935759,0.45709797621747933,0.18954505577544511,1.1023160641533472,0.08132167111580213,0.5582185030560656,converged,NA,Fun-CIM,0.397,2.608464467506e-4,0.00149313190270818,0.2501158952098073,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MRPL24,RFS,20,6,0.7290560007500112,2.073122657433991,0.913077835942625,4.7069782920853145,0.08140166204667598,0.26092240248709697,converged,NA,Dys-CIM,-0.537,5.66753294301576e-7,7.20910190351605e-5,0.2501158952098073,0.1022608379461367,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
NATD1,RFS,20,6,0.7246473241335344,2.064003047527596,0.9121325336046413,4.67049296374481,0.08199488568470716,0.6950064282139587,converged,NA,Fun-CIM,0.45,4.07281556480676e-5,3.7432235537819e-4,0.2510647953368738,0.5297733089172557,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ANKRD39,RFS,20,6,0.9952567506737404,2.705418870232931,0.8811606729836758,8.306420710571164,0.08204953473534567,0.12043459041753096,converged,NA,Dys-CIM,-0.535,1.70730119579892e-6,1.4012178055117e-4,0.2510647953368738,0.10275362293959177,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
RSRP1,RFS,20,6,-0.9830839335271208,0.374155447262807,0.1233747579230613,1.134691577702895,0.08243435930836861,0.00983705119436397,converged,NA,Fun-CIM,0.41,2.0902094989714e-4,0.00126848591731473,0.2515750734874461,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RPS18P9,RFS,20,6,0.766881713886596,2.1530419742300615,0.9057354342901438,5.118039514960077,0.08258917050233329,0.3589130811217957,converged,NA,Dys-CIM,-0.393,0.00106701764662298,0.0105050034559167,0.2515750734874461,0.10310821907434156,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
AQP9,RFS,20,6,0.6747887573301656,1.963618132218254,0.9162576719048422,4.208200692235784,0.08272590195029457,0.6788960258144185,converged,NA,Fun-CIM,0.443,4.1001233323766e-4,0.00210636384441968,0.2515750734874461,0.5297733089172557,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CLC,RFS,20,6,-1.8084274184086846,0.16391169875109243,0.021209737858353783,1.266731591257592,0.08303507614560604,0.19273379635683502,converged,NA,Fun-CIM,0.392,9.0277106847319e-4,0.00382774933032636,0.25189597476141096,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MSC,RFS,20,6,0.8677558596621653,2.3815602965409695,0.8919543739906364,6.358878448775737,0.08331351148288843,0.5580102418590636,converged,NA,Fun-CIM,0.497,2.96203392050584e-5,3.0189961112848e-4,0.25189597476141096,0.5297733089172557,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
NME1-NME2,RFS,20,6,0.8645366211391,2.373905813303598,0.8922530834237413,6.315953304204259,0.08334167969823861,0.7447018756985511,converged,NA,Dys-CIM,-0.312,0.00746961745394872,0.046456553154412,0.25189597476141096,0.10372555801452607,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
TMEM35A,RFS,20,6,-0.6845049422283884,0.5043398451425354,0.23192317999318884,1.0967367703645086,0.08416877244744067,0.19443581356463152,converged,NA,Fun-CIM,0.417,8.7477866769573e-4,0.00373395458157374,0.25387770263678133,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
P2RY14,RFS,20,6,-0.7310081890090683,0.481423379577746,0.20988616818348887,1.1042579528225007,0.08437862274361288,0.9191138265492382,converged,NA,Fun-CIM,0.524,2.69361777606807e-6,6.03218628725104e-5,0.2539933745595339,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
BICRA,RFS,20,6,1.1954642974677603,3.305091960141737,0.849478082396996,12.859228615022099,0.08459562400428397,0.5652792306476853,converged,NA,Fun-CIM,0.362,0.00444641772251979,0.0129959635639825,0.25410394149756604,0.5297733089172557,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ADH4,RFS,20,6,-0.5877275063587402,0.5555884223851556,0.2847891860316681,1.0838841860171664,0.0847585058067506,0.9034621131241942,converged,NA,Fun-CIM,0.368,0.00206872177935885,0.00720540554037366,0.25410394149756604,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TSNAXIP1,RFS,20,6,-1.0243023341251059,0.35904687279608655,0.11182038945244392,1.1528725440495382,0.08525897521632621,0.7554671063973465,converged,NA,Fun-CIM,0.397,7.8478990995665e-4,0.0034931780488643,0.25465492763818476,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
DIPK2B,RFS,20,6,-0.8855040497703535,0.4125061972143339,0.1504572723320476,1.1309613693161864,0.08528618778429416,0.5100415660329196,converged,NA,Fun-CIM,0.492,1.39039615862309e-5,1.8346306159425e-4,0.25465492763818476,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MAB21L3,RFS,20,6,-0.7797094708579089,0.45853921095867106,0.18846237408428765,1.1156508507770633,0.08566393151532392,0.17932504822954634,converged,NA,Fun-CIM,0.371,0.00308353735003737,0.00982529937186256,0.25526817419355075,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
C1QTNF7,RFS,20,6,-0.8239353060319162,0.43870182709193634,0.17130811903286497,1.1234686025411351,0.08592245510706187,0.887401808956445,converged,NA,Fun-CIM,0.372,0.0011025947027321,0.00439379843945875,0.2555244096657804,0.5297733089172557,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TMEM147,RFS,20,6,0.8019495447436892,2.229883952195438,0.8913728710182484,5.578341681611434,0.08649795722595391,0.5013861676404938,converged,NA,Dys-CIM,-0.596,7.38923125750909e-7,8.39205549959961e-5,0.25670436453260925,0.10729768805718792,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
OS9,RFS,20,6,0.5971863464115132,1.8169991950645978,0.9172299898613984,3.599409211820778,0.08685112071153879,0.20898169163570526,converged,NA,Fun-CIM,0.444,8.1274356911266e-4,0.00354525038953932,0.25670436453260925,0.5324565866349452,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ASB13,RFS,20,6,0.7745956638921117,2.169714655819557,0.8937220366924415,5.267478583274808,0.08695679486562898,0.581794381246861,converged,NA,Dys-CIM,-0.536,2.76555978962553e-5,8.2191403093543e-4,0.25670436453260925,0.10729768805718792,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
COIL,RFS,20,6,0.7996403838195459,2.224740731854772,0.8903370939045498,5.5590981863598765,0.08701255300160016,0.4968020310632995,converged,NA,Dys-CIM,-0.397,0.00106449316783439,0.0105050034559167,0.25670436453260925,0.10729768805718792,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
VIPR2,RFS,20,6,-0.9885558998453353,0.3721136726133003,0.11979917585682819,1.1558392147141483,0.08735568517745321,0.622512467193279,converged,NA,Fun-CIM,0.348,0.0052593782517608,0.0148401267440988,0.2572043136139328,0.5325242051213108,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PRG4,RFS,20,6,-1.0688150591073142,0.34341520313922086,0.09986557033341456,1.1809275344186578,0.0898730649437991,0.9042079290309772,converged,NA,Fun-CIM,0.46,2.3619209046669e-4,0.00139090897719276,0.26409128805906046,0.5434013504992837,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
UBAP1L,RFS,20,6,-0.8793519708246382,0.4150517902209522,0.15006971116595608,1.1479197715994336,0.09023049575535254,0.004711182007129067,converged,NA,Fun-CIM,0.414,3.2916497332005e-4,0.0017711414808084,0.26461656279936063,0.5434013504992837,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ATF7,RFS,20,6,1.4884995710836855,4.430442964673012,0.7899691926736827,24.847582722543937,0.09065082770145605,0.5224655016055701,converged,NA,Fun-CIM,0.347,0.0030617944945443,0.00976580390436398,0.26532386526849094,0.5434013504992837,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
NEO1,RFS,20,6,0.7199999427890068,2.054433093107727,0.8875564067201867,4.7554108134411885,0.09268448793288457,0.5022878658508585,converged,NA,Fun-CIM,0.377,0.00184274389502173,0.0065841860518754,0.2707410781629232,0.5525224446385771,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
NME9,RFS,20,6,-0.626370870269112,0.5345281572651471,0.2570424377719768,1.1115687875740483,0.09357983111395714,0.12881390250452254,converged,NA,Fun-CIM,0.372,9.3938068164244e-4,0.00390998765395676,0.2728183659050601,0.5547947130327459,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CENATAC,RFS,20,6,-0.8702725379347314,0.4188373846154577,0.15097729008276892,1.161928092995611,0.09458770958451244,0.02715456230338427,converged,NA,Fun-CIM,0.353,0.00261236545351877,0.00859081917496348,0.2752149271014989,0.5577056756376444,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
DNPEP,RFS,20,6,0.7184236660748463,2.0511972889935848,0.882345084700139,4.768440819052675,0.09508842509994488,0.5936830183044521,converged,NA,Dys-CIM,-0.409,7.4595311286952e-4,0.00806847244532339,0.2761293285745458,0.11689769691185883,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
EGFLAM,RFS,20,6,-1.069547187785934,0.3431638710352756,0.09730210895329695,1.2102660841651272,0.09627278894069174,0.06450028819306894,converged,NA,Fun-CIM,0.495,5.40291183343367e-5,4.7071944192655e-4,0.2788793160134694,0.5603857868302718,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TMEM176B,RFS,20,6,0.7343338184563634,2.0840931455555007,0.8766997285273509,4.954312289622109,0.09648933520112757,0.9195633411040702,converged,NA,Fun-CIM,0.45,1.4550851593309e-4,9.6399391805677e-4,0.2788793160134694,0.5603857868302718,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
MOXD1,RFS,20,6,0.8295404173496298,2.2922650129153395,0.8615886546794158,6.098593407536075,0.09660033025989859,0.5963200337327168,converged,NA,Fun-CIM,0.494,4.66774025237578e-5,4.2049331451997e-4,0.2788793160134694,0.5603857868302718,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
MTA3,RFS,20,6,0.943592087362282,2.569193630860335,0.8433396110811349,7.826925032480508,0.09687768238284747,0.5706378773888607,converged,NA,Dys-CIM,-0.46,2.6390285117565e-4,0.00400356665876878,0.2791358902898776,0.11873423267653867,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
PTCH2,RFS,20,6,-0.7861563078640126,0.4555925917969769,0.1798363537384997,1.1541860440637426,0.09739536475028682,0.4012292238447371,converged,NA,Fun-CIM,0.486,2.3087457478953e-5,2.540419196646e-4,0.28008259261198987,0.5619764629174304,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
WDR54,RFS,20,6,0.6852996774957442,1.9843664163997639,0.8807421294041207,4.470900100122789,0.09821887082075653,0.9695148851229184,converged,NA,Dys-CIM,-0.349,0.00385029828845939,0.027530630869355,0.28190338698748146,0.12001211571411588,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
UQCRC2,RFS,20,6,0.9299666272542091,2.534424595498742,0.8406833413081474,7.640579650685069,0.09858854374906863,0.9696238419338605,converged,NA,Dys-CIM,-0.468,1.0745553737568e-4,0.00209257849653528,0.2824170856718968,0.12009877147613815,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
NNAT,RFS,20,6,-0.9329715076006445,0.3933830312247715,0.1295924964177816,1.1941293943185125,0.09959876619657185,0.6927108192436878,converged,NA,Fun-CIM,0.456,2.9944052459915e-4,0.00165892137321482,0.2846865425648881,0.568888104688162,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
OIT3,RFS,20,6,0.6855931492871445,1.984948857427605,0.8774142290355958,4.490492444980981,0.09976523672598037,0.2955340130513239,converged,NA,Fun-CIM,0.373,0.00248187580630364,0.00822978630244585,0.2846865425648881,0.568888104688162,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
SPARCL1,RFS,20,6,-0.871614778511771,0.4182755812046587,0.14797037379370953,1.1823614237536826,0.10017492112210452,0.04749642652556852,converged,NA,Fun-CIM,0.5,1.16368002909768e-5,1.6373904834206e-4,0.2853058811189169,0.568888104688162,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RGMA,RFS,20,6,-0.8756116293702135,0.4166071325801101,0.14626507706588615,1.186622988879563,0.10109629439269933,0.36857104188564926,converged,NA,Fun-CIM,0.425,4.8238922065725e-4,0.00240438514371485,0.28737737427176147,0.5711146683231548,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
GCAT,RFS,20,6,0.8404653039548501,2.317445042290894,0.8471781499225276,6.339341405972011,0.10164024055545395,0.7848306498289542,converged,NA,Dys-CIM,-0.468,2.19902388849842e-5,7.2117964934147e-4,0.28837010778281097,0.12344222568970542,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
PPP1R3E,RFS,20,6,-0.7686555556528901,0.4636359822562952,0.18445146797698572,1.1653923191849054,0.10215464594983255,0.07745696996486429,converged,NA,Fun-CIM,0.437,5.9082466281996e-4,0.00279586670798732,0.2892753932154914,0.5714644492224569,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TTC7A,RFS,20,6,0.8114795619725779,2.2512363675170923,0.8494896014006005,5.966012031313335,0.10269571633503946,0.39421412516103865,converged,NA,Fun-CIM,0.4,2.7815957036598e-4,0.00157137565538427,0.28984462997290433,0.5714644492224569,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
SP110,RFS,20,6,0.6018391160017019,1.8254729716429061,0.8859571584236757,3.761301027385808,0.10274708354880134,0.129238606423915,converged,NA,Fun-CIM,0.468,5.2867277599509e-4,0.00258400890450291,0.28984462997290433,0.5714644492224569,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ELP2,RFS,20,6,0.6206457547378085,1.860128841105787,0.8808873808222041,3.927947409445217,0.1036497241624796,0.9983881151821822,converged,NA,Dys-CIM,-0.543,6.72512805220296e-5,0.00146478816479489,0.29182779960270716,0.12536145867075432,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
