"","gene_id","NEO11 _Patient_11_T1_B_Rep1","NEO11 _Patient_11_T4_S_Rep1","NEO15 _Patient_15_T1_B_Rep1","NEO15 _Patient_15_T4_S_Rep1","NEO16 _Patient_16_T1_B_Rep1","NEO16 _Patient_16_T4_S_Rep1","NEO18 _Patient_18_T1_B_Rep1","NEO18 _Patient_18_T4_S_Rep1","NEO19 _Patient_19_T1_B_Rep1","NEO19 _Patient_19_T4_S_Rep1","NEO21 _Patient_21_T1_B_Rep1","NEO21 _Patient_21_T4_S_Rep1","NEO22 _Patient_22_T1_B_Rep1","NEO22 _Patient_22_T4_S_Rep1","NEO27 _Patient_27_T1_B_Rep1","NEO27 _Patient_27_T4_S_Rep1","NEO3 _Patient_3_T1_B_Rep1","NEO3 _Patient_3_T4_S_Rep1","NEO33 _Patient_33_T1_B_Rep1","NEO33 _Patient_33_T4_S_Rep1","NEO34 _Patient_34_T1_B_Rep1","NEO34 _Patient_34_T4_S_Rep1","NEO42 _Patient_42_T1_B_Rep1","NEO42 _Patient_42_T4_S_Rep1","NEO43 _Patient_43_T1_B_Rep1","NEO43 _Patient_43_T4_S_Rep1","NEO45 _Patient_45_T1_B_Rep1","NEO45 _Patient_45_T4_S_Rep1","NEO46 _Patient_46_T1_B_Rep1","NEO46 _Patient_46_T4_S_Rep1","NEO47 _Patient_47_T1_B_Rep1","NEO47 _Patient_47_T4_S_Rep1","NEO49 _Patient_49_T1_B_Rep1","NEO49 _Patient_49_T4_S_Rep1","NEO51 _Patient_51_T1_B_Rep1","NEO51 _Patient_51_T4_S_Rep1","NEO8 _Patient_8_T1_B_Rep1","NEO8 _Patient_8_T4_S_Rep1"
"1","DDX11L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","WASH7P",3.88166461932035,1.67310409759017,3.84699468696557,2.51222688651396,3.31179371775365,3.61941301059794,3.38929146200697,3.16960436691696,3.95512678126137,3.78659636189081,2.23572705983806,2.6507645591169,3.39684449693982,3.56559717585422,3.61941301059794,2.31556623031895,2.38377340195843,3.5837597536395,4.6915341649192,5.29829173062012,4.28021399581062,3.43028527297778,5.64673869830785,4.70265754339091,4.93734439215023,2.76171078436334,5.33521168170579,4.30815697511476,4.60110220337641,5.20006486151431,3.67919857056692,3.90689059560852,3.69710657447697,2.57337452644594,3.60999129521268,4.04526821513853,3.58616424593091,3.5385381636298
"3","MIR6859-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","MIR1302-2HG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","MIR1302-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","FAM138A",0,0,0,0,0,0,0,0,0,0,0,0.14535138557262,0,0,0,0,0,0,0,0,0.113953815240002,0,0,0,0.223422549934937,0,0,0,0,0,0,0.0914087272945071,0,0,0,0,0.154842406869233,0
"7","OR4F5",0.222309979264316,0.454175893185802,0.401084301505006,0.162596765988487,0,0.2030131707745,0,0.331475926123189,0,0,0,0.72438833660212,0,0.322158907629378,0.2030131707745,0,0.352984458020644,0.335025838321693,0,0.183454754174942,1.27262045466299,0.171847313573341,0.437653878346192,0.173255383020972,1.28924428515664,0,0.258820396876412,0.203764966018656,0,0.23204671335011,0,0.111725776162047,0,0.117960952732417,0.177471364444951,0,0,0.330443668229009
"8","LOC100996442",0,0.0198869090969699,0.163756333397909,0,0.037072914393776,0.040331370879628,0.0929110201841323,0.023113382703565,0,0.159112461230858,0,0.034877737902184,0.0369041731975384,0.160016607845905,0.040331370879628,0,0.0247877343955717,0,0.133865973397568,0.204891924837234,0.250719083400555,0.0992009294696132,0.0928569106654806,0.0674872810131343,0.107513798158765,0.0301382902179976,0.102631259028892,0,0.0529444608763,0.0464491512326544,0,0.144960004720858,0,0.153027043464823,0,0.112700132749362,0.0736008995589537,0.0344129453183236
"9","LOC729737",0.476226132546232,0.305445278553553,1.38515489688434,0.28699939663384,0.32883646422954,0.662570115828146,0.646162657157894,0.413702388782177,0.892973815273334,0.928654569900175,0.186880831347234,0.121028667061668,0.549126980199267,0.75898534277657,0.615604626359265,0.165558254461174,0.472383789694643,0.433814084458027,1.52757083683282,1.77019475495132,1.64200835725712,0.552573811179844,1.49210955265261,0.696706079251689,1.8314719328477,0.575989947721817,1.49210955265261,0.492622328574446,0.263635403568329,2.31585601540396,0.292074949977542,1.27381424458704,0.575602776960449,0.346531462028019,0.312084261514754,0.661019860270164,0.917699073185017,0.2030131707745
"10","DDX11L17",0,0,0,0,0,0,0,0.069262211594843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382611923015188,0,0.160662080113344,0,0.153545951856674,0,0,0.26219258817258,0,0.126959644704224,0,0,0,0,0,0
"11","WASH9P",2.63459326844576,1.13487805434311,2.81023743059073,1.58014548442338,1.52656966049778,1.84799690655495,2.46701857168978,2.55875743037376,2.04753838876336,2.25701061820602,1.44360665147561,1.72770267283724,1.72421368675736,1.97636363573276,1.87931367631089,1.63505782972521,1.57288966842058,1.60596835884146,2.98823022306046,3.76341157447001,2.58736499093646,1.47508488294878,4.37642931106992,3.35741124701605,3.19692173382033,2.23143240844797,3.21692042585688,2.44042072075677,2.76934859947786,3.04875931191986,2.43776039353993,2.38929146200697,2.2144356975081,1.70708299177171,1.95121476442072,2.59526494203758,1.41845983758099,2.07724299893246
"12","MIR6859-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","LOC107985721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","LOC112268260",0.0330740694290323,0,0.0318327380046299,0,0,0.0300393859720785,0,0.0171950340819377,0,0,0,0.0259642933079754,0.0274796475952503,0.0494077251638209,0.0300393859720785,0,0.0184490187682,0,0,0,0,0.0251847530929269,0.0351593575173338,0,0,0,0.0389418089269237,0,0,0.0346242332378717,0,0,0,0,0.026063477307997,0,0,0.0256241821027015
"15","OR4F29",0.217727042033043,0.194969550093418,0.555718009203519,0.159112461230858,1.31730406836191,1.39231742277876,0.429428502087252,0.506805024263547,0.667029201410552,0.856228798219045,1.22897256976016,1.41034110461409,0.18269229751619,0.688404188397458,1.61729848284085,0.266156863646618,0.995375973474553,1.18776774704602,0.744763886953294,0.339365460967944,0.75898534277657,0.579759427412543,0,0.169668499523086,0.682393511062731,0.28699939663384,0.253505262186697,0.918233560226312,0.831390857513113,0,0.195851508575644,0.772645803092692,0.397912460176906,0.584770128557275,0.596458139558986,0.645886075687726,0.494876379945514,0.323773563691473
"16","LOC100132287",0.189033824390017,0.0441702656708895,0.454386490228857,0.0357083577005156,0.120962335340259,0.326537348139952,0.200378797984026,0.625364016005363,0.171591153231601,0.284040263954096,0.366028399157119,0.705137466719021,0.334682679935721,0.479437532735403,0.362554049350754,0.0614582513116536,0.133629280625504,0.150299708101682,0.725348533004212,0.72700555031056,0.422233000683048,0.110643870033638,1.0820212693455,0.215243703712866,1.77652515142191,0.333538228788217,1.33742566428269,0.467175122614019,0.323312417757903,1.67762099245359,0.169796756183249,0.474046599319306,0.227248183780733,1.01435529297707,0.185866545311334,0.348232419239271,0.611266825073065,0.148088082645336
"17","LOC105378947",0.0912191377681445,0,0,0.0659031353991395,0,0,0.0968960136312763,0,0,0,0,0.0719136570739401,0,0,0,0,0,0,0,0,0.0560840474755325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","LOC101928626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","MIR12136",1.65718266012842,0,1.61917821605907,0,0,1.5626698261027,0,0,2.28894910458459,0,1.12763327972587,0,1.47819525793917,0,1.5626698261027,0,0,0,0,0,1.2066432239834,0,2.48078212440398,0,1.8742067858778,0,1.82415684372883,0,1.83875011833314,1.70310069960416,0,1.02927618237063,0,0,0,1.51954190457844,1.48748634934854,1.41359408240917
"20","OR4F16",0.0743821238253361,0.0168528490073366,0.106133876065813,0.0536535488365803,0.313245851787561,0.337996463515016,0.0400647910346003,0.0768326955573986,0.131576314984223,0.135836904469087,0.249991368358195,0.344033091528057,0.0619420547878064,0.187894404790796,0.36513259345253,0.023539249588746,0.21586493915324,0.169411951991355,0.150299708101682,0.0903385741656201,0.174406418529749,0.111498776705849,0,0.0289509915252068,0.177598929327733,0.05067582031712,0,0.224781194395589,0.250840333561645,0,0,0.189919417901074,0.0725723279558116,0.130561914331088,0.115286325139835,0.126616101839385,0.0928569106654806,0.0578037541474475
"21","LOC100133331",0.193077821546367,0,0.533563348214512,0.140778655782796,0.162596765988487,0.256769142761341,0,0.0779129102637036,0.331475926123189,0,0.082797948457095,0.224287289892001,0.083165703200652,0.147306698780294,0.216982489268768,0.062826304641831,0.0561673063004266,0,0.705756782049797,1.22650852980868,0.563743877483891,0.217851096811131,1.22156778853841,0.318230060075918,1.01364091066939,0.133195242994317,0.631244003933067,0.442014565559888,0.470302578945822,1.23204671335011,0.0453590907041135,0.251325232327958,0.188527526774402,0.0518732163355601,0.153805336079035,0.128372595270245,0.274768565799866,0.114953313028998
"22","LOC107984841",1.57628025762136,1.12035194036522,2.40299497537925,0.438079891944708,1.16221003631431,1.99855658313033,1.5528688710113,2.30041662783687,1.62573806190865,2.2317395935957,0.710172748279662,1.27679440478926,1.79285535236249,2.34851571723545,1.94373382963453,0.944333734021108,1.71808758396052,1.3533232911629,2.9086207917474,3.30348852718342,2.61235249875266,0.702214251010441,3.26423615104355,1.4032677223393,4.23189316164533,2.35839626195665,3.00252250976871,1.70310069960416,1.12763327972587,4.16591193893569,1.12366619645382,3.28983446517751,1.38404980679516,1.71413559385633,1.27976842159359,1.5165194976611,2.64524051264527,1.10299399332333
"23","LOC107984847",4.36106648879432,0.880097749721974,4.62410089462811,2.4032677223393,2.45048545986112,3.46074256378964,3.06763871687536,2.67310409759017,5.06307144984268,2.60833615034766,2.633198686374,3.1133671207598,3.18650055764449,3.10047312069017,3.46074256378964,1.97856174947575,2.5165194976611,2.8939446080163,4.57833494868161,4.72301239639237,4.31903981556254,3.36974564290873,5.21800615028443,3.73552217729654,5.45746296464855,1.54448538623609,4.96023367169445,4.4757334309664,3.97361127551947,6.21548446419279,3.15055967657538,4.18745105402733,2.77420723002214,2.50512874161279,1.89762767427955,3.92694824794977,5.03077747199254,2.21847121074326
"24","LOC107984849",2.56437816856506,0.313361959392219,3.70929063572336,1.56315813040281,0.933572638261024,1.99022879342601,0.661111097901239,1.26963165094044,2.3050950106667,1.60312186984,1.13881446890228,1.99783433278189,1.89413868819967,2.22989550083389,1.99022879342601,1.01364091066939,1.64200835725712,1.44042072075677,3.41006969175638,1.47456583453847,2.11002909279937,1.41088377719558,4.24868662687383,1.81188199621867,4.31686980506433,1.50842865253186,4.90640961709402,2.57845572177957,2.91341603328531,5.56468301696364,1.56071495447448,2.05935527761642,1.04614178164472,1.26122990898705,0.894216312963128,2.25912180605768,2.88830489520849,1.63691458035588
"25","LOC100288069",2.61612240464668,0.200002066021868,1.96236393150695,1.42061713897869,1.41845983758099,2.1833277060448,2.18966644665005,2.83005245627156,2.00683657739666,2.24671210053186,1.6544355408454,2.57990421089813,1.72770267283724,2.50868217947054,2.1833277060448,1.16928366111573,1.27679440478926,1.36513259345253,3.34184346259505,3.89627184880738,3.28362550060704,2.2147465226824,3.25444287259858,1.83349733685984,3.29821840245213,1.03913839390696,2.99530360533524,2.4512770620982,1.92675853198647,4.39848719001897,1.76128527336162,2.5489297694764,2.41953889151378,3.2821432287815,1.78868571061353,3.2637856138908,2.80302033179371,1.87617311443746
"26","LINC01409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034539721783282,0.0258509318148996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","FAM87B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538342410203076,0,0,0,0,0,0
"28","LINC00115",1.68077442549246,0.648465443027314,2.8365301213294,1.54201035553661,1.11169907219742,2.16221003631431,2.07484791590017,1.32192809488736,1.62993940943954,1.84799690655495,1.44625622988956,1.71061360238268,1.34482849699744,1.70796645477598,2.16221003631431,1.3311319222172,1.38404980679516,1.82822536035888,2.46362245685189,2.07519031415522,2.30713704220492,2.52631925781714,2.4122395662634,1.72813820341893,2.8149605130157,1.17312743348066,2.84076533732387,2.6999957436674,2.74329952788826,3.2312787913429,2.44810804371056,2.78513201531599,1.30567874324229,1.59407075685154,1.18776774704602,2.11136523092765,2.47793631599449,1.88401173758352
"29","LINC01128",0.817132043669134,0.0825254770848792,1.32077347694587,0.413702388782177,0.335940528503476,0.960956460173687,0.358508792282431,0.41565051441473,1.66993383566896,0.410992287220895,0.559540758771391,0.675002916193927,0.469365053704843,0.652784754908756,0.960956460173687,0.609093023624062,0.598841578133285,0.209141397838592,1.16156525639703,0.844385653002571,0.967611310458688,1.16671544496642,1.27917410848905,0.806365306122455,1.4662355621504,0.566766454622181,1.26723614181241,0.582748670621304,1.03562390973072,1.5053828490623,0.670296504107494,1.01792190799726,0.554146766746513,0.139731422243744,0.288417627311717,0.873970646251952,1.03843618165611,0.221938931628624
"30","LOC107984850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","FAM41C",0.123851569863516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128253802249332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","LOC284600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273805609112478,0,0,0,0,0,0
"33","LINC02593",0,0,0.257372755606801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790469487857241,0,0,0.114593573590172,0,0.10715219863491,0,0,0.170822399195175,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","LOC107985728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","SAMD11",0.82984955984469,0.0746972349202518,2.90689059560852,0.470302578945822,0,1.26963165094044,0.398678715765025,1.05797006863733,0.404685175919036,0.532366835567957,1.82130203988953,1.9297909977186,0.882056070968626,1.4125105712498,1.26963165094044,0.739329676015583,1.23878685958712,0,0.776777790428054,1.65168318063211,0.557973676427615,0.627513456787769,1.30041662783687,0.831147604168563,2.32135090142462,1.387362540836,0.770194754951317,0.521754318988007,0.19295161806985,0.393086655023531,0.89071905713144,0.604356038015255,0.0817622833632886,0.350836664810882,0.358508792282431,0.332507445958037,1.98367769469807,0.873104470124098
"36","NOC2L",3.14990966753492,1.09356017616234,3.47767732756531,1.87223777364246,2.97066962537909,3.75808993420181,3.75702324650746,3.21054472195551,3.74523733212975,4.19534759832222,2.16317666619361,1.81516551408758,2.19755090741987,2.94616939095989,3.75808993420181,3.26138036996032,1.56997709332457,2.84418476251406,2.99294966248085,2.88986288136518,2.54868321815718,3.41196851036013,5.31759350462347,3.49697358099828,6.74819284958946,4.00270252037982,5.77741971551583,3.13389227019756,2.89472077214579,7.3389591754152,2.8751902851598,3.31150311546827,3.55581615506164,2.18459768415576,2.86354205117958,3.06281249240502,3.37629038333705,2.22804904788446
"37","KLHL17",0.725348533004212,0.114939990945578,0.578890421237756,0.137896932389619,0.47383885289503,0.746226761176938,0.581785075180132,0.825215762305661,0.116644218514702,0.660289751428221,0,0.286053134377475,0.158466295124796,0.736301801763437,0.746226761176938,0.399663303888018,0.390227436840691,0,0.940805718166744,1.95865710767711,1.07382023329167,0.802482761082775,1.67084033588156,0.55080218380917,2.17759892932773,0.733007184252677,1.65397717863634,0.853915827815345,0.223422549934937,2.60478300420992,0.662843517498063,0.97812239457207,0.541019153133559,0.466653220122747,0.526269172065228,0.789186704382044,0.592732094867074,0.689656993994882
"38","PLEKHN1",0.297602298652008,0.226015216402988,0.763666520138074,0.149779630575903,0.172743516760187,0.92645493454408,1.86473092231475,0.823504815000307,0.922730671642787,1.09761079662642,0.505992524395039,0.377401430785794,0.130891343393457,0.917546326224484,0.92645493454408,0.250961573533219,0.326652391004403,0,1.78868571061353,1.42169458118029,1.35275852504064,0.65974192721777,2.87499363893297,1.05866283937856,1.27381424458704,0.524665509217443,2.79618241072,0.731704603394735,0.400319322864485,3.46988597627446,0.0483478018411271,0.81286783649908,1.05658352836637,0.108517766003044,1.11835972595306,0.843421123439057,0.468635445967137,0.305678743242287
"39","PERM1",0.551196066834179,0.0268567039265387,0.0575403836544731,0.0430504759274602,0,0.206018004020896,0,0.120962335340259,0.106133876065813,0.0739847117110435,0.158854029516618,0.261590988964125,0.0497283380028043,0.764600935659289,0.206018004020896,0.395830569732697,0.219338922698467,0,0.52486606458593,0.46341320381782,0.692962752772919,0.254231207375223,0.18269229751619,0.175939705406043,0.394184847236785,0.080193743549013,0.0702656630164655,0.157819839478863,0,0.235359447390946,0,0,0.0583164955908229,0.0308869167154434,0.180147861158429,0,0.0987698801740641,0.0463932707236558
"40","HES4",2.49031340030211,0.801655337889133,2.87950973461667,1.27857955045842,1.17696099208944,2.86512699508069,2.75808993420181,2.25912180605768,3.44850455190074,3.20523609784985,1.89413868819967,1.80529245560071,1.51045562166176,3.14339341869319,2.86512699508069,2.91418179500227,1.95307895261251,0.459431618637297,2.83875011833314,2.34624777408278,2.62667275260599,1.77357442277131,2.92751724619848,2.43135552157352,2.70531444108638,3.01845614056804,3.5957423394744,1.56462205243698,0.893439877316117,4.82171021503467,0.713519865694914,2.21940088215824,2.50080205305716,1.52306006179525,1.78324709737812,1.25156762060825,2.4157586665225,2.40789654874953
"41","ISG15",5.86740230572754,6.72655877910497,7.88752527074159,5.83819543925919,9.88996019965864,7.21140163741847,8.58233018791316,7.50143914515887,5.66732447027863,10.4481163054095,5.39025495632187,5.99954908734095,6.10580377191708,10.1446582428319,7.21140163741847,9.58402294025754,5.64385618977472,10.1176431013891,6.38007138739965,5.49089097889429,10.1331422124006,5.89068987768527,5.7915536333886,8.44418666269936,6.30669970727279,6.50303064564116,9.79311555527435,10.6882503091332,7.21042783040149,8.61544572530479,6.12928301694497,8.80864246791806,7.13955135239879,9.05338290258571,7.6387978999517,6.74281466986289,6.52481592835751,8.43754402631547
"42","AGRN",1.20037879798403,0.443076151362673,1.66539277104189,0.671655699360077,0.267595721851879,2.10835717809042,1.49722912878761,1.3039268364807,1.63459326844576,1.70929063572336,0.57201651312894,0.542802827427389,0.475084882948783,0.451435330437004,2.10835717809042,0.961845549175257,0.719928147732452,0.405774577949876,1.54695617814141,1.48129894154757,1.7211538870083,0.598651047884608,3.02609181434133,1.88596475675397,3.32409051603798,1.48800077083407,4.39985467357243,1.02005765234125,0.724999444613207,4.60703434594862,0.0476640171140971,1.40381306161659,1.25942315228141,0.877587213370977,1.09693648250296,1.00791308164326,1.08338358771008,0.788100997912005
"43","LOC100288175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","LOC112267874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","LOC105378948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619282340826299,0
"46","RNF223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","C1ORF159",2.0727918181067,0.355467388376099,2.64662350847658,1.63969523339958,1.36289064266586,2.35247605905033,2.38322043336566,2.24397367191931,2.78659636189081,2.0727918181067,1.31498648546852,0.838185352210878,1.23572705983806,1.92067441104162,2.35247605905033,1.24427819857814,0.983020945723978,1.06073915785768,2.85359650620251,2.8972404255748,2.51020240620857,2.19566256285592,3.31658022356178,2.50436615061227,3.94485844580754,2.31990690666801,3.57288966842058,1.47248777146274,1.03773362744651,4.05918219921169,1.74717253703546,2.29895151646805,2.48491148691083,1.51853513898218,1.73248629302994,2.36232961017157,2.16221003631431,1.01435529297707
"48","LINC01342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371503105204436,0,0.15665548884686,0,0,0,0.302991615612752,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","MIR200B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","MIR200A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","MIR429",0,0.862828257956036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","TTLL10-AS1",0,0,0,0,0,0,0,0,0,0.0642620557363999,0,0,0,0,0,0.0324817490262043,0,0,0,0,0,0,0,0,0,0.0352579113966469,0,0,0,0.0542928195660409,0,0,0.0506201032850336,0,0,0,0,0
"53","TTLL10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315928121981622,0.0282013595245063,0,0,0,0,0,0,0,0,0,0,0,0,0.0528053831438517,0,0,0.0492264776891891,0,0,0,0,0
"54","TNFRSF18",0.75240607121538,0.38316512484753,0.969307080984346,0.618050670053344,0.332622013759637,0.970780045572852,1.08814159686902,0.744591686542384,0.74321334281455,0.827168649292031,1.36457243229586,1.11769504266975,0.550309678755096,1.5670586262992,0.970780045572852,0.918538892511237,0.142217361803823,1.11902410314227,2.00072116724365,1.57337452644594,1.77357442277131,1.82863158168802,1.7583031771319,1.1940870521163,1.82497146545623,2.36820959809927,2.0036022366802,0.887603252149724,0.605304680238342,3.75595576955096,1.22218630732211,1.1196881745192,1.67129337248158,0.29018845733752,0.13466781023885,1.94822704387917,0.448795255329051,0.700528496642759
"55","TNFRSF4",0.584866317845632,0.602361856630855,1.08542465625268,0.472799671807897,0.700173349852637,1.74114335495532,1.95680011805158,1.03913839390696,1.44837239461205,1.35275852504064,0.588996402005646,0.217975140922887,0.870976194032404,0.524063675777211,1.74114335495532,1.61917821605907,0.299947954060028,1.88009774972197,1.04194382997017,0.831877241191673,0.437440824363543,0.528871328238121,0.615133757514428,1.90496571868403,0.141563582375003,0.947703556053077,2.06832686143451,1.89956236015469,0.534659280413878,1.81966818349646,1.75702324650746,1.98550043030488,2.55434326566276,1.20163386116965,0.607768234696361,3.18396283484259,1.10500752476097,0.902189376272068
"56","SDF4",5.75942218569633,4.74899785009815,6.58571370877816,4.85449441815488,4.52606881166759,5.02059109477325,5.88630626345243,4.89917563048051,5.90496571868403,5.48800077083407,4.97039353791468,5.4178525148859,5.49633451341711,5.49601487343776,5.02059109477325,5.1906148602095,4.8801957289431,5.43362716708478,5.50175758573866,5.86443379636562,5.19888699095693,5.95070169008901,6.77741971551583,4.64789009105921,5.79363582035063,5.51916444980607,7.04984854945056,5.84849775538515,5.71342088486808,6.92718535782637,5.6979405826171,5.37295209791183,5.674686619928,5.74362267606765,4.25776496857139,6.11540785541406,6.13668357769724,4.95326523901484
"57","B3GALT6",3.30538690647769,1.58976348698498,3.82374936030827,2.48722906980423,2.86155841957203,3.61235249875266,3.68929916053589,3.1926676198763,4.29204549249286,3.11486671728773,3.64270157183323,3.25368678273227,2.84659360410481,3.63459326844576,3.61235249875266,2.45285896471381,2.45285896471381,3.51601514700366,3.37267355846876,2.35839626195665,3.39259219566615,4.19692173382033,4.92599941855622,4,4.61765111942733,2.83814500331236,5.16188768237689,4.17232749165762,4.19219416528334,5.72819263549805,3.70265754339091,3.65191274464578,3.37975956944794,2.53505759489484,2.81598522720104,3.52857131887076,3.54596836910529,3.41778501880219
"58","C1QTNF12",0.862193478475599,0.0729975597999501,1.23143240844797,0.115912179887374,0.256648389880677,0.14535138557262,0.169155358830894,0.681494243414785,0.507515586479229,0,0.0898642018224175,0.126285694996435,0.255440304865444,0.121320490409968,0.14535138557262,0.101179409146154,0.404903122145131,0,0.165043649483044,0.56120392076992,0.191436314605321,0.122606462651041,2.27857955045842,0.123692679827831,0.785006430708347,0.395830569732697,0.633477710655096,0,0,1.23020301336642,0.273336847150222,0.0792518004335425,0.296075574952888,1.01149563883783,0.451329820140333,0,0.47653722581771,0
"59","UBE2J2",3.44731470025318,1.87302570104647,3.88752527074159,2.67874800996336,2.80591150518794,4.06781078378962,3.38653507018475,3.43362716708478,3.38970446693585,3.86294724802092,2.59072177000984,2.59765035104811,2.49031340030211,3.41481206056585,4.06781078378962,3.26888348153048,2.74222184423398,3.25957380179243,3.2621324395394,3.26047736865342,2.94934816428856,4.49505552836802,4.13586316536868,3.91169158187234,4.64673869830785,4.21567859660793,5.2137360959228,3.70487196445635,3.70818723602071,5.62673115067279,3.29469426014185,3.89141918684608,3.86888427302877,2.59239723519794,2.74027998267288,3.61470984411521,3.5033487351675,2.74265301430321
"60","LINC01786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103665482765696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985543072207295
"61","SCNN1D",0.201884742839857,0.0317480628642788,0.1947174628936,0.0508290310610795,0,0.347779026702262,0.214000429729606,0.0728055351324443,0.346077534535597,0.169411951991355,0,0.210139457401668,0,0.460480470040011,0.347779026702262,0.0442402236795097,0,0,0.744333347381359,1.62246186738273,0.511670437570374,0.296428039234348,0.213876043382942,0.253142152564187,0.45617532497867,0.0479989725768175,0.235359447390946,0.0643310462459839,0,0.451118776394946,0.0630887120192842,0.195599575449904,0,0.0720646290475529,0.0556954427483646,0.38272258035299,0.170950553318368,0.207518076982546
"62","ACAP3",1.67400860861723,0.606442228131608,2.02962956756306,1.08610437124329,0.774671112326884,2.31469652565629,1.51853513898218,1.6144742828377,1.52205574916096,1.60217179075338,0.916858764699754,1.44095219802964,1.2606279081267,2.07176266930009,2.31469652565629,1.73248629302994,1.63691458035588,1.41413553298445,2.62713987096555,3.06333036080695,2.16124275834251,1.43189034828618,2.71545412711572,1.92295896423617,3.07895134139482,1.10634831950515,2.44916515681218,1.50994914630431,1.49620666592348,3.48155728070859,1.34709867062227,1.70088355602827,1.54151483946068,1.45101324294397,1.21598915414672,1.87892147974985,1.85877674530819,1.69019357782485
"63","MIR6726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","SNORD167",0,0,0,0,0,0,0,0,0,0,1.00144197417391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
