"","gene_id","NEO11 _Patient_11_T1_B_Rep1","NEO11 _Patient_11_T4_S_Rep1","NEO15 _Patient_15_T1_B_Rep1","NEO15 _Patient_15_T4_S_Rep1","NEO16 _Patient_16_T1_B_Rep1","NEO16 _Patient_16_T4_S_Rep1","NEO18 _Patient_18_T1_B_Rep1","NEO18 _Patient_18_T4_S_Rep1","NEO19 _Patient_19_T1_B_Rep1","NEO19 _Patient_19_T4_S_Rep1","NEO21 _Patient_21_T1_B_Rep1","NEO21 _Patient_21_T4_S_Rep1","NEO22 _Patient_22_T1_B_Rep1","NEO22 _Patient_22_T4_S_Rep1","NEO27 _Patient_27_T1_B_Rep1","NEO27 _Patient_27_T4_S_Rep1","NEO3 _Patient_3_T1_B_Rep1","NEO3 _Patient_3_T4_S_Rep1","NEO33 _Patient_33_T1_B_Rep1","NEO33 _Patient_33_T4_S_Rep1","NEO34 _Patient_34_T1_B_Rep1","NEO34 _Patient_34_T4_S_Rep1","NEO42 _Patient_42_T1_B_Rep1","NEO42 _Patient_42_T4_S_Rep1","NEO43 _Patient_43_T1_B_Rep1","NEO43 _Patient_43_T4_S_Rep1","NEO45 _Patient_45_T1_B_Rep1","NEO45 _Patient_45_T4_S_Rep1","NEO46 _Patient_46_T1_B_Rep1","NEO46 _Patient_46_T4_S_Rep1","NEO47 _Patient_47_T1_B_Rep1","NEO47 _Patient_47_T4_S_Rep1","NEO49 _Patient_49_T1_B_Rep1","NEO49 _Patient_49_T4_S_Rep1","NEO51 _Patient_51_T1_B_Rep1","NEO51 _Patient_51_T4_S_Rep1","NEO8 _Patient_8_T1_B_Rep1","NEO8 _Patient_8_T4_S_Rep1"
"4090","RAB10",37.88,33.64,34.24,32.74,50.2,68.43,42.35,30.11,62.85,61.35,75.72,45.49,41.42,53.49,68.43,55.7,46.39,53.67,40.94,20.94,34.2,67.18,66.12,53.77,51.25,83.74,64.34,60.31,62.3,72.2,51.85,49.79,31.28,35.39,52.26,34.78,45.11,37.94
"4091","LOC105374333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4092","GAREM2",0.08584,0.04767,0.1651,0.06147,0.03576,0.03894,0.02284,0.03327,0.07745,0.5872,0,0,0.01779,0,0.03894,0,0.0119,0,0.06677,0.1398,0.0391,0.01629,0.6848,2.993,0.5845,0.029,0.1013,0.5276,0,0.1124,0,0.1245,0.6696,1.021,0.0506,0.4464,0.07189,0
"4093","HADHA",93.95,20.98,97.76,50.08,73.85,96.59,61.67,45.25,114.6,57.85,59.95,62.79,81.12,38.13,96.59,61.2,46.95,106.1,52.36,29.57,33.89,76.93,51.24,81.03,95.91,44.9,67.86,119.5,133.2,55.67,74.12,75.72,44.89,45.68,63.39,53.82,98.7,50.26
"4094","HADHB",118.2,25.95,97.48,94.5,101.2,153.8,84.43,54.68,130.3,84.06,130.4,102.7,140.5,85.39,153.8,109.7,109.5,160.3,81.49,75.86,67.38,149.1,84.77,100.8,114,88.1,103.5,205.1,174.3,89.64,85.25,109.1,72.81,79.05,115,75.88,117.7,89.78
"4095","LOC105374334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02226,0,0
"4096","ADGRF3",0.02168,0,0.08342,0,0,0.01967,0,0,0.03913,0.05394,0.01193,0.08489,0,0,0.01967,0.04045,0,0,0.04498,0.2118,0.01317,0,0,0.01661,0.08053,0,0.02558,0.01974,0,0.04541,0.01935,0.04192,0,0.02218,0,0.03759,0,0
"4097","SELENOI",3.943,3.925,3.902,4.277,6.776,3.836,4.278,2.969,6.158,12.1,6.874,4.023,2.452,6.151,3.836,7.923,4.417,7.617,3.559,1.636,2.89,14.25,4.901,6.334,6.407,15.08,4.697,16.56,2.994,16.92,1.946,4.206,6.618,4.848,7.883,3.418,3.303,4.086
"4098","DRC1",0.1229,0.1092,0,0,0,0.05574,0,0.03176,0,0,0.1014,0.04811,0,0.09228,0.05574,0.07641,0,0,0.03186,0,0.03731,0,0,0,0.07606,0,0,0,0,0,0,0.0297,0,0,0,0,0,0
"4099","OTOF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01544,0.02495,0,0,0,0,0,0,0,0,0,0,0,0,0
"4100","CIMIP2C",0,0.01553,0.03362,0.02503,0.2038,0.1268,0.03721,0,0,0.08695,0.01923,0,0,0,0.1268,0,0.01939,0.1097,0.03625,0,0.04245,0.2389,0.07436,0.02678,0.04327,0,0,0.03183,0,0.03661,0,0.08447,0.2045,0,0,0,0.05855,0
"4101","CIB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05517,0.01823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02763,0,0,0
"4102","KCNK3",0.3661,0.02169,0.2348,0.01748,0.8338,0.7529,0.05196,0.1135,0.2202,0.6679,0.04029,0.09557,0.04048,0,0.7529,0.01518,0.06769,1.188,0.1139,0.1192,0.02965,0.0556,0.2337,0.318,0,0.3298,0.6911,0.06668,0.4088,0.5624,0.02179,0.4129,0.1428,0,0.518,0.1269,0.1227,0.07543
"4103","SLC35F6",8.543,0.9402,10.52,2.47,7.542,17.6,8.176,6.441,9.83,17.21,1.682,1.995,2.859,3.532,17.6,2.51,4.521,4.49,11.75,9.923,8.449,7.41,26.81,9.7,24.11,6.222,25.66,10.38,28.41,22.78,7.766,8.6,9.477,1.203,10.72,12.5,7.681,4.541
"4104","CENPA",0.8555,7.887,1.029,3.216,27.71,3.881,3.073,4.366,0,14.37,0.1765,0.6699,0.6207,0.08031,3.881,9.643,1.483,15.11,1.996,0.5224,0.06494,2.436,4.209,25.07,27.93,14.59,13.12,15,0.7677,28.67,0.2864,3.05,8.759,5.36,6.641,2.966,0.8061,2.231
"4105","DPYSL5",0,0.04767,0.0516,0,0.9162,0,0,0,0,0,0,0,0,0,0,0.01668,0,0.0842,0,0,0,0.0611,0.02853,0.04111,0.8302,0,0,0.04885,0.03209,0,0,0,0,0.04116,0,0,0,0.02072
"4106","MAPRE3",0.9369,0.05947,1.159,0.4313,1.004,1.821,0.9973,0.4497,1.932,0.1665,0.405,0.6813,0.9988,0.5026,1.821,0.1665,0.5197,0.2101,0.7636,0.3814,0.8942,2.185,1.637,0.7179,1.657,0.8139,1.579,1.524,0.8808,0.841,0.6571,0.7117,0.261,0.4792,0.5261,0.232,0.3363,0.517
"4107","MAPRE3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1832,0,0,0,0,0,0,0,0,0,0,0,0
"4108","TMEM214",17.23,0.7017,17.13,4.319,11.44,14.5,14.83,9.747,13.21,18.87,3.186,10.98,8.81,8.052,14.5,3.959,3.69,6.009,20.13,21.94,16.95,12.94,51.01,22.23,40.59,6.144,39.86,27.02,14.72,73.28,10.81,18.95,17.92,5.239,23.29,19.5,20.81,10.8
"4109","AGBL5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4110","TRY-GTA2-1",0,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4111","AGBL5",1.559,0.4192,1.736,0.5875,1.059,1.377,0.9169,1.442,2.739,2.041,0.9478,0.7067,0.4761,0.5545,1.377,0.6887,0.273,1.094,2.553,1.603,1.794,1.62,3.403,2.986,4.621,1.192,2.516,2.764,1.472,2.191,0.8055,1.011,1.28,0.4616,0.9351,1.138,2.542,0.919
"4112","OST4",182.7,259.9,119.8,264.8,125.7,220,177.5,202.8,178.6,162.2,250.1,336.2,291.2,241.9,220,282.9,192.1,179.2,159.1,256,162.4,249,206.5,421.3,162.3,260.6,117.1,217.4,196.2,245.7,187.8,206,258.7,357.8,465.9,294.8,266.6,278.5
"4113","EMILIN1",2.595,1.03,5.634,1.774,0.3275,4.779,1.757,1.28,1.206,1.076,1.709,2.309,2.901,1.535,4.779,1.54,0.894,0.8638,0.632,0.256,0.2387,1.194,11.25,1.416,2.141,0.5843,16.97,4.654,0.9877,5.558,1.228,3.154,1.802,1.206,2.781,4.123,3.424,2.096
"4114","KHK",0.8689,0.1422,1.496,0.7859,3.238,1.286,0.6815,0.5673,0.7427,3.64,0.1761,0.2865,0.6825,0.3434,1.286,1.024,0.7863,2.153,0.6878,0.4468,0.4166,1.597,2.87,1.647,6.85,1.421,1.511,2.915,1.477,3.975,1.633,2.1,1.248,0.8654,1.078,1.07,0.6511,0.8479
"4115","CGREF1",3.569,1.636,9.701,6.086,5.004,11.46,3.438,4.276,7.566,6.625,2.369,2.662,6.013,3.149,11.46,11.03,3.677,2.312,9.785,12.87,7.364,7.4,5.243,8.9,9.82,10.57,3.208,9.338,3.593,1.187,0.4046,4.573,8.176,2.695,15.1,4.42,5.79,4.684
"4116","ABHD1",0.5436,0.0345,2.764,0.3337,0.3235,0.4932,0.3307,0.2007,1.121,0.2898,0.4273,0.4866,0.3864,0.4666,0.4932,0.3381,0.08616,0.1219,1.087,0.4426,0.3302,0.8256,4.379,0.7737,2.308,0.4198,1.832,0.5658,1.301,1.383,0.7626,0.8259,0.833,0.3178,0.3052,1.01,0.7155,0.66
"4117","PREB",32.72,9.36,35.09,22.63,36.38,23.86,32.9,25.67,23.16,55.1,16.81,21.85,22.15,18.86,23.86,24.56,16.02,43.69,31.33,49.01,27.96,29.98,68.49,46.03,67.88,49.35,56.3,57.43,34.97,65.02,32.69,41,28.91,20.02,40.03,29.75,34.01,27.49
"4118","PRR30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4119","TCF23",0.3675,0.0136,0.1178,0.1535,0,0,0.06519,0.07913,0.221,0,0,0.1439,0.2793,0,0,0.1523,0,0,0.3652,0.04986,0.0186,0.1395,0.09772,0.07039,0.1137,0.04138,0,0.1394,0.03664,0,0.05467,0.2812,0.08957,0.01566,0.2166,0.05308,0.3591,0.2129
"4120","SLC5A6",11.69,2.64,9.303,3.032,68.51,27.42,19.06,16.04,20.47,79.48,6.304,4.958,3.478,7.438,27.42,15.17,6.442,15.91,18.63,11.38,16.61,6.075,44.62,28.96,42.51,23.59,37.99,13.72,11.57,118.8,7.316,10.23,16.21,9.357,10.75,8.148,6.864,5.641
"4121","ATRAID",180.1,138,204.2,160.1,139.9,179,167.7,103.8,162.2,145.4,197,198.7,235.7,167.4,179,172.5,213.7,100.3,129,101,127.1,251.6,153.1,176.2,184.4,168.7,174.1,119.2,162.9,176.8,159.1,178.9,146.2,155.4,169.3,140.8,182.2,210.3
"4122","CAD",2.332,0.4594,4.096,0.6534,3.007,3.274,1.187,2.704,1.683,7.263,0.792,1.493,0.8237,0.9593,3.274,0.9331,1.327,3.882,4.343,5.678,3.694,1.971,6.125,3.884,15.66,2.26,8.42,3.785,2.135,13.04,1.882,4.008,3.183,1.742,3.506,2.9,2.598,2.115
"4123","SLC30A3",0,0,0.03971,0,0.0344,0.03746,0,0.04268,0,0,0.02271,0,0,0,0.03746,0.07702,0,0.1296,0.04282,0.03361,0,0,0.7905,0.09491,1.278,0.1395,0,0.07519,0,0.08647,0,0.01996,0.04025,0.1056,0,0.2505,0.06916,0.09569
"4124","DNAJC5G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08913,0,0,0,0,0,0,0,0,0,0,0,0,0
"4125","TRIM54",0,0,0,0,0,0,0,0,0.1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05617,0.2723,0,0,0,0,0,0,0,0,0,0,0,0,0
"4126","UCN",1.539,0.08546,0.185,0.4132,0,0.8725,0.2047,0.1988,0.6942,0.4785,0.1058,0.3013,0.319,0.7223,0.8725,0.4785,0.4268,0,1.796,3.758,2.57,0.1461,0.6138,0.1474,2.619,0.7798,0.6808,0.1752,0.2301,0.2014,0.1717,0.1859,1.313,0.1968,0.3024,0.5002,0.9666,1.04
"4127","MPV17",24.92,2.985,22.61,11.58,18.19,28.51,19.72,15.07,17.26,17.25,11.15,15.23,21.96,15.83,28.51,13.66,6.922,24.66,15.71,14.73,12.72,14.63,25.72,28.28,36.05,10.83,33.72,28.69,33.78,39.17,17.17,20.49,12.76,11.89,18.36,15.9,23.32,13.1
"4128","GTF3C2",9.115,4.668,17.21,4.226,10.66,9.279,8.19,5.286,14.16,17.06,8.143,8.832,4.637,5.894,9.279,5.38,7.541,8.341,11.6,10.87,10.43,12.58,33.99,11.2,19.55,14.82,19.61,17.19,8.318,25.08,8.192,11.98,10.12,8.139,9.788,12.05,11.36,7.496
"4129","GTF3C2-AS1",0.5455,0.08078,0.1749,0.2604,0.303,1.155,0.3871,0.2819,0.3281,0.9047,0.1,0.712,0,0.1366,1.155,0.4523,0.2017,1.142,0.7544,1.48,0.6626,0.8284,1.547,0.418,2.701,1.229,0.429,0.4967,0.2175,0.5713,0.4869,0.2637,0.1773,0.558,0.2859,0.6305,0.3046,0.8429
"4130","GTF3C2-AS2",0.1042,0,0.4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05402,0,0,0,0,0,0.2579,0,0,0.1897,0,0.1091,0,0,0,0,0.08188,0,0,0
"4131","EIF2B4",19.83,4.553,22.69,11.77,19.17,28.7,17.34,11.36,16.23,22.19,15.01,11.89,11.49,15.45,28.7,13.89,11.74,15.16,15.98,17.17,20.28,25.03,36.16,26.67,35.87,16.59,32.27,21.02,16.94,45.71,13.76,20.81,13.73,12.37,20.75,11.31,15.99,13.73
"4132","SNX17",31.01,14.94,31.67,27.21,20.91,44.76,27.68,23.19,26.25,44.6,22.1,16.65,18.38,20.49,44.76,44.87,16.43,17.31,27.33,27.41,24.24,29.66,46.42,46.79,44.59,32.8,50.04,21.3,40.29,51.95,29.58,36.49,35.74,11.09,28.94,38.52,33.43,33.01
"4133","ZNF513",4.244,0.3605,4.203,3.218,3.224,6.965,1.86,3.42,3.83,5.124,2.232,0.7821,2.277,2.531,6.965,2.174,2.043,3.135,6.474,9.197,5.458,3.365,9.959,4.305,5.409,4.091,14.06,6.252,3.809,12.35,2.73,4.013,3.895,2.841,5.838,4.112,3.607,3.52
"4134","PPM1G",26.43,5.595,21.76,13.87,52.17,42.44,30.64,28.72,37.09,126.6,10.7,16.42,18.88,21.51,42.44,26.55,7.945,41.48,22.64,19.49,18.11,28.79,49.68,57.85,95.86,40.07,59.67,99.81,38.66,145.5,29.65,45.29,37.04,20,51.51,40.37,34.43,23.52
"4135","FTH1P3",7.213,2.421,12.8,2.066,7.211,11.49,8.702,5.882,8.967,14.36,4.233,3.389,4.652,4.815,11.34,4.585,3.112,9.811,9.227,9.135,7.204,8.885,15.18,16.7,26.39,16.68,62.03,25.84,36.25,33.24,7.297,10.69,13.28,4.181,10.71,12.5,7.116,3.096
"4136","NRBP1",21.64,13.12,16.62,18.36,17.55,26.16,21.42,17.81,21.99,49.2,16.01,24.89,30.14,20.87,26.16,32.6,10.93,22.76,11.5,10.69,9.858,14.72,34.92,47.18,25.95,13.77,22.93,33.39,11.38,20.41,20.26,28.29,24.13,16.85,27.91,28.14,26.18,19.03
"4137","KRTCAP3",10.31,2.417,4.407,0.8203,23.5,8.703,10.82,7.401,12.66,45.95,4.254,4.149,10.92,11.51,8.703,0.08904,3.097,4.045,11.14,9.325,9.043,15.55,23.91,17.55,9.395,0.387,29.39,26.86,2.227,106.5,0.7669,7.682,24.71,16.62,31.96,11.67,7.675,13.94
"4138","IFT172",2.801,0.1147,4.013,0.6117,1.423,3.352,0.8881,1.201,2.796,1.161,1.432,1.182,0.7247,0.9399,3.352,0.5189,0.9035,1.185,4.069,3.283,3.667,2.655,6.656,2.07,4.009,1.087,4.125,1.52,2.519,4.015,1.507,1.968,1.356,1.006,0.9993,1.119,2.662,0.9208
"4139","FNDC4",5.513,3.301,6.302,2.575,0.2663,4.422,1.701,1.941,11.25,1.391,2.505,3.691,6.028,1.56,4.422,2.683,2.659,1.379,2.652,1.756,1.019,2.73,15.13,8.755,4.352,1.134,6.221,9.895,8.221,6.359,2.353,6.063,5.219,2.084,9.86,3.947,11.71,3.271
"4140","GCKR",0.1368,0,0.06578,0,0,0.06205,0,0.0707,0,0.08507,0.03763,0.1607,0.0567,0.1027,0.06205,0.08506,0.07587,0,0.2483,0,0.08307,0.05193,0.5092,0.05241,2.794,0,0.4034,0.06228,0.3273,0.07162,0,0,0.06668,0.03498,0.215,0.05928,0.1718,0
"4141","SPATA31H1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01261,0,0,0,0
"4142","ZNF512",13.5,3.227,11.75,7.005,10.04,13.41,8.347,6.016,11.99,12.22,7.789,8.985,10.06,9.547,13.41,6.443,6.41,10.82,7.342,6.216,7.47,12.57,14.01,13.66,12.62,6.023,10.13,20.75,12.25,8.515,12.75,14.44,8.974,7.959,9.311,8.193,17.73,9.821
"4143","CCDC121",1.727,0.372,1.46,0.3748,1.046,1.424,0.7242,0.7574,0.9444,1.367,0.835,0.7787,0.6509,0.4716,1.424,0.3905,0.5806,0.2464,0.5157,0.6391,1.462,0.914,0.9464,0.8823,0.6479,0.7425,1.235,3.193,1.628,1.261,0.654,0.8854,0.8675,0.5353,0.7405,0.7712,0.9643,0.7682
"4144","GPN1",26.88,26,13.07,30.02,32.84,20.8,28.86,21.01,24.2,65.93,22.58,24.87,36.63,25.42,20.8,29.57,16.81,24.69,11.56,14.7,10.37,23.1,47.74,38.04,36.37,21.81,30.75,31.72,14.86,45.6,19.64,23.66,28.59,29.01,51.57,23.4,26.4,25.34
"4145","SUPT7L",13.34,1.282,17.11,3.88,8.219,14.53,9.059,5.358,13.98,14.69,7.452,5.903,5.371,4.954,14.53,3.479,4.116,12.89,10.9,8.271,10.55,9.279,20.89,11.31,20.89,8.854,18.55,25.88,17.69,26.28,15.61,13.55,9.906,4.82,9.259,12.99,14.92,5.665
"4146","SLC4A1AP",13.75,9.287,14.56,7.817,15.4,19.62,8.276,8.968,12.92,15.5,10.62,10.6,8.239,9.01,19.62,10.79,11.4,19.31,13.75,17.23,16.35,16.54,11.99,19.49,13.96,19.27,17.55,28.04,14.6,25.72,13.05,18.37,11.2,12.69,15.7,11.74,13.28,10.94
"4147","LINC01460",0,0,0,0,0,0,0,0,0,0.06651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0.02735,0,0,0,0
"4148","LOC105374378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4149","MRPL33",69.67,149,61.33,84.14,108.5,90.53,71.02,43.94,85.24,97.31,132.9,95.25,91.3,60.3,90.53,131.6,115.6,131.6,68.59,44.22,64,144.4,87.61,100.4,97.22,175.5,123.3,191.4,92.89,203.7,70.09,93.89,54.12,72.02,115.3,42.99,62.31,51.32
"4150","RBKS",6.782,3.553,2.646,8.064,4.584,12.42,7.287,4.994,6.928,5.412,5.597,5.512,8.541,6.727,12.42,5.252,9.014,3.615,8.063,7.761,10.96,9.182,5.037,5.491,4.436,5.793,4.529,5.36,5.665,5.495,4.455,4.051,3.244,2.16,4.778,6.655,5.091,8.304
"4151","BABAM2",1.584,0.1408,2.682,0.7261,0.6336,0.9774,1.552,0.8516,1.487,0.6306,0.9763,1.638,1.629,1.285,0.9774,0.3941,0.5976,0.7957,0.8216,0.8771,1.001,0.8661,2.899,1.068,1.098,0.471,1.421,1.154,2.047,3.65,1.018,1.777,0.6179,1.167,1.445,1.538,3.662,1.567
"4152","BABAM2-AS1",0.9218,0.04095,0.266,0.132,0,0.2509,0,0.1906,3.327,0.1147,0,0.07218,0.1529,0,0.2509,0.2293,0.1023,0,0.2868,0.3752,0.2239,0.14,0.4903,0.3532,0.5706,0,1.087,0.08394,0.1103,1.448,0,0.1782,0.08988,0.7072,0.1449,0.3995,2.239,0.2136
"4153","LOC105374369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4154","MIR4263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4155","LOC100505736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06547,0,0,0,0,0,0.05232
"4156","LOC100505716",0.1449,0,0.06971,0.0519,0.06038,0.06575,0,0,0,0,0,0.05675,0,0,0.06575,0,0,0,0.07517,0,0,0,0,0,0,0,0,0,0,0.0759,0.06469,0,0.07067,0.03707,0.05697,0.06282,0.1214,0
"4157","LOC105374381",0,0,0.4923,0,0,0.09286,0,0,0.1847,0,0,0,0,0,0.09286,0,0,0,0,0,0,0,0.1089,0,0,0,0,0,0,0,0.09137,0.04947,0,0.2094,0,0,0,0.07908
"4158","LOC105374382",0,0,0,0,0,0,0,0.01231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01218,0,0,0,0
"4159","LOC105374383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4160","FOSL2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04218,0,0,0
"4161","FOSL2",8.823,1.345,6.461,2.156,2.16,13.39,3.964,4.39,26.35,14.33,1.417,1.363,3.29,1.359,13.39,2.771,2.413,2.049,4.63,5.441,2.452,7.506,29.93,9.135,16.31,4.174,28.39,8.906,3.352,18.77,1.243,5.981,8.043,3.391,11.04,7.678,13.79,3.012
"4162","LOC102723530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4163","PLB1",0.2391,0.03914,0.2179,0.1262,0.0734,0.06851,0.1608,0.03253,0.2498,0.2348,0.1731,0.2858,0.1983,0.02836,0.06851,0.06262,0.09774,0.07901,0.3329,0.2767,0.3669,0.1338,1.017,0.09644,0.3116,0.2891,0.1485,0.4011,0.3012,0.145,0.0337,0.2433,0.07363,0.1545,0.2869,0.1964,0.2635,0.1167
"4164","LOC105374384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4165","LOC100505774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4166","PPP1CB-DT",0,0,0,0,0,0,0.02287,0,0,0,0,0,0,0,0,0,0,0,0,0.1224,0.01305,0,0.02286,0,0,0,0,0,0.02571,0,0,0,0,0.01099,0,0.01862,0.018,0
"4167","PPP1CB",154.8,86.75,72.85,95.26,96.04,129.6,137.6,69.71,200.7,199,78.04,85.91,140.4,73.73,129.6,142.2,53.67,111.4,89.51,81.27,62.06,157.7,212.6,298.9,102.7,118.6,128.2,169.9,163.2,208.2,106.9,165.9,151,105.1,288.5,97.75,141.6,88.87
"4168","SPDYA",0.1418,0,0,0,0,0,0,0.03664,0,0,0,0,0,0,0,0,0.03932,0,0.03677,0,0,0,0.1508,0,0,0,0,0.1291,0,0,0,0.03427,0,0.03626,0,0,0,0
"4169","TRMT61B",6.932,4.106,10.1,4.864,8.575,6.352,4.397,4.343,4.549,4.093,6.972,5.374,7.199,4.049,6.352,3.788,5.01,3.956,4.212,4.902,6.761,8.613,4.841,3.541,11.1,8.988,5.039,6.759,2.764,8.873,3.063,6.058,4.642,4.763,3.798,3.581,6.04,4.057
"4170","WDR43",16.05,14.15,12.42,12.87,27.54,20.02,12.86,16.25,57.3,36.02,14.47,14.48,18.95,12.45,20.02,24.11,11.81,22.11,12.92,11.5,12.98,17.95,15.36,39.37,37.53,24.93,14.87,32.01,15.92,29.23,17.17,25.55,15.91,21.37,33.36,16.11,23.56,14.99
"4171","SNORD92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327
"4172","SNORD53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4173","SNORD53B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003,0,0,0,0
"4174","TOGARAM2",0,0,0.009287,0,0,0.01752,0,0.00499,0,0,0,0,0,0.007251,0.01752,0.006004,0.01071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01518,0,0,0
"4175","PCARE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01272,0,0,0.01605,0.05185,0,0.0247,0,0,0.02193,0,0,0.1021,0,0,0.0726,0,0
"4176","LOC105374386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4177","CLIP4",9.806,7.074,7,3.39,1.36,2.654,5.133,1.603,11.14,2.853,4.376,5.445,9.666,2.517,2.654,2.907,4.183,4.176,3.782,1.472,1.393,1.786,20.5,5.317,3.585,2.036,11.29,7.028,6.983,8.745,7.165,5.074,6.895,4.015,7.8,5.773,7.856,4.339
"4178","ALK",0.03333,0,0,0,0,0,0,0,0,0.02073,0.00917,0,0,0,0,0,0,0,0.01729,0.02714,0,0.01266,0,0.02554,0.1238,0,0,0.1973,0,0,0,0.01611,0,0.008525,0.0524,0,0.04188,0.01288
"4179","LOC101929386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4180","LOC105374389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4181","LOC101929418",0.04354,0,0,0,0,0,0,0,0,0,0,0,0,0.01635,0,0,0,0,0,0.01772,0,0.03306,0.04631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01682
"4182","YPEL5",161.7,38.12,142.1,93.34,50.1,83.15,111.1,44.78,240.5,87.65,151.2,114.2,149.7,109.1,83.15,90.08,61.04,116.4,60.73,34.13,43.91,111.1,158.3,119,47.64,63.69,108.8,178.7,288,109.4,136.7,117.9,79.67,74.56,119.4,110.7,141.1,94.54
"4183","LOC105374414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4184","SNORA10B",561.1,1668,1265,1210,705,905.4,353.7,2345,556.1,406.2,1425,1205,799.8,1686,905.4,426.2,2279,664.1,929.6,3456,3004,564,321.7,315.4,661.9,1681,297.1,204.2,342.5,519,721.5,1169,1012,1953,1859,892,818.6,1252
"4185","LBH",11.46,1.473,14.17,4.088,3.95,8.144,7.252,3.141,8.307,10.59,2.102,4.794,6.985,4.598,8.144,7.071,1.813,4.552,4.536,4.834,2.6,3.041,21.84,14.25,3.02,2.861,24,6.707,4.902,49.8,13.64,9.523,9.74,7.228,9.046,12.37,10.64,4.765
