gene_id,H_value,p_value,stat_test_adj_p,cluster1_mean,cluster1_sd,cluster1_sem,cluster2_mean,cluster2_sd,cluster2_sem,cluster1_penetrance,cluster2_penetrance,limma_test,cluster1_cluster2_differential,cluster2_cluster1_differential,cluster1_cluster2_sd,cluster2_cluster1_sd
FCRL4,50,0.829251983531678,1,0.00286618467644655,0.103947833717995,0.0346492779059983,0.014125284137665,0.119547596471725,0.0378042693649359,0.444444444444444,0.3,limma_2grp(mod_t),-0.0112590994612185,0.0112590994612185,0.158419632485467,0.158419632485467
FCRL5,45,0.76254434258893,1,0.25378258095926,1.66774104551778,0.555913681839262,0.0369753458861311,1.42687448008447,0.45121732922355,0.555555555555556,0.7,limma_2grp(mod_t),0.216807235073129,-0.216807235073129,2.19484190246611,2.19484190246611
FCRL6,34,0.19327903283989,0.610919473468062,-0.885449888116706,1.50231407465805,0.50077135821935,0.00554649742312465,1.38118050065348,0.436767624187668,0.222222222222222,0.4,limma_2grp(mod_t),-0.890996385539831,0.890996385539831,2.04073691452403,2.04073691452403
FCRLA,40,0.806289872595834,1,-0.0577047618015474,0.801218684027725,0.267072894675908,-0.158993145757291,0.96157413252411,0.304076439787678,0.333333333333333,0.4,limma_2grp(mod_t),0.101288383955744,-0.101288383955744,1.25162941479282,1.25162941479282
FCRLB,12,0.0109117035697235,0.0913154649188341,-0.581559076089037,0.675932524377945,0.225310841459315,0.162306549411416,0.456196262327899,0.144261924901183,0.111111111111111,0.6,limma_2grp(mod_t),-0.743865625500453,0.743865625500453,0.815475203347034,0.815475203347034
FCSK,11,0.00393976366542262,0.0463825242699117,-0.831671801139501,0.814113001127289,0.271371000375763,0.210491244828244,0.545292484383132,0.172436624162249,0.111111111111111,0.5,limma_2grp(mod_t),-1.04216304596775,1.04216304596775,0.97985910830548,0.97985910830548
FDCSP,72,0.0429638800948726,0.232701015374184,1.38751178167147,2.25259323423929,0.750864411413096,-1.08934076865481,2.66383818407675,0.842379597980941,0.666666666666667,0.3,limma_2grp(mod_t),2.47685255032628,-2.47685255032628,3.48858282829661,3.48858282829661
FDFT1,34,0.195070224051733,0.61407770831449,-0.755408340454545,0.922291901983937,0.307430633994646,-0.136567603311481,1.07141426380742,0.338810939122394,0.111111111111111,0.3,limma_2grp(mod_t),-0.618840737143064,0.618840737143064,1.41370112723841,1.41370112723841
FDPS,31,0.361229283440025,0.774077007891041,-0.0151208968497317,0.610336652076125,0.203445550692042,0.378797020150406,1.12375246826185,0.355361732594353,0.555555555555556,0.7,limma_2grp(mod_t),-0.393917917000138,0.393917917000138,1.27880039051921,1.27880039051921
FDPSP2,27,0.101982476676152,0.416084213098493,-0.0791373052704325,0.216806498933082,0.0722688329776939,0.0826998717894412,0.193721676529929,0.0612601729980958,0.333333333333333,0.7,limma_2grp(mod_t),-0.161837177059874,0.161837177059874,0.290745844230295,0.290745844230295
FDX1,36,0.475198148375344,0.930105697975866,-0.501046928665706,0.53557583229032,0.178525277430107,-0.321079218333933,0.542490321495972,0.171550502452427,0.222222222222222,0.2,limma_2grp(mod_t),-0.179967710331773,0.179967710331773,0.762323567161787,0.762323567161787
FDX2,29,0.122972991303185,0.469980546243965,-0.344827712642302,0.720186768975745,0.240062256325248,0.116546535640664,0.519711876611593,0.164347325713303,0.333333333333333,0.8,limma_2grp(mod_t),-0.461374248282966,0.461374248282966,0.888126914860071,0.888126914860071
FDXACB1,30,0.1232355388368,0.470705623568512,-0.244731627978655,0.778680865106875,0.259560288368958,0.277645019032833,0.632217833478081,0.199924833116779,0.444444444444444,0.6,limma_2grp(mod_t),-0.522376647011488,0.522376647011488,1.00301708791591,1.00301708791591
FDXR,2,0.00027340115081675,0.00946651484702997,-1.05180001906072,0.534412400157715,0.178137466719238,0.388354903817434,0.805742381578775,0.254798113311743,0,0.6,limma_2grp(mod_t),-1.44015492287815,1.44015492287815,0.966859554906795,0.966859554906795
FECH,7,0.000891076683271452,0.0184791196669877,-0.633380882396272,0.638554344458237,0.212851448152746,0.311612394762819,0.373484668041775,0.118106222216391,0.222222222222222,0.7,limma_2grp(mod_t),-0.944993277159091,0.944993277159091,0.739758371421888,0.739758371421888
FEM1A,12,0.00768109647603337,0.0722992527525665,-0.423898998080142,0.328321440023695,0.109440480007898,0.174471355905905,0.509347397670555,0.16106978969185,0.111111111111111,0.5,limma_2grp(mod_t),-0.598370353986047,0.598370353986047,0.605994834543166,0.605994834543166
FEM1B,16,0.0105005923267116,0.0892079419946193,-0.834097948259401,0.443125881751969,0.147708627250656,-0.0215157245375562,0.741082469956512,0.234350853908588,0,0.5,limma_2grp(mod_t),-0.812582223721845,0.812582223721845,0.863460349034803,0.863460349034803
FEM1C,18,0.0196923064213556,0.135498162352763,-0.490976880253893,0.624307994726313,0.208102664908771,0.276865315918136,0.677689989730233,0.214304391504365,0.333333333333333,0.7,limma_2grp(mod_t),-0.767842196172029,0.767842196172029,0.92142508890292,0.92142508890292
FEN1,39,0.414396545266373,0.85008934113706,0.0136818011450124,1.3323754686206,0.444125156206867,0.573988234780743,1.57414774780643,0.497789225669264,0.555555555555556,0.7,limma_2grp(mod_t),-0.560306433635731,0.560306433635731,2.06232042158972,2.06232042158972
FENDRR,45,0.558372309590475,1,-0.00977594450029461,0.133931500930733,0.0446438336435775,0.0326539623175627,0.172422097713984,0.0545246547720301,0.111111111111111,0.1,limma_2grp(mod_t),-0.0424299068178573,0.0424299068178573,0.218327796493368,0.218327796493368
FER,32,0.316844988473747,0.764460721255485,-0.328296015733725,0.525989504298452,0.175329834766151,-0.0150030442642307,0.767269452406888,0.242631904867593,0.111111111111111,0.3,limma_2grp(mod_t),-0.313292971469494,0.313292971469494,0.930251240917687,0.930251240917687
FER1L4,18,0.00919922171317633,0.0816725773894181,-0.362020981659507,0.453783652496184,0.151261217498728,0.0962249873084179,0.193578449018038,0.0612148804819786,0.222222222222222,0.7,limma_2grp(mod_t),-0.458245968967925,0.458245968967925,0.493347969689758,0.493347969689758
FER1L5,18,0.0291154801201861,0.178091217517479,-0.0366482475641888,0.0433869926110692,0.0144623308703564,0.0018661372770417,0.0263123169849169,0.00832068521886718,0.111111111111111,0.4,limma_2grp(mod_t),-0.0385143848412305,0.0385143848412305,0.0507421831708857,0.0507421831708857
FER1L6,25.5,0.191191033739615,0.607189279209096,-0.0377646910382039,0.0828002560648065,0.0276000853549355,0.0651861359071293,0.213647426583999,0.0675612484239042,0.222222222222222,0.5,limma_2grp(mod_t),-0.102950826945333,0.102950826945333,0.229131196676408,0.229131196676408
FER1L6-AS1,49.5,0.354936260321631,0.764460721255485,0,0,0,-0.0111338520288512,0.0352083315424565,0.0111338520288512,0,0,limma_2grp(mod_t),0.0111338520288512,-0.0111338520288512,0.0352083315424565,0.0352083315424565
FER1L6-AS2,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
FERD3L,60,0.228598014022308,0.676731591711834,0.0305941825062376,0.159767420713935,0.0532558069046451,-0.140820175053485,0.384304134385944,0.121527637887902,0.333333333333333,0.1,limma_2grp(mod_t),0.171414357559723,-0.171414357559723,0.41619141801305,0.41619141801305
FERMT1,18,0.102064207206711,0.416329759382863,-0.536792454372567,0.383882286996141,0.127960762332047,0.382935205748469,1.55942795792972,0.493134419400316,0,0.6,limma_2grp(mod_t),-0.919727660121036,0.919727660121036,1.60598292837821,1.60598292837821
FERMT2,36,0.774333009400068,1,-0.69556028989635,0.976860101263898,0.325620033754633,-0.503820612797378,1.75174418105697,0.55395014900864,0.333333333333333,0.4,limma_2grp(mod_t),-0.191739677098972,0.191739677098972,2.00570768889893,2.00570768889893
FERMT3,7,0.000361879085526877,0.0111501699258141,-1.59741141110021,0.853772127637999,0.284590709212666,0.485749974124958,1.16384601114559,0.368040424092179,0,0.6,limma_2grp(mod_t),-2.08316138522517,2.08316138522517,1.4434210694011,1.4434210694011
FES,1,1.08526467028838e-05,0.00266423750248897,-0.972411714267607,0.425222197492615,0.141740732497538,0.362005794586652,0.518741713807293,0.164040533297026,0,0.6,limma_2grp(mod_t),-1.33441750885426,1.33441750885426,0.67075098425882,0.67075098425882
FETUB,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
FEV,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
FEZ1,20,0.0407852044325123,0.224666225552958,-1.05993956499943,0.779341658780948,0.259780552926983,-0.215714991692573,0.881197933435031,0.278659253908814,0.111111111111111,0.4,limma_2grp(mod_t),-0.844224573306857,0.844224573306857,1.17638565912783,1.17638565912783
FEZ2,26,0.124112597777837,0.472891190982955,-0.548488655570747,0.531053443141192,0.177017814380397,-0.092177217209577,0.684960714162606,0.216603596448939,0.222222222222222,0.3,limma_2grp(mod_t),-0.45631143836117,0.45631143836117,0.866711566450029,0.866711566450029
FEZF1,50,0.302529906589628,0.744952101064093,0.0108866725293985,0.0326600175881955,0.0108866725293985,0,0,0,0.111111111111111,0,limma_2grp(mod_t),0.0108866725293985,-0.0108866725293985,0.0326600175881955,0.0326600175881955
FEZF1-AS1,43,0.725076128561196,1,-0.00474892074100979,0.0878236406828465,0.0292745468942822,-0.0163947740489797,0.0523059419102791,0.016540591159694,0.111111111111111,0.1,limma_2grp(mod_t),0.0116458533079699,-0.0116458533079699,0.102219877821837,0.102219877821837
FEZF2,49,0.993586621405488,1,0.00543627324708904,0.318502186819432,0.106167395606477,0.00130523228915382,1.49289378051331,0.472094465112157,0.222222222222222,0.2,limma_2grp(mod_t),0.00413104095793522,-0.00413104095793522,1.52649123250154,1.52649123250154
FFAR1,62,0.148943579540115,0.528495427153076,0.0152451659472244,0.144588116603987,0.0481960388679955,-0.0706910968641739,0.103197996662048,0.0326340719418524,0.222222222222222,0,limma_2grp(mod_t),0.0859362628113983,-0.0859362628113983,0.177638818894261,0.177638818894261
FFAR2,15,0.0270154017141631,0.168732046782935,-0.508962411542873,0.978225618602092,0.326075206200697,0.367682148807539,0.581242720103583,0.183805086891906,0.222222222222222,0.7,limma_2grp(mod_t),-0.876644560350412,0.876644560350412,1.13787893053824,1.13787893053824
FFAR3,54,0.376917644357502,0.797120452476758,0.0062340279284747,0.145365345191403,0.0484551150638011,-0.105852403568683,0.345297223056855,0.109192569459087,0.555555555555556,0.4,limma_2grp(mod_t),0.112086431497158,-0.112086431497158,0.374648176071086,0.374648176071086
FFAR4,16,0.0185238808675504,0.130089840645347,-0.41534867325293,0.380670327351615,0.126890109117205,0.0670611487314961,0.426666607666556,0.134923828176378,0.222222222222222,0.7,limma_2grp(mod_t),-0.482409821984426,0.482409821984426,0.571799171233811,0.571799171233811
FGA,36,0.303450497232164,0.746216619920853,-0.237923221628228,0.713769664884683,0.237923221628228,-0.00010947523331719,0.0369501323294254,0.0116846578005607,0,0.2,limma_2grp(mod_t),-0.237813746394911,0.237813746394911,0.714725434547249,0.714725434547249
FGB,38,0.684937800240375,1,-0.258912813012835,0.671604184600503,0.223868061533501,-3.85588295158928e-05,1.77640232056488,0.561747737379359,0.333333333333333,0.3,limma_2grp(mod_t),-0.258874254183319,0.258874254183319,1.89912016083269,1.89912016083269
FGD1,11,0.00438806946871999,0.0499176691102849,-0.761734900884107,0.665370535729873,0.221790178576624,0.232637836991294,0.661953298122535,0.209328012672767,0,0.7,limma_2grp(mod_t),-0.994372737875401,0.994372737875401,0.938562794229965,0.938562794229965
FGD3,10,0.00288322237697329,0.0377613521712341,-0.974621217709309,0.939837169066784,0.313279056355595,0.652847254813861,1.09610591462805,0.34661912470067,0.111111111111111,0.7,limma_2grp(mod_t),-1.62746847252317,1.62746847252317,1.44386359481845,1.44386359481845
FGD4,29,0.366545658340383,0.782055492431781,-0.582006385309085,0.845552173846503,0.281850724615501,-0.210829306036122,0.901227257244384,0.284993082231874,0.222222222222222,0.5,limma_2grp(mod_t),-0.371177079272963,0.371177079272963,1.23578681328811,1.23578681328811
FGD5,16,0.0113448204368118,0.0936666247689082,-1.19898117419296,0.684934232498963,0.228311410832988,-0.123018369104353,0.940644873868468,0.297458027078616,0,0.3,limma_2grp(mod_t),-1.07596280508861,1.07596280508861,1.16359257542491,1.16359257542491
FGD5-AS1,13,0.00498481824517167,0.0545460642064778,-0.0183226209728037,0.0472408792595574,0.0157469597531858,0.0371182945951566,0.0264049682754633,0.00834998412949525,0.222222222222222,0.8,limma_2grp(mod_t),-0.0554409155679603,0.0554409155679603,0.054119525338313,0.054119525338313
FGD5P1,21,0.074200584988772,0.33750207771659,-0.264647512583104,0.444153073895998,0.148051024631999,0.0791871620445238,0.346840916718417,0.109680728257097,0.222222222222222,0.5,limma_2grp(mod_t),-0.343834674627628,0.343834674627628,0.563534004795927,0.563534004795927
FGD6,20,0.0418626362543853,0.22878143093927,-0.236077316822053,0.717464380632199,0.239154793544066,0.435210754740967,0.62031351144422,0.196160355954066,0.333333333333333,0.9,limma_2grp(mod_t),-0.67128807156302,0.67128807156302,0.948442929203546,0.948442929203546
FGF1,34,0.453779135421644,0.902392434831617,-0.451847392045308,0.957123738505155,0.319041246168385,0.0566937152298523,1.77881413019631,0.562510418551163,0.333333333333333,0.6,limma_2grp(mod_t),-0.50854110727516,0.50854110727516,2.01996672264573,2.01996672264573
FGF10,34,0.440412287847523,0.884382172883541,-0.659248243869735,1.3123289704537,0.437442990151232,-0.14442114559104,1.51975873025397,0.480589908152798,0.555555555555556,0.6,limma_2grp(mod_t),-0.514827098278695,0.514827098278695,2.00795266997886,2.00795266997886
FGF10-AS1,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
FGF11,12,0.00593929359345316,0.0609697451795549,-0.934075210846848,0.907556534000574,0.302518844666858,0.542681224812785,1.12681344436906,0.356329698230567,0.111111111111111,0.6,limma_2grp(mod_t),-1.47675643565963,1.47675643565963,1.4468474006674,1.4468474006674
FGF12,43,0.629377725142403,1,-0.0851733182680964,0.304023648513766,0.101341216171255,0.000691538416284765,0.440264587874382,0.13922388707984,0.555555555555556,0.4,limma_2grp(mod_t),-0.0858648566843812,0.0858648566843812,0.535035780291208,0.535035780291208
FGF12-AS1,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
FGF12-AS2,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
FGF13,19,0.259287167094919,0.734328221714815,-0.161235887506092,0.216776658028082,0.0722588860093608,0.086838200715078,0.605717742861711,0.19154476866192,0.222222222222222,0.6,limma_2grp(mod_t),-0.24807408822117,0.24807408822117,0.643339804056387,0.643339804056387
FGF13-AS1,55,0.540729346428924,1,-0.0402552089770012,0.573172554012654,0.191057518004218,-0.196223220492737,0.521901989250301,0.165039900140366,0.444444444444444,0.3,limma_2grp(mod_t),0.155968011515736,-0.155968011515736,0.775182857819244,0.775182857819244
FGF14,38,0.846340373517062,1,-0.0506648016751764,0.0872977334967193,0.0290992444989065,-0.0376803655919547,0.180543114994945,0.0570927459245724,0.333333333333333,0.4,limma_2grp(mod_t),-0.0129844360832217,0.0129844360832217,0.200541044790692,0.200541044790692
FGF14-AS1,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
FGF14-AS2,45,0.799221122336015,1,-0.285667203612416,0.954250719585119,0.31808357319504,-0.409210708290187,1.12152027734362,0.354655851846958,0.333333333333333,0.3,limma_2grp(mod_t),0.123543504677771,-0.123543504677771,1.47254954698361,1.47254954698361
FGF14-IT1,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
FGF16,26,0.0937238330400828,0.394294884497116,-0.856993979541579,0.695435348535348,0.231811782845116,-0.293724499920822,0.693483586716316,0.219298765396645,0.111111111111111,0.2,limma_2grp(mod_t),-0.563269479620757,0.563269479620757,0.982114967321753,0.982114967321753
FGF17,43,0.543016880972016,1,-0.11933071530224,0.210234120634546,0.0700780402115155,-0.0748221463168996,0.0848802881963221,0.0268415039151883,0.222222222222222,0.2,limma_2grp(mod_t),-0.0445085689853404,0.0445085689853404,0.226722404722761,0.226722404722761
FGF18,30,0.133125067653792,0.491218856127378,-0.0377745263178666,0.0606906001238281,0.020230200041276,-0.00578618900922477,0.0211353816603564,0.00668359452636776,0.111111111111111,0.1,limma_2grp(mod_t),-0.0319883373086418,0.0319883373086418,0.0642654907498522,0.0642654907498522
FGF19,33,0.531277123841392,1,-0.229396941095679,0.890692022793942,0.296897340931314,-0.0410398008045158,0.283305882726195,0.0895891863939331,0.222222222222222,0.3,limma_2grp(mod_t),-0.188357140291163,0.188357140291163,0.934662774831668,0.934662774831668
FGF2,24,0.25195314582605,0.721009116612886,-0.958129235909609,0.546775868628537,0.182258622876179,-0.414129432146121,1.27961755657501,0.40465060127164,0,0.6,limma_2grp(mod_t),-0.543999803763488,0.543999803763488,1.3915404922637,1.3915404922637
FGF20,23,0.0652856620232341,0.309319239249972,-0.0471955481460281,0.161047782502501,0.0536825941675005,0.194647097706996,0.33657042586656,0.106432913879118,0.333333333333333,0.6,limma_2grp(mod_t),-0.241842645853024,0.241842645853024,0.373116657115399,0.373116657115399
FGF21,45,0.618067029644638,1,0.021202402214693,0.135079625835924,0.0450265419453081,0.0880715051951616,0.374873039709781,0.118545263887365,0.222222222222222,0.2,limma_2grp(mod_t),-0.0668691029804686,0.0668691029804686,0.398467440598632,0.398467440598632
FGF22,45.5,0.979862464500466,1,-0.106052587305701,0.263748272072919,0.0879160906909729,-0.103430902302075,0.18131747088316,0.0573376187572047,0.333333333333333,0.1,limma_2grp(mod_t),-0.002621685003626,0.002621685003626,0.32006120706658,0.32006120706658
FGF23,40,0.258362976955906,0.732747781553024,-0.022879357451417,0.0624089660201926,0.0208029886733975,0,0,0,0.111111111111111,0,limma_2grp(mod_t),-0.022879357451417,0.022879357451417,0.0624089660201926,0.0624089660201926
FGF3,40,0.385945735265503,0.80998893893258,0.215416570453961,0.77212479126274,0.257374930420913,0,0,0,0.111111111111111,0,limma_2grp(mod_t),0.215416570453961,-0.215416570453961,0.77212479126274,0.77212479126274
FGF4,45,0.596622263758569,1,-0.00535821793740428,0.0316840810233902,0.0105613603411301,0,0,0,0.111111111111111,0,limma_2grp(mod_t),-0.00535821793740428,0.00535821793740428,0.0316840810233902,0.0316840810233902
FGF5,25.5,0.0724530462096806,0.332087787072509,-0.323552225048371,0.544333335414406,0.181444445138135,0.0408196552361362,0.253461271204814,0.0801514915648861,0.222222222222222,0.3,limma_2grp(mod_t),-0.364371880284507,0.364371880284507,0.600450993873882,0.600450993873882
FGF6,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
FGF7,47,0.927698397965058,1,-0.512563299149201,1.67221762316248,0.557405874387493,-0.598237414429743,2.31059022906526,0.73067278631764,0.444444444444444,0.4,limma_2grp(mod_t),0.085674115280542,-0.085674115280542,2.85221650403104,2.85221650403104
FGF7P3,41,0.444966366353514,0.890784302331567,-0.28564181796712,0.773535913920658,0.257845304640219,0.079830287252943,1.20136385372079,0.379904607635504,0.444444444444444,0.5,limma_2grp(mod_t),-0.365472105220063,0.365472105220063,1.42885720740455,1.42885720740455
FGF7P6,17,0.0185305668133086,0.130113232123865,-0.161937776584022,0.304627073728225,0.101542357909408,0.211200359070281,0.321739647212295,0.10174300987699,0.333333333333333,0.7,limma_2grp(mod_t),-0.373138135654303,0.373138135654303,0.443073419013727,0.443073419013727
FGF8,42.5,0.677125482659348,1,-0.0303891444948531,0.174366284949548,0.0581220949831826,-0.00292789957401713,0.104708905666652,0.0331118633210331,0.333333333333333,0.3,limma_2grp(mod_t),-0.027461244920836,0.027461244920836,0.203390157709302,0.203390157709302
FGF9,31,0.152116859967171,0.535940022669837,-0.232206106135461,0.206983223538388,0.0689944078461293,-0.0762487157891553,0.244542321412645,0.0773310719968922,0.222222222222222,0.4,limma_2grp(mod_t),-0.155957390346306,0.155957390346306,0.320379465303611,0.320379465303611
FGFBP1,42,0.640942270050031,1,-0.198685672193723,0.678998570854984,0.226332856951661,-0.641520584925858,2.7302501293276,0.86338089906445,0.222222222222222,0.4,limma_2grp(mod_t),0.442834912732135,-0.442834912732135,2.81341515385065,2.81341515385065
FGFBP2,44,0.744934283266096,1,0.0132874650039906,1.02363733374829,0.341212444582762,-0.18985988342302,1.57516800656089,0.498111859815946,0.333333333333333,0.6,limma_2grp(mod_t),0.203147348427011,-0.203147348427011,1.87855999104003,1.87855999104003
FGFBP3,40,0.433014752701352,0.874690702664779,-0.087036384082702,0.696908121808048,0.232302707269349,0.0927329052753243,0.146368032166406,0.0462856358282633,0.555555555555556,0.5,limma_2grp(mod_t),-0.179769289358026,0.179769289358026,0.712112723578428,0.712112723578428
FGFR1,28,0.180817754500991,0.58801782134578,-0.103442964778837,0.169354105425892,0.0564513684752974,7.52234145126633e-05,0.155831321538702,0.0492781906856354,0.333333333333333,0.5,limma_2grp(mod_t),-0.10351818819335,0.10351818819335,0.230139552874126,0.230139552874126
FGFR1OP2,35,0.773708772962656,1,-0.423400373332907,0.531103508031597,0.177034502677199,-0.298682576292482,1.18196312786113,0.373769559437798,0.222222222222222,0.5,limma_2grp(mod_t),-0.124717797040425,0.124717797040425,1.29580390949662,1.29580390949662
FGFR2,41,0.819000698491386,1,-0.138993977380817,0.906562552255605,0.302187517418535,-0.0485037674478112,0.800145011471925,0.253028069467284,0.444444444444444,0.4,limma_2grp(mod_t),-0.0904902099330058,0.0904902099330058,1.20916818538018,1.20916818538018
FGFR3,32,0.228583126245225,0.676731591711834,-0.220743464775095,0.555726627895499,0.1852422092985,0.0358250099942564,0.327357177196059,0.103519428834288,0.666666666666667,0.5,limma_2grp(mod_t),-0.256568474769351,0.256568474769351,0.644976593694589,0.644976593694589
FGFR4,44,0.715147650282903,1,-0.13816637817912,1.112312881823,0.370770960607667,0.0212180023073171,0.753725968849876,0.238349079318273,0.444444444444444,0.5,limma_2grp(mod_t),-0.159384380486437,0.159384380486437,1.34363044889139,1.34363044889139
FGFRL1,24,0.0615246249132414,0.296719929627596,-0.293300155089961,0.454093331946078,0.151364443982026,0.0672239078802964,0.332112633484113,0.10502323615265,0.111111111111111,0.6,limma_2grp(mod_t),-0.360524062970257,0.360524062970257,0.562582932053261,0.562582932053261
FGG,36,0.938003340171443,1,-0.0394565130423833,1.32177996871378,0.440593322904595,0.012859515859007,1.55507780747845,0.491758781041274,0.222222222222222,0.4,limma_2grp(mod_t),-0.0523160289013903,0.0523160289013903,2.04092363233047,2.04092363233047
FGGY,35,0.83706323524003,1,-0.542680794543694,0.732259539643992,0.244086513214664,-0.448993956026848,1.15893563256201,0.366487626042396,0.222222222222222,0.3,limma_2grp(mod_t),-0.093686838516846,0.093686838516846,1.37088870220071,1.37088870220071
FGGY-DT,40,0.302531278510264,0.744952101064093,-0.00425976051781096,0.0127792815534329,0.00425976051781096,0,0,0,0,0,limma_2grp(mod_t),-0.00425976051781096,0.00425976051781096,0.0127792815534329,0.0127792815534329
FGL1,32,0.198336720008141,0.620082070454346,-0.576733276976326,1.33951967110492,0.446506557034973,0.00413078855834722,0.329373937947228,0.104157184581221,0.222222222222222,0.3,limma_2grp(mod_t),-0.580864065534673,0.580864065534673,1.37942021888759,1.37942021888759
FGL2,36,0.524517678696252,0.99441679686339,-0.480265044049823,2.37934025460072,0.793113418200239,0.190094932628894,2.14292205383142,0.677651453831323,0.444444444444444,0.5,limma_2grp(mod_t),-0.670359976678717,0.670359976678717,3.202089158028,3.202089158028
FGR,24,0.0468494143267709,0.246850582553285,-1.48824915129764,1.03367360201498,0.344557867338326,-0.342821698796856,1.27900029099025,0.404455404754734,0.111111111111111,0.3,limma_2grp(mod_t),-1.14542745250078,1.14542745250078,1.64448255079091,1.64448255079091
FH,38,0.76171489218026,1,0.232474920491476,0.65187028842825,0.21729009614275,0.333650262856468,0.772661232850862,0.244336935552244,0.777777777777778,0.7,limma_2grp(mod_t),-0.101175342364992,0.101175342364992,1.01091060617947,1.01091060617947
FHAD1,22,0.039816058386626,0.220896529933241,-0.309135341817326,0.469709276007212,0.156569758669071,0.109987833519534,0.353275810912296,0.111715620472582,0.222222222222222,0.5,limma_2grp(mod_t),-0.41912317533686,0.41912317533686,0.587733445145807,0.587733445145807
FHAD1-AS1,45,0.761717771988246,1,0.00426866559996214,0.0441814671174995,0.0147271557058332,0,0,0,0.111111111111111,0,limma_2grp(mod_t),0.00426866559996214,-0.00426866559996214,0.0441814671174995,0.0441814671174995
FHDC1,32,0.214977025551447,0.651364094920315,-0.0480964666760759,0.424068398637188,0.141356132879063,0.232864743745714,0.520125303185979,0.164478062675333,0.333333333333333,0.7,limma_2grp(mod_t),-0.28096121042179,0.28096121042179,0.671091899621069,0.671091899621069
FHIP1A,41,0.560895406271347,1,-0.176054914522795,0.546492424485425,0.182164141495142,0.0393585354266146,0.962895368475658,0.304494251281017,0.222222222222222,0.4,limma_2grp(mod_t),-0.21541344994941,0.21541344994941,1.10716821696246,1.10716821696246
FHIP1A-DT,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
FHIP1B,4,6.33137386560527e-05,0.00470365284498414,-0.906209136037695,0.495728716256309,0.16524290541877,0.341295872710016,0.54062748601374,0.170961422149424,0,0.7,limma_2grp(mod_t),-1.24750500874771,1.24750500874771,0.733501900989128,0.733501900989128
FHIP2A,22,0.0484300037911984,0.252400960492229,-0.660119541317511,0.54674904051832,0.182249680172773,-0.140959796330769,0.523434415516757,0.165524495875193,0.111111111111111,0.4,limma_2grp(mod_t),-0.519159744986742,0.519159744986742,0.756913535785345,0.756913535785345
FHIP2B,2,6.27381547614846e-06,0.00225831089086132,-1.37735461511095,0.726977426293733,0.242325808764578,0.461222363964494,0.525427437741119,0.166154744840825,0,0.8,limma_2grp(mod_t),-1.83857697907544,1.83857697907544,0.896978355743246,0.896978355743246
FHIT,50,0.546086056589273,1,-0.0161775117468082,0.0431954744907222,0.0143984914969074,-0.0318391079506803,0.0647109825893707,0.0204634094609912,0.222222222222222,0.3,limma_2grp(mod_t),0.0156615962038721,-0.0156615962038721,0.0778033436566866,0.0778033436566866
FHL1,25,0.244418988327381,0.707708813203869,-0.539695746451196,0.558481438639693,0.186160479546564,-0.167546454626582,0.76445044315405,0.241740455869187,0.111111111111111,0.4,limma_2grp(mod_t),-0.372149291824614,0.372149291824614,0.946723823162534,0.946723823162534
FHL2,26,0.0927773532626543,0.391459662661923,-1.17968419816996,0.788825990494015,0.262941996831338,0.294558575670424,2.37636530547983,0.751472691791806,0,0.5,limma_2grp(mod_t),-1.47424277384038,1.47424277384038,2.50386870829265,2.50386870829265
FHL3,11,0.00270250237053372,0.0361785001010207,-1.55578116657947,0.98161221686879,0.327204072289597,0.260979500892693,1.25587733590594,0.397143284324713,0.111111111111111,0.6,limma_2grp(mod_t),-1.81676066747216,1.81676066747216,1.59398570481302,1.59398570481302
FHOD1,3,0.000472322812114394,0.0131208299812294,-1.13645071592105,0.52659713292294,0.17553237764098,0.317118027854128,0.886097914714624,0.280208764042384,0,0.6,limma_2grp(mod_t),-1.45356874377518,1.45356874377518,1.03076382108816,1.03076382108816
FHOD3,16,0.0344230471994606,0.199261688508409,-0.82223087384942,0.553964549328297,0.184654849776099,0.0114518440784449,0.957805682478725,0.30288475124848,0.111111111111111,0.6,limma_2grp(mod_t),-0.833682717927865,0.833682717927865,1.10646664988197,1.10646664988197
FIBCD1,26,0.200024022270104,0.623078980935709,-0.239941020118411,0.788144835278117,0.262714945092706,0.100079846888658,0.190169575860649,0.0601369001387825,0.222222222222222,0.6,limma_2grp(mod_t),-0.340020867007069,0.340020867007069,0.810763065857461,0.810763065857461
FIBCD1-AS1,45,1,1,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,0,0,0
