"Method","Cell_Type","Timepoint","test","p_value","FDR","n_clusters","note","Fun-CIM_n","Dys-CIM_n","Fun-CIM_mean","Dys-CIM_mean","Fun-CIM_sd","Dys-CIM_sd"
"CIBERSORTx","T cells regulatory (Tregs)","Biopsy","wilcox_rank_sum",0.353807458171601,0.493275672952553,2,NA,25,11,0.0269205136234445,0.0201356891828751,0.0185339785919052,0.0148367914938519
"consensus_tme","B cell","Biopsy","wilcox_rank_sum",0.00540769828003274,0.0229031927154328,2,NA,25,11,-0.0779504391410808,0.0437145632248607,0.0914886995919838,0.119424011694826
"consensus_tme","Cancer associated fibroblast","Biopsy","wilcox_rank_sum",0.191896429991264,0.319418415702636,2,NA,25,11,0.272406595020448,0.235818751170768,0.138441594353457,0.0774916797303338
"consensus_tme","Endothelial cell","Biopsy","wilcox_rank_sum",0.449936901560855,0.589008307497846,2,NA,25,11,0.1996268033376,0.179386855029594,0.124724171123669,0.120469272468514
"consensus_tme","Eosinophil","Biopsy","wilcox_rank_sum",0.000238245057027522,0.00802363242062288,2,NA,25,11,-0.0205915771663952,0.199856922258674,0.116320984550468,0.129563237605627
"consensus_tme","Macrophage","Biopsy","wilcox_rank_sum",0.000404380560402314,0.00802363242062288,2,NA,25,11,0.105489236055052,0.289918338777707,0.102031584066382,0.117015074503723
"consensus_tme","Macrophage M1","Biopsy","wilcox_rank_sum",0.000594343142268362,0.00802363242062288,2,NA,25,11,0.0509360007152027,0.252351441757264,0.122807288604898,0.127907162152425
"consensus_tme","Macrophage M2","Biopsy","wilcox_rank_sum",0.00140418201506217,0.00978397791140089,2,NA,25,11,0.161760729806197,0.324724829679866,0.104308647953952,0.128040372748278
"consensus_tme","Mast cell","Biopsy","wilcox_rank_sum",0.00086485698709489,0.00849491545288936,2,NA,25,11,-0.0697990574132396,0.110026433617789,0.10506733118132,0.123157412150382
"consensus_tme","Monocyte","Biopsy","wilcox_rank_sum",0.00351093803879703,0.0176363399158177,2,NA,25,11,0.0671820849012356,0.196979924822643,0.094103331095536,0.114403392650641
"consensus_tme","Myeloid dendritic cell","Biopsy","wilcox_rank_sum",0.000404380560402314,0.00802363242062288,2,NA,25,11,0.0492908232329895,0.231645802923711,0.100292730546405,0.116390486667437
"consensus_tme","NK cell","Biopsy","wilcox_rank_sum",0.000523324474622155,0.00802363242062288,2,NA,25,11,-0.152986311139572,0.0322786050773546,0.112982336276619,0.110757533889851
"consensus_tme","Neutrophil","Biopsy","wilcox_rank_sum",0.0000783767064050393,0.00562613523637015,2,NA,25,11,-0.0493201205118126,0.104291841627489,0.0801132442486847,0.0784473166988402
"consensus_tme","T cell CD4+","Biopsy","wilcox_rank_sum",0.000977877057389218,0.00849491545288936,2,NA,25,11,-0.00399355228088268,0.171098555905008,0.112306084241896,0.113820269889862
"consensus_tme","T cell CD8+","Biopsy","wilcox_rank_sum",0.000764052928171484,0.00849491545288936,2,NA,25,11,-0.0135745031656807,0.156509683146624,0.111597546530736,0.11418020761691
"consensus_tme","T cell gamma delta","Biopsy","wilcox_rank_sum",0.000460280090298328,0.00802363242062288,2,NA,25,11,-0.0991487686171423,0.108622392170843,0.123144730216031,0.124877505167848
"consensus_tme","T cell regulatory (Tregs)","Biopsy","wilcox_rank_sum",0.00177740765082308,0.0112917662522878,2,NA,25,11,-0.029042668422956,0.150646543180562,0.13163201107847,0.136993527522454
