"Method","Cell_Type","cluster","n_pairs","mean_biopsy","sd_biopsy","mean_surgery","sd_surgery","mean_delta","sd_delta","p_value","FDR","zscore_delta"
"CIBERSORTx","Neutrophils","Fun-CIM",25,0.00447276686267389,0.00419775261096158,0.00601676735211457,0.00850051819753787,0.00154400048944068,0.00753873342326458,0.63733471669376,0.849779622258347,0.137499647816319
"CIBERSORTx","Neutrophils","Dys-CIM",11,0.00196312996613605,0.00429942853884294,0.0088244523393048,0.00912457083834629,0.00686132237316875,0.00868915024223328,0.00915168885265007,0.183033777053001,0.611029216840922
"CIBERSORTx","Plasma cells","Fun-CIM",25,0.00767463120229574,0.0137027939627274,0.0096894942203808,0.0137958441055679,0.00201486301808506,0.0113290683222978,0.637332429353867,0.849779622258347,0.179431909043748
"CIBERSORTx","Plasma cells","Dys-CIM",11,0.00560769977956455,0.00922874059947654,0.00320555830939402,0.00271224848433052,-0.00240214147017053,0.00935218686882137,0.812703686128436,0.926594904542836,-0.213920661562145
"CIBERSORTx","T cells CD4+ (general)","Fun-CIM",25,0.148095410457504,0.0598332176664546,0.144498044458767,0.0616450770085546,-0.00359736599873679,0.0628845192226284,0.553882691983272,0.849779622258347,-0.320360363403704
"CIBERSORTx","T cells CD4+ (general)","Dys-CIM",11,0.14456721707441,0.0462097034911995,0.1235161646966,0.0222888857693479,-0.0210510523778091,0.0425514244495541,0.142368182702515,0.406766236292901,-1.87468353015886
"CIBERSORTx","T cells CD8+ (total)","Fun-CIM",25,0.0866464829853349,0.0337086565182671,0.0800519953265431,0.0441522604157217,-0.00659448765879187,0.0367216790081313,0.294008063111738,0.557385423736757,-0.587266478744071
"CIBERSORTx","T cells CD8+ (total)","Dys-CIM",11,0.120083996038496,0.0304767576438416,0.105712894057535,0.0396909190400078,-0.0143711019809608,0.0424920563541908,0.398304593395588,0.724190169810159,-1.27980624010706
"CIBERSORTx","T cells follicular helper","Fun-CIM",25,0.0632906849225217,0.0313849169295335,0.0558924176783779,0.023894497913854,-0.0073982672441438,0.0335373516316114,0.306561983055216,0.557385423736757,-0.658846384750367
"CIBERSORTx","T cells follicular helper","Dys-CIM",11,0.074103393514171,0.0291139262836468,0.0770565939174742,0.0256080558234649,0.0029532004033032,0.0264118151074794,0.563317799720071,0.866642768800109,0.262994745249272
"CIBERSORTx","T cells gamma delta","Fun-CIM",25,0.00422033017195718,0.0112047352744932,0.00374911504386037,0.011575761546379,-0.000471215128096816,0.0148542706148294,0.799846105662473,0.999807632078092,-0.0419636616711863
"CIBERSORTx","T cells gamma delta","Dys-CIM",11,0.0212611900715018,0.0329275626461239,0.0069074557741824,0.0123504351969726,-0.0143537342973194,0.0325538954734972,0.352542137499713,0.705084274999426,-1.27825957584081
"CIBERSORTx","T cells regulatory (Tregs)","Fun-CIM",25,0.0269205136234445,0.0185339785919052,0.00549842763214043,0.0087999836782595,-0.0214220859913041,0.0176285712329435,0.0000212540790317628,0.000425081580635256,-1.90772561242015
"CIBERSORTx","T cells regulatory (Tregs)","Dys-CIM",11,0.0201356891828751,0.0148367914938519,0.0157962930166333,0.0161680592413847,-0.0043393961662418,0.0136814914553723,0.262192602406773,0.655481506016933,-0.38644122762544
"consensus_tme","B cell","Fun-CIM",25,-0.0779504391410808,0.0914886995919838,-0.0643145076230753,0.100819244552552,0.0136359315180054,0.0979025333344659,0.45121347001298,0.580131604302403,0.569470062588616
"consensus_tme","B cell","Dys-CIM",11,0.0437145632248607,0.119424011694826,-0.0910393006189557,0.0530037095226772,-0.134753863843816,0.0954988778314227,0.00385729282994253,0.00834434571108664,-0.954135182018647
"consensus_tme","Cancer associated fibroblast","Fun-CIM",25,0.272406595020448,0.138441594353457,0.356338676631427,0.0906637235922726,0.0839320816109791,0.0893333865769789,0.000133029487111372,0.00148718164940299,1.29124195193048
"consensus_tme","Cancer associated fibroblast","Dys-CIM",11,0.235818751170768,0.0774916797303338,0.18651151966032,0.161161180352876,-0.0493072315104478,0.151924166497155,0.398304593395588,0.398304593395588,-0.0768043868671919
"consensus_tme","Endothelial cell","Fun-CIM",25,0.1996268033376,0.124724171123669,0.259290538397029,0.148921695237924,0.0596637350594294,0.141712081109039,0.0633713713127705,0.126742742625541,1.04206457424268
"consensus_tme","Endothelial cell","Dys-CIM",11,0.179386855029594,0.120469272468514,0.0772902994574319,0.130005549099908,-0.102096555572163,0.0745155937815524,0.00385729282994253,0.00834434571108664,-0.61882340376513
"consensus_tme","Eosinophil","Fun-CIM",25,-0.0205915771663952,0.116320984550468,0.0884545439810207,0.16005210955648,0.109046121147416,0.125292114824982,0.000165242405489221,0.00148718164940299,1.54910255654745
"consensus_tme","Eosinophil","Dys-CIM",11,0.199856922258674,0.129563237605627,0.0626598955432293,0.0609940524690024,-0.137197026715445,0.127741445258282,0.011278190116074,0.0119416130640784,-0.979220571182813
"consensus_tme","Macrophage","Fun-CIM",25,0.105489236055052,0.102031584066382,0.173258320608385,0.154170481522669,0.0677690845533331,0.127558354596409,0.0192372507871994,0.0494672163099413,1.12528696138982
"consensus_tme","Macrophage","Dys-CIM",11,0.289918338777707,0.117015074503723,0.151505436396141,0.0703578874624791,-0.138412902381566,0.0955387491761846,0.00509932237899739,0.00834434571108664,-0.991704681273913
"consensus_tme","Macrophage M1","Fun-CIM",25,0.0509360007152027,0.122807288604898,0.0972689367116068,0.162985186460495,0.0463329359964041,0.119705992624213,0.106437504089823,0.174170461237892,0.9051894251281
"consensus_tme","Macrophage M1","Dys-CIM",11,0.252351441757264,0.127907162152425,0.106267622360724,0.0763294253227578,-0.146083819396539,0.109361802633154,0.00669228378824031,0.0100384256823605,-1.07046649482358
"consensus_tme","Macrophage M2","Fun-CIM",25,0.161760729806197,0.104308647953952,0.232547331392273,0.155927348317487,0.0707866015860764,0.132371656548024,0.0105835471370152,0.0381007696932546,1.15626958230097
"consensus_tme","Macrophage M2","Dys-CIM",11,0.324724829679866,0.128040372748278,0.18699800998949,0.0652516377549755,-0.137726819690376,0.108469662945213,0.00871925545288926,0.0104631065434671,-0.984660267040565
"consensus_tme","Mast cell","Fun-CIM",25,-0.0697990574132396,0.10506733118132,-0.00560271139051143,0.142018815221992,0.0641963460227282,0.118211742425799,0.0097927288917192,0.0381007696932546,1.08860355503046
"consensus_tme","Mast cell","Dys-CIM",11,0.110026433617789,0.123157412150382,-0.0316723245430477,0.0789293145778827,-0.141698758160837,0.122086547049217,0.011278190116074,0.0119416130640784,-1.02544249381091
"consensus_tme","Monocyte","Fun-CIM",25,0.0671820849012356,0.094103331095536,0.128650282004215,0.137194046502065,0.0614681971029792,0.116642071270993,0.0166332818542412,0.0494672163099413,1.0605920466106
"consensus_tme","Monocyte","Dys-CIM",11,0.196979924822643,0.114403392650641,0.0663989557516375,0.0610479074502993,-0.130580969071005,0.0987516552095868,0.00871925545288926,0.0104631065434671,-0.911289618780645
"consensus_tme","Myeloid dendritic cell","Fun-CIM",25,0.0492908232329895,0.100292730546405,0.10202435662849,0.143794801355247,0.052733533395501,0.105591806404242,0.0238100451455411,0.0535726015774675,0.97090812055527
"consensus_tme","Myeloid dendritic cell","Dys-CIM",11,0.231645802923711,0.116390486667437,0.0933407487228423,0.0673358165035492,-0.138305054200869,0.106946403736214,0.00509932237899739,0.00834434571108664,-0.990597340615271
"consensus_tme","NK cell","Fun-CIM",25,-0.152986311139572,0.112982336276619,-0.132765875791184,0.164893446769386,0.0202204353483882,0.139012949301393,0.892979885505748,0.914291065207661,0.637077033436214
"consensus_tme","NK cell","Dys-CIM",11,0.0322786050773546,0.110757533889851,-0.110837049871232,0.0940871205912265,-0.143115654948586,0.10797292742714,0.00385729282994253,0.00834434571108664,-1.03999060590729
"consensus_tme","Neutrophil","Fun-CIM",25,-0.0493201205118126,0.0801132442486847,0.0111599898089248,0.123345500376088,0.0604801103207374,0.0902709435428012,0.00307878493279616,0.0184727095967769,1.05044677887247
"consensus_tme","Neutrophil","Dys-CIM",11,0.104291841627489,0.0784473166988402,0.018495860170712,0.0617131270955428,-0.0857959814567766,0.0911884134307146,0.00871925545288926,0.0104631065434671,-0.451455828712182
"consensus_tme","T cell CD4+","Fun-CIM",25,-0.00399355228088268,0.112306084241896,0.0318429876817812,0.157776843783346,0.0358365399626639,0.133830858063219,0.360278257695235,0.540417386542852,0.797416757826504
"consensus_tme","T cell CD4+","Dys-CIM",11,0.171098555905008,0.113820269889862,0.0089644442324372,0.0721568937792198,-0.162134111672571,0.105687718812663,0.00385729282994253,0.00834434571108664,-1.23526427912953
"consensus_tme","T cell CD8+","Fun-CIM",25,-0.0135745031656807,0.111597546530736,0.0216401213660757,0.162650703396116,0.0352146245317564,0.140482157096048,0.484189820114981,0.581027784137977,0.791031186568573
"consensus_tme","T cell CD8+","Dys-CIM",11,0.156509683146624,0.11418020761691,-0.00319419277129106,0.0829343908640907,-0.159703875917916,0.0984855160562371,0.00385729282994253,0.00834434571108664,-1.21031162027319
"consensus_tme","T cell gamma delta","Fun-CIM",25,-0.0991487686171423,0.123144730216031,-0.0767583452705978,0.173294548046968,0.0223904233465445,0.141229696338441,0.914291065207661,0.914291065207661,0.659357575616787
"consensus_tme","T cell gamma delta","Dys-CIM",11,0.108622392170843,0.124877505167848,-0.0576283273638028,0.0885371978783277,-0.166250719534645,0.117303113653069,0.00509932237899739,0.00834434571108664,-1.27753191157254
"consensus_tme","T cell regulatory (Tregs)","Fun-CIM",25,-0.029042668422956,0.13163201107847,0.00563219589419004,0.171859175552181,0.034674864317146,0.148691507959238,0.45121347001298,0.580131604302403,0.785489151202829
"consensus_tme","T cell regulatory (Tregs)","Dys-CIM",11,0.150646543180562,0.136993527522454,-0.0234161105558643,0.0862391867293173,-0.174062653736426,0.124635779566702,0.00509932237899739,0.00834434571108664,-1.35774163146156
"consensus_tme","cytotoxicity score","Fun-CIM",25,-0.127709777736029,0.117378511233422,-0.098229790090551,0.179770804229673,0.0294799876454782,0.149792397986815,0.628155653709986,0.706675110423735,0.732150299142672
