Category,gene,METABRIC_OS_HR,METABRIC_OS_CI_lower,METABRIC_OS_CI_upper,METABRIC_OS_p_value,METABRIC_OS_p_adj_BH,SCANB_OS_HR,SCANB_OS_CI_lower,SCANB_OS_CI_upper,SCANB_OS_p_value,SCANB_OS_p_adj_BH,METABRIC_DSS_HR,METABRIC_DSS_CI_lower,METABRIC_DSS_CI_upper,METABRIC_DSS_p_value,METABRIC_DSS_p_adj_BH,METABRIC_RFI_HR,METABRIC_RFI_CI_lower,METABRIC_RFI_CI_upper,METABRIC_RFI_p_value,METABRIC_RFI_p_adj_BH,SCANB_RFI_HR,SCANB_RFI_CI_lower,SCANB_RFI_CI_upper,SCANB_RFI_p_value,SCANB_RFI_p_adj_BH,SCANB_DRFI_HR,SCANB_DRFI_CI_lower,SCANB_DRFI_CI_upper,SCANB_DRFI_p_value,SCANB_DRFI_p_adj_BH
Fun-CIM,XPC,0.9267,0.8101,1.0602,0.2675,0.4087,0.7365,0.6521,0.8317,8.281E-07,0.00006109,0.9203,0.7991,1.0599,0.249,0.4471,0.9817,0.8584,1.1226,0.7867,0.8628,0.7751,0.6796,0.8841,0.0001481,0.002249,0.8104,0.702,0.9355,0.004109,0.01364
Fun-CIM,ZBTB38,0.8393,0.7401,0.9517,0.006308,0.1226,0.9284,0.8239,1.0462,0.223,0.3059,0.8338,0.7304,0.9519,0.007157,0.1687,0.8698,0.7661,0.9875,0.03125,0.1983,0.995,0.8647,1.1449,0.9441,0.9555,0.9782,0.8403,1.1386,0.7756,0.8253
Fun-CIM,ZEB1,0.953,0.8186,1.1093,0.5341,0.6528,0.8161,0.721,0.9238,0.001307,0.005991,0.9457,0.8067,1.1086,0.491,0.6695,1.0002,0.8629,1.1594,0.9979,0.9999,0.9831,0.8562,1.129,0.8096,0.8671,1.0351,0.889,1.2053,0.6567,0.7366
Fun-CIM,ZMAT3,1.0059,0.8804,1.1492,0.9316,0.9687,0.9397,0.8304,1.0635,0.3246,0.421,1.0134,0.879,1.1684,0.8545,0.9105,1.0073,0.8787,1.1547,0.9168,0.9635,1.0633,0.9248,1.2227,0.3887,0.5002,1.0263,0.8813,1.1951,0.7384,0.8064
Dys-CIM,ADRM1,1.1172,0.977,1.2774,0.1052,0.263,1.2666,1.0832,1.4811,0.003067,0.0099,1.1186,0.9708,1.2888,0.1211,0.312,1.0695,0.9327,1.2263,0.3361,0.7843,1.0722,0.9041,1.2716,0.423,0.7508,1.0795,0.8949,1.3023,0.424,0.7859
Dys-CIM,ALKBH2,1.1322,0.9852,1.3012,0.08006,0.2335,1.0903,0.9662,1.2305,0.1608,0.2039,1.1461,0.9912,1.3252,0.06561,0.2524,1.1343,0.9878,1.3025,0.07416,0.3708,0.9708,0.8454,1.1148,0.6744,0.8197,0.9901,0.8512,1.1515,0.8968,0.9735
Dys-CIM,ATAD3A,1.1437,0.9979,1.3108,0.05368,0.2042,1.3248,1.1311,1.5516,0.0004868,0.002594,1.1638,1.0083,1.3433,0.03817,0.2014,1.1622,1.0113,1.3356,0.0341,0.2387,1.095,0.9247,1.2966,0.2926,0.7077,1.1127,0.924,1.34,0.26,0.6837
Dys-CIM,AUNIP,1.1384,0.987,1.313,0.07514,0.2287,1.1381,0.9975,1.2986,0.05458,0.08074,1.1472,0.9877,1.3324,0.07212,0.2524,1.1041,0.9575,1.273,0.173,0.5296,1.0638,0.9182,1.2325,0.41,0.7508,1.035,0.881,1.216,0.6754,0.9735
Dys-CIM,BAD,1.0498,0.9186,1.1997,0.4758,0.623,1.161,0.9993,1.3488,0.05112,0.07722,1.0223,0.8882,1.1767,0.7583,0.8851,1.0283,0.9004,1.1743,0.6808,0.8708,0.9621,0.8233,1.1242,0.6265,0.8088,0.99,0.8317,1.1784,0.9098,0.9735
Dys-CIM,BANF1,1.1426,1.007,1.2966,0.03867,0.1666,1.2522,1.1094,1.4134,0.0002718,0.002145,1.1327,0.9909,1.2948,0.06786,0.2524,1.1233,0.9888,1.2761,0.07393,0.3708,1.1044,0.961,1.2692,0.1617,0.6224,1.1213,0.9633,1.3051,0.1395,0.647
Dys-CIM,BNIP3,1.0512,0.9203,1.2007,0.462,0.623,1.2098,1.0811,1.3537,0.0009016,0.003511,1.0686,0.9284,1.2299,0.3551,0.6206,1.0462,0.9153,1.1959,0.5078,0.8266,1.1106,0.9791,1.2598,0.1029,0.4869,1.1199,0.9772,1.2836,0.1035,0.647
Dys-CIM,C1QBP,0.9833,0.8552,1.1305,0.8126,0.8939,0.97,0.856,1.0992,0.6332,0.6812,0.9946,0.8587,1.1519,0.9421,0.9613,0.9994,0.8691,1.1491,0.993,0.993,0.9952,0.8683,1.1407,0.9449,0.9627,0.9028,0.7752,1.0514,0.1885,0.647
Dys-CIM,CDC45,1.1501,0.9881,1.3385,0.07093,0.2257,1.2365,1.0673,1.4324,0.004681,0.01445,1.1424,0.9736,1.3405,0.1027,0.2874,1.0597,0.9121,1.2312,0.4483,0.8118,1.1985,1.0201,1.408,0.02768,0.3905,1.1382,0.9551,1.3565,0.1481,0.647
Dys-CIM,CDCA5,1.2838,1.0946,1.5056,0.002131,0.02486,1.3465,1.1606,1.5623,0.00008717,0.001238,1.2944,1.0945,1.5308,0.002576,0.03005,1.1938,1.0217,1.3949,0.02574,0.2002,1.1844,1.0058,1.3948,0.04245,0.3905,1.1137,0.9317,1.3312,0.2369,0.647
Dys-CIM,CHCHD2,0.9105,0.7943,1.0436,0.1779,0.3891,1.1816,1.0501,1.3296,0.005585,0.01525,0.9304,0.8063,1.0737,0.3238,0.6083,0.9416,0.8205,1.0806,0.3918,0.7904,1.0628,0.9259,1.22,0.3868,0.7508,1.1,0.9466,1.2783,0.2135,0.647
Dys-CIM,COPS5,1.08,0.945,1.2343,0.2587,0.4728,1.0693,0.9498,1.2038,0.268,0.3225,1.059,0.9185,1.2209,0.4299,0.6428,1.0527,0.9204,1.204,0.4538,0.8118,0.9828,0.855,1.1296,0.8068,0.8752,0.9785,0.8399,1.1401,0.7805,0.9735
Dys-CIM,COX5A,1.094,0.9541,1.2543,0.1981,0.4202,1.1399,1.0088,1.288,0.03571,0.05762,1.0835,0.9378,1.2519,0.2763,0.5681,1.045,0.9111,1.1986,0.5292,0.8388,1.0315,0.8981,1.1848,0.6607,0.8197,1.0269,0.8816,1.1962,0.7327,0.9735
Dys-CIM,COX5B,1.0235,0.8997,1.1643,0.7241,0.8176,1.2521,1.0867,1.4427,0.001873,0.006331,1.0175,0.8863,1.168,0.8055,0.8967,1.0118,0.8872,1.1538,0.8611,0.9613,1.0572,0.9076,1.2315,0.4749,0.7613,1.126,0.9491,1.3358,0.1737,0.647
Dys-CIM,COX6B1,1.0503,0.9165,1.2036,0.4804,0.623,1.3789,1.2086,1.5732,0.000001776,0.00008078,1.0262,0.8887,1.1849,0.7245,0.8745,1.0153,0.8856,1.164,0.8279,0.9501,1.0588,0.907,1.2358,0.4693,0.7613,1.0704,0.903,1.2689,0.4332,0.7859
Dys-CIM,COX8A,1.1979,1.0485,1.3686,0.007873,0.06889,1.2838,1.1142,1.4792,0.000548,0.002594,1.1913,1.0357,1.3702,0.01422,0.1244,1.2106,1.0595,1.3832,0.004956,0.1607,1.0665,0.911,1.2485,0.4236,0.7508,1.0774,0.9067,1.2802,0.3972,0.7859
Dys-CIM,DCTPP1,1.0074,0.8795,1.1539,0.9152,0.9284,1.0891,0.9647,1.2295,0.1678,0.2091,1.0179,0.8828,1.1737,0.807,0.8967,1.0292,0.8994,1.1777,0.676,0.8708,0.9305,0.8128,1.0654,0.2971,0.7077,0.9806,0.8457,1.1371,0.7954,0.9735
Dys-CIM,EIF2S2,1.1292,0.9924,1.2849,0.06505,0.2168,1.188,1.0444,1.3514,0.008779,0.01948,1.1276,0.9842,1.2918,0.08349,0.2607,1.0936,0.96,1.2458,0.1783,0.5296,1.0666,0.922,1.2338,0.3859,0.7508,1.0587,0.9014,1.2434,0.4871,0.7859
Dys-CIM,EIF5A,0.9425,0.8172,1.087,0.4159,0.6227,1.2607,1.0996,1.4454,0.000896,0.003511,0.9358,0.8061,1.0865,0.3837,0.6395,0.9031,0.7821,1.0429,0.1653,0.5296,1.0181,0.8769,1.1821,0.8135,0.8752,0.9987,0.8478,1.1765,0.9874,0.9874
Dys-CIM,ENY2,1.0855,0.9458,1.2457,0.2433,0.4728,1.1262,0.9899,1.2813,0.07086,0.1006,1.0833,0.9358,1.254,0.2841,0.5681,1.0505,0.9143,1.207,0.4871,0.8118,1.0691,0.9223,1.2391,0.3753,0.7508,1.0249,0.8709,1.2061,0.7674,0.9735
Dys-CIM,EXOSC4,1.1521,1.0113,1.3125,0.03323,0.1649,1.3353,1.1447,1.5577,0.0002345,0.002081,1.165,1.0145,1.3378,0.03049,0.2014,1.1372,0.9984,1.2954,0.0529,0.3366,1.1091,0.9382,1.3112,0.2252,0.6663,1.1302,0.9398,1.3592,0.1935,0.647
Dys-CIM,EXOSC5,1.0135,0.8813,1.1656,0.8504,0.9159,1.2277,1.0553,1.4282,0.007883,0.01886,1.0118,0.8746,1.1705,0.8751,0.9282,1.0342,0.8997,1.1888,0.6361,0.8641,0.9564,0.8148,1.1227,0.5861,0.8088,0.9935,0.8304,1.1888,0.9436,0.9852
Dys-CIM,FADD,0.9847,0.8643,1.1219,0.8173,0.8939,1.0739,0.9564,1.2058,0.2279,0.2789,0.9928,0.8658,1.1385,0.9179,0.959,1.0015,0.8771,1.1435,0.9826,0.993,1.1313,0.9946,1.2868,0.0605,0.3905,1.1314,0.9836,1.3014,0.08382,0.647
Dys-CIM,FEN1,1.171,1.0203,1.344,0.02471,0.1572,1.1632,1.0261,1.3186,0.01813,0.03219,1.1721,1.0136,1.3554,0.03213,0.2014,1.1417,0.9912,1.315,0.06606,0.3708,1.0586,0.9179,1.2209,0.4336,0.7508,1.0149,0.8669,1.1881,0.854,0.9735
Dys-CIM,GINS2,1.0768,0.939,1.2349,0.2896,0.4728,1.0614,0.934,1.2062,0.3611,0.4273,1.0604,0.9182,1.2246,0.4249,0.6428,1.0593,0.9246,1.2137,0.4065,0.7904,1.1139,0.9658,1.2847,0.1383,0.5777,1.1,0.9394,1.2881,0.2366,0.647
Dys-CIM,H2AX,1.1627,1.0104,1.3379,0.03534,0.1649,NA,NA,NA,NA,NA,1.1949,1.0301,1.3861,0.01871,0.1455,1.1877,1.0308,1.3685,0.01734,0.1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dys-CIM,HMGA1,1.1578,1.0064,1.3319,0.04045,0.1666,1.3668,1.1893,1.5709,0.00001069,0.0002529,1.1682,1.0076,1.3545,0.03942,0.2014,1.1053,0.9589,1.2741,0.1672,0.5296,1.0859,0.9309,1.2667,0.2941,0.7077,1.0621,0.8979,1.2564,0.4818,0.7859
Dys-CIM,HMGB3,1.3243,1.158,1.5145,0.00004096,0.002867,1.1101,0.9798,1.2578,0.1012,0.1306,1.3146,1.1422,1.513,0.0001368,0.009576,1.2443,1.0871,1.4244,0.001521,0.1065,1.1806,1.0194,1.3672,0.02663,0.3905,1.1099,0.9444,1.3044,0.2058,0.647
Dys-CIM,HPRT1,0.9082,0.791,1.0427,0.1718,0.388,1.0002,0.8821,1.1342,0.9972,0.9972,0.9025,0.7809,1.043,0.1646,0.3972,0.892,0.7772,1.0239,0.1043,0.4055,0.9977,0.8664,1.1489,0.9748,0.9748,0.9047,0.774,1.0576,0.2086,0.647
Dys-CIM,HRAS,1.1307,0.9925,1.2882,0.06473,0.2168,1.2238,1.0571,1.4167,0.006856,0.01803,1.1351,0.9891,1.3026,0.07128,0.2524,1.0933,0.9584,1.2473,0.1844,0.5296,1.0765,0.9142,1.2677,0.3768,0.7508,1.0665,0.8922,1.275,0.4795,0.7859
Dys-CIM,HSPE1,NA,NA,NA,NA,NA,1.1646,1.0284,1.3187,0.01632,0.03049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0524,0.9126,1.2136,0.4825,0.7613,0.9899,0.8454,1.1592,0.8998,0.9735
Dys-CIM,LSM4,1.0321,0.9046,1.1776,0.6386,0.7441,1.1897,1.0201,1.3874,0.02684,0.04536,1.0211,0.8886,1.1734,0.7687,0.8851,1.028,0.9,1.1742,0.6842,0.8708,1.0439,0.8862,1.2297,0.6069,0.8088,1.0358,0.8665,1.2382,0.6992,0.9735
Dys-CIM,MCM4,1.0858,0.9467,1.2453,0.2392,0.4728,1.1613,1.0244,1.3165,0.01949,0.03375,1.0873,0.9401,1.2576,0.2593,0.5501,1.0639,0.9262,1.2221,0.3811,0.7904,1.131,0.9803,1.3048,0.09154,0.477,1.0755,0.9189,1.2587,0.3647,0.7859
Dys-CIM,MGMT,0.9989,0.8741,1.1415,0.9868,0.9868,0.9766,0.8569,1.113,0.7225,0.7657,1,0.8689,1.1508,0.9995,0.9995,1.0235,0.8942,1.1715,0.7361,0.908,0.9704,0.8315,1.1325,0.7027,0.8197,1.0127,0.8521,1.2037,0.8857,0.9735
Dys-CIM,MRGBP,1.2631,1.1043,1.4448,0.000658,0.01535,1.1383,1.0048,1.2895,0.0418,0.06452,1.2649,1.0978,1.4573,0.001148,0.03005,1.2062,1.0528,1.3818,0.006887,0.1607,1.0371,0.8965,1.1996,0.6244,0.8088,1.0357,0.8824,1.2155,0.6679,0.9735
Dys-CIM,NDUFS6,NA,NA,NA,NA,NA,1.2078,1.0452,1.3957,0.01049,0.02082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1116,0.9475,1.3041,0.1941,0.6224,1.1488,0.9629,1.3705,0.1235,0.647
Dys-CIM,NHP2,1.0629,0.9328,1.2111,0.3597,0.5723,1.2048,1.0568,1.3736,0.005346,0.01518,1.0428,0.9094,1.1957,0.5484,0.7242,1.0311,0.9065,1.1727,0.6412,0.8641,0.9726,0.8408,1.1251,0.7088,0.8197,1.0155,0.8654,1.1917,0.8502,0.9735
Dys-CIM,NPM1,0.9432,0.8187,1.0866,0.4181,0.6227,1.0159,0.8984,1.1487,0.8018,0.8372,0.964,0.8319,1.1171,0.626,0.7855,0.9605,0.8347,1.1051,0.5732,0.8536,1.0602,0.9234,1.2173,0.4071,0.7508,1.0091,0.8669,1.1745,0.9072,0.9735
Dys-CIM,NTHL1,1.1154,0.9801,1.2694,0.09774,0.2624,1.1468,0.9953,1.3213,0.05805,0.08412,1.1217,0.9788,1.2854,0.09866,0.2874,1.1038,0.9705,1.2554,0.1328,0.4891,1.0448,0.8891,1.2277,0.5946,0.8088,1.0731,0.898,1.2823,0.4374,0.7859
Dys-CIM,PEX10,0.9502,0.8328,1.0841,0.4477,0.623,1.1246,0.9791,1.2917,0.09662,0.1293,0.9551,0.8318,1.0967,0.5149,0.6931,0.9973,0.8759,1.1355,0.9676,0.993,0.9951,0.855,1.1581,0.9491,0.9627,1.0124,0.857,1.196,0.8846,0.9735
Dys-CIM,PHB2,0.9528,0.8262,1.0987,0.506,0.644,1.1396,1.0145,1.2801,0.02767,0.04568,0.949,0.8181,1.101,0.49,0.6823,0.9569,0.831,1.1018,0.5401,0.8388,1.0274,0.8994,1.1737,0.6902,0.8197,1.0204,0.8811,1.1817,0.7875,0.9735
Dys-CIM,PLK1,1.0805,0.936,1.2473,0.2904,0.4728,1.3178,1.1327,1.5332,0.0003522,0.002274,1.0549,0.9066,1.2274,0.4893,0.6823,1.0246,0.8865,1.1842,0.7418,0.908,1.1492,0.9766,1.3524,0.09405,0.477,1.1277,0.944,1.3472,0.1852,0.647
Dys-CIM,POLD2,1.124,0.9774,1.2925,0.1012,0.2624,1.2567,1.104,1.4304,0.0005457,0.002594,1.1215,0.9688,1.2983,0.1248,0.312,1.1299,0.9839,1.2977,0.08372,0.3784,1.1287,0.9711,1.3119,0.1145,0.5082,1.1275,0.9565,1.3291,0.1526,0.647
Dys-CIM,POLR2I,1.0355,0.9028,1.1878,0.6182,0.7335,1.3038,1.1257,1.5101,0.0004012,0.002374,1.055,0.9129,1.2191,0.4683,0.6823,1.0424,0.9094,1.1948,0.5512,0.8388,1.0606,0.9038,1.2446,0.4709,0.7613,1.0805,0.906,1.2888,0.3889,0.7859
Dys-CIM,PPIA,1.0113,0.882,1.1595,0.8721,0.9217,1.1066,0.9814,1.2478,0.0983,0.1293,1.0212,0.8865,1.1764,0.7713,0.8851,0.9895,0.8638,1.1334,0.8789,0.9613,1.0851,0.9461,1.2444,0.243,0.69,1.028,0.8829,1.1969,0.722,0.9735
Dys-CIM,PRDX2,1.0414,0.9098,1.192,0.5563,0.6812,1.121,0.9808,1.2812,0.09381,0.1281,1.0126,0.8795,1.1658,0.862,0.9282,1.0503,0.9177,1.2021,0.4762,0.8118,1.0138,0.8718,1.1788,0.8588,0.8967,0.9903,0.8408,1.1663,0.9067,0.9735
Dys-CIM,PRDX5,1.1928,1.0351,1.3744,0.01479,0.1035,1.2837,1.1071,1.4885,0.0009395,0.003511,1.1484,0.9897,1.3324,0.06817,0.2524,1.1286,0.9805,1.299,0.0919,0.3784,1.0761,0.9125,1.269,0.3835,0.7508,1.0938,0.913,1.3105,0.3308,0.7859
Dys-CIM,PSMA2,0.9126,0.7877,1.0573,0.223,0.4592,1.0538,0.9276,1.1972,0.4209,0.4899,0.929,0.7972,1.0827,0.346,0.6206,0.9487,0.82,1.0976,0.4788,0.8118,1.0412,0.9007,1.2036,0.5852,0.8088,0.9986,0.8499,1.1734,0.9867,0.9874
Dys-CIM,PSMA5,1.0519,0.9188,1.2042,0.4638,0.623,1.0319,0.9086,1.1719,0.629,0.6812,1.0362,0.8996,1.1936,0.622,0.7855,1.0076,0.8805,1.1532,0.9122,0.9692,0.951,0.8205,1.1022,0.5043,0.7784,0.9429,0.8021,1.1085,0.4764,0.7859
Dys-CIM,PSMA7,1.0722,0.9432,1.2188,0.2865,0.4728,1.2405,1.0919,1.4094,0.0009324,0.003511,1.0565,0.9212,1.2117,0.4316,0.6428,1.0116,0.8837,1.1581,0.8671,0.9613,1.0443,0.9027,1.2081,0.5599,0.8088,1.0598,0.9034,1.2433,0.4759,0.7859
Dys-CIM,PSMB4,0.9904,0.8677,1.1303,0.8858,0.9217,1.1795,1.044,1.3325,0.008018,0.01886,0.9867,0.858,1.1348,0.8516,0.9282,1.0075,0.88,1.1535,0.9138,0.9692,1.0932,0.9556,1.2505,0.1943,0.6224,1.0773,0.9287,1.2498,0.3255,0.7859
Dys-CIM,PSMB7,1.0967,0.9607,1.2518,0.1718,0.388,1.1611,1.0283,1.3111,0.01596,0.03049,1.0926,0.9494,1.2575,0.2168,0.5058,1.0934,0.957,1.2492,0.1891,0.5296,0.974,0.8486,1.1179,0.7078,0.8197,1.0304,0.8878,1.1958,0.6937,0.9735
Dys-CIM,PSMC3,1.1584,1.0126,1.3253,0.03221,0.1649,1.2545,1.114,1.4126,0.0001824,0.00185,1.1579,1.0065,1.3321,0.04029,0.2014,1.0905,0.951,1.2504,0.2147,0.5779,1.1621,1.0166,1.3285,0.02777,0.3905,1.1602,1.0022,1.3432,0.04671,0.647
Dys-CIM,PSMD8,1.1707,1.0146,1.3509,0.03091,0.1649,1.3472,1.1906,1.5243,0.000002275,0.00008078,1.1422,0.9835,1.3266,0.08157,0.2607,1.0747,0.9291,1.2432,0.3318,0.7843,1.165,1.0062,1.3489,0.04108,0.3905,1.1413,0.9704,1.3423,0.1104,0.647
Dys-CIM,PYCR1,1.2958,1.1244,1.4933,0.0003443,0.01205,1.306,1.1476,1.4863,0.00005181,0.0009197,1.2734,1.0979,1.4769,0.001397,0.03005,1.1898,1.0361,1.3663,0.01377,0.1734,1.1516,0.995,1.3328,0.05843,0.3905,1.1929,1.0166,1.3997,0.03059,0.647
Dys-CIM,RAD51,1.11,0.9669,1.2742,0.1384,0.3341,1.1974,1.0442,1.373,0.00991,0.02082,1.146,0.9933,1.3222,0.0617,0.2524,1.0669,0.9255,1.2299,0.3717,0.7904,1.1422,0.9784,1.3334,0.09238,0.477,1.1234,0.9478,1.3315,0.1798,0.647
Dys-CIM,RAD51C,1.0409,0.9083,1.1928,0.5644,0.6812,0.8625,0.7634,0.9745,0.01754,0.03193,1.0354,0.8981,1.1936,0.6322,0.7855,1.0326,0.902,1.1821,0.6419,0.8641,0.9094,0.7922,1.0439,0.1773,0.6224,0.8478,0.7279,0.9874,0.03374,0.647
Dys-CIM,RAD54B,1.0506,0.9159,1.2051,0.4806,0.623,1.0402,0.9175,1.1794,0.538,0.6046,1.0607,0.9185,1.225,0.4221,0.6428,1.0346,0.9016,1.1871,0.6283,0.8641,1.0261,0.8932,1.1788,0.7158,0.8197,1.004,0.8621,1.1694,0.9589,0.9867
Dys-CIM,RBM4,1.009,0.8828,1.1533,0.8954,0.9217,1.0369,0.9222,1.1658,0.545,0.6046,0.9953,0.8658,1.1442,0.9475,0.9613,0.994,0.8705,1.1351,0.9293,0.9709,1.0948,0.9595,1.2491,0.1784,0.6224,1.0627,0.9176,1.2306,0.4168,0.7859
Dys-CIM,RNASEH2A,1.0786,0.942,1.2349,0.2734,0.4728,1.239,1.0874,1.4119,0.001296,0.004601,1.0733,0.9314,1.2368,0.3282,0.6083,1.0344,0.9028,1.1852,0.626,0.8641,1.0209,0.8774,1.188,0.7887,0.875,1.0087,0.8545,1.1907,0.9186,0.9735
Dys-CIM,ROMO1,1.2209,1.0664,1.3978,0.003838,0.03838,1.2222,1.0532,1.4183,0.008236,0.01886,1.1991,1.0422,1.3795,0.01116,0.1116,1.1847,1.0344,1.3569,0.01432,0.1734,1.0972,0.9323,1.2912,0.2644,0.7077,1.1299,0.9428,1.354,0.1861,0.647
Dys-CIM,RPA3,1.0329,0.8987,1.1872,0.6484,0.7441,0.9967,0.88,1.1289,0.959,0.9845,1.0654,0.9194,1.2344,0.3995,0.6428,1.0574,0.9191,1.2164,0.4353,0.8118,0.8686,0.7543,1.0002,0.05028,0.3905,0.876,0.7502,1.0229,0.09417,0.647
Dys-CIM,RRP9,1.0526,0.9204,1.2037,0.4544,0.623,1.1624,1.0094,1.3386,0.03665,0.05783,1.0346,0.8972,1.1931,0.6396,0.7855,1.0197,0.8866,1.1726,0.785,0.9158,0.924,0.7935,1.076,0.309,0.7077,0.9021,0.7651,1.0637,0.2203,0.647
Dys-CIM,RUVBL2,1.1204,0.9783,1.2832,0.1004,0.2624,1.2435,1.0679,1.448,0.005012,0.01483,1.0888,0.9448,1.2547,0.2399,0.5249,1.064,0.9306,1.2165,0.3639,0.7904,1.0468,0.8863,1.2364,0.5902,0.8088,1.0826,0.8994,1.3031,0.4015,0.7859
Dys-CIM,SGTA,1.2428,1.0906,1.4164,0.001114,0.01656,1.231,1.0497,1.4436,0.01056,0.02082,1.2384,1.0793,1.4209,0.002303,0.03005,1.1753,1.03,1.3411,0.01641,0.1734,1.0298,0.8694,1.2198,0.7338,0.827,1.0385,0.8614,1.2519,0.6921,0.9735
Dys-CIM,STAP2,1.1406,0.997,1.305,0.05543,0.2042,1.272,1.1154,1.4506,0.0003321,0.002274,1.1236,0.9744,1.2957,0.1089,0.2932,1.1237,0.9832,1.2842,0.08705,0.3784,1.1588,1,1.3429,0.05001,0.3905,1.1734,0.9981,1.3794,0.05277,0.647
Dys-CIM,TBC1D7,1.2588,1.0953,1.4466,0.001183,0.01656,1.1779,1.0395,1.3348,0.01027,0.02082,1.2551,1.0842,1.453,0.002345,0.03005,1.1757,1.0232,1.3509,0.0224,0.196,1.1593,1.0142,1.3252,0.03032,0.3905,1.1401,0.9835,1.3217,0.08201,0.647
Dys-CIM,TRIP13,1.0836,0.9351,1.2556,0.2856,0.4728,1.2054,1.052,1.3813,0.007162,0.01816,1.0799,0.9251,1.2605,0.3302,0.6083,1.0213,0.8807,1.1842,0.7807,0.9158,1.103,0.9489,1.2822,0.2016,0.6224,1.0609,0.8989,1.2522,0.4843,0.7859
Dys-CIM,TXN,1.0771,0.9388,1.2356,0.2894,0.4728,1.0411,0.9169,1.1822,0.5342,0.6046,1.0922,0.9438,1.264,0.2364,0.5249,1.0742,0.9361,1.2327,0.308,0.7843,0.9855,0.8541,1.1372,0.8419,0.8922,0.9378,0.8005,1.0987,0.4268,0.7859
Dys-CIM,UBE2V2,1.06,0.9243,1.2157,0.4041,0.6227,0.9976,0.8778,1.1338,0.9707,0.9845,1.0694,0.9253,1.2359,0.3635,0.6206,1.061,0.925,1.217,0.3978,0.7904,1.0769,0.9341,1.2414,0.3073,0.7077,1.0165,0.8683,1.1901,0.8383,0.9735
Dys-CIM,VPS72,0.9585,0.8387,1.0953,0.5333,0.6666,1.1124,0.9842,1.2573,0.08809,0.1226,0.9525,0.8276,1.0962,0.4971,0.6823,0.978,0.8518,1.1229,0.7523,0.908,1.044,0.9096,1.1983,0.5401,0.8088,1.0357,0.8899,1.2055,0.6501,0.9735
Dys-CIM,YIF1A,1.194,1.0392,1.3719,0.0123,0.09566,1.3249,1.1444,1.5339,0.0001668,0.00185,1.1365,0.9822,1.315,0.08565,0.2607,1.0712,0.9323,1.2309,0.3318,0.7843,1.2106,1.0219,1.4341,0.02705,0.3905,1.194,0.992,1.4372,0.06076,0.647
