gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis,in_expression_matrix
FRZB,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.4595164079572e-4,7.8208708574271e-4,0.486,0.486,1.1171639887141e-4,7.8208708574271e-4,0.486,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FSD2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0177030853999454,0.0165362360118257,0.326,0.326,0.00598528542440609,0.0165362360118257,0.326,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FXR1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0017222013906488,0.00476303392222358,0.466,-0.466,3.4449616418598e-4,0.00476303392222358,0.466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FXYD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0037237429200150398,0.00354525038953932,0.407,0.407,8.1384678753575e-4,0.00354525038953932,0.407,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FYB1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.80144311377401e-5,2.21332240545807e-5,0.563,0.563,5.76575836269975e-7,2.21332240545807e-5,0.563,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FZD4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.3475174492711e-4,2.791952364362e-4,0.536,0.536,2.63391732486988e-5,2.791952364362e-4,0.536,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GABARAPL1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.7060745012996e-4,1.5717080847339e-4,0.488,0.488,1.08240273759981e-5,1.5717080847339e-4,0.488,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GABPB1-AS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.007161617402011,0.00984987514500478,0.377,0.377,0.00309434756913829,0.00984987514500478,0.377,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GABPB2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.2635871704839e-4,9.9510816127552e-4,0.471,0.471,1.5270842223347e-4,9.9510816127552e-4,0.471,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GABRB2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0119908140449457,0.0124651993446007,0.35,0.35,0.00420518288294715,0.0124651993446007,0.35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GADD45B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0087373539978725,0.00904636578796626,0.366,0.366,0.00278787373339841,0.00904636578796626,0.366,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GADD45G,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00167118210356308,0.00116708747340145,0.428,0.428,1.8607338019325e-4,0.00116708747340145,0.428,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GAL3ST4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.3050989163497e-4,2.2362388658239e-4,0.495,0.495,1.94088656279058e-5,2.2362388658239e-4,0.495,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GALK1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.6605745392157e-4,8.4797958544825e-4,0.479,-0.479,2.90659669225974e-5,8.4797958544825e-4,0.479,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GALNT15,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.015327001807024501,0.0166761448265473,0.337,0.337,0.00605690165869877,0.0166761448265473,0.337,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GAPT,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0190127995418419,0.018263501206086,0.324,0.324,0.00668513063015223,0.018263501206086,0.324,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GARIN1A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00496581656222743,0.00354404078395295,0.38,0.38,8.0799671961191e-4,0.00354404078395295,0.38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GBA2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0180141401118178,0.0185321123071421,0.328,0.328,0.00680093555422479,0.0185321123071421,0.328,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GBP5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00163096423855443,9.7699257163645e-4,0.411,0.411,1.4860370872205e-4,9.7699257163645e-4,0.411,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GCAT,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.2222585427024e-4,7.2117964934147e-4,0.468,-0.468,2.19902388849842e-5,7.2117964934147e-4,0.468,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GCDH,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00520279260386785,0.00610241426341809,0.42,-0.42,4.9734207871784e-4,0.00610241426341809,0.42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GCH1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.2031180645524e-4,0.00291191954126928,0.466,0.466,6.1901182701196e-4,0.00291191954126928,0.466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GCNT4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.7228138257917e-5,1.0062180408467e-4,0.552,0.552,5.50572135557677e-6,1.0062180408467e-4,0.552,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GCSH,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,0.00106000440620358,0.484,-0.484,4.06668357096971e-5,0.00106000440620358,0.484,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GDF10,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00484753620776147,0.00613882522258648,0.397,0.397,0.00166404633392124,0.00613882522258648,0.397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GDF5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.3654181403157e-4,0.00155585099797741,0.476,0.476,2.7408924222973e-4,0.00155585099797741,0.476,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GDF6,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00545165614599906,0.00428470880588261,0.383,0.383,0.00106444023793939,0.00428470880588261,0.383,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GDI2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.89449365881537e-5,5.6958957757715e-4,0.572,-0.572,1.50457624265663e-5,5.6958957757715e-4,0.572,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GFI1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.5225776629512e-4,4.3426236071412e-4,0.491,0.491,4.91617766846184e-5,4.3426236071412e-4,0.491,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GFRA2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0100365074807282,0.0124651993446007,0.361,0.361,0.00420654626402222,0.0124651993446007,0.361,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GFUS,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.7275035952679e-4,2.1419459720622e-4,0.517,-0.517,3.30048278713991e-6,2.1419459720622e-4,0.517,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GIMAP6,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.96233512524479e-5,2.87360785913658e-5,0.507,0.507,8.85577264765362e-7,2.87360785913658e-5,0.507,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GIPC1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.3904993102142e-4,2.4353791467447e-4,0.473,-0.473,4.08241691390389e-6,2.4353791467447e-4,0.473,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GIPC2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.17799561244739e-5,1.25274297215094e-5,0.616,0.616,1.93032722123887e-7,1.25274297215094e-5,0.616,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GJD4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.010618450324290001,0.0118908263518969,0.357,0.357,0.00393743400897718,0.0118908263518969,0.357,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GLIPR2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00805614846391744,0.0100518569794032,0.371,0.371,0.00317044419822057,0.0100518569794032,0.371,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GLO1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00810220846701,0.00733637537270798,0.377,-0.377,6.4366312232249e-4,0.00733637537270798,0.377,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GLRX,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00911106224703788,0.00836409769353969,0.362,0.362,0.00252501062446481,0.00836409769353969,0.362,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GLRX3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.35991918810916e-5,5.13162859375334e-5,0.556,-0.556,3.09498415338107e-7,5.13162859375334e-5,0.556,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GLT8D2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00114243003112949,6.9615397622577e-4,0.43,0.43,9.23826974739863e-5,6.9615397622577e-4,0.43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GMPS,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.04587624108286e-6,3.5273317771559e-4,0.592,-0.592,6.95106911612968e-6,3.5273317771559e-4,0.592,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GNAL,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00686398710859429,0.00484086613533505,0.364,0.364,0.00124675137259101,0.00484086613533505,0.364,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GNB3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.2275637180391e-4,1.5717080847339e-4,0.512,0.512,1.07918440885829e-5,1.5717080847339e-4,0.512,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GNGT2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.1806618798367e-4,6.70965629004366e-5,0.523,0.523,3.11469671092038e-6,6.70965629004366e-5,0.523,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GNLY,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00585261256730528,0.00459521035240428,0.379,0.379,0.00116758803922725,0.00459521035240428,0.379,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GNRH1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00958671743185444,0.00757058148386222,0.354,0.354,0.0022116572951283,0.00757058148386222,0.354,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GOLGA8B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.5041995041127e-4,6.3476417476002e-4,0.47,0.47,8.12418299142553e-5,6.3476417476002e-4,0.47,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GOLGA8IP,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.5595576514877e-4,5.7177901954047e-4,0.453,0.453,7.10182513474187e-5,5.7177901954047e-4,0.453,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GOLGB1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.1765941213072e-4,4.6136645507057e-4,0.531,0.531,5.2810499888581e-5,4.6136645507057e-4,0.531,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GON4L,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0064484264092223,0.0046018656743139,0.368,0.368,0.00117217333213656,0.0046018656743139,0.368,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GOT2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00620517770584244,0.00681416849309618,0.407,-0.407,5.7645419810922e-4,0.00681416849309618,0.407,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GP1BA,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.5029733252092e-4,7.3893696166833e-4,0.458,0.458,1.0061000224318e-4,7.3893696166833e-4,0.458,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPI,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00562642729005856,0.00483668876523455,0.397,-0.397,3.6249827088149e-4,0.00483668876523455,0.397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPN1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00474583730114889,0.00473535071947492,0.419,-0.419,3.4100481596218e-4,0.00473535071947492,0.419,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPNMB,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.3746368890351e-4,3.4215844793758e-4,0.487,0.487,3.51842177596195e-5,3.4215844793758e-4,0.487,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPR162,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.43306086930224e-6,2.39469017878481e-6,0.594,0.594,1.20487556165274e-8,2.39469017878481e-6,0.594,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPR174,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.5175297918204e-4,7.40994483265279e-5,0.492,0.492,3.58846384977525e-6,7.40994483265279e-5,0.492,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPR18,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0153216103483269,0.0125563396197337,0.33,0.33,0.0042565201604003,0.0125563396197337,0.33,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPR183,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.35899959768137e-5,2.21332240545807e-5,0.547,0.547,5.77691068091257e-7,2.21332240545807e-5,0.547,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPR35,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0011227682341054,6.5640286830091e-4,0.424,0.424,8.52498064805908e-5,6.5640286830091e-4,0.424,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPR45,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00618943861628429,0.00524504299512183,0.379,0.379,0.00138053490154622,0.00524504299512183,0.379,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPR65,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00143115146145593,0.00131966324276593,0.446,0.446,2.200594334946e-4,0.00131966324276593,0.446,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPR83,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0138362276202335,0.0149221927385717,0.343,0.343,0.00529315516009714,0.0149221927385717,0.343,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPRC5C,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0145877672524171,0.014070566137724,0.339,0.339,0.00490699932287292,0.014070566137724,0.339,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPSM2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00218107636251613,0.00400356665876878,0.459,-0.459,2.6570432238298e-4,0.00400356665876878,0.459,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GPX3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.0876592692454e-6,7.24964920669491e-6,0.642,0.642,8.43512643546264e-8,7.24964920669491e-6,0.642,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GRIA3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.85538494102713e-5,1.42593292290802e-5,0.548,0.548,2.54971855155995e-7,1.42593292290802e-5,0.548,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GRIA4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.489049143868e-4,9.1756905178443e-5,0.522,0.522,4.8806526643016e-6,9.1756905178443e-5,0.522,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GRIN2D,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00618943861628429,0.00459500667945293,0.373,0.373,0.00116609131771022,0.00459500667945293,0.373,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GRIN3A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.6032765486034e-4,4.4215469800516e-4,0.445,0.445,5.01942911886367e-5,4.4215469800516e-4,0.445,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GRIP2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00819484267169834,0.010709832093462,0.371,0.371,0.00343859703378136,0.010709832093462,0.371,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GRM2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0117379170374242,0.00891212029880456,0.34,0.34,0.00272688460714995,0.00891212029880456,0.34,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GRN,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00692110781316483,0.00949558476309707,0.379,0.379,0.00295915864787082,0.00949558476309707,0.379,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GRSF1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00149225010762872,0.00606278851989962,0.466,-0.466,4.9169070741104e-4,0.00606278851989962,0.466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GSDMB,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.35899959768137e-5,2.21332240545807e-5,0.546,0.546,5.75154761454139e-7,2.21332240545807e-5,0.546,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GSG1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0169578049427144,0.0169365310193265,0.331,0.331,0.00615680184224573,0.0169365310193265,0.331,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GTF2F2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.40559745336284e-5,9.69126911633449e-5,0.594,-0.594,9.66403741141949e-7,9.69126911633449e-5,0.594,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GTSF1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.5111122660169e-4,4.2329072670226e-4,0.491,0.491,4.72673923943171e-5,4.2329072670226e-4,0.491,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GUSBP11,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.44516587880635e-5,2.30075523312573e-5,0.546,0.546,6.24905921804404e-7,2.30075523312573e-5,0.546,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GYPE,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0138045550869514,0.0124909913838564,0.34,0.34,0.00423043953472116,0.0124909913838564,0.34,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HAAO,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.06078831496635e-5,1.47388995488187e-5,0.53,0.53,2.73457570245378e-7,1.47388995488187e-5,0.53,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HAGHL,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00580075334809733,0.00506989231182079,0.395,-0.395,3.8422768778264e-4,0.00506989231182079,0.395,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HAPLN3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.41175054516381e-5,8.47666582306352e-5,0.585,0.585,4.37161382069942e-6,8.47666582306352e-5,0.585,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HAVCR2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00202715400487675,0.00129846335405089,0.414,0.414,2.15867128758e-4,0.00129846335405089,0.414,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HCAR2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00419595916550695,0.00622773787884146,0.403,0.403,0.0017018566719224,0.00622773787884146,0.403,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HCFC2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.80144311377401e-5,1.88332298743899e-5,0.504,0.504,4.14567953209841e-7,1.88332298743899e-5,0.504,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HCK,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.4461793505798e-4,3.1396300192272e-4,0.517,0.517,3.12975696885229e-5,3.1396300192272e-4,0.517,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HDAC2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00138955971679775,0.00144653831552306,0.469,-0.469,6.48183970452628e-5,0.00144653831552306,0.469,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HDC,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.017514717276638,0.0181083139183663,0.329,0.329,0.00661124291170544,0.0181083139183663,0.329,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HDDC3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0124553501944982,0.0192747940183699,0.378,-0.378,0.00241844113626717,0.0192747940183699,0.378,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HDHD5,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.6716232925027e-4,2.8583878214402e-4,0.503,-0.503,5.03363893083823e-6,2.8583878214402e-4,0.503,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HEBP2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,0.00137308502743353,0.489,-0.489,5.91549209932055e-5,0.00137308502743353,0.489,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HECW2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00668152752179178,0.0046062240816875,0.363,0.363,0.0011747319906442,0.0046062240816875,0.363,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HEPH,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00321503414111779,0.00394071106955196,0.416,0.416,9.4924046518138e-4,0.00394071106955196,0.416,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
