signature,gene,present
Fun-CIM,FGF10,TRUE
Fun-CIM,FGF14,TRUE
Fun-CIM,FGF7,TRUE
Fun-CIM,FLCN,TRUE
Fun-CIM,FLT3,TRUE
Fun-CIM,FLT4,TRUE
Fun-CIM,FNBP4,TRUE
Fun-CIM,FNDC5,TRUE
Fun-CIM,FOLR2,TRUE
Fun-CIM,FOSB,TRUE
Fun-CIM,FREM1,TRUE
Fun-CIM,FRY,TRUE
Fun-CIM,FRZB,TRUE
Fun-CIM,FSD2,TRUE
Fun-CIM,FXYD1,TRUE
Fun-CIM,FYB1,TRUE
Fun-CIM,FZD4,TRUE
Fun-CIM,GABARAPL1,TRUE
Fun-CIM,GABPB1-AS1,TRUE
Fun-CIM,GABPB2,TRUE
Fun-CIM,GABRB2,TRUE
Fun-CIM,GADD45B,TRUE
Fun-CIM,GADD45G,TRUE
Fun-CIM,GAL3ST4,TRUE
Fun-CIM,GALNT15,TRUE
Fun-CIM,GAPT,TRUE
Fun-CIM,GARIN1A,TRUE
Fun-CIM,GBA2,TRUE
Fun-CIM,GBP5,TRUE
Fun-CIM,GCH1,TRUE
Fun-CIM,GCNT4,TRUE
Fun-CIM,GDF10,TRUE
Fun-CIM,GDF5,TRUE
Fun-CIM,GDF6,TRUE
Fun-CIM,GFI1,TRUE
Fun-CIM,GFRA2,TRUE
Fun-CIM,GIMAP6,TRUE
Fun-CIM,GIPC2,TRUE
Fun-CIM,GJD4,TRUE
Fun-CIM,GLIPR2,TRUE
Fun-CIM,GLRX,TRUE
Fun-CIM,GLT8D2,TRUE
Fun-CIM,GNAL,TRUE
Fun-CIM,GNB3,TRUE
Fun-CIM,GNGT2,TRUE
Fun-CIM,GNLY,TRUE
Fun-CIM,GNRH1,TRUE
Fun-CIM,GOLGA8B,TRUE
Fun-CIM,GOLGA8IP,TRUE
Fun-CIM,GOLGB1,TRUE
Fun-CIM,GON4L,TRUE
Fun-CIM,GP1BA,TRUE
Fun-CIM,GPNMB,TRUE
Fun-CIM,GPR162,TRUE
Fun-CIM,GPR174,TRUE
Fun-CIM,GPR18,TRUE
Fun-CIM,GPR183,TRUE
Fun-CIM,GPR35,TRUE
Fun-CIM,GPR45,TRUE
Fun-CIM,GPR65,TRUE
Fun-CIM,GPR83,TRUE
Fun-CIM,GPRC5C,TRUE
Fun-CIM,GPX3,TRUE
Fun-CIM,GRIA3,TRUE
Fun-CIM,GRIA4,TRUE
Fun-CIM,GRIN2D,TRUE
Fun-CIM,GRIN3A,TRUE
Fun-CIM,GRIP2,TRUE
Fun-CIM,GRM2,TRUE
Fun-CIM,GRN,TRUE
Fun-CIM,GSDMB,TRUE
Fun-CIM,GSG1,TRUE
Fun-CIM,GTSF1,TRUE
Fun-CIM,GUSBP11,TRUE
Fun-CIM,GYPE,TRUE
Fun-CIM,HAAO,TRUE
Fun-CIM,HAPLN3,TRUE
Fun-CIM,HAVCR2,TRUE
Fun-CIM,HCAR2,TRUE
Fun-CIM,HCFC2,TRUE
Fun-CIM,HCK,TRUE
Fun-CIM,HDC,TRUE
Fun-CIM,HECW2,TRUE
Fun-CIM,HEPH,TRUE
Fun-CIM,HEXA-AS1,TRUE
Fun-CIM,HEXD,TRUE
Fun-CIM,HFE,TRUE
Fun-CIM,HIGD1B,TRUE
Fun-CIM,HIVEP1,TRUE
Fun-CIM,HLA-C,TRUE
Fun-CIM,HLA-DQB1,TRUE
Fun-CIM,HLA-DQB2,TRUE
Fun-CIM,HLA-E,TRUE
Fun-CIM,HLA-F-AS1,TRUE
Fun-CIM,HMGCS2,TRUE
Fun-CIM,HOXA4,TRUE
Fun-CIM,HOXB-AS1,TRUE
Fun-CIM,HOXC6,TRUE
Fun-CIM,HOXD1,TRUE
Fun-CIM,HPGDS,TRUE
Fun-CIM,HPSE,TRUE
Fun-CIM,HPSE2,TRUE
Fun-CIM,HRH2,TRUE
Fun-CIM,HS3ST2,TRUE
Fun-CIM,HSPA12B,TRUE
Fun-CIM,HTR1F,TRUE
Fun-CIM,HTR2B,TRUE
Fun-CIM,HYAL1,TRUE
Fun-CIM,ID4,TRUE
Fun-CIM,IDO1,TRUE
Fun-CIM,IDO2,TRUE
Fun-CIM,IER5,TRUE
Fun-CIM,IFI30,TRUE
Fun-CIM,IFI44L,TRUE
Fun-CIM,IGFLR1,TRUE
Fun-CIM,IGSF6,TRUE
Fun-CIM,IKZF1,TRUE
Fun-CIM,IKZF3,TRUE
Fun-CIM,IKZF4,TRUE
Fun-CIM,IL10RA,TRUE
Fun-CIM,IL11RA,TRUE
Fun-CIM,IL12B,TRUE
Fun-CIM,IL18BP,TRUE
Fun-CIM,IL1R2,TRUE
Fun-CIM,IL21,TRUE
Fun-CIM,IL23R,TRUE
Fun-CIM,IL3RA,TRUE
Fun-CIM,IL4I1,TRUE
Fun-CIM,IL6,TRUE
Fun-CIM,IL7R,TRUE
Fun-CIM,IMPG2,TRUE
Fun-CIM,INKA2,TRUE
Fun-CIM,INPP5D,TRUE
Fun-CIM,IPCEF1,TRUE
Fun-CIM,IQCN,TRUE
Fun-CIM,IQGAP2,TRUE
Fun-CIM,IRAG2,TRUE
Fun-CIM,IRF1,TRUE
Fun-CIM,IRF4,TRUE
Fun-CIM,IRX4,TRUE
Fun-CIM,ISCU,TRUE
Fun-CIM,ITGA7,TRUE
Fun-CIM,ITGB2-AS1,TRUE
Fun-CIM,ITIH4,TRUE
Fun-CIM,ITIH5,TRUE
Fun-CIM,ITK,TRUE
Fun-CIM,JAM2,TRUE
Fun-CIM,JAML,TRUE
Fun-CIM,JCHAIN,TRUE
Fun-CIM,KALRN,TRUE
Fun-CIM,KBTBD11,TRUE
Fun-CIM,KCNA3,TRUE
Fun-CIM,KCNAB1,TRUE
Fun-CIM,KCNE1,TRUE
Fun-CIM,KCNH4,TRUE
Fun-CIM,KCNIP4,TRUE
Fun-CIM,KCNJ10,TRUE
Fun-CIM,KCNMB2,TRUE
Fun-CIM,KCTD7,TRUE
Fun-CIM,KERA,TRUE
Fun-CIM,KIAA0513,TRUE
Fun-CIM,KIAA1210,TRUE
Fun-CIM,KIAA1755,TRUE
Fun-CIM,KIR2DL1,TRUE
Fun-CIM,KIR2DS4,TRUE
Fun-CIM,KL,TRUE
Fun-CIM,KLHL3,TRUE
Fun-CIM,KLHL6,TRUE
Fun-CIM,KLRD1,TRUE
Fun-CIM,KLRK1,TRUE
Fun-CIM,KMO,TRUE
Fun-CIM,KMT2A,TRUE
Fun-CIM,KRT14,TRUE
Fun-CIM,KRT2,TRUE
Fun-CIM,LAIR1,TRUE
Fun-CIM,LAMP3,TRUE
Fun-CIM,LASP1NB,TRUE
Fun-CIM,LAX1,TRUE
Fun-CIM,LCAT,TRUE
Fun-CIM,LCE5A,TRUE
Fun-CIM,LCP2,TRUE
Fun-CIM,LENG8,TRUE
Fun-CIM,LGALS4,TRUE
Fun-CIM,LGALS9,TRUE
Fun-CIM,LGMN,TRUE
Fun-CIM,LILRA5,TRUE
Fun-CIM,LIMA1,TRUE
Fun-CIM,LINC00299,TRUE
Fun-CIM,LINC00339,TRUE
Fun-CIM,LINC00574,TRUE
Fun-CIM,LINC00582,TRUE
Fun-CIM,LINC00589,TRUE
Fun-CIM,LINC00601,TRUE
Fun-CIM,LINC00649,TRUE
Fun-CIM,LINC00654,TRUE
Fun-CIM,LINC00861,TRUE
Fun-CIM,LINC00862,TRUE
Fun-CIM,LINC00891,TRUE
Fun-CIM,LINC00899,TRUE
Fun-CIM,LINC00924,TRUE
Fun-CIM,LINC00937,TRUE
Fun-CIM,LINC01235,TRUE
Fun-CIM,LINC01546,TRUE
Fun-CIM,LINC02694,TRUE
Fun-CIM,LINC02878,TRUE
Fun-CIM,LINC03122,TRUE
Fun-CIM,LIPC,TRUE
Fun-CIM,LMOD1,TRUE
Fun-CIM,LPAR6,TRUE
Fun-CIM,LPL,TRUE
Fun-CIM,LRGUK,TRUE
Fun-CIM,LRIT3,TRUE
Fun-CIM,LRRC2,TRUE
Fun-CIM,LRRC25,TRUE
Fun-CIM,LRRC37B,TRUE
Fun-CIM,LRRC4B,TRUE
Fun-CIM,LRRN1,TRUE
Fun-CIM,LRRN3,TRUE
Fun-CIM,LTB4R,TRUE
Fun-CIM,LTB4R2,TRUE
Fun-CIM,LTC4S,TRUE
Fun-CIM,LY6G5B,TRUE
Fun-CIM,LY86,TRUE
Fun-CIM,LY9,TRUE
Fun-CIM,LYSMD4,TRUE
Fun-CIM,LYVE1,TRUE
Fun-CIM,LYZ,TRUE
Fun-CIM,LZTS1,TRUE
Fun-CIM,MAB21L3,TRUE
Fun-CIM,MAFB,TRUE
Fun-CIM,MAK,TRUE
Fun-CIM,MAN2B2,TRUE
Fun-CIM,MAOB,TRUE
Fun-CIM,MAP1A,TRUE
Fun-CIM,MAP3K14,TRUE
Fun-CIM,MAP3K20-AS1,TRUE
Fun-CIM,MAP3K6,TRUE
Fun-CIM,MAP6,TRUE
Fun-CIM,MARCHF11,TRUE
Fun-CIM,MARCO,TRUE
Fun-CIM,MASP1,TRUE
Fun-CIM,MBD1,TRUE
Fun-CIM,MBD6,TRUE
Fun-CIM,MDGA1,TRUE
Fun-CIM,MED15,TRUE
Fun-CIM,MEF2B,TRUE
Fun-CIM,MEOX2,TRUE
Fun-CIM,MEP1A,TRUE
Fun-CIM,METTL24,TRUE
Fun-CIM,MIGA2,TRUE
Fun-CIM,MIR3667HG,TRUE
Fun-CIM,MIXL1,TRUE
Fun-CIM,MKNK1-AS1,TRUE
Fun-CIM,MMRN1,TRUE
Fun-CIM,MOB3C,TRUE
Fun-CIM,MOCS1,TRUE
Fun-CIM,MOXD1,TRUE
Fun-CIM,MPEG1,TRUE
Fun-CIM,MPL,TRUE
Fun-CIM,MPO,TRUE
Fun-CIM,MPP4,TRUE
Fun-CIM,MR1,TRUE
Fun-CIM,MRC1,TRUE
Fun-CIM,MRGPRX2,TRUE
Fun-CIM,MRNIP,TRUE
Fun-CIM,MRO,TRUE
Fun-CIM,MRPS31P5,TRUE
Fun-CIM,MS4A1,TRUE
Fun-CIM,MS4A4A,TRUE
Fun-CIM,MSC,TRUE
Fun-CIM,MUC20,TRUE
Fun-CIM,MYBPC3,TRUE
Fun-CIM,MYH11,TRUE
Fun-CIM,MYH3,TRUE
Fun-CIM,MYLIP,TRUE
Fun-CIM,MYO15B,TRUE
Fun-CIM,MYO1H,TRUE
Fun-CIM,MYO3A,TRUE
Fun-CIM,MYOM1,TRUE
Fun-CIM,MYOZ2,TRUE
Fun-CIM,MYRIP,TRUE
Fun-CIM,MZF1,TRUE
Fun-CIM,NAIP,TRUE
Fun-CIM,NAPB,TRUE
Fun-CIM,NATD1,TRUE
Fun-CIM,NBPF1,TRUE
Fun-CIM,NBPF11,TRUE
Fun-CIM,NBPF12,TRUE
Fun-CIM,NCKAP1L,TRUE
Fun-CIM,NCKAP5L,TRUE
Fun-CIM,NDUFA6-DT,TRUE
Fun-CIM,NECAB1,TRUE
Fun-CIM,NECAP2,TRUE
Fun-CIM,NEO1,TRUE
Fun-CIM,NEXN,TRUE
Fun-CIM,NFAM1,TRUE
Fun-CIM,NFASC,TRUE
Fun-CIM,NFATC2IP,TRUE
Fun-CIM,NFKBID,TRUE
Fun-CIM,NFYC,TRUE
Fun-CIM,NIPSNAP3B,TRUE
Fun-CIM,NKX6-1,TRUE
Fun-CIM,NLRP4,TRUE
Fun-CIM,NME9,TRUE
Fun-CIM,NNAT,TRUE
Fun-CIM,NODAL,TRUE
Fun-CIM,NOSTRIN,TRUE
Fun-CIM,NOTCH4,TRUE
Fun-CIM,NPIPA1,TRUE
Fun-CIM,NPIPB15,TRUE
Fun-CIM,NR1H3,TRUE
Fun-CIM,NR5A2,TRUE
Fun-CIM,NRAP,TRUE
Fun-CIM,NRG4,TRUE
Fun-CIM,NUP210L,TRUE
Fun-CIM,NWD2,TRUE
Fun-CIM,NXF1,TRUE
Fun-CIM,NXPE1,TRUE
Fun-CIM,NXPE4,TRUE
Fun-CIM,OGN,TRUE
Fun-CIM,OIT3,TRUE
Fun-CIM,OLFM1,TRUE
Fun-CIM,OMG,TRUE
Fun-CIM,OR13A1,TRUE
Fun-CIM,OR2A9P,TRUE
Fun-CIM,OS9,TRUE
Fun-CIM,OSGEPL1-AS1,TRUE
Fun-CIM,OSR1,TRUE
Fun-CIM,OTUD1,TRUE
Fun-CIM,OTULINL,TRUE
Fun-CIM,OVCH2,TRUE
Fun-CIM,OXER1,TRUE
Fun-CIM,P2RX1,TRUE
Fun-CIM,P2RY10,TRUE
Fun-CIM,P2RY11,TRUE
Fun-CIM,P2RY12,TRUE
Fun-CIM,P2RY13,TRUE
Fun-CIM,P2RY14,TRUE
Fun-CIM,PABIR3,TRUE
Fun-CIM,PAK5,TRUE
Fun-CIM,PAMR1,TRUE
Fun-CIM,PARP14,TRUE
Fun-CIM,PCAT19,TRUE
Fun-CIM,PCDHGC3,TRUE
Fun-CIM,PCED1A,TRUE
Fun-CIM,PCED1B-AS1,TRUE
Fun-CIM,PCSK1,TRUE
Fun-CIM,PDC,TRUE
Fun-CIM,PDCD1,TRUE
Fun-CIM,PDE1B,TRUE
Fun-CIM,PDE4DIP,TRUE
Fun-CIM,PDLIM1,TRUE
Fun-CIM,PELI2,TRUE
Fun-CIM,PENK,TRUE
Fun-CIM,PHACTR4,TRUE
Fun-CIM,PHF12,TRUE
Fun-CIM,PHLDB1,TRUE
Fun-CIM,PI16,TRUE
Fun-CIM,PI4KAP2,TRUE
Fun-CIM,PIGR,TRUE
Fun-CIM,PIK3C2G,TRUE
Fun-CIM,PIK3CG,TRUE
Fun-CIM,PIP5K1B,TRUE
Fun-CIM,PIPOX,TRUE
Fun-CIM,PIWIL2,TRUE
Fun-CIM,PKD1L3,TRUE
Fun-CIM,PKDCC,TRUE
Fun-CIM,PLA2G4C,TRUE
Fun-CIM,PLAAT4,TRUE
Fun-CIM,PLAC8,TRUE
Fun-CIM,PLB1,TRUE
Fun-CIM,PLBD1,TRUE
Fun-CIM,PLCG2,TRUE
Fun-CIM,PLEKHF1,TRUE
Fun-CIM,PLEKHG2,TRUE
Fun-CIM,PLEKHG7,TRUE
Fun-CIM,PLEKHH2,TRUE
Fun-CIM,PLEKHO2,TRUE
Fun-CIM,PLGLB2,TRUE
Fun-CIM,PLPPR4,TRUE
Fun-CIM,PML,TRUE
Fun-CIM,PNOC,TRUE
Fun-CIM,PNPLA1,TRUE
Fun-CIM,PODN,TRUE
Fun-CIM,POF1B,TRUE
Fun-CIM,POLG,TRUE
Fun-CIM,POLR2A,TRUE
Fun-CIM,POSTN,TRUE
Fun-CIM,POU2AF1,TRUE
Fun-CIM,POU3F1,TRUE
Fun-CIM,POU5F1,TRUE
Fun-CIM,PPFIBP2,TRUE
Fun-CIM,PPP1R12C,TRUE
Fun-CIM,PPP1R16B,TRUE
Fun-CIM,PPP1R3E,TRUE
Fun-CIM,PPP1R9B,TRUE
Fun-CIM,PRCD,TRUE
Fun-CIM,PRDM5,TRUE
Fun-CIM,PRELP,TRUE
Fun-CIM,PRG4,TRUE
Fun-CIM,PRICKLE2-AS3,TRUE
Fun-CIM,PRKCB,TRUE
Fun-CIM,PRKCH,TRUE
Fun-CIM,PRKD2,TRUE
Fun-CIM,PRKXP1,TRUE
Fun-CIM,PROCA1,TRUE
Fun-CIM,PRRT2,TRUE
Fun-CIM,PRSS30P,TRUE
Fun-CIM,PSAP,TRUE
Fun-CIM,PSD4,TRUE
Fun-CIM,PSMA8,TRUE
Fun-CIM,PSMB10,TRUE
Fun-CIM,PTAFR,TRUE
Fun-CIM,PTCH2,TRUE
Fun-CIM,PTGIS,TRUE
Fun-CIM,PTN,TRUE
Fun-CIM,PTPN7,TRUE
Fun-CIM,PTPRC,TRUE
Fun-CIM,PYGM,TRUE
Fun-CIM,RAB24,TRUE
Fun-CIM,RAB2B,TRUE
Fun-CIM,RAB37,TRUE
Fun-CIM,RAB39A,TRUE
Fun-CIM,RAB3C,TRUE
Fun-CIM,RAD51-AS1,TRUE
Fun-CIM,RAI2,TRUE
Fun-CIM,RANBP10,TRUE
Fun-CIM,RASGEF1B,TRUE
Fun-CIM,RASGRP3,TRUE
Fun-CIM,RASSF5,TRUE
Fun-CIM,RBM26-AS1,TRUE
Fun-CIM,RBP5,TRUE
Fun-CIM,RCBTB2,TRUE
Fun-CIM,RELN,TRUE
Fun-CIM,RESF1,TRUE
Fun-CIM,RFPL1,TRUE
Fun-CIM,RFPL1S,TRUE
Fun-CIM,RFPL4B,TRUE
Fun-CIM,RFTN2,TRUE
Fun-CIM,RFX4,TRUE
Fun-CIM,RGMA,TRUE
Fun-CIM,RGPD3,TRUE
Fun-CIM,RGS1,TRUE
Fun-CIM,RGS13,TRUE
Fun-CIM,RGS18,TRUE
Fun-CIM,RGS2,TRUE
Fun-CIM,RGS6,TRUE
Fun-CIM,RHD,TRUE
Fun-CIM,RHOH,TRUE
Fun-CIM,RIMS1,TRUE
Fun-CIM,RIPOR2,TRUE
Fun-CIM,RNASE2,TRUE
Fun-CIM,RNASE6,TRUE
Fun-CIM,RNF122,TRUE
Fun-CIM,RNF217-AS1,TRUE
Fun-CIM,ROR2,TRUE
Fun-CIM,RP1L1,TRUE
Fun-CIM,RPH3A,TRUE
Fun-CIM,RPS27L,TRUE
Fun-CIM,RPSAP9,TRUE
Fun-CIM,RSRP1,TRUE
Fun-CIM,RTL5,TRUE
Fun-CIM,RTL9,TRUE
Fun-CIM,RUFY4,TRUE
Fun-CIM,RXFP1,TRUE
Fun-CIM,RYR3,TRUE
Fun-CIM,S1PR4,TRUE
Fun-CIM,SAFB2,TRUE
Fun-CIM,SAMD3,TRUE
Fun-CIM,SAMD5,TRUE
Fun-CIM,SAMD9L,TRUE
Fun-CIM,SAMHD1,TRUE
Fun-CIM,SAMSN1,TRUE
Fun-CIM,SAP30L-AS1,TRUE
Fun-CIM,SCARA5,TRUE
Fun-CIM,SCML1,TRUE
Fun-CIM,SCN11A,TRUE
Fun-CIM,SCN3A,TRUE
Fun-CIM,SCN4B,TRUE
Fun-CIM,SCN7A,TRUE
Fun-CIM,SCPEP1,TRUE
Fun-CIM,SCTR,TRUE
Fun-CIM,SDHAP2,TRUE
Fun-CIM,SELENOM,TRUE
Fun-CIM,SELP,TRUE
Fun-CIM,SELPLG,TRUE
Fun-CIM,SEMA5B,TRUE
Fun-CIM,SEMA6D,TRUE
Fun-CIM,SERPING1,TRUE
Fun-CIM,SERPINI1,TRUE
Fun-CIM,SESN1,TRUE
Fun-CIM,SETDB2,TRUE
Fun-CIM,SH2B1,TRUE
Fun-CIM,SH2D1A,TRUE
Fun-CIM,SH2D1B,TRUE
Fun-CIM,SH2D4B,TRUE
Fun-CIM,SH3BGRL2,TRUE
Fun-CIM,SH3BP5,TRUE
Fun-CIM,SHE,TRUE
Fun-CIM,SHFL,TRUE
Fun-CIM,SHISA9,TRUE
Fun-CIM,SHOX2,TRUE
Fun-CIM,SHROOM1,TRUE
Fun-CIM,SIDT1,TRUE
Fun-CIM,SIRPA,TRUE
Fun-CIM,SKAP1,TRUE
Fun-CIM,SLA,TRUE
Fun-CIM,SLA2,TRUE
Fun-CIM,SLAMF1,TRUE
Fun-CIM,SLAMF6,TRUE
Fun-CIM,SLC15A3,TRUE
Fun-CIM,SLC24A4,TRUE
Fun-CIM,SLC25A27,TRUE
Fun-CIM,SLC25A34,TRUE
Fun-CIM,SLC25A53,TRUE
Fun-CIM,SLC28A3,TRUE
Fun-CIM,SLC2A5,TRUE
Fun-CIM,SLC30A3,TRUE
Fun-CIM,SLC36A1,TRUE
Fun-CIM,SLC38A10,TRUE
Fun-CIM,SLC38A11,TRUE
Fun-CIM,SLC47A1,TRUE
Fun-CIM,SLC5A1,TRUE
Fun-CIM,SLC6A1,TRUE
Fun-CIM,SLC7A9,TRUE
Fun-CIM,SLC8A3,TRUE
Fun-CIM,SLC9A1,TRUE
Fun-CIM,SLCO5A1,TRUE
Fun-CIM,SLFN14,TRUE
Fun-CIM,SMAP2,TRUE
Fun-CIM,SMPDL3A,TRUE
Fun-CIM,SMYD1,TRUE
Fun-CIM,SNAI3,TRUE
Fun-CIM,SNORA9,TRUE
Fun-CIM,SNRNP70,TRUE
Fun-CIM,SOCS1,TRUE
Fun-CIM,SOD3,TRUE
Fun-CIM,SOWAHD,TRUE
Fun-CIM,SOX7,TRUE
Fun-CIM,SP110,TRUE
Fun-CIM,SP140,TRUE
Fun-CIM,SPARCL1,TRUE
Fun-CIM,SPATA31C2,TRUE
Fun-CIM,SPATA31F1,TRUE
Fun-CIM,SPATA8,TRUE
Fun-CIM,SPMIP4,TRUE
Fun-CIM,SPPL2B,TRUE
Fun-CIM,SPRN,TRUE
Fun-CIM,SPX,TRUE
Fun-CIM,SSC5D,TRUE
Fun-CIM,SSH2,TRUE
Fun-CIM,SSTR3,TRUE
Fun-CIM,ST18,TRUE
Fun-CIM,ST6GAL2,TRUE
Fun-CIM,ST7-AS2,TRUE
Fun-CIM,STAP1,TRUE
Fun-CIM,STARD9,TRUE
Fun-CIM,STAT2,TRUE
Fun-CIM,STAT4,TRUE
Fun-CIM,STEAP4,TRUE
Fun-CIM,STING1,TRUE
Fun-CIM,STOM,TRUE
Fun-CIM,STPG4,TRUE
Fun-CIM,STUM,TRUE
Fun-CIM,STX11,TRUE
Fun-CIM,STXBP5-AS1,TRUE
Fun-CIM,SUCNR1,TRUE
Fun-CIM,SYK,TRUE
Fun-CIM,SYNE2,TRUE
Fun-CIM,SYNJ1,TRUE
Fun-CIM,SYNM,TRUE
Fun-CIM,SYNPO,TRUE
Fun-CIM,SYPL2,TRUE
Fun-CIM,SYT11,TRUE
Fun-CIM,SYT2,TRUE
Fun-CIM,SYTL3,TRUE
Fun-CIM,SYVN1,TRUE
Fun-CIM,SZT2,TRUE
Fun-CIM,TAF1C,TRUE
Fun-CIM,TAS1R1,TRUE
Fun-CIM,TASL,TRUE
Fun-CIM,TBX18,TRUE
Fun-CIM,TBX19,TRUE
Fun-CIM,TBX21,TRUE
Fun-CIM,TBX5,TRUE
Fun-CIM,TCEAL5,TRUE
Fun-CIM,TDRD10,TRUE
Fun-CIM,TEK,TRUE
Fun-CIM,TENT5C,TRUE
Fun-CIM,TESPA1,TRUE
Fun-CIM,TEX11,TRUE
Fun-CIM,TF,TRUE
Fun-CIM,TFEC,TRUE
Fun-CIM,THEMIS,TRUE
Fun-CIM,THSD7A,TRUE
Fun-CIM,TIFAB,TRUE
Fun-CIM,TIGIT,TRUE
Fun-CIM,TJAP1,TRUE
Fun-CIM,TLL1,TRUE
Fun-CIM,TLR3,TRUE
Fun-CIM,TLR5,TRUE
Fun-CIM,TLR8,TRUE
Fun-CIM,TLR9,TRUE
Fun-CIM,TMC5,TRUE
Fun-CIM,TMEM130,TRUE
Fun-CIM,TMEM132C,TRUE
Fun-CIM,TMEM132E,TRUE
Fun-CIM,TMEM140,TRUE
Fun-CIM,TMEM151B,TRUE
Fun-CIM,TMEM175,TRUE
Fun-CIM,TMEM176B,TRUE
Fun-CIM,TMEM178A,TRUE
Fun-CIM,TMEM200C,TRUE
Fun-CIM,TMEM215,TRUE
Fun-CIM,TMEM236,TRUE
Fun-CIM,TMEM255A,TRUE
Fun-CIM,TMEM259,TRUE
Fun-CIM,TMEM273,TRUE
Fun-CIM,TMEM35A,TRUE
Fun-CIM,TMEM37,TRUE
Fun-CIM,TMEM80,TRUE
Fun-CIM,TMEM86B,TRUE
Fun-CIM,TMEM88,TRUE
Fun-CIM,TMEM91,TRUE
Fun-CIM,TMEM94,TRUE
Fun-CIM,TMT1A,TRUE
Fun-CIM,TNFAIP2,TRUE
Fun-CIM,TNFAIP6,TRUE
Fun-CIM,TNFRSF14,TRUE
Fun-CIM,TNFRSF1B,TRUE
Fun-CIM,TNFRSF25,TRUE
Fun-CIM,TNFSF13B,TRUE
Fun-CIM,TNFSF14,TRUE
Fun-CIM,TNFSF8,TRUE
Fun-CIM,TNMD,TRUE
Fun-CIM,TNNT3,TRUE
Fun-CIM,TNS1,TRUE
Fun-CIM,TNXB,TRUE
Fun-CIM,TOR4A,TRUE
Fun-CIM,TPH1,TRUE
Fun-CIM,TPTEP1,TRUE
Fun-CIM,TRANK1,TRUE
Fun-CIM,TRAPPC3L,TRUE
Fun-CIM,TRAT1,TRUE
Fun-CIM,TRBV14,TRUE
Fun-CIM,TRBV7-6,TRUE
Fun-CIM,TRBV9,TRUE
Fun-CIM,TREML2,TRUE
Fun-CIM,TRGC2,TRUE
Fun-CIM,TRIM22,TRUE
Fun-CIM,TRIM38,TRUE
Fun-CIM,TRIM4,TRUE
Fun-CIM,TRIM56,TRUE
Fun-CIM,TRIML2,TRUE
Fun-CIM,TRMT10B,TRUE
Fun-CIM,TSHR,TRUE
Fun-CIM,TSHZ2,TRUE
Fun-CIM,TSNAXIP1,TRUE
Fun-CIM,TSPAN12,TRUE
Fun-CIM,TSPAN19,TRUE
Fun-CIM,TSPAN7,TRUE
Fun-CIM,TSPOAP1-AS1,TRUE
Fun-CIM,TSPYL2,TRUE
Fun-CIM,TSSK4,TRUE
Fun-CIM,TTC24,TRUE
Fun-CIM,TTC7A,TRUE
Fun-CIM,TTN,TRUE
Fun-CIM,TVP23A,TRUE
Fun-CIM,TWIST1,TRUE
Fun-CIM,TYK2,TRUE
Fun-CIM,TYROBP,TRUE
Fun-CIM,U2AF1L4,TRUE
Fun-CIM,UAP1L1,TRUE
Fun-CIM,UBA7,TRUE
Fun-CIM,UBAP1L,TRUE
Fun-CIM,UCP2,TRUE
Fun-CIM,UNC5CL,TRUE
Fun-CIM,UNC79,TRUE
Fun-CIM,USF1,TRUE
Fun-CIM,USP30-AS1,TRUE
Fun-CIM,USP6,TRUE
Fun-CIM,UTS2,TRUE
Fun-CIM,UTS2B,TRUE
Fun-CIM,VANGL2,TRUE
Fun-CIM,VEGFD,TRUE
Fun-CIM,VHL,TRUE
Fun-CIM,VILL,TRUE
Fun-CIM,VIPR2,TRUE
Fun-CIM,VPS9D1,TRUE
Fun-CIM,VSIR,TRUE
Fun-CIM,VWF,TRUE
Fun-CIM,WAS,TRUE
Fun-CIM,WASH5P,TRUE
Fun-CIM,WDFY4,TRUE
Fun-CIM,WDR11-DT,TRUE
Fun-CIM,WDTC1,TRUE
Fun-CIM,WHRN,TRUE
Fun-CIM,WIF1,TRUE
Fun-CIM,WIPF3,TRUE
Fun-CIM,WNT2,TRUE
Fun-CIM,XAF1,TRUE
Fun-CIM,XCL1,TRUE
Fun-CIM,XCL2,TRUE
Fun-CIM,XXYLT1-AS2,TRUE
Fun-CIM,ZBTB32,TRUE
Fun-CIM,ZBTB40,TRUE
Fun-CIM,ZFP36,TRUE
Fun-CIM,ZNF10,TRUE
Fun-CIM,ZNF154,TRUE
Fun-CIM,ZNF211,TRUE
Fun-CIM,ZNF230,TRUE
Fun-CIM,ZNF276,TRUE
Fun-CIM,ZNF335,TRUE
Fun-CIM,ZNF366,TRUE
Fun-CIM,ZNF394,TRUE
Fun-CIM,ZNF417,TRUE
Fun-CIM,ZNF418,TRUE
Fun-CIM,ZNF430,TRUE
Fun-CIM,ZNF44,TRUE
Fun-CIM,ZNF441,TRUE
Fun-CIM,ZNF493,TRUE
Fun-CIM,ZNF557,TRUE
Fun-CIM,ZNF580,TRUE
Fun-CIM,ZNF582-DT,TRUE
Fun-CIM,ZNF589,TRUE
Fun-CIM,ZNF592,TRUE
Fun-CIM,ZNF616,TRUE
Fun-CIM,ZNF674,TRUE
Fun-CIM,ZNF677,TRUE
Fun-CIM,ZNF683,TRUE
Fun-CIM,ZNF700,TRUE
Fun-CIM,ZNF702P,TRUE
Fun-CIM,ZNF711,TRUE
Fun-CIM,ZNF79,TRUE
Fun-CIM,ZNF831,TRUE
