analysis,sig_mode,group,group_members,cim,rho_threshold,gene
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"MOXD1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"MSC"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"MYH3"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"MZF1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NAPB"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NBPF1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NBPF11"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NBPF12"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NCKAP1L"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NCKAP5L"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NECAP2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NFAM1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NFASC"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NFYC"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NOTCH4"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NPIPA1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NPIPB15"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"NXF1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"OS9"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"OXER1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"P2RY11"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PCED1A"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PDE1B"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PHACTR4"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PHF12"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PHLDB1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PLEKHO2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PML"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PNPLA1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"POLG"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"POLR2A"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"POU5F1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PPP1R12C"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PPP1R3E"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PROCA1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PRRT2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PTAFR"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"PTPN7"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"RASSF5"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"RCBTB2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"RFPL1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"RGMA"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"ROR2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SDHAP2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SELPLG"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SEMA5B"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SEMA6D"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SERPING1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SH2B1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SHFL"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SHROOM1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SIRPA"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SLC15A3"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SLC6A1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SMAP2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SNRNP70"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SOD3"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SOWAHD"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SOX7"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SSC5D"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"STAT2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"STING1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SYK"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SYT11"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"SYVN1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TBX19"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TEX11"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TJAP1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TMEM140"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TMEM175"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TMEM259"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TMEM35A"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TMEM91"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TNFAIP2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TNFRSF14"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TNFRSF1B"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TRANK1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TRIM38"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TRIM56"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TSPYL2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"TYK2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"UCP2"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"USF1"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"VILL"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"VSIR"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"WAS"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"WASH5P"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"WHRN"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"ZNF211"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"ZNF276"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"ZNF335"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"ZNF557"
"overlap_rawp","rawp05","ALL3_NKI.NEO.TNBCCL","nki_smc;neo;tnbc_cl","Fun",0.3,"ZNF589"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AAK1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AASS"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABCA1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABCC1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABCD4"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABCG1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABHD6"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABI3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABL2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABO"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABR"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABTB1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ABTB3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ACAD11"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ACAP1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ACAP2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ACBD4"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ACCS"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ACO1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ACP3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ACVR1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ACVR2A"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ACVRL1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADAM12"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADAM19"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADAMTS10"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADAMTS14"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADAMTS2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADAMTSL4"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADAP2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADAT2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADCK1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADCY3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADCY4"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADCY7"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADGRA2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADGRE1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADGRE2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADGRE5"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADGRF3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ADPRH"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AEBP1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AFF1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AFG3L1P"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AGAP2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AGAP5"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AGAP6"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AGAP9"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AGER"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AGFG2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AGO1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AGO4"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AGPAT4"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AHDC1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AHNAK"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AHRR"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AHSA2P"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AKAP11"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AKAP13"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AKAP17A"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AKNA"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AKR1B1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ALDH1L2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ALOX5"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ALPK1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ALPK3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AMPD2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AMPD3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AMT"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANGEL1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANGPTL2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANGPTL6"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANKDD1A"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANKFY1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANKMY2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANKRD10"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANKRD11"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANKRD33B"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANKRD6"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANO6"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANTXR1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ANXA2R"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AOAH"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AP4B1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AP4B1-AS1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APAF1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APBB3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APC"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APH1B"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APOBEC3C"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APOBEC3D"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APOBEC3F"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APOBR"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APOL1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APOL2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"APOL3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARAP1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARAP3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARB2A"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP17"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP18"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP22"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP23"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP25"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP26"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP27"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP30"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP31"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP4"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP45"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGAP9"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGDIB"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGEF1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGEF10"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGEF12"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGEF17"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGEF25"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGEF3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGEF40"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARHGEF7"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARID1A"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARID1B"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARID4B"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARID5A"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARL11"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARL4C"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARMH1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARRB1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARRB2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARRDC2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARRDC4"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARRDC5"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARSA"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ARSB"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ASAP1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ASAP3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ASB1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ASB9P1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ASMTL-AS1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ASPDH"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ASPHD2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ASXL1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ASXL2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATF7"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATF7IP"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATG14"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATG16L2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATG2B"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATG7"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATOSB"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATP10D"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATP2A3"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATP2B4"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATP6V0A1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATP6V1B2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATP8B2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATXN1L"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"ATXN7L1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AVIL"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"AXL"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"B3GAT2"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"BACE1"
"overlap_rawp","rawp05","NKI.NEO","nki_smc;neo","Fun",0.3,"BACE1-AS"
