scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"ATP5F1C",3,3,"YES",3,"YES","YES","Dys","YES","Dys","YES","Dys",59.407065072231,5.93918517304398e-11,5.12492288581965e-07,"YES",6.34772207500929,1.09263200307118e-10,9.42832155450119e-07,"YES",0.583
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"ABCC4",3,2,"NO",1,"NO","YES","Fun","NO",NA,"YES","Dys",46.1572648950948,2.28406834832426e-09,5.54202034707555e-06,"YES",0.754642363684681,0.225231798824821,0.999999999998396,"NO",0.639
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"DAP3",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",51.368049880822,2.49834194723229e-09,5.54202034707555e-06,"YES",3.7408663486673,9.16935131367287e-05,0.0081569414933694,"YES",0.573
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"HMGA1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",45.2354828809209,3.55204176079807e-09,5.54202034707555e-06,"YES",5.78054262029807,3.7230035498226e-09,1.60628988157096e-05,"YES",0.671
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"YWHAE",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",45.1489308298716,3.70233823087776e-09,5.54202034707555e-06,"YES",5.33786225211591,4.70244328370096e-08,6.76289718250927e-05,"YES",0.664
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"OLA1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",45.0653306879811,3.85353135733611e-09,5.54202034707555e-06,"YES",5.67613699556279,6.88852294814264e-09,1.98136881731743e-05,"YES",0.672
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"PSMD14",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",44.2573331098932,5.67273920804675e-09,6.99286666089078e-06,"YES",5.09528280977579,1.74110515478692e-07,0.000187799954758204,"YES",0.649
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"RAC3",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",42.3508731111364,1.4109022639096e-08,1.5218344544095e-05,"YES",5.55773694304152,1.36647425270261e-08,2.35826126531416e-05,"YES",0.651
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"TRAP1",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",45.6717701702442,3.44110098891746e-08,3.2992511592632e-05,"YES",2.83627658216494,0.00228214500663816,0.0763280203964366,"NO",0.612
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"NTHL1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",40.1056412619603,4.11605286160554e-08,3.55174201427942e-05,"YES",5.55861914542109,1.35958654865075e-08,2.35826126531416e-05,"YES",0.604
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"LYPLA1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",39.2383051033319,6.21986729716981e-08,4.87920317338894e-05,"YES",4.27585199621616,9.52038468416745e-06,0.00195598570094478,"YES",0.584
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"GMPS",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",43.5226675533806,9.19127399356906e-08,6.60929194087562e-05,"YES",2.83066236970484,0.00232258635204379,0.0768217803256406,"NO",0.513
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"PAIP1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",38.2268144748338,1.0060935234174e-07,6.67813924120673e-05,"YES",4.75076204884639,1.01325744107752e-06,0.000397427202684452,"YES",0.614
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"MPZL1",3,2,"NO",1,"NO","NO",NA,"YES","Fun","YES","Dys",37.7875589646183,1.2395188283857e-07,7.63986283581443e-05,"YES",0.611249255857243,0.270517289627914,0.999999999998396,"NO",0.764
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"SNHG16",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",37.3621323488248,1.51692694586872e-07,8.60352322151659e-05,"YES",4.96762969970062,3.38881133549749e-07,0.000224938869338522,"YES",0.617
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"EIF3E",3,3,"YES",3,"YES","YES","Dys","YES","Dys","YES","Dys",42.1464400730546,1.720317700099e-07,8.60352322151659e-05,"YES",4.8005078151672,7.91318993970723e-07,0.00035938376836702,"YES",0.531
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"ACBD6",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",37.0469993084846,1.76158654179846e-07,8.60352322151659e-05,"YES",4.91380122156775,4.46636593039547e-07,0.000275287654381303,"YES",0.614
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"MEMO1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",37.0077583840112,1.79468557176149e-07,8.60352322151659e-05,"YES",4.04624672681899,2.60226889847828e-05,0.00335148930223419,"YES",0.564
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"DCTD",3,2,"NO",1,"NO","NO",NA,"YES","Fun","YES","Dys",36.8113509664085,1.96990583422055e-07,8.94648286499429e-05,"YES",0.87601849589268,0.190509989432975,0.999999999998396,"NO",0.73
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"EIF3M",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",36.6260566676516,2.15081583543984e-07,9.171285587366e-05,"YES",5.02036722399536,2.57863947206476e-07,0.000222510800044468,"YES",0.61
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"STRAP",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",36.547929324784,2.23197354658345e-07,9.171285587366e-05,"YES",4.99028756193333,3.01447363730283e-07,0.000222555152162711,"YES",0.61
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"VDAC1",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",40.9851567024894,2.91522781755365e-07,0.000110272635871757,"YES",2.68049696854297,0.00367564651564864,0.106433401958162,"NO",0.607
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"GDI2",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",35.9670308618781,2.93924049721915e-07,0.000110272635871757,"YES",4.17277259203419,1.50457624265663e-05,0.00248254941241606,"YES",0.572
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"METTL5",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",35.690197653372,3.35096946049419e-07,0.000120481314477518,"YES",5.14468772474893,1.33983088165196e-07,0.000165162866825354,"YES",0.581
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"ADRM1",3,2,"NO",1,"NO","YES","Dys","YES","Fun","NO",NA,35.0807544967232,4.47125580701465e-07,0.000154329865434918,"YES",2.83052055416652,0.00232361625506921,0.0768217803256406,"NO",0.675
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"MALSU1",3,2,"NO",1,"NO","YES","Dys","NO",NA,"YES","Fun",34.9942479373386,4.65800358513721e-07,0.000154591972831342,"YES",4.1697303133704,1.52480147013618e-05,0.00248254941241606,"YES",0.53
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"TMEM147",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",34.8164115531702,5.06668321700823e-07,0.000157096896158928,"YES",4.81420826202783,7.38923125750909e-07,0.000354231536228033,"YES",0.596
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"ANTXR2",3,3,"YES",1,"NO","YES","Fun","YES","Fun","YES","Dys",39.7512753158768,5.09759310748638e-07,0.000157096896158928,"YES",-1.95452519970772,0.974680431164691,0.999999999998396,"NO",0.638
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"GTF2F2",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",34.6011010814408,5.60958226292371e-07,0.000166914087402651,"YES",4.76032574675482,9.66403741141949e-07,0.000397099899157804,"YES",0.594
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"BZW2",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",39.398558315941,5.97867089607453e-07,0.00017196650387409,"YES",3.27588137286727,0.000526663969179778,0.025969047943156,"YES",0.552
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"DCAF13",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",34.2216402138058,6.71124917401428e-07,0.00018681086813732,"YES",5.02581558675766,2.5064872120889e-07,0.000222510800044468,"YES",0.564
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"CHCHD3",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.7462148686781,8.4004512260602e-07,0.000224874112348994,"YES",4.20193153104144,1.32323592765503e-05,0.00247380083474007,"YES",0.568
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"GLRX3",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.6965034286088,8.59989072605955e-07,0.000224874112348994,"YES",4.9851939670391,3.09498415338107e-07,0.000222555152162711,"YES",0.556
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"SMURF2",3,2,"NO",1,"NO","NO",NA,"YES","Fun","YES","Dys",33.6218593299224,8.90825416298094e-07,0.000225181675817132,"YES",1.71408126195063,0.0432569013198446,0.587817010218801,"NO",0.599
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"DPYD",3,3,"YES",1,"NO","YES","Fun","YES","Fun","YES","Dys",38.4594796690635,9.13357127546603e-07,0.000225181675817132,"YES",-3.38634560510087,0.999645849399282,0.999999999998396,"NO",0.746
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"TBCA",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.5027938583564,9.42308881799457e-07,0.000225482537997665,"YES",4.8781677994432,5.35379081811879e-07,0.000305657136033019,"YES",0.575
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"NAA10",3,2,"NO",1,"NO","YES","Dys","YES","Fun","NO",NA,33.4483253186926,9.66839020270439e-07,0.000225482537997665,"YES",3.16352457297065,0.000779355962960881,0.0338005714204382,"YES",0.594
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"PPP1R14B",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",32.4751328831981,1.52964428354338e-06,0.000347350013755154,"YES",4.8311359146891,6.78781437048524e-07,0.000344541471781866,"YES",0.558
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"GLUD1",3,2,"NO",1,"NO","NO",NA,"YES","Fun","YES","Dys",32.3129968359299,1.65101319715939e-06,0.000356751846811722,"YES",0.89022162738735,0.186673446960482,0.999999999998396,"NO",0.687
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"MRPL24",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",32.3094993128251,1.65373436927441e-06,0.000356751846811722,"YES",4.86692039490827,5.66753294301576e-07,0.000305657136033019,"YES",0.537
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"CMSS1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",32.218625860733,1.7260241054959e-06,0.000363264926983516,"YES",4.39706319592253,5.48627027132404e-06,0.00135260074775015,"YES",0.57
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"MRPS12",3,2,"NO",1,"NO","YES","Dys","NO",NA,"YES","Fun",31.8599816498368,2.04338222264727e-06,0.000414999184079024,"YES",3.79446406034541,7.39813555952543e-05,0.00704937783549192,"YES",0.542
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"PPIA",3,2,"NO",1,"NO","YES","Dys","NO",NA,"YES","Fun",31.834503405382,2.06802235663438e-06,0.000414999184079024,"YES",3.29512667256827,0.000491886615765441,0.0246772651595348,"YES",0.637
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"TCEA1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.5680609221427,2.3441150738114e-06,0.000459712931179967,"YES",4.47132712774867,3.8867841807133e-06,0.00108138353296365,"YES",0.567
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"PWP1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.3813691126451,2.55915404940883e-06,0.000488372796821794,"YES",3.7932586612429,7.43415671607098e-05,0.00704937783549192,"YES",0.534
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"YWHAQ",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.302485047905,2.65581844763061e-06,0.000488372796821794,"YES",4.3627453991184,6.42201934023681e-06,0.00149771905099739,"YES",0.563
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"NME2",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.2991021398733,2.66004420565816e-06,0.000488372796821794,"YES",4.77165980384512,9.13569643146845e-07,0.000394159622535706,"YES",0.492
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"MRPL11",3,2,"NO",1,"NO","YES","Dys","NO",NA,"YES","Fun",31.1371970418418,2.87031358135795e-06,0.000509275185251137,"YES",3.54474514301965,0.000196496435645765,0.0138861136586444,"YES",0.577
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"E2F5",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.1212256127864,2.89193233020115e-06,0.000509275185251137,"YES",4.65301464850765,1.63558499812185e-06,0.000613628823860584,"YES",0.553
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"XPOT",3,2,"NO",1,"NO","NO",NA,"YES","Fun","YES","Dys",30.9952853172039,3.06818260476031e-06,0.000529506953929535,"YES",1.54961106612573,0.0606174476384214,0.731563574366347,"NO",0.592
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"CDK8",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",35.5802061796151,3.32592955217729e-06,0.000562734237367408,"YES",2.47243874733095,0.00670973539984335,0.163554538884882,"NO",0.517
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"NUDCD1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",30.7101191140345,3.50779734496913e-06,0.000578283586991,"YES",4.45804383650749,4.13554949447216e-06,0.00108138353296365,"YES",0.558
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"ZNF593",3,2,"NO",1,"NO","YES","Dys","NO",NA,"YES","Fun",30.6835241721186,3.55186349641013e-06,0.000578283586991,"YES",3.69217438469841,0.000111172458911959,0.00933331227519146,"YES",0.538
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"FUT8",3,2,"NO",1,"NO","YES","Fun","NO",NA,"YES","Dys",30.5922291961595,3.70736978019451e-06,0.000582328850088503,"YES",0.607652919489559,0.271708847355109,0.999999999998396,"NO",0.552
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"LDHA",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",35.3247097654032,3.72807635749188e-06,0.000582328850088503,"YES",3.48818078941834,0.00024315956383792,0.0157761193711084,"YES",0.499
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"PAFAH1B1",3,2,"NO",1,"NO","NO",NA,"YES","Fun","YES","Dys",30.551358755874,3.77916509502331e-06,0.000582328850088503,"YES",0.434538572274181,0.331948695525625,0.999999999998396,"NO",0.718
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"ELP2",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",35.189042771037,3.96087121532798e-06,0.000593390770469132,"YES",2.2954530064041,0.0108535883032351,0.230112072404462,"NO",0.492
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"PTGES2",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",35.17347644607,3.98848820109047e-06,0.000593390770469132,"YES",2.79726090282725,0.00257689484881618,0.0822949347102089,"NO",0.578
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"PPA2",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",30.3857661551505,4.08449995139799e-06,0.00059737542509514,"YES",4.18148143974962,1.44807947963148e-05,0.00247380083474007,"YES",0.552
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"TBC1D7",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",34.9699664950823,4.36762689908911e-06,0.000628137541870666,"YES",3.09048828971791,0.000999138421158291,0.0401003043543018,"YES",0.546
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"MRPS35",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",30.1937527552149,4.4694234567365e-06,0.000632240246035726,"YES",4.56820175889014,2.45963199384253e-06,0.000816314018264124,"YES",0.544
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"YWHAZ",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",34.6406206696381,5.0583920108426e-06,0.000700066872301544,"YES",3.18124212601769,0.000733225059482342,0.0328731753796313,"YES",0.502
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"AURKAIP1",3,3,"YES",1,"NO","YES","Dys","YES","Fun","YES","Fun",34.6173285851795,5.11116154305219e-06,0.000700066872301544,"YES",2.44579401556214,0.00722667745949415,0.172262430381147,"NO",0.504
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"NPM1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.7904439924447,5.39950413458763e-06,0.000728005018396198,"YES",4.60541331945017,2.05823714180439e-06,0.000740022012359586,"YES",0.522
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"NUP37",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.6772199221391,5.69364832431868e-06,0.000747533427874959,"YES",4.51307681322338,3.19469340486633e-06,0.00095802959047399,"YES",0.539
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"DDX1",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.6682566515543,5.7176041534068e-06,0.000747533427874959,"YES",4.19218245744806,1.38141823366982e-05,0.00247380083474007,"YES",0.547
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"TSPAN5",3,2,"NO",1,"NO","YES","Fun","NO",NA,"YES","Dys",29.5547946240202,6.02966595425877e-06,0.000774998789393435,"YES",0.398865225258444,0.344996256812895,0.999999999998396,"NO",0.562
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"NDUFAF2",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.5274749900625,6.10730301063316e-06,0.000774998789393435,"YES",4.30192673276516,8.4659652093183e-06,0.0018320517429996,"YES",0.547
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"NOL10",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.4050790230978,6.46752498360657e-06,0.000790306319032425,"YES",4.21565933970363,1.24524735864373e-05,0.00244209987675835,"YES",0.545
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"APEH",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",34.0742578497689,6.50888500541689e-06,0.000790306319032425,"YES",2.07521809549788,0.0189831631398164,0.341974352261953,"NO",0.631
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"COPS5",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.3914570708988,6.50890103437529e-06,0.000790306319032425,"YES",4.57745033171364,2.35338747539763e-06,0.000812295221008245,"YES",0.512
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"TBCB",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",34.0449471268916,6.59428148920322e-06,0.000790306319032425,"YES",3.31733429929575,0.000454404025267406,0.0236207971929665,"YES",0.502
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"SNRPE",3,2,"NO",2,"YES","YES","Dys","YES","Dys","NO",NA,29.3112233698823,6.75800886354529e-06,0.000798833677856607,"YES",4.45828556553663,4.13088948292752e-06,0.00108138353296365,"YES",0.519
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"NARS2",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",33.9507631799834,6.87628236779871e-06,0.00080183027772615,"YES",2.72796559051506,0.00318631275634556,0.095467683244812,"NO",0.487
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"SMS",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",33.8928544501633,7.05557670232685e-06,0.000811767618191712,"YES",2.21101949638563,0.0135172434950542,0.271888797479773,"NO",0.589
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"MRPL3",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.1713625059526,7.21514240472264e-06,0.000819203471188837,"YES",4.13127032082455,1.80382018110046e-05,0.00273784596454171,"YES",0.542
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"ELK3",3,3,"YES",1,"NO","YES","Fun","YES","Fun","YES","Dys",33.7944032693894,7.3711047372411e-06,0.00082604237373576,"YES",-2.42823200277266,0.992413683013036,0.999999999998396,"NO",0.663
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"PHB2",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.0155160671811,7.76085835920554e-06,0.000858569830533136,"YES",4.55239774364733,2.65189709588731e-06,0.000847526668163392,"YES",0.485
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"YIF1A",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",33.6481163886095,7.86597227813446e-06,0.000859183225164839,"YES",2.62201107410098,0.00437062952971822,0.120154427405375,"NO",0.572
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"CLNS1A",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.8668280247219,8.31974367110021e-06,0.000897388351724047,"YES",4.03876055963739,2.6867190844464e-05,0.00335995637386783,"YES",0.537
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"MRPS28",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.826720973823,8.47723867172725e-06,0.000903087561707832,"YES",4.51142301492431,3.2197077440892e-06,0.00095802959047399,"YES",0.511
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"ADGRL2",3,2,"NO",1,"NO","YES","Fun","NO",NA,"YES","Dys",28.7644443028645,8.72769098914759e-06,0.000918429823723836,"YES",0.317889021910003,0.375284560126594,0.999999999998396,"NO",0.562
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"ADK",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",33.2824618150076,9.25180073427473e-06,0.000961852873928393,"YES",2.6898585395462,0.00357411565926711,0.104768750868149,"NO",0.5
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"MRPS15",3,2,"NO",1,"NO","YES","Dys","NO",NA,"YES","Fun",28.5905882746763,9.46652251402461e-06,0.000972459794922838,"YES",3.44572061567354,0.000284769429281521,0.01763200024402,"YES",0.541
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"MZT2B",3,2,"NO",1,"NO","YES","Dys","NO",NA,"YES","Fun",28.5611668001945,9.59757172832029e-06,0.000974322899337362,"YES",3.4367462971104,0.00029437339667789,0.0176523789758317,"YES",0.542
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"ATG5",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.4124574015926,1.02880907049012e-05,0.00103227831037899,"YES",3.69163846724814,0.000111407018697963,0.00933331227519146,"YES",0.517
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"POLD2",3,2,"NO",1,"NO","YES","Dys","YES","Fun","NO",NA,28.3751037461481,1.04691707733853e-05,0.00103837327130507,"YES",2.3804407682289,0.00864597037480339,0.196331785168891,"NO",0.636
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"NDUFV2",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.308661374938,1.07991369139368e-05,0.00105892900489046,"YES",4.47855126977606,3.75756610911387e-06,0.00108080126518479,"YES",0.49
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"POLR2G",3,2,"NO",1,"NO","YES","Dys","YES","Fun","NO",NA,28.2022102122983,1.13494964669253e-05,0.00109288230658436,"YES",2.68205340025912,0.00365858893183881,0.106296174723357,"NO",0.583
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"PSD3",3,2,"NO",1,"NO","NO",NA,"YES","Fun","YES","Dys",28.1849505603541,1.14413223760844e-05,0.00109288230658436,"YES",0.466060675280297,0.320586035224168,0.999999999998396,"NO",0.691
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"SNX9",3,2,"NO",1,"NO","NO",NA,"YES","Fun","YES","Dys",28.1692760552583,1.15253551859053e-05,0.00109288230658436,"YES",0.276883592028011,0.390934745948311,0.999999999998396,"NO",0.71
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"TMEM223",3,2,"NO",1,"NO","YES","Dys","YES","Fun","NO",NA,28.0937058543874,1.19391926959222e-05,0.0011157116403986,"YES",2.92893900655173,0.00170060578150813,0.0621802003755662,"NO",0.536
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"ACY1",3,3,"YES",2,"NO","YES","Dys","YES","Fun","YES","Dys",32.6907390077746,1.20247053606525e-05,0.0011157116403986,"YES",2.81974847472399,0.00240306527340378,0.0791452299396994,"NO",0.511
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"CTDSPL",3,2,"NO",1,"NO","NO",NA,"YES","Fun","YES","Dys",28.0111831826364,1.24080055236222e-05,0.00113902850705677,"YES",1.00473742743466,0.157511650473532,0.999999999998396,"NO",0.627
"ALL3_NKI.NEO.TNBCCL","Dys","Dys_only",0.3,"HDHD5",3,2,"NO",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.9035718034857,1.30469632721008e-05,0.00118507627447324,"YES",4.41572333376313,5.03363893083823e-06,0.00127750795100597,"YES",0.503
"ALL3_NKI.NEO.TNBCCL","Dys","Both",0.3,"LSM4",3,2,"NO",1,"NO","YES","Dys","NO",NA,"YES","Fun",27.842232222962,1.34257142889526e-05,0.00119698890886085,"YES",2.57545943271155,0.00500535078564594,0.134134074314717,"NO",0.677
