scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb
"NEO.TNBCCL","Fun","Fun_only",0.3,"NR2F6",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6823224397793,0.000907307574478796,0.00312136558502116,"YES",3.18023356613234,0.000735781955338908,0.00286129572724005,"YES",0.483
"NEO.TNBCCL","Fun","Fun_only",0.3,"PDE1B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6817503986493,0.000907542018313472,0.00312136558502116,"YES",3.15555452702861,0.000800966600962654,0.00305272806767562,"YES",0.48
"NEO.TNBCCL","Fun","Fun_only",0.3,"RAP1GAP",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6802495607349,0.000908157402490344,0.00312136558502116,"YES",3.01616065907843,0.00127998790378102,0.00432160864420911,"YES",0.464
"NEO.TNBCCL","Fun","Fun_only",0.3,"KLF10",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6733562797147,0.000910989136609606,0.00312875295232588,"YES",3.28663946475401,0.000506952767635815,0.00216221250196299,"YES",0.49
"NEO.TNBCCL","Fun","Fun_only",0.3,"MPHOSPH8",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6688710296752,0.000912836346077356,0.0031327504841053,"YES",3.080978587894,0.00103160742644058,0.00370683389516464,"YES",0.472
"NEO.TNBCCL","Fun","Fun_only",0.3,"CHCHD10",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6618228374805,0.000915746563269543,0.00313961577120605,"YES",3.02520381637953,0.00124232814149499,0.00422244220070759,"YES",0.465
"NEO.TNBCCL","Fun","Both",0.3,"UBE2D4",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.6604202145601,0.000916326803231286,0.00313961577120605,"YES",1.17558939130369,0.119879498429644,0.190387080117742,"NO",0.681
"NEO.TNBCCL","Fun","Fun_only",0.3,"MRM3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6590570658564,0.000916891061645561,0.00313961577120605,"YES",2.92060844321258,0.00174674295540887,0.00544565896803746,"YES",0.452
"NEO.TNBCCL","Fun","Fun_only",0.3,"CHD2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6530424131065,0.000919384856124149,0.00314410752504267,"YES",3.28580596561504,0.000508455168722421,0.00216660497081069,"YES",0.489
"NEO.TNBCCL","Fun","Fun_only",0.3,"GATA1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6525861491704,0.000919574305579547,0.00314410752504267,"YES",3.33335855157855,0.000429021441261581,0.0019042239188619,"YES",0.477
"NEO.TNBCCL","Fun","Fun_only",0.3,"FFAR4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6464254796983,0.000922136113994598,0.00314744533706493,"YES",3.26654377900806,0.000544344865127929,0.00227720913012003,"YES",0.489
"NEO.TNBCCL","Fun","Fun_only",0.3,"GPI",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.6461782604825,0.0009222390629488,0.00314744533706493,"YES",2.13507336603772,0.0163775088998745,0.0317374802645497,"YES",0.539
"NEO.TNBCCL","Fun","Fun_only",0.3,"NECTIN4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6437970407496,0.000923231250961674,0.00314744533706493,"YES",3.05073053629892,0.00114142676010491,0.00397074483693553,"YES",0.468
"NEO.TNBCCL","Fun","Fun_only",0.3,"SYNC",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6436407818269,0.000923296396587204,0.00314744533706493,"YES",3.13041613348988,0.000872794172608166,0.00325876325847593,"YES",0.478
"NEO.TNBCCL","Fun","Fun_only",0.3,"BMAL1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6359098826883,0.000926525151770537,0.00315423232193553,"YES",3.33212280838382,0.000430931071698985,0.00190716116191105,"YES",0.477
"NEO.TNBCCL","Fun","Fun_only",0.3,"CCDC59",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.63557984898,0.000926663236128061,0.00315423232193553,"YES",3.01500796043292,0.00128486255555446,0.0043316873656009,"YES",0.464
"NEO.TNBCCL","Fun","Fun_only",0.3,"EIF4EBP3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6312882846321,0.000928460657108845,0.00315800601843031,"YES",3.33169196153057,0.000431598723052233,0.00190827400693779,"YES",0.483
"NEO.TNBCCL","Fun","Fun_only",0.3,"NPIPA2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6263979278823,0.000930513069547082,0.00316264078863853,"YES",3.32488494163476,0.000442275154147675,0.00193865351985381,"YES",0.472
"NEO.TNBCCL","Fun","Fun_only",0.3,"STARD9",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6201074335705,0.000933159695225653,0.00316928681674787,"YES",3.32707714552119,0.000438810367046322,0.00192899859339155,"YES",0.485
"NEO.TNBCCL","Fun","Fun_only",0.3,"KCNMB3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.616550019415,0.000934659713197322,0.00317203166914117,"YES",3.32812152175761,0.000437168591436299,0.00192675134195477,"YES",0.476
"NEO.TNBCCL","Fun","Fun_only",0.3,"SERPINB1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.6140099334069,0.000935732223171708,0.00317332266512003,"YES",3.32210230421017,0.000446709651389291,0.00195435472482815,"YES",0.471
"NEO.TNBCCL","Fun","Fun_only",0.3,"ARSB",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.6079472182851,0.000938297025274615,0.00317966878114125,"YES",2.15923732990592,0.0154158796716429,0.0301158109477984,"YES",0.533
"NEO.TNBCCL","Fun","Fun_only",0.3,"ARL16",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.600688577467,0.000941376899298303,0.00318774969223244,"YES",2.85186661379646,0.00217316672442277,0.00644083350451092,"YES",0.442
"NEO.TNBCCL","Fun","Fun_only",0.3,"POLR3A",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.5983637863279,0.00094236542976052,0.0031887420630642,"YES",1.46495761356476,0.0714662412169628,0.12197585736458,"NO",0.641
"NEO.TNBCCL","Fun","Fun_only",0.3,"POU4F3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.5773010442346,0.000951368460185265,0.00321552753295042,"YES",3.156762152119,0.00079765707404569,0.00304264366430906,"YES",0.48
"NEO.TNBCCL","Fun","Fun_only",0.3,"CLDN9",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.576566552951,0.000951683939414114,0.00321552753295042,"YES",3.02836270530759,0.00122941388254681,0.00418786229678836,"YES",0.466
"NEO.TNBCCL","Fun","Fun_only",0.3,"HTT",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.5668408058135,0.000955871111888797,0.00322729679529465,"YES",1.8844020396312,0.0297553070822001,0.0544188603796919,"NO",0.578
"NEO.TNBCCL","Fun","Fun_only",0.3,"ACBD7",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.5620352089355,0.000957946755279322,0.00323192485132869,"YES",3.22957215089674,0.000619877974311928,0.00251301199480555,"YES",0.486
"NEO.TNBCCL","Fun","Fun_only",0.3,"JARID2",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.5535990853657,0.000961601283277114,0.00324186903222468,"YES",2.07879307369762,0.0188181868955409,0.0356977190385002,"YES",0.546
"NEO.TNBCCL","Fun","Fun_only",0.3,"CMIP",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.5504880719578,0.000962952448954126,0.00324403892612393,"YES",1.98746794059587,0.0234352826073282,0.0435199557531794,"YES",0.561
"NEO.TNBCCL","Fun","Fun_only",0.3,"HSPA2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.5412165761324,0.000966990355420701,0.00325525020528922,"YES",3.25443407190296,0.00056809264258428,0.00234446873649768,"YES",0.487
"NEO.TNBCCL","Fun","Fun_only",0.3,"LARS2",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.5349561776676,0.000969726334146531,0.003260426041844,"YES",2.08321840189667,0.0186156602485272,0.0354161005143142,"YES",0.545
"NEO.TNBCCL","Fun","Fun_only",0.3,"CAMK2A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.5335119083786,0.000970358607748195,0.003260426041844,"YES",3.31968304143676,0.000450598518849183,0.0019676135323081,"YES",0.478
"NEO.TNBCCL","Fun","Fun_only",0.3,"RMI2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.5327254647692,0.000970703069111885,0.003260426041844,"YES",3.25193469457368,0.000573111772308933,0.00235637770975141,"YES",0.487
"NEO.TNBCCL","Fun","Fun_only",0.3,"HELZ2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.5311983355183,0.000971372295127352,0.003260426041844,"YES",3.31266489305095,0.000462058164521951,0.00200239762224305,"YES",0.484
"NEO.TNBCCL","Fun","Fun_only",0.3,"COLGALT1",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.5262344598015,0.000973550740556923,0.00326534758262874,"YES",1.86645366884762,0.0309889602002651,0.0565172563716052,"NO",0.58
"NEO.TNBCCL","Fun","Fun_only",0.3,"DAPK2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.521617458201,0.000975581290763838,0.00326976624133933,"YES",2.9713249264644,0.00148258940369476,0.00480400877451624,"YES",0.458
"NEO.TNBCCL","Fun","Fun_only",0.3,"SOX30",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.5198131844619,0.000976375944577822,0.00327003739285095,"YES",3.17113555145211,0.000759221348912627,0.002925235197281,"YES",0.481
"NEO.TNBCCL","Fun","Fun_only",0.3,"HDGFL1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.5181963247156,0.000977088599390578,0.00327003739285095,"YES",2.91485343781614,0.0017792780770972,0.00553459293316869,"YES",0.451
"NEO.TNBCCL","Fun","Fun_only",0.3,"SUMF2",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.5155223787483,0.000978268308871489,0.00327159751726898,"YES",1.92101837578826,0.027364695439971,0.0501868514369068,"NO",0.571
"NEO.TNBCCL","Fun","Fun_only",0.3,"PLCE1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.5049459516515,0.000982948299894699,0.003284852736893,"YES",3.26085248971018,0.000555389047733927,0.00230448758720367,"YES",0.487
"NEO.TNBCCL","Fun","Fun_only",0.3,"POLA2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4943476670555,0.000987660157508962,0.00329819506349497,"YES",3.26414314610321,0.000548978388261481,0.00229230242005395,"YES",0.487
"NEO.TNBCCL","Fun","Both",0.3,"CAPN2",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.4923422728708,0.000988554237568308,0.00329877815083748,"YES",0.606414591268036,0.27211974082225,0.37121958097888,"NO",0.741
"NEO.TNBCCL","Fun","Fun_only",0.3,"CCDC184",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4698600383621,0.000998632577263689,0.00332953174816221,"YES",3.27793767307483,0.000522842408848612,0.00221351102915133,"YES",0.486
"NEO.TNBCCL","Fun","Fun_only",0.3,"TAS2R60",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4670887907812,0.000999881881237195,0.00332953174816221,"YES",3.29333847761211,0.000495026043821893,0.00212319402331467,"YES",0.485
"NEO.TNBCCL","Fun","Fun_only",0.3,"LCP2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4669404608125,0.000999948793286667,0.00332953174816221,"YES",3.17975036634033,0.000737009869982661,0.00286129572724005,"YES",0.482
"NEO.TNBCCL","Fun","Fun_only",0.3,"UFD1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4633018073515,0.00100159158613916,0.00333068655959493,"YES",3.26886547372835,0.000539898132619635,0.00227103939271654,"YES",0.486
"NEO.TNBCCL","Fun","Fun_only",0.3,"SLC27A1",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.4629546160158,0.0010017484767026,0.00333068655959493,"YES",2.08206092966443,0.0186684523433693,0.0355018058873281,"YES",0.543
"NEO.TNBCCL","Fun","Fun_only",0.3,"SLC6A1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4572177201064,0.00100434441305506,0.00333586008908085,"YES",3.2934830768191,0.000494771491778913,0.00212319402331467,"YES",0.485
"NEO.TNBCCL","Fun","Fun_only",0.3,"TAF9",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.455520465668,0.00100511369158564,0.00333586008908085,"YES",2.88510070389062,0.00195644237610144,0.00593665671371614,"YES",0.447
"NEO.TNBCCL","Fun","Fun_only",0.3,"MYOT",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4537219602844,0.00100592949744211,0.00333586008908085,"YES",2.90145706833558,0.0018571583555489,0.00573405458598769,"YES",0.449
"NEO.TNBCCL","Fun","Fun_only",0.3,"SRGAP2",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.4530934999935,0.00100621472261697,0.00333586008908085,"YES",1.96174871454649,0.02489587360909,0.0460458170623952,"YES",0.563
"NEO.TNBCCL","Fun","Fun_only",0.3,"SPHK2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4468665914205,0.00100904511256709,0.00334227244971244,"YES",3.2517184289036,0.000573547987804269,0.00235637770975141,"YES",0.486
"NEO.TNBCCL","Fun","Fun_only",0.3,"SMIM10L1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4452213934021,0.00100979423685286,0.00334227244971244,"YES",2.83081254728816,0.00232149617220041,0.00676613337140832,"YES",0.439
"NEO.TNBCCL","Fun","Fun_only",0.3,"DDX55",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4440327974416,0.00101033579395887,0.00334227244971244,"YES",3.30229842290692,0.000479479930882706,0.00207030514910175,"YES",0.482
"NEO.TNBCCL","Fun","Fun_only",0.3,"VGLL4",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.4404101072851,0.0010119881627111,0.00334530412746999,"YES",1.75214870620369,0.0398741205043359,0.071554928576274,"NO",0.596
"NEO.TNBCCL","Fun","Fun_only",0.3,"USP10",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.4369106034064,0.00101358688000472,0.00334530412746999,"YES",2.07396419270658,0.0190413182453759,0.0360762165929952,"YES",0.544
"NEO.TNBCCL","Fun","Fun_only",0.3,"PRKAR1B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4356967985532,0.00101414197876207,0.00334530412746999,"YES",3.15980477010698,0.000789374437655668,0.00301606816387603,"YES",0.48
"NEO.TNBCCL","Fun","Fun_only",0.3,"NHLH1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4342288034002,0.00101481372554354,0.00334530412746999,"YES",3.06546365888931,0.00108666393721502,0.00383848547929961,"YES",0.47
"NEO.TNBCCL","Fun","Fun_only",0.3,"LARP4B",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.4340395996344,0.00101490033616374,0.00334530412746999,"YES",1.51691397540537,0.0646442023324668,0.111342474716138,"NO",0.63
"NEO.TNBCCL","Fun","Fun_only",0.3,"DHX57",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.4226236886571,0.00102013966541367,0.00336015830885179,"YES",2.18175640832107,0.0145637576748784,0.0286917697418131,"YES",0.525
"NEO.TNBCCL","Fun","Fun_only",0.3,"RASA3",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.4087234797988,0.00102655526008754,0.00337886279074038,"YES",1.62453918721361,0.0521303919956418,0.0918239905109556,"NO",0.614
"NEO.TNBCCL","Fun","Fun_only",0.3,"NEIL1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.4034996352959,0.00102897660163865,0.0033844029544571,"YES",3.08607370402323,0.00101409270659199,0.00365248629986194,"YES",0.472
"NEO.TNBCCL","Fun","Fun_only",0.3,"DIO2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3969933360686,0.00103200027640014,0.00339037624632788,"YES",3.10214244856138,0.000960627417607891,0.00350395919628654,"YES",0.474
"NEO.TNBCCL","Fun","Fun_only",0.3,"HSFX2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3964104488329,0.00103227158993974,0.00339037624632788,"YES",3.28328993984653,0.000513015395167637,0.00218198106386235,"YES",0.484
"NEO.TNBCCL","Fun","Fun_only",0.3,"MEP1A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3898441978727,0.00103533282278968,0.00339799641552662,"YES",3.17387417158376,0.000752094421366779,0.00290674744220933,"YES",0.481
"NEO.TNBCCL","Fun","Fun_only",0.3,"LTB4R",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3778792421387,0.00104093405407353,0.0034139360786317,"YES",3.19332797078308,0.000703215547115455,0.00275812085844684,"YES",0.482
"NEO.TNBCCL","Fun","Fun_only",0.3,"EPN1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3450616773505,0.00105645131199711,0.00346006732881283,"YES",3.14150043917832,0.000840422783232411,0.0031610651854968,"YES",0.477
"NEO.TNBCCL","Fun","Fun_only",0.3,"TUBA4A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3449403366023,0.00105650910803445,0.00346006732881283,"YES",3.29442526485495,0.000493115831880642,0.00211896540690979,"YES",0.474
"NEO.TNBCCL","Fun","Fun_only",0.3,"SYTL4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3407982950188,0.00105848388627335,0.00346406039868902,"YES",3.28472870041787,0.000510403069170843,0.00217288586086194,"YES",0.482
"NEO.TNBCCL","Fun","Fun_only",0.3,"RFPL1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3392063421069,0.00105924384274725,0.00346407490655931,"YES",3.22062483868113,0.000639557349249654,0.00256550345258938,"YES",0.483
"NEO.TNBCCL","Fun","Fun_only",0.3,"NAGS",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.33698534338,0.00106030499000816,0.00346507368438161,"YES",3.22659714174538,0.0006263585029892,0.00252581683043578,"YES",0.483
"NEO.TNBCCL","Fun","Fun_only",0.3,"MICA-AS1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3314320262971,0.00106296284895183,0.00347128537211122,"YES",2.97595076045522,0.0014604087733029,0.0047530377229272,"YES",0.459
"NEO.TNBCCL","Fun","Both",0.3,"TTC5",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.328473022775,0.00106438173737206,0.00347344502907536,"YES",1.03118832261833,0.151226257802365,0.231974704591449,"NO",0.691
"NEO.TNBCCL","Fun","Fun_only",0.3,"ARHGAP33",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3132397280341,0.00107171600968358,0.00349489182389704,"YES",3.28134406210972,0.000516568170188459,0.00219505566294169,"YES",0.481
"NEO.TNBCCL","Fun","Fun_only",0.3,"MPC1L",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3078557525833,0.00107432012130666,0.00349723356420868,"YES",3.11106952783376,0.000932055213506228,0.00342425733487665,"YES",0.474
"NEO.TNBCCL","Fun","Fun_only",0.3,"HENMT1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3071865826472,0.00107464422073583,0.00349723356420868,"YES",3.06063814646011,0.00110432922186419,0.00387834301015597,"YES",0.469
"NEO.TNBCCL","Fun","Fun_only",0.3,"SEPHS2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3070252457651,0.00107472237556598,0.00349723356420868,"YES",3.26268893867211,0.000551802902770239,0.00230001482654686,"YES",0.483
"NEO.TNBCCL","Fun","Fun_only",0.3,"TRIR",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3053580591233,0.00107553032324093,0.00349738051919124,"YES",2.88111024896609,0.00198138500251184,0.00598461807412172,"YES",0.446
"NEO.TNBCCL","Fun","Fun_only",0.3,"DTX3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.3019449181144,0.00107718626324772,0.00350028279021317,"YES",3.18781562343035,0.000716759561692123,0.00280404657880408,"YES",0.481
"NEO.TNBCCL","Fun","Fun_only",0.3,"PLEKHG6",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2997583062051,0.0010782484566506,0.00350125295590864,"YES",3.26113328229556,0.000554839335053441,0.00230448758720367,"YES",0.483
"NEO.TNBCCL","Fun","Fun_only",0.3,"CASS4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2970283516143,0.00107957604304093,0.00350308291390138,"YES",3.23333691531892,0.000611765861033401,0.00248990822002895,"YES",0.483
"NEO.TNBCCL","Fun","Fun_only",0.3,"FOXI3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2951428997129,0.00108049388762445,0.0035035816653169,"YES",2.89528556223581,0.00189406875200691,0.00578567969883524,"YES",0.448
"NEO.TNBCCL","Fun","Fun_only",0.3,"PTPN7",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2920193810779,0.00108201612437869,0.00350501918415804,"YES",3.17370954552195,0.000752521093544705,0.00290674744220933,"YES",0.48
"NEO.TNBCCL","Fun","Fun_only",0.3,"ALKBH1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2906935667071,0.00108266289615366,0.00350501918415804,"YES",3.27984535412511,0.000519320011439044,0.00220266628348568,"YES",0.48
"NEO.TNBCCL","Fun","Fun_only",0.3,"BLTP3A",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.2895305303386,0.00108323057447152,0.00350501918415804,"YES",1.37520854160826,0.0845334004787161,0.141557940538683,"NO",0.647
"NEO.TNBCCL","Fun","Fun_only",0.3,"COL6A5",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2787454866694,0.0010885087848541,0.00351961408924969,"YES",2.96357745394676,0.00152042762161467,0.00490236332285743,"YES",0.457
"NEO.TNBCCL","Fun","Fun_only",0.3,"CA5BP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2746066659499,0.00109054106752876,0.00352370034856896,"YES",3.26152175516956,0.000554079644214892,0.00230448758720367,"YES",0.482
"NEO.TNBCCL","Fun","Fun_only",0.3,"ARHGAP15-AS1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2714245256413,0.00109210614079718,0.0035262722926444,"YES",3.21142636183435,0.00066038907837191,0.00262744067165413,"YES",0.482
"NEO.TNBCCL","Fun","Fun_only",0.3,"PHF8",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.2692426181831,0.00109318055144195,0.00352725744430777,"YES",1.53291705345727,0.0626481467426681,0.108311369839794,"NO",0.624
"NEO.TNBCCL","Fun","Fun_only",0.3,"SRP19",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2673830262193,0.00109409707238893,0.0035277321215916,"YES",3.05980612891162,0.00110740154953913,0.00388480191632512,"YES",0.469
"NEO.TNBCCL","Fun","Fun_only",0.3,"NR4A1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2610846689657,0.00109720693290697,0.00353464004833835,"YES",2.89810075850301,0.00187714978103944,0.00576086462253403,"YES",0.449
"NEO.TNBCCL","Fun","Fun_only",0.3,"BCL7C",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.259923266906,0.00109778133671403,0.00353464004833835,"YES",2.89869975616358,0.00187356765229831,0.0057537224955042,"YES",0.449
"NEO.TNBCCL","Fun","Fun_only",0.3,"TRIB2",2,2,"YES",1,"NO","NO",NA,"YES","Fun","YES","Dys",18.2518409156234,0.00110178692544455,0.0035450477566058,"YES",1.54235908064219,0.0614931796834201,0.106595927730995,"NO",0.622
"NEO.TNBCCL","Fun","Fun_only",0.3,"PLEKHG3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2497062027185,0.00110284729110161,0.0035459711288225,"YES",3.22748391715319,0.000624420305848925,0.00252243797560997,"YES",0.482
"NEO.TNBCCL","Fun","Fun_only",0.3,"DTX3L",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2481392594232,0.00110362627289751,0.00354598911088654,"YES",3.15213082384792,0.00081041818236186,0.00308106746776876,"YES",0.478
"NEO.TNBCCL","Fun","Fun_only",0.3,"LRRC37A2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2450155523471,0.00110518079828075,0.00354849717095045,"YES",2.89901270535264,0.00187169862409989,0.0057537224955042,"YES",0.449
"NEO.TNBCCL","Fun","Fun_only",0.3,"IPCEF1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2383721706434,0.00110849410042299,0.00355664482186101,"YES",2.85075501050402,0.00218077802316512,0.00645088208787875,"YES",0.442
"NEO.TNBCCL","Fun","Fun_only",0.3,"CASP9",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2287343924712,0.00111331827244329,0.00356962537003671,"YES",3.23495837728316,0.000608302323509998,0.00247916991403853,"YES",0.482
"NEO.TNBCCL","Fun","Fun_only",0.3,"MAF1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2225849050786,0.00111640722050683,0.00357410864889983,"YES",3.26682749642036,0.00054379965135259,0.00227720913012003,"YES",0.48
"NEO.TNBCCL","Fun","Fun_only",0.3,"AJUBA",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2217328106147,0.00111683590331127,0.00357410864889983,"YES",3.22075905231375,0.000639257937039677,0.00256550345258938,"YES",0.482
"NEO.TNBCCL","Fun","Fun_only",0.3,"ABCC3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2199315281502,0.00111774265133095,0.00357410864889983,"YES",2.87909234775726,0.00199410765677714,0.00601194867733097,"YES",0.446
"NEO.TNBCCL","Fun","Fun_only",0.3,"MYORG",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2197488800053,0.00111783463522843,0.00357410864889983,"YES",3.07823261806305,0.00104116150747894,0.00372656167977436,"YES",0.471
"NEO.TNBCCL","Fun","Fun_only",0.3,"TCF7",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2174070678408,0.00111901466406465,0.00357538831688949,"YES",2.96018540143004,0.00153726977504673,0.00493758797559388,"YES",0.457
"NEO.TNBCCL","Fun","Fun_only",0.3,"SEMA6D",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",18.2137299738695,0.00112087001927823,0.0035784771591819,"YES",3.19872225315425,0.000690190434521473,0.00270935200537753,"YES",0.481
