"","gene_id","H_value","p_value","stat_test_adj_p","cluster1_mean","cluster1_sd","cluster1_sem","cluster2_mean","cluster2_sd","cluster2_sem","cluster1_penetrance","cluster2_penetrance","cluster1_cluster2_pval","cluster1_cluster2_differential","cluster2_cluster1_differential","cluster1_cluster2_sd","cluster2_cluster1_sd"
"11","STPG1",109,0.401961581988504,0.562508711057738,0.182956120720572,0.441132373102509,0.117897585883151,0.0479630915454937,0.345908589019296,0.0959377811024978,0.571428571428571,0.384615384615385,NA,0.134993029175078,-0.134993029175078,0.560580522812175,0.560580522812175
"12","NIPAL3",125,0.104758030341554,0.267903850323474,0.153496719455724,0.563213788087327,0.15052521646642,-0.0158605269637376,0.349507326590295,0.096935891320896,0.571428571428571,0.230769230769231,NA,0.169357246419462,-0.169357246419462,0.662846243432043,0.662846243432043
"13","LAS1L",53,0.0682643095376976,0.21627807892166,-0.167854359339718,0.364744311182345,0.0974820175870853,-0.0250673152206713,0.225768022949456,0.0626167833157227,0.214285714285714,0.384615384615385,NA,-0.142787044119047,0.142787044119047,0.428963416536177,0.428963416536177
"14","ENPP4",33,0.00395407387465538,0.0438502266549791,-0.772844472605689,0.734443371683516,0.196288247630485,-0.100308386904637,0.353247246123949,0.0979731583704881,0.0714285714285714,0.538461538461538,NA,-0.672536085701052,0.672536085701052,0.814978946417639,0.814978946417639
"15","SEMA3F",132,0.0481728760662668,0.177910300572693,-0.0155352558155064,0.69350161121933,0.185346101882745,-0.573897664161538,0.465422641733941,0.129085015348741,0.5,0,NA,0.558362408346032,-0.558362408346032,0.835202203183401,0.835202203183401
"16","CFTR",155.5,0.00164530950545148,0.0270772768457732,0.365196906470966,0.329776601482834,0.0881365040659608,0.000722584108941639,0.0881011934037026,0.0244348746343554,0.785714285714286,0.307692307692308,NA,0.364474322362024,-0.364474322362024,0.341342096971242,0.341342096971242
"17","ANKIB1",36,0.00661820792390183,0.0579527117923767,-0.582202638743614,0.486051310576165,0.129902676897747,-0.000307237613316378,0.213964135008192,0.0593429738371026,0.214285714285714,0.538461538461538,NA,-0.581895401130298,0.581895401130298,0.531061698470725,0.531061698470725
"18","CYP51A1",53,0.0682643095376976,0.21627807892166,-0.380976031328781,0.442300264668952,0.118209718033618,-0.067269691611155,0.355771215483279,0.0986731815199317,0.142857142857143,0.538461538461538,NA,-0.313706339717626,0.313706339717626,0.567629000221689,0.567629000221689
"19","KRIT1",56,0.0944789937332675,0.249509320388267,-0.176082814605732,0.329521531899813,0.0880683338524285,0.0585022669642596,0.193378604034837,0.0536335748019426,0.428571428571429,0.615384615384615,NA,-0.234585081569992,0.234585081569992,0.382072930844442,0.382072930844442
"20","RAD52",130,0.060940059725899,0.207731190499001,0.150276947455928,0.382711648581284,0.102283990494185,-0.223357608094275,0.443310847774863,0.122952307124745,0.642857142857143,0.307692307692308,NA,0.373634555550203,-0.373634555550203,0.585655797986046,0.585655797986046
"21","MYH16",117,0.0449796467761154,0.171436818531097,0.00404168059759768,0.0151225840629823,0.00404168059759768,-0.00328033364680722,0.0062335930170257,0.00172888763486619,0.0714285714285714,0,NA,0.0073220142444049,-0.0073220142444049,0.0163569627573055,0.0163569627573055
"22","BAD",157,0.000823100661571519,0.0178574166290579,0.464369280123846,0.359821300853362,0.0961662877326135,0.0719858099812239,0.252078381221166,0.0699139637637594,0.857142857142857,0.692307692307692,NA,0.392383470142622,-0.392383470142622,0.439334586422341,0.439334586422341
