Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
OB_0080_B,0.00729959879615057,0.00469460025011015,0.00127531559616341,0.033911183642473,0,0.0685687673205148,0,0.0330482895854219,0.00703643834770403,0.00132410033607829,0.0204487981530917,0,0.00269505178791497,0.165396466799597,0.0225661241664801,0.479029739932245,0,0,0.128460062736603,0.0145318451938165,0,0.00971361735563626,0,0.831614086979524,0.643023245290257
OB_0080_S,0.00847066829822113,0.00439875599260809,0,0.025034874469607,0,0.0321598505573886,0,0.0460324691850506,0.00892314856579485,0,0,0.0258357809679665,0,0.180370128747067,0.0276179986170667,0.41443972693801,0.00287104012421874,0,0.165625232300046,0.0269005727509138,0,0.0313197524860412,0,0.766353073922338,0.69406165224204
OB_0095_B,0.0100327667482952,0.00997272191783946,0,0.179560580700083,0,0.0588057364184318,0.0373192266541774,0.0844505284997024,0.0448622540355193,0,0,0.0414498018904556,0.0273531962794623,0.0216263925634569,0.181499845622903,0.234023180404436,0.00735166537221102,0,0.0578684798195335,0.00136762355664177,0,0.00245599951685114,0,0.718718774984678,0.734086669783602
OB_0095_S,0.0105344107114423,0,0,0.119829813187385,0,0.113321555313058,0.0165300050319966,0.111052645577993,0.031548039638941,0.0069415077477081,0,0.0937922957318659,0.0259545241128597,0.015052928235264,0.104813003200217,0.290299860136614,0.00157916337282383,0,0,0.0521974585905551,0.0030309797887322,0.00352180962254484,0.005,0.254829280319332,0.990544594872056
OB_0163_B,0.0247602537926367,0.00998435872499246,0.000638833355719256,0.0830038925204781,0,0.0550387822707862,0,0.0771806882783537,0.0524532760944046,0,0.0140202334895019,0.0161158309380553,0.00783981932110326,0.173606037051683,0.0545281600096885,0.353790477277701,0.0148066798343615,0,0.0407208973324547,0.0146929055289347,0,0.00681887417914463,0,0.731921340919518,0.732571803246385
OB_0163_S,0.0118500588907147,0,0.00161671460374834,0.162748898735353,0,0.143442972624913,0,0.0317229603529595,0.00547358921364999,0.048087439540082,0,0.0109516383498434,0.000380555657143257,0.126714720123504,0.0334767961474541,0.316586137427717,0.0226620095807244,0,0.0723328286953499,0.0119526800568439,0,0,0,0.74466316556764,0.728631905063634
OB_0168_B,0.00913072280536734,0.00396444491137186,0.0178493609172288,0.0693052803923373,0,0.165209781047531,0,0.0362608036900468,0.00570320819028254,0,0,0.0252572049025757,0.00975083086848769,0.02873634345255,0.043461593071957,0.324934463950333,0.00609147823737813,0,0.25286353685654,0,0,0.00148094670601288,0,0.70333333485956,0.761467469370541
OB_0168_S,0.00978169227596524,0.00120872210199487,0.00628352922016996,0.0792422507193092,0,0.232432980304164,0,0.0516608805427569,0,0,0,0.0162680417745937,0.0126192856341056,0.0065883735256145,0.0174953211258188,0.254733549008607,0.00406539695699256,0.00542690415286347,0.289368536791867,0.0128245358651768,0,0,0,0.71118311685206,0.749433471437976
OB_0315_B,0.0225872404868732,0.00408251426281471,0,0.11241704167424,0,0.144487380576776,0,0.0913452105816399,0.0392446722920847,0.00690102182000796,0,0.0220385333316527,0.0130528045889208,0.0718175518657623,0.126903039620646,0.205730509831721,0.00992484211072194,0,0.129467636956139,0,0,0,0,0.841670880249665,0.673323628919923
OB_0315_S,0.0270022847138367,0,0.00189601449371236,0.0979409691686627,0,0.136708209775757,0.00437477246846003,0.0459874995645355,0,0.0124899677164443,0,0.0482104893488635,0.0656947140223219,0.00817870707258934,0.0622384686748991,0.247073705104208,0.0136673455571158,0.00701075545049072,0.218570123706626,0,0,0.002955973161478,0,0.815158776943545,0.703934389514019
OB_0344_B,0.0711998801672043,0.0149217839951669,0,0.083227407966916,0,0.181941704691516,0.0144001858281939,0.0491852078069854,0.0111118256795758,0,0.0060527585609161,0.0137328001790413,0.0717293406317175,0.0201969277575044,0.0840201564709714,0.226220164198949,0.00379758994818578,0.0227122585755565,0.125550007541599,0,0,0,0,0.78253626941752,0.730452897145976
OB_0344_S,0.0344910281618762,0,0.00704201555141044,0.0963697316182371,0,0.174436893301628,0.000539772532154545,0.0771919357040357,0,0,0.0268243664736323,0.000533656838952328,0.0860532613221842,0.0433387046821906,0.104933357912521,0.252055503462457,0.0325143240712843,0,0.0636754483674363,0,0,0,0,0.685992604678392,0.774325103146445
OB_0001_B,0.0396359817685564,0.0667395510379273,0,0.130510610959858,0,0.16448260673376,0.0150646202537948,0.0696694089306506,0.0311991336113954,0.0499450924806304,0,0.027117619795693,0.019613608780649,0,0.0905685107670894,0.245393392383287,0.0109553037185511,0,0.0391045587781568,0,0,0,0,0.839350572375175,0.674186776089615
OB_0001_S,0.0355514225631145,0,0.0130619742887196,0.116559288558017,0,0.256965270854301,0.00213978926553113,0.0274033465090788,0,0,0,0.0131340594407551,0.0562687917785163,0,0.0581021716991408,0.372121066520962,0.0013193624887508,0,0.0205439702691751,0.0240120431886014,0.00161068745546081,0.00120675511987538,0,0.753774086315546,0.726424097556253
OB_0038_B,0.00716281341032056,0.000178558334957866,0.00205995584373366,0.0670135843420286,0,0.183801357245903,0,0.0316500144753251,0.0117879510975381,0,0.0131902957754428,0.0112202866522306,0.011710640132583,0.185391299354918,0.0416639005130142,0.340152317351528,0.00741847758930018,0,0.0815067999565597,0.00159231051351437,0,0.00249943741110149,0,0.787842381359318,0.696197053648941
OB_0038_S,0.00605977137453457,0,0.00141527307863521,0.0484448887032026,0,0.14055747245381,0.00371735082461433,0.0408228551571195,0.00161502974863505,0,0,0.0175966079484592,0.0133973520627623,0.23998443785204,0.028827237191333,0.317534887553137,0.01305365144229,0.0276042710842788,0.0993689135251478,0,0,0,0,0.696109595596688,0.750479651196871
OB_0234_B,0,0.000276566033527894,0.00340910982971678,0.103560346584074,0,0.162697949489534,0.0654542694721335,0.0737623981970255,0,0.0047797432057966,0.00486690070421091,0.0209558875576869,0.015346784983395,0.063250369241158,0.0985149357306018,0.281466658209718,0.0460367836506884,0,0.021995755542058,0.0190112665174617,0,0.0146142750512133,0,0.505105731251789,0.864972401378365
OB_0234_S,0,0.0123804244050515,0.00247315074420544,0.0729862902556327,0,0.127658965202312,0,0.0739166630771208,0,0,0,0.0575542436203133,0.0164379438385009,0.0986795665704453,0.0633961573571098,0.321934274563624,0.018699454455991,0.0493697804934302,0,0.065068045781876,0.00147798839677723,0.0179670512376104,0,0.423968899284678,0.905247637818522
