family,test,scope,GeneSet,analysis_pool,standalone,n_scope_datasets,k_datasets,all_datasets_present,meta_direction,k_concordant,direction_concordant,n_up,n_down,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,stouffer_sig_nominal,fisher_stat,fisher_p,fisher_padj,fisher_sig,min_p_dataset,max_p_dataset,mean_n_genes,datasets,nki_smc_direction,nki_smc_p_value,neo_direction,neo_p_value,tnbc_cl_direction,tnbc_cl_p_value
"zscore","Fry","NEO.TNBCCL","REACTOME_CELLULAR_RESPONSE_TO_MITOCHONDRIAL_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",1,"NO",1,1,-0.558415204128364,0.576560892978241,0.576560892978241,"NO","NO",15.6378907818699,0.00354561695721741,0.00354561695721741,"YES",0.0186172130756136,0.0215953622305484,9,"neo;tnbc_cl","Up",0.00950780163937233,"Down",0.0215953622305484,"Up",0.0186172130756136
"zscore","Fry","NKI.NEO","GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-6.45038837089626,1.11563882204675e-10,2.11971376188882e-09,"YES","YES",49.187729781432,5.335265820482e-10,1.01370050589158e-08,"YES",1.33023944411623e-06,1.56707711341089e-05,21,"neo;nki_smc","Down",1.33023944411623e-06,"Down",1.56707711341089e-05,NA,NA
"zscore","Fry","NKI.NEO","HALLMARK_INFLAMMATORY_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-6.09308517637179,1.10755092291862e-09,1.05217337677269e-08,"YES","YES",44.810007594464,4.354509072854e-09,4.1367836192113e-08,"YES",9.2847128894544e-06,2.00383521811391e-05,200,"neo;nki_smc","Down",9.2847128894544e-06,"Down",2.00383521811391e-05,"Up",0.902925312316157
"zscore","Fry","NKI.NEO","GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-5.71392358271776,1.10400590227011e-08,6.99203738104401e-08,"YES","YES",40.5279301654086,3.3660148958082e-08,2.13180943401186e-07,"YES",2.51826678832967e-05,6.28593730611951e-05,79,"neo;nki_smc","Down",6.28593730611951e-05,"Down",2.51826678832967e-05,"Down",0.471507906934077
"zscore","Fry","NKI.NEO","GOBP_ADAPTIVE_IMMUNE_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-5.65800936448102,1.53138781836145e-08,7.27409213721688e-08,"YES","YES",39.1632003386569,6.44611778384233e-08,2.89939548298489e-07,"YES",2.93172494580134e-05,0.000106830651573394,485.5,"neo;nki_smc","Down",2.93172494580134e-05,"Down",0.000106830651573394,NA,NA
"zscore","Fry","NKI.NEO","GOBP_T_CELL_ACTIVATION","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-5.57013670041388,2.54539545712665e-08,9.67250273708126e-08,"YES","YES",38.8086843741582,7.62998811311814e-08,2.89939548298489e-07,"YES",3.68911043125224e-05,0.000101363035412034,591,"neo;nki_smc","Down",0.000101363035412034,"Down",3.68911043125224e-05,NA,NA
"zscore","Fry","NKI.NEO","GOBP_B_CELL_ACTIVATION","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-5.24531548472184,1.56015129281599e-07,4.94047909391729e-07,"YES","YES",35.3375912225877,3.95964148007524e-07,1.25388646869049e-06,"YES",5.71533083893388e-05,0.000371106181993251,287,"neo;nki_smc","Down",0.000371106181993251,"Down",5.71533083893388e-05,NA,NA
"zscore","Fry","NKI.NEO","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-5.10164632563264,3.36711540696187e-07,9.13931324746792e-07,"YES","YES",32.7888124171481,1.31950019092786e-06,3.13381295345367e-06,"YES",0.000184735724797082,0.000410628379025437,117,"neo;nki_smc","Down",0.000184735724797082,"Down",0.000410628379025437,"Down",0.182958087517368
"zscore","Fry","NKI.NEO","GOBP_LEUKOCYTE_CHEMOTAXIS_INVOLVED_IN_INFLAMMATORY_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-5.05725212639004,4.2534074040556e-07,9.25466240698166e-07,"YES","YES",32.0531655031673,1.86582557072078e-06,3.93896509374386e-06,"YES",0.000132176159064626,0.000829068509699301,8,"neo;nki_smc","Down",0.000132176159064626,"Down",0.000829068509699301,NA,NA
"zscore","Fry","NKI.NEO","GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-5.05148919206769,4.38378745593868e-07,9.25466240698166e-07,"YES","YES",32.859621259201,1.27619363274831e-06,3.13381295345367e-06,"YES",0.000154341008100854,0.000474397697243125,22.5,"neo;nki_smc","Down",0.000474397697243125,"Down",0.000154341008100854,"Down",0.205533953023574
"zscore","Fry","NKI.NEO","GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-4.49063173866174,7.10122371566622e-06,1.34923250597658e-05,"YES","YES",30.3365418797182,4.17991267784406e-06,7.94183408790371e-06,"YES",1.68771969308593e-05,0.0153180440059157,59,"neo;nki_smc","Down",0.0153180440059157,"Down",1.68771969308593e-05,"Down",0.14159064205253
"zscore","Fry","NKI.NEO","WP_OXIDATIVE_STRESS_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-3.72022797643017,0.000199043025226433,0.000319408479349819,"YES","YES",21.249898884815,0.000282510217473585,0.000315746713646948,"YES",0.00078964293841376,0.0307760111560423,33,"neo;nki_smc","Down",0.0307760111560423,"Down",0.00078964293841376,"Down",0.0108848547086725
"zscore","Fry","NKI.NEO","WP_MOLECULAR_PATHWAY_FOR_OXIDATIVE_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-3.71683803889269,0.000201731671168307,0.000319408479349819,"YES","YES",22.4061669766354,0.000166353615145965,0.000197544917985834,"YES",0.000261380386305093,0.0521542452907258,48,"neo;nki_smc","Down",0.0521542452907258,"Down",0.000261380386305093,"Up",0.769289318885828
"zscore","Fry","NKI.NEO","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-3.61749940278984,0.000297463016786133,0.000434753639918194,"YES","YES",29.3574726126009,6.6132794840842e-06,1.14229372906909e-05,"YES",1.2276046104781e-06,0.343595375551401,67,"neo;nki_smc","Down",0.343595375551401,"Down",1.2276046104781e-06,"Down",0.774469262625979
"zscore","Fry","NKI.NEO","GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-3.12362222816258,0.00178639651352262,0.00242439526835213,"YES","YES",25.5449025313572,3.90846420787142e-05,6.18840166246309e-05,"YES",4.80944558807913e-06,0.590065032939723,281.5,"neo;nki_smc","Down",0.590065032939723,"Down",4.80944558807913e-06,NA,NA
"zscore","Fry","NKI.NEO","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-2.85997764108548,0.00423670877521646,0.00536649778194085,"YES","YES",24.3863120559647,6.68233614952785e-05,9.76649129546378e-05,"YES",6.3427515648368e-06,0.79854964129205,327,"neo;nki_smc","Down",0.79854964129205,"Down",6.3427515648368e-06,"Down",0.852071551537089
"zscore","Fry","NKI.NEO","GOBP_CELLULAR_RESPONSE_TO_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-2.72219424846928,0.00648500115456102,0.00770093887104122,"YES","YES",22.4537535678898,0.000162758957464159,0.000197544917985834,"YES",1.63272583192266e-05,0.81529747968005,1893,"neo;nki_smc","Down",0.81529747968005,"Down",1.63272583192266e-05,"Down",0.920727020878156
"zscore","Fry","NKI.NEO","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",1,"NO",1,1,-1.33701787313915,0.181216802787945,0.20253642664535,"NO","NO",23.0578823763343,0.000123298794479944,0.00016733407822278,"YES",5.02100200258411e-05,0.19599909461155,194,"neo;nki_smc","Up",0.19599909461155,"Down",5.02100200258411e-05,"Down",0.33735373415236
"zscore","Fry","NKI.NEO","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",1,"NO",1,1,-1.06510662380233,0.286827682150778,0.302762553381377,"NO","NO",20.1388188134972,0.000468851714989311,0.000494899032488717,"YES",0.000239993890614916,0.176486248816664,112.5,"neo;nki_smc","Up",0.176486248816664,"Down",0.000239993890614916,"Up",0.0771216966239895
"zscore","Fry","NKI.NEO","REACTOME_CELLULAR_RESPONSE_TO_MITOCHONDRIAL_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Dys-CIM",1,"NO",1,1,0.747717928723624,0.454630314607667,0.454630314607667,"NO","NO",16.981838582188,0.00194871750268214,0.00194871750268214,"YES",0.00950780163937233,0.0215953622305484,9,"neo;nki_smc","Up",0.00950780163937233,"Down",0.0215953622305484,"Up",0.0186172130756136
"zscore","Fry","NKI.TNBCCL","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-3.93984047972578,8.15358073995465e-05,0.000414542155360596,"YES","YES",20.5901649022558,0.000381761304709082,0.00165429898707269,"YES",0.000184735724797082,0.182958087517368,117,"nki_smc;tnbc_cl","Down",0.000184735724797082,"Down",0.000410628379025437,"Down",0.182958087517368
"zscore","Fry","NKI.TNBCCL","HALLMARK_INFLAMMATORY_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",1,"NO",1,1,-3.91062429770545,9.20578710143052e-05,0.000414542155360596,"YES","YES",23.3785134504255,0.000106379143831146,0.0013829288698049,"YES",9.2847128894544e-06,0.902925312316157,200,"nki_smc;tnbc_cl","Down",9.2847128894544e-06,"Down",2.00383521811391e-05,"Up",0.902925312316157
"zscore","Fry","NKI.TNBCCL","GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-3.90133520788613,9.56635743139837e-05,0.000414542155360596,"YES","YES",20.8528598150468,0.000338664430098737,0.00165429898707269,"YES",6.28593730611951e-05,0.471507906934077,79,"nki_smc;tnbc_cl","Down",6.28593730611951e-05,"Down",2.51826678832967e-05,"Down",0.471507906934077
"zscore","Fry","NKI.TNBCCL","GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-3.69200025904998,0.00022249723830085,0.000723116024477761,"YES","YES",18.4712172030014,0.00099802131777953,0.00324356928278347,"YES",0.000474397697243125,0.205533953023574,22.5,"nki_smc;tnbc_cl","Down",0.000474397697243125,"Down",0.000154341008100854,"Down",0.205533953023574
"zscore","Fry","NKI.TNBCCL","REACTOME_CELLULAR_RESPONSE_TO_MITOCHONDRIAL_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Dys-CIM",2,"YES",2,0,3.37180113441084,0.000746783495171293,0.00194163708744536,"YES","YES",17.2786225684797,0.00170624262443943,0.00443623082354252,"YES",0.00950780163937233,0.0186172130756136,9,"nki_smc;tnbc_cl","Up",0.00950780163937233,"Down",0.0215953622305484,"Up",0.0186172130756136
"zscore","Fry","NKI.TNBCCL","WP_OXIDATIVE_STRESS_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-3.07069712915842,0.00213559659419767,0.00462712595409495,"YES","YES",16.002805366547,0.00301540157776421,0.0065333700851558,"YES",0.0108848547086725,0.0307760111560423,33,"nki_smc;tnbc_cl","Down",0.0307760111560423,"Down",0.00078964293841376,"Down",0.0108848547086725
"zscore","Fry","NKI.TNBCCL","GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-2.82613744077386,0.00471130444039088,0.00874956538929735,"YES","YES",12.2670779715621,0.0154718733964944,0.0287334791649183,"YES",0.0153180440059157,0.14159064205253,59,"nki_smc;tnbc_cl","Down",0.0153180440059157,"Down",1.68771969308593e-05,"Down",0.14159064205253
"zscore","Fry","NKI.TNBCCL","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","19 a priori immune/stress pathways",FALSE,2,2,"YES","Dys-CIM",2,"YES",2,0,1.99946653263384,0.0455578994722618,0.0740315866424254,"NO","YES",8.59376589032115,0.0720954443988373,0.117155097148111,"NO",0.0771216966239895,0.176486248816664,112.5,"nki_smc;tnbc_cl","Up",0.176486248816664,"Down",0.000239993890614916,"Up",0.0771216966239895
"zscore","Fry","NKI.TNBCCL","WP_MOLECULAR_PATHWAY_FOR_OXIDATIVE_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",1,"NO",1,1,-1.6056811336017,0.108343988655765,0.156496872502771,"NO","NO",6.43167569655606,0.169146597572191,0.244322863159831,"NO",0.0521542452907258,0.769289318885828,48,"nki_smc;tnbc_cl","Down",0.0521542452907258,"Down",0.000261380386305093,"Up",0.769289318885828
"zscore","Fry","NKI.TNBCCL","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-0.975240576020465,0.329440939240814,0.428273221013058,"NO","NO",2.64773570884358,0.618390664330461,0.730825330572363,"NO",0.343595375551401,0.774469262625979,67,"nki_smc;tnbc_cl","Down",0.343595375551401,"Down",1.2276046104781e-06,"Down",0.774469262625979
"zscore","Fry","NKI.TNBCCL","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Dys-CIM",1,"NO",1,1,0.727465431650084,0.466940884199799,0.551839226781581,"NO","NO",5.4325369639727,0.245723486621292,0.319440532607679,"NO",0.19599909461155,0.33735373415236,194.5,"nki_smc;tnbc_cl","Up",0.19599909461155,"Down",5.02100200258411e-05,"Down",0.33735373415236
"zscore","Fry","NKI.TNBCCL","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-0.311674383214374,0.755287998097396,0.799926882352499,"NO","NO",0.770085840161394,0.94241288683438,0.965952975320066,"NO",0.79854964129205,0.852071551537089,327,"nki_smc;tnbc_cl","Down",0.79854964129205,"Down",6.3427515648368e-06,"Down",0.852071551537089
"zscore","Fry","NKI.TNBCCL","GOBP_CELLULAR_RESPONSE_TO_STRESS","19 a priori immune/stress pathways",FALSE,2,2,"YES","Fun-CIM",2,"YES",0,2,-0.2534417322767,0.799926882352499,0.799926882352499,"NO","NO",0.573587815053337,0.965952975320066,0.965952975320066,"NO",0.81529747968005,0.920727020878156,1898.5,"nki_smc;tnbc_cl","Down",0.81529747968005,"Down",1.63272583192266e-05,"Down",0.920727020878156
