scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"NKI.TNBCCL","Fun","Fun_only",0.3,"TLR8",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.7561731678965,1.33995227118414e-06,3.94541502070886e-05,"YES",4.91743951548073,4.3841768085017e-07,1.96361721845569e-05,"YES",0.532,71,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"PDE1B",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",33.0043645492907,1.19202537704296e-06,3.79064069899661e-05,"YES",4.89017082008434,5.03742546462312e-07,2.19438533938377e-05,"YES",0.56,72,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"ITK",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.4719002560317,1.53197500547316e-06,4.34971474768271e-05,"YES",4.89049829239435,5.02905156729201e-07,2.19438533938377e-05,"YES",0.529,73,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"ADGRL4",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",34.3939880777516,6.18642904838721e-07,2.55491485374952e-05,"YES",4.88219293539952,5.24562655794509e-07,2.19488058608755e-05,"YES",0.589,74,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"FBLN7",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",33.4642859979761,9.59585882758625e-07,3.31682946431786e-05,"YES",4.88327807080883,5.21682844039414e-07,2.19488058608755e-05,"YES",0.574,75,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"TNFSF8",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.4737570001443,1.53063586216327e-06,4.34971474768271e-05,"YES",4.88585024318938,5.14917279890342e-07,2.19488058608755e-05,"YES",0.536,76,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"SOD3",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",34.733850294388,5.26837520361331e-07,2.32686571492921e-05,"YES",4.86436307793651,5.74129815172865e-07,2.21332240545807e-05,"YES",0.594,77,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"FYB1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.8788536389756,1.26467767907459e-06,3.80144311377401e-05,"YES",4.86352205922902,5.76575836269975e-07,2.21332240545807e-05,"YES",0.563,78,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"GPR183",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.4437864131397,1.55239482453632e-06,4.35899959768137e-05,"YES",4.86313974641964,5.77691068091257e-07,2.21332240545807e-05,"YES",0.547,79,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"GSDMB",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.4203937957859,1.56959199710182e-06,4.35899959768137e-05,"YES",4.86401025042859,5.75154761454139e-07,2.21332240545807e-05,"YES",0.546,80,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"KCNE1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.4112470201281,1.57636777903571e-06,4.35899959768137e-05,"YES",4.87009591576728,5.57720449081057e-07,2.21332240545807e-05,"YES",0.542,81,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"SCPEP1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.2088047408342,1.73402286836071e-06,4.55088797809496e-05,"YES",4.86598769193437,5.69433026554211e-07,2.21332240545807e-05,"YES",0.51,82,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"ZNF846",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.3302963187997,1.63761916257788e-06,4.44516587880635e-05,"YES",4.86910854476115,5.60514103564564e-07,2.21332240545807e-05,"YES",0.499,83,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"BTG2",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",37.0196254061183,1.78461106804498e-07,1.26112515475178e-05,"YES",4.84386511198653,6.36686982751774e-07,2.30075523312573e-05,"YES",0.612,84,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"NR5A2",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",35.2703144717377,4.08772420317633e-07,2.03108796345324e-05,"YES",4.84625154802494,6.29079873005201e-07,2.30075523312573e-05,"YES",0.6,85,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"RFTN2",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.6403746478098,1.41509398955514e-06,4.12843934567463e-05,"YES",4.84522681920661,6.32335571684577e-07,2.30075523312573e-05,"YES",0.56,86,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"GUSBP11",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.2947594503306,1.66525157652986e-06,4.44516587880635e-05,"YES",4.84757278477653,6.24905921804404e-07,2.30075523312573e-05,"YES",0.546,87,FALSE,FALSE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"RGS1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.093388155883,1.83083613931032e-06,4.62477987315565e-05,"YES",4.8502159423049,6.16635673449733e-07,2.30075523312573e-05,"YES",0.501,88,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"APOBEC3G",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",37.7743607686482,1.24731169203951e-07,1.02339645385533e-05,"YES",4.83818416290272,6.55153528086647e-07,2.34088563968038e-05,"YES",0.616,89,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"PLAAT4",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",42.4786900830382,1.32736891276269e-08,3.83730285689577e-06,"YES",4.82664597739149,6.94258136379316e-07,2.45304541520692e-05,"YES",0.629,90,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"PLPPR4",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",34.030868697839,7.34404775843372e-07,2.77401766186637e-05,"YES",4.8166025205729,7.30115777675893e-07,2.49652491721434e-05,"YES",0.587,91,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"LINC00891",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.0387347351593,1.87854049500683e-06,4.70374706623758e-05,"YES",4.81887428947477,7.21852395970041e-07,2.49652491721434e-05,"YES",0.546,92,FALSE,FALSE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"SESN1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.7278935557489,2.17437615145966e-06,5.16981691752217e-05,"YES",4.81733287919608,7.27449284994138e-07,2.49652491721434e-05,"YES",0.501,93,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"MAFB",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.5601996385972,2.35279595350773e-06,5.50139053834896e-05,"YES",4.80030570190649,7.92118063350616e-07,2.67971855473932e-05,"YES",0.499,94,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"MIXL1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.0915045993219,1.83245994974092e-06,4.62477987315565e-05,"YES",4.79342752315734,8.19778542854956e-07,2.74410080660922e-05,"YES",0.555,95,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"EGFL6",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.8294809992543,2.07291435694226e-06,5.07066742698184e-05,"YES",4.78658789418279,8.4820332455474e-07,2.78218360875769e-05,"YES",0.548,96,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"CELF6",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.3679972642799,2.57528966788826e-06,5.76719798865117e-05,"YES",4.7864813561967,8.48653490721686e-07,2.78218360875769e-05,"YES",0.509,97,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"GIMAP6",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.2822652097532,2.68117585820756e-06,5.96233512524479e-05,"YES",4.77792268505327,8.85577264765362e-07,2.87360785913658e-05,"YES",0.507,98,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"ZBTB40",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.1521168450027,1.7809190043976e-06,4.56719551127771e-05,"YES",4.77354206610605,9.05068592332687e-07,2.87811812361795e-05,"YES",0.56,99,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"NFAM1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.4093424665417,2.52572391228106e-06,5.70004701749348e-05,"YES",4.77507956370996,8.98181090400764e-07,2.87811812361795e-05,"YES",0.532,100,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"ZNF711",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.7584818450115,2.14331598309433e-06,5.1634430501818e-05,"YES",4.7704504331463,9.19072074285801e-07,2.89371207547411e-05,"YES",0.55,101,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"SYT11",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",40.204481319722,3.92677827115005e-08,5.43306086930224e-06,"YES",4.76649461726471,9.3729367891901e-07,2.92215088133574e-05,"YES",0.621,102,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"LIMA1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",33.3158075327969,1.02920872636281e-06,3.48179122322737e-05,"YES",4.76287805827216,9.54255905780826e-07,2.94614930134274e-05,"YES",0.581,103,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"CD4",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.5038282091165,2.41598961116109e-06,5.56728040832774e-05,"YES",4.74572906323655,1.03878325379758e-06,3.17627956449644e-05,"YES",0.547,104,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"NAIP",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.1535879026518,2.84829442910174e-06,6.24660433416795e-05,"YES",4.74235271141068,1.05625204719521e-06,3.1989347715055e-05,"YES",0.534,105,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"ARHGAP15",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.7846894356986,2.11705587258389e-06,5.13911272886775e-05,"YES",4.72969522682426,1.12428568550999e-06,3.37285705652997e-05,"YES",0.558,106,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"SLAMF6",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.9430384617704,3.14440319593682e-06,6.75621767775613e-05,"YES",4.72287742319488,1.16265505643629e-06,3.45536736398822e-05,"YES",0.532,107,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"ADGRG5",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.7080805901247,2.1947335970613e-06,5.16981691752217e-05,"YES",4.71319187988707,1.21933180388864e-06,3.59025475589434e-05,"YES",0.558,108,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"PKDCC",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.5560394737531,3.77087298808423e-06,7.68677955263323e-05,"YES",4.70595190040336,1.26342047951915e-06,3.68594231639532e-05,"YES",0.497,109,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"MYH3",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.2300440314653,2.74778674898955e-06,6.06802907068527e-05,"YES",4.70177872890304,1.2895244963486e-06,3.72789808944414e-05,"YES",0.548,110,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"ELMO1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.690944425427,3.53951345410404e-06,7.35663580656918e-05,"YES",4.69750397187752,1.31680032556962e-06,3.77245498676702e-05,"YES",0.53,111,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"HSPA12B",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.5058893869429,2.41364948182947e-06,5.56728040832774e-05,"YES",4.68883185295149,1.3738452178e-06,3.90073910053927e-05,"YES",0.557,112,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"LY9",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.3156303490115,4.22111464819449e-06,8.18484425686493e-05,"YES",4.68185206883077,1.42147307847125e-06,4.00025167215802e-05,"YES",0.508,113,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"DDB2",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.5169058787441,1.49984184745147e-06,4.33590643172333e-05,"YES",4.67197869719234,1.49155952686577e-06,4.12608983536455e-05,"YES",0.574,114,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"IKZF1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.2417329577277,4.36998058595708e-06,8.42214440202637e-05,"YES",4.67189887883986,1.49213940587083e-06,4.12608983536455e-05,"YES",0.488,115,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"CCDC159",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",33.1670495438022,1.10400906314697e-06,3.65703002167433e-05,"YES",4.66508994601916,1.5424103649035e-06,4.22833186240787e-05,"YES",0.581,116,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"CARINH",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.8551863927864,3.27684082300812e-06,6.9469025447772e-05,"YES",4.66019745145892,1.57953095807989e-06,4.29308414247355e-05,"YES",0.546,117,FALSE,FALSE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"SP140",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.1769357759968,4.50480860461857e-06,8.57801878005212e-05,"YES",4.6583750175071,1.59357606013716e-06,4.29455243325099e-05,"YES",0.518,118,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"APOL6",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",32.1942581630243,1.74593815511819e-06,4.55088797809496e-05,"YES",4.65538212825902,1.61690185791182e-06,4.32079656147863e-05,"YES",0.571,119,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"DIRAS3",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",33.634763523622,8.85416857413762e-07,3.0960329027536e-05,"YES",4.65192502534931,1.64425325019811e-06,4.357271113025e-05,"YES",0.585,120,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"LZTS1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.1063512973165,4.65639525814781e-06,8.7228138257917e-05,"YES",4.64824142161388,1.67388475778863e-06,4.36307666374414e-05,"YES",0.52,121,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"DTX1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",29.97580023533,4.9502725407257e-06,9.04704981580903e-05,"YES",4.64890462740127,1.66851229259104e-06,4.36307666374414e-05,"YES",0.503,122,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"BLNK",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.5373066095415,3.8041683483598e-06,7.70525818330201e-05,"YES",4.64578992553913,1.6938880791451e-06,4.37802738771641e-05,"YES",0.54,123,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"TRANK1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.113035594536,4.6418250615153e-06,8.7228138257917e-05,"YES",4.64417923089268,1.70715533357495e-06,4.37802738771641e-05,"YES",0.522,124,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"FCGR2B",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.4337606794211,3.99355940333053e-06,7.98711880666107e-05,"YES",4.64207041923987,1.72467626687616e-06,4.38757642293296e-05,"YES",0.537,125,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"SSH2",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",48.1553015182527,8.75983625393356e-10,9.86597867708256e-07,"YES",4.63268975134338,1.80472624321119e-06,4.48727738963561e-05,"YES",0.616,126,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"RCBTB2",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.4090917726204,4.04004764328076e-06,8.02959469102052e-05,"YES",4.63252085028649,1.80619970400427e-06,4.48727738963561e-05,"YES",0.538,127,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"IL21",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",29.8384769054411,5.27933661449966e-06,9.53880138301642e-05,"YES",4.63511243630649,1.78371760341547e-06,4.48727738963561e-05,"YES",0.502,128,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"FREM1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",29.7716612174649,5.4472315354122e-06,9.70094089679246e-05,"YES",4.62822305003307,1.84408332597023e-06,4.54587982681035e-05,"YES",0.491,129,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"MAP3K14",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.0947640697552,4.68176064915852e-06,8.7228138257917e-05,"YES",4.61511730329882,1.96436676305021e-06,4.7704149562066e-05,"YES",0.532,130,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"RASSF5",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",29.7471922665406,5.51003807339181e-06,9.70094089679246e-05,"YES",4.61420454164298,1.97301836522311e-06,4.7704149562066e-05,"YES",0.515,131,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"SHE",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",29.6552702089428,5.75249068109585e-06,9.97448958809963e-05,"YES",4.61345268551554,1.98017224597255e-06,4.7704149562066e-05,"YES",0.506,132,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"NCKAP1L",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",29.7584866453443,5.48095875127871e-06,9.70094089679246e-05,"YES",4.61093938189029,2.00426712445433e-06,4.79215748553741e-05,"YES",0.518,133,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"MS4A4A",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",29.5825238723956,5.9518694697364e-06,0.000102307810344658,"YES",4.60709697415157,2.04164800582378e-06,4.84510496904448e-05,"YES",0.484,134,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"DOCK2",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",29.509895294209,6.15778640499303e-06,0.000104715298223946,"YES",4.59214247537695,2.19359340005014e-06,5.1671311201181e-05,"YES",0.511,135,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"OXER1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.692973674606,3.53614348602808e-06,7.35663580656918e-05,"YES",4.58553838483806,2.26409035121597e-06,5.2939759682844e-05,"YES",0.552,136,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"MYO15B",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",29.3014433125246,6.78901544177951e-06,0.000111692314471294,"YES",4.58138973445319,2.30948063429984e-06,5.36069227523613e-05,"YES",0.488,137,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"EEPD1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",31.7204461848146,2.18200602818677e-06,5.16981691752217e-05,"YES",4.55143184070662,2.66410296277339e-06,6.0084024266804e-05,"YES",0.568,138,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"ARHGAP6",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.9001711095079,3.20834645479975e-06,6.8473434404451e-05,"YES",4.55146751147652,2.66365124547787e-06,6.0084024266804e-05,"YES",0.557,139,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"MYOM1",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",30.3729195049233,4.10918980155889e-06,8.11628793102937e-05,"YES",4.55240581930984,2.65179527187584e-06,6.0084024266804e-05,"YES",0.549,140,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NKI.TNBCCL","Fun","Fun_only",0.3,"ATP8B4",2,2,"YES",2,"YES","YES","Fun","NO",NA,"YES","Fun",29.9943966618346,4.90730950665934e-06,9.04704981580903e-05,"YES",4.55161084848966,2.66183683446917e-06,6.0084024266804e-05,"YES",0.541,141,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
