gene_id,H_value,p_value,stat_test_adj_p,cluster1_mean,cluster1_sd,cluster1_sem,cluster2_mean,cluster2_sd,cluster2_sem,cluster1_penetrance,cluster2_penetrance,cluster1_cluster2_pval,cluster1_cluster2_differential,cluster2_cluster1_differential,cluster1_cluster2_sd,cluster2_cluster1_sd
AADACP1,32,0.288945861746283,0.533005936759863,-0.107935692975951,0.376788806066598,0.119151082402592,0.0787158505619494,0.268462557651612,0.089487519217204,0.3,0.444444444444444,,-0.1866515435379,0.1866515435379,0.462646678619805,0.462646678619805
AADAT,9,0.00210006711554699,0.0197968352140081,-0.657981692451301,0.612392181325673,0.193655411426796,0.392107971797771,0.548605541133021,0.182868513711007,0.2,0.777777777777778,,-1.05008966424907,1.05008966424907,0.822187462511239,0.822187462511239
AAGAB,21,0.053475935828877,0.175481589749425,-0.311030325162579,0.57234594396366,0.180991679248426,0.334103256406047,0.87745971542005,0.292486571806683,0.3,0.444444444444444,,-0.645133581568626,0.645133581568626,1.04762370713758,1.04762370713758
AAK1,8,0.00145056182207885,0.0159800904025719,-0.108398756309505,0.115129024020549,0.0364069940697171,0.0517335413287507,0.0746209420404801,0.0248736473468267,0.1,0.777777777777778,,-0.160132297638256,0.160132297638256,0.137196855514013,0.137196855514013
AAMDC,37,0.548961874039274,0.706288131044656,-0.223654090493312,0.95208144876532,0.301074589609132,0.120274821161352,1.17384018733879,0.391280062446264,0.3,0.555555555555556,,-0.343928911654664,0.343928911654664,1.51140989493077,1.51140989493077
AAMP,14,0.010132282578103,0.055611275089125,-0.514878531809043,0.817462755262035,0.258504420898482,0.373229953464174,0.681885187150106,0.227295062383369,0.2,0.777777777777778,,-0.888108485273217,0.888108485273217,1.06452466608122,1.06452466608122
AANAT,48,0.747951008969874,0.859734655530066,0.00765289168371451,0.0163344771397453,0.00516541521495475,0.00496842757714408,0.0149052827314323,0.00496842757714408,0.2,0.111111111111111,,0.00268446410657043,-0.00268446410657043,0.0221129508825212,0.0221129508825212
AAR2,4,0.000259802117387257,0.00634058257462439,-0.964340600800507,0.685172396967824,0.216670536429537,0.043328829644468,0.410824399358606,0.136941466452869,0,0.555555555555556,,-1.00766943044497,1.00766943044497,0.798897928821319,0.798897928821319
AARD,56,0.400181861482171,0.562113974409261,1.29264446063058,1.82047312796705,0.575684150350705,0.260803556211105,2.38869277816312,0.796230926054372,0.9,0.555555555555556,,1.03184090441948,-1.03184090441948,3.00332742106131,3.00332742106131
AARS1,9,0.00210006711554699,0.0197968352140081,-1.10809054102128,0.946199956310442,0.299214698389281,0.417191805811178,0.667380353857541,0.222460117952514,0.1,0.777777777777778,,-1.52528234683246,1.52528234683246,1.157882072595,1.157882072595
AARS2,14,0.010132282578103,0.055611275089125,-0.35538283891463,0.613724289174415,0.194076660915897,0.452070708170072,0.511687934436269,0.17056264481209,0.3,0.777777777777778,,-0.807453547084702,0.807453547084702,0.799050715142848,0.799050715142848
