scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,neg_log10_stouffer,cim_label,highlight,proteostasis_branch,is_proteostatic
"NKI.NEO","Fun","Fun_only",0.3,"CROCCP2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.4445248479914,0.000103193053484618,0.000326633474615177,"YES",3.90809981403258,0.0000465124380293487,0.000161720169148197,"YES",0.517,3.79123581309591,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"FAM225B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.4342795351421,0.000103681267949475,0.000327703235102463,"YES",3.69617626522858,0.000109435520721803,0.000312081106411703,"YES",0.522,3.50573252300245,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"CHKB-CPT1B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.4342001068276,0.000103685061847946,0.000327703235102463,"YES",3.81409895445592,0.0000683403488376232,0.000217075458008473,"YES",0.525,3.66338927398446,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"SACS",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.4328718988539,0.000103748524210536,0.000327703235102463,"YES",3.9185160102949,0.0000445479061767942,0.000156575844416104,"YES",0.506,3.80527523746306,"Fun-CIM","background","Cytonuclear proteostasis",TRUE
"NKI.NEO","Fun","Fun_only",0.3,"ZNF106",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.4287879014105,0.000103943901076127,0.000328091084402299,"YES",3.91594147992843,0.0000450260457103819,0.000157894886101845,"YES",0.499,3.80163193568971,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"HS3ST3A1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.41720797505,0.000104499868585698,0.000329615775301715,"YES",3.54218814636504,0.00019841116321484,0.000492397886521096,"YES",0.511,3.30768381982317,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"SRRM2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.4110918357548,0.000104794702786457,0.000330315241697899,"YES",3.91593107160911,0.0000450279885365659,0.000157894886101845,"YES",0.506,3.80163193568971,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"SLIT2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.397956785396,0.000105430684072811,0.000332088287114358,"YES",3.80949343652892,0.0000696259015074197,0.000220038753824768,"YES",0.445,3.65750082331398,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"IHO1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3937997430612,0.000105632759478341,0.000332493086937398,"YES",3.90700451107735,0.0000467237048279168,0.000162329858433654,"YES",0.493,3.78960159009173,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"PHC1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.3901495264054,0.000105810514890673,0.000332820826239278,"YES",3.8455223053819,0.0000601479601296217,0.000196579016475698,"YES",0.524,3.70646284212533,"Fun-CIM","background",NA,FALSE
