scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,neg_log10_stouffer,cim_label,highlight,proteostasis_branch,is_proteostatic
"NEO.TNBCCL","Fun","Fun_only",0.3,"PHACTR4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",44.4407961004811,0.00000000519605095524075,0.00000199460588531791,"YES",5.62835044734103,0.0000000090970575506404,0.00000417100088696862,"YES",0.751,5.37975971780089,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"BRPF3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",44.4310480127288,0.00000000522034255699345,0.00000199460588531791,"YES",5.70808812990314,0.00000000571261306061022,0.00000327404136036223,"YES",0.756,5.48491583852712,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"PML",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",42.604187478821,0.0000000125015503079558,0.00000427597171669825,"YES",5.75006644479236,0.00000000446041914918952,0.00000292157454271914,"YES",0.704,5.53438302837525,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"PTGR1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",42.3980916884448,0.0000000137944908775973,0.00000427597171669825,"YES",4.72270161081134,0.00000116366093744808,0.0000395213733199958,"YES",0.647,4.40316797261342,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"FOS",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",42.368765865332,0.0000000139890023447053,0.00000427597171669825,"YES",4.39070261629978,0.00000564924887003799,0.0000967623735326967,"YES",0.597,4.01429348715276,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"NRGN",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",42.048022198729,0.0000000163036337006552,0.00000435675895944477,"YES",4.69552742520651,0.00000132959842676209,0.0000407833633880412,"YES",0.645,4.38951696098472,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"COPS7B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",42.0340132004097,0.0000000164130117353059,0.00000435675895944477,"YES",5.67449682334876,0.00000000695484490624684,0.0000035431070994602,"YES",0.738,5.45061571980863,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"PSMB8-AS1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",41.8857229339794,0.0000000176166810247873,0.00000435675895944477,"YES",4.40026478677856,0.00000540594331695358,0.0000946040080466876,"YES",0.601,4.02409046364381,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"RUSC1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",41.7321723054173,0.0000000189559249186081,0.00000435675895944477,"YES",5.28291105515262,0.0000000635735655437296,0.0000100511999316552,"YES",0.721,4.99778208823465,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"TIMELESS",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",41.7268193908513,0.0000000190044011317111,0.00000435675895944477,"YES",4.70056615174541,0.00000129720596022293,0.0000407833633880412,"YES",0.647,4.38951696098472,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"TECR",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",40.5220117108442,0.0000000337552062751863,0.00000721593652855161,"YES",5.58758528327759,0.0000000115124346480426,0.00000428335861903808,"YES",0.714,5.36821556329913,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"MLLT1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",40.4686824871835,0.0000000346239048262018,0.00000721593652855161,"YES",5.57828967545049,0.0000000121447463571418,0.00000428335861903808,"YES",0.696,5.36821556329913,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"NGRN",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",40.2933868771481,0.0000000376395723489304,0.00000730806820274854,"YES",5.39415972303933,0.0000000344224793358448,0.00000745730394858257,"YES",0.728,5.12741815535349,"Fun-CIM","background","Translation",TRUE
"NEO.TNBCCL","Fun","Fun_only",0.3,"KEAP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",40.2594058255527,0.0000000382537921190763,0.00000730806820274854,"YES",5.45718399563355,0.000000024187250597095,0.0000065234437639812,"YES",0.729,5.18552307714315,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"DMPK",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",40.0733365723477,0.000000041798672250562,0.00000765480449797762,"YES",5.21649478071669,0.0000000911703555394053,0.0000119433165756621,"YES",0.715,4.92287505591185,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"NELFA",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.9940115193236,0.000000043407833576318,0.00000765480449797762,"YES",5.50789817560955,0.0000000181571671568128,0.00000555004076093246,"YES",0.723,5.25570382729479,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF672",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.8368931270934,0.0000000467797610782469,0.00000794389646458378,"YES",5.11121434457538,0.000000160047275510734,0.0000153921116009211,"YES",0.705,4.81270179643097,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"HOXC6",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.705959387352,0.0000000497884481504452,0.0000081528583846354,"YES",5.24115643628487,0.000000079786679118931,0.0000108415401258602,"YES",0.717,4.96490901847556,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM175",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.5391274827381,0.0000000539032476301077,0.00000852228932358771,"YES",5.32207923809668,0.000000051293932797562,0.00000871046969914154,"YES",0.722,5.05995842567599,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"HINT2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.4178606085958,0.0000000571055069262384,0.00000872013379437867,"YES",4.56068839103,0.00000254930977803585,0.0000575792380901201,"YES",0.635,4.23973408616592,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"CDH24",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.3507553288749,0.0000000589583746184817,0.00000872013379437867,"YES",5.09537200397927,0.0000001740285574398,0.0000159584187172297,"YES",0.703,4.79701014408831,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"TMCO4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.1200670328959,0.0000000657974702314416,0.00000936711204150869,"YES",5.36509214897048,0.0000000404539513044255,0.00000745730394858257,"YES",0.72,5.12741815535349,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"USP11",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.0587417073627,0.0000000677450618044879,0.00000936711204150869,"YES",5.23975426588673,0.0000000803952811950373,0.0000108415401258602,"YES",0.716,4.96490901847556,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"SYT11",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.9530132629236,0.0000000712387859417774,0.00000936711204150869,"YES",4.95662935086098,0.000000358633106821036,0.0000216457093096808,"YES",0.689,4.66462817819303,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"PLEKHA4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.8951375642338,0.000000073226768520582,0.00000936711204150869,"YES",4.96263194422779,0.000000347721457369205,0.0000216457093096808,"YES",0.689,4.66462817819303,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZBTB17",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.8859425798974,0.0000000735476627032307,0.00000936711204150869,"YES",5.40089439407001,0.0000000331547276809266,0.00000745730394858257,"YES",0.716,5.12741815535349,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"ABHD4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.8085106204587,0.0000000763061852174143,0.000009414698701602,"YES",5.36650853905124,0.0000000401377008746337,0.00000745730394858257,"YES",0.717,5.12741815535349,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"SLC25A28",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.7615808703493,0.0000000780280372215651,0.000009414698701602,"YES",5.43693060031731,0.0000000271031194488897,0.00000690376681517553,"YES",0.69,5.16091388597662,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"SCAMP4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.3213816355773,0.0000000961884923648357,0.0000113083137818659,"YES",5.3999939777553,0.0000000333215670523694,0.00000745730394858257,"YES",0.697,5.12741815535349,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"SNAI1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.0652237271182,0.000000108637376194823,0.0000124525592463316,"YES",5.37186462588071,0.0000000389633017321638,0.00000745730394858257,"YES",0.7,5.12741815535349,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"LITAF",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.9007605810515,0.000000117464217084943,0.000013135937447182,"YES",5.36416878372448,0.0000000406614173859464,0.00000745730394858257,"YES",0.69,5.12741815535349,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"ROM1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.7521448462754,0.000000126053955215632,0.0000137608901110398,"YES",5.1855657775486,0.000000107680028935852,0.0000132033419008061,"YES",0.708,4.87931613050737,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"SYVN1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.6657474947708,0.000000131332587381218,0.0000140037189102996,"YES",5.30167169032089,0.0000000573735309049102,0.00000939491568567904,"YES",0.655,5.02710711310562,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"ANKRD13C-DT",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.4949648145706,0.0000001424241304222,0.000014832176129233,"YES",5.02674078613132,0.000000249442984615774,0.0000193846793976835,"YES",0.697,4.71254137737374,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"CRTC2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.4489074836703,0.000000145572066699124,0.000014832176129233,"YES",5.17299226113993,0.000000115187279396346,0.0000132033419008061,"YES",0.612,4.87931613050737,"Fun-CIM","background",NA,FALSE
"NEO.TNBCCL","Fun","Fun_only",0.3,"ANKRD54",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.3661349854522,0.000000151404807212187,0.0000150911095884321,"YES",5.17880178611595,0.000000111657793929161,0.0000132033419008061,"YES",0.706,4.87931613050737,"Fun-CIM","background",NA,FALSE
