ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,2/3,114/2228,0.0175438596491228,13.0292397660819,4.84054033904133,0.00752751608769306,0.0150550321753861,0.00792370114494007,ATP5F1C/MTX2,2
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,1/3,115/2228,0.00869565217391304,6.45797101449275,2.20640953079718,0.147054895913741,0.147054895913741,0.077397313638811,PPP2R2C,1
