"k","cluster","sample_id","item_consensus","stability"
4,1,"delta_DU4475_EPI_R2",0,"Very Low (<50%)"
4,1,"delta_DU4475_EPI_R1",0,"Very Low (<50%)"
4,1,"delta_DU4475_EPI_R3",0,"Very Low (<50%)"
4,1,"delta_HCC1395_EPI_R1",0,"Very Low (<50%)"
4,1,"delta_HCC1395_EPI_R2",0,"Very Low (<50%)"
4,1,"delta_HCC1395_EPI_R3",0,"Very Low (<50%)"
4,1,"delta_HCC1806_EPI_R1",0,"Very Low (<50%)"
4,1,"delta_HCC1806_EPI_R2",0,"Very Low (<50%)"
4,1,"delta_HCC1806_EPI_R3",0,"Very Low (<50%)"
4,1,"delta_MDAMB468_EPI_R1",0,"Very Low (<50%)"
4,1,"delta_MDAMB468_EPI_R2",0,"Very Low (<50%)"
4,1,"delta_MDAMB468_EPI_R3",0,"Very Low (<50%)"
4,1,"delta_BT549_EPI_R2",0.0254384513567174,"Very Low (<50%)"
4,1,"delta_BT549_EPI_R1",0.81678918707511,"High (75-87.5%)"
4,1,"delta_BT549_EPI_R3",0.991232725059775,"Very High (>=87.5%)"
4,1,"delta_HCC38_EPI_R1",0.0243344425956739,"Very Low (<50%)"
4,1,"delta_HCC38_EPI_R2",0.0258037225042301,"Very Low (<50%)"
4,1,"delta_HCC38_EPI_R3",0.0274411061795835,"Very Low (<50%)"
4,1,"delta_Hs578t_EPI_R1",0.0247093023255814,"Very Low (<50%)"
4,1,"delta_Hs578t_EPI_R2",0.0228668658698539,"Very Low (<50%)"
4,1,"delta_Hs578t_EPI_R3",0.0251615096905814,"Very Low (<50%)"
4,1,"delta_MDAMB231_EPI_R1",0.968111393770135,"Very High (>=87.5%)"
4,1,"delta_MDAMB231_EPI_R2",0.968042738773349,"Very High (>=87.5%)"
4,1,"delta_MDAMB231_EPI_R3",0.968059234611295,"Very High (>=87.5%)"
4,1,"delta_MDAMB157_EPI_R1",0.968676873283686,"Very High (>=87.5%)"
4,1,"delta_MDAMB157_EPI_R2",0.967398982185519,"Very High (>=87.5%)"
4,1,"delta_MDAMB157_EPI_R3",0.967732689510901,"Very High (>=87.5%)"
4,2,"delta_DU4475_EPI_R2",0,"Very Low (<50%)"
4,2,"delta_DU4475_EPI_R1",0,"Very Low (<50%)"
4,2,"delta_DU4475_EPI_R3",0,"Very Low (<50%)"
