"k","silhouette_dim_reduce_space","silhouette_ge_space","silhouette_combined_avg","pac","avg_cluster_consensus","rank_silhouette_dim_reduce_space","rank_silhouette_ge_space","rank_silhouette_combined_avg","rank_pac","rank_item_cluster_consensus","overall_rank","metrics_used","metrics_used_for_tie"
2,0.928187526638225,0.293206049790718,0.610696788214472,0,1,1,1,1,1,1,3,"pac, silhouette_combined_avg, item_cluster_consensus","item_cluster_consensus"
3,0.809326522461589,0.288655441673261,0.548990982067425,0.0370370370370371,0.982767635627645,2,2,2,2,2,6,"pac, silhouette_combined_avg, item_cluster_consensus","item_cluster_consensus"
4,0.611415153490631,0.236158367207209,0.42378676034892,0.153846153846154,0.926490866108167,3,3,3,3,3,9,"pac, silhouette_combined_avg, item_cluster_consensus","item_cluster_consensus"
5,0.592390569048247,0.234678263579816,0.413534416314032,0.15954415954416,0.924175363493774,4,4,4,4,4,12,"pac, silhouette_combined_avg, item_cluster_consensus","item_cluster_consensus"
