scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM86B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",46.4286205950075,2.43224552528893e-08,1.84690014211263e-06,"YES",5.45445631958429,2.45614539627269e-08,1.57810328454522e-06,"YES",0.568,56,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"DOK3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",42.4557290036729,1.49451122607969e-07,5.15565827323756e-06,"YES",5.45098576892919,2.5045689580419e-08,1.57810328454522e-06,"YES",0.559,57,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"DNM1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",43.6903314769391,8.51441935896624e-08,3.60711744282355e-06,"YES",5.44896895916835,2.53313267794012e-08,1.5839421650685e-06,"YES",0.584,58,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TTC7A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",46.3168415580457,2.56021373741804e-08,1.8564776756454e-06,"YES",5.44345477681229,2.61285025087875e-08,1.6117162798976e-06,"YES",0.551,59,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MOB3C",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.945822244363,1.88462183640167e-07,5.9569237459011e-06,"YES",5.42657377117274,2.87230440950856e-08,1.7211885242812e-06,"YES",0.544,60,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GAL3ST4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",42.9574000980806,1.18929644808375e-07,4.52089826013863e-06,"YES",5.39488965190393,3.42828388124545e-08,1.94138283783663e-06,"YES",0.574,61,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SLA",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",42.9945608410678,1.16932978368428e-07,4.48450964596073e-06,"YES",5.38916058373136,3.5393767007262e-08,1.98320010068613e-06,"YES",0.491,62,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FYB1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",42.4088121512182,1.52676340578683e-07,5.18678796398999e-06,"YES",5.37807149507831,3.76439604511596e-08,2.08224188931446e-06,"YES",0.554,63,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CHD3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",43.3279169926481,1.00449685659804e-07,4.05037540915164e-06,"YES",5.3628745067417,4.09539567533945e-08,2.10352198110143e-06,"YES",0.578,64,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PPP1R12C",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",42.1289430250214,1.73406140903856e-07,5.66788481007339e-06,"YES",5.36378149425717,4.07487417880114e-08,2.10352198110143e-06,"YES",0.559,65,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SOD3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",43.9466309549915,7.57442724870822e-08,3.48384165206914e-06,"YES",5.34668127290917,4.47907799309511e-08,2.23410196545767e-06,"YES",0.571,66,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CDKN1A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.7510731109398,2.05903483919344e-07,6.28167406419705e-06,"YES",5.34411963733708,4.54287732296731e-08,2.24002790970771e-06,"YES",0.565,67,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ELMO1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.3095787284123,2.51618193129789e-07,6.96091427717307e-06,"YES",5.34452046907922,4.53283658670679e-08,2.24002790970771e-06,"YES",0.544,68,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TNFRSF25",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.9193093194118,3.00360195336349e-07,7.84717919164508e-06,"YES",5.33772902815982,4.70589885361366e-08,2.28130343864226e-06,"YES",0.532,69,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TRIM38",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.63635289867,2.16919758378204e-07,6.38839793530896e-06,"YES",5.32225098508823,5.12455146963716e-08,2.44308036638116e-06,"YES",0.565,70,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HOXC6",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",49.7065350757768,5.38286157043996e-09,7.74145208188774e-07,"YES",5.31998030834818,5.18892420157216e-08,2.44673371231509e-06,"YES",0.611,71,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"EEPD1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",43.2051145184227,1.06233873079455e-07,4.20500959083771e-06,"YES",5.30167855555483,5.7371372946515e-08,2.6461308125516e-06,"YES",0.578,72,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MEF2B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.7486202507343,3.24528859292032e-07,8.25416206697511e-06,"YES",5.29889561131405,5.82526075739283e-08,2.65181247337434e-06,"YES",0.548,73,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FAM193B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.7182314702985,3.2903025820048e-07,8.30176052050275e-06,"YES",5.29656048102109,5.90021327572357e-08,2.65181247337434e-06,"YES",0.541,74,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"RASSF5",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.6081370540503,3.45864521605095e-07,8.55147552129045e-06,"YES",5.29732206348982,5.87566620252812e-08,2.65181247337434e-06,"YES",0.537,75,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"IL10RA",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.0602128010028,2.81764530684174e-07,7.5742870257749e-06,"YES",5.27493802316659,6.64004801930048e-08,2.87924494264039e-06,"YES",0.502,76,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TNFAIP2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.6620422192746,2.14403008820158e-07,6.37959849347979e-06,"YES",5.27113681132814,6.77906783299039e-08,2.89587011538981e-06,"YES",0.57,77,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CELF6",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.4956351827213,3.63951996210432e-07,8.82174655983094e-06,"YES",5.27265008203591,6.72338967960885e-08,2.89587011538981e-06,"YES",0.514,78,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"BOD1L1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",44.6109016951143,5.5917746506757e-08,2.90671225666751e-06,"YES",5.26248471587032,7.10607410241123e-08,2.96223736375394e-06,"YES",0.59,79,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"VILL",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.9654272378798,1.86790013880172e-07,5.92577584475002e-06,"YES",5.25141026833342,7.54695302282713e-08,3.02941774339997e-06,"YES",0.554,80,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NXF1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.338398471144,3.90818369225577e-07,9.26475743969096e-06,"YES",5.25246190971111,7.50397541402254e-08,3.02941774339997e-06,"YES",0.546,81,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"DLL1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.9617798794699,4.63460837135114e-07,1.01528493106923e-05,"YES",5.25146473645542,7.54472123132458e-08,3.02941774339997e-06,"YES",0.534,82,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM259",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",44.3257448526951,6.37016015242358e-08,3.19491534073783e-06,"YES",5.24601383772958,7.77126168349807e-08,3.06201904415091e-06,"YES",0.577,83,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MAFB",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.3252835664169,3.93146427668091e-07,9.27630606086967e-06,"YES",5.24654315850323,7.74897781954491e-08,3.06201904415091e-06,"YES",0.502,84,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"EMILIN2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.3499647105058,2.47047345274971e-07,6.89893703034862e-06,"YES",5.24446866109622,7.8366671078126e-08,3.07375456696886e-06,"YES",0.523,85,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TJAP1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",45.4943942983701,3.73234653239209e-08,2.36086222565243e-06,"YES",5.24250779023873,7.92043508147737e-08,3.09255358905286e-06,"YES",0.589,86,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GRIA3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.9321770075488,2.98612514648182e-07,7.83199814255065e-06,"YES",5.23563465092363,8.22094525329101e-08,3.12504566478626e-06,"YES",0.511,87,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NBPF11",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.4642169206185,3.69169237774468e-07,8.92314104413414e-06,"YES",5.22689812249369,8.6188708172533e-08,3.24769590751435e-06,"YES",0.546,88,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PHF12",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",43.6762090900568,8.56946431543433e-08,3.60711744282355e-06,"YES",5.21693700541047,9.09530448682986e-08,3.37418409671947e-06,"YES",0.572,89,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"IKZF4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.6279980862473,5.38979112669552e-07,1.10734541981561e-05,"YES",5.20960245352569,9.46228419990807e-08,3.43067438491625e-06,"YES",0.525,90,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"AGAP5",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.5342539866741,5.62308313415759e-07,1.13368187767864e-05,"YES",5.19941205307406,9.99599459025445e-08,3.53505890652892e-06,"YES",0.538,91,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ROR2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.9748071787938,4.60737122689649e-07,1.01528493106923e-05,"YES",5.19418713482047,1.02808118941039e-07,3.62094391160091e-06,"YES",0.547,92,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"STARD9",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.2251421141114,6.46582448456398e-07,1.24655096871314e-05,"YES",5.19041835244496,1.04911057056722e-07,3.66509113903828e-06,"YES",0.524,93,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PDE4DIP",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",42.3068307883105,1.59927749018813e-07,5.34890134218347e-06,"YES",5.1890919857094,1.05660997109409e-07,3.67640622603664e-06,"YES",0.539,94,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PDE1B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.5394086224047,3.56805134962479e-07,8.72201560790718e-06,"YES",5.18665730870385,1.07051090383732e-07,3.68718638764867e-06,"YES",0.527,95,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SZT2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.2335457984249,6.44133225681187e-07,1.24623892475403e-05,"YES",5.18312083794591,1.09101782656343e-07,3.71584285539115e-06,"YES",0.527,96,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"OXER1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.3988104659854,3.80270301623098e-07,9.14025747271786e-06,"YES",5.16250385788137,1.21834175788467e-07,3.98222387454047e-06,"YES",0.549,97,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CSAD",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",42.8820827634344,1.23081160754016e-07,4.57713572758317e-06,"YES",5.15589997045446,1.26207812483412e-07,4.0636090071618e-06,"YES",0.545,98,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"DTX2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.7750110489787,2.03675952935196e-07,6.25451885365767e-06,"YES",5.1436964297742,1.34692353111663e-07,4.25736379121076e-06,"YES",0.563,99,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"P2RX1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.772262825193,5.04944098118864e-07,1.06793201535972e-05,"YES",5.14503751606455,1.33733676900668e-07,4.25736379121076e-06,"YES",0.497,100,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CDIP1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.5083620746746,2.29903672064463e-07,6.59164508262392e-06,"YES",5.1389447845388,1.3814278042274e-07,4.35048924185336e-06,"YES",0.571,101,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"KLHL6",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.3019284810506,2.52493471868719e-07,6.96091427717307e-06,"YES",5.13707181975624,1.39526165847593e-07,4.37807740035957e-06,"YES",0.468,102,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SHFL",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.39609312926,2.41927557624764e-07,6.82344465131203e-06,"YES",5.13407578375608,1.41766919945169e-07,4.41626986356268e-06,"YES",0.569,103,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"KLHL3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.6146154345927,8.51666081273736e-07,1.50764326017455e-05,"YES",5.13020878526916,1.44710493151551e-07,4.47565177564422e-06,"YES",0.512,104,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MYH3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.5814054008308,5.50451331655984e-07,1.12135033945882e-05,"YES",5.11976834704423,1.52955595978965e-07,4.66379447951408e-06,"YES",0.53,105,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LINC00891",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.4831102501256,5.75456496418385e-07,1.15211464213324e-05,"YES",5.11640179290999,1.55709656126202e-07,4.6979672122832e-06,"YES",0.516,106,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MSC",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.9043378680226,4.75662900266683e-07,1.03128019256312e-05,"YES",5.11135756673169,1.59925965789907e-07,4.7529218954423e-06,"YES",0.557,107,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MYH11",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.5868976516822,2.21847876612236e-07,6.489238397583e-06,"YES",5.1000488596434,1.69782907178069e-07,4.88174835564415e-06,"YES",0.526,108,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LCAT",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.6033422401588,8.56005892847043e-07,1.50764326017455e-05,"YES",5.0994877340206,1.70286968947606e-07,4.88174835564415e-06,"YES",0.522,109,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CH25H",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.4838678441009,9.03372639120993e-07,1.55592864330839e-05,"YES",5.09879511991347,1.70911139641278e-07,4.88341796014765e-06,"YES",0.525,110,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF79",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.1224779446655,6.77261644018631e-07,1.28724465335612e-05,"YES",5.09740045707035,1.72174690900376e-07,4.90328517418927e-06,"YES",0.527,111,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF276",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.8841547876197,7.54173337051223e-07,1.38169038756157e-05,"YES",5.08894364949204,1.80031788756122e-07,5.01127195218252e-06,"YES",0.544,112,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NBPF1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.1001385837866,4.35333030205402e-07,9.91893083844001e-06,"YES",5.0824634276204,1.86285530966166e-07,5.12394342400636e-06,"YES",0.544,113,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"RCBTB2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.9310796245369,7.38372565445411e-07,1.35851105911054e-05,"YES",5.08005786943758,1.88659955458522e-07,5.13547872445295e-06,"YES",0.526,114,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PCED1A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",43.7235855013597,8.38619100675082e-08,3.60711744282355e-06,"YES",5.0633041799132,2.0602580190642e-07,5.44779322299036e-06,"YES",0.583,115,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF366",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.5551796659515,5.57015190742812e-07,1.12828264810322e-05,"YES",5.05297734967058,2.17487749590341e-07,5.64089953651324e-06,"YES",0.501,116,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"DOCK2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.0743158443909,1.0864005527677e-06,1.75553377712219e-05,"YES",5.05073275735263,2.20059228901236e-07,5.66833160056349e-06,"YES",0.508,117,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CD28",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.961216751785,4.6357893480273e-07,1.01528493106923e-05,"YES",5.04377980716159,2.28212256902032e-07,5.77490781468514e-06,"YES",0.47,118,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MIGA2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",42.8943420938017,1.22395725852412e-07,4.57208968995872e-06,"YES",5.04099536976825,2.3155833672662e-07,5.82541366651314e-06,"YES",0.537,119,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NPIPA1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.6759013320105,8.28452864381858e-07,1.48006620429628e-05,"YES",5.03447469778773,2.39580479094352e-07,5.99228972204394e-06,"YES",0.541,120,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
