scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SNRNP70",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.0615765161588,1.09264935155197e-06,1.76233107561531e-05,"YES",4.71674615763851,1.19823189643104e-06,1.73164343920374e-05,"YES",0.537,186,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SEMA6D",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.6937884525676,4.93995476091128e-06,4.75126382015416e-05,"YES",4.71545074461513,1.20588117080982e-06,1.73164343920374e-05,"YES",0.5,187,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LIMA1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.0822278652711,1.08253750165778e-06,1.75257337744934e-05,"YES",4.71682831273526,1.19774835354781e-06,1.73164343920374e-05,"YES",0.493,188,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"POLR2A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.0253370101904,1.1106213048526e-06,1.77802434871486e-05,"YES",4.70948255316808,1.24173235082972e-06,1.7623204696233e-05,"YES",0.543,189,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LRRC25",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.0888758696754,6.46670659510627e-06,5.67085479768008e-05,"YES",4.70323553841762,1.28035359108705e-06,1.79062741288333e-05,"YES",0.489,190,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PRKD2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.2963636739236,3.77556601625983e-06,3.93343306167764e-05,"YES",4.68696598058925,1.38642518493751e-06,1.88104762906066e-05,"YES",0.5,191,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NFKBID",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.8460011449305,4.61588963116099e-06,4.52393831615983e-05,"YES",4.68112990936099,1.42649033986913e-06,1.92030969465377e-05,"YES",0.504,192,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CCDC88B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.8213495377209,2.98599836220833e-06,3.35934548468001e-05,"YES",4.67580097074899,1.46404244304897e-06,1.95398521225397e-05,"YES",0.524,193,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"WDFY4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",33.811628806065,7.31490516014907e-06,6.21875040659373e-05,"YES",4.67463815720351,1.47236173170266e-06,1.96064959612072e-05,"YES",0.476,194,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SNAI3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",33.8949985374008,7.04885632545574e-06,6.04045071541421e-05,"YES",4.6732607687611,1.48227487174985e-06,1.96777690281992e-05,"YES",0.462,195,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TMT1A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.6917112047867,4.94452996928779e-06,4.75126382015416e-05,"YES",4.66644625989292,1.53226873977401e-06,2.01861785580305e-05,"YES",0.438,196,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SLC38A10",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.9327368143986,2.98536712106184e-07,7.83199814255065e-06,"YES",4.65434673353544,1.62504742808457e-06,2.10232897405424e-05,"YES",0.51,197,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"EGR1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.3630082580762,2.45588810784872e-07,6.88047353332031e-06,"YES",4.63146344331014,1.81545056859268e-06,2.28027990631532e-05,"YES",0.542,198,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LGALS9",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.507452735226,2.19622542871986e-06,2.75453913145693e-05,"YES",4.63171129504448,1.81327813775793e-06,2.28027990631532e-05,"YES",0.521,199,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HLA-F-AS1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.2595490097242,5.99387323501401e-06,5.36049633101493e-05,"YES",4.6226510992533,1.89433327657576e-06,2.369014759938e-05,"YES",0.492,200,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
