column,normalized_symbol,selected_signature_gene,detection_method
TUBB8,TUBB8,FALSE,user-specified first gene-column index: 39
ASTN1,ASTN1,FALSE,user-specified first gene-column index: 39
CFAP47,CFAP47,FALSE,user-specified first gene-column index: 39
METTL1,METTL1,FALSE,user-specified first gene-column index: 39
SLFN11,SLFN11,FALSE,user-specified first gene-column index: 39
RAB3IP,RAB3IP,FALSE,user-specified first gene-column index: 39
SLC8A3,SLC8A3,TRUE,user-specified first gene-column index: 39
C20orf202,C20ORF202,FALSE,user-specified first gene-column index: 39
RMI1,RMI1,FALSE,user-specified first gene-column index: 39
COX6A2,COX6A2,FALSE,user-specified first gene-column index: 39
PFN4,PFN4,FALSE,user-specified first gene-column index: 39
KIAA0040,KIAA0040,FALSE,user-specified first gene-column index: 39
FAAH,FAAH,FALSE,user-specified first gene-column index: 39
CACFD1,CACFD1,FALSE,user-specified first gene-column index: 39
CACNG6,CACNG6,FALSE,user-specified first gene-column index: 39
GPR176,GPR176,FALSE,user-specified first gene-column index: 39
XRN1,XRN1,FALSE,user-specified first gene-column index: 39
AK2,AK2,FALSE,user-specified first gene-column index: 39
FIG4,FIG4,FALSE,user-specified first gene-column index: 39
GPS1,GPS1,FALSE,user-specified first gene-column index: 39
UPK3A,UPK3A,FALSE,user-specified first gene-column index: 39
MLEC,MLEC,FALSE,user-specified first gene-column index: 39
GCLM,GCLM,FALSE,user-specified first gene-column index: 39
DIPK2B,DIPK2B,TRUE,user-specified first gene-column index: 39
IRX6,IRX6,FALSE,user-specified first gene-column index: 39
HAR1A,HAR1A,FALSE,user-specified first gene-column index: 39
PRDM13,PRDM13,FALSE,user-specified first gene-column index: 39
ZC2HC1A,ZC2HC1A,FALSE,user-specified first gene-column index: 39
MORF4L2-AS1,MORF4L2-AS1,FALSE,user-specified first gene-column index: 39
TRIB3,TRIB3,FALSE,user-specified first gene-column index: 39
ZCRB1,ZCRB1,FALSE,user-specified first gene-column index: 39
C9orf135,C9ORF135,FALSE,user-specified first gene-column index: 39
PLA2G4C,PLA2G4C,TRUE,user-specified first gene-column index: 39
NUP50,NUP50,FALSE,user-specified first gene-column index: 39
OR12D2,OR12D2,FALSE,user-specified first gene-column index: 39
RSRP1,RSRP1,TRUE,user-specified first gene-column index: 39
UBR2,UBR2,FALSE,user-specified first gene-column index: 39
CEP85,CEP85,FALSE,user-specified first gene-column index: 39
NELL1,NELL1,FALSE,user-specified first gene-column index: 39
SLA,SLA,TRUE,user-specified first gene-column index: 39
NCKAP5L,NCKAP5L,TRUE,user-specified first gene-column index: 39
ZNF432,ZNF432,FALSE,user-specified first gene-column index: 39
POLE,POLE,FALSE,user-specified first gene-column index: 39
DNASE1,DNASE1,FALSE,user-specified first gene-column index: 39
TTC7A,TTC7A,TRUE,user-specified first gene-column index: 39
IRF9,IRF9,FALSE,user-specified first gene-column index: 39
EIF4A1,EIF4A1,FALSE,user-specified first gene-column index: 39
SPEF1,SPEF1,FALSE,user-specified first gene-column index: 39
MPPED1,MPPED1,FALSE,user-specified first gene-column index: 39
ZNF563,ZNF563,FALSE,user-specified first gene-column index: 39
ZNF454,ZNF454,FALSE,user-specified first gene-column index: 39
CTPS2,CTPS2,FALSE,user-specified first gene-column index: 39
TBL1Y,TBL1Y,FALSE,user-specified first gene-column index: 39
C8G,C8G,FALSE,user-specified first gene-column index: 39
IZUMO4,IZUMO4,FALSE,user-specified first gene-column index: 39
NPB,NPB,FALSE,user-specified first gene-column index: 39
RSPH10B2,RSPH10B2,FALSE,user-specified first gene-column index: 39
ABI2,ABI2,FALSE,user-specified first gene-column index: 39
ELL3,ELL3,FALSE,user-specified first gene-column index: 39
BRSK1,BRSK1,FALSE,user-specified first gene-column index: 39
HFE,HFE,TRUE,user-specified first gene-column index: 39
C4BPA,C4BPA,FALSE,user-specified first gene-column index: 39
TMPRSS6,TMPRSS6,FALSE,user-specified first gene-column index: 39
LRRC47,LRRC47,FALSE,user-specified first gene-column index: 39
RNU12,RNU12,FALSE,user-specified first gene-column index: 39
LENG8,LENG8,TRUE,user-specified first gene-column index: 39
IFIT1,IFIT1,FALSE,user-specified first gene-column index: 39
TMSB15B,TMSB15B,FALSE,user-specified first gene-column index: 39
HDAC9,HDAC9,FALSE,user-specified first gene-column index: 39
DCANP1,DCANP1,FALSE,user-specified first gene-column index: 39
AJUBA,AJUBA,FALSE,user-specified first gene-column index: 39
MMP17,MMP17,FALSE,user-specified first gene-column index: 39
CUL2,CUL2,FALSE,user-specified first gene-column index: 39
VEZT,VEZT,FALSE,user-specified first gene-column index: 39
MTA2,MTA2,FALSE,user-specified first gene-column index: 39
HEATR6,HEATR6,FALSE,user-specified first gene-column index: 39
FAM89B,FAM89B,FALSE,user-specified first gene-column index: 39
FEM1C,FEM1C,FALSE,user-specified first gene-column index: 39
DBX1,DBX1,FALSE,user-specified first gene-column index: 39
MARVELD3,MARVELD3,FALSE,user-specified first gene-column index: 39
HJV,HJV,FALSE,user-specified first gene-column index: 39
PCGF3,PCGF3,FALSE,user-specified first gene-column index: 39
SCGB3A1,SCGB3A1,FALSE,user-specified first gene-column index: 39
IFI30,IFI30,TRUE,user-specified first gene-column index: 39
DCLRE1B,DCLRE1B,FALSE,user-specified first gene-column index: 39
ATG16L2,ATG16L2,FALSE,user-specified first gene-column index: 39
GLYATL3,GLYATL3,FALSE,user-specified first gene-column index: 39
GRB14,GRB14,FALSE,user-specified first gene-column index: 39
TMEM156,TMEM156,FALSE,user-specified first gene-column index: 39
NR1H4,NR1H4,FALSE,user-specified first gene-column index: 39
PITX1,PITX1,FALSE,user-specified first gene-column index: 39
MARCHF1,MARCHF1,FALSE,user-specified first gene-column index: 39
FAM189A2,FAM189A2,FALSE,user-specified first gene-column index: 39
RPAP3,RPAP3,FALSE,user-specified first gene-column index: 39
CXorf65,CXORF65,FALSE,user-specified first gene-column index: 39
OR4E2,OR4E2,FALSE,user-specified first gene-column index: 39
TMEM159,TMEM159,FALSE,user-specified first gene-column index: 39
KCNJ11,KCNJ11,FALSE,user-specified first gene-column index: 39
GOLGA2P3Y,GOLGA2P3Y,FALSE,user-specified first gene-column index: 39
MFNG,MFNG,FALSE,user-specified first gene-column index: 39
PGAP3,PGAP3,FALSE,user-specified first gene-column index: 39
PSMB10,PSMB10,TRUE,user-specified first gene-column index: 39
PNO1,PNO1,FALSE,user-specified first gene-column index: 39
NUF2,NUF2,FALSE,user-specified first gene-column index: 39
SRPK2,SRPK2,FALSE,user-specified first gene-column index: 39
BMP5,BMP5,FALSE,user-specified first gene-column index: 39
DDB2,DDB2,TRUE,user-specified first gene-column index: 39
AR,AR,FALSE,user-specified first gene-column index: 39
CCDC28A,CCDC28A,FALSE,user-specified first gene-column index: 39
POTEG,POTEG,FALSE,user-specified first gene-column index: 39
BRK1,BRK1,FALSE,user-specified first gene-column index: 39
MPND,MPND,FALSE,user-specified first gene-column index: 39
ADCY10P1,ADCY10P1,FALSE,user-specified first gene-column index: 39
RPL17,RPL17,FALSE,user-specified first gene-column index: 39
TRDMT1,TRDMT1,FALSE,user-specified first gene-column index: 39
INTS2,INTS2,FALSE,user-specified first gene-column index: 39
B4GALT4,B4GALT4,FALSE,user-specified first gene-column index: 39
NCAPH2,NCAPH2,FALSE,user-specified first gene-column index: 39
ARHGAP10,ARHGAP10,FALSE,user-specified first gene-column index: 39
LOC100288336,LOC100288336,FALSE,user-specified first gene-column index: 39
KIAA1013,KIAA1013,FALSE,user-specified first gene-column index: 39
DNAJB3,DNAJB3,FALSE,user-specified first gene-column index: 39
OR52R1,OR52R1,FALSE,user-specified first gene-column index: 39
NAT16,NAT16,FALSE,user-specified first gene-column index: 39
SHOX2,SHOX2,TRUE,user-specified first gene-column index: 39
CYP2F1,CYP2F1,FALSE,user-specified first gene-column index: 39
KLHL36,KLHL36,FALSE,user-specified first gene-column index: 39
ZAN,ZAN,FALSE,user-specified first gene-column index: 39
TREX2,TREX2,FALSE,user-specified first gene-column index: 39
STMN2,STMN2,FALSE,user-specified first gene-column index: 39
KRTAP19-4,KRTAP19-4,FALSE,user-specified first gene-column index: 39
ASAP2,ASAP2,FALSE,user-specified first gene-column index: 39
SZRD1,SZRD1,FALSE,user-specified first gene-column index: 39
SCYL3,SCYL3,FALSE,user-specified first gene-column index: 39
ZNF598,ZNF598,FALSE,user-specified first gene-column index: 39
EPS8L1,EPS8L1,FALSE,user-specified first gene-column index: 39
SDIM1,SDIM1,FALSE,user-specified first gene-column index: 39
ENO1-AS1,ENO1-AS1,FALSE,user-specified first gene-column index: 39
AIDA.1,AIDA.1,FALSE,user-specified first gene-column index: 39
METRNL,METRNL,FALSE,user-specified first gene-column index: 39
CLC,CLC,FALSE,user-specified first gene-column index: 39
MOBP,MOBP,FALSE,user-specified first gene-column index: 39
AFP,AFP,FALSE,user-specified first gene-column index: 39
CARD16,CARD16,FALSE,user-specified first gene-column index: 39
TEKT3,TEKT3,FALSE,user-specified first gene-column index: 39
POLR3D,POLR3D,FALSE,user-specified first gene-column index: 39
TAS1R3,TAS1R3,FALSE,user-specified first gene-column index: 39
UBE2NL,UBE2NL,FALSE,user-specified first gene-column index: 39
PRAMEF12,PRAMEF12,FALSE,user-specified first gene-column index: 39
MTF1,MTF1,FALSE,user-specified first gene-column index: 39
ATG5,ATG5,FALSE,user-specified first gene-column index: 39
MRM2,MRM2,FALSE,user-specified first gene-column index: 39
MRPS31P5,MRPS31P5,FALSE,user-specified first gene-column index: 39
KCNMB2,KCNMB2,FALSE,user-specified first gene-column index: 39
TM9SF3,TM9SF3,FALSE,user-specified first gene-column index: 39
TAF1,TAF1,FALSE,user-specified first gene-column index: 39
EDEM1,EDEM1,FALSE,user-specified first gene-column index: 39
C17orf98,C17ORF98,FALSE,user-specified first gene-column index: 39
SERPING1,SERPING1,TRUE,user-specified first gene-column index: 39
RBM48,RBM48,FALSE,user-specified first gene-column index: 39
PTPN18,PTPN18,FALSE,user-specified first gene-column index: 39
MPZ,MPZ,FALSE,user-specified first gene-column index: 39
BOLL,BOLL,FALSE,user-specified first gene-column index: 39
WDR26,WDR26,FALSE,user-specified first gene-column index: 39
SHISAL2A,SHISAL2A,FALSE,user-specified first gene-column index: 39
ZBTB25,ZBTB25,FALSE,user-specified first gene-column index: 39
GLG1,GLG1,FALSE,user-specified first gene-column index: 39
COPG2,COPG2,FALSE,user-specified first gene-column index: 39
CDX2,CDX2,FALSE,user-specified first gene-column index: 39
COLQ,COLQ,TRUE,user-specified first gene-column index: 39
OLIG1,OLIG1,FALSE,user-specified first gene-column index: 39
BCHE,BCHE,FALSE,user-specified first gene-column index: 39
HSCB,HSCB,FALSE,user-specified first gene-column index: 39
GBA2,GBA2,TRUE,user-specified first gene-column index: 39
SPATS2,SPATS2,FALSE,user-specified first gene-column index: 39
AFF2,AFF2,FALSE,user-specified first gene-column index: 39
SNAPC3,SNAPC3,FALSE,user-specified first gene-column index: 39
FGF3,FGF3,FALSE,user-specified first gene-column index: 39
EPN3,EPN3,FALSE,user-specified first gene-column index: 39
TNNI3,TNNI3,FALSE,user-specified first gene-column index: 39
ZNF283,ZNF283,FALSE,user-specified first gene-column index: 39
NBAS,NBAS,FALSE,user-specified first gene-column index: 39
OTP,OTP,FALSE,user-specified first gene-column index: 39
ASAH1,ASAH1,FALSE,user-specified first gene-column index: 39
GLRX5,GLRX5,FALSE,user-specified first gene-column index: 39
ADAMTS18,ADAMTS18,FALSE,user-specified first gene-column index: 39
ZNF284,ZNF284,FALSE,user-specified first gene-column index: 39
PIGS,PIGS,FALSE,user-specified first gene-column index: 39
PTPN11,PTPN11,FALSE,user-specified first gene-column index: 39
CCK,CCK,FALSE,user-specified first gene-column index: 39
CUL7,CUL7,FALSE,user-specified first gene-column index: 39
MORN1,MORN1,FALSE,user-specified first gene-column index: 39
TIMP3,TIMP3,FALSE,user-specified first gene-column index: 39
LDLRAD3,LDLRAD3,FALSE,user-specified first gene-column index: 39
AQP4-AS1,AQP4-AS1,FALSE,user-specified first gene-column index: 39
HSD17B7,HSD17B7,FALSE,user-specified first gene-column index: 39
CHRM5,CHRM5,FALSE,user-specified first gene-column index: 39
H2AC21,H2AC21,FALSE,user-specified first gene-column index: 39
OR4K17,OR4K17,FALSE,user-specified first gene-column index: 39
MB21D2,MB21D2,FALSE,user-specified first gene-column index: 39
TTR,TTR,FALSE,user-specified first gene-column index: 39
DLGAP2-AS1,DLGAP2-AS1,FALSE,user-specified first gene-column index: 39
LRTM2,LRTM2,FALSE,user-specified first gene-column index: 39
UBE2I,UBE2I,FALSE,user-specified first gene-column index: 39
PAK6,PAK6,FALSE,user-specified first gene-column index: 39
SEPHS2,SEPHS2,FALSE,user-specified first gene-column index: 39
PIGB,PIGB,FALSE,user-specified first gene-column index: 39
TAL1,TAL1,FALSE,user-specified first gene-column index: 39
ASB15,ASB15,FALSE,user-specified first gene-column index: 39
GHDC,GHDC,FALSE,user-specified first gene-column index: 39
CD48,CD48,FALSE,user-specified first gene-column index: 39
LINC01278,LINC01278,FALSE,user-specified first gene-column index: 39
UTS2R,UTS2R,FALSE,user-specified first gene-column index: 39
GRK1,GRK1,FALSE,user-specified first gene-column index: 39
ZBTB43,ZBTB43,FALSE,user-specified first gene-column index: 39
ADORA2B,ADORA2B,FALSE,user-specified first gene-column index: 39
FMO1,FMO1,FALSE,user-specified first gene-column index: 39
XYLB,XYLB,FALSE,user-specified first gene-column index: 39
B4GALT5,B4GALT5,FALSE,user-specified first gene-column index: 39
LOC100128035,LOC100128035,FALSE,user-specified first gene-column index: 39
NOL12,NOL12,FALSE,user-specified first gene-column index: 39
MGAT2,MGAT2,FALSE,user-specified first gene-column index: 39
MRPS10,MRPS10,FALSE,user-specified first gene-column index: 39
CLCN7,CLCN7,FALSE,user-specified first gene-column index: 39
DAG1,DAG1,FALSE,user-specified first gene-column index: 39
SNRK,SNRK,FALSE,user-specified first gene-column index: 39
SLC39A2,SLC39A2,FALSE,user-specified first gene-column index: 39
TDP1,TDP1,FALSE,user-specified first gene-column index: 39
CCNYL1,CCNYL1,FALSE,user-specified first gene-column index: 39
CYP11B2,CYP11B2,FALSE,user-specified first gene-column index: 39
FUCA1,FUCA1,FALSE,user-specified first gene-column index: 39
ARMC6,ARMC6,FALSE,user-specified first gene-column index: 39
ATG4B,ATG4B,FALSE,user-specified first gene-column index: 39
C1orf150,C1ORF150,FALSE,user-specified first gene-column index: 39
BAZ2A,BAZ2A,FALSE,user-specified first gene-column index: 39
MRPL50,MRPL50,FALSE,user-specified first gene-column index: 39
ARMC5,ARMC5,FALSE,user-specified first gene-column index: 39
MUC21,MUC21,FALSE,user-specified first gene-column index: 39
ATP13A1,ATP13A1,FALSE,user-specified first gene-column index: 39
BAG1,BAG1,FALSE,user-specified first gene-column index: 39
MMP24,MMP24,FALSE,user-specified first gene-column index: 39
HAPLN1,HAPLN1,FALSE,user-specified first gene-column index: 39
FAM174A,FAM174A,FALSE,user-specified first gene-column index: 39
RNF43,RNF43,FALSE,user-specified first gene-column index: 39
EIF3A,EIF3A,FALSE,user-specified first gene-column index: 39
TTC30A,TTC30A,FALSE,user-specified first gene-column index: 39
BCL2L14,BCL2L14,FALSE,user-specified first gene-column index: 39
PREB,PREB,FALSE,user-specified first gene-column index: 39
PPP4R1,PPP4R1,FALSE,user-specified first gene-column index: 39
PLP2,PLP2,FALSE,user-specified first gene-column index: 39
KRTAP5-4,KRTAP5-4,FALSE,user-specified first gene-column index: 39
RSBN1L,RSBN1L,FALSE,user-specified first gene-column index: 39
EXOC3L4,EXOC3L4,FALSE,user-specified first gene-column index: 39
ZNF660,ZNF660,FALSE,user-specified first gene-column index: 39
IL1RL2,IL1RL2,FALSE,user-specified first gene-column index: 39
FGF23,FGF23,FALSE,user-specified first gene-column index: 39
ERICH5,ERICH5,FALSE,user-specified first gene-column index: 39
AKAP13,AKAP13,FALSE,user-specified first gene-column index: 39
ATP5I,ATP5I,FALSE,user-specified first gene-column index: 39
CAPN9,CAPN9,FALSE,user-specified first gene-column index: 39
MBD3L2,MBD3L2,FALSE,user-specified first gene-column index: 39
BTNL9,BTNL9,FALSE,user-specified first gene-column index: 39
GUSBP14.1,GUSBP14.1,FALSE,user-specified first gene-column index: 39
TLR3,TLR3,FALSE,user-specified first gene-column index: 39
BPESC1,BPESC1,FALSE,user-specified first gene-column index: 39
MIMT1,MIMT1,FALSE,user-specified first gene-column index: 39
FLJ34503,FLJ34503,FALSE,user-specified first gene-column index: 39
MAFB,MAFB,TRUE,user-specified first gene-column index: 39
TXNDC2,TXNDC2,FALSE,user-specified first gene-column index: 39
VN1R10P,VN1R10P,FALSE,user-specified first gene-column index: 39
NNT,NNT,FALSE,user-specified first gene-column index: 39
PLCB2,PLCB2,FALSE,user-specified first gene-column index: 39
FAM138B,FAM138B,FALSE,user-specified first gene-column index: 39
GPAT3,GPAT3,FALSE,user-specified first gene-column index: 39
KHDC4,KHDC4,FALSE,user-specified first gene-column index: 39
KRTAP5-11,KRTAP5-11,FALSE,user-specified first gene-column index: 39
ZNF565,ZNF565,FALSE,user-specified first gene-column index: 39
VLDLR-AS1,VLDLR-AS1,FALSE,user-specified first gene-column index: 39
LPAL2,LPAL2,FALSE,user-specified first gene-column index: 39
ARHGAP31,ARHGAP31,FALSE,user-specified first gene-column index: 39
DHX38,DHX38,FALSE,user-specified first gene-column index: 39
MNAT1,MNAT1,FALSE,user-specified first gene-column index: 39
HHIPL2,HHIPL2,FALSE,user-specified first gene-column index: 39
TRIM15,TRIM15,FALSE,user-specified first gene-column index: 39
P2RX4,P2RX4,FALSE,user-specified first gene-column index: 39
MRPL27,MRPL27,FALSE,user-specified first gene-column index: 39
LINC00272,LINC00272,FALSE,user-specified first gene-column index: 39
HOXD4,HOXD4,FALSE,user-specified first gene-column index: 39
DND1,DND1,FALSE,user-specified first gene-column index: 39
SSX6P,SSX6P,FALSE,user-specified first gene-column index: 39
GPR125,GPR125,FALSE,user-specified first gene-column index: 39
SPRED3,SPRED3,FALSE,user-specified first gene-column index: 39
PIWIL3,PIWIL3,FALSE,user-specified first gene-column index: 39
PATE2,PATE2,FALSE,user-specified first gene-column index: 39
TSPY1,TSPY1,FALSE,user-specified first gene-column index: 39
DDHD2,DDHD2,FALSE,user-specified first gene-column index: 39
ST8SIA3,ST8SIA3,FALSE,user-specified first gene-column index: 39
UBA6,UBA6,FALSE,user-specified first gene-column index: 39
ZNF667,ZNF667,FALSE,user-specified first gene-column index: 39
SAV1,SAV1,FALSE,user-specified first gene-column index: 39
ICOS,ICOS,FALSE,user-specified first gene-column index: 39
INSIG2,INSIG2,FALSE,user-specified first gene-column index: 39
CLYBL,CLYBL,FALSE,user-specified first gene-column index: 39
PRDM5,PRDM5,FALSE,user-specified first gene-column index: 39
PARP10,PARP10,FALSE,user-specified first gene-column index: 39
TRIM64,TRIM64,FALSE,user-specified first gene-column index: 39
KRTAP21-2,KRTAP21-2,FALSE,user-specified first gene-column index: 39
SOX6,SOX6,FALSE,user-specified first gene-column index: 39
HLA-G,HLA-G,FALSE,user-specified first gene-column index: 39
UGT1A8,UGT1A8,FALSE,user-specified first gene-column index: 39
HIF1AN,HIF1AN,FALSE,user-specified first gene-column index: 39
GOLGA6L5P,GOLGA6L5P,FALSE,user-specified first gene-column index: 39
CLEC4D,CLEC4D,FALSE,user-specified first gene-column index: 39
MTMR12,MTMR12,FALSE,user-specified first gene-column index: 39
ZNF137P,ZNF137P,FALSE,user-specified first gene-column index: 39
AQP4,AQP4,FALSE,user-specified first gene-column index: 39
BZW1,BZW1,FALSE,user-specified first gene-column index: 39
CCDC127,CCDC127,FALSE,user-specified first gene-column index: 39
CX3CR1,CX3CR1,FALSE,user-specified first gene-column index: 39
OSTCP1,OSTCP1,FALSE,user-specified first gene-column index: 39
ACOT12,ACOT12,FALSE,user-specified first gene-column index: 39
NTHL1,NTHL1,FALSE,user-specified first gene-column index: 39
ZNF451,ZNF451,FALSE,user-specified first gene-column index: 39
SNAPC4,SNAPC4,FALSE,user-specified first gene-column index: 39
CCKBR,CCKBR,FALSE,user-specified first gene-column index: 39
BTAF1,BTAF1,FALSE,user-specified first gene-column index: 39
ZHX1,ZHX1,FALSE,user-specified first gene-column index: 39
C21orf58,C21ORF58,FALSE,user-specified first gene-column index: 39
LOC100128219,LOC100128219,FALSE,user-specified first gene-column index: 39
BUB1,BUB1,FALSE,user-specified first gene-column index: 39
SLC2A4RG,SLC2A4RG,FALSE,user-specified first gene-column index: 39
MMEL1,MMEL1,FALSE,user-specified first gene-column index: 39
GPATCH11,GPATCH11,FALSE,user-specified first gene-column index: 39
PRDM16-DT,PRDM16-DT,FALSE,user-specified first gene-column index: 39
PIGV,PIGV,FALSE,user-specified first gene-column index: 39
TAPT1-AS1,TAPT1-AS1,FALSE,user-specified first gene-column index: 39
MT1E,MT1E,FALSE,user-specified first gene-column index: 39
UBOX5,UBOX5,FALSE,user-specified first gene-column index: 39
PGM1,PGM1,FALSE,user-specified first gene-column index: 39
AMOTL1,AMOTL1,FALSE,user-specified first gene-column index: 39
EMX2,EMX2,FALSE,user-specified first gene-column index: 39
OSGIN2,OSGIN2,FALSE,user-specified first gene-column index: 39
SLC52A3,SLC52A3,FALSE,user-specified first gene-column index: 39
MUC3A.1,MUC3A.1,FALSE,user-specified first gene-column index: 39
UEVLD,UEVLD,FALSE,user-specified first gene-column index: 39
SNRPB,SNRPB,FALSE,user-specified first gene-column index: 39
RP1L1,RP1L1,TRUE,user-specified first gene-column index: 39
C17orf82,C17ORF82,FALSE,user-specified first gene-column index: 39
SERTAD2,SERTAD2,FALSE,user-specified first gene-column index: 39
TUBB4B,TUBB4B,FALSE,user-specified first gene-column index: 39
TREML1,TREML1,FALSE,user-specified first gene-column index: 39
INTS11,INTS11,FALSE,user-specified first gene-column index: 39
SLC12A5,SLC12A5,FALSE,user-specified first gene-column index: 39
RFNG,RFNG,FALSE,user-specified first gene-column index: 39
GABRA5,GABRA5,FALSE,user-specified first gene-column index: 39
SLFN12,SLFN12,FALSE,user-specified first gene-column index: 39
CYSLTR1,CYSLTR1,FALSE,user-specified first gene-column index: 39
CABLES2,CABLES2,FALSE,user-specified first gene-column index: 39
MID1,MID1,FALSE,user-specified first gene-column index: 39
TRPC4,TRPC4,FALSE,user-specified first gene-column index: 39
WDR38,WDR38,FALSE,user-specified first gene-column index: 39
PDE8A,PDE8A,FALSE,user-specified first gene-column index: 39
PAQR8,PAQR8,FALSE,user-specified first gene-column index: 39
C1orf21,C1ORF21,FALSE,user-specified first gene-column index: 39
TM7SF3,TM7SF3,FALSE,user-specified first gene-column index: 39
C12orf71,C12ORF71,FALSE,user-specified first gene-column index: 39
PRC1,PRC1,FALSE,user-specified first gene-column index: 39
CDCA7,CDCA7,FALSE,user-specified first gene-column index: 39
NAGA,NAGA,FALSE,user-specified first gene-column index: 39
ZNF699,ZNF699,FALSE,user-specified first gene-column index: 39
CCDC124,CCDC124,FALSE,user-specified first gene-column index: 39
OR5D16,OR5D16,FALSE,user-specified first gene-column index: 39
RPLP0P2,RPLP0P2,FALSE,user-specified first gene-column index: 39
VWA7,VWA7,FALSE,user-specified first gene-column index: 39
PDC,PDC,FALSE,user-specified first gene-column index: 39
KIR2DS2,KIR2DS2,FALSE,user-specified first gene-column index: 39
ARL6IP5,ARL6IP5,FALSE,user-specified first gene-column index: 39
ALCAM,ALCAM,FALSE,user-specified first gene-column index: 39
ANKRD34C,ANKRD34C,FALSE,user-specified first gene-column index: 39
PLPP4,PLPP4,FALSE,user-specified first gene-column index: 39
CEP95,CEP95,FALSE,user-specified first gene-column index: 39
AFTPH,AFTPH,FALSE,user-specified first gene-column index: 39
ACAT1,ACAT1,FALSE,user-specified first gene-column index: 39
ZNF721,ZNF721,FALSE,user-specified first gene-column index: 39
MYL7,MYL7,FALSE,user-specified first gene-column index: 39
GDF3,GDF3,FALSE,user-specified first gene-column index: 39
GPR84,GPR84,FALSE,user-specified first gene-column index: 39
CDC42EP3,CDC42EP3,FALSE,user-specified first gene-column index: 39
C13orf18,C13ORF18,FALSE,user-specified first gene-column index: 39
AFMID,AFMID,FALSE,user-specified first gene-column index: 39
NGDN,NGDN,FALSE,user-specified first gene-column index: 39
STAG3,STAG3,FALSE,user-specified first gene-column index: 39
TMEM116,TMEM116,FALSE,user-specified first gene-column index: 39
RBX1,RBX1,FALSE,user-specified first gene-column index: 39
ZNF770,ZNF770,FALSE,user-specified first gene-column index: 39
MAGIX,MAGIX,FALSE,user-specified first gene-column index: 39
IGHMBP2,IGHMBP2,FALSE,user-specified first gene-column index: 39
SRL,SRL,FALSE,user-specified first gene-column index: 39
MFF,MFF,FALSE,user-specified first gene-column index: 39
ZCCHC23,ZCCHC23,FALSE,user-specified first gene-column index: 39
ECI1,ECI1,FALSE,user-specified first gene-column index: 39
ZNF568,ZNF568,FALSE,user-specified first gene-column index: 39
TAFA3,TAFA3,FALSE,user-specified first gene-column index: 39
STRA8,STRA8,FALSE,user-specified first gene-column index: 39
CIR1,CIR1,FALSE,user-specified first gene-column index: 39
LINC00205,LINC00205,FALSE,user-specified first gene-column index: 39
FAM98A,FAM98A,FALSE,user-specified first gene-column index: 39
BC039168,BC039168,FALSE,user-specified first gene-column index: 39
KCTD13,KCTD13,FALSE,user-specified first gene-column index: 39
ISG15,ISG15,FALSE,user-specified first gene-column index: 39
PALD1,PALD1,FALSE,user-specified first gene-column index: 39
RHBDD3,RHBDD3,FALSE,user-specified first gene-column index: 39
DPT,DPT,FALSE,user-specified first gene-column index: 39
RAPH1,RAPH1,FALSE,user-specified first gene-column index: 39
JAKMIP2,JAKMIP2,FALSE,user-specified first gene-column index: 39
TGS1,TGS1,FALSE,user-specified first gene-column index: 39
CARF,CARF,FALSE,user-specified first gene-column index: 39
RBBP7,RBBP7,FALSE,user-specified first gene-column index: 39
NAPSA,NAPSA,FALSE,user-specified first gene-column index: 39
HTR2C,HTR2C,FALSE,user-specified first gene-column index: 39
XPNPEP3,XPNPEP3,FALSE,user-specified first gene-column index: 39
ZFP1,ZFP1,FALSE,user-specified first gene-column index: 39
ATP5MPL,ATP5MPL,FALSE,user-specified first gene-column index: 39
WDTC1,WDTC1,TRUE,user-specified first gene-column index: 39
ZNF384,ZNF384,FALSE,user-specified first gene-column index: 39
HGD,HGD,FALSE,user-specified first gene-column index: 39
NANOS1,NANOS1,FALSE,user-specified first gene-column index: 39
GOLT1B,GOLT1B,FALSE,user-specified first gene-column index: 39
DUSP5P1,DUSP5P1,FALSE,user-specified first gene-column index: 39
KRTAP4-11,KRTAP4-11,FALSE,user-specified first gene-column index: 39
TNFAIP2,TNFAIP2,TRUE,user-specified first gene-column index: 39
PRMT7,PRMT7,FALSE,user-specified first gene-column index: 39
SKINT1L,SKINT1L,FALSE,user-specified first gene-column index: 39
CDK2AP2,CDK2AP2,FALSE,user-specified first gene-column index: 39
FBXO11,FBXO11,FALSE,user-specified first gene-column index: 39
RCN3,RCN3,FALSE,user-specified first gene-column index: 39
B3GNT3,B3GNT3,FALSE,user-specified first gene-column index: 39
GMEB2,GMEB2,FALSE,user-specified first gene-column index: 39
LINC03033,LINC03033,FALSE,user-specified first gene-column index: 39
NUP35,NUP35,FALSE,user-specified first gene-column index: 39
ALLC,ALLC,FALSE,user-specified first gene-column index: 39
TIMM17B,TIMM17B,FALSE,user-specified first gene-column index: 39
STAT3,STAT3,FALSE,user-specified first gene-column index: 39
IPP,IPP,FALSE,user-specified first gene-column index: 39
STARD8,STARD8,FALSE,user-specified first gene-column index: 39
SPG11,SPG11,FALSE,user-specified first gene-column index: 39
H3C7,H3C7,FALSE,user-specified first gene-column index: 39
PKNOX1,PKNOX1,FALSE,user-specified first gene-column index: 39
ALDH8A1,ALDH8A1,FALSE,user-specified first gene-column index: 39
