column,normalized_symbol,selected_signature_gene,detection_method
NUBP2,NUBP2,FALSE,user-specified first gene-column index: 39
UQCRH,UQCRH,FALSE,user-specified first gene-column index: 39
KCNB2,KCNB2,FALSE,user-specified first gene-column index: 39
RIT2,RIT2,FALSE,user-specified first gene-column index: 39
FLVCR1,FLVCR1,FALSE,user-specified first gene-column index: 39
ZNF22,ZNF22,FALSE,user-specified first gene-column index: 39
MED28,MED28,FALSE,user-specified first gene-column index: 39
NGFR,NGFR,FALSE,user-specified first gene-column index: 39
CEP192P1,CEP192P1,FALSE,user-specified first gene-column index: 39
SMKR1,SMKR1,FALSE,user-specified first gene-column index: 39
CLEC4M,CLEC4M,FALSE,user-specified first gene-column index: 39
TMEM222,TMEM222,FALSE,user-specified first gene-column index: 39
SMC5,SMC5,FALSE,user-specified first gene-column index: 39
GOT2,GOT2,FALSE,user-specified first gene-column index: 39
SPATA24,SPATA24,FALSE,user-specified first gene-column index: 39
FBXL7,FBXL7,FALSE,user-specified first gene-column index: 39
BMP6,BMP6,FALSE,user-specified first gene-column index: 39
LINC00863,LINC00863,FALSE,user-specified first gene-column index: 39
LINC02733,LINC02733,FALSE,user-specified first gene-column index: 39
PIGN,PIGN,FALSE,user-specified first gene-column index: 39
CCR5,CCR5,FALSE,user-specified first gene-column index: 39
MESP2,MESP2,FALSE,user-specified first gene-column index: 39
USP48,USP48,FALSE,user-specified first gene-column index: 39
PHF23,PHF23,FALSE,user-specified first gene-column index: 39
OR6C68,OR6C68,FALSE,user-specified first gene-column index: 39
NANP,NANP,FALSE,user-specified first gene-column index: 39
VARS1,VARS1,FALSE,user-specified first gene-column index: 39
PHACTR2,PHACTR2,FALSE,user-specified first gene-column index: 39
LGI4,LGI4,FALSE,user-specified first gene-column index: 39
CCDC71L,CCDC71L,FALSE,user-specified first gene-column index: 39
PI16,PI16,FALSE,user-specified first gene-column index: 39
DOCK3,DOCK3,FALSE,user-specified first gene-column index: 39
GUSBP1,GUSBP1,FALSE,user-specified first gene-column index: 39
POLR2M,POLR2M,FALSE,user-specified first gene-column index: 39
CIAO1,CIAO1,FALSE,user-specified first gene-column index: 39
GALE,GALE,FALSE,user-specified first gene-column index: 39
NKIRAS2,NKIRAS2,FALSE,user-specified first gene-column index: 39
ZNF295-AS1,ZNF295-AS1,FALSE,user-specified first gene-column index: 39
COPB1,COPB1,FALSE,user-specified first gene-column index: 39
ACSM4,ACSM4,FALSE,user-specified first gene-column index: 39
HBZ,HBZ,FALSE,user-specified first gene-column index: 39
AQP7P3,AQP7P3,FALSE,user-specified first gene-column index: 39
NTN5,NTN5,FALSE,user-specified first gene-column index: 39
SYCE1,SYCE1,FALSE,user-specified first gene-column index: 39
HACD2,HACD2,FALSE,user-specified first gene-column index: 39
LEPROT,LEPROT,FALSE,user-specified first gene-column index: 39
GLRX2,GLRX2,FALSE,user-specified first gene-column index: 39
DNAJC5B,DNAJC5B,FALSE,user-specified first gene-column index: 39
DCAF4L1,DCAF4L1,FALSE,user-specified first gene-column index: 39
DHRS11,DHRS11,FALSE,user-specified first gene-column index: 39
NRCAM,NRCAM,FALSE,user-specified first gene-column index: 39
DKC1,DKC1,FALSE,user-specified first gene-column index: 39
ANP32C,ANP32C,FALSE,user-specified first gene-column index: 39
HUWE1,HUWE1,FALSE,user-specified first gene-column index: 39
IRF4,IRF4,TRUE,user-specified first gene-column index: 39
PDE4DIP,PDE4DIP,TRUE,user-specified first gene-column index: 39
GTSE1,GTSE1,FALSE,user-specified first gene-column index: 39
NDUFS5,NDUFS5,FALSE,user-specified first gene-column index: 39
TMEM185A,TMEM185A,FALSE,user-specified first gene-column index: 39
GOLGA8K,GOLGA8K,FALSE,user-specified first gene-column index: 39
OR11H1,OR11H1,FALSE,user-specified first gene-column index: 39
ZNF232,ZNF232,FALSE,user-specified first gene-column index: 39
HSD17B2,HSD17B2,FALSE,user-specified first gene-column index: 39
TMPRSS3,TMPRSS3,FALSE,user-specified first gene-column index: 39
ZNF160,ZNF160,FALSE,user-specified first gene-column index: 39
EFTUD2,EFTUD2,FALSE,user-specified first gene-column index: 39
CLUAP1,CLUAP1,FALSE,user-specified first gene-column index: 39
SGPP1,SGPP1,FALSE,user-specified first gene-column index: 39
LOC441426,LOC441426,FALSE,user-specified first gene-column index: 39
LOC644075,LOC644075,FALSE,user-specified first gene-column index: 39
KLKP1,KLKP1,FALSE,user-specified first gene-column index: 39
LMO1,LMO1,FALSE,user-specified first gene-column index: 39
CACNA1I,CACNA1I,FALSE,user-specified first gene-column index: 39
ATP11A,ATP11A,FALSE,user-specified first gene-column index: 39
WDR46,WDR46,FALSE,user-specified first gene-column index: 39
MROH8,MROH8,FALSE,user-specified first gene-column index: 39
PARP15,PARP15,FALSE,user-specified first gene-column index: 39
HAS3,HAS3,FALSE,user-specified first gene-column index: 39
LMTK3,LMTK3,FALSE,user-specified first gene-column index: 39
SLC5A12,SLC5A12,FALSE,user-specified first gene-column index: 39
ST8SIA5,ST8SIA5,FALSE,user-specified first gene-column index: 39
AGAP7P,AGAP7P,FALSE,user-specified first gene-column index: 39
LDC1P,LDC1P,FALSE,user-specified first gene-column index: 39
EMSY,EMSY,FALSE,user-specified first gene-column index: 39
NXPH2,NXPH2,FALSE,user-specified first gene-column index: 39
ABI3BP,ABI3BP,FALSE,user-specified first gene-column index: 39
NSL1,NSL1,FALSE,user-specified first gene-column index: 39
PRKAA1,PRKAA1,FALSE,user-specified first gene-column index: 39
NADK,NADK,FALSE,user-specified first gene-column index: 39
MUCL1,MUCL1,FALSE,user-specified first gene-column index: 39
MIA,MIA,FALSE,user-specified first gene-column index: 39
APLP1,APLP1,FALSE,user-specified first gene-column index: 39
FAM50A,FAM50A,FALSE,user-specified first gene-column index: 39
CAB39,CAB39,FALSE,user-specified first gene-column index: 39
SIDT1,SIDT1,FALSE,user-specified first gene-column index: 39
HS3ST6,HS3ST6,FALSE,user-specified first gene-column index: 39
ZFAND1,ZFAND1,FALSE,user-specified first gene-column index: 39
MTUS2,MTUS2,FALSE,user-specified first gene-column index: 39
KCNH6,KCNH6,FALSE,user-specified first gene-column index: 39
ASAP1,ASAP1,FALSE,user-specified first gene-column index: 39
KCTD20,KCTD20,FALSE,user-specified first gene-column index: 39
KIAA1143,KIAA1143,FALSE,user-specified first gene-column index: 39
FOXD2-AS1,FOXD2-AS1,FALSE,user-specified first gene-column index: 39
PATJ.1,PATJ.1,FALSE,user-specified first gene-column index: 39
FAM88D,FAM88D,FALSE,user-specified first gene-column index: 39
MTNR1B,MTNR1B,FALSE,user-specified first gene-column index: 39
MARF1,MARF1,FALSE,user-specified first gene-column index: 39
LOC283028,LOC283028,FALSE,user-specified first gene-column index: 39
ZNF624,ZNF624,FALSE,user-specified first gene-column index: 39
OIP5,OIP5,FALSE,user-specified first gene-column index: 39
SLC10A4,SLC10A4,FALSE,user-specified first gene-column index: 39
SLC38A9,SLC38A9,FALSE,user-specified first gene-column index: 39
NFKBIL1,NFKBIL1,FALSE,user-specified first gene-column index: 39
SIRT1,SIRT1,FALSE,user-specified first gene-column index: 39
TTC14,TTC14,FALSE,user-specified first gene-column index: 39
RPL10,RPL10,FALSE,user-specified first gene-column index: 39
TMTC3,TMTC3,FALSE,user-specified first gene-column index: 39
ASTN2-AS1,ASTN2-AS1,FALSE,user-specified first gene-column index: 39
FAM71E2,FAM71E2,FALSE,user-specified first gene-column index: 39
ACSL4,ACSL4,FALSE,user-specified first gene-column index: 39
CYP2D7,CYP2D7,FALSE,user-specified first gene-column index: 39
TTC30B,TTC30B,FALSE,user-specified first gene-column index: 39
CCDC126,CCDC126,FALSE,user-specified first gene-column index: 39
DNAJC3-DT,DNAJC3-DT,FALSE,user-specified first gene-column index: 39
RXRA,RXRA,FALSE,user-specified first gene-column index: 39
UBE2L6,UBE2L6,FALSE,user-specified first gene-column index: 39
CD14,CD14,TRUE,user-specified first gene-column index: 39
NCOR1P1,NCOR1P1,FALSE,user-specified first gene-column index: 39
USP38,USP38,FALSE,user-specified first gene-column index: 39
SLC66A3,SLC66A3,FALSE,user-specified first gene-column index: 39
SEC22C,SEC22C,FALSE,user-specified first gene-column index: 39
ARHGAP29,ARHGAP29,FALSE,user-specified first gene-column index: 39
PCDHGB3,PCDHGB3,FALSE,user-specified first gene-column index: 39
KANK1,KANK1,FALSE,user-specified first gene-column index: 39
PRELID3B,PRELID3B,FALSE,user-specified first gene-column index: 39
LYPD2,LYPD2,FALSE,user-specified first gene-column index: 39
PHLDB3,PHLDB3,FALSE,user-specified first gene-column index: 39
MPZL1,MPZL1,FALSE,user-specified first gene-column index: 39
SCTR,SCTR,FALSE,user-specified first gene-column index: 39
PRELP,PRELP,TRUE,user-specified first gene-column index: 39
RGL4,RGL4,FALSE,user-specified first gene-column index: 39
KHSRP,KHSRP,FALSE,user-specified first gene-column index: 39
RALGAPA1,RALGAPA1,FALSE,user-specified first gene-column index: 39
HINT1,HINT1,FALSE,user-specified first gene-column index: 39
FAM81A,FAM81A,FALSE,user-specified first gene-column index: 39
EDC3,EDC3,FALSE,user-specified first gene-column index: 39
MLN,MLN,FALSE,user-specified first gene-column index: 39
PRPS2,PRPS2,FALSE,user-specified first gene-column index: 39
MLLT4,MLLT4,FALSE,user-specified first gene-column index: 39
ARAP1,ARAP1,FALSE,user-specified first gene-column index: 39
PANK4,PANK4,FALSE,user-specified first gene-column index: 39
STMND1,STMND1,FALSE,user-specified first gene-column index: 39
LRTM1,LRTM1,FALSE,user-specified first gene-column index: 39
PRKAG3,PRKAG3,FALSE,user-specified first gene-column index: 39
ARRDC2,ARRDC2,FALSE,user-specified first gene-column index: 39
VAV1,VAV1,FALSE,user-specified first gene-column index: 39
GUCY1A2,GUCY1A2,FALSE,user-specified first gene-column index: 39
DNAJC3,DNAJC3,FALSE,user-specified first gene-column index: 39
HCRTR2,HCRTR2,FALSE,user-specified first gene-column index: 39
SNCG,SNCG,FALSE,user-specified first gene-column index: 39
OPN1SW,OPN1SW,FALSE,user-specified first gene-column index: 39
FAM78B,FAM78B,FALSE,user-specified first gene-column index: 39
GMNC,GMNC,FALSE,user-specified first gene-column index: 39
CARS1,CARS1,FALSE,user-specified first gene-column index: 39
MRPL52,MRPL52,FALSE,user-specified first gene-column index: 39
POLR3K,POLR3K,FALSE,user-specified first gene-column index: 39
ZNF473CR,ZNF473CR,FALSE,user-specified first gene-column index: 39
NEDD8,NEDD8,FALSE,user-specified first gene-column index: 39
TMEM31,TMEM31,FALSE,user-specified first gene-column index: 39
ZWILCH,ZWILCH,FALSE,user-specified first gene-column index: 39
TAMM41,TAMM41,FALSE,user-specified first gene-column index: 39
RBMY1A3P,RBMY1A3P,FALSE,user-specified first gene-column index: 39
AMY2B,AMY2B,FALSE,user-specified first gene-column index: 39
MYCL,MYCL,FALSE,user-specified first gene-column index: 39
PCSK2,PCSK2,FALSE,user-specified first gene-column index: 39
DUPD1,DUPD1,FALSE,user-specified first gene-column index: 39
CUEDC2,CUEDC2,FALSE,user-specified first gene-column index: 39
AK308544,AK308544,FALSE,user-specified first gene-column index: 39
SPCS2,SPCS2,FALSE,user-specified first gene-column index: 39
LOC100505909,LOC100505909,FALSE,user-specified first gene-column index: 39
AP1S1,AP1S1,FALSE,user-specified first gene-column index: 39
HIGD1B,HIGD1B,FALSE,user-specified first gene-column index: 39
OR13C8,OR13C8,FALSE,user-specified first gene-column index: 39
DKK4,DKK4,FALSE,user-specified first gene-column index: 39
MCCC2,MCCC2,FALSE,user-specified first gene-column index: 39
PSMA8,PSMA8,FALSE,user-specified first gene-column index: 39
DALRD3,DALRD3,FALSE,user-specified first gene-column index: 39
ANKRD12,ANKRD12,FALSE,user-specified first gene-column index: 39
OR8B12,OR8B12,FALSE,user-specified first gene-column index: 39
ZNF324,ZNF324,FALSE,user-specified first gene-column index: 39
WDR47,WDR47,FALSE,user-specified first gene-column index: 39
HELLS,HELLS,FALSE,user-specified first gene-column index: 39
CFAP298,CFAP298,FALSE,user-specified first gene-column index: 39
TTC19,TTC19,FALSE,user-specified first gene-column index: 39
NEURL2,NEURL2,FALSE,user-specified first gene-column index: 39
C20orf24,C20ORF24,FALSE,user-specified first gene-column index: 39
CCDC34,CCDC34,FALSE,user-specified first gene-column index: 39
LOC286083,LOC286083,FALSE,user-specified first gene-column index: 39
ST3GAL3,ST3GAL3,FALSE,user-specified first gene-column index: 39
NECAB1,NECAB1,FALSE,user-specified first gene-column index: 39
NT5C1B,NT5C1B,FALSE,user-specified first gene-column index: 39
STAR,STAR,FALSE,user-specified first gene-column index: 39
CHD2,CHD2,TRUE,user-specified first gene-column index: 39
OAT,OAT,FALSE,user-specified first gene-column index: 39
PICK1,PICK1,FALSE,user-specified first gene-column index: 39
TMEM132B,TMEM132B,FALSE,user-specified first gene-column index: 39
FAM9B,FAM9B,FALSE,user-specified first gene-column index: 39
ZNF362,ZNF362,FALSE,user-specified first gene-column index: 39
KIF13A,KIF13A,FALSE,user-specified first gene-column index: 39
RAB5C,RAB5C,FALSE,user-specified first gene-column index: 39
CLINT1,CLINT1,FALSE,user-specified first gene-column index: 39
ACSL5,ACSL5,FALSE,user-specified first gene-column index: 39
LINC00852,LINC00852,FALSE,user-specified first gene-column index: 39
CELF6,CELF6,TRUE,user-specified first gene-column index: 39
UQCC1,UQCC1,FALSE,user-specified first gene-column index: 39
STX16,STX16,FALSE,user-specified first gene-column index: 39
ALDH5A1,ALDH5A1,FALSE,user-specified first gene-column index: 39
ANG,ANG,FALSE,user-specified first gene-column index: 39
LINC00851,LINC00851,FALSE,user-specified first gene-column index: 39
EDN1,EDN1,FALSE,user-specified first gene-column index: 39
LINC01618,LINC01618,FALSE,user-specified first gene-column index: 39
EXOC3L1,EXOC3L1,FALSE,user-specified first gene-column index: 39
PRRC1,PRRC1,FALSE,user-specified first gene-column index: 39
AMELY,AMELY,FALSE,user-specified first gene-column index: 39
SMIM12,SMIM12,FALSE,user-specified first gene-column index: 39
PRDM8,PRDM8,FALSE,user-specified first gene-column index: 39
L2HGDH,L2HGDH,FALSE,user-specified first gene-column index: 39
SPNS3,SPNS3,FALSE,user-specified first gene-column index: 39
FMR1NB,FMR1NB,FALSE,user-specified first gene-column index: 39
RND2,RND2,FALSE,user-specified first gene-column index: 39
PSMA6,PSMA6,FALSE,user-specified first gene-column index: 39
C16orf54,C16ORF54,FALSE,user-specified first gene-column index: 39
PLOD2,PLOD2,FALSE,user-specified first gene-column index: 39
ANKRD65.1,ANKRD65.1,FALSE,user-specified first gene-column index: 39
SCNN1A,SCNN1A,FALSE,user-specified first gene-column index: 39
ART3,ART3,FALSE,user-specified first gene-column index: 39
FOLH1,FOLH1,FALSE,user-specified first gene-column index: 39
ZBTB46,ZBTB46,FALSE,user-specified first gene-column index: 39
FAM76A,FAM76A,FALSE,user-specified first gene-column index: 39
ETV2,ETV2,FALSE,user-specified first gene-column index: 39
WASHC3,WASHC3,FALSE,user-specified first gene-column index: 39
LCLAT1,LCLAT1,FALSE,user-specified first gene-column index: 39
ENTR1,ENTR1,FALSE,user-specified first gene-column index: 39
ANO10,ANO10,FALSE,user-specified first gene-column index: 39
CATSPERB,CATSPERB,FALSE,user-specified first gene-column index: 39
IL5,IL5,FALSE,user-specified first gene-column index: 39
MINDY4,MINDY4,FALSE,user-specified first gene-column index: 39
GEMIN2,GEMIN2,FALSE,user-specified first gene-column index: 39
GPR143,GPR143,FALSE,user-specified first gene-column index: 39
CABP7,CABP7,FALSE,user-specified first gene-column index: 39
SLC26A11,SLC26A11,FALSE,user-specified first gene-column index: 39
FAM153B.2,FAM153B.2,FALSE,user-specified first gene-column index: 39
DHRS3,DHRS3,TRUE,user-specified first gene-column index: 39
ANO6,ANO6,FALSE,user-specified first gene-column index: 39
FABP7,FABP7,FALSE,user-specified first gene-column index: 39
RAB27B,RAB27B,FALSE,user-specified first gene-column index: 39
CGREF1,CGREF1,FALSE,user-specified first gene-column index: 39
IFT81,IFT81,FALSE,user-specified first gene-column index: 39
IGF2BP2,IGF2BP2,FALSE,user-specified first gene-column index: 39
CKAP2,CKAP2,FALSE,user-specified first gene-column index: 39
AASDHPPT,AASDHPPT,FALSE,user-specified first gene-column index: 39
CTNNA3,CTNNA3,FALSE,user-specified first gene-column index: 39
OR7G3,OR7G3,FALSE,user-specified first gene-column index: 39
CYP27A1,CYP27A1,FALSE,user-specified first gene-column index: 39
FNDC11,FNDC11,FALSE,user-specified first gene-column index: 39
BNC2,BNC2,FALSE,user-specified first gene-column index: 39
TMEM231,TMEM231,FALSE,user-specified first gene-column index: 39
PRKAR1A,PRKAR1A,FALSE,user-specified first gene-column index: 39
TACR1,TACR1,FALSE,user-specified first gene-column index: 39
SPCS3,SPCS3,FALSE,user-specified first gene-column index: 39
CD33,CD33,FALSE,user-specified first gene-column index: 39
CFC1B,CFC1B,FALSE,user-specified first gene-column index: 39
SRPK1,SRPK1,FALSE,user-specified first gene-column index: 39
ZNF829,ZNF829,FALSE,user-specified first gene-column index: 39
RAMP1,RAMP1,FALSE,user-specified first gene-column index: 39
TENM3,TENM3,FALSE,user-specified first gene-column index: 39
TNKS,TNKS,FALSE,user-specified first gene-column index: 39
URB2,URB2,FALSE,user-specified first gene-column index: 39
ACP5,ACP5,FALSE,user-specified first gene-column index: 39
NTRK1,NTRK1,FALSE,user-specified first gene-column index: 39
MRGPRD,MRGPRD,FALSE,user-specified first gene-column index: 39
CCDC63,CCDC63,FALSE,user-specified first gene-column index: 39
ATP6V1A,ATP6V1A,FALSE,user-specified first gene-column index: 39
RAB22A,RAB22A,FALSE,user-specified first gene-column index: 39
CNOT9,CNOT9,FALSE,user-specified first gene-column index: 39
DKFZP586I1420,DKFZP586I1420,FALSE,user-specified first gene-column index: 39
EVI2B,EVI2B,FALSE,user-specified first gene-column index: 39
BIN3-IT1,BIN3-IT1,FALSE,user-specified first gene-column index: 39
MUC17,MUC17,FALSE,user-specified first gene-column index: 39
LINC00937.2,LINC00937.2,FALSE,user-specified first gene-column index: 39
SLC22A5,SLC22A5,FALSE,user-specified first gene-column index: 39
CDC20B,CDC20B,FALSE,user-specified first gene-column index: 39
PRPF19,PRPF19,FALSE,user-specified first gene-column index: 39
GOLPH3L,GOLPH3L,FALSE,user-specified first gene-column index: 39
RAB40C,RAB40C,FALSE,user-specified first gene-column index: 39
IGKC.1,IGKC.1,FALSE,user-specified first gene-column index: 39
CIPC,CIPC,FALSE,user-specified first gene-column index: 39
C1orf110,C1ORF110,FALSE,user-specified first gene-column index: 39
NMU,NMU,FALSE,user-specified first gene-column index: 39
MMRN2,MMRN2,FALSE,user-specified first gene-column index: 39
ZFP36L2,ZFP36L2,FALSE,user-specified first gene-column index: 39
CDKN2D,CDKN2D,FALSE,user-specified first gene-column index: 39
SEMA4C,SEMA4C,FALSE,user-specified first gene-column index: 39
HEPACAM,HEPACAM,FALSE,user-specified first gene-column index: 39
DDA1,DDA1,FALSE,user-specified first gene-column index: 39
GSC,GSC,FALSE,user-specified first gene-column index: 39
ANKRD9,ANKRD9,FALSE,user-specified first gene-column index: 39
COLEC11,COLEC11,FALSE,user-specified first gene-column index: 39
CASP1,CASP1,FALSE,user-specified first gene-column index: 39
hCG_1997999,HCG_1997999,FALSE,user-specified first gene-column index: 39
HACE1,HACE1,FALSE,user-specified first gene-column index: 39
RDH10,RDH10,FALSE,user-specified first gene-column index: 39
ADRB1,ADRB1,FALSE,user-specified first gene-column index: 39
KIAA1456,KIAA1456,FALSE,user-specified first gene-column index: 39
DBP,DBP,FALSE,user-specified first gene-column index: 39
CEP83,CEP83,FALSE,user-specified first gene-column index: 39
FSIP2,FSIP2,FALSE,user-specified first gene-column index: 39
SPINT4,SPINT4,FALSE,user-specified first gene-column index: 39
LAPTM4A,LAPTM4A,FALSE,user-specified first gene-column index: 39
FOXD4L6,FOXD4L6,FALSE,user-specified first gene-column index: 39
API5,API5,FALSE,user-specified first gene-column index: 39
TUBB2B,TUBB2B,FALSE,user-specified first gene-column index: 39
ZPR1,ZPR1,FALSE,user-specified first gene-column index: 39
RIOK3.1,RIOK3.1,FALSE,user-specified first gene-column index: 39
PLPP3,PLPP3,FALSE,user-specified first gene-column index: 39
COMMD7,COMMD7,FALSE,user-specified first gene-column index: 39
ATCAY,ATCAY,FALSE,user-specified first gene-column index: 39
SSUH2,SSUH2,FALSE,user-specified first gene-column index: 39
RARA,RARA,FALSE,user-specified first gene-column index: 39
XPNPEP1,XPNPEP1,FALSE,user-specified first gene-column index: 39
TIAM2,TIAM2,FALSE,user-specified first gene-column index: 39
PCNX1,PCNX1,FALSE,user-specified first gene-column index: 39
RFX7,RFX7,FALSE,user-specified first gene-column index: 39
SAFB2,SAFB2,TRUE,user-specified first gene-column index: 39
CDH17,CDH17,FALSE,user-specified first gene-column index: 39
SEMA6A,SEMA6A,FALSE,user-specified first gene-column index: 39
PDHX,PDHX,FALSE,user-specified first gene-column index: 39
NTF4,NTF4,FALSE,user-specified first gene-column index: 39
DRD4,DRD4,FALSE,user-specified first gene-column index: 39
CHST2,CHST2,FALSE,user-specified first gene-column index: 39
C1orf162,C1ORF162,FALSE,user-specified first gene-column index: 39
C3orf78,C3ORF78,FALSE,user-specified first gene-column index: 39
MSX2P1,MSX2P1,FALSE,user-specified first gene-column index: 39
BICRA,BICRA,TRUE,user-specified first gene-column index: 39
LEMD1-DT,LEMD1-DT,FALSE,user-specified first gene-column index: 39
LOC148709,LOC148709,FALSE,user-specified first gene-column index: 39
OXTR,OXTR,FALSE,user-specified first gene-column index: 39
TEDC1,TEDC1,FALSE,user-specified first gene-column index: 39
ADCYAP1R1,ADCYAP1R1,FALSE,user-specified first gene-column index: 39
INAVA,INAVA,FALSE,user-specified first gene-column index: 39
FXYD4,FXYD4,FALSE,user-specified first gene-column index: 39
ARID2,ARID2,FALSE,user-specified first gene-column index: 39
GRID1,GRID1,FALSE,user-specified first gene-column index: 39
AMIGO2,AMIGO2,FALSE,user-specified first gene-column index: 39
POLR2G,POLR2G,FALSE,user-specified first gene-column index: 39
PFKM,PFKM,FALSE,user-specified first gene-column index: 39
BPIFB3,BPIFB3,FALSE,user-specified first gene-column index: 39
PHF8,PHF8,FALSE,user-specified first gene-column index: 39
SOCS4,SOCS4,FALSE,user-specified first gene-column index: 39
DAZAP1,DAZAP1,FALSE,user-specified first gene-column index: 39
GPR146,GPR146,FALSE,user-specified first gene-column index: 39
ZNF100,ZNF100,FALSE,user-specified first gene-column index: 39
RBMXL2,RBMXL2,FALSE,user-specified first gene-column index: 39
APOBEC4,APOBEC4,FALSE,user-specified first gene-column index: 39
JPH4,JPH4,FALSE,user-specified first gene-column index: 39
BCS1L,BCS1L,FALSE,user-specified first gene-column index: 39
HES2,HES2,FALSE,user-specified first gene-column index: 39
TAS2R31,TAS2R31,FALSE,user-specified first gene-column index: 39
CNTF.1,CNTF.1,FALSE,user-specified first gene-column index: 39
FDX1,FDX1,FALSE,user-specified first gene-column index: 39
GUCA2A,GUCA2A,FALSE,user-specified first gene-column index: 39
RTCA,RTCA,FALSE,user-specified first gene-column index: 39
TTTY20,TTTY20,FALSE,user-specified first gene-column index: 39
XYLT2,XYLT2,FALSE,user-specified first gene-column index: 39
OAZ1,OAZ1,FALSE,user-specified first gene-column index: 39
LBHD1,LBHD1,FALSE,user-specified first gene-column index: 39
CCT2,CCT2,FALSE,user-specified first gene-column index: 39
OR4D11,OR4D11,FALSE,user-specified first gene-column index: 39
ZNF200,ZNF200,FALSE,user-specified first gene-column index: 39
MTMR12.1,MTMR12.1,FALSE,user-specified first gene-column index: 39
ATP13A2,ATP13A2,FALSE,user-specified first gene-column index: 39
MMP28,MMP28,FALSE,user-specified first gene-column index: 39
KLHL8,KLHL8,FALSE,user-specified first gene-column index: 39
CCDC136,CCDC136,TRUE,user-specified first gene-column index: 39
TOX-DT,TOX-DT,FALSE,user-specified first gene-column index: 39
KCNQ4,KCNQ4,FALSE,user-specified first gene-column index: 39
PRPF4B,PRPF4B,FALSE,user-specified first gene-column index: 39
SPSB1,SPSB1,FALSE,user-specified first gene-column index: 39
TCF25,TCF25,FALSE,user-specified first gene-column index: 39
POTEM,POTEM,FALSE,user-specified first gene-column index: 39
ANKRD30BP2,ANKRD30BP2,FALSE,user-specified first gene-column index: 39
GLYR1,GLYR1,FALSE,user-specified first gene-column index: 39
P2RY8,P2RY8,FALSE,user-specified first gene-column index: 39
RASEF,RASEF,FALSE,user-specified first gene-column index: 39
SNAP29,SNAP29,FALSE,user-specified first gene-column index: 39
TEX47,TEX47,FALSE,user-specified first gene-column index: 39
VSTM5,VSTM5,FALSE,user-specified first gene-column index: 39
MECR,MECR,FALSE,user-specified first gene-column index: 39
ACE2,ACE2,FALSE,user-specified first gene-column index: 39
TSPAN19,TSPAN19,FALSE,user-specified first gene-column index: 39
PMFBP1,PMFBP1,FALSE,user-specified first gene-column index: 39
ZNF781,ZNF781,FALSE,user-specified first gene-column index: 39
CEP57,CEP57,FALSE,user-specified first gene-column index: 39
CREB3,CREB3,FALSE,user-specified first gene-column index: 39
NUP62CL,NUP62CL,FALSE,user-specified first gene-column index: 39
LRWD1,LRWD1,FALSE,user-specified first gene-column index: 39
MSANTD2,MSANTD2,FALSE,user-specified first gene-column index: 39
EVA1B,EVA1B,FALSE,user-specified first gene-column index: 39
VPS26B,VPS26B,FALSE,user-specified first gene-column index: 39
TXNDC16,TXNDC16,FALSE,user-specified first gene-column index: 39
LOC642781,LOC642781,FALSE,user-specified first gene-column index: 39
KCNK3,KCNK3,FALSE,user-specified first gene-column index: 39
MBD3L3,MBD3L3,FALSE,user-specified first gene-column index: 39
CR593862,CR593862,FALSE,user-specified first gene-column index: 39
SNHG29,SNHG29,FALSE,user-specified first gene-column index: 39
ERRFI1,ERRFI1,FALSE,user-specified first gene-column index: 39
CCL19,CCL19,FALSE,user-specified first gene-column index: 39
CCDC137,CCDC137,FALSE,user-specified first gene-column index: 39
MST1R,MST1R,FALSE,user-specified first gene-column index: 39
CHRDL2,CHRDL2,FALSE,user-specified first gene-column index: 39
METTL15,METTL15,FALSE,user-specified first gene-column index: 39
CALM2,CALM2,FALSE,user-specified first gene-column index: 39
CHL1-AS2,CHL1-AS2,FALSE,user-specified first gene-column index: 39
SLC7A13,SLC7A13,FALSE,user-specified first gene-column index: 39
CYGB,CYGB,FALSE,user-specified first gene-column index: 39
CCK1,CCK1,FALSE,user-specified first gene-column index: 39
LINC01599,LINC01599,FALSE,user-specified first gene-column index: 39
H4C7,H4C7,FALSE,user-specified first gene-column index: 39
SNHG32,SNHG32,FALSE,user-specified first gene-column index: 39
OLFML2B,OLFML2B,FALSE,user-specified first gene-column index: 39
COL6A6,COL6A6,TRUE,user-specified first gene-column index: 39
STXBP5-AS1,STXBP5-AS1,FALSE,user-specified first gene-column index: 39
SYN3,SYN3,FALSE,user-specified first gene-column index: 39
ERC2,ERC2,FALSE,user-specified first gene-column index: 39
CASQ1,CASQ1,FALSE,user-specified first gene-column index: 39
STAMBPL1,STAMBPL1,FALSE,user-specified first gene-column index: 39
ARHGEF11,ARHGEF11,FALSE,user-specified first gene-column index: 39
SUDS3,SUDS3,FALSE,user-specified first gene-column index: 39
SRRM2-AS1,SRRM2-AS1,FALSE,user-specified first gene-column index: 39
CYP3A43,CYP3A43,FALSE,user-specified first gene-column index: 39
SGO1,SGO1,FALSE,user-specified first gene-column index: 39
PNN,PNN,FALSE,user-specified first gene-column index: 39
NPCDR1,NPCDR1,FALSE,user-specified first gene-column index: 39
OR4N3P,OR4N3P,FALSE,user-specified first gene-column index: 39
DNAH6,DNAH6,FALSE,user-specified first gene-column index: 39
MRPS25,MRPS25,FALSE,user-specified first gene-column index: 39
PON2,PON2,FALSE,user-specified first gene-column index: 39
RBM8A,RBM8A,FALSE,user-specified first gene-column index: 39
