gene,signature,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,source_p_adjust,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,selected,selection_source
LCP2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.08363583323043e-6,8.26201118802313e-7,0.55,0.55,8.26201118802313e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LENG8,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.72252015701221e-7,6.89614965938359e-8,0.633,0.633,6.89614965938359e-8,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LGALS9,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.75453913145693e-5,2.28027990631532e-5,0.521,0.521,2.28027990631532e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LGMN,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.82531836081359e-5,1.37436010465235e-5,0.508,0.508,1.37436010465235e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LIMA1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.75257337744934e-5,1.73164343920374e-5,0.493,0.493,1.73164343920374e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LINC00339,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.5138354865443e-4,6.9908672380195e-4,0.411,0.411,6.9908672380195e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LINC00574,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00185093643868515,7.7256887328574e-4,0.391,0.391,7.7256887328574e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LINC00589,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.6715400966977e-4,2.0654742049672e-4,0.474,0.474,2.0654742049672e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LINC00891,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.15211464213324e-5,4.6979672122832e-6,0.516,0.516,4.6979672122832e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LINC00924,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.8860488252736e-4,1.8596291615256e-4,0.463,0.463,1.8596291615256e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LINC02878,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00198666584054059,0.00130297284413907,0.395,0.395,0.00130297284413907,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LIPC,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.0010809181774068,5.9148262891303e-4,0.418,0.418,5.9148262891303e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
LRIT3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00391839930268719,0.00224169654389903,0.369,0.369,0.00224169654389903,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
