gene,signature,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,source_p_adjust,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,selected,selection_source
ATF7,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.90567821983305e-5,4.80498617257168e-5,0.488,0.488,4.80498617257168e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
ATF7IP2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,9.0619039747879e-4,5.2420325131784e-4,0.401,0.401,5.2420325131784e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
ATG14,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.0011727572604057,7.39432936844e-4,0.413,0.413,7.39432936844e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
ATP5F1C,Dys-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.12492288581965e-7,9.42832155450119e-7,0.583,0.583,9.42832155450119e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
ATP8B4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.22643072770338e-5,2.69053602975227e-5,0.473,0.473,2.69053602975227e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
AVPR2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00241260228609695,9.9011600824733e-4,0.372,0.372,9.9011600824733e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BASP1-AS1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.0011687474475288,0.00121603377467957,0.405,0.405,0.00121603377467957,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BATF3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.7895154363729e-4,3.590380425105e-4,0.427,0.427,3.590380425105e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BCL6,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.25641290432929e-7,2.55874861426049e-7,0.571,0.571,2.55874861426049e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BHLHE22,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.5307578162839e-4,5.2217073593996e-5,0.446,0.446,5.2217073593996e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BICRA,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.9265357309294e-4,2.7595496058841e-4,0.459,0.459,2.7595496058841e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BLNK,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.56466076043976e-6,1.56442687504755e-6,0.568,0.568,1.56442687504755e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BMAL1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.2971872907335e-4,3.7171256969133e-4,0.432,0.432,3.7171256969133e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BOD1L1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.90671225666751e-6,2.96223736375394e-6,0.59,0.59,2.96223736375394e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BORA,Dys-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.0120836661835709,0.01763200024402,0.369,0.369,0.01763200024402,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BST1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.87433773391365e-5,2.71120331717547e-5,0.509,0.509,2.71120331717547e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
BTN2A2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.3854343148126e-4,9.93817013530794e-5,0.419,0.419,9.93817013530794e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
C1QTNF2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.24027919665544e-5,9.08307411374325e-5,0.482,0.482,9.08307411374325e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
C3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.82460692034553e-5,9.27185650388083e-6,0.538,0.538,9.27185650388083e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
C5AR1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.5865291768483e-4,2.2995276848489e-4,0.419,0.419,2.2995276848489e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CA11,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.3220225431738e-5,5.34065646319752e-5,0.528,0.528,5.34065646319752e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CACNA1E,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.7068847331422e-4,1.2075700281951e-4,0.459,0.459,1.2075700281951e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CACNA1G,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.26210212889338e-5,4.17374326973114e-5,0.46,0.46,4.17374326973114e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CACNB2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00741583374333744,0.00364220939136561,0.335,0.335,0.00364220939136561,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CALHM5,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00332347500065599,0.0014513493886214,0.363,0.363,0.0014513493886214,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CALML4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.4776238888811e-4,4.1664816246145e-4,0.449,0.449,4.1664816246145e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CAPN3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.85809522607614e-5,1.71703210542301e-5,0.519,0.519,1.71703210542301e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CASP7,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.7221940029221e-4,1.7582542726024e-4,0.479,0.479,1.7582542726024e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CASS4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.7229584733402e-6,1.29713835007637e-6,0.543,0.543,1.29713835007637e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CCDC136,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.6545489398763e-4,1.3536034316467e-4,0.434,0.434,1.3536034316467e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CCDC142,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,9.43884557873097e-6,6.80778312727502e-6,0.547,0.547,6.80778312727502e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CCDC159,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.08363583323043e-6,1.35029361006171e-6,0.599,0.599,1.35029361006171e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CCDC8,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,9.7216308674204e-4,3.8855286549177e-4,0.412,0.412,3.8855286549177e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CCDC81,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00135299872867735,8.3207294523885e-4,0.411,0.411,8.3207294523885e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CCDC85A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00263765258149032,0.00107375865459865,0.366,0.366,0.00107375865459865,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CCDC88B,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.35934548468001e-5,1.95398521225397e-5,0.524,0.524,1.95398521225397e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CCKAR,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00387747407646283,0.00209507676884746,0.36,0.36,0.00209507676884746,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CCL3L3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.3959945436986e-4,3.381560001202e-4,0.41,0.41,3.381560001202e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CCM2L,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00260825279418965,0.0014513493886214,0.379,0.379,0.0014513493886214,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CD101,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.0033881212978465,0.00189732163777609,0.364,0.364,0.00189732163777609,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CD14,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00139131037401633,5.7564264456483e-4,0.387,0.387,5.7564264456483e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CD1D,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.08960604583632e-5,9.47033009364233e-6,0.503,0.503,9.47033009364233e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CD28,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.01528493106923e-5,5.77490781468514e-6,0.47,0.47,5.77490781468514e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CD300LF,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.988822922657e-4,2.1844261944539e-4,0.416,0.416,2.1844261944539e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CD37,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.7897329954621e-4,5.96525282723079e-5,0.46,0.46,5.96525282723079e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CD3G,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.1346048827413e-4,6.48634601724565e-5,0.446,0.446,6.48634601724565e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CD4,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.27427593760936e-5,1.18105270221768e-5,0.488,0.488,1.18105270221768e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CD5,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.420842477005e-4,2.8458958385616e-4,0.416,0.416,2.8458958385616e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CD8B,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.5244273088046e-4,2.3779865162701e-4,0.407,0.407,2.3779865162701e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CDH23,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.4285443445781e-4,1.2108024014514e-4,0.452,0.452,1.2108024014514e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CDIP1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.59164508262392e-6,4.35048924185336e-6,0.571,0.571,4.35048924185336e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CDK11A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.60672419853199e-5,9.21986294455028e-5,0.498,0.498,9.21986294455028e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CDK5RAP3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00294918098225652,0.00142891476075033,0.379,0.379,0.00142891476075033,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CDKN1A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.28167406419705e-6,2.24002790970771e-6,0.565,0.565,2.24002790970771e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CEBPA,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.85225420268802e-5,3.5366366221707e-4,0.451,0.451,3.5366366221707e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CELF6,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,8.82174655983094e-6,2.89587011538981e-6,0.514,0.514,2.89587011538981e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CENATAC,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00569688401669454,0.00298599981664182,0.337,0.337,0.00298599981664182,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CENPT,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.82509817849525e-5,1.51265675052736e-5,0.526,0.526,1.51265675052736e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CEP164,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,8.75560391329412e-5,3.55459125533647e-5,0.486,0.486,3.55459125533647e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CFB,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00160401413927184,9.7163520750995e-4,0.403,0.403,9.7163520750995e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CFI,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00121270348082289,4.7751807677529e-4,0.405,0.405,4.7751807677529e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CFTR,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.9540680072998e-4,4.5501162337292e-4,0.426,0.426,4.5501162337292e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CGNL1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.210526916733e-4,9.51276969199393e-5,0.485,0.485,9.51276969199393e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CH25H,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.55592864330839e-5,4.88341796014765e-6,0.525,0.525,4.88341796014765e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CHD2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,8.62240287486448e-5,3.32317335310418e-5,0.491,0.491,3.32317335310418e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CHD3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.05037540915164e-6,2.10352198110143e-6,0.578,0.578,2.10352198110143e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CHST13,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00145264811766716,0.00118623427007533,0.385,0.385,0.00118623427007533,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CLDN15,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.62527400876315e-6,8.98905071406414e-7,0.569,0.569,8.98905071406414e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CLEC7A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,9.8288557427345e-4,7.118498424629e-4,0.401,0.401,7.118498424629e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CLNK,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00284230935558962,0.00123485192118699,0.358,0.358,0.00123485192118699,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CNTRL,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.75377681255412e-5,6.68617910350249e-5,0.475,0.475,6.68617910350249e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COL16A1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,9.23352747279754e-5,7.26445220869232e-5,0.493,0.493,7.26445220869232e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COL17A1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.85597309016379e-5,1.5727371307941e-4,0.456,0.456,1.5727371307941e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COL24A1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.49529517599543e-5,1.44194334908133e-5,0.518,0.518,1.44194334908133e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COL4A3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.0286459898246e-4,5.3331556798112e-4,0.41,0.41,5.3331556798112e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COL5A3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.56242977925249e-5,9.77809355769103e-6,0.526,0.526,9.77809355769103e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COL6A5,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.4819441475385e-5,5.00641410135713e-5,0.475,0.475,5.00641410135713e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COL6A6,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.00019646343868e-6,1.32767112296283e-6,0.489,0.489,1.32767112296283e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COL7A1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00197792894278492,9.4195291461268e-4,0.383,0.383,9.4195291461268e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COLQ,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.65936984149108e-5,1.17081454386086e-5,0.508,0.508,1.17081454386086e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COPZ2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.002422358533705,0.00139397890868477,0.368,0.368,0.00139397890868477,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
COQ10A,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.5307578162839e-4,5.356419250635e-4,0.439,0.439,5.356419250635e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CP,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.24027919665544e-5,2.5230026084561e-4,0.462,0.462,2.5230026084561e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CRACDL,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.6104108551036e-4,5.9074020936602e-4,0.439,0.439,5.9074020936602e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CRISP2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.672324575737e-4,2.5178185359478e-4,0.405,0.405,2.5178185359478e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CSAD,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,4.57713572758317e-6,4.0636090071618e-6,0.545,0.545,4.0636090071618e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CSMD2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.6527602113061e-4,1.3026097021172e-4,0.482,0.482,1.3026097021172e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CUBN,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.4765526209023e-4,2.3429072800755e-4,0.472,0.472,2.3429072800755e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CXCL12,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,9.21074782558381e-5,4.36216860630297e-5,0.425,0.425,4.36216860630297e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CXCR3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.0038854801434928,0.0019068873546591,0.35,0.35,0.0019068873546591,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CXXC1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00186034885179689,0.00121864161790714,0.4,0.4,0.00121864161790714,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CYB561A3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.2917575042456e-4,2.9315851819347e-4,0.465,0.465,2.9315851819347e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CYP20A1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00117114237266302,6.2078577416719e-4,0.415,0.415,6.2078577416719e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CYP26B1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.4010694102712e-4,1.0477218872651e-4,0.45,0.45,1.0477218872651e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
CYP46A1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00145326948668163,6.5223835244576e-4,0.37,0.37,6.5223835244576e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DAAM2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,8.0387532963734e-4,4.0742642872447e-4,0.428,0.428,4.0742642872447e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DDB2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.37858296639366e-6,6.96624815240587e-7,0.614,0.614,6.96624815240587e-7,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DENND4B,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.7856255878473e-5,1.44061196083441e-5,0.507,0.507,1.44061196083441e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DHRS3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.59827529673341e-5,1.279530992201e-4,0.49,0.49,1.279530992201e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DIPK2B,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.0408972348823e-4,4.56523151362696e-5,0.459,0.459,4.56523151362696e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DIRC1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00170196422526185,0.00145216957125858,0.397,0.397,0.00145216957125858,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DLEC1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,8.04331053182996e-5,2.8500751387009898e-05,0.491,0.491,2.8500751387009898e-05,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DLL1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.01528493106923e-5,3.02941774339997e-6,0.534,0.534,3.02941774339997e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DMGDH,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00460244634043406,0.002418830851061,0.359,0.359,0.002418830851061,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DNM1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.60711744282355e-6,1.5839421650685e-6,0.584,0.584,1.5839421650685e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DOCK2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.75553377712219e-5,5.66833160056349e-6,0.508,0.508,5.66833160056349e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DOCK8,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,7.75206877251354e-8,3.32288209074553e-8,0.636,0.636,3.32288209074553e-8,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DOK3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,5.15565827323756e-6,1.57810328454522e-6,0.559,0.559,1.57810328454522e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DRP2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,0.00406129067019236,0.00222886833976593,0.366,0.366,0.00222886833976593,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DTX1,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,2.28313240982387e-5,8.41459314308053e-6,0.483,0.483,8.41459314308053e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DTX2,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,6.25451885365767e-6,4.25736379121076e-6,0.563,0.563,4.25736379121076e-6,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DTX3,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,3.6684225905817e-4,2.0660112301686e-4,0.453,0.453,2.0660112301686e-4,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
DYNLT5,Fun-CIM,ALL3_NKI.NEO.TNBCCL,0.3,3,3,3,YES,1.9298515942907e-4,8.2675120370338e-5,0.452,0.452,8.2675120370338e-5,TRUE,TRUE,TRUE,TRUE,TRUE,cimic meta_results.csv
