gene,n_input_columns,method,cohort
ANGPTL6,1,max_variance,METABRIC
ANGPTL7,1,max_variance,METABRIC
ANGPTL8,1,max_variance,METABRIC
ANHX,1,max_variance,METABRIC
ANK1,1,max_variance,METABRIC
ANK2,1,max_variance,METABRIC
ANK3,1,max_variance,METABRIC
ANKAR,1,max_variance,METABRIC
ANKDD1A,1,max_variance,METABRIC
ANKDD1B,1,max_variance,METABRIC
ANKEF1,1,max_variance,METABRIC
ANKFN1,1,max_variance,METABRIC
ANKFY1,1,max_variance,METABRIC
ANKH,1,max_variance,METABRIC
ANKHD1,1,max_variance,METABRIC
ANKHD1-EIF4EBP3,1,max_variance,METABRIC
ANKK1,1,max_variance,METABRIC
ANKLE1,1,max_variance,METABRIC
ANKLE2,1,max_variance,METABRIC
ANKMY1,1,max_variance,METABRIC
ANKMY2,1,max_variance,METABRIC
ANKRA2,1,max_variance,METABRIC
ANKRD1,1,max_variance,METABRIC
ANKRD10,1,max_variance,METABRIC
ANKRD11,1,max_variance,METABRIC
ANKRD12,1,max_variance,METABRIC
ANKRD13A,1,max_variance,METABRIC
ANKRD13B,1,max_variance,METABRIC
ANKRD13C,1,max_variance,METABRIC
ANKRD13D,1,max_variance,METABRIC
ANKRD16,1,max_variance,METABRIC
ANKRD17,1,max_variance,METABRIC
ANKRD18DP,1,max_variance,METABRIC
ANKRD19P,1,max_variance,METABRIC
ANKRD2,1,max_variance,METABRIC
ANKRD20A1,1,max_variance,METABRIC
ANKRD20A11P,1,max_variance,METABRIC
ANKRD20A3,1,max_variance,METABRIC
ANKRD20A3P,1,max_variance,METABRIC
ANKRD20A4,1,max_variance,METABRIC
ANKRD20A9P,1,max_variance,METABRIC
ANKRD22,1,max_variance,METABRIC
ANKRD23,1,max_variance,METABRIC
ANKRD24,1,max_variance,METABRIC
ANKRD26,1,max_variance,METABRIC
ANKRD26P1,1,max_variance,METABRIC
ANKRD27,1,max_variance,METABRIC
ANKRD28,1,max_variance,METABRIC
ANKRD29,1,max_variance,METABRIC
ANKRD30A,1,max_variance,METABRIC
ANKRD30B,1,max_variance,METABRIC
ANKRD30BL,1,max_variance,METABRIC
ANKRD30BP2,1,max_variance,METABRIC
ANKRD30BP3,1,max_variance,METABRIC
ANKRD31,1,max_variance,METABRIC
ANKRD33,1,max_variance,METABRIC
ANKRD34A,1,max_variance,METABRIC
ANKRD34B,1,max_variance,METABRIC
ANKRD34C,1,max_variance,METABRIC
ANKRD35,1,max_variance,METABRIC
ANKRD36,1,max_variance,METABRIC
ANKRD36.1,1,max_variance,METABRIC
ANKRD36B,1,max_variance,METABRIC
ANKRD36BP2,1,max_variance,METABRIC
ANKRD36BP2.1,1,max_variance,METABRIC
ANKRD37,1,max_variance,METABRIC
ANKRD39,1,max_variance,METABRIC
ANKRD40,1,max_variance,METABRIC
ANKRD40CL,1,max_variance,METABRIC
ANKRD42,1,max_variance,METABRIC
ANKRD44,1,max_variance,METABRIC
ANKRD45,1,max_variance,METABRIC
ANKRD46,1,max_variance,METABRIC
ANKRD49,1,max_variance,METABRIC
ANKRD50,1,max_variance,METABRIC
ANKRD53,1,max_variance,METABRIC
ANKRD54,1,max_variance,METABRIC
ANKRD55,1,max_variance,METABRIC
ANKRD6,1,max_variance,METABRIC
ANKRD62,1,max_variance,METABRIC
ANKRD65,1,max_variance,METABRIC
ANKRD65.1,1,max_variance,METABRIC
ANKRD66,1,max_variance,METABRIC
ANKRD7,1,max_variance,METABRIC
ANKRD9,1,max_variance,METABRIC
ANKS1A,1,max_variance,METABRIC
ANKS1B,1,max_variance,METABRIC
ANKS3,1,max_variance,METABRIC
ANKS4B,1,max_variance,METABRIC
ANKS6,1,max_variance,METABRIC
ANKZF1,1,max_variance,METABRIC
ANLN,1,max_variance,METABRIC
ANO1,1,max_variance,METABRIC
ANO10,1,max_variance,METABRIC
ANO2,1,max_variance,METABRIC
ANO3,1,max_variance,METABRIC
ANO4,1,max_variance,METABRIC
ANO5,1,max_variance,METABRIC
ANO6,1,max_variance,METABRIC
ANO7,1,max_variance,METABRIC
ANO8,1,max_variance,METABRIC
ANO9,1,max_variance,METABRIC
ANOS1,1,max_variance,METABRIC
ANP32A,1,max_variance,METABRIC
ANP32A-IT1,1,max_variance,METABRIC
ANP32AP1,1,max_variance,METABRIC
ANP32B,1,max_variance,METABRIC
ANP32C,1,max_variance,METABRIC
ANP32D,1,max_variance,METABRIC
ANP32E,1,max_variance,METABRIC
ANPEP,1,max_variance,METABRIC
ANTKMT,1,max_variance,METABRIC
ANTXR1,1,max_variance,METABRIC
ANTXR2,1,max_variance,METABRIC
ANTXRL,1,max_variance,METABRIC
ANXA1,1,max_variance,METABRIC
ANXA10,1,max_variance,METABRIC
ANXA11,1,max_variance,METABRIC
ANXA13,1,max_variance,METABRIC
ANXA2,1,max_variance,METABRIC
ANXA2P1,1,max_variance,METABRIC
ANXA2P3,1,max_variance,METABRIC
ANXA2R,1,max_variance,METABRIC
ANXA2R-AS1,1,max_variance,METABRIC
ANXA2R-OT1,1,max_variance,METABRIC
ANXA3,1,max_variance,METABRIC
ANXA4,1,max_variance,METABRIC
ANXA5,1,max_variance,METABRIC
ANXA6,1,max_variance,METABRIC
ANXA7,1,max_variance,METABRIC
ANXA8,1,max_variance,METABRIC
ANXA8L1,1,max_variance,METABRIC
ANXA9,1,max_variance,METABRIC
AOAH,1,max_variance,METABRIC
AOC1,1,max_variance,METABRIC
AOC2,1,max_variance,METABRIC
AOC3,1,max_variance,METABRIC
AOC4P,1,max_variance,METABRIC
AOPEP,1,max_variance,METABRIC
AOX1,1,max_variance,METABRIC
AOX2P,1,max_variance,METABRIC
AP1AR,1,max_variance,METABRIC
AP1B1,1,max_variance,METABRIC
AP1G1,1,max_variance,METABRIC
AP1G2,1,max_variance,METABRIC
AP1M1,1,max_variance,METABRIC
AP1M2,1,max_variance,METABRIC
AP1S1,1,max_variance,METABRIC
AP1S2,1,max_variance,METABRIC
AP1S3,1,max_variance,METABRIC
AP2A1,1,max_variance,METABRIC
AP2A2,1,max_variance,METABRIC
AP2B1,1,max_variance,METABRIC
AP2M1,1,max_variance,METABRIC
AP2S1,1,max_variance,METABRIC
AP3B1,1,max_variance,METABRIC
AP3B2,1,max_variance,METABRIC
AP3D1,1,max_variance,METABRIC
AP3M1,1,max_variance,METABRIC
AP3M2,1,max_variance,METABRIC
AP3S1,1,max_variance,METABRIC
AP4B1,1,max_variance,METABRIC
AP4E1,1,max_variance,METABRIC
AP4M1,1,max_variance,METABRIC
AP4S1,1,max_variance,METABRIC
AP5B1,1,max_variance,METABRIC
AP5M1,1,max_variance,METABRIC
AP5S1,1,max_variance,METABRIC
AP5Z1,1,max_variance,METABRIC
APAF1,1,max_variance,METABRIC
APBA1,1,max_variance,METABRIC
APBA2,1,max_variance,METABRIC
APBA3,1,max_variance,METABRIC
APBB1,1,max_variance,METABRIC
APBB1IP,1,max_variance,METABRIC
APBB2,1,max_variance,METABRIC
APBB3,1,max_variance,METABRIC
APC,1,max_variance,METABRIC
APC2,1,max_variance,METABRIC
APCDD1,1,max_variance,METABRIC
APCDD1L,1,max_variance,METABRIC
APCDD1L-DT,1,max_variance,METABRIC
APCS,1,max_variance,METABRIC
APEH,1,max_variance,METABRIC
APEX1,1,max_variance,METABRIC
APEX2,1,max_variance,METABRIC
APH1A,1,max_variance,METABRIC
APH1B,1,max_variance,METABRIC
API5,1,max_variance,METABRIC
APIP,1,max_variance,METABRIC
APLF,1,max_variance,METABRIC
APLN,1,max_variance,METABRIC
APLNR,1,max_variance,METABRIC
APLP1,1,max_variance,METABRIC
APLP2,1,max_variance,METABRIC
APMAP,1,max_variance,METABRIC
APOA1,1,max_variance,METABRIC
APOA2,1,max_variance,METABRIC
APOA4,1,max_variance,METABRIC
APOA5,1,max_variance,METABRIC
APOB,1,max_variance,METABRIC
APOBEC1,1,max_variance,METABRIC
APOBEC2,1,max_variance,METABRIC
APOBEC3A,1,max_variance,METABRIC
APOBEC3B,1,max_variance,METABRIC
APOBEC3C,1,max_variance,METABRIC
APOBEC3D,1,max_variance,METABRIC
APOBEC3F,1,max_variance,METABRIC
APOBEC3G,1,max_variance,METABRIC
APOBEC3H,1,max_variance,METABRIC
APOBEC4,1,max_variance,METABRIC
APOBR,1,max_variance,METABRIC
APOC1,1,max_variance,METABRIC
APOC2,1,max_variance,METABRIC
APOC3,1,max_variance,METABRIC
APOD,1,max_variance,METABRIC
APOE,1,max_variance,METABRIC
APOF,1,max_variance,METABRIC
APOH,1,max_variance,METABRIC
APOL1,1,max_variance,METABRIC
APOL2,1,max_variance,METABRIC
APOL3,1,max_variance,METABRIC
APOL4,1,max_variance,METABRIC
APOL5,1,max_variance,METABRIC
APOL6,1,max_variance,METABRIC
APOLD1,1,max_variance,METABRIC
APOM,1,max_variance,METABRIC
APOO,1,max_variance,METABRIC
APOOL,1,max_variance,METABRIC
APP,1,max_variance,METABRIC
APPAT,1,max_variance,METABRIC
APPBP2,1,max_variance,METABRIC
APPL1,1,max_variance,METABRIC
APPL2,1,max_variance,METABRIC
APRT,1,max_variance,METABRIC
APTX,1,max_variance,METABRIC
AQP1,1,max_variance,METABRIC
AQP10,1,max_variance,METABRIC
AQP11,1,max_variance,METABRIC
AQP12B,1,max_variance,METABRIC
AQP2,1,max_variance,METABRIC
AQP3,1,max_variance,METABRIC
AQP4,1,max_variance,METABRIC
AQP4-AS1,1,max_variance,METABRIC
AQP5,1,max_variance,METABRIC
AQP6,1,max_variance,METABRIC
AQP7,1,max_variance,METABRIC
AQP7P1,1,max_variance,METABRIC
AQP7P3,1,max_variance,METABRIC
AQP8,1,max_variance,METABRIC
AQP9,1,max_variance,METABRIC
AQR,1,max_variance,METABRIC
AR,1,max_variance,METABRIC
ARAF,1,max_variance,METABRIC
ARAP1,1,max_variance,METABRIC
ARAP2,1,max_variance,METABRIC
ARAP3,1,max_variance,METABRIC
ARC,1,max_variance,METABRIC
ARCN1,1,max_variance,METABRIC
AREG,1,max_variance,METABRIC
ARF1,1,max_variance,METABRIC
ARF3,1,max_variance,METABRIC
ARF4,1,max_variance,METABRIC
ARF5,1,max_variance,METABRIC
ARFGAP1,1,max_variance,METABRIC
ARFGAP2,1,max_variance,METABRIC
ARFGAP3,1,max_variance,METABRIC
ARFGEF1,1,max_variance,METABRIC
ARFGEF2,1,max_variance,METABRIC
ARFGEF3,1,max_variance,METABRIC
ARFIP1,1,max_variance,METABRIC
ARFIP2,1,max_variance,METABRIC
ARFRP1,1,max_variance,METABRIC
ARG1,1,max_variance,METABRIC
ARG2,1,max_variance,METABRIC
ARGFX,1,max_variance,METABRIC
ARGFXP2,1,max_variance,METABRIC
ARGLU1,1,max_variance,METABRIC
ARHGAP1,1,max_variance,METABRIC
ARHGAP10,1,max_variance,METABRIC
ARHGAP11A,1,max_variance,METABRIC
ARHGAP11B,1,max_variance,METABRIC
ARHGAP12,1,max_variance,METABRIC
ARHGAP15,1,max_variance,METABRIC
ARHGAP17,1,max_variance,METABRIC
ARHGAP18,1,max_variance,METABRIC
ARHGAP19,1,max_variance,METABRIC
ARHGAP20,1,max_variance,METABRIC
ARHGAP21,1,max_variance,METABRIC
ARHGAP22,1,max_variance,METABRIC
ARHGAP23,1,max_variance,METABRIC
ARHGAP24,1,max_variance,METABRIC
ARHGAP25,1,max_variance,METABRIC
ARHGAP26,1,max_variance,METABRIC
ARHGAP27,1,max_variance,METABRIC
ARHGAP27P1,1,max_variance,METABRIC
ARHGAP28,1,max_variance,METABRIC
ARHGAP29,1,max_variance,METABRIC
ARHGAP30,1,max_variance,METABRIC
ARHGAP31,1,max_variance,METABRIC
ARHGAP32,1,max_variance,METABRIC
ARHGAP33,1,max_variance,METABRIC
ARHGAP35,1,max_variance,METABRIC
ARHGAP36,1,max_variance,METABRIC
ARHGAP39,1,max_variance,METABRIC
ARHGAP4,1,max_variance,METABRIC
ARHGAP42,1,max_variance,METABRIC
ARHGAP44,1,max_variance,METABRIC
ARHGAP45,1,max_variance,METABRIC
ARHGAP5,1,max_variance,METABRIC
ARHGAP6,1,max_variance,METABRIC
ARHGAP8,1,max_variance,METABRIC
ARHGAP9,1,max_variance,METABRIC
ARHGDIA,1,max_variance,METABRIC
ARHGDIB,1,max_variance,METABRIC
ARHGDIG,1,max_variance,METABRIC
ARHGEF1,1,max_variance,METABRIC
ARHGEF10,1,max_variance,METABRIC
ARHGEF10.1,1,max_variance,METABRIC
ARHGEF10L,1,max_variance,METABRIC
ARHGEF11,1,max_variance,METABRIC
ARHGEF12,1,max_variance,METABRIC
ARHGEF15,1,max_variance,METABRIC
ARHGEF16,1,max_variance,METABRIC
ARHGEF17,1,max_variance,METABRIC
ARHGEF17-AS1,1,max_variance,METABRIC
ARHGEF18,1,max_variance,METABRIC
ARHGEF19,1,max_variance,METABRIC
ARHGEF2,1,max_variance,METABRIC
ARHGEF25,1,max_variance,METABRIC
ARHGEF26,1,max_variance,METABRIC
ARHGEF28,1,max_variance,METABRIC
ARHGEF3,1,max_variance,METABRIC
ARHGEF33,1,max_variance,METABRIC
ARHGEF35,1,max_variance,METABRIC
ARHGEF37,1,max_variance,METABRIC
ARHGEF38,1,max_variance,METABRIC
ARHGEF39,1,max_variance,METABRIC
ARHGEF4,1,max_variance,METABRIC
ARHGEF40,1,max_variance,METABRIC
ARHGEF5,1,max_variance,METABRIC
ARHGEF6,1,max_variance,METABRIC
ARHGEF7,1,max_variance,METABRIC
ARHGEF9,1,max_variance,METABRIC
ARID1A,1,max_variance,METABRIC
ARID1B,1,max_variance,METABRIC
ARID1B.1,1,max_variance,METABRIC
ARID1B.2,1,max_variance,METABRIC
ARID2,1,max_variance,METABRIC
ARID3A,1,max_variance,METABRIC
ARID3B,1,max_variance,METABRIC
ARID3C,1,max_variance,METABRIC
ARID4A,1,max_variance,METABRIC
ARID4B,1,max_variance,METABRIC
ARID5A,1,max_variance,METABRIC
ARID5B,1,max_variance,METABRIC
ARIH1,1,max_variance,METABRIC
ARIH2,1,max_variance,METABRIC
ARL1,1,max_variance,METABRIC
ARL10,1,max_variance,METABRIC
ARL11,1,max_variance,METABRIC
ARL13A,1,max_variance,METABRIC
ARL13B,1,max_variance,METABRIC
ARL14,1,max_variance,METABRIC
ARL14EP,1,max_variance,METABRIC
ARL14EPL,1,max_variance,METABRIC
ARL15,1,max_variance,METABRIC
ARL16,1,max_variance,METABRIC
ARL17A,1,max_variance,METABRIC
ARL2,1,max_variance,METABRIC
ARL2BP,1,max_variance,METABRIC
ARL3,1,max_variance,METABRIC
ARL4A,1,max_variance,METABRIC
ARL4C,1,max_variance,METABRIC
ARL4D,1,max_variance,METABRIC
ARL5A,1,max_variance,METABRIC
ARL5B,1,max_variance,METABRIC
ARL5C,1,max_variance,METABRIC
ARL6,1,max_variance,METABRIC
ARL6IP1,1,max_variance,METABRIC
ARL6IP4,1,max_variance,METABRIC
ARL6IP5,1,max_variance,METABRIC
ARL6IP6,1,max_variance,METABRIC
ARL8A,1,max_variance,METABRIC
ARL8B,1,max_variance,METABRIC
ARL9,1,max_variance,METABRIC
ARMC1,1,max_variance,METABRIC
ARMC10,1,max_variance,METABRIC
ARMC12,1,max_variance,METABRIC
ARMC2,1,max_variance,METABRIC
ARMC4,1,max_variance,METABRIC
ARMC5,1,max_variance,METABRIC
ARMC6,1,max_variance,METABRIC
ARMC7,1,max_variance,METABRIC
ARMC8,1,max_variance,METABRIC
ARMC9,1,max_variance,METABRIC
ARMCX1,1,max_variance,METABRIC
ARMCX2,1,max_variance,METABRIC
ARMCX3,1,max_variance,METABRIC
ARMCX3-AS1,1,max_variance,METABRIC
ARMCX4,1,max_variance,METABRIC
ARMCX5,1,max_variance,METABRIC
ARMCX6,1,max_variance,METABRIC
ARMH1,1,max_variance,METABRIC
ARMH3,1,max_variance,METABRIC
ARMH4,1,max_variance,METABRIC
ARMT1,1,max_variance,METABRIC
ARNT,1,max_variance,METABRIC
ARNT2,1,max_variance,METABRIC
ARNTL,1,max_variance,METABRIC
ARNTL2,1,max_variance,METABRIC
ARPC1A,1,max_variance,METABRIC
ARPC1B,1,max_variance,METABRIC
ARPC2,1,max_variance,METABRIC
ARPC3,1,max_variance,METABRIC
ARPC4,1,max_variance,METABRIC
ARPC5,1,max_variance,METABRIC
ARPC5L,1,max_variance,METABRIC
ARPIN,1,max_variance,METABRIC
ARPP19,1,max_variance,METABRIC
ARPP21,1,max_variance,METABRIC
ARR3,1,max_variance,METABRIC
ARRB1,1,max_variance,METABRIC
ARRB2,1,max_variance,METABRIC
ARRDC1,1,max_variance,METABRIC
ARRDC1-AS1,1,max_variance,METABRIC
ARRDC2,1,max_variance,METABRIC
ARRDC3,1,max_variance,METABRIC
ARRDC4,1,max_variance,METABRIC
ARRDC5,1,max_variance,METABRIC
ARSA,1,max_variance,METABRIC
ARSB,1,max_variance,METABRIC
ARSD,1,max_variance,METABRIC
ARSF,1,max_variance,METABRIC
ARSG,1,max_variance,METABRIC
ARSH,1,max_variance,METABRIC
ARSI,1,max_variance,METABRIC
ARSJ,1,max_variance,METABRIC
ARSK,1,max_variance,METABRIC
ARSL,1,max_variance,METABRIC
ART1,1,max_variance,METABRIC
ART3,1,max_variance,METABRIC
ART4,1,max_variance,METABRIC
ART5,1,max_variance,METABRIC
ARTN,1,max_variance,METABRIC
ARV1,1,max_variance,METABRIC
ARVCF,1,max_variance,METABRIC
ARVP6125,1,max_variance,METABRIC
ARX,1,max_variance,METABRIC
ASAH1,1,max_variance,METABRIC
ASAH2,1,max_variance,METABRIC
ASAH2B,1,max_variance,METABRIC
ASAP1,1,max_variance,METABRIC
ASAP2,1,max_variance,METABRIC
ASAP3,1,max_variance,METABRIC
ASB1,1,max_variance,METABRIC
ASB10,1,max_variance,METABRIC
ASB11,1,max_variance,METABRIC
ASB12,1,max_variance,METABRIC
ASB13,1,max_variance,METABRIC
ASB14,1,max_variance,METABRIC
ASB15,1,max_variance,METABRIC
ASB16,1,max_variance,METABRIC
ASB16-AS1,1,max_variance,METABRIC
ASB17,1,max_variance,METABRIC
ASB2,1,max_variance,METABRIC
ASB3,1,max_variance,METABRIC
ASB4,1,max_variance,METABRIC
ASB5,1,max_variance,METABRIC
ASB6,1,max_variance,METABRIC
ASB7,1,max_variance,METABRIC
ASB8,1,max_variance,METABRIC
ASB9,1,max_variance,METABRIC
ASCC1,1,max_variance,METABRIC
ASCC2,1,max_variance,METABRIC
ASCC3,1,max_variance,METABRIC
ASCL1,1,max_variance,METABRIC
ASCL2,1,max_variance,METABRIC
ASCL3,1,max_variance,METABRIC
ASCL4,1,max_variance,METABRIC
ASF1A,1,max_variance,METABRIC
ASF1B,1,max_variance,METABRIC
ASGR1,1,max_variance,METABRIC
ASGR2,1,max_variance,METABRIC
ASH1L,1,max_variance,METABRIC
ASH1L-AS1,1,max_variance,METABRIC
ASH2L,1,max_variance,METABRIC
ASIC1,1,max_variance,METABRIC
ASIC2,1,max_variance,METABRIC
ASIC3,1,max_variance,METABRIC
ASIC4,1,max_variance,METABRIC
ASIC5,1,max_variance,METABRIC
ASIP,1,max_variance,METABRIC
ASL,1,max_variance,METABRIC
ASMT,1,max_variance,METABRIC
ASMTL,1,max_variance,METABRIC
ASMTL-AS1,1,max_variance,METABRIC
ASNS,1,max_variance,METABRIC
ASNSD1,1,max_variance,METABRIC
ASPA,1,max_variance,METABRIC
ASPDH,1,max_variance,METABRIC
ASPH,1,max_variance,METABRIC
ASPHD1,1,max_variance,METABRIC
ASPHD2,1,max_variance,METABRIC
ASPM,1,max_variance,METABRIC
ASPN,1,max_variance,METABRIC
ASPRV1,1,max_variance,METABRIC
ASPSCR1,1,max_variance,METABRIC
ASRGL1,1,max_variance,METABRIC
ASS1,1,max_variance,METABRIC
ASTE1,1,max_variance,METABRIC
ASTL,1,max_variance,METABRIC
ASTN1,1,max_variance,METABRIC
ASTN2,1,max_variance,METABRIC
ASTN2-AS1,1,max_variance,METABRIC
ASXL1,1,max_variance,METABRIC
ASXL2,1,max_variance,METABRIC
ASXL3,1,max_variance,METABRIC
ASZ1,1,max_variance,METABRIC
ATAD1,1,max_variance,METABRIC
ATAD2,1,max_variance,METABRIC
ATAD3A,1,max_variance,METABRIC
ATAD3B,1,max_variance,METABRIC
ATAD3C,1,max_variance,METABRIC
ATAD5,1,max_variance,METABRIC
ATAT1,1,max_variance,METABRIC
ATCAY,1,max_variance,METABRIC
ATE1,1,max_variance,METABRIC
ATF1,1,max_variance,METABRIC
ATF2,1,max_variance,METABRIC
ATF3,1,max_variance,METABRIC
ATF4,1,max_variance,METABRIC
ATF5,1,max_variance,METABRIC
ATF6,1,max_variance,METABRIC
ATF6B,1,max_variance,METABRIC
ATF7,1,max_variance,METABRIC
ATF7IP,1,max_variance,METABRIC
ATF7IP2,1,max_variance,METABRIC
ATG10,1,max_variance,METABRIC
ATG101,1,max_variance,METABRIC
ATG12,1,max_variance,METABRIC
ATG13,1,max_variance,METABRIC
ATG14,1,max_variance,METABRIC
ATG16L1,1,max_variance,METABRIC
ATG16L2,1,max_variance,METABRIC
ATG2A,1,max_variance,METABRIC
ATG2B,1,max_variance,METABRIC
ATG3,1,max_variance,METABRIC
ATG4A,1,max_variance,METABRIC
ATG4B,1,max_variance,METABRIC
ATG4C,1,max_variance,METABRIC
ATG4D,1,max_variance,METABRIC
ATG5,1,max_variance,METABRIC
ATG7,1,max_variance,METABRIC
ATG9A,1,max_variance,METABRIC
ATG9B,1,max_variance,METABRIC
ATIC,1,max_variance,METABRIC
ATL1,1,max_variance,METABRIC
ATL2,1,max_variance,METABRIC
ATL3,1,max_variance,METABRIC
ATM,1,max_variance,METABRIC
ATMIN,1,max_variance,METABRIC
ATMIN.1,1,max_variance,METABRIC
ATN1,1,max_variance,METABRIC
ATOH1,1,max_variance,METABRIC
ATOH7,1,max_variance,METABRIC
ATOH8,1,max_variance,METABRIC
ATOX1,1,max_variance,METABRIC
ATP10A,1,max_variance,METABRIC
ATP10B,1,max_variance,METABRIC
ATP10D,1,max_variance,METABRIC
ATP11A,1,max_variance,METABRIC
ATP11AUN,1,max_variance,METABRIC
ATP11B,1,max_variance,METABRIC
ATP11C,1,max_variance,METABRIC
ATP12A,1,max_variance,METABRIC
ATP13A1,1,max_variance,METABRIC
ATP13A2,1,max_variance,METABRIC
ATP13A3,1,max_variance,METABRIC
ATP13A4,1,max_variance,METABRIC
ATP13A5,1,max_variance,METABRIC
ATP1A1,1,max_variance,METABRIC
ATP1A2,1,max_variance,METABRIC
ATP1A3,1,max_variance,METABRIC
ATP1A4,1,max_variance,METABRIC
ATP1B1,1,max_variance,METABRIC
ATP1B2,1,max_variance,METABRIC
ATP1B3,1,max_variance,METABRIC
ATP1B4,1,max_variance,METABRIC
ATP23,1,max_variance,METABRIC
ATP2A1,1,max_variance,METABRIC
ATP2A2,1,max_variance,METABRIC
ATP2A3,1,max_variance,METABRIC
ATP2B1,1,max_variance,METABRIC
ATP2B1-AS1,1,max_variance,METABRIC
ATP2B2,1,max_variance,METABRIC
ATP2B3,1,max_variance,METABRIC
ATP2B4,1,max_variance,METABRIC
ATP2C1,1,max_variance,METABRIC
ATP2C2,1,max_variance,METABRIC
ATP4A,1,max_variance,METABRIC
ATP4B,1,max_variance,METABRIC
ATP5E,1,max_variance,METABRIC
ATP5F1A,1,max_variance,METABRIC
ATP5F1B,1,max_variance,METABRIC
ATP5F1C,1,max_variance,METABRIC
ATP5F1D,1,max_variance,METABRIC
ATP5F1EP2,1,max_variance,METABRIC
ATP5I,1,max_variance,METABRIC
ATP5IF1,1,max_variance,METABRIC
ATP5MC1,1,max_variance,METABRIC
ATP5MC2,1,max_variance,METABRIC
ATP5MC3,1,max_variance,METABRIC
ATP5ME,1,max_variance,METABRIC
ATP5MF,1,max_variance,METABRIC
ATP5MG,1,max_variance,METABRIC
ATP5MK,1,max_variance,METABRIC
ATP5MPL,1,max_variance,METABRIC
ATP5PB,1,max_variance,METABRIC
ATP5PD,1,max_variance,METABRIC
ATP5PF,1,max_variance,METABRIC
ATP5PO,1,max_variance,METABRIC
ATP6AP1,1,max_variance,METABRIC
ATP6AP1L,1,max_variance,METABRIC
ATP6AP1L.1,1,max_variance,METABRIC
ATP6AP2,1,max_variance,METABRIC
ATP6V0A1,1,max_variance,METABRIC
ATP6V0A2,1,max_variance,METABRIC
ATP6V0A4,1,max_variance,METABRIC
ATP6V0B,1,max_variance,METABRIC
ATP6V0C,1,max_variance,METABRIC
ATP6V0D1,1,max_variance,METABRIC
ATP6V0D2,1,max_variance,METABRIC
ATP6V0E1,1,max_variance,METABRIC
ATP6V0E2,1,max_variance,METABRIC
ATP6V0E2-AS1,1,max_variance,METABRIC
ATP6V1A,1,max_variance,METABRIC
ATP6V1B1,1,max_variance,METABRIC
ATP6V1B2,1,max_variance,METABRIC
ATP6V1C1,1,max_variance,METABRIC
ATP6V1C2,1,max_variance,METABRIC
ATP6V1D,1,max_variance,METABRIC
ATP6V1E1,1,max_variance,METABRIC
ATP6V1E2,1,max_variance,METABRIC
ATP6V1F,1,max_variance,METABRIC
ATP6V1FNB,1,max_variance,METABRIC
ATP6V1G1,1,max_variance,METABRIC
ATP6V1G2,1,max_variance,METABRIC
ATP6V1G3,1,max_variance,METABRIC
ATP6V1H,1,max_variance,METABRIC
ATP7A,1,max_variance,METABRIC
ATP7B,1,max_variance,METABRIC
ATP8A1,1,max_variance,METABRIC
ATP8A2,1,max_variance,METABRIC
ATP8B1,1,max_variance,METABRIC
ATP8B2,1,max_variance,METABRIC
ATP8B3,1,max_variance,METABRIC
ATP8B4,1,max_variance,METABRIC
ATP8B5P,1,max_variance,METABRIC
ATP9A,1,max_variance,METABRIC
ATP9B,1,max_variance,METABRIC
ATPAF1,1,max_variance,METABRIC
ATPAF2,1,max_variance,METABRIC
ATPBD4,1,max_variance,METABRIC
ATPSCKMT,1,max_variance,METABRIC
ATR,1,max_variance,METABRIC
ATRAID,1,max_variance,METABRIC
ATRIP,1,max_variance,METABRIC
ATRN,1,max_variance,METABRIC
ATRNL1,1,max_variance,METABRIC
ATRX,1,max_variance,METABRIC
ATXN1,1,max_variance,METABRIC
ATXN10,1,max_variance,METABRIC
ATXN1L,1,max_variance,METABRIC
ATXN2,1,max_variance,METABRIC
ATXN2L,1,max_variance,METABRIC
ATXN3,1,max_variance,METABRIC
ATXN3L,1,max_variance,METABRIC
ATXN7,1,max_variance,METABRIC
ATXN7L1,1,max_variance,METABRIC
ATXN7L2,1,max_variance,METABRIC
ATXN7L3,1,max_variance,METABRIC
ATXN7L3B,1,max_variance,METABRIC
ATXN8OS,1,max_variance,METABRIC
AUH,1,max_variance,METABRIC
AUNIP,1,max_variance,METABRIC
AUP1,1,max_variance,METABRIC
AURKA,1,max_variance,METABRIC
AURKAIP1,1,max_variance,METABRIC
AURKAP1,1,max_variance,METABRIC
AURKB,1,max_variance,METABRIC
AURKC,1,max_variance,METABRIC
AUTS2,1,max_variance,METABRIC
AV1S4A1N1T,1,max_variance,METABRIC
AVEN,1,max_variance,METABRIC
AVIL,1,max_variance,METABRIC
AVL9,1,max_variance,METABRIC
AVP,1,max_variance,METABRIC
AVPI1,1,max_variance,METABRIC
AVPR1A,1,max_variance,METABRIC
AVPR1B,1,max_variance,METABRIC
AVPR2,1,max_variance,METABRIC
AWAT1,1,max_variance,METABRIC
AWAT2,1,max_variance,METABRIC
AX746542,1,max_variance,METABRIC
AX746723,1,max_variance,METABRIC
AX747659,1,max_variance,METABRIC
AX747945,1,max_variance,METABRIC
AX747981,1,max_variance,METABRIC
AX748125,1,max_variance,METABRIC
AXDND1,1,max_variance,METABRIC
AXIN1,1,max_variance,METABRIC
AXIN2,1,max_variance,METABRIC
AXL,1,max_variance,METABRIC
AZGP1,1,max_variance,METABRIC
