cohort,endpoint_original,endpoint_harmonized,signature,model_id,model_label,model_role,parameterization,exposure_variable,sample_mode,formula_text,configured_covariates,raw_median_cutoff,z_median_cutoff,n,events,censored,low_n,high_n,low_events,high_events,n_endpoint_score,excluded_covariate_missing,parameters_n,events_per_parameter,concordance,concordance_se,aic,log_likelihood,lr_chisq,lr_df,lr_p,wald_chisq,wald_df,wald_p,score_chisq,score_df,score_p,global_ph_p,max_vif,model_status,warning_text
METABRIC,OS,OS,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.7514332257467629,-0.01821328144254894,402,216,186,199,203,100,116,412,10,8,27,0.6121765627420938,0.019039266666407435,2350.233295430829,-1167.1166477154145,32.535023337962684,8,7.467277156756336e-5,32.37,8,7.978308278100791e-5,33.2321502257289,8,5.5929647684977305e-5,9.188057245813267e-8,1.513642775678283,converged,NA
METABRIC,OS,OS,Fun-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.23083688127430485,-0.03729392320029222,402,216,186,202,200,120,96,412,0,1,216,0.528930741818307,0.021555563681114463,2365.225525457943,-1181.6127627289716,3.5427933108485377,1,0.059804666506806436,3.51,1,0.06088885768723045,3.511144924191934,1,0.060957316345626275,0.3324169491188355,NA,converged,NA
METABRIC,OS,OS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,402,216,186,202,200,120,96,412,10,8,27,0.6209651040680358,0.01929290197723413,2346.066081654402,-1165.033040827201,36.702237114389845,8,1.3054546541490971e-5,36.71,8,1.2991435409663846e-5,37.669979662708386,8,8.662077426574984e-6,7.703967795547438e-8,1.5400706514421147,converged,NA
METABRIC,OS,OS,Fun-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.23083688127430485,-0.03729392320029222,402,216,186,202,200,120,96,412,0,1,216,0.5403446554306471,0.017974694792197123,2361.4373026750545,-1179.7186513375273,7.331016093737162,1,0.006777472933799362,7.27,1,0.007024460329551069,7.348618002602866,1,0.00671143278289243,0.3098836975085716,NA,converged,NA
METABRIC,OS,OS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,402,216,186,202,200,120,96,412,10,8,27,0.6291855320467574,0.01939027239855084,2343.0376474510836,-1163.5188237255418,39.73067131770813,8,3.595808461221037e-6,39.87,8,3.3879284564463204e-6,40.79898930177164,8,2.2729779284284683e-6,9.245975229477174e-8,1.5264197276932667,converged,NA
METABRIC,DSS,DSS,Dys-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.7514332257467629,-0.01821328144254894,402,195,207,199,203,90,105,412,0,1,195,0.527727596211748,0.021458205897357623,2173.0192099065507,-1085.5096049532754,1.0069809828078178,1,0.3156271900134075,1,1,0.3162454724157868,1.0050805920748933,1,0.31608426833232484,0.1961158039594769,NA,converged,NA
METABRIC,DSS,DSS,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.7514332257467629,-0.01821328144254894,402,195,207,199,203,90,105,412,10,8,24.375,0.6079086148062991,0.019375256968111165,2166.2566977570445,-1075.1283488785223,21.769493132313983,8,0.005361262401907064,21.73,8,0.005437046182458419,22.206474577084613,8,0.004547395987556287,3.774937497656399e-7,1.5100452907187658,converged,NA
METABRIC,DSS,DSS,Dys-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.7514332257467629,-0.01821328144254894,402,195,207,199,203,90,105,412,0,1,195,0.5199905111220597,0.0187185778133882,2172.9497503533826,-1085.4748751766913,1.0764405359759621,1,0.299495199224505,1.07,1,0.30018739204882255,1.0753366656457457,1,0.29974312304863926,0.8648503420164321,NA,converged,NA
METABRIC,DSS,DSS,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.7514332257467629,-0.01821328144254894,402,195,207,199,203,90,105,412,10,8,24.375,0.6068593638802211,0.019328320909322065,2166.3943499283196,-1075.1971749641598,21.63184096103896,8,0.0056455342113712675,21.58,8,0.005747529443998082,22.06756971361612,8,0.004792220433187077,3.834532991263436e-7,1.513642775678283,converged,NA
METABRIC,DSS,DSS,Fun-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.23083688127430485,-0.03729392320029222,402,195,207,202,200,107,88,412,0,1,195,0.5238590536669039,0.022211103155374876,2172.1627049883596,-1085.0813524941798,1.8634859009989668,1,0.17222301586142608,1.85,1,0.17366337689740155,1.850451137349518,1,0.1737309335325358,0.6427764336788994,NA,converged,NA
METABRIC,DSS,DSS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,402,195,207,202,200,107,88,412,10,8,24.375,0.6131639933577855,0.020028365196834208,2164.0913697345413,-1074.0456848672707,23.9348211548172,8,0.0023501695953178116,23.9,8,0.002378022192337094,24.434967023224726,8,0.0019367497220662408,4.115636326331149e-7,1.5400706514421147,converged,NA
METABRIC,DSS,DSS,Fun-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.23083688127430485,-0.03729392320029222,402,195,207,202,200,107,88,412,0,1,195,0.5360668600937939,0.018684005766887578,2169.2248533937272,-1083.6124266968636,4.801337495631287,1,0.028437651804256232,4.77,1,0.02893496700728211,4.810302415930394,1,0.028290080210134197,0.4907591949561816,NA,converged,NA
METABRIC,DSS,DSS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,402,195,207,202,200,107,88,412,10,8,24.375,0.6248517362821846,0.020212498867115413,2161.536990542805,-1072.7684952714026,26.48920034655339,8,8.657905368667791e-4,26.48,8,8.682343932571134e-4,26.997649213397196,8,7.076475473160986e-4,4.942989852881388e-7,1.5264197276932667,converged,NA
METABRIC,RFI,RFI,Dys-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.7514332257467629,-0.01821328144254894,400,215,185,197,203,103,112,410,0,1,215,0.5144448784795937,0.02088304618355331,2385.7920479883874,-1191.8960239941937,0.00565080377191407,1,0.9400779986674327,0.01,1,0.9400825684787124,0.005649959735587128,1,0.940082465558327,0.027620707095365443,NA,converged,NA
METABRIC,RFI,RFI,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.7514332257467629,-0.01821328144254894,400,215,185,197,203,103,112,410,10,8,26.875,0.5852511082049627,0.019741711776966486,2386.237948644915,-1185.1189743224575,13.559750147244358,8,0.0939869571232535,13.55,8,0.09433935457670518,13.690833569198515,8,0.09018822416137409,1.587635424891072e-8,1.5062809110449165,converged,NA
METABRIC,RFI,RFI,Dys-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.7514332257467629,-0.01821328144254894,400,215,185,197,203,103,112,410,0,1,215,0.5162281968104078,0.01789061134249777,2385.48726918472,-1191.74363459236,0.310429607439346,1,0.5774166806546742,0.31,1,0.5775713774544744,0.31032642421404333,1,0.5774799474680699,0.30231439350164496,NA,converged,NA
METABRIC,RFI,RFI,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.7514332257467629,-0.01821328144254894,400,215,185,197,203,103,112,410,10,8,26.875,0.5863975271319146,0.019689099883441523,2386.253898404726,-1185.126949202363,13.543800387433294,8,0.09445873889854353,13.55,8,0.09419560010360292,13.693327280814659,8,0.09011730136684587,2.567706851084391e-8,1.5100807671465835,converged,NA
METABRIC,RFI,RFI,Fun-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.23083688127430485,-0.03729392320029222,400,215,185,202,198,112,103,410,0,1,215,0.5174510436658231,0.021506507793823654,2384.5084450452755,-1191.2542225226377,1.2892537468837872,1,0.25618552114665843,1.28,1,0.2576222354514097,1.28122052216532,1,0.2576722231542081,0.8055940257364448,NA,converged,NA
METABRIC,RFI,RFI,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,400,215,185,202,198,112,103,410,10,8,26.875,0.5910596307681856,0.019978789985333142,2384.9059662788372,-1184.4529831394186,14.89173251332204,8,0.061285158543141705,14.9,8,0.06115504167892698,15.047174766475313,8,0.05823464097169331,2.5144991955436838e-8,1.5367661603860578,converged,NA
METABRIC,RFI,RFI,Fun-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.23083688127430485,-0.03729392320029222,400,215,185,202,198,112,103,410,0,1,215,0.5245333650367703,0.017883906821381943,2384.010876710946,-1191.005438355473,1.7868220812133586,1,0.18131384061672592,1.78,1,0.18159262471822643,1.7894191413570886,1,0.18099695078451786,0.982014627831571,NA,converged,NA
METABRIC,RFI,RFI,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,400,215,185,202,198,112,103,410,10,8,26.875,0.5934458805346559,0.01978513306746075,2384.7823131099117,-1184.3911565549558,15.015385682247597,8,0.058846984421815296,15.07,8,0.05782421148197056,15.204549737757144,8,0.055288045581908314,2.5253717430421878e-8,1.523167467787403,converged,NA
SCANB,OS,OS,Dys-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.3886774662091883,-0.05189421448763552,2462,261,2201,1231,1231,130,131,2462,0,1,261,0.5233303356279652,0.018655920325674105,3892.0749300898137,-1945.0374650449069,2.3972671402448213,1,0.12154742275164422,2.41,1,0.12047736960188218,2.414119672903327,1,0.12024555029909537,0.8230292855191512,NA,converged,NA
SCANB,OS,OS,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.3886774662091883,-0.05189421448763552,2462,261,2201,1231,1231,130,131,2462,0,8,32.625,0.7080221437721148,0.01636390093253578,3765.2830728789245,-1874.6415364394622,143.18912435113407,8,5.148576381131215e-27,145.89,8,1.4087267404833918e-27,152.54966014383692,8,5.760300384535149e-29,2.677735640991308e-6,1.1868377842327185,converged,NA
SCANB,OS,OS,Dys-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.3886774662091883,-0.05189421448763552,2462,261,2201,1231,1231,130,131,2462,0,1,261,0.515792764500131,0.01627407341353689,3893.3582120841584,-1945.6791060420792,1.1139851459001875,1,0.2912173039920837,1.11,1,0.29109002380011373,1.1161459771050082,1,0.2907498408142646,0.9610968158675112,NA,converged,NA
SCANB,OS,OS,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.3886774662091883,-0.05189421448763552,2462,261,2201,1231,1231,130,131,2462,0,8,32.625,0.7071147119665285,0.016456092728948043,3765.5272417224514,-1874.7636208612257,142.94495550760712,8,5.787828490763569e-27,146.01,8,1.3299704538091584e-27,152.38537180979668,8,6.233538428839929e-29,4.0376732566267255e-6,1.1822337605788202,converged,NA
SCANB,OS,OS,Fun-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.12885907966821492,-0.055289421812261076,2462,261,2201,1231,1231,126,135,2462,0,1,261,0.5262069147521615,0.01908973130175323,3890.3280811569066,-1944.1640405784533,4.144116073151963,1,0.041779462898038695,4.09,1,0.04303682796276648,4.095068717929298,1,0.04300848163349841,0.21437559336991524,NA,converged,NA
SCANB,OS,OS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.12885907966821492,-0.055289421812261076,2462,261,2201,1231,1231,126,135,2462,0,8,32.625,0.7101780555786755,0.01633916727715301,3763.5613272708656,-1873.7806636354328,144.91086995919295,8,2.255114247103117e-27,146.28,8,1.1687275766580088e-27,153.36391476458587,8,3.8947176788494666e-29,1.7851519099498215e-6,1.2082295718337832,converged,NA
SCANB,OS,OS,Fun-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.12885907966821492,-0.055289421812261076,2462,261,2201,1231,1231,126,135,2462,0,1,261,0.5141849658647297,0.01637357144779177,3892.5229814137506,-1945.2614907068753,1.9492158163079694,1,0.1626713790513223,1.95,1,0.16206090475992807,1.9595793340333085,1,0.16155831507744975,0.22696536397300848,NA,converged,NA
SCANB,OS,OS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.12885907966821492,-0.055289421812261076,2462,261,2201,1231,1231,126,135,2462,0,8,32.625,0.707800868454869,0.016529622164467826,3766.3839604960126,-1875.1919802480063,142.08823673404595,8,8.726277777895315e-27,143.23,8,5.04692756267312e-27,150.61372766591444,8,1.460191465304643e-28,2.691576320193774e-6,1.198085413163293,converged,NA
SCANB,DRFi,DRFi,Dys-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.3886774662091883,-0.05189421448763552,1867,177,1690,982,885,95,82,1867,0,1,177,0.5130200586249707,0.02222994492355304,2552.050552647189,-1275.0252763235944,0.4380605892592939,1,0.5080600146896522,0.44,1,0.5073209515935524,0.43973951767722613,1,0.5072482058744702,0.530046761599777,NA,converged,NA
SCANB,DRFi,DRFi,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.3886774662091883,-0.05189421448763552,1867,177,1690,982,885,95,82,1867,0,8,22.125,0.6756230390581927,0.018773439260856728,2512.1473457308352,-1248.0736728654176,54.341267505612905,8,5.92733772164862e-9,58.65,8,8.584158074741853e-10,64.48204736236593,8,6.10905936215878e-11,0.0013609711945934896,1.209217806697469,converged,NA
SCANB,DRFi,DRFi,Dys-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.3886774662091883,-0.05189421448763552,1867,177,1690,982,885,95,82,1867,0,1,177,0.5037225666472308,0.019413075819447276,2552.4837891200286,-1275.2418945600143,0.004824116419513302,1,0.9446267667730411,0,1,0.9446195732003398,0.004825415926538172,1,0.9446193211185655,0.68828399427414,NA,converged,NA
SCANB,DRFi,DRFi,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.3886774662091883,-0.05189421448763552,1867,177,1690,982,885,95,82,1867,0,8,22.125,0.6755159433741487,0.01876902910901053,2512.170847698132,-1248.085423849066,54.31776553831605,8,5.989918052886563e-9,58.59,8,8.785792883862607e-10,64.43698994580735,8,6.235578763186288e-11,0.0013428842534657466,1.2059451182265897,converged,NA
SCANB,DRFi,DRFi,Fun-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.12885907966821492,-0.055289421812261076,1867,177,1690,808,1059,77,100,1867,0,1,177,0.5398693432654664,0.021699595937355355,2548.4879678674038,-1273.2439839337019,4.000645369044378,1,0.045482845360257526,3.95,1,0.0467327372920187,3.9552054769943603,1,0.046726613180394894,0.9395540584173535,NA,converged,NA
SCANB,DRFi,DRFi,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.12885907966821492,-0.055289421812261076,1867,177,1690,808,1059,77,100,1867,0,8,22.125,0.6810055888081044,0.018706327428938727,2509.470401096112,-1246.735200548056,57.018212140336345,8,1.7860630518406544e-9,61.18,8,2.7369295846546335e-10,67.07628673890693,8,1.872522247252798e-11,0.0014403990844368772,1.2206916357439617,converged,NA
SCANB,DRFi,DRFi,Fun-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.12885907966821492,-0.055289421812261076,1867,177,1690,808,1059,77,100,1867,0,1,177,0.515669685178354,0.01929051272425103,2551.746208535109,-1274.8731042675545,0.7424047013391828,1,0.3888916537863204,0.75,1,0.3873957154299035,0.7481630811911326,1,0.38705843402363294,0.6831812089806375,NA,converged,NA
SCANB,DRFi,DRFi,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.12885907966821492,-0.055289421812261076,1867,177,1690,808,1059,77,100,1867,0,8,22.125,0.6760038237125711,0.018842557453947015,2511.8705545919634,-1247.9352772959817,54.61805864448479,8,5.2374972339589816e-9,58.79,8,8.061572286735019e-10,64.68143035121466,8,5.5792164705017814e-11,0.0012636734523431812,1.2110829125524214,converged,NA
SCANB,RFi,RFI,Dys-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.3886774662091883,-0.05189421448763552,1866,214,1652,981,885,110,104,1866,0,1,214,0.5303580437033694,0.020588164609438964,3072.5666783458337,-1535.2833391729168,1.8431757254011245,1,0.17457918849849197,1.85,1,0.1733525599738437,1.8559072062428354,1,0.1730979114511017,0.24395544520614731,NA,converged,NA
SCANB,RFi,RFI,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.3886774662091883,-0.05189421448763552,1866,214,1652,981,885,110,104,1866,0,8,26.75,0.6565262990202586,0.017980863187126734,3041.5057213882014,-1512.7528606941007,46.90413268303337,8,1.599282528218756e-7,50.96,8,2.672983585368576e-8,54.06490251948161,8,6.706279966563558e-9,0.0023428667865190386,1.2091469128655918,converged,NA
SCANB,RFi,RFI,Dys-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.3886774662091883,-0.05189421448763552,1866,214,1652,981,885,110,104,1866,0,1,214,0.5175586782784165,0.017737435810393585,3073.816015923738,-1535.908007961869,0.5938381474966263,1,0.44093875706207436,0.59,1,0.44060937754384877,0.5952450540840695,1,0.4403980260827568,0.4008299898872045,NA,converged,NA
SCANB,RFi,RFI,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.3886774662091883,-0.05189421448763552,1866,214,1652,981,885,110,104,1866,0,8,26.75,0.6546411597589146,0.018042531132984537,3041.9469629186906,-1512.9734814593453,46.462891152544216,8,1.940761336837793e-7,50.44,8,3.3657370829477204e-8,53.55136855403361,8,8.434066314342606e-9,0.0026939871001705872,1.2059207497005813,converged,NA
SCANB,RFi,RFI,Fun-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z",,0.12885907966821492,-0.055289421812261076,1866,214,1652,807,1059,96,118,1866,0,1,214,0.5435506996256273,0.020117171948439535,3070.1680191363403,-1534.0840095681701,4.241834934894541,1,0.039439519159548554,4.2,1,0.04049446527808786,4.197215945929447,1,0.04049040241373964,0.6832217925462876,NA,converged,NA
SCANB,RFi,RFI,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,common,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.12885907966821492,-0.055289421812261076,1866,214,1652,807,1059,96,118,1866,0,8,26.75,0.6612922496880227,0.018103046867045017,3039.081002541564,-1511.540501270782,49.32885152967083,8,5.498498673962301e-8,53.23,8,9.731355688970452e-9,56.406225617737576,8,2.3509301539174003e-9,0.0028916485816732644,1.220586469388924,converged,NA
SCANB,RFi,RFI,Fun-CIM,M0,M0: Unadjusted,Primary univariable,median_split,median_group,common,"survival::Surv(time, event) ~ median_group",,0.12885907966821492,-0.055289421812261076,1866,214,1652,807,1059,96,118,1866,0,1,214,0.5252668401348803,0.017657417974016605,3072.49621641433,-1535.248108207165,1.913637656904939,1,0.16655974111553828,1.93,1,0.16488146843790363,1.9346969964237677,1,0.16424548465075373,0.33643796027241835,NA,converged,NA
SCANB,RFi,RFI,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,common,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.12885907966821492,-0.055289421812261076,1866,214,1652,807,1059,96,118,1866,0,8,26.75,0.6576845976156971,0.018098361003474204,3041.0960864000663,-1512.5480432000331,47.313767671168534,8,1.335994367398578e-7,51.09,8,2.5257899067971176e-8,54.312331395889274,8,6.004481275442823e-9,0.0019840566279889847,1.2109703206947393,converged,NA
