gene_id,H_value,p_value.x,stat_test_adj_p,cluster1_mean,cluster1_sd,cluster1_sem,cluster1_penetrance,cluster2_mean,cluster2_sd,cluster2_sem,cluster2_penetrance,cluster1_cluster2_differential,cluster2_cluster1_differential,cluster1_cluster2_sd,cluster2_cluster1_sd,limma_test,r_rb,p_value.y,padj,trajectory
BTN3A1,16,1.38341186814811e-06,0.00022330082333541,-0.846019300945607,0.616444286686759,0.185864945736205,0.0909090909090909,0.463222224177691,0.645300426601334,0.129060085320267,0.72,-1.3092415251233,1.3092415251233,0.892421536696987,0.892421536696987,limma_2grp(mod_t),0.69633544462968,1.38341186814811e-06,0.00022330082333541,Fun-CIM
TNFRSF1B,17,2.56795065990936e-06,0.000306935390740353,-0.790296900544259,0.733805239843362,0.22125060452338,0.181818181818182,0.790972993282989,0.819381976338496,0.163876395267699,0.84,-1.58126989382725,1.58126989382725,1.09993497679179,1.09993497679179,limma_2grp(mod_t),0.683497900618856,2.56795065990936e-06,0.000306935390740353,Fun-CIM
POU2F2,26,4.720382525379e-05,0.00149497623812752,-0.834247670068332,0.704746726182644,0.212489132998106,0,0.280175549999015,0.66542326463751,0.133084652927502,0.76,-1.11442322006735,1.11442322006735,0.969255419993097,0.969255419993097,limma_2grp(mod_t),0.613096830338983,4.720382525379e-05,0.00149497623812752,Fun-CIM
ARHGAP31,23,5.61914041425499e-06,0.000477423833750918,-0.358157637960256,0.610884257476156,0.184188533853025,0.363636363636364,0.672692840671686,0.504292796815252,0.10085855936305,0.92,-1.03085047863194,1.03085047863194,0.792143169478815,0.792143169478815,limma_2grp(mod_t),0.666273741763664,5.61914041425499e-06,0.000477423833750918,Fun-CIM
INPP4A,22,1.36424373838284e-05,0.000725174385156468,-0.279063613943415,0.432172925707886,0.130305039920291,0.272727272727273,0.45892662703175,0.394183446058083,0.0788366892116166,0.76,-0.737990240975165,0.737990240975165,0.584939336052158,0.584939336052158,limma_2grp(mod_t),0.645324037080567,1.36424373838284e-05,0.000725174385156468,Fun-CIM
ADAM28,30,3.12261515147715e-05,0.00118025027069978,-1.23589369686479,0.733368273322869,0.221118854160251,0.0909090909090909,0.0968481236560032,0.799019994828265,0.159803998965653,0.56,-1.3327418205208,1.3327418205208,1.08455611954934,1.08455611954934,limma_2grp(mod_t),0.624231661132492,3.12261515147715e-05,0.00118025027069978,Fun-CIM
LCP2,17,2.20140085705944e-06,0.000275545825414829,-0.94388894748618,0.555082201937166,0.167363581057261,0.0909090909090909,0.58855127806509,0.837692399126525,0.167538479825305,0.76,-1.53244022555127,1.53244022555127,1.00491034747472,1.00491034747472,limma_2grp(mod_t),0.686755392250597,2.20140085705944e-06,0.000275545825414829,Fun-CIM
TNFRSF17,17,2.9203967432194e-06,0.000333967099997565,-1.82075109701926,1.36437781179064,0.411375388545062,0,0.222157946845874,0.856428677572716,0.171285735514543,0.64,-2.04290904386514,2.04290904386514,1.61089940501434,1.61089940501434,limma_2grp(mod_t),0.680745762957404,2.9203967432194e-06,0.000333967099997565,Fun-CIM
SNX29,37,1.55381959856479e-06,0.000231837651259694,-0.277539580637025,0.566354037300604,0.17076216729355,0.181818181818182,0.682062836381466,0.408181893120032,0.0816363786240064,0.96,-0.959602417018491,0.959602417018491,0.698118437972918,0.698118437972918,limma_2grp(mod_t),0.693973733893968,1.55381959856479e-06,0.000231837651259694,Fun-CIM
CELF2,24,3.54721347106115e-07,0.000130068821997266,-0.656664876461383,0.76304817914303,0.230067682471029,0.272727272727273,0.806082689930749,0.606054095518818,0.121210819103764,0.88,-1.46274756639213,1.46274756639213,0.974445529718633,0.974445529718633,limma_2grp(mod_t),0.722432065362027,3.54721347106115e-07,0.000130068821997266,Fun-CIM
H6PD,39,4.951329301794e-05,0.00152573077475682,-0.278883968877923,0.851579550434003,0.256760895266284,0.454545454545455,0.624596796805747,0.344513448306175,0.068902689661235,0.96,-0.90348076568367,0.90348076568367,0.918627915306948,0.918627915306948,limma_2grp(mod_t),0.611781921399403,4.951329301794e-05,0.00152573077475682,Fun-CIM
FOXN3,27,5.59978479401784e-07,0.000149492502055639,-0.303523554985896,0.684721315745943,0.206451244571615,0.272727272727273,0.857642184951974,0.443240802977467,0.0886481605954935,1,-1.16116573993787,1.16116573993787,0.815662730337096,0.815662730337096,limma_2grp(mod_t),0.713988691126236,5.59978479401784e-07,0.000149492502055639,Fun-CIM
ITIH4,21,3.93516711639959e-06,0.000385427757011805,-0.781565244799841,0.580062620344303,0.174895460599312,0.0909090909090909,0.314024811503178,0.560461787966986,0.112092357593397,0.76,-1.09559005630302,1.09559005630302,0.806591631057408,0.806591631057408,limma_2grp(mod_t),0.67424946764382,3.93516711639959e-06,0.000385427757011805,Fun-CIM
PRDM1,5,2.49059699451718e-08,5.20976432791329e-05,-0.721980811967105,0.608996659868375,0.183619401760281,0.181818181818182,0.891833750720589,0.642767875202697,0.128553575040539,0.92,-1.61381456268769,1.61381456268769,0.885453258576322,0.885453258576322,limma_2grp(mod_t),0.766123414107188,2.49059699451718e-08,5.20976432791329e-05,Fun-CIM
TMCC3,26,1.35126569919538e-05,0.00072377087595384,-0.0944233452740616,0.469370880567706,0.141520645305618,0.272727272727273,0.828382487680211,0.514129834696786,0.102825966939357,1,-0.922805832954272,0.922805832954272,0.696159831109386,0.696159831109386,limma_2grp(mod_t),0.64555852542808,1.35126569919538e-05,0.00072377087595384,Fun-CIM
LZTS1,31,4.26884131615723e-05,0.00141111885757222,-0.282524754133933,0.789227377329082,0.237961007716074,0.454545454545455,0.673810710319218,0.44944195613431,0.0898883912268621,0.96,-0.956335464453151,0.956335464453151,0.908227903700154,0.908227903700154,limma_2grp(mod_t),0.615845608092017,4.26884131615723e-05,0.00141111885757222,Fun-CIM
ABCA7,31,4.49526709842232e-05,0.00145008341462659,-0.668176008840141,0.360855476644766,0.108802019961413,0.0909090909090909,0.281131766572883,0.644256897521245,0.128851379504249,0.68,-0.949307775413024,0.949307775413024,0.738433223134104,0.738433223134104,limma_2grp(mod_t),0.614435919138462,4.49526709842232e-05,0.00145008341462659,Fun-CIM
TRAM2,30,1.18455988421198e-05,0.000688476618417269,-0.430925592356315,0.698022943827996,0.210461836339708,0.272727272727273,0.638572913115213,0.534590333753669,0.106918066750734,0.92,-1.06949850547153,1.06949850547153,0.879217183097078,0.879217183097078,limma_2grp(mod_t),0.648768662326716,1.18455988421198e-05,0.000688476618417269,Fun-CIM
DGKA,30,7.51790386343799e-05,0.0019611439474093,-0.614709654068172,0.586922827054307,0.176963890748526,0.0909090909090909,0.375371664466645,0.63695780729106,0.127391561458212,0.68,-0.990081318534817,0.990081318534817,0.866137202287522,0.866137202287522,limma_2grp(mod_t),0.600029561253424,7.51790386343799e-05,0.0019611439474093,Fun-CIM
ANKRD44,23,8.99945559199471e-06,0.000591281001565963,-0.900081219328245,0.717524391225811,0.216341743965836,0.0909090909090909,0.435879481721753,0.732704473806369,0.146540894761274,0.64,-1.33596070105,1.33596070105,1.025522841257,1.025522841257,limma_2grp(mod_t),0.655350247461871,8.99945559199471e-06,0.000591281001565963,Fun-CIM
CD84,24,5.18869250888857e-05,0.00155926106133589,-0.990496487620644,0.750301320078336,0.22622435985529,0.0909090909090909,0.707909502489755,1.14107944991066,0.228215889982132,0.76,-1.6984059901104,1.6984059901104,1.36565529395954,1.36565529395954,limma_2grp(mod_t),0.610487181068047,5.18869250888857e-05,0.00155926106133589,Fun-CIM
KCNAB2,25,6.13156807502689e-05,0.00172728966971064,-0.799075690384201,0.653240644166131,0.196959464955374,0.0909090909090909,0.558928317114866,0.909226392837257,0.181845278567451,0.76,-1.35800400749907,1.35800400749907,1.1195606158768,1.1195606158768,limma_2grp(mod_t),0.605823731040331,6.13156807502689e-05,0.00172728966971064,Fun-CIM
RORA,31,2.89810785998801e-05,0.00112706562290269,-0.21961524076504,0.635654786632231,0.191657129404775,0.545454545454545,0.601757356683189,0.388497801928394,0.0776995603856788,0.96,-0.821372597448229,0.821372597448229,0.744974865261682,0.744974865261682,limma_2grp(mod_t),0.626197462009143,2.89810785998801e-05,0.00112706562290269,Fun-CIM
VASH1,34,5.31283541428151e-05,0.00157862845540084,-0.987194906991515,0.77215154196035,0.232812449634259,0.0909090909090909,0.0792857051020812,0.586620340816889,0.117324068163378,0.52,-1.0664806120936,1.0664806120936,0.9697120335501,0.9697120335501,limma_2grp(mod_t),0.609831255282788,5.31283541428151e-05,0.00157862845540084,Fun-CIM
GSDMB,34,2.38151490251605e-05,0.000991797820425777,-1.30204764004129,0.913182937436076,0.275335015311823,0.0909090909090909,0.16610937451515,0.816545252240013,0.163309050448003,0.6,-1.46815701455644,1.46815701455644,1.22500988819686,1.22500988819686,limma_2grp(mod_t),0.631306539888134,2.38151490251605e-05,0.000991797820425777,Fun-CIM
ST6GAL1,30,1.25273434374442e-05,0.000702993309715041,-0.612792122587938,0.960652078489284,0.289647499856727,0.0909090909090909,0.85326143816872,0.739968267530379,0.147993653506076,0.96,-1.46605356075666,1.46605356075666,1.21260275971057,1.21260275971057,limma_2grp(mod_t),0.647408952638433,1.25273434374442e-05,0.000702993309715041,Fun-CIM
GLI2,39,3.95440442572799e-05,0.00134489865200069,-0.229335597961055,0.658313957133465,0.198489126369619,0.272727272727273,0.70272047232317,0.500506535706676,0.100101307141335,0.92,-0.932056070284225,0.932056070284225,0.826972828115785,0.826972828115785,limma_2grp(mod_t),0.617920158396144,3.95440442572799e-05,0.00134489865200069,Fun-CIM
SCARF1,14,5.53922400546048e-07,0.000149492502055639,-0.598168128289655,0.455389224065793,0.137305017254302,0.181818181818182,0.538137219331269,0.547323295495206,0.109464659099041,0.8,-1.13630534762092,1.13630534762092,0.711998690439089,0.711998690439089,limma_2grp(mod_t),0.714193314667231,5.53922400546048e-07,0.000149492502055639,Fun-CIM
PAG1,23,2.86551355815349e-06,0.000329471765414648,-0.696134150778596,0.616403993128879,0.185852796771391,0.181818181818182,0.518848064340759,0.613687386044,0.1227374772088,0.8,-1.21498221511936,1.21498221511936,0.869808076839221,0.869808076839221,limma_2grp(mod_t),0.681153586471466,2.86551355815349e-06,0.000329471765414648,Fun-CIM
PPP1R12B,28,5.74500833670781e-06,0.000480987415203169,-0.545407737957948,0.816359275106851,0.246141582695995,0.363636363636364,0.832840462163896,0.682246784684088,0.136449356936818,0.92,-1.37824820012184,1.37824820012184,1.06390936703497,1.06390936703497,limma_2grp(mod_t),0.665769764286977,5.74500833670781e-06,0.000480987415203169,Fun-CIM
P2RY10,25,7.31200288241092e-05,0.00192883706957962,-1.24000444340843,0.707913330222852,0.213443900040014,0,0.280451660207013,1.03866705021331,0.207733410042661,0.48,-1.52045610361545,1.52045610361545,1.25696878414144,1.25696878414144,limma_2grp(mod_t),0.6008255868943,7.31200288241092e-05,0.00192883706957962,Fun-CIM
ITM2A,20,4.09385955322373e-07,0.000135327644856252,-1.56298223120408,1.2058796893578,0.363586406537287,0.0909090909090909,0.957897386183917,1.12538861683981,0.225077723367962,0.8,-2.520879617388,2.520879617388,1.64943789338013,1.64943789338013,limma_2grp(mod_t),0.719813886492358,4.09385955322373e-07,0.000135327644856252,Fun-CIM
SP140,24,3.75814045669858e-05,0.00131278374433608,-1.18013662940096,0.637338499703626,0.192164787996815,0,0.164230895365476,0.858218128630444,0.171643625726089,0.6,-1.34436752476644,1.34436752476644,1.06898957876792,1.06898957876792,limma_2grp(mod_t),0.619292285831672,3.75814045669858e-05,0.00131278374433608,Fun-CIM
TNS1,14,2.12535396373707e-07,0.000103799727293515,-0.569357490289764,0.953490287345157,0.287488138579277,0.454545454545455,0.968005106529847,0.503932576480497,0.100786515296099,0.96,-1.53736259681961,1.53736259681961,1.07846732435425,1.07846732435425,limma_2grp(mod_t),0.731554940318522,2.12535396373707e-07,0.000103799727293515,Fun-CIM
CRYBG3,16,1.4038102431277e-06,0.00022330082333541,-0.30994087817953,0.603539120091006,0.18197389160392,0.363636363636364,0.833429945077051,0.520670545330586,0.104134109066117,0.96,-1.14337082325658,1.14337082325658,0.797093022334956,0.797093022334956,limma_2grp(mod_t),0.696039076924382,1.4038102431277e-06,0.00022330082333541,Fun-CIM
SESN1,19,6.26890907190121e-06,0.00049421686082131,-0.435282678697564,0.89739391032367,0.270574444517587,0.363636363636364,0.872664787629014,0.580026733208975,0.116005346641795,0.92,-1.30794746632658,1.30794746632658,1.06852554556411,1.06852554556411,limma_2grp(mod_t),0.66377505509463,6.26890907190121e-06,0.00049421686082131,Fun-CIM
COL4A4,29,1.04207915140196e-05,0.000646516906951905,-0.652311616838402,0.588235438553847,0.177359658006661,0.0909090909090909,0.146910549453196,0.348883930299418,0.0697767860598837,0.72,-0.799222166291598,0.799222166291598,0.683915877862041,0.683915877862041,limma_2grp(mod_t),0.651857691774215,1.04207915140196e-05,0.000646516906951905,Fun-CIM
MEF2C,19,1.95631857985057e-07,0.000103799727293515,-0.804456470484768,0.78884813755452,0.237846662621728,0.181818181818182,0.65744455596249,0.563341998656239,0.112668399731248,0.88,-1.46190102644726,1.46190102644726,0.969348023969328,0.969348023969328,limma_2grp(mod_t),0.732997439633319,1.95631857985057e-07,0.000103799727293515,Fun-CIM
PTPRC,27,3.76714808308669e-05,0.00131297833353842,-1.30082960633379,0.777103316272263,0.234305465765089,0,0.46086096217315,1.15283376414099,0.230566752828198,0.6,-1.76169056850694,1.76169056850694,1.39029322515246,1.39029322515246,limma_2grp(mod_t),0.6192279028913,3.76714808308669e-05,0.00131297833353842,Fun-CIM
STK17B,24,1.74981812714305e-06,0.000245306582576051,-0.707733689889381,0.79553218356364,0.239861978321157,0.181818181818182,0.606501987157655,0.571902683864636,0.114380536772927,0.88,-1.31423567704704,1.31423567704704,0.97976738815757,0.97976738815757,limma_2grp(mod_t),0.69153534113764,1.74981812714305e-06,0.000245306582576051,Fun-CIM
FYB1,28,4.82008318431423e-05,0.00151072118292373,-1.06546389133478,0.764292962650515,0.230442998820079,0.0909090909090909,0.401164104542974,0.94402704862793,0.188805409725586,0.72,-1.46662799587775,1.46662799587775,1.21463196125339,1.21463196125339,limma_2grp(mod_t),0.612522181260149,4.82008318431423e-05,0.00151072118292373,Fun-CIM
ADAMTS2,36,2.52281048747212e-05,0.00102442569429866,-0.823539280421863,1.20059487774399,0.361992975881767,0.181818181818182,0.896013208372906,0.903570924460093,0.180714184892019,0.84,-1.71955248879477,1.71955248879477,1.50262053626149,1.50262053626149,limma_2grp(mod_t),0.629816022428025,2.52281048747212e-05,0.00102442569429866,Fun-CIM
CETP,27,5.54469771859686e-05,0.00161798103358118,-0.602390508366531,0.517064229975622,0.155900731213016,0.0909090909090909,0.298451186251951,0.569633596864421,0.113926719372884,0.6,-0.900841694618482,0.900841694618482,0.769309984724611,0.769309984724611,limma_2grp(mod_t),0.608642518547713,5.54469771859686e-05,0.00161798103358118,Fun-CIM
CASS4,18,6.41757371908463e-06,0.000500997009597618,-0.294161426399588,0.193460879129708,0.0583306497895944,0.0909090909090909,0.59623490530903,0.541445227665285,0.108289045533057,0.84,-0.890396331708618,0.890396331708618,0.574969604688066,0.574969604688066,limma_2grp(mod_t),0.663236815115333,6.41757371908463e-06,0.000500997009597618,Fun-CIM
DNAAF9,27,1.71359239848409e-05,0.000810109403777795,-0.389024883814571,0.472774200332039,0.14254678482379,0.272727272727273,0.547407446098018,0.547195329281896,0.109439065856379,0.88,-0.936432329912589,0.936432329912589,0.723144641747086,0.723144641747086,limma_2grp(mod_t),0.639671834343975,1.71359239848409e-05,0.000810109403777795,Fun-CIM
CPXM1,39,1.11622998753013e-05,0.000665713020220958,-0.768636312761124,1.91355312056038,0.576957974301137,0.181818181818182,1.85722461314347,1.18572984830974,0.237145969661948,0.96,-2.62586092590459,2.62586092590459,2.25114211421203,2.25114211421203,limma_2grp(mod_t),0.65020509726219,1.11622998753013e-05,0.000665713020220958,Fun-CIM
SLC23A2,24,7.28271428342634e-06,0.000535534070879197,-0.527430419192763,0.545456151638492,0.164461217688734,0.181818181818182,0.402762651302976,0.474397726220991,0.0948795452441982,0.84,-0.930193070495739,0.930193070495739,0.722893917531417,0.722893917531417,limma_2grp(mod_t),0.660313926136965,7.28271428342634e-06,0.000535534070879197,Fun-CIM
RGS1,18,4.86076909382788e-06,0.000424935665078606,-0.432736111059296,1.16180005775806,0.350295897545155,0.363636363636364,2.21004735287564,1.43601460320135,0.28720292064027,0.92,-2.64278346393493,2.64278346393493,1.84713760040073,1.84713760040073,limma_2grp(mod_t),0.669548816953198,4.86076909382788e-06,0.000424935665078606,Fun-CIM
IRAK3,7,3.31309399989014e-08,5.63824730594412e-05,-0.725731540829244,0.335575956355685,0.101179957808772,0,0.792027207027582,0.685899524649091,0.137179904929818,0.84,-1.51775874785683,1.51775874785683,0.763589798516115,0.763589798516115,limma_2grp(mod_t),0.761833867422383,3.31309399989014e-08,5.63824730594412e-05,Fun-CIM
LYZ,12,1.24585646014915e-06,0.000212559187668673,-1.8398982370219,1.11936772332998,0.337502067338173,0,0.776249575646481,1.32700700015154,0.265401400030308,0.72,-2.61614781266838,2.61614781266838,1.7360678784207,1.7360678784207,limma_2grp(mod_t),0.698445743320432,1.24585646014915e-06,0.000212559187668673,Fun-CIM
FLT3LG,23,3.0294913226621e-05,0.00115898586658661,-0.455588791263377,0.420891610470393,0.126903595394429,0.0909090909090909,0.354807660586062,0.495302788809656,0.0990605577619312,0.8,-0.810396451849439,0.810396451849439,0.649980461527102,0.649980461527102,limma_2grp(mod_t),0.625030953392053,3.0294913226621e-05,0.00115898586658661,Fun-CIM
CD209,9,6.53761656477906e-07,0.000156939597398791,-0.670586228397863,0.639882394567953,0.192931801157823,0,1.1685810270168,0.924860733556094,0.184972146711219,0.88,-1.83916725541467,1.83916725541467,1.12464076724612,1.12464076724612,limma_2grp(mod_t),0.711055690122148,6.53761656477906e-07,0.000156939597398791,Fun-CIM
TNRC6A,19,2.16859966887801e-05,0.000940141282679981,-0.384045627153569,0.480730586218271,0.144945725430327,0,0.408765147323135,0.439921067953636,0.0879842135907271,0.88,-0.792810774476704,0.792810774476704,0.651638275851894,0.651638275851894,limma_2grp(mod_t),0.63371202543067,2.16859966887801e-05,0.000940141282679981,Fun-CIM
SEL1L3,17,1.11139542356756e-05,0.000665713020220958,-1.09035518380505,0.939538510380939,0.283281519547546,0.0909090909090909,0.570079114186613,0.908213842571483,0.181642768514297,0.64,-1.66043429799166,1.66043429799166,1.30674595707325,1.30674595707325,limma_2grp(mod_t),0.650309744786925,1.11139542356756e-05,0.000665713020220958,Fun-CIM
NLRP1,2,1.29565775958821e-07,8.9378769538389e-05,-1.02928956254627,0.48167314515379,0.145229917642319,0,0.687448465726954,0.818491793132416,0.163698358626483,0.72,-1.71673802827322,1.71673802827322,0.949704077166915,0.949704077166915,limma_2grp(mod_t),0.740035608476989,1.29565775958821e-07,8.9378769538389e-05,Fun-CIM
ADA2,8,1.11478071455445e-06,0.000201575220488154,-1.16057329303628,0.476753645717742,0.143746632752707,0,0.761208470952282,1.05631060420178,0.211262120840356,0.8,-1.92178176398856,1.92178176398856,1.15891592932977,1.15891592932977,limma_2grp(mod_t),0.700666306072585,1.11478071455445e-06,0.000201575220488154,Fun-CIM
SH2D3C,15,4.17714943169837e-06,0.000396285979269106,-0.639979296300641,0.538450869718361,0.162349045717849,0.0909090909090909,0.566842984025269,0.65605426918215,0.13121085383643,0.88,-1.20682228032591,1.20682228032591,0.848726424245519,0.848726424245519,limma_2grp(mod_t),0.672930005379069,4.17714943169837e-06,0.000396285979269106,Fun-CIM
JAK2,30,8.63766916743576e-06,0.000581451054826045,-0.547272316428371,0.643038018345419,0.193883257525948,0.181818181818182,0.44898909671775,0.487187757673049,0.0974375515346098,0.84,-0.996261413146121,0.996261413146121,0.806752628916756,0.806752628916756,limma_2grp(mod_t),0.656319578024194,8.63766916743576e-06,0.000581451054826045,Fun-CIM
NRP1,24,8.33482108205782e-06,0.000568811209071017,-0.369635618241968,0.762632515075324,0.229942355039083,0.363636363636364,0.89316776303061,0.635839618359258,0.127167923671852,0.92,-1.26280338127258,1.26280338127258,0.992925159982041,0.992925159982041,limma_2grp(mod_t),0.657159949066695,8.33482108205782e-06,0.000568811209071017,Fun-CIM
CYTH4,23,3.49415475697377e-05,0.00127014326526696,-0.934942598355601,0.623676781936826,0.188045625103705,0.0909090909090909,0.505035608796958,0.93970470980313,0.187940941960626,0.76,-1.43997820715256,1.43997820715256,1.12783760797078,1.12783760797078,limma_2grp(mod_t),0.621244258631632,3.49415475697377e-05,0.00127014326526696,Fun-CIM
MFNG,18,1.77131322690105e-06,0.000245598295202638,-0.969876678875369,0.640319540027667,0.193063605473157,0.0909090909090909,0.492472320922015,0.754210704296827,0.150842140859365,0.76,-1.46234899979738,1.46234899979738,0.989364897202826,0.989364897202826,limma_2grp(mod_t),0.691283392866263,1.77131322690105e-06,0.000245598295202638,Fun-CIM
