GeneSet,AnalysisPool,CohortType,Contrast,FryTest,CameraTest,PrimaryInference,Fry_NGenes,Fry_Direction,Fry_PValue,Fry_FDR,Fry_PValue.Mixed,Fry_FDR.Mixed,Camera_NGenes,Camera_Direction,Camera_PValue,Camera_FDR,MeanZscore_Cluster1_DysCIM,MeanZscore_Cluster2_FunCIM,MeanZscore_Delta_DysCIM_minus_FunCIM
"Apoptosis","Five a priori ICD programs","human","Dys-CIM - Fun-CIM","fry with independent patient samples","camera","Nominal PValue",20,"Down",0.709931987059326,0.709931987059326,6.27583053062992e-07,3.13791526531496e-06,20,"Up",0.571245308569266,0.571245308569266,-0.0374163321817381,0.0164631861599648,-0.0538795183417028
"Necroptosis","Five a priori ICD programs","human","Dys-CIM - Fun-CIM","fry with independent patient samples","camera","Nominal PValue",8,"Down",0.0218037862228626,0.0272547327785783,0.128636359924715,0.160795449905894,8,"Down",0.193485109686589,0.241856387108236,-0.32175029197834,0.141570128470469,-0.463320420448809
"Pyroptosis","Five a priori ICD programs","human","Dys-CIM - Fun-CIM","fry with independent patient samples","camera","Nominal PValue",12,"Down",0.00258414292125562,0.0129207146062781,0.0376468149951041,0.0941170374877601,12,"Down",0.010580778589531,0.0529038929476551,-0.444894809616776,0.195753716231382,-0.640648525848158
"PANoptosis","Five a priori ICD programs","human","Dys-CIM - Fun-CIM","fry with independent patient samples","camera","Nominal PValue",9,"Down",0.0160978631539407,0.0268297719232344,0.0723559612518698,0.120593268753116,9,"Down",0.103338577840403,0.223343522265249,-0.363010876212482,0.159724785533492,-0.522735661745974
"Ferroptosis","Five a priori ICD programs","human","Dys-CIM - Fun-CIM","fry with independent patient samples","camera","Nominal PValue",5,"Down",0.00673044652089034,0.0168261163022259,0.570375749931529,0.570375749931529,5,"Down",0.13400611335915,0.223343522265249,-0.401440089051895,0.176633639182834,-0.578073728234729
"GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS","Standalone prespecified pathway","human","Dys-CIM - Fun-CIM","fry with independent patient samples","camera","Nominal PValue",22,"Down",0.000474397697243125,NA,0.000212220963011076,NA,22,"Down",0.00105844336176929,NA,-0.446505574871417,0.196462452943423,-0.64296802781484
