gene_id,H_value,p_value.x,stat_test_adj_p,cluster1_mean,cluster1_sd,cluster1_sem,cluster2_mean,cluster2_sd,cluster2_sem,cluster1_penetrance,cluster2_penetrance,limma_test,cluster1_cluster2_differential,cluster2_cluster1_differential,cluster1_cluster2_sd,cluster2_cluster1_sd,r_rb,p_value.y,padj,trajectory
OTUD5,166,0.00028652473051504,0.0358414738970097,0.407271915084782,0.220102931186733,0.0568303324625103,0.0461545290216216,0.111708494420404,0.0322474646621941,1,0.666666666666667,limma_dupcor_2grp(mod_t),0.36111738606316,-0.36111738606316,0.246828053597368,0.246828053597368,-0.642258877757781,0.00028652473051504,0.0358414738970097,Fun-CIM
PITX1,169,9.13775862447572e-05,0.018904409879375,0.724105956549989,0.524746388653195,0.135488934949087,-0.124214660036326,0.31970565657553,0.0922910734426641,0.933333333333333,0.25,limma_dupcor_2grp(mod_t),0.848320616586315,-0.848320616586315,0.614467638896436,0.614467638896436,-0.679240133513511,9.13775862447572e-05,0.018904409879375,Fun-CIM
FUNDC1,170,0.000327897976103637,0.0386995166103136,0.318279485675907,0.169088211761793,0.0436583885462279,-0.0538782583098958,0.155214331275184,0.0448065179719076,0.933333333333333,0.5,limma_dupcor_2grp(mod_t),0.372157743985803,-0.372157743985803,0.229526277340969,0.229526277340969,-0.63755137322199,0.000327897976103637,0.0386995166103137,Fun-CIM
MAOB,157,0.000271501092971431,0.0350211392189856,0.753642937079069,0.549283113340688,0.14182429002143,0.0469881558150576,0.0542264980707894,0.0156538416291905,0.866666666666667,0.916666666666667,limma_dupcor_2grp(mod_t),0.706654781264012,-0.706654781264012,0.551953305719117,0.551953305719117,-0.644117134446285,0.000271501092971431,0.0350211392189856,Fun-CIM
FRMPD1,180,1.87489322705137e-05,0.00751213564454917,0.173127777313898,0.121998454641343,0.0314998655392642,-0.110716725923586,0.0988056676320137,0.0285227394024019,0.933333333333333,0,limma_dupcor_2grp(mod_t),0.283844503237484,-0.283844503237484,0.156991028059198,0.156991028059198,-0.723125290909294,1.87489322705137e-05,0.00751213564454917,Fun-CIM
MBD3,167,0.000265114073202422,0.0348186090283088,0.618744597680417,0.423192270646597,0.109267774430531,-0.217807077749063,0.299462480671037,0.0864473719138081,0.866666666666667,0.166666666666667,limma_dupcor_2grp(mod_t),0.83655167542948,-0.83655167542948,0.518429817106109,0.518429817106109,-0.644934633529685,0.000265114073202422,0.0348186090283087,Fun-CIM
PRKACA,159,5.52312065619752e-05,0.0137523962029963,0.39268763029921,0.306957568612633,0.0792561034152698,-0.120409255799991,0.11967879480892,0.0345482921996099,0.8,0.166666666666667,limma_dupcor_2grp(mod_t),0.513096886099201,-0.513096886099201,0.329463143394667,0.329463143394667,-0.694038720991503,5.52312065619752e-05,0.0137523962029963,Fun-CIM
UBE2A,180,2.53638174594633e-05,0.00890292594425667,0.525349523333786,0.224141718569692,0.057873142880715,0.0874490901240698,0.127674848124401,0.0368565539666838,1,0.666666666666667,limma_dupcor_2grp(mod_t),0.437900433209716,-0.437900433209716,0.25795421463307,0.25795421463307,-0.715333450072137,2.53638174594633e-05,0.00890292594425668,Fun-CIM
LAMP3,163,0.000140355855755208,0.0244021330538989,1.11263135733381,0.694912172633927,0.179425551445868,-0.0424026867408475,0.289982024389658,0.0837105999207609,0.866666666666667,0.416666666666667,limma_dupcor_2grp(mod_t),1.15503404407466,-1.15503404407466,0.752989045168606,0.752989045168606,-0.665932456455542,0.000140355855755208,0.0244021330538988,Fun-CIM
TP73,165,0.000516674057668713,0.0485848321316825,0.461264881131369,0.336705699801591,0.0869370378603117,-0.124688966464236,0.228991297714152,0.0661040936886738,1,0.25,limma_dupcor_2grp(mod_t),0.585953847595605,-0.585953847595605,0.407194968912548,0.407194968912548,-0.621090830264275,0.000516674057668713,0.0485848321316825,Fun-CIM
KIF22,172,0.000337579463907421,0.0389461137701165,0.348228878764453,0.259722310236923,0.0670600121457412,-0.0245090930413556,0.119647351222804,0.0345392152181559,1,0.25,limma_dupcor_2grp(mod_t),0.372737971805809,-0.372737971805809,0.285956582525106,0.285956582525106,-0.636525544929447,0.000337579463907421,0.0389461137701165,Fun-CIM
KEAP1,178,7.53233081019521e-05,0.0169385166812059,0.317134381750781,0.224621054510536,0.057996906888457,-0.244388318542997,0.186807706030561,0.0539267396817205,0.933333333333333,0.0833333333333333,limma_dupcor_2grp(mod_t),0.561522700293778,-0.561522700293778,0.29215019623787,0.29215019623787,-0.685019506804225,7.53233081019521e-05,0.0169385166812059,Fun-CIM
IFT25,180,4.25828010876562e-05,0.0116433525298192,0.590928402404613,0.215769674024452,0.0557114902742203,0.0101930375053717,0.189955584477434,0.0548354539160597,1,0.583333333333333,limma_dupcor_2grp(mod_t),0.580735364899241,-0.580735364899241,0.287471174733715,0.287471174733715,-0.701360543480532,4.25828010876562e-05,0.0116433525298192,Fun-CIM
GRHL2,172,0.000322189448432137,0.0384736120176179,0.358677289877329,0.180083266182607,0.0464972993903916,-0.059786080698559,0.190449771143363,0.0549781133183615,1,0.333333333333333,limma_dupcor_2grp(mod_t),0.418463370575888,-0.418463370575888,0.262108943165919,0.262108943165919,-0.638168757203732,0.000322189448432137,0.0384736120176179,Fun-CIM
GSTP1,154,0.000176558867448801,0.0277899309859325,0.378588076635581,0.276028985995408,0.0712703777220491,-0.0258341570735652,0.0630895969514899,0.0182123978915038,0.8,0.25,limma_dupcor_2grp(mod_t),0.404422233709146,-0.404422233709146,0.28314713198822,0.28314713198822,-0.658538575314352,0.000176558867448801,0.0277899309859324,Fun-CIM
TTC39A,175,0.000101753882043574,0.0199296213832838,0.630071597340284,0.322427234975388,0.0832503540948921,-0.0769540307148641,0.215617674524978,0.0622434612145187,1,0.333333333333333,limma_dupcor_2grp(mod_t),0.707025628055148,-0.707025628055148,0.387879238193324,0.387879238193324,-0.675966947294228,0.000101753882043574,0.0199296213832839,Fun-CIM
FAT2,169,0.000496973086877682,0.0478963122019893,0.244163545836805,0.240221833303675,0.0620250106520364,-0.219321155339079,0.310026516428692,0.0894969463580135,1,0.25,limma_dupcor_2grp(mod_t),0.463484701175884,-0.463484701175884,0.392202715549865,0.392202715549865,-0.622534972148707,0.000496973086877682,0.0478963122019893,Fun-CIM
GNAS,174,0.000516280299878196,0.0485848321316825,0.378847665763436,0.337312235538416,0.087093644714152,-0.0842155382737738,0.138039842105242,0.0398486699991775,0.933333333333333,0.25,limma_dupcor_2grp(mod_t),0.46306320403721,-0.46306320403721,0.364464733893917,0.364464733893917,-0.621119218918617,0.000516280299878196,0.0485848321316825,Fun-CIM
COQ9,167,0.000451236052667717,0.0460106059300044,0.270361503576143,0.264504218996965,0.0682946956784564,-0.142114074768512,0.172945202157736,0.0499249795104117,0.733333333333333,0.25,limma_dupcor_2grp(mod_t),0.412475578344655,-0.412475578344655,0.31602614578002,0.31602614578002,-0.626090979978394,0.000451236052667717,0.0460106059300044,Fun-CIM
RPH3A,172.5,0.000488221222496323,0.0475738653906935,0.312575634815748,0.228186785905833,0.0589175747758591,-0.0351830081794835,0.0412562814580143,0.0119096626027738,0.866666666666667,0.0833333333333333,limma_dupcor_2grp(mod_t),0.347758642995232,-0.347758642995232,0.231886373083408,0.231886373083408,-0.623192624063447,0.000488221222496323,0.0475738653906935,Fun-CIM
BLVRB,175,1.32974741948367e-05,0.00655997645716782,0.416708555079168,0.387026949520502,0.0999299286684241,-0.316323516668143,0.170889431366969,0.0493315296006909,0.8,0,limma_dupcor_2grp(mod_t),0.733032071747311,-0.733032071747311,0.42307571120081,0.42307571120081,-0.731681553154113,1.32974741948367e-05,0.00655997645716779,Fun-CIM
SLC9A1,172,0.00040243483177165,0.0432765478765666,0.500612313465375,0.341482155218206,0.0881703133458085,-0.122086521283657,0.210614653241175,0.060799213372036,0.866666666666667,0.25,limma_dupcor_2grp(mod_t),0.622698834749032,-0.622698834749032,0.401208916267287,0.401208916267287,-0.630251516684978,0.00040243483177165,0.0432765478765666,Fun-CIM
LYZ,165.5,0.000255163761560417,0.0339638887478699,0.438408515288691,0.26490634641506,0.0683985245313454,0.0238081771631771,0.0609925949205831,0.0176070455479862,0.933333333333333,0.25,limma_dupcor_2grp(mod_t),0.414600338125514,-0.414600338125514,0.271837210488414,0.271837210488414,-0.646243372751793,0.000255163761560417,0.0339638887478699,Fun-CIM
MYL6,179,1.49612006888374e-05,0.00690595025012464,0.475361864094726,0.143620245028238,0.0370825878115062,0.00808578543575231,0.167683810095956,0.0484061464488212,1,0.5,limma_dupcor_2grp(mod_t),0.467276078658974,-0.467276078658974,0.220781871878711,0.220781871878711,-0.728781021200054,1.49612006888374e-05,0.00690595025012462,Fun-CIM
CLSPN,165,0.00033773485128921,0.0389461137701165,0.948162873390905,0.81704853091613,0.210961023552094,-0.288382488442305,0.236716477427429,0.068334160982173,0.866666666666667,0.0833333333333333,limma_dupcor_2grp(mod_t),1.23654536183321,-1.23654536183321,0.850648571713288,0.850648571713288,-0.636509291944508,0.00033773485128921,0.0389461137701165,Fun-CIM
