rowname,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0022618,GO:0022618,protein-RNA complex assembly,23/735,197/16754,0.116751269035533,2.66129355295418,5.02413073085859,1.85554796411821e-05,0.000355927836753585,0.000313140039202162,BOP1/BRIX1/DKC1/EIF3B/EIF3E/EIF3M/HSP90AA1/LSM2/LSM4/MCAT/MRTO4/PRPF19/PUF60/RRS1/RUVBL1/RUVBL2/SF3B6/SNRPB/SNRPD1/SNRPD2/SNRPE/STRAP/TXNL4A,23
GO:0032200,GO:0032200,telomere organization,20/735,161/16754,0.124223602484472,2.83162208982972,5.00217195639213,2.61673989822551e-05,0.000491426492928529,0.00043234975006228,ACTL6A/AURKB/CCT2/CCT3/CCT5/CCT6A/DKC1/EXO1/FEN1/HNRNPC/HSP90AA1/NEK2/NHP2/PCNA/PPP1CA/RAD51/RAD51C/RPA3/RUVBL1/RUVBL2,20
GO:0071806,GO:0071806,protein transmembrane transport,13/735,78/16754,0.166666666666667,3.79909297052154,5.30751151173439,3.16541261244596e-05,0.000585275002105342,0.000514916278465164,AIFM1/GFER/GRPEL1/HSP90AA1/HSPD1/PAM16/PEX10/ROMO1/TIMM17A/TIMM17B/TIMM23/TIMM50/TOMM40,13
GO:0071826,GO:0071826,protein-RNA complex organization,23/735,206/16754,0.111650485436893,2.54502344627171,4.77934290997496,3.7990241106685e-05,0.000687375106792876,0.000604742438385703,BOP1/BRIX1/DKC1/EIF3B/EIF3E/EIF3M/HSP90AA1/LSM2/LSM4/MCAT/MRTO4/PRPF19/PUF60/RRS1/RUVBL1/RUVBL2/SF3B6/SNRPB/SNRPD1/SNRPD2/SNRPE/STRAP/TXNL4A,23
GO:0001522,GO:0001522,pseudouridine synthesis,6/735,16/16754,0.375,8.54795918367347,6.4700854390904,3.83259050344508e-05,0.000687375106792876,0.000604742438385703,DKC1/NHP2/PUSL1/RPUSD1/RPUSD3/TRUB2,6
GO:0099116,GO:0099116,tRNA 5'-end processing,6/735,16/16754,0.375,8.54795918367347,6.4700854390904,3.83259050344508e-05,0.000687375106792876,0.000604742438385703,HSD17B10/POP7/RPP21/RPP40/SSB/TRMT10C,6
GO:0062125,GO:0062125,regulation of mitochondrial gene expression,8/735,33/16754,0.242424242424242,5.5259534116677,5.57452912431883,6.90553777896584e-05,0.00118009818850914,0.00103823290805993,C1QBP/MALSU1/MPV17L2/RPUSD3/TACO1/TRMT10C/TRUB2/UQCC2,8
GO:1904867,GO:1904867,protein localization to Cajal body,5/735,12/16754,0.416666666666667,9.49773242630386,6.30757276615722,9.8128070000459e-05,0.00162205247507671,0.00142705774368846,CCT2/CCT3/CCT5/CCT6A/DKC1,5
GO:0051383,GO:0051383,kinetochore organization,6/735,19/16754,0.315789473684211,7.19828141783029,5.79038573241225,0.000115970357996017,0.00189947796407174,0.0016711325800147,CENPA/CENPH/CENPW/DLGAP5/NDC80/NUF2,6
GO:0051205,GO:0051205,protein insertion into membrane,11/735,66/16754,0.166666666666667,3.79909297052154,4.88044484316816,0.000127243168932216,0.00206525451113058,0.00181698033083488,EMC6/GET3/MTCH2/MTX1/NDUFA13/ROMO1/TIMM10/TIMM13/TIMM8A/TOMM40/TOMM5,11
GO:0071824,GO:0071824,protein-DNA complex organization,22/735,209/16754,0.105263157894737,2.39942713927676,4.36076127535155,0.000133622253915185,0.00215902263420617,0.00189947613673649,ANP32B/ASF1B/ATAD2/CDC45/CDT1/CENPA/CENPH/CENPI/CENPN/CENPW/CHAF1A/DLGAP5/DNAJC9/H2AX/H2BC13/HJURP/HMGB2/MIS18A/NPM1/OIP5/RAD51/RAD51C,22
GO:0044843,GO:0044843,cell cycle G1/S phase transition,24/735,239/16754,0.100418410041841,2.28899325420545,4.29914971197155,0.000140703189861676,0.00225313545550817,0.00198227520303244,ACTL6A/BCL7C/CCNB1/CCNB2/CCNF/CCNP/CDC25A/CDC34/CDC6/CDK1/CDKN2D/CDKN3/DBF4/E2F1/EIF4EBP1/FAM83D/MNAT1/PAGR1/PKP3/RCC1/RRM1/RRM2/STIL/TMEM14B,24
GO:0051445,GO:0051445,regulation of meiotic cell cycle,11/735,67/16754,0.164179104477612,3.7423900903645,4.81781103912653,0.000146296937626657,0.00232685145235251,0.00204712944526369,ANAPC11/ANAPC15/CDC20/CDC25A/CDC25C/OVOL1/PKMYT1/RAD51AP1/TRIP13/TTK/ZWINT,11
GO:0090224,GO:0090224,regulation of spindle organization,9/735,46/16754,0.195652173913043,4.45980479148181,5.0331577395878,0.000146603966610445,0.00232685145235251,0.00204712944526369,CHMP4C/GPSM2/PLK1/PSRC1/RCC1/SPAG5/STIL/TACC3/TPX2,9
GO:1904666,GO:1904666,regulation of ubiquitin protein ligase activity,5/735,14/16754,0.357142857142857,8.14091350826045,5.72548560335169,0.000230492052192211,0.00354839052022944,0.0031218214252191,CDC20/MAD2L1/PLK1/UBE2C/UBE2S,5
GO:0017004,GO:0017004,cytochrome complex assembly,8/735,39/16754,0.205128205128205,4.67580673294959,4.92270765488833,0.000242436538050754,0.00371632419653014,0.00326956698639748,COA4/COA8/COX17/FXN/OCIAD2/TACO1/TMEM223/UQCC2,8
GO:0032886,GO:0032886,regulation of microtubule-based process,25/735,263/16754,0.0950570342205323,2.1667830630351,4.08523230740767,0.000243572287176904,0.00371784593235555,0.00327090578703855,AURKA/AURKB/CCNF/CHMP4C/CKAP2/FKBP4/GPSM2/HAUS8/KIF18A/KIF9/MAP6D1/NPM1/PLK1/PLK4/POC1A/PSRC1/RCC1/SKA2/SKA3/SPAG5/STIL/STMN1/TACC3/TPX2/WDR62,25
GO:0006998,GO:0006998,nuclear envelope organization,10/735,61/16754,0.163934426229508,3.73681275789004,4.58685561463697,0.000294512155571926,0.00440172959181874,0.00387257650177471,BANF1/CDC25A/CDK1/CHEK1/CHMP4C/LMNB1/LMNB2/PLK1/RCC1/VRK1,10
GO:0030397,GO:0030397,membrane disassembly,5/735,16/16754,0.3125,7.12329931972789,5.24887175509103,0.000467379788000712,0.00660035944708092,0.0058068984849819,CDC25A/CDK1/CHEK1/PLK1/VRK1,5
GO:0031145,GO:0031145,anaphase-promoting complex-dependent catabolic process,6/735,24/16754,0.25,5.69863945578231,4.93403282845358,0.000476803529187977,0.00664603799293461,0.00584708579308848,ANAPC11/ANAPC15/CDC20/PLK1/UBE2C/UBE2S,6
GO:0000387,GO:0000387,spliceosomal snRNP assembly,8/735,43/16754,0.186046511627907,4.24084796709381,4.55789094124048,0.000489471650853951,0.00675282619851201,0.00594103647473743,LSM2/LSM4/PRPF19/SNRPB/SNRPD1/SNRPD2/SNRPE/STRAP,8
GO:0045454,GO:0045454,cell redox homeostasis,8/735,43/16754,0.186046511627907,4.24084796709381,4.55789094124048,0.000489471650853951,0.00675282619851201,0.00594103647473743,BOLA2/BOLA3/GLRX2/GLRX3/GLRX5/PRDX2/PRDX5/TXN,8
GO:0044837,GO:0044837,actomyosin contractile ring organization,4/735,10/16754,0.4,9.1178231292517,5.50024759906889,0.000624085667973173,0.00832191557999915,0.00732149807311122,ANLN/ECT2/RACGAP1/RTKN,4
GO:1904871,GO:1904871,positive regulation of protein localization to Cajal body,4/735,10/16754,0.4,9.1178231292517,5.50024759906889,0.000624085667973173,0.00832191557999915,0.00732149807311122,CCT2/CCT3/CCT5/CCT6A,4
GO:0050821,GO:0050821,protein stabilization,22/735,237/16754,0.0928270042194093,2.11595051522719,3.70617386116579,0.000773224153198586,0.0101595422619902,0.00893821481121789,CBLC/CCT2/CCT3/CCT5/CCT6A/COA8/DNAAF2/DVL1/GAPDH/HSP90AA1/HSPD1/NPM1/PAQR4/PDCL3/PDRG1/PFDN2/PFDN6/PHB1/PHB2/PPP1CA/RUVBL1/RUVBL2,22
GO:0042255,GO:0042255,ribosome assembly,9/735,57/16754,0.157894736842105,3.59914070891514,4.21036996318982,0.000778716215024099,0.0101943615448593,0.0089688483005849,BOP1/BRIX1/C1QBP/MCAT/MPV17L2/MRPS2/MRTO4/NPM1/RRS1,9
GO:0006695,GO:0006695,cholesterol biosynthetic process,9/735,60/16754,0.15,3.41918367346939,4.02102271606867,0.00113846190324048,0.0140815960238744,0.0123887796221958,DHCR7/FDPS/IDI1/MSMO1/MVD/MVK/NSDHL/PMVK/SQLE,9
GO:1902653,GO:1902653,secondary alcohol biosynthetic process,9/735,60/16754,0.15,3.41918367346939,4.02102271606867,0.00113846190324048,0.0140815960238744,0.0123887796221958,DHCR7/FDPS/IDI1/MSMO1/MVD/MVK/NSDHL/PMVK/SQLE,9
GO:0046386,GO:0046386,deoxyribose phosphate catabolic process,6/735,28/16754,0.214285714285714,4.88454810495627,4.40651990779816,0.00114911454289851,0.0141160063882772,0.0124190533511526,DCTPP1/DNPH1/NT5M/NTHL1/NUDT15/UNG,6
GO:0051443,GO:0051443,positive regulation of ubiquitin-protein transferase activity,4/735,12/16754,0.333333333333333,7.59818594104308,4.89760513274564,0.00137109385846872,0.0165593052872973,0.0145686315353153,CDC20/PLK1/UBE2C/UBE2S,4
GO:1905907,GO:1905907,negative regulation of amyloid fibril formation,4/735,13/16754,0.307692307692308,7.01371009942439,4.64617677388606,0.00191215374084478,0.0221970727133017,0.0195286558169057,PFDN2/PFDN4/PFDN6/VBP1,4
GO:1901657,GO:1901657,glycosyl compound metabolic process,9/735,66/16754,0.136363636363636,3.10834879406308,3.67607653906106,0.002257626137974,0.0257025261341387,0.0226127018180118,CDK1/DNPH1/DTYMK/ERH/HPRT1/MACROD1/NME4/NUDT1/TK1,9
GO:0046148,GO:0046148,pigment biosynthetic process,8/735,54/16754,0.148148148148148,3.37697152935248,3.74744171910523,0.00229903355715473,0.0260146163076152,0.0228872741303334,ATP5IF1/DDT/FXN/GIPC1/GPR143/HMBS/SLC25A39/TMEM14B,8
GO:0090559,GO:0090559,regulation of membrane permeability,9/735,68/16754,0.132352941176471,3.01692677070828,3.5697740669777,0.00278146894879666,0.0299357088872653,0.0263369933074175,ATP5IF1/BAD/BNIP3/CLDN3/LAPTM4B/MTCH2/SIVA1/SLC25A5/VDAC2,9
GO:0006730,GO:0006730,one-carbon metabolic process,5/735,23/16754,0.217391304347826,4.95533865720201,4.06592071172765,0.00279012679470709,0.0299357088872653,0.0263369933074175,AHCY/DHFR/MTHFD2/SHMT1/TYMS,5
GO:0000079,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,6/735,33/16754,0.181818181818182,4.14446505875077,3.87297668712638,0.0028041255049125,0.0299357088872653,0.0263369933074175,BCCIP/CDC25A/CDC25C/CDC6/CDKN3/PKMYT1,6
GO:0008637,GO:0008637,apoptotic mitochondrial changes,12/735,110/16754,0.109090909090909,2.48667903525046,3.35086529316614,0.00319231199979296,0.0337782393606411,0.0297175947069688,ATP5IF1/BAD/BNIP3/FXN/GGCT/HSPD1/MTCH2/SFN/SIVA1/SLC25A5/TIMM50/VDAC2,12
GO:0030261,GO:0030261,chromosome condensation,7/735,45/16754,0.155555555555556,3.54582010582011,3.66295010134246,0.00321945471942291,0.0339652472899117,0.0298821215134052,CCNB1/CDK1/NCAPG/NCAPG2/NCAPH/NUSAP1/PLK1,7
GO:0046365,GO:0046365,monosaccharide catabolic process,8/735,57/16754,0.140350877192982,3.19923618570235,3.56256125206326,0.00325441706573225,0.0342334135330838,0.0301180502023932,BAD/ENO1/GALE/GALK1/LDHA/NUDT5/PGK1/TPI1,8
GO:1901659,GO:1901659,glycosyl compound biosynthetic process,5/735,24/16754,0.208333333333333,4.74886621315193,3.93667765727565,0.00339889607510686,0.0349141636285497,0.0307169640539351,CDK1/DNPH1/DTYMK/HPRT1/TK1,5
GO:0001833,GO:0001833,inner cell mass cell proliferation,4/735,15/16754,0.266666666666667,6.07854875283447,4.21495326791768,0.0034035522223902,0.0349141636285497,0.0307169640539351,CHEK1/GINS1/NCAPG2/PRPF19,4
GO:0072523,GO:0072523,purine-containing compound catabolic process,15/735,156/16754,0.0961538461538462,2.19178440607012,3.20334991295751,0.0036171723720168,0.0369194990930086,0.0324812284949569,ACOT7/ALDOA/DNPH1/ENO1/GALK1/GAPDH/HPRT1/LDHA/MTCH2/NME1/NUDT1/NUDT15/PGK1/RAN/TPI1,15
GO:0072698,GO:0072698,protein localization to microtubule cytoskeleton,8/735,58/16754,0.137931034482759,3.14407694112128,3.50364751955093,0.00363328218004796,0.0369194990930086,0.0324812284949569,AURKA/DVL1/FAM83D/PARD6A/PLK1/SPAG5/STIL/TTK,8
GO:0001824,GO:0001824,blastocyst development,13/735,127/16754,0.102362204724409,2.33330119449355,3.23069116024238,0.00383501447911368,0.0388593133801717,0.0341878483746144,ACTL6A/ASF1B/BYSL/CHEK1/EMG1/GINS1/NCAPG2/NEK2/PRPF19/PSMC3/RRM2/SF3B6/TEAD4,13
GO:0034614,GO:0034614,cellular response to reactive oxygen species,14/735,142/16754,0.0985915492957746,2.24735077129443,3.1973786742395,0.00387383640797292,0.0391421160433771,0.0344366539691707,AIFM1/BNIP3/CDK1/DHFR/ECT2/ENDOG/FXN/PCNA/PEX10/PRDX2/PRDX5/ROMO1/SOD1/TXN,14
GO:0141188,GO:0141188,nucleic acid catabolic process,28/735,374/16754,0.0748663101604278,1.7065444359562,2.95999240121268,0.00425627886954252,0.0421747853730636,0.0371047515291901,C1QBP/DDX49/DKC1/E2F1/EIF3E/EIF4A3/ELOB/ELOC/ENDOG/EXOSC4/EXOSC5/FEN1/HNRNPAB/HNRNPC/LSM2/LSM4/LSM7/MAGOHB/MRTO4/NME1/NPM1/PKP3/POLR2G/RBM38/RNASEH2A/SLIRP/SSB/ZCCHC17,28
GO:0048308,GO:0048308,organelle inheritance,4/735,16/16754,0.25,5.69863945578231,4.02765807109165,0.0043822763671867,0.0428316766460454,0.0376826747420786,CDK1/PLK1/VRK1/YWHAZ,4
GO:0048313,GO:0048313,Golgi inheritance,4/735,16/16754,0.25,5.69863945578231,4.02765807109165,0.0043822763671867,0.0428316766460454,0.0376826747420786,CDK1/PLK1/VRK1/YWHAZ,4
GO:0006401,GO:0006401,RNA catabolic process,26/735,344/16754,0.0755813953488372,1.72284448663186,2.90163022681886,0.00508581578947465,0.0491720248971579,0.0432608192278195,C1QBP/DDX49/DKC1/E2F1/EIF3E/EIF4A3/ELOB/ELOC/EXOSC4/EXOSC5/FEN1/HNRNPAB/HNRNPC/LSM2/LSM4/LSM7/MAGOHB/MRTO4/NPM1/PKP3/POLR2G/RBM38/RNASEH2A/SLIRP/SSB/ZCCHC17,26
