gene_id,H_value,p_value.x,stat_test_adj_p,cluster1_mean,cluster1_sd,cluster1_sem,cluster1_penetrance,cluster2_mean,cluster2_sd,cluster2_sem,cluster2_penetrance,cluster1_cluster2_differential,cluster2_cluster1_differential,cluster1_cluster2_sd,cluster2_cluster1_sd,limma_test,r_rb,p_value.y,padj,trajectory
OR4F29,36,0.450758341910507,0.896924568933837,-0.137596733518898,0.560152712813884,0.186717570937961,0.444444444444444,0.0353892182315304,0.418644443305871,0.132386997061978,0.7,-0.172985951750429,0.172985951750429,0.699309825173103,0.699309825173103,limma_2grp(mod_t),0.183071996095384,0.450758341910507,0.896924568933837,NS
LOC100132287,20,0.0323151821864617,0.191727631473221,-0.366193214936848,0.678748247666103,0.226249415888701,0.222222222222222,0.232955064977656,0.43443769368775,0.137381261348385,0.9,-0.599148279914504,0.599148279914504,0.805875482569446,0.805875482569446,limma_2grp(mod_t),0.489913901366613,0.0323151821864617,0.191727631473221,NS
LOC105378947,39,0.430446196847139,0.869642200598077,-0.0135791128889201,0.0504894308823431,0.0168298102941144,0.111111111111111,0.00158296095984076,0.0303533574950161,0.00959857443175938,0.1,-0.0151620738487609,0.0151620738487609,0.0589110256407334,0.0589110256407334,limma_2grp(mod_t),0.191241390282426,0.430446196847139,0.869642200598077,NS
LOC101928626,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
MIR12136,22,0.0700112370675861,0.324468322044193,-1.23245208036002,0.944684177316528,0.314894725772176,0,-0.212558237191024,1.31355491680249,0.415382536880885,0.3,-1.01989384316899,1.01989384316899,1.61797858895852,1.61797858895852,limma_2grp(mod_t),0.42255250961771,0.0700112370675861,0.324468322044193,NS
OR4F16,42,0.612664965909574,1,-0.0294543927356436,0.153443547882582,0.0511478492941942,0.444444444444444,0.00300923725023009,0.122055197695168,0.0385972424978865,0.6,-0.0324636299858737,0.0324636299858737,0.196067319232964,0.196067319232964,limma_2grp(mod_t),0.123476168161742,0.612664965909574,1,NS
LOC100133331,15,0.0138806179901748,0.108251724607921,-0.32573202067353,0.342364569632294,0.114121523210765,0.111111111111111,0.102929598366925,0.34225315060841,0.108229949229122,0.6,-0.428661619040455,0.428661619040455,0.484097838913674,0.484097838913674,limma_2grp(mod_t),0.551440079206251,0.0138806179901748,0.108251724607921,NS
LOC107984841,16,0.00861013741021914,0.0781923165828807,-0.990971512255197,0.996076138669146,0.332025379556382,0.222222222222222,0.612579329878281,1.3275320664168,0.419802499678702,0.8,-1.60355084213348,1.60355084213348,1.65967137150428,1.65967137150428,limma_2grp(mod_t),0.581841883976412,0.00861013741021914,0.0781923165828807,NS
LOC107984847,9,0.00242765346384238,0.0338088851851677,-1.83776265408303,1.35696256403631,0.45232085467877,0,0.383055632707263,1.37843763780721,0.435900254797301,0.7,-2.22081828679029,2.22081828679029,1.93427963891458,1.93427963891458,limma_2grp(mod_t),0.650597066992764,0.00242765346384238,0.0338088851851677,Fun-CIM
LOC107984849,12,0.00577555398599943,0.0602951430071034,-1.48607976780258,1.22362426068431,0.407874753561436,0.222222222222222,0.322803568144489,1.28384654555941,0.405987925010688,0.6,-1.80888333594707,1.80888333594707,1.77356090503824,1.77356090503824,limma_2grp(mod_t),0.605236494299273,0.00577555398599943,0.0602951430071034,NS
LOC100288069,15,0.00399372030762387,0.0469992402748817,-0.846646681563347,1.12582396497915,0.37527465499305,0.222222222222222,0.701955222266055,0.915606411528173,0.289540170068248,0.9,-1.5486019038294,1.5486019038294,1.45114255018343,1.45114255018343,limma_2grp(mod_t),0.62539093090069,0.00399372030762387,0.0469992402748817,Fun-CIM
LINC01409,45,0.857695641671002,1,0,0,0,0,0.00086887899683824,0.0143515912762842,0.00453837164808609,0.1,-0.00086887899683824,0.00086887899683824,0.0143515912762842,0.0143515912762842,limma_2grp(mod_t),0.0438796038877017,0.857695641671002,1,NS
FAM87B,40.5,0.354918427514153,0.763014401006016,0,0,0,0,0.00538342410203076,0.0170238817730639,0.00538342410203076,0.1,-0.00538342410203076,0.00538342410203076,0.0170238817730639,0.0170238817730639,limma_2grp(mod_t),0.223606358996684,0.354918427514153,0.763014401006015,NS
LINC00115,5,9.17625205555995e-05,0.0054531949263052,-0.742562587133952,0.576169740415711,0.19205658013857,0.111111111111111,0.391959013692492,0.396864264108342,0.125499499650897,0.9,-1.13452160082644,1.13452160082644,0.69962333715862,0.69962333715862,limma_2grp(mod_t),0.77426781822096,9.17625205555995e-05,0.0054531949263052,Fun-CIM
LINC01128,12,0.0087212311229133,0.0790001875067959,-0.58045303830905,0.3155728973178,0.1051909657726,0.111111111111111,0.0560117954828754,0.574231914987837,0.181588075652175,0.7,-0.636464833791925,0.636464833791925,0.655231673312691,0.655231673312691,limma_2grp(mod_t),0.581061570516299,0.0087212311229133,0.0790001875067959,NS
LOC107984850,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
FAM41C,45,0.960654524885266,1,-0.0137612855403907,0.041283856621172,0.0137612855403907,0,-0.0128253802249332,0.0405574133684716,0.0128253802249332,0,-0.000935905315457468,0.000935905315457468,0.0578727966894513,0.0578727966894513,limma_2grp(mod_t),0.0120777919304185,0.960654524885266,1,NS
LOC284600,40.5,0.35492116592507,0.763014401006016,0,0,0,0,0.00273805609112478,0.00865849360925185,0.00273805609112478,0.1,-0.00273805609112478,0.00273805609112478,0.00865849360925185,0.00865849360925185,limma_2grp(mod_t),0.223605118918242,0.35492116592507,0.763014401006015,NS
LINC02593,31.5,0.10140581262051,0.414414890569595,-0.0475772394224418,0.0968560039413476,0.0322853346471159,0,0.0142698823439358,0.0565934875245245,0.0178964321309822,0.2,-0.0618471217663776,0.0618471217663776,0.112178020706709,0.112178020706709,limma_2grp(mod_t),0.385386755986996,0.10140581262051,0.414414890569595,NS
LOC107985728,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
SAMD11,22,0.042685316668003,0.232231547542839,-0.61732751410959,0.884117241000679,0.294705747000226,0.222222222222222,0.16296857511898,0.673585216043191,0.213006348091307,0.7,-0.78029608922857,0.78029608922857,1.11147664802577,1.11147664802577,limma_2grp(mod_t),0.467061757468748,0.042685316668003,0.232231547542839,NS
NOC2L,0,0.000152896485353572,0.00691539529780631,-1.60378607095561,0.809437333590731,0.269812444530244,0,0.875236576152927,1.34183153819844,0.42432438969543,0.8,-2.47902264710853,2.47902264710853,1.56706753967864,1.56706753967864,limma_2grp(mod_t),0.758814946249249,0.000152896485353572,0.00691539529780631,Fun-CIM
KLHL17,7,0.0050934666838455,0.0554840201279385,-0.499629675880179,0.55858346766437,0.186194489221457,0.222222222222222,0.499576542633813,0.773952742361825,0.244745346719685,0.8,-0.999206218513992,0.999206218513992,0.954472806190591,0.954472806190591,limma_2grp(mod_t),0.612252508475162,0.0050934666838455,0.0554840201279385,NS
PLEKHN1,11,0.00698448041877116,0.067939635165205,-0.904797027497104,0.671029019204712,0.223676339734904,0,0.375914339928273,1.08652798797645,0.343590318352562,0.5,-1.28071136742538,1.28071136742538,1.27703680967738,1.27703680967738,limma_2grp(mod_t),0.594316732496845,0.00698448041877116,0.067939635165205,NS
PERM1,40,0.470881915332454,0.922999953849856,-0.0601166752493226,0.22446428594884,0.0748214286496134,0.333333333333333,0.0327166654138361,0.313862957691621,0.0992521819462586,0.4,-0.0928333406631586,0.0928333406631586,0.385868075742805,0.385868075742805,limma_2grp(mod_t),0.175163392013341,0.470881915332454,0.922999953849856,NS
HES4,25,0.0504820969288486,0.259407937608595,-0.771027332889932,0.847149319464609,0.282383106488203,0.222222222222222,0.505221298272458,1.6402562171077,0.518694559231196,0.4,-1.27624863116239,1.27624863116239,1.84610466312986,1.84610466312986,limma_2grp(mod_t),0.452561934737277,0.0504820969288486,0.259407937608595,NS
ISG15,42,0.948246679558502,1,0.852468363518074,1.59658984761566,0.532196615871887,0.777777777777778,0.928093015900582,3.10662922185487,0.982402418669792,0.6,-0.0756246523825078,0.0756246523825078,3.49288480537105,3.49288480537105,limma_2grp(mod_t),0.0158908846476271,0.948246679558502,1,NS
AGRN,7,0.00914203561198564,0.0815327524059391,-1.12488733247291,0.990685710602224,0.330228570200741,0,0.550944248478091,1.43914619212859,0.455097985308462,0.4,-1.675831580951,1.675831580951,1.74716912161063,1.74716912161063,limma_2grp(mod_t),0.578177090587771,0.00914203561198564,0.0815327524059391,NS
LOC100288175,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
LOC112267874,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
LOC105378948,40,0.302511644835864,0.74339308847199,-0.00688091489806999,0.02064274469421,0.00688091489806999,0,0,0,0,0,-0.00688091489806999,0.00688091489806999,0.02064274469421,0.02064274469421,limma_2grp(mod_t),0.248451645227154,0.302511644835864,0.74339308847199,NS
RNF223,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
C1ORF159,3,0.000703208126968839,0.016411621195057,-1.18038843633766,0.573808466748875,0.191269488916292,0,0.449382024703902,1.05950935813284,0.335046277396283,0.7,-1.62977046104156,1.62977046104156,1.20491337302055,1.20491337302055,limma_2grp(mod_t),0.704934567706357,0.000703208126968839,0.016411621195057,Fun-CIM
LINC01342,49,0.714864300465112,1,-0.0336657350680836,0.100997205204251,0.0336657350680836,0,-0.0528158594051296,0.122320321431234,0.0386810819846605,0,0.019150124337046,-0.019150124337046,0.158627540150221,0.158627540150221,limma_2grp(mod_t),-0.0892661513211928,0.714864300465112,1,NS
MIR200B,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
MIR200A,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
MIR429,50,0.302510959515045,0.74339308847199,0.0958698064395596,0.287609419318679,0.0958698064395596,0.111111111111111,0,0,0,0,0.0958698064395596,-0.0958698064395596,0.287609419318679,0.287609419318679,limma_2grp(mod_t),-0.248451986247263,0.302510959515045,0.74339308847199,NS
TTLL10-AS1,40,0.393050610337732,0.818535753668634,0.00190217301531307,0.024566274729853,0.00818875824328435,0.222222222222222,0.0118554875302441,0.0251037762057626,0.00793851106813496,0.2,-0.00995331451493101,0.00995331451493101,0.035124086235682,0.035124086235682,limma_2grp(mod_t),0.206836321423904,0.393050610337732,0.818535753668634,NS
TTLL10,44,0.63758969948003,1,-0.00195929616566966,0.0205754778653173,0.00685849262177244,0.111111111111111,0.00246040236193454,0.0197854867409122,0.00625672027163443,0.1,-0.0044196985276042,0.0044196985276042,0.0285449781040549,0.0285449781040549,limma_2grp(mod_t),0.11495016442398,0.63758969948003,1,NS
TNFRSF18,16,0.0191220876667953,0.133199794128942,-0.375848563491164,0.606097969280091,0.202032656426697,0.222222222222222,0.695821434581617,1.10721168539475,0.35013107778012,0.7,-1.07166999807278,1.07166999807278,1.26224897094041,1.26224897094041,limma_2grp(mod_t),0.529380071763545,0.0191220876667953,0.133199794128942,NS
TNFRSF4,27,0.103228038364529,0.419234924753128,-0.140341825346064,0.811503164311862,0.270501054770621,0.333333333333333,0.577861675397758,0.994491142018025,0.314485712163894,0.6,-0.718203500743822,0.718203500743822,1.28356924910208,1.28356924910208,limma_2grp(mod_t),0.383505116249923,0.103228038364529,0.419234924753128,NS
SDF4,8,0.000549633447578284,0.0142150458325431,-0.919842729485163,0.779833519407661,0.25994450646922,0.222222222222222,0.493903789524398,0.684100926581994,0.216331707743073,0.7,-1.41374651900956,1.41374651900956,1.03736897762661,1.03736897762661,limma_2grp(mod_t),0.714510260804611,0.000549633447578284,0.0142150458325431,Fun-CIM
B3GALT6,12,0.0011856045053028,0.0219361784150751,-1.04180220388243,0.534538418590092,0.178179472863364,0,0.30236483662867,0.91184327553363,0.288350161979476,0.6,-1.3441670405111,1.3441670405111,1.05697184450897,1.05697184450897,limma_2grp(mod_t),0.683355846749977,0.0011856045053028,0.0219361784150751,Fun-CIM
C1QTNF12,29,0.163432507700534,0.560992663220748,-0.486134093696991,0.861678851307662,0.287226283769221,0.222222222222222,-0.0209295468371873,0.512649696030942,0.162114068125076,0.3,-0.465204546859804,0.465204546859804,1.0026465746371,1.0026465746371,limma_2grp(mod_t),0.331466589170979,0.163432507700534,0.560992663220748,NS
UBE2J2,2,1.22263483376498e-05,0.00272723982606701,-0.859575560077986,0.575653253114993,0.191884417704998,0.111111111111111,0.811767225453931,0.627146981694518,0.19832128898546,0.9,-1.67134278553192,1.67134278553192,0.851287263190528,0.851287263190528,limma_2grp(mod_t),0.825383102772981,1.22263483376498e-05,0.00272723982606701,Fun-CIM
LINC01786,45,0.969396958736717,1,0.0109504785800811,0.0328514357402432,0.0109504785800811,0.111111111111111,0.0103665482765696,0.0327819040280531,0.0103665482765696,0.1,0.000583930303511455,-0.000583930303511455,0.0464098056653958,0.0464098056653958,limma_2grp(mod_t),-0.00939277733975705,0.969396958736717,1,NS
SCNN1D,17,0.00637475563382229,0.0639740622260299,-0.132229477897984,0.161358076571089,0.0537860255236964,0.333333333333333,0.241527627069523,0.328372908560946,0.103840631294679,0.7,-0.373757104967507,0.373757104967507,0.36587592972413,0.36587592972413,limma_2grp(mod_t),0.599612452845393,0.00637475563382228,0.0639740622260299,NS
ACAP3,8,0.00130246356964239,0.023182497816063,-0.717862402761483,0.63028979310378,0.21009659770126,0.111111111111111,0.544149650763298,0.790768235447563,0.25006287253266,0.8,-1.26201205352478,1.26201205352478,1.01122679230905,1.01122679230905,limma_2grp(mod_t),0.679276263928821,0.00130246356964239,0.023182497816063,Fun-CIM
MIR6726,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
SNORD167,49.5,0.354917473913372,0.763014401006016,0,0,0,0,-0.100144197417391,0.316683758288507,0.100144197417391,0,0.100144197417391,-0.100144197417391,0.316683758288507,0.316683758288507,limma_2grp(mod_t),-0.223606790832276,0.354917473913372,0.763014401006015,NS
PUSL1,0,0.000787641353019702,0.0173137831298126,-0.953063808298868,0.606363763655904,0.202121254551968,0,0.606399297666931,1.00119110766348,0.316604427332346,1,-1.5594631059658,1.5594631059658,1.17049589830096,1.17049589830096,limma_2grp(mod_t),0.700401808254418,0.000787641353019702,0.0173137831298126,Fun-CIM
INTS11,1,2.76030722208667e-05,0.00333436619175079,-1.03925284845203,0.642267095975936,0.214089031991979,0,0.530199426337125,0.5746977480897,0.181735385013313,0.8,-1.56945227478916,1.56945227478916,0.861849478872462,0.861849478872462,limma_2grp(mod_t),0.806451610304087,2.76030722208667e-05,0.00333436619175079,Fun-CIM
MIR6727,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
CPTP,3,1.29773368865651e-05,0.00278331791464765,-1.18612663727569,0.495318044080282,0.165106014693427,0,0.647345451638594,0.786137767393129,0.248598589964194,0.8,-1.83347208891428,1.83347208891428,0.929167667384832,0.929167667384832,limma_2grp(mod_t),0.824068120977184,1.29773368865651e-05,0.00278331791464765,Fun-CIM
TAS1R3,20,0.0371012583016717,0.211401785147363,-0.367033868144758,0.52686429657119,0.175621432190397,0.222222222222222,0.198421008347405,0.564959393871811,0.17865584701431,0.6,-0.565454876492163,0.565454876492163,0.772505730545385,0.772505730545385,limma_2grp(mod_t),0.478753742147312,0.0371012583016717,0.211401785147363,NS
DVL1,5,0.000571280290656538,0.014507045880262,-1.04305218210476,0.927337752438713,0.309112584146238,0.111111111111111,0.741256401856861,0.925082455916234,0.292536758415761,0.7,-1.78430858396162,1.78430858396162,1.30985986171884,1.30985986171884,limma_2grp(mod_t),0.713033353921626,0.000571280290656538,0.014507045880262,Fun-CIM
MIR6808,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
MXRA8,21,0.0298583909537088,0.181907289021051,-1.27109802679065,1.36257912286848,0.45419304095616,0.222222222222222,0.335999987312887,1.58506090630152,0.501240269400354,0.6,-1.60709801410354,1.60709801410354,2.09022485459398,2.09022485459398,limma_2grp(mod_t),0.496150579373182,0.0298583909537088,0.181907289021051,NS
AURKAIP1,33,0.172586010826577,0.575433110115777,-0.0317482563951817,0.629193977950768,0.209731325983589,0.555555555555556,0.469135480476409,0.876197730481705,0.277078050899253,0.6,-0.500883736871591,0.500883736871591,1.07870641269569,1.07870641269569,limma_2grp(mod_t),0.324800063920742,0.172586010826577,0.575433110115777,NS
CCNL2,9,0.00226879254460645,0.0325788319344201,-1.23061139923713,0.874266898472053,0.291422299490684,0.222222222222222,0.396242396741602,1.08893197225287,0.344350524929834,0.7,-1.62685379597873,1.62685379597873,1.39646534148129,1.39646534148129,limma_2grp(mod_t),0.653860734549407,0.00226879254460645,0.0325788319344201,Fun-CIM
MRPL20-AS1,5,0.000230715043487555,0.00855301406258537,-1.00131044068526,0.736983967105366,0.245661322368455,0.111111111111111,0.430085476415462,0.615793327610841,0.194730948318451,0.7,-1.43139591710072,1.43139591710072,0.960388874415148,0.960388874415148,limma_2grp(mod_t),0.745489464690736,0.000230715043487555,0.00855301406258537,Fun-CIM
MRPL20,30,0.157219986428657,0.547141161883045,-0.146157117156618,0.602802487493646,0.200934162497882,0.444444444444444,0.306032162143078,0.72239510369673,0.228441389823519,0.5,-0.452189279299696,0.452189279299696,0.940864243540765,0.940864243540765,limma_2grp(mod_t),0.336138239623443,0.157219986428657,0.547141161883045,NS
LOC107984868,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
ANKRD65,39,0.493812291933188,0.951535871970263,-0.371217571680579,0.678583005160584,0.226194335053528,0.333333333333333,-0.181821656025241,0.50399552005401,0.159377377389174,0.4,-0.189395915655338,0.189395915655338,0.845272961313255,0.845272961313255,limma_2grp(mod_t),0.166355568799879,0.493812291933188,0.951535871970263,NS
ANKRD65-AS1,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
TMEM278,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
LINC01770,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
LOC107985729,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
VWA1,14,0.0119525038109861,0.0973331979082144,-0.810849861283383,0.863124805097569,0.287708268365856,0.111111111111111,0.664169334658778,1.35192631454975,0.427516638269446,0.6,-1.47501919594216,1.47501919594216,1.60396046994519,1.60396046994519,limma_2grp(mod_t),0.561265234411,0.0119525038109861,0.0973331979082144,NS
ATAD3C,31,0.249462629329793,0.714813032979953,-0.445860929313569,1.07985417788056,0.359951392626853,0.555555555555556,0.296113338078732,1.57025789784799,0.496559147106768,0.6,-0.741974267392301,0.741974267392301,1.90572687215144,1.90572687215144,limma_2grp(mod_t),0.276426073342113,0.249462629329793,0.714813032979953,NS
ATAD3B,11,0.0103835958834654,0.0887352178469673,-0.482732274844766,0.552622599748539,0.184207533249513,0.111111111111111,0.591587565242734,0.994536478579153,0.314500048843338,0.8,-1.0743198400875,1.0743198400875,1.13775856181242,1.13775856181242,limma_2grp(mod_t),0.570251519111167,0.0103835958834654,0.0887352178469673,NS
ATAD3A,3,0.00190158786135747,0.0292303985313363,-0.775532080235438,0.81911202308308,0.273037341027693,0.222222222222222,0.914425819986526,1.15251197252825,0.364456286380268,0.9,-1.68995790022196,1.68995790022196,1.41394071770362,1.41394071770362,limma_2grp(mod_t),0.66220189874663,0.00190158786135747,0.0292303985313363,Fun-CIM
TMEM240,23,0.0675009411008647,0.316798499304106,-0.739487277199368,0.928280238699933,0.309426746233311,0.111111111111111,0.05347847942994,0.852354309370391,0.269538099107024,0.5,-0.792965756629308,0.792965756629308,1.26024286161957,1.26024286161957,limma_2grp(mod_t),0.426025167493014,0.0675009411008647,0.316798499304106,NS
SSU72,3,0.000939361975888178,0.0189725752099841,-0.555353892531211,0.466907340156537,0.155635780052179,0.111111111111111,0.520756457183015,0.681993071541736,0.215665145452605,0.9,-1.07611034971423,1.07611034971423,0.826508931544592,0.826508931544592,limma_2grp(mod_t),0.69319611443033,0.000939361975888178,0.0189725752099841,Fun-CIM
FNDC10,8,0.00116505481030618,0.0216977641355837,-1.11234554687603,0.931498170074211,0.310499390024737,0.111111111111111,0.566396438331984,0.956443871601025,0.302454108836887,0.7,-1.67874198520801,1.67874198520801,1.3350931504486,1.3350931504486,limma_2grp(mod_t),0.684107793704959,0.00116505481030618,0.0216977641355837,Fun-CIM
LOC105378586,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,limma_2grp(mod_t),0,1,1,NS
MIB2,2,0.000604656200050311,0.0150051628583997,-0.598079786199792,0.314004807980845,0.104668269326948,0,0.248762548236287,0.530922015801559,0.167892282986083,0.8,-0.846842334436079,0.846842334436079,0.616828344272438,0.616828344272438,limma_2grp(mod_t),0.710846224385143,0.00060465620005031,0.0150051628583997,Fun-CIM
MMP23B,25,0.0745715684143234,0.338547662338666,-0.637696369017339,0.883222528787362,0.294407509595787,0.222222222222222,0.029461730909805,0.650332274271167,0.205653122261421,0.7,-0.667158099927144,0.667158099927144,1.09681999540319,1.09681999540319,limma_2grp(mod_t),0.416474439953806,0.0745715684143234,0.338547662338666,NS
CDK11B,5,0.00017217836764938,0.00732973808963732,-1.02620357704573,0.609935929101211,0.20331197636707,0.111111111111111,0.539439925245934,0.801349090289722,0.253408832621944,0.8,-1.56564350229167,1.56564350229167,1.00706613591994,1.00706613591994,limma_2grp(mod_t),0.755051257947808,0.00017217836764938,0.00732973808963732,Fun-CIM
SLC35E2B,4,8.63173968726609e-05,0.00534500738773469,-1.09735810421676,0.747756510279695,0.249252170093232,0.111111111111111,0.54083394412391,0.660194523000463,0.208771839144988,0.8,-1.63819204834067,1.63819204834067,0.997495166336898,0.997495166336898,limma_2grp(mod_t),0.776043515055876,8.63173968726609e-05,0.00534500738773469,Fun-CIM
MMP23A,24,0.0460067959718372,0.244177477769144,-0.862426592084571,1.03185065462645,0.343950218208818,0.222222222222222,0.0988761010949944,0.9269362349717,0.293122974825159,0.7,-0.961302693179565,0.961302693179565,1.3870567966585,1.3870567966585,limma_2grp(mod_t),0.460655803558806,0.0460067959718372,0.244177477769144,NS
CDK11A,5,0.000893911455729488,0.018480289542119,-1.08136567502264,0.582938954177295,0.194312984725765,0,0.460229300893669,1.01726315027929,0.32168685346407,0.7,-1.54159497591631,1.54159497591631,1.17245133852687,1.17245133852687,limma_2grp(mod_t),0.695245249138137,0.000893911455729488,0.018480289542119,Fun-CIM
SLC35E2A,7,0.000740818561752775,0.0168665293924198,-1.02418767972448,0.672620387959688,0.224206795986563,0.111111111111111,0.456448787175305,0.882973878733171,0.279220857123013,0.7,-1.48063646689978,1.48063646689978,1.10998245789028,1.10998245789028,limma_2grp(mod_t),0.702861841066461,0.000740818561752775,0.0168665293924198,Fun-CIM
LOC112268218,40.5,0.354917698170401,0.763014401006016,0,0,0,0,0.010944079977064,0.0346082196225656,0.010944079977064,0.1,-0.010944079977064,0.010944079977064,0.0346082196225656,0.0346082196225656,limma_2grp(mod_t),0.223606689278014,0.354917698170401,0.763014401006015,NS
NADK,30,0.0779839474121429,0.349255280795496,-0.36447224088306,0.677303747935035,0.225767915978345,0.444444444444444,0.250768700519817,0.752378615283415,0.237923008709916,0.5,-0.615240941402877,0.615240941402877,1.01233094771554,1.01233094771554,limma_2grp(mod_t),0.4121046012024,0.0779839474121429,0.349255280795496,NS
GNB1,0,1.00812617193217e-05,0.00263237336583511,-1.44530440161023,0.744386588919985,0.248128862973328,0,0.657510879553857,0.74964469672244,0.237058467750907,0.7,-2.10281528116409,2.10281528116409,1.05644619602136,1.05644619602136,limma_2grp(mod_t),0.829566029428823,1.00812617193217e-05,0.00263237336583511,Fun-CIM
