gene_id,H_value,p_value.x,stat_test_adj_p,cluster1_mean,cluster1_sd,cluster1_sem,cluster1_penetrance,cluster2_mean,cluster2_sd,cluster2_sem,cluster2_penetrance,cluster1_cluster2_differential,cluster2_cluster1_differential,cluster1_cluster2_sd,cluster2_cluster1_sd,limma_test,r_rb,p_value.y,padj,trajectory
SNORA59A,77,0.00353073542114536,0.0431682161005125,0.710763205475174,0.467288114002544,0.155762704667515,0.888888888888889,0.0136575201138102,0.436820210243072,0.138134679236172,0.4,0.697105685361364,-0.697105685361364,0.639664034915874,0.639664034915874,limma_2grp(mod_t),-0.631834103889221,0.00353073542114536,0.0431682161005125,Dys-CIM
SNORA74A,79,0.00115123481676236,0.0215940409322854,1.20063474747173,0.563914769459518,0.18797158981984,1,0.0762483970426493,0.68671886843513,0.217159573646852,0.6,1.12438635042908,-1.12438635042908,0.888584645084196,0.888584645084196,limma_2grp(mod_t),-0.684619765051318,0.00115123481676236,0.0215940409322854,Dys-CIM
RN7SK,79,0.00303551592782497,0.0389321528292977,0.708616360521424,0.419873915788209,0.139957971929403,1,-0.0303015627144079,0.508425244996543,0.16077817941182,0.6,0.738917923235832,-0.738917923235832,0.659386332061196,0.659386332061196,limma_2grp(mod_t),-0.639549946847872,0.00303551592782497,0.0389321528292977,Dys-CIM
SNORA5A,75,0.00391960251322716,0.0463912194955637,0.718308579915815,0.504240326342614,0.168080108780871,1,-0.0195636456396544,0.466681327666791,0.147577593689841,0.5,0.737872225555469,-0.737872225555469,0.687058780820786,0.687058780820786,limma_2grp(mod_t),-0.626379503413105,0.00391960251322715,0.0463912194955637,Dys-CIM
SNORA65,86,0.000649439958632409,0.0156132047372626,1.20870767884881,0.758415203697136,0.252805067899045,1,-0.0441006717547353,0.557054688519487,0.176156159699723,0.5,1.25280835060355,-1.25280835060355,0.941011980370341,0.941011980370341,limma_2grp(mod_t),-0.70806626434674,0.000649439958632409,0.0156132047372625,Dys-CIM
SNORA12,85,0.0017432401711654,0.0276964248805271,0.593191167884324,0.375110994196621,0.12503699806554,0.888888888888889,-0.436072292647345,0.757345652212914,0.239493723701855,0.4,1.02926346053167,-1.02926346053167,0.845151285210512,0.845151285210512,limma_2grp(mod_t),-0.666219731962515,0.0017432401711654,0.0276964248805271,Dys-CIM
RNU4-2,79,0.00350960983080526,0.0430036742657877,1.36598631445581,0.824802635112227,0.274934211704076,1,-0.338671181028514,1.30121171714423,0.411479274427455,0.6,1.70465749548432,-1.70465749548432,1.540600960574,1.540600960574,limma_2grp(mod_t),-0.632144386247765,0.00350960983080526,0.0430036742657877,Dys-CIM
SNORA64,78,0.00367568464666807,0.0442901321877076,1.40270405127014,1.26169890975133,0.420566303250442,0.888888888888889,-0.304929399368371,0.959270590806655,0.303347995936441,0.3,1.70763345063851,-1.70763345063851,1.58495558463139,1.58495558463139,limma_2grp(mod_t),-0.629745531093242,0.00367568464666807,0.0442901321877076,Dys-CIM
SNORA48,82,0.00139550725801387,0.0241348984327606,0.676273445806873,0.374986873729425,0.124995624576475,0.888888888888889,-0.0742163225056752,0.476238898315455,0.150599962904616,0.3,0.750489768312549,-0.750489768312549,0.606150677421123,0.606150677421123,limma_2grp(mod_t),-0.676241782411983,0.00139550725801387,0.0241348984327606,Dys-CIM
