"gene_id","r_rb","p_value","padj","trajectory"
"CAV3",0.130918495472313,0.435970539614291,0.642700350921883,"NS"
"MXRA7",-0.0477715313359217,0.777028099202756,0.887568333267922,"NS"
"LIMK2",0.187123748569829,0.263323999639774,0.470170727234727,"NS"
"SLC61A1",-0.163904598820724,0.328212848727597,0.540363504099692,"NS"
"RNASE10",0.271338707084486,0.101316106027982,0.246231308343249,"NS"
"ADI1",-0.153711860581541,0.359583560733756,0.572067213933173,"NS"
"RWDD4",-0.236450967781596,0.155274172506078,0.329321342710634,"NS"
"SPNS3",0.235924306155972,0.156223357767278,0.330539189611415,"NS"
"CLEC4G",0.514736620360491,0.00101000945048983,0.00990624011801709,"NS"
"SATB1",0.514382853693476,0.00101954437253294,0.00995361363419795,"NS"
"NXPH3",0.131958986686175,0.432300258208351,0.639562535850061,"NS"
"CSF1R",0.533162973514899,0.000610310848041751,0.0070749240006418,"NS"
"EPHB3",0.100022689684145,0.552446429065644,0.735382731274057,"NS"
"VCX",-0.289894936948169,0.0791808693706013,0.208196678151186,"NS"
"ACTL10",0.0798995589353804,0.635399489352097,0.793443017160487,"NS"
"EPGN",-0.0206891140935723,0.902431822566081,0.960161317552204,"NS"
"LINC00334",-0.135464893268592,0.420060236567606,0.62790887902383,"NS"
"KRTAP11-1",0,1,1,"NS"
"SNORC",-0.170639987874948,0.308446841450937,0.520079251683885,"NS"
"HS3ST4",0.0859048859250266,0.610117564723193,0.776427500952995,"NS"
"TRAK1",0.394957504056333,0.0146818555215309,0.0636494539781779,"NS"
"TSPAN10",0.229160946507098,0.168789297331115,0.348941996415368,"NS"
"OR2V2",0.127287460769942,0.447705490488361,0.653469576958461,"NS"
"PLCB1",0.181178550005317,0.279066344118433,0.488635166390608,"NS"
"SKA2",-0.457024357619419,0.00412828861632413,0.025924035015421,"NS"
"RXFP3",-0.0531783131116826,0.751904671318712,0.870678446985148,"NS"
"OR10G7",0.0669866858173566,0.690348921559268,0.831104083882771,"NS"
"NDN",0.521482830524668,0.000842673023451017,0.00871704481401808,"NS"
"CCDC172",0.10025882014282,0.550444668666085,0.733926224888113,"NS"
"RNF32-DT",-0.42539710220817,0.00811040773717334,0.0420961202373992,"NS"
"OR4Q3",0.135372184086702,0.419144803024867,0.627072162703776,"NS"
"NTM",0.0655600641999836,0.697392266959632,0.83587506655702,"NS"
"TTC3",0.310777854245879,0.0589820950284972,0.169233473077062,"NS"
"KCNB2",0.188941405990901,0.258630516303,0.464915218192392,"NS"
"PPP1R27",-0.0542754553515727,0.747112824417263,0.868678594764947,"NS"
"BRICD5",0.144559413174179,0.389233761091624,0.600191650849447,"NS"
"GALR2",-0.352748190054264,0.0304874866096216,0.107052824350731,"NS"
"RESP18",0.093725402934208,0.57684073031764,0.752611776830668,"NS"
"IGIP",0.58497553413617,0.000125396167809041,0.00264177139719067,"NS"
"TSKU",-0.0178882944107163,0.915589277434921,0.967318439561201,"NS"
"CMC4",-0.393599398258054,0.0150575716771124,0.064892643389894,"NS"
"ANXA2",-0.176918074939959,0.290716778130505,0.500969630864947,"NS"
"RGS6",0.317697690317687,0.0532771227436617,0.158060693979092,"NS"
"HOXB4",0.319593763250992,0.0517935079026662,0.155185513736364,"NS"
"SLC35D3",-0.0837664332046703,0.618137929329242,0.781435675702984,"NS"
"PAQR7",-0.0295437345726432,0.861019871221959,0.93748187432311,"NS"
"PAPPA",0.563604448068246,0.000246377237710392,0.00386960418782557,"NS"
"MAFA",-0.202484861143769,0.225409225383491,0.424191209056497,"NS"
"NGRN",-0.184582909232955,0.26997857729548,0.477963747386039,"NS"
"GRID1",0.609538922838592,5.36902521797404e-05,0.001588630734426,"Fun-CIM"
"RPS17",-0.255808515959099,0.123228141904057,0.280686323225908,"NS"
"HCAR2",0.33011617136697,0.0441505418649077,0.138747603044264,"NS"
"OR2T29",0.101056741966128,0.547260402623759,0.731506072361934,"NS"
"CCDC87",-0.202076868002064,0.226365214010073,0.425498220133018,"NS"
"GSTA5",0.0102217355130448,0.951579334390388,0.987569899355558,"NS"
"C1ORF116",-0.14458807730244,0.389138736774577,0.600088863270133,"NS"
"MAGEB17",-0.138834451805908,0.408482201692953,0.617274961358294,"NS"
"CRIP2",-0.607837004820523,5.70698165019353e-05,0.00164716103399037,"Dys-CIM"
"DDX28",-0.332859825991724,0.0423153176963483,0.134938483635186,"NS"
"FUNDC2P2",0.115468792752605,0.492448079614895,0.690511014430895,"NS"
"KRTAP13-2",-0.0797739227921337,0.635033808787685,0.793173648524753,"NS"
"ACBD3",0.0968899420486294,0.565020025299595,0.744586477722938,"NS"
"HAPSTR1",-0.0787353454011007,0.640349355810046,0.796380634384653,"NS"
"PLCXD3",0.385435907922927,0.017490797368406,0.0721175811978166,"NS"
"RRP7BP",0.346274533019505,0.0342106054504446,0.11598711040218,"NS"
"VMO1",0.213563559162408,0.200499228273807,0.391595427747475,"NS"
"OR4F15",0.0832197051701828,0.620440486240345,0.78242700242192,"NS"
"ALG12",0.0203743952164128,0.90390906886253,0.960621162661199,"NS"
"LCK",0.468426845073561,0.00318535677232767,0.0217315085054383,"NS"
"GALNT9",0.105583924335757,0.530382905340284,0.720204155672596,"NS"
"COL18A1",0.274351019508818,0.0974336768077049,0.239658977623974,"NS"
"RBM10",-0.16306594887116,0.33072783226135,0.542550325049789,"NS"
"ADGRG3",0.0442587859810675,0.793052490402927,0.896538339583431,"NS"
"GLUD2",-0.29694452957891,0.0718357044626725,0.194466559643288,"NS"
"TMEM95",-0.0720436262417067,0.668263907323775,0.815594490032335,"NS"
"TCHHL1",0.0866521560725531,0.606044471565432,0.773356465434482,"NS"
