gene_id,H_value,p_value.x,stat_test_adj_p,cluster1_mean,cluster1_sd,cluster1_sem,cluster2_mean,cluster2_sd,cluster2_sem,cluster1_penetrance,cluster2_penetrance,limma_test,cluster1_cluster2_differential,cluster2_cluster1_differential,cluster1_cluster2_sd,cluster2_cluster1_sd,r_rb,p_value.y,padj,trajectory
EHD3,0,2.38912574674545e-06,0.00248129570318568,-0.555261474552406,0.356566903217464,0.0920651785313327,0.154889963148946,0.121947561821706,0.0352032288223901,0,1,limma_dupcor_2grp(mod_t),-0.710151437701352,0.710151437701352,0.376843686830961,0.376843686830961,0.770104330808939,2.38912574674545e-06,0.00248129570318568,Dys-CIM
WWTR1,10,4.92384320148412e-05,0.0128224728394717,-0.755625873350481,0.458820872803587,0.11846703995071,0.0345065552522617,0.213985160475308,0.061772195001502,0,0.583333333333333,limma_dupcor_2grp(mod_t),-0.790132428602743,0.790132428602743,0.506266967344196,0.506266967344196,0.69729837381808,4.92384320148412e-05,0.0128224728394717,Dys-CIM
AGPS,18,0.000516551201227927,0.0485848321316825,-0.495365544651958,0.380813838710945,0.0983257103555205,0.0838570671355951,0.216613108326068,0.0625308182010286,0.133333333333333,0.583333333333333,limma_dupcor_2grp(mod_t),-0.579222611787553,0.579222611787553,0.438110052900463,0.438110052900463,0.621099685783701,0.000516551201227927,0.0485848321316825,Dys-CIM
SPAST,16,0.000323298208888075,0.0385178578375552,-0.6725123219622,0.406024942506486,0.10483518936483,-0.00171998422234016,0.23850862151081,0.0688515084166563,0.0666666666666667,0.333333333333333,limma_dupcor_2grp(mod_t),-0.67079233773986,0.67079233773986,0.47089554730575,0.47089554730575,0.638048096493279,0.000323298208888075,0.0385178578375552,Dys-CIM
NDUFS1,10,0.000257769882397726,0.0341954493401972,-0.487086153458073,0.299225058366016,0.0772595778546349,-0.0611526916162067,0.106512336622734,0.0307474631105757,0,0.333333333333333,limma_dupcor_2grp(mod_t),-0.425933461841866,0.425933461841866,0.317616928715993,0.317616928715993,0.645896318718507,0.000257769882397726,0.0341954493401971,Dys-CIM
RB1CC1,11,0.000343626478187486,0.0392519901248837,-0.449479864098076,0.346060571832297,0.0893524554323667,0.106934234486243,0.105771078669109,0.0305334803710437,0.133333333333333,0.833333333333333,limma_dupcor_2grp(mod_t),-0.556414098584319,0.556414098584319,0.361863842432099,0.361863842432099,0.635897834954764,0.000343626478187486,0.0392519901248837,Dys-CIM
STRAP,12,0.000271050151854501,0.0350211392189856,-0.259735072360595,0.220602825407221,0.0569594045952312,0.19377779078516,0.274258773978836,0.0791716884921488,0.133333333333333,0.666666666666667,limma_dupcor_2grp(mod_t),-0.453512863145755,0.453512863145755,0.351970853455259,0.351970853455259,0.644174294647445,0.000271050151854501,0.0350211392189856,Dys-CIM
VIM,4,0.00036421373120443,0.0407774726686923,-0.710120229908756,0.694483575389078,0.179314888113099,0.661832102578716,0.96366936791119,0.278187384486661,0,0.833333333333333,limma_dupcor_2grp(mod_t),-1.37195233248747,1.37195233248747,1.18784093511528,1.18784093511528,0.633831019696873,0.00036421373120443,0.0407774726686923,Dys-CIM
CD44,19,0.000203308806109848,0.0296185538699926,-0.766968153629004,0.664618532490934,0.171603767194547,0.133959105510377,0.131112944693009,0.0378490469563767,0.133333333333333,0.75,limma_dupcor_2grp(mod_t),-0.900927259139381,0.900927259139381,0.677427780650067,0.677427780650067,0.653892364032902,0.000203308806109848,0.0296185538699927,Dys-CIM
VEZT,0,5.79285364797151e-07,0.00108867029557545,-0.800296692058115,0.304285349845381,0.0785661394964039,-0.0807308551723125,0.123333657701736,0.0356033602371191,0,0.333333333333333,limma_dupcor_2grp(mod_t),-0.719565836885803,0.719565836885803,0.328330268559898,0.328330268559898,0.797144379195557,5.79285364797151e-07,0.00108867029557545,Dys-CIM
BMAL2,27,0.000444812172086305,0.0456399628291906,-0.857902271023031,0.712992990310274,0.184093998495621,0.110074138742928,0.331872933114339,0.0958034636351572,0.2,0.5,limma_dupcor_2grp(mod_t),-0.967976409765959,0.967976409765959,0.786446850057587,0.786446850057587,0.626615445147173,0.000444812172086305,0.0456399628291906,Dys-CIM
FUT8,0,4.70485414980366e-07,0.000944588074517895,-1.3377297709272,0.524100758285079,0.135322233904853,0.127185060418353,0.182032842128376,0.0525483552020853,0,0.75,limma_dupcor_2grp(mod_t),-1.46491483134555,1.46491483134555,0.554813086046399,0.554813086046399,0.800805840141668,4.70485414980366e-07,0.000944588074517894,Dys-CIM
SLC4A7,4,3.91997527749014e-06,0.00303344596669462,-0.869536081762863,0.419554596622324,0.108328531036202,0.229827341392072,0.3413382757562,0.0985358726962823,0,0.75,limma_dupcor_2grp(mod_t),-1.09936342315494,1.09936342315494,0.540867708449244,0.540867708449244,0.75971106770318,3.91997527749014e-06,0.00303344596669463,Dys-CIM
APBA2,8,1.93193712956233e-05,0.00766041465235156,-0.653778202921753,0.167894735991497,0.0433502344273972,0.123732103392783,0.495740591216152,0.143107981893435,0,0.5,limma_dupcor_2grp(mod_t),-0.777510306314536,0.777510306314536,0.523399824372338,0.523399824372338,0.722363802179337,1.93193712956233e-05,0.00766041465235156,Dys-CIM
ZZZ3,11,0.000217004988711405,0.0305323311389815,-0.541187597636083,0.373495876547991,0.0964362206498341,0.0312964310139408,0.173592968152061,0.0501119734460093,0,0.583333333333333,limma_dupcor_2grp(mod_t),-0.572484028650024,0.572484028650024,0.411866104929982,0.411866104929982,0.651718620689077,0.000217004988711405,0.0305323311389814,Dys-CIM
FAM120A,12,0.000279743703859378,0.0354057624911734,-0.668343122013544,0.401506689994652,0.103668581582677,-0.0529480283488468,0.197152028414571,0.0569128883382166,0,0.25,limma_dupcor_2grp(mod_t),-0.615395093664697,0.615395093664697,0.447299166574723,0.447299166574723,0.643086748585487,0.000279743703859378,0.0354057624911734,Dys-CIM
CUL1,5,5.21240717197949e-05,0.0132291229227873,-0.226215523175199,0.132557771939187,0.0342262695420555,0.0820221389952193,0.111220055931901,0.0321064646157841,0.0666666666666667,0.666666666666667,limma_dupcor_2grp(mod_t),-0.308237662170418,0.308237662170418,0.173036018629003,0.173036018629003,0.695687253741952,5.21240717197949e-05,0.0132291229227873,Dys-CIM
DCBLD2,2,1.92177940454679e-05,0.00766041465235156,-1.46333652231064,0.933377139763514,0.24099694120232,0.195585626330713,0.450577324536115,0.130070469805834,0,0.666666666666667,limma_dupcor_2grp(mod_t),-1.65892214864135,1.65892214864135,1.03644238162053,1.03644238162053,0.722497918196934,1.92177940454679e-05,0.00766041465235156,Dys-CIM
GDI2,0,3.17511152359095e-06,0.00270929807857749,-0.317701640706394,0.151711044433047,0.0391716232349951,0.120154053450906,0.134456574682,0.0388142697934839,0,0.75,limma_dupcor_2grp(mod_t),-0.4378556941573,0.4378556941573,0.202718552377877,0.202718552377877,0.76419861770777,3.17511152359095e-06,0.00270929807857749,Dys-CIM
ATG5,2,9.00546223059911e-05,0.018904409879375,-0.519843282446563,0.421712772673962,0.108885769696614,0.108494372001144,0.174492277911836,0.0503715818119546,0,0.666666666666667,limma_dupcor_2grp(mod_t),-0.628337654447707,0.628337654447707,0.456387135760006,0.456387135760006,0.679680842515116,9.00546223059911e-05,0.018904409879375,Dys-CIM
