"k","cluster","sample_id","item_consensus","stability"
4,2,"delta_HCC1806_EPI_R1",0,"Very Low (<50%)"
4,2,"delta_HCC1806_EPI_R2",0,"Very Low (<50%)"
4,2,"delta_HCC1806_EPI_R3",0,"Very Low (<50%)"
4,2,"delta_MDAMB468_EPI_R1",0,"Very Low (<50%)"
4,2,"delta_MDAMB468_EPI_R2",0,"Very Low (<50%)"
4,2,"delta_MDAMB468_EPI_R3",0,"Very Low (<50%)"
4,2,"delta_BT549_EPI_R2",0.989143744845643,"Very High (>=87.5%)"
4,2,"delta_BT549_EPI_R1",0,"Very Low (<50%)"
4,2,"delta_BT549_EPI_R3",0,"Very Low (<50%)"
4,2,"delta_HCC38_EPI_R1",0.988867617532318,"Very High (>=87.5%)"
4,2,"delta_HCC38_EPI_R2",0.98927150291695,"Very High (>=87.5%)"
4,2,"delta_HCC38_EPI_R3",0.988958725028636,"Very High (>=87.5%)"
4,2,"delta_Hs578t_EPI_R1",0.985115318223785,"Very High (>=87.5%)"
4,2,"delta_Hs578t_EPI_R2",0.983813129775801,"Very High (>=87.5%)"
4,2,"delta_Hs578t_EPI_R3",0.986975987907238,"Very High (>=87.5%)"
4,2,"delta_MDAMB231_EPI_R1",0,"Very Low (<50%)"
4,2,"delta_MDAMB231_EPI_R2",0,"Very Low (<50%)"
4,2,"delta_MDAMB231_EPI_R3",0,"Very Low (<50%)"
4,2,"delta_MDAMB157_EPI_R1",0,"Very Low (<50%)"
4,2,"delta_MDAMB157_EPI_R2",0,"Very Low (<50%)"
4,2,"delta_MDAMB157_EPI_R3",0,"Very Low (<50%)"
4,3,"delta_DU4475_EPI_R2",1,"Very High (>=87.5%)"
4,3,"delta_DU4475_EPI_R1",1,"Very High (>=87.5%)"
4,3,"delta_DU4475_EPI_R3",1,"Very High (>=87.5%)"
4,3,"delta_HCC1395_EPI_R1",1,"Very High (>=87.5%)"
4,3,"delta_HCC1395_EPI_R2",1,"Very High (>=87.5%)"
4,3,"delta_HCC1395_EPI_R3",1,"Very High (>=87.5%)"
4,3,"delta_HCC1806_EPI_R1",0.00407892721863012,"Very Low (<50%)"
4,3,"delta_HCC1806_EPI_R2",0.00361563971502557,"Very Low (<50%)"
4,3,"delta_HCC1806_EPI_R3",0.00658994560709148,"Very Low (<50%)"
4,3,"delta_MDAMB468_EPI_R1",0.0124091711009968,"Very Low (<50%)"
4,3,"delta_MDAMB468_EPI_R2",0.0106063208252762,"Very Low (<50%)"
4,3,"delta_MDAMB468_EPI_R3",0.0125346900603805,"Very Low (<50%)"
4,3,"delta_BT549_EPI_R2",0,"Very Low (<50%)"
4,3,"delta_BT549_EPI_R1",0,"Very Low (<50%)"
4,3,"delta_BT549_EPI_R3",0,"Very Low (<50%)"
4,3,"delta_HCC38_EPI_R1",0,"Very Low (<50%)"
4,3,"delta_HCC38_EPI_R2",0,"Very Low (<50%)"
4,3,"delta_HCC38_EPI_R3",0,"Very Low (<50%)"
4,3,"delta_Hs578t_EPI_R1",0,"Very Low (<50%)"
4,3,"delta_Hs578t_EPI_R2",0,"Very Low (<50%)"
4,3,"delta_Hs578t_EPI_R3",0,"Very Low (<50%)"
4,3,"delta_MDAMB231_EPI_R1",0,"Very Low (<50%)"
4,3,"delta_MDAMB231_EPI_R2",0,"Very Low (<50%)"
4,3,"delta_MDAMB231_EPI_R3",0,"Very Low (<50%)"
4,3,"delta_MDAMB157_EPI_R1",0,"Very Low (<50%)"
4,3,"delta_MDAMB157_EPI_R2",0,"Very Low (<50%)"
4,3,"delta_MDAMB157_EPI_R3",0,"Very Low (<50%)"
4,4,"delta_DU4475_EPI_R2",0.012985770201355,"Very Low (<50%)"
4,4,"delta_DU4475_EPI_R1",0.0114168140753675,"Very Low (<50%)"
4,4,"delta_DU4475_EPI_R3",0.0114728864471367,"Very Low (<50%)"
4,4,"delta_HCC1395_EPI_R1",0.00388416289653041,"Very Low (<50%)"
4,4,"delta_HCC1395_EPI_R2",0.00411153857273006,"Very Low (<50%)"
4,4,"delta_HCC1395_EPI_R3",0.00596352233428106,"Very Low (<50%)"
4,4,"delta_HCC1806_EPI_R1",1,"Very High (>=87.5%)"
4,4,"delta_HCC1806_EPI_R2",1,"Very High (>=87.5%)"
4,4,"delta_HCC1806_EPI_R3",1,"Very High (>=87.5%)"
4,4,"delta_MDAMB468_EPI_R1",1,"Very High (>=87.5%)"
4,4,"delta_MDAMB468_EPI_R2",1,"Very High (>=87.5%)"
4,4,"delta_MDAMB468_EPI_R3",1,"Very High (>=87.5%)"
4,4,"delta_BT549_EPI_R2",0,"Very Low (<50%)"
4,4,"delta_BT549_EPI_R1",0,"Very Low (<50%)"
4,4,"delta_BT549_EPI_R3",0,"Very Low (<50%)"
4,4,"delta_HCC38_EPI_R1",0,"Very Low (<50%)"
4,4,"delta_HCC38_EPI_R2",0,"Very Low (<50%)"
4,4,"delta_HCC38_EPI_R3",0,"Very Low (<50%)"
4,4,"delta_Hs578t_EPI_R1",0,"Very Low (<50%)"
4,4,"delta_Hs578t_EPI_R2",0,"Very Low (<50%)"
4,4,"delta_Hs578t_EPI_R3",0,"Very Low (<50%)"
4,4,"delta_MDAMB231_EPI_R1",0,"Very Low (<50%)"
4,4,"delta_MDAMB231_EPI_R2",0,"Very Low (<50%)"
4,4,"delta_MDAMB231_EPI_R3",0,"Very Low (<50%)"
4,4,"delta_MDAMB157_EPI_R1",0,"Very Low (<50%)"
4,4,"delta_MDAMB157_EPI_R2",0,"Very Low (<50%)"
4,4,"delta_MDAMB157_EPI_R3",0,"Very Low (<50%)"
