scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LTB4R",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",26.7115866053351,0.000163975621606677,0.000602617393034078,"YES",3.72997406847212,9.57497392409798e-05,0.000409833581304769,"YES",0.439,414,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SLC2A5",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.4765936884122,0.000278585625460715,0.000885746264591198,"YES",3.72587466723625,9.73195524756526e-05,0.000414292263597635,"YES",0.417,415,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CALML4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",27.6437393597832,0.000109644446369289,0.000447762388888117,"YES",3.72431985042745,9.79212508369247e-05,0.000416648162461451,"YES",0.449,416,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FFAR4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",26.5903573033283,0.000172761313602321,0.000627159181773002,"YES",3.71941399618852,9.98427624434112e-05,0.000421704942302592,"YES",0.439,417,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GDF5",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.8968443186812,6.36332657340667e-05,0.00029793350516509,"YES",3.70957285504492,0.000103804605585012,0.000435031540356032,"YES",0.435,418,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TSPAN12",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.183492667611,0.000315746927542327,0.000972163086742046,"YES",3.70365557137246,0.000106257376503557,0.000444232026089725,"YES",0.403,419,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LAMP3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",31.7717346170327,1.80464882799707e-05,0.000118300031049993,"YES",3.69717795088225,0.000109004762928263,0.000452552363605216,"YES",0.443,420,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CFTR",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",26.7514297284751,0.000161185570344796,0.000595406800729985,"YES",3.69512250826432,0.000109890395539365,0.000455011623372926,"YES",0.426,421,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GLIPR2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",26.525873479512,0.000177622219156692,0.000638892092164691,"YES",3.69475155653242,0.000110050946103302,0.000455309461308515,"YES",0.439,422,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MAP6",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",26.8339333075787,0.000155556324156899,0.000578326377057252,"YES",3.68644998484602,0.000113702054594386,0.000466762620882471,"YES",0.442,423,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CFI",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.5108652935016,0.000420490070068615,0.00121270348082289,"YES",3.67823051554907,0.000117428828243965,0.000477518076775294,"YES",0.405,424,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"IFI30",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",28.3908117384121,7.93021549420598e-05,0.000352072031689244,"YES",3.6703679916898,0.000121100764445308,0.000489451286369351,"YES",0.433,425,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SLC6A1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.9389294394232,0.000228550605689184,0.000764997353177646,"YES",3.66501255125394,0.000123663226689967,0.000498094878731231,"YES",0.432,426,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GARIN1A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.3719558874929,0.000446048796999062,0.00127154115272709,"YES",3.66427264928684,0.000124021226349715,0.000498536719326241,"YES",0.399,427,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SOWAHD",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.2031055665447,0.000313114613445323,0.000966332617818201,"YES",3.653174371802,0.000129509102727218,0.00051642053947928,"YES",0.418,428,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ATF7IP2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.4068977378297,0.000287011050679051,0.00090619039747879,"YES",3.64803055633988,0.000132129107847528,0.000524203251317847,"YES",0.401,429,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HFE",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.617346632516,0.000401879362860433,0.00117255140521695,"YES",3.64579794819559,0.000133281682181849,0.000527563135572097,"YES",0.412,430,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GRIP2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",26.160098358417,0.000207859713652069,0.000716588681224011,"YES",3.64170124933232,0.000135421137464296,0.000533315567981126,"YES",0.435,431,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"COL4A3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",26.2228762954735,0.000202331169761553,0.000702864598982465,"YES",3.64193468469699,0.000135298368659708,0.000533315567981126,"YES",0.41,432,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"COQ10A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",30.9824220470912,2.55459238687231e-05,0.000153075781628392,"YES",3.64035793262809,0.00013612964905137,0.000535641925063508,"YES",0.439,433,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LTB4R2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.5419800465371,0.000414965826886459,0.00120078474855911,"YES",3.63403221052036,0.000139513002411789,0.000546711034428396,"YES",0.411,434,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HEXD",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.845873714867,0.000364632948064448,0.00108276495812758,"YES",3.62977922656997,0.000141831865927622,0.000553535581677723,"YES",0.413,435,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SPMIP4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.2472449725079,0.000307269353850537,0.000953407858459649,"YES",3.6269498605984,0.000143394477991821,0.000557365293059198,"YES",0.408,436,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FBP1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",29.041796840877,5.97388340983319e-05,0.000284327854073087,"YES",3.62148322466382,0.000146459401174347,0.000565631581396889,"YES",0.437,437,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"EMP3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.7261746689735,0.000383696877296314,0.00112769766832081,"YES",3.62098308849734,0.000146742850249846,0.000566070381298398,"YES",0.413,438,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MRGPRX2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.6476632309291,0.000396730633977057,0.0011612580191954,"YES",3.61658614720366,0.000149256999743276,0.000572926446078618,"YES",0.415,439,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PNPLA1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.635117329159,0.000260319313290036,0.000842887562619033,"YES",3.61487004582864,0.000150249159111649,0.000575642644564835,"YES",0.424,440,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CD14",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.1060934893657,0.000499302331453926,0.00139131037401633,"YES",3.61478555499132,0.000150298166439283,0.000575642644564835,"YES",0.387,441,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"METTL24",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.5260140581184,0.000272759488068182,0.000871964785674419,"YES",3.61189551675721,0.000151983520655813,0.00058106592810767,"YES",0.418,442,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"WNT2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.9706692192012,0.000225460954723732,0.000756710454418937,"YES",3.60812017378052,0.000154211815843655,0.000587502763317836,"YES",0.42,443,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CRACDL",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",27.5481631359611,0.000114274283641578,0.000461041085510363,"YES",3.60657925406751,0.000155130063092294,0.00059074020936602,"YES",0.439,444,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LIPC",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.8519019305642,0.000363697939919474,0.0010809181774068,"YES",3.6059184415795,0.000155525413195017,0.000591482628913033,"YES",0.418,445,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CYP20A1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.6245480927434,0.000400650397972099,0.00117114237266302,"YES",3.59104912033029,0.00016467477541647,0.000620785774167198,"YES",0.415,446,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NUP210L",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.9287220957173,0.000229553066843256,0.000767199107418982,"YES",3.58554999215738,0.000168184278383185,0.000631807635249674,"YES",0.431,447,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MUC20",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.3080641351054,0.00045831225506508,0.00130091330557782,"YES",3.58444558044301,0.000168897491923593,0.000633519519821329,"YES",0.41,448,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PDLIM1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.2165704468425,0.000476453469084261,0.00134050113620088,"YES",3.58339842708536,0.000169576341452406,0.000635377442636915,"YES",0.407,449,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM80",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",23.6610696910074,0.000602772825587739,0.00161181490920254,"YES",3.58199628477432,0.000170489321577355,0.000637414365637345,"YES",0.393,450,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CYP46A1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",23.9637155429312,0.000530344838748458,0.00145326948668163,"YES",3.57474343522839,0.000175285750298032,0.000652238352445761,"YES",0.37,451,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF700",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.2144310844991,0.000476886004933339,0.00134084370693053,"YES",3.57158293816151,0.000177415071786313,0.000659024818960005,"YES",0.409,452,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SLC8A3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",26.9480450161414,0.000148089056620651,0.000556801947529236,"YES",3.5665148378968,0.000180880167903966,0.000669215174176773,"YES",0.433,453,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ARHGAP23",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.2497015760967,0.000469804102670914,0.00132785443889529,"YES",3.56430752843778,0.000182409016660422,0.000673804539710094,"YES",0.41,454,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF852",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.6169465892463,0.000401947740947009,0.00117255140521695,"YES",3.56150536596275,0.000184367285480096,0.000679081765563222,"YES",0.392,455,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"OMG",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",27.1696255425789,0.000134585839825822,0.000518224547905852,"YES",3.55768506176604,0.000187068752190782,0.000685733331628828,"YES",0.426,456,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF616",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.4680441162002,0.00042821127403724,0.00123072779822744,"YES",3.55322095052017,0.000190272346874499,0.000695408759500232,"YES",0.414,457,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LINC00339",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",26.4557982144346,0.000183057724589987,0.000651383548654431,"YES",3.55105406550174,0.000191845794641676,0.000699086723801952,"YES",0.411,458,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FGD5P1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",23.9330883057046,0.000537266564666764,0.00146990272241899,"YES",3.54455358771773,0.000196639275449907,0.00071085056885515,"YES",0.399,459,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CLEC7A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.1466100708568,0.000320756261114156,0.000982885574273455,"YES",3.54407283203687,0.00019699819490108,0.000711849842462905,"YES",0.401,460,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NLRP4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.2145815841622,0.000476855564309912,0.00134084370693053,"YES",3.54149717572888,0.000198931558967954,0.000716735040640699,"YES",0.398,461,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LRRC2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",23.5860370411007,0.000622183852974581,0.00165143785521921,"YES",3.53712591350053,0.000202253384945037,0.000726277344440585,"YES",0.373,462,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"RYR3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",25.2624702956544,0.000305278155795263,0.000948252414095508,"YES",3.5339731071464,0.000204681364132163,0.000733165417640695,"YES",0.409,463,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ATG14",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.6149444907879,0.000402290125252159,0.0011727572604057,"YES",3.53117424473461,0.000206859556094729,0.000739432936844,"YES",0.413,464,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"KIR2DS4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.3119493257582,0.000457557142549645,0.00129919729617008,"YES",3.52339162905941,0.000213030647118081,0.000757025200038687,"YES",0.405,465,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LINC00574",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",23.2554290789446,0.000715290235138571,0.00185093643868515,"YES",3.5169375529239,0.000218278237695057,0.000772568873285746,"YES",0.391,466,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"IL4I1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",23.5096245584091,0.000642583256731386,0.00169671080854808,"YES",3.51579496607572,0.0002192197163385,0.000774390580290504,"YES",0.382,467,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FAM167B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.0608808116587,0.000508961116547337,0.00140853927988678,"YES",3.50991247629408,0.000224127107983521,0.000789062755932192,"YES",0.409,468,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MKNK1-AS1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.0094644387753,0.000520168717727739,0.00143266385741228,"YES",3.50610693259116,0.000227356249758939,0.000799127119824799,"YES",0.409,469,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MAB21L3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.507624061286,0.000421069679164352,0.00121396934898403,"YES",3.50042426710472,0.000232259103249218,0.000810745874570189,"YES",0.415,470,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CCDC81",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.1916169254447,0.000481522667257868,0.00135299872867735,"YES",3.49145252524096,0.000240200916281143,0.000832072945238852,"YES",0.411,471,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GABPB1-AS1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.7884284310953,0.000373662634551752,0.00110271370504346,"YES",3.49006467028388,0.000241451836190808,0.000835400118079585,"YES",0.418,472,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ACSM5",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",22.8402871348856,0.000851773565633441,0.00212487831681149,"YES",3.48671376237987,0.000244497209935654,0.000843906569813904,"YES",0.37,473,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ZRSR2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",23.4681302451217,0.000653934761857027,0.00171879471826509,"YES",3.48478306963226,0.000246268089483538,0.000848174975791469,"YES",0.398,474,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"IRF1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",23.7703009708605,0.000575574679806617,0.00155207309751603,"YES",3.4846648637838,0.000246376898453253,0.000848174975791469,"YES",0.395,475,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SAFB2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.9682136927463,0.0003461128281778,0.00103845882974487,"YES",3.48284446483463,0.000248058254574538,0.000852447104230858,"YES",0.415,476,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"KCNJ10",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.0853069686216,0.000503720348962286,0.00139844170177131,"YES",3.4759698756248,0.00025450472898327,0.000867945689023791,"YES",0.411,477,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"OR13A1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",24.0412424655651,0.000513213505108389,0.00141848793580407,"YES",3.47262602230869,0.000257696489382528,0.000876493104801669,"YES",0.399,478,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TREML2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",23.445977094811,0.000660075625366224,0.00173229701073149,"YES",3.46908965834041,0.000261112572132462,0.000883932989358914,"YES",0.386,479,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"COL7A1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",23.061516187654,0.00077613482446051,0.00197792894278492,"YES",3.44959706436525,0.000280711928259883,0.00094195291461268,"YES",0.383,480,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
