scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HAPLN3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",43.089220764968,1.11996307261138e-07,4.37292368939531e-06,"YES",4.923284199211,4.25518586019878e-07,8.88158692225976e-06,"YES",0.557,140,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TAF1C",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.8371448437886,7.70339798457109e-07,1.39942360439714e-05,"YES",4.91471913296409,4.44549145845039e-07,9.10366694376942e-06,"YES",0.527,141,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MYO15B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.7289873718185,1.9885689485252e-06,2.59204855843263e-05,"YES",4.91531268351796,4.43204341160944e-07,9.10366694376942e-06,"YES",0.477,142,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"C3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",37.9109049170415,1.16932162122039e-06,1.82460692034553e-05,"YES",4.90991138033707,4.55587803644162e-07,9.27185650388083e-06,"YES",0.538,143,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HRH2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.4923922935085,2.21110001689576e-06,2.76515681823094e-05,"YES",4.90519082708797,4.66682759155409e-07,9.43092629684315e-06,"YES",0.476,144,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CD1D",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.070464424224,2.67104659890358e-06,3.08960604583632e-05,"YES",4.90391317978708,4.69730128645141e-07,9.47033009364233e-06,"YES",0.503,145,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PLPPR4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.7662778870699,5.06312607333444e-07,1.06820818794139e-05,"YES",4.9007950789508,4.77247882928857e-07,9.52447789642827e-06,"YES",0.516,146,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"APOL6",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.9600963882458,7.28767029868325e-07,1.34658044983593e-05,"YES",4.89840834418458,4.83080438452562e-07,9.56788649763511e-06,"YES",0.522,147,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GNB3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.912744454815,1.83121301628692e-06,2.44772397930563e-05,"YES",4.89309751142142,4.9630597178209e-07,9.7332368875174e-06,"YES",0.524,148,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"COL5A3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.7647373723487,1.95693733286289e-06,2.56242977925249e-05,"YES",4.89000615963414,5.04164111812465e-07,9.77809355769103e-06,"YES",0.526,149,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GABARAPL1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.1675035430102,2.55749490456697e-06,3.01483928026071e-05,"YES",4.88952721181745,5.05392250171538e-07,9.77809355769103e-06,"YES",0.508,150,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"KCNE1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",37.7505793438321,1.25678446684424e-06,1.89926325120823e-05,"YES",4.89075500811869,5.02249637975004e-07,9.77809355769103e-06,"YES",0.478,151,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF592",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.841695883143,4.89333966810595e-07,1.04504747312592e-05,"YES",4.88803451688657,5.09238382855081e-07,9.81365345955395e-06,"YES",0.529,152,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HSPA12B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",37.9484985155838,1.1497048388431e-06,1.81598809632602e-05,"YES",4.8862021134916,5.13998350870435e-07,9.8519317254407e-06,"YES",0.508,153,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM140",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",37.6900763510825,1.29145462425069e-06,1.94145678617756e-05,"YES",4.88297075615713,5.22496869987447e-07,9.90470712658822e-06,"YES",0.538,154,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"STEAP4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.1485883501625,2.57924604589584e-06,3.02395572418956e-05,"YES",4.88254125819023,5.2363658793381e-07,9.90470712658822e-06,"YES",0.482,155,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SELPLG",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.4831257936982,2.22030184724043e-06,2.7726461128564e-05,"YES",4.87756122855866,5.37027568293439e-07,1.00520843531542e-05,"YES",0.516,156,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"AKAP17A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.4190500172656,9.30151189667383e-07,1.57687124079368e-05,"YES",4.87304430225056,5.49457837902266e-07,1.02624928209062e-05,"YES",0.544,157,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"UBA7",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.6764326314021,3.18590420703594e-06,3.49266318761406e-05,"YES",4.87147775349434,5.53833183643463e-07,1.03099316658489e-05,"YES",0.488,158,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF211",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",37.0857335152847,1.69440596891198e-06,2.3097992268154e-05,"YES",4.86412286043616,5.7482744387233e-07,1.05657184869523e-05,"YES",0.535,159,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"IRF4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",37.9222142640138,1.16338554385568e-06,1.82460692034553e-05,"YES",4.86389559751627,5.75488201282602e-07,1.05657184869523e-05,"YES",0.439,160,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"KIAA0513",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.6902099942574,2.02345365041479e-06,2.62082717123189e-05,"YES",4.85874629163136,5.90656964956598e-07,1.07300609486536e-05,"YES",0.513,161,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FREM1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.3832290390465,2.32194942715261e-06,2.83279925378915e-05,"YES",4.85656988736951,5.97183195478446e-07,1.0803131643152e-05,"YES",0.466,162,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"VPS9D1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",37.5322479899767,1.38643367606877e-06,2.03808112279342e-05,"YES",4.85020378147785,6.16673481576019e-07,1.09943708109906e-05,"YES",0.513,163,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HOXA4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.0489577682956,2.69688301423384e-06,3.11115020452189e-05,"YES",4.83392098331168,6.69348701381661e-07,1.17081454386086e-05,"YES",0.522,164,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"COLQ",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.5107429479405,3.43079175080112e-06,3.65936984149108e-05,"YES",4.83324271148502,6.71634255662447e-07,1.17081454386086e-05,"YES",0.508,165,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CD4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",37.1551333804424,1.64242046781463e-06,2.27427593760936e-05,"YES",4.82990758980894,6.82982151357771e-07,1.18105270221768e-05,"YES",0.488,166,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MED15",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",43.704265371031,8.46045405479569e-08,3.60711744282355e-06,"YES",4.82422020637029,7.02760333774919e-07,1.20559024257332e-05,"YES",0.516,167,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PI4KAP2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.6267929603221,3.25739113537722e-06,3.54451804630139e-05,"YES",4.82319865848417,7.0637068717092e-07,1.20937949595196e-05,"YES",0.509,168,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PLA2G4C",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.4514835271082,3.5228406194595e-06,3.73906417039558e-05,"YES",4.81436313710847,7.38350336695068e-07,1.241954201821e-05,"YES",0.472,169,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"FNBP4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.5459575127929,3.37722767938233e-06,3.61564486915511e-05,"YES",4.80634368263048,7.68577827003966e-07,1.27566961560834e-05,"YES",0.515,170,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LY6G5B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.9493951207845,2.81976123046365e-06,3.22909531149161e-05,"YES",4.80591643048741,7.70221195656442e-07,1.27566961560834e-05,"YES",0.512,171,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LGMN",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.3932049469378,2.3115943478206e-06,2.82531836081359e-05,"YES",4.78641807085131,8.48921005655006e-07,1.37436010465235e-05,"YES",0.508,172,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PROCA1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.1980249227485,2.52278099327441e-06,2.99159894473653e-05,"YES",4.78506555754819,8.54657658463285e-07,1.38025574514589e-05,"YES",0.517,173,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"OTUD1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.8766652140154,4.55320533196064e-06,4.4851151609005e-05,"YES",4.77866265290412,8.82324896041049e-07,1.41253831687165e-05,"YES",0.498,174,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"MAP3K6",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",39.3389801106809,6.14177480606951e-07,1.20765347467823e-05,"YES",4.77048814073076,9.18900031247068e-07,1.44061196083441e-05,"YES",0.543,175,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"DENND4B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.4614564127073,2.24196875331321e-06,2.7856255878473e-05,"YES",4.77107510474075,9.1622596054628e-07,1.44061196083441e-05,"YES",0.507,176,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"COL24A1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.8580036405776,1.87674883442002e-06,2.49529517599543e-05,"YES",4.76971888063883,9.22415956301884e-07,1.44194334908133e-05,"YES",0.518,177,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TRMT10B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.366174685695,2.33975881711823e-06,2.84363082153708e-05,"YES",4.76749074846834,9.32672790411799e-07,1.45009612765107e-05,"YES",0.507,178,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SSC5D",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.7723940673635,3.05209630424058e-06,3.41309689028062e-05,"YES",4.76540399909962,9.42378100923441e-07,1.46255047353748e-05,"YES",0.52,179,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CENPT",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.3965424479678,2.30814024317899e-06,2.82509817849525e-05,"YES",4.75500786841815,9.92193441648496e-07,1.51265675052736e-05,"YES",0.526,180,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SMAP2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.8623831560968,4.58229525664161e-06,4.50649942762268e-05,"YES",4.75070062106318,1.01356532109324e-06,1.5370922945015e-05,"YES",0.485,181,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"ASPHD2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.3380191862941,2.36945820197095e-06,2.86359311271811e-05,"YES",4.74857260961281,1.02428670299429e-06,1.54520453848562e-05,"YES",0.519,182,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PNOC",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.8880176357557,4.53021336926958e-06,4.46756699010596e-05,"YES",4.74517900801664,1.04161011982714e-06,1.56042599374798e-05,"YES",0.479,183,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NAPB",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.1904181715279,2.53138860303134e-06,2.99224003500787e-05,"YES",4.72203633427037,1.16747477375585e-06,1.7045921865887e-05,"YES",0.523,184,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CAPN3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.3454376430816,2.36159682024834e-06,2.85809522607614e-05,"YES",4.72021374714531,1.17798471017548e-06,1.71703210542301e-05,"YES",0.519,185,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SNRNP70",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.0615765161588,1.09264935155197e-06,1.76233107561531e-05,"YES",4.71674615763851,1.19823189643104e-06,1.73164343920374e-05,"YES",0.537,186,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SEMA6D",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.6937884525676,4.93995476091128e-06,4.75126382015416e-05,"YES",4.71545074461513,1.20588117080982e-06,1.73164343920374e-05,"YES",0.5,187,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LIMA1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.0822278652711,1.08253750165778e-06,1.75257337744934e-05,"YES",4.71682831273526,1.19774835354781e-06,1.73164343920374e-05,"YES",0.493,188,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"POLR2A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",38.0253370101904,1.1106213048526e-06,1.77802434871486e-05,"YES",4.70948255316808,1.24173235082972e-06,1.7623204696233e-05,"YES",0.543,189,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LRRC25",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.0888758696754,6.46670659510627e-06,5.67085479768008e-05,"YES",4.70323553841762,1.28035359108705e-06,1.79062741288333e-05,"YES",0.489,190,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PRKD2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.2963636739236,3.77556601625983e-06,3.93343306167764e-05,"YES",4.68696598058925,1.38642518493751e-06,1.88104762906066e-05,"YES",0.5,191,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"NFKBID",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.8460011449305,4.61588963116099e-06,4.52393831615983e-05,"YES",4.68112990936099,1.42649033986913e-06,1.92030969465377e-05,"YES",0.504,192,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"CCDC88B",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",35.8213495377209,2.98599836220833e-06,3.35934548468001e-05,"YES",4.67580097074899,1.46404244304897e-06,1.95398521225397e-05,"YES",0.524,193,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"WDFY4",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",33.811628806065,7.31490516014907e-06,6.21875040659373e-05,"YES",4.67463815720351,1.47236173170266e-06,1.96064959612072e-05,"YES",0.476,194,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SNAI3",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",33.8949985374008,7.04885632545574e-06,6.04045071541421e-05,"YES",4.6732607687611,1.48227487174985e-06,1.96777690281992e-05,"YES",0.462,195,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"TMT1A",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.6917112047867,4.94452996928779e-06,4.75126382015416e-05,"YES",4.66644625989292,1.53226873977401e-06,2.01861785580305e-05,"YES",0.438,196,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SLC38A10",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.9327368143986,2.98536712106184e-07,7.83199814255065e-06,"YES",4.65434673353544,1.62504742808457e-06,2.10232897405424e-05,"YES",0.51,197,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"EGR1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",41.3630082580762,2.45588810784872e-07,6.88047353332031e-06,"YES",4.63146344331014,1.81545056859268e-06,2.28027990631532e-05,"YES",0.542,198,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"LGALS9",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",36.507452735226,2.19622542871986e-06,2.75453913145693e-05,"YES",4.63171129504448,1.81327813775793e-06,2.28027990631532e-05,"YES",0.521,199,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"HLA-F-AS1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.2595490097242,5.99387323501401e-06,5.36049633101493e-05,"YES",4.6226510992533,1.89433327657576e-06,2.369014759938e-05,"YES",0.492,200,FALSE,FALSE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"SLC9A1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",40.0427352876445,4.46790710869606e-07,1.00399923023277e-05,"YES",4.61383266787194,1.9765536275027e-06,2.45149301441853e-05,"YES",0.55,201,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GFI1",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",34.507530975859,5.3673664511997e-06,5.00797317097456e-05,"YES",4.6057220566156,2.05518549836176e-06,2.51548874686009e-05,"YES",0.511,202,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"PLEKHG2",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",33.012762456517,1.04267088800884e-05,7.95509026757584e-05,"YES",4.60267714772934,2.08547265707042e-06,2.53458359969868e-05,"YES",0.482,203,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"ALL3_NKI.NEO.TNBCCL","Fun","Fun_only",0.3,"GADD45G",3,3,"YES",3,"YES","YES","Fun","YES","Fun","YES","Fun",33.575782774225,8.12270645097425e-06,6.66580625748372e-05,"YES",4.59791271251282,2.13372350376202e-06,2.57149442932437e-05,"YES",0.499,204,TRUE,TRUE,"ALL3_NKI.NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
