gene,endpoint,firth_hr,firth_conf_low,firth_conf_high,firth_p_value,firth_status,firth_fdr,signature_direction,signature_r_rb,signature_correlation_p_value,signature_correlation_padj
MRC1,RFS,0.6444135737063369,0.23875619339062837,1.4803686586469431,0.3093797583368888,converged,0.5487322420322542,Fun-CIM,0.535,3.99329231185796e-8,4.79988112665488e-6
MRGBP,RFS,3.3435930578196658,1.4139905221219167,9.538503791305859,0.006591917466107988,converged,0.05220657629575364,Dys-CIM,-0.478,1.70244379209081e-6,1.4012178055117e-4
MRGPRX2,RFS,1.061282180625097,0.42192896970447763,1.9474458491025886,0.8701074713037771,converged,0.9419803837725832,Fun-CIM,0.362,0.00238096409770945,0.00797836230844684
MRNIP,RFS,0.39012833348356585,0.08072574712647379,1.4475609828853488,0.20180875500633788,converged,0.4265951086618415,Fun-CIM,0.418,3.1463573873459e-4,0.00172507180892418
MRO,RFS,1.3139267983857754,0.5853152520897419,3.087568674689832,0.5157101567980333,converged,0.7263236653411288,Fun-CIM,0.45,3.2632316389735e-4,0.00176284653245099
MRPL1,RFS,1.8019870986777038,0.7862767178719744,4.6426941480657,0.16519817002427495,converged,0.37931548807124216,Dys-CIM,-0.335,0.00431672735677391,0.0303028542925851
MRPL19,RFS,3.3240812258257653,1.2254634791568761,10.972600983170901,0.017201554542672026,converged,0.09098393670606168,Dys-CIM,-0.46,4.7656969616762e-4,0.00594310444632572
MRPL24,RFS,2.039122138392897,0.92650147930048,4.6528854794748975,0.07586046638450472,converged,0.23212675767655266,Dys-CIM,-0.537,5.66753294301576e-7,7.20910190351605e-5
MRPL3,RFS,3.2324852016611105,1.31147357182924,10.557176776702846,0.009670011304259596,converged,0.06560041205096075,Dys-CIM,-0.542,1.80382018110046e-5,6.3901051947931e-4
MRPL30,RFS,3.411934286365797,1.4536620971572323,8.98671863597165,0.005303892361620877,converged,0.048789221040748565,Dys-CIM,-0.505,5.43681910346216e-5,0.00130977914765225
MRPL39,RFS,1.7995148978112396,0.8801311467337419,3.566616597939426,0.10240672974135279,converged,0.2845485304820703,Dys-CIM,-0.46,3.37278271044054e-5,9.4082886133341e-4
MRPL4,RFS,6.514128408959889,2.3112100868892114,29.356894318410887,2.1187240548381503e-4,converged,0.018450619437219297,Dys-CIM,-0.407,1.5127934435321e-4,0.00270263098338885
MRPL42,RFS,3.193355485775355,1.320362852226504,9.01140051656508,0.009804671648193652,converged,0.0656289375477512,Dys-CIM,-0.351,0.00203489104168546,0.0166777152385561
MRPS28,RFS,2.9731872871011342,1.271062977750852,8.2251886234007,0.011681797982400433,converged,0.0726921966888027,Dys-CIM,-0.511,3.2197077440892e-6,2.1330563804591e-4
MRPS31P5,RFS,0.9383184423205035,0.42937407682124823,2.0466021933079492,0.8693950811797252,converged,0.9418976702466518,Fun-CIM,0.367,0.0027966172052266,0.00905625530816762
MRPS35,RFS,4.444647039713393,1.4927631935224286,21.654577402488957,0.005773640754566545,converged,0.049407166396823285,Dys-CIM,-0.544,2.45963199384253e-6,1.8189836605626e-4
MRS2,RFS,3.16110174715943,1.2167696742413372,9.020917796642758,0.01838813995858446,converged,0.09555380799531082,Dys-CIM,-0.473,1.8004503150874e-4,0.00309482810917731
MS4A1,RFS,1.2619010365236643,0.5833094324210301,3.144708755353174,0.5909982367039561,converged,0.7878203317358767,Fun-CIM,0.421,3.7167955794956e-4,0.00194078980998293
MS4A4A,RFS,0.8737747442118832,0.4068565213561931,2.011080357454624,0.7347995822340461,converged,0.874086892601303,Fun-CIM,0.484,2.04164800582378e-6,4.84510496904448e-5
MSC,RFS,2.2050684053209326,0.9358502518211711,6.28685336060686,0.07135445053032963,converged,0.22154285374301502,Fun-CIM,0.497,2.96203392050584e-5,3.0189961112848e-4
MTA3,RFS,2.3054966347429544,0.8914418182869303,7.947698719110941,0.09027622832883153,converged,0.261642062925635,Dys-CIM,-0.46,2.6390285117565e-4,0.00400356665876878
MTCH2,RFS,4.430896378127883,1.6873781959700291,17.191595323388395,0.002392113714275168,converged,0.033109536549920784,Dys-CIM,-0.465,1.45537437187418e-5,5.601746693039e-4
MTFR1,RFS,1.9733206405539816,0.8399927223223982,5.18102798300243,0.1229807812991437,converged,0.31739900597344894,Dys-CIM,-0.421,6.245470989473e-4,0.00716989088322176
MTX2,RFS,4.070207023766357,1.5545652652835524,13.771975915210424,0.0033161680273905425,converged,0.03935409289921733,Dys-CIM,-0.426,1.2948636559455e-4,0.00243648900941232
MUC20,RFS,0.9107791185161609,0.42789257771565653,2.266115745116042,0.8230184501427339,converged,0.9206120276898708,Fun-CIM,0.368,0.0020716486043478,0.00720770520987527
MVB12A,RFS,2.51629316154584,1.1344425617269938,5.662663671433197,0.024126819107502473,converged,0.11452506121221526,Dys-CIM,-0.407,8.2946625474363e-4,0.00867665358580515
MYBPC3,RFS,1.0181583232121325,0.30200713416823316,2.1825458498494643,0.9712666253138084,converged,0.9832165906286741,Fun-CIM,0.399,3.1961966352668e-4,0.00174337998287282
MYCBP,RFS,2.098402776060619,1.0022132073337708,4.2584445941516185,0.049363093995505536,converged,0.1720158640172793,Dys-CIM,-0.391,0.00135330256621836,0.0126202409401009
MYH11,RFS,0.8564903902569314,0.4024950322638635,1.8417757979796514,0.6875204843111469,converged,0.8435938999708438,Fun-CIM,0.598,2.40182223225345e-7,1.42593292290802e-5
MYH3,RFS,0.434408205293376,0.20227198687331804,0.9510675858250829,0.03832100414783457,converged,0.14856912864644764,Fun-CIM,0.548,1.2895244963486e-6,3.72789808944414e-5
MYLIP,RFS,0.8768553808422356,0.3395641163403904,1.8412427200020047,0.7476677293219323,converged,0.8767188496641185,Fun-CIM,0.395,4.1759783729535e-4,0.00213842370788928
MYO15B,RFS,0.3236194590984879,0.09712174362739708,0.8480835883956832,0.022869995407169275,converged,0.1099690363572003,Fun-CIM,0.488,2.30948063429984e-6,5.36069227523613e-5
MYO1H,RFS,0.4286426207153013,0.17633414917627474,1.0539899929999195,0.06404012279996896,converged,0.2048454035999007,Fun-CIM,0.419,5.4853793377283e-4,0.00265098879847664
MYO3A,RFS,1.011291963936162,0.39626095818115614,2.342616083538902,0.9803184513438141,converged,0.9880267393538311,Fun-CIM,0.448,5.7351667143533e-4,0.00274666116741622
MYOM1,RFS,0.3995023575194974,0.15121555023677383,1.0012139111831437,0.050309791342696975,converged,0.17449367910663752,Fun-CIM,0.549,2.65179527187584e-6,6.0084024266804e-5
MYOZ2,RFS,1.2156126766896602,0.4397269368066269,2.6010600228230016,0.6642205484188236,converged,0.8320298461740082,Fun-CIM,0.316,0.0068394473146886,0.018621097997183
MYRIP,RFS,0.43152843864541895,0.10928360817228108,1.1451862799495958,0.09798473837002164,converged,0.27966112914361657,Fun-CIM,0.352,0.00258693965210124,0.00855025404859633
MZF1,RFS,0.6786070199021731,0.22205288486315028,1.8011155367737774,0.46393888206839506,converged,0.6940338225689829,Fun-CIM,0.453,4.0791027370688e-4,0.00210235765054764
MZT1,RFS,3.5802458800417774,1.5089967941088867,9.342651794873849,0.004019686616976048,converged,0.04192363295592625,Dys-CIM,-0.418,4.5869873155775e-4,0.00578834113632407
NAA15,RFS,3.5599171188053105,1.2910351103621183,12.706476900690674,0.013330320921579375,converged,0.08056635565437398,Dys-CIM,-0.46,7.441656582615e-4,0.00806847244532339
NAA20,RFS,3.757094965261174,1.4010218645593746,12.454182412983544,0.00749365012771408,converged,0.05633551187383022,Dys-CIM,-0.426,5.6108801674182e-4,0.00670774395954514
NAE1,RFS,2.250764762725084,1.080377895050828,4.429654632836922,0.03251655633468209,converged,0.1360367794679779,Dys-CIM,-0.43,9.4542781827428e-4,0.00957471484749118
NAF1,RFS,8.373270496079659,1.7785012860433076,59.684194419688225,0.007253375589498123,converged,0.05559462916371318,Dys-CIM,-0.321,0.0074007251331491,0.0461456978890473
NAIP,RFS,0.9045958899947205,0.3028474550331522,2.003597063187199,0.8280578209907807,converged,0.9209181505392585,Fun-CIM,0.534,1.05625204719521e-6,3.1989347715055e-5
NAPB,RFS,0.5519586256274268,0.21126111787865606,1.3589013630933882,0.19981590127392335,converged,0.4249544566174295,Fun-CIM,0.515,2.37390878036908e-5,2.5941683579291e-4
NARS2,RFS,4.618784688346761,1.5053212483016518,19.67741364620114,0.006297694710507562,converged,0.0518317881450016,Dys-CIM,-0.565,1.62120465628391e-5,5.8754321678287e-4
NAT10,RFS,1.595738411981859,0.633879015831597,4.259260793173071,0.33206276882143493,converged,0.566572535281734,Dys-CIM,-0.366,0.00107781415098538,0.0105785462967083
NATD1,RFS,2.0224951682140646,0.926986082214987,4.621844227761322,0.07623023725045541,converged,0.23277728117097826,Fun-CIM,0.45,4.07281556480676e-5,3.7432235537819e-4
NBPF1,RFS,0.9415074239296172,0.40842706324284667,1.9695642448406436,0.8796468232219927,converged,0.9448581057770292,Fun-CIM,0.434,1.7314453430269e-4,0.00110340605026569
NBPF11,RFS,0.3838020722439878,0.12232282949687052,1.0051700366274698,0.051322377135409436,converged,0.1767638152035846,Fun-CIM,0.458,3.80763691657606e-5,3.5717656031598e-4
NBPF12,RFS,0.3398470501437703,0.1257913925310223,0.8274140131377696,0.01845776994439241,converged,0.09558027023652153,Fun-CIM,0.514,7.27774578882567e-6,1.2245096089135e-4
NCKAP1L,RFS,1.203788950995713,0.5388601280728736,2.858208137226346,0.6545781791672037,converged,0.8264537794941421,Fun-CIM,0.518,2.00426712445433e-6,4.79215748553741e-5
NCKAP5L,RFS,2.4738511173899926,1.0990878108848712,6.076352613320324,0.028692067048781467,converged,0.1262506439605716,Fun-CIM,0.485,1.0700618073437e-4,7.5955280074842e-4
NDC1,RFS,5.919428459986234,1.7440407865320253,31.813654763121647,0.002460431180166922,converged,0.03373980164654826,Dys-CIM,-0.353,0.00298322037097922,0.022480191421123
NDUFA10,RFS,3.799819670439434,1.4558062417837043,12.186136206552428,0.005384532465576686,converged,0.04921693926983206,Dys-CIM,-0.394,5.5772176424495e-4,0.00670178265711195
NDUFA6-DT,RFS,0.5549543093572652,0.2778218826377102,1.1844508868570371,0.11965124070843447,converged,0.31490760331910556,Fun-CIM,0.339,0.00322874460089831,0.0101960355817841
NDUFAF2,RFS,2.23044864024046,1.0096379468473211,5.360104535055812,0.04734431464379196,converged,0.16788982894623813,Dys-CIM,-0.547,8.4659652093183e-6,3.9715082128927e-4
NDUFB5,RFS,4.753433443076156,1.6953597877984656,19.77379623048478,0.0019503635620388149,converged,0.029999942486912144,Dys-CIM,-0.319,0.00719254799622839,0.0451130229349236
NDUFS1,RFS,4.318132203224012,1.418530456062908,18.997275997110947,0.0076680466640741685,converged,0.056525626547879855,Dys-CIM,-0.503,1.5033533328212e-4,0.00270093988608568
NDUFS2,RFS,1.8414843527660123,0.8024715768224862,4.535461459929448,0.15117871057677412,converged,0.3599608848299075,Dys-CIM,-0.425,7.8699024213334e-4,0.00836999655513052
NDUFV2,RFS,1.651089028874865,0.74907024359028,3.555222617225307,0.20464952609076814,converged,0.42808749737348534,Dys-CIM,-0.49,3.75756610911387e-6,2.3898120453964e-4
NECAB1,RFS,0.707170757395404,0.3379985029215755,1.511608079893451,0.3568921892087942,converged,0.5932181057443594,Fun-CIM,0.53,1.45901804374934e-5,1.8633242486437e-4
NECAP2,RFS,3.2333686676547204,1.333319024965872,9.04863280220605,0.009100229511121216,converged,0.06327436575573014,Fun-CIM,0.381,0.00160885982817312,0.00597683908129735
NELFB,RFS,14.403298631961045,2.998025102587089,191.96032721701872,1.3942545439404874e-4,converged,0.018450619437219297,Dys-CIM,-0.341,0.00415712131662487,0.029442418233557
NEO1,RFS,2.0083591384767026,0.9003876339651464,4.7126378554294375,0.08805369900052484,converged,0.25670773271609704,Fun-CIM,0.377,0.00184274389502173,0.0065841860518754
NEURL1,RFS,2.7000407840063474,1.0571038357874756,7.444275102975049,0.037219145170449774,converged,0.14518895540071655,Dys-CIM,-0.376,0.00166706087780682,0.0148172757663116
NEXN,RFS,1.289381477793566,0.5483225783807808,2.815487467167173,0.541894579258879,converged,0.7465542994254881,Fun-CIM,0.398,7.1493722055996e-4,0.00326652350773085
NFAM1,RFS,1.0773142216016642,0.5341067358852856,2.957706456599773,0.8560474313668818,converged,0.9347843414692169,Fun-CIM,0.532,8.98181090400764e-7,2.87811812361795e-5
NFASC,RFS,1.2684735593338585,0.5921025486238587,2.9555767265093666,0.5491452038471363,converged,0.7544378913706946,Fun-CIM,0.559,6.50675382568756e-6,1.1306818123325e-4
NFATC2IP,RFS,1.6140161552204106,0.7004567545398535,3.165320745958284,0.24658622691983156,converged,0.480736651379015,Fun-CIM,0.42,0.00165719822187435,0.00612066242225371
NFKBID,RFS,0.903258403415341,0.39309623520153414,2.069165305674612,0.8099990692864945,converged,0.9129887630670743,Fun-CIM,0.408,3.139128054972e-4,0.00172408069340433
NFYC,RFS,1.1771451234499635,0.5441222450362492,3.123990862194482,0.7084805013584423,converged,0.8593444901816978,Fun-CIM,0.44,7.654942114361e-4,0.00341490617298963
NIPSNAP3B,RFS,0.3037785093450818,0.0821498369124426,0.832104673874493,0.018207440841137235,converged,0.09494795734409944,Fun-CIM,0.426,3.6421650226648e-4,0.00191439417720235
NKX6-1,RFS,1.0819466631455783,0.4428062712838063,2.1143912011295565,0.8428488857982215,converged,0.930148435072404,Fun-CIM,0.433,8.3416853189663e-4,0.00361562734834499
NLRP4,RFS,1.1390057360669366,0.5194220638045587,2.466588696599084,0.746522098410261,converged,0.8764359416483618,Fun-CIM,0.407,7.4463432700401e-4,0.00335401864004643
NME1-NME2,RFS,2.246030854608854,0.9144093322846777,6.298125472973865,0.07959353609250408,converged,0.24007744796944713,Dys-CIM,-0.312,0.00746961745394872,0.046456553154412
NME2,RFS,5.375474570630999,1.9312042797252873,21.68896328628635,8.64475457452718e-4,converged,0.02286228843727635,Dys-CIM,-0.492,9.13569643146845e-7,9.68383821735655e-5
NME9,RFS,0.5281971425064503,0.26154575360566296,1.104209085595999,0.08681750131179988,converged,0.2541041886220862,Fun-CIM,0.372,9.3938068164244e-4,0.00390998765395676
NNAT,RFS,0.43480429318128444,0.12978394584873712,1.1403865478045794,0.09576009787172302,converged,0.2748463274186469,Fun-CIM,0.456,2.9944052459915e-4,0.00165892137321482
NOA1,RFS,5.344767723696415,1.953761916275403,20.68553308978554,6.7722748554222e-4,converged,0.02132194462507313,Dys-CIM,-0.482,5.62089260753534e-5,0.00132963091674006
NODAL,RFS,0.32121081873083956,0.09832879712444015,0.9364322636474746,0.037253074309434364,converged,0.14518895540071655,Fun-CIM,0.44,6.4866090354313e-4,0.00301904081714578
NOL10,RFS,3.1597999671522516,1.2537821304071823,9.09847833668572,0.014497425496460714,converged,0.08272450389545095,Dys-CIM,-0.545,1.24524735864373e-5,5.2844952623352e-4
NOSTRIN,RFS,0.31792149762071964,0.11178117601542412,0.804481248315106,0.014578727560238147,converged,0.08272450389545095,Fun-CIM,0.441,2.5975636531436e-4,0.00149313190270818
NOTCH4,RFS,0.733514880189934,0.3054199534154554,1.7033348628529261,0.4676684826174572,converged,0.6957275047959864,Fun-CIM,0.537,2.78121810944122e-5,2.909300522376e-4
NPIPA1,RFS,0.7381419948847477,0.26434645621013375,1.7061777402697604,0.5015876641500014,converged,0.7136200999028516,Fun-CIM,0.46,6.89649728925498e-5,5.6377535680799e-4
NPIPB15,RFS,0.5147428604911154,0.17078296357311346,1.368689072860665,0.19614384637860516,converged,0.4209986036039337,Fun-CIM,0.46,7.10228656347448e-5,5.7177901954047e-4
NPM1,RFS,3.1416607425714416,1.3788631612669209,8.273856731752376,0.0064629810050717,converged,0.05220657629575364,Dys-CIM,-0.522,2.05823714180439e-6,1.6362985277344e-4
NPM3,RFS,3.100636485714166,1.3565379909966142,7.928581386625958,0.008273991442815265,converged,0.058912410225045224,Dys-CIM,-0.546,2.00203521858775e-5,6.9200782555533e-4
NR1H3,RFS,0.67124541296668,0.3996191883134387,1.3367361146598111,0.21908643438822029,converged,0.44706169966248477,Fun-CIM,0.429,9.16016218715032e-5,6.9190773765173e-4
NR5A2,RFS,0.47838336649562024,0.16030688107553503,1.1852155355365368,0.11660011162095474,converged,0.3105841102709244,Fun-CIM,0.6,6.29079873005201e-7,2.30075523312573e-5
NRAP,RFS,0.8815709284353114,0.17163744301522474,1.698610688090316,0.7917301082030507,converged,0.9032035161720495,Fun-CIM,0.412,0.00172147875653493,0.00628462348793775
NRG4,RFS,0.5582042400285059,0.22801924637775822,1.2413519928727768,0.15322612430494786,converged,0.36313273301817905,Fun-CIM,0.53,2.41085299221212e-5,2.6165571724349e-4
NSMCE1,RFS,4.31510494718034,1.596036736395357,17.536540791843723,0.002806813083215065,converged,0.036146871097752276,Dys-CIM,-0.374,0.00102065080635699,0.0101745127404866
NSMCE2,RFS,3.1110955310207564,1.4159101140585184,7.827275187013,0.004624869289384437,converged,0.045121502153197025,Dys-CIM,-0.512,8.49253328543098e-6,3.9715082128927e-4
NSMF,RFS,3.734473896237648,1.6334376728917868,10.222443287105532,0.0017893165861595506,converged,0.029444198490025494,Dys-CIM,-0.417,3.4995213247524e-4,0.00476838031366263
NTAQ1,RFS,11.093128652174414,2.3182705102533783,131.75868295476516,4.8289556581804227e-4,converged,0.019644561405789598,Dys-CIM,-0.484,1.2447070044497e-4,0.00237016064320377
NTHL1,RFS,2.011188777487575,0.9414858259389565,4.118005737387971,0.06976470163078818,converged,0.2193294450420708,Dys-CIM,-0.604,1.35958654865075e-8,8.6907762471886e-6
NUDCD1,RFS,3.31389204565365,1.311825071604037,9.830029657108035,0.010900480204592666,converged,0.06988576269697723,Dys-CIM,-0.558,4.13554949447216e-6,2.4353791467447e-4
NUDCD2,RFS,5.5447220853575,1.8190548691903399,24.197627637284036,0.001643891248160001,converged,0.027983941822125994,Dys-CIM,-0.423,3.0061186677898e-4,0.00430606187548278
NUP210L,RFS,0.4773905270821189,0.1625384739515559,1.156569030911115,0.1049539063129461,converged,0.2894538831461325,Fun-CIM,0.387,0.00263828254180349,0.00864030739746149
NUP35,RFS,2.620527829324026,1.060791261115855,7.676810637336056,0.0364915945922879,converged,0.1441037152025351,Dys-CIM,-0.372,8.7871953205884e-4,0.00901396165144232
NUP37,RFS,3.5398401611450065,1.4947954464370086,9.539795121912169,0.004321299936954293,converged,0.04329761632276186,Dys-CIM,-0.539,3.19469340486633e-6,2.1330563804591e-4
NWD2,RFS,0.10734606245092107,0.0076374259795513625,0.4570494351724188,0.0010702857101332341,converged,0.023481503539029516,Fun-CIM,0.387,0.00130900015010266,0.00502125509930816
NXF1,RFS,1.00008697167635,0.4065024093364817,2.0471933494674874,0.999829322791517,converged,0.999829322791517,Fun-CIM,0.479,1.54497135357634e-5,1.9048141518245e-4
NXPE1,RFS,0.6472305501240598,0.1719415911343368,1.5664114042194452,0.3786738482292068,converged,0.6104220869670255,Fun-CIM,0.371,0.00283462113423258,0.00916066586062968
NXPE4,RFS,0.534567031386065,0.17649040694060072,1.2609472088312224,0.16324652926089378,converged,0.3760001708170819,Fun-CIM,0.425,2.3139104210174e-4,0.00137024862920584
OAT,RFS,1.11328290684193,0.46904693829959265,2.513520067082237,0.8029875300657909,converged,0.9098978242525038,Dys-CIM,-0.336,0.00374108764707752,0.0268547600851163
OGN,RFS,0.58855154717301,0.14148027287796067,1.4208406150387194,0.27924686958231326,converged,0.5177443685686941,Fun-CIM,0.38,0.00141364025403289,0.00535801669585769
OIT3,RFS,1.9788438622152213,0.886239138172716,4.435764615829387,0.09378333804071015,converged,0.27022008489940025,Fun-CIM,0.373,0.00248187580630364,0.00822978630244585
OLA1,RFS,3.8988077654001674,1.473257934480238,13.035671393958264,0.005586794068646039,converged,0.04921693926983206,Dys-CIM,-0.672,6.88852294814264e-9,7.3018343250312e-6
OLFM1,RFS,1.1751977733456749,0.4921367358225462,2.8258006307976062,0.7144573538511078,converged,0.8633452860095528,Fun-CIM,0.409,9.3354107077709e-4,0.00389648238600741
OMG,RFS,0.21318363995104056,0.05574408207136392,0.6955239351737632,0.008610820642988681,converged,0.06043898280694899,Fun-CIM,0.445,7.5781903701149e-4,0.00339423630583717
OR13A1,RFS,0.7372179703778265,0.31956168226818477,1.7643585820949272,0.4937239446376691,converged,0.7092193617928109,Fun-CIM,0.404,0.00107726110410979,0.0043308347801127
OR2A9P,RFS,0.8057655394552103,0.3621842198578294,1.788971663123678,0.5955721985823086,converged,0.7917795566430871,Fun-CIM,0.321,0.00702097999080852,0.0190324463027656
OS9,RFS,1.8706269498897787,0.9109900158809182,3.510269442450496,0.08356328633996934,converged,0.24801047508916754,Fun-CIM,0.444,8.1274356911266e-4,0.00354525038953932
OSGEPL1-AS1,RFS,0.10616364086152182,0.012148314647923765,0.47851427221612997,0.0017727381159595712,converged,0.029444198490025494,Fun-CIM,0.325,0.00736260070384552,0.0198921582312904
OSR1,RFS,0.5738182459907488,0.25924110002789214,1.241925954560952,0.15503479643485685,converged,0.36511657491284566,Fun-CIM,0.43,3.7514302262754e-4,0.00195566362615669
OTUD1,RFS,1.9976356648878528,0.8678221386052782,5.133944898694053,0.10455053519507573,converged,0.2888793705669909,Fun-CIM,0.436,6.22082828515724e-5,5.1382425835844e-4
OTUD6B,RFS,3.174243695071954,1.2175828317189274,9.99001023794511,0.01783168867065066,converged,0.09331707039305168,Dys-CIM,-0.436,7.3970875431366e-4,0.00805573232437487
OTULINL,RFS,1.7221558811435274,0.7608052894542516,4.479578597081333,0.19979466661925982,converged,0.4249544566174295,Fun-CIM,0.346,0.00299960245540548,0.00958666915395922
OVCH2,RFS,0.5916720847304041,0.16718454281628312,1.3568515856848484,0.23730125046796113,converged,0.47126305843671185,Fun-CIM,0.425,5.76932259284879e-5,4.8664312586894e-4
OXER1,RFS,0.5482712057357537,0.24866887726291018,1.2372803784563686,0.14324159731328412,converged,0.3518089645455618,Fun-CIM,0.552,2.26409035121597e-6,5.2939759682844e-5
P2RX1,RFS,0.22260161428695305,0.06840477203261168,0.5275677340235673,5.870241882275362e-4,converged,0.02120445909182881,Fun-CIM,0.529,4.10436508736811e-7,1.88332298743899e-5
P2RY10,RFS,1.1422387298709107,0.5046875241717761,2.5536194509273726,0.7425581192892909,converged,0.875935448416671,Fun-CIM,0.469,7.79209989180337e-6,1.2838796712919e-4
P2RY11,RFS,1.598467881316436,0.7134914918486966,3.3533272678659074,0.24818738399886864,converged,0.48300330578492046,Fun-CIM,0.453,2.239834028689e-4,0.00133884816000588
P2RY12,RFS,1.0588439855609204,0.5200950665974867,2.427208591931315,0.8794524219688715,converged,0.9448581057770292,Fun-CIM,0.452,2.072594421988e-4,0.00126503843798888
P2RY13,RFS,1.0665501410133085,0.4908898598745157,2.473703242790014,0.8711494193238783,converged,0.9420462304859105,Fun-CIM,0.506,4.27983556276218e-6,8.40115869727392e-5
P2RY14,RFS,0.5002094828255792,0.21215373791465306,1.071140397953682,0.07429631852985275,converged,0.22923509946398316,Fun-CIM,0.524,2.69361777606807e-6,6.03218628725104e-5
PABIR3,RFS,0.9204217083153062,0.3994472953464336,2.0217394052201634,0.8364312787886041,converged,0.9265181180896954,Fun-CIM,0.384,0.0011158786661812,0.00443561769807027
PAICS,RFS,4.706239357174967,1.6539587495760162,17.99657478601478,0.0029759485994471646,converged,0.037667095759715094,Dys-CIM,-0.469,1.58482881451171e-5,5.8601809652874e-4
PAIP1,RFS,2.205458153587994,0.9896286938630943,4.840871825982995,0.052912671518617005,converged,0.1805159360655704,Dys-CIM,-0.614,1.01325744107752e-6,9.76411715947432e-5
PAK5,RFS,0.7655245311323138,0.3246006557719058,1.6579372268773038,0.5098914026454622,converged,0.7205621825552762,Fun-CIM,0.388,9.5206766441558e-4,0.0039472948798456
PAMR1,RFS,0.4827886334512931,0.17219530966350924,1.1982483163882576,0.11992429998107734,converged,0.31490760331910556,Fun-CIM,0.519,3.76022383768203e-6,7.61624955657889e-5
PARD3,RFS,1.9810097435935559,0.8312407624274895,4.770220851817041,0.12306129284539757,converged,0.31739900597344894,Dys-CIM,-0.527,8.65161781396799e-5,0.00175236590117313
PARP14,RFS,0.932515308993573,0.32657703213316064,2.155407340867809,0.8872603733826918,converged,0.949445529609658,Fun-CIM,0.369,0.00179183682899517,0.00643846453808435
PCAT19,RFS,0.4728744458353167,0.152317023559262,1.211383797329892,0.1279300383823867,converged,0.3238707467424183,Fun-CIM,0.463,1.1564681837843e-4,8.0471965523721e-4
PCBD1,RFS,1.9988572083238192,0.8307440635693139,4.68732047670743,0.12246974790160148,converged,0.31739900597344894,Dys-CIM,-0.444,8.27072867991538e-5,0.00170300084886403
PCCB,RFS,2.2879803399689167,0.9697288258084503,5.884875882451031,0.0590781680619199,converged,0.19400170044280127,Dys-CIM,-0.501,1.2527954566952e-4,0.00237136282874456
PCDHGC3,RFS,1.083793106038529,0.47607518082792816,2.3418746993492494,0.839287396494719,converged,0.9282932294314254,Fun-CIM,0.367,0.00167441334656868,0.00616277134500974
PCED1A,RFS,0.7522293971451902,0.22745763423024973,1.76974790091063,0.5524961839579661,converged,0.7574078818868821,Fun-CIM,0.517,7.40649496512054e-5,5.8443310146608e-4
PCED1B-AS1,RFS,0.9002965828799219,0.3029835702266494,2.16555345758531,0.8287445098761832,converged,0.9209181505392585,Fun-CIM,0.524,1.21513135237567e-5,1.6650054293744e-4
PCMT1,RFS,3.6857087131443778,1.5599388364552456,10.135690460868883,0.0028484827459238637,converged,0.03636726678201071,Dys-CIM,-0.505,2.092173885111e-5,7.0691112963578e-4
PCSK1,RFS,1.3153190129267778,0.45563640572556796,2.510879732795451,0.5281511310566135,converged,0.7358462911708206,Fun-CIM,0.34,0.00454613036626764,0.0131862035496954
PDC,RFS,0.3334709899537415,0.12869378731143374,0.7788111965485981,0.012140837127234572,converged,0.07478316718733909,Fun-CIM,0.412,9.2048871683812e-4,0.00387189698352546
PDCD1,RFS,0.5157723022819538,0.1793668204397205,1.191426407933621,0.12542728456983332,converged,0.32011700705986806,Fun-CIM,0.482,7.08254725135942e-6,1.1980053329427e-4
PDCD10,RFS,6.861744039902355,2.201724013756802,33.12253974733582,3.6303016703997937e-4,converged,0.019172902106615236,Dys-CIM,-0.392,0.00186348031973583,0.0157184812115648
PDE1B,RFS,1.0886210651285364,0.45853027582738987,3.0619426525384834,0.8592069279342429,converged,0.9363395586980234,Fun-CIM,0.56,5.03742546462312e-7,2.19438533938377e-5
PDE4DIP,RFS,1.4870752310333801,0.6445472989466741,3.253635273100225,0.36248128767786236,converged,0.5984780234681317,Fun-CIM,0.4,3.2606290951311e-4,0.00176284653245099
PDIA4,RFS,3.682170478216915,1.2698907707323863,15.226992522109782,0.014186455351749228,converged,0.08272450389545095,Dys-CIM,-0.392,0.00168208696592406,0.0148172757663116
PDIA6,RFS,2.824618164121464,1.1190607333831255,8.26942945928935,0.027331263985228227,converged,0.1219544375134503,Dys-CIM,-0.351,0.00428049433537653,0.0301149822710119
PDLIM1,RFS,1.1322688654867077,0.5154028685151101,2.5149802875757934,0.7787958822650166,converged,0.8928516481024165,Fun-CIM,0.334,0.0037510714149505,0.0114696222110987
PELI2,RFS,0.5733565312957695,0.21923489901713608,1.2829889583035003,0.1806505258419171,converged,0.4011145858648864,Fun-CIM,0.52,3.62455313328718e-6,7.43617997667951e-5
PENK,RFS,0.8131502031873693,0.3728462989149846,1.7737485936545516,0.6054600527983537,converged,0.7968663695694055,Fun-CIM,0.481,1.0673521449732e-4,7.5932434474603e-4
PEX7,RFS,2.3240599359606158,1.0030757846963023,5.895512343044604,0.049156761285120254,converged,0.1717008572246771,Dys-CIM,-0.386,7.3451051629552e-4,0.00803475479970439
PFKFB4,RFS,2.88958024134383,0.9303032852808681,11.015188952847076,0.0703369254583478,converged,0.21976579452281242,Dys-CIM,-0.389,0.00181256078504344,0.0155362353003723
