"Method","Cell_Type","cluster","n_pairs","mean_biopsy","sd_biopsy","mean_surgery","sd_surgery","mean_delta","sd_delta","p_value","FDR","zscore_delta"
"CIBERSORTx","T cells regulatory (Tregs)","C1",14,0.0274112238265097,0.0184131465321771,0.00315711973373154,0.0058654816497363,-0.0242541040927782,0.0176707626525212,0.00136666351919497,0.0273332703838994,-1.81428496014056
"CIBERSORTx","T cells regulatory (Tregs)","C2",11,0.0201356891828751,0.0148367914938519,0.0157962930166333,0.0161680592413847,-0.0043393961662418,0.0136814914553723,0.262192602406773,0.655481506016933,-0.324600783866855
"CIBERSORTx","T cells regulatory (Tregs)","C3",11,0.026295973364998,0.019567747555501,0.0084782740482972,0.0111215299404545,-0.0178176993167008,0.0177309849588139,0.00385729282994253,0.0732885637689082,-1.33282119062985
"consensus_tme","B cell","C1",14,-0.0604241524705152,0.0840405675881478,-0.104872653960345,0.0618341129302718,-0.0444485014898296,0.0675695389248736,0.0383005285343547,0.0766010570687093,-0.338614063173247
"consensus_tme","B cell","C2",11,0.0437145632248607,0.119424011694826,-0.0910393006189557,0.0530037095226772,-0.134753863843816,0.0954988778314227,0.00385729282994253,0.00834434571108664,-1.1107848150377
"consensus_tme","B cell","C3",11,-0.100256622176346,0.0996464433413083,-0.0126950486483687,0.119123379180373,0.0875615735279774,0.0795840223288279,0.00509932237899739,0.00611918685479687,0.790159646638266
"consensus_tme","Cancer associated fibroblast","C1",14,0.251876393853267,0.160155548049647,0.335001610965264,0.0963553276104871,0.0831252171119963,0.0890806731001705,0.00574194154874128,0.0206709895754686,0.752225856440529
"consensus_tme","Cancer associated fibroblast","C2",11,0.235818751170768,0.0774916797303338,0.18651151966032,0.161161180352876,-0.0493072315104478,0.151924166497155,0.398304593395588,0.398304593395588,-0.380159427870646
"consensus_tme","Cancer associated fibroblast","C3",11,0.298535941960495,0.106361359515952,0.383494942024725,0.078800662497313,0.08495900006423,0.0939949031674974,0.0144832770523174,0.0153352345259831,0.767905917115464
"consensus_tme","Endothelial cell","C1",14,0.222782881132555,0.138356714521691,0.253054041531087,0.178923946607064,0.0302711603985326,0.150145842352443,0.660346099350424,0.792415319220508,0.300288610991673
"consensus_tme","Endothelial cell","C2",11,0.179386855029594,0.120469272468514,0.0772902994574319,0.130005549099908,-0.102096555572163,0.0745155937815524,0.00385729282994253,0.00834434571108664,-0.831543166206876
"consensus_tme","Endothelial cell","C3",11,0.170155431598567,0.103649540466789,0.267227898044592,0.107166905261804,0.0970724664460252,0.12705038348366,0.0366712945648324,0.0366712945648324,0.871484090104242
"consensus_tme","Eosinophil","C1",14,-0.0209267774572914,0.108909652653911,0.0236970230241225,0.109919349953298,0.0446238004814139,0.0730567972095854,0.0596604735623143,0.107388852412166,0.423013204472572
"consensus_tme","Eosinophil","C2",11,0.199856922258674,0.129563237605627,0.0626598955432293,0.0609940524690024,-0.137197026715445,0.127741445258282,0.011278190116074,0.0119416130640784,-1.13167547825344
"consensus_tme","Eosinophil","C3",11,-0.0201649586143456,0.130588314148264,0.170873207017073,0.180083351165388,0.191038165631419,0.132407306939445,0.00385729282994253,0.0049593764956404,1.67495314994851
