"Method","Cell_Type","cluster","n_candidates","n_pairs","n_dropped","n_zero_delta","n_nonzero_delta","mean_biopsy","sd_biopsy","mean_surgery","sd_surgery","mean_delta","sd_delta","p_value","note","FDR"
"CIBERSORTx","T cells CD8+ (total)","C3",11,11,0,0,11,0.0850286919987375,0.0322635783160669,0.101847880736018,0.0460838644291542,0.0168191887372801,0.0335231686945549,0.168166829372509,NA,0.468649356595117
"CIBERSORTx","T cells follicular helper","C3",11,11,0,0,11,0.0613063059462416,0.0311274787614807,0.0481209837479483,0.0185292919066437,-0.0131853221982933,0.0316860952492913,0.197326044882155,NA,0.468649356595117
"CIBERSORTx","T cells gamma delta","C3",11,11,0,8,3,0.00379140883237874,0.00851262684842701,0.00738526439818772,0.0167672060680639,0.00359385556580898,0.0161240022710504,0.789268026134281,NA,0.921050893921975
"CIBERSORTx","T cells regulatory (Tregs)","C3",11,11,0,0,11,0.026295973364998,0.019567747555501,0.0084782740482972,0.0111215299404545,-0.0178176993167008,0.0177309849588139,0.00385729282994253,NA,0.0732885637689082
"consensus_tme","B cell","C1",14,14,0,0,14,-0.0604241524705152,0.0840405675881478,-0.104872653960345,0.0618341129302718,-0.0444485014898296,0.0675695389248736,0.0383005285343547,NA,0.0766010570687093
"consensus_tme","Cancer associated fibroblast","C1",14,14,0,0,14,0.251876393853267,0.160155548049647,0.335001610965264,0.0963553276104871,0.0831252171119963,0.0890806731001705,0.00574194154874128,NA,0.0206709895754686
"consensus_tme","Endothelial cell","C1",14,14,0,0,14,0.222782881132555,0.138356714521691,0.253054041531087,0.178923946607064,0.0302711603985326,0.150145842352443,0.660346099350424,NA,0.792415319220508
"consensus_tme","Eosinophil","C1",14,14,0,0,14,-0.0209267774572914,0.108909652653911,0.0236970230241225,0.109919349953298,0.0446238004814139,0.0730567972095854,0.0596604735623143,NA,0.107388852412166
"consensus_tme","Macrophage","C1",14,14,0,0,14,0.118578502785332,0.0811216100988484,0.109648688873393,0.0994263640002921,-0.00892981391193832,0.0683710114784914,0.801732212656982,NA,0.848892931048569
"consensus_tme","Macrophage M1","C1",14,14,0,0,14,0.0603820104332073,0.0983548836781695,0.0358442203643515,0.107654540827765,-0.0245377900688558,0.0612194714769908,0.148778617087727,NA,0.243455918870827
"consensus_tme","Macrophage M2","C1",14,14,0,0,14,0.177933699699855,0.0831221124784625,0.167610161758484,0.0962153976905999,-0.010323537941371,0.0683069669129272,0.900085797418725,NA,0.900085797418725
"consensus_tme","Mast cell","C1",14,14,0,0,14,-0.0628601532817891,0.0836978119465158,-0.0612986335313113,0.0993508235990154,0.00156151975047785,0.0719478914864202,0.70642711574737,NA,0.794730505215791
"consensus_tme","Monocyte","C1",14,14,0,0,14,0.0875588818757357,0.0764178655274514,0.0766905943026412,0.0956542127439596,-0.0108682875730945,0.0608771310303718,0.530158014945287,NA,0.681631733501083
"consensus_tme","Myeloid dendritic cell","C1",14,14,0,0,14,0.0546330710779878,0.0776439177565666,0.0425920961966806,0.090666120122352,-0.0120409748813072,0.0433420231406898,0.285881444542875,NA,0.428822166814313
"consensus_tme","NK cell","C1",14,14,0,0,14,-0.138745866213857,0.0953785614225522,-0.201911282132672,0.0917587873967291,-0.0631654159188148,0.0579584277642275,0.0038804738522969,NA,0.017462132335336
"consensus_tme","Neutrophil","C1",14,14,0,0,14,-0.0469431296243017,0.0644354502481428,-0.0340664084664666,0.0826267270547309,0.0128767211578352,0.0578493308145484,0.530158014945287,NA,0.681631733501083
"consensus_tme","T cell CD4+","C1",14,14,0,0,14,0.00956577746508167,0.0959680477155523,-0.0379502497783364,0.08575159330433,-0.0475160272434181,0.0524821042419917,0.00837384906674997,NA,0.0251215472002499
"consensus_tme","T cell CD8+","C1",14,14,0,0,14,0.00524391182698505,0.0949175912124893,-0.0490471677517532,0.0873571938621202,-0.0542910795787382,0.0469084167778855,0.0038804738522969,NA,0.017462132335336
"consensus_tme","T cell gamma delta","C1",14,14,0,0,14,-0.0836715831296931,0.102478161801772,-0.150159241807873,0.0914635528121764,-0.0664876586781802,0.0533721103972385,0.00317265532163019,NA,0.017462132335336
"consensus_tme","T cell regulatory (Tregs)","C1",14,14,0,0,14,-0.00974746001367447,0.10797013843128,-0.0728629679844891,0.0826504883663681,-0.0631155079708147,0.0564742015149388,0.0038804738522969,NA,0.017462132335336
"consensus_tme","cytotoxicity score","C1",14,14,0,0,14,-0.117515418180833,0.100183391220173,-0.173373620947532,0.112308311022696,-0.0558582027666991,0.0764303274118279,0.0238241460165172,NA,0.0536043285371638
"consensus_tme","immune score","C1",14,14,0,0,14,0.020576509177265,0.0725132154352747,-0.00860925444455584,0.0779291396955042,-0.0291857636218208,0.0338273221971075,0.0170556294065931,NA,0.0438573327598107
"consensus_tme","B cell","C2",11,11,0,0,11,0.0437145632248607,0.119424011694826,-0.0910393006189557,0.0530037095226772,-0.134753863843816,0.0954988778314227,0.00385729282994253,NA,0.00834434571108664
"consensus_tme","Cancer associated fibroblast","C2",11,11,0,0,11,0.235818751170768,0.0774916797303338,0.18651151966032,0.161161180352876,-0.0493072315104478,0.151924166497155,0.398304593395588,NA,0.398304593395588
"consensus_tme","Endothelial cell","C2",11,11,0,0,11,0.179386855029594,0.120469272468514,0.0772902994574319,0.130005549099908,-0.102096555572163,0.0745155937815524,0.00385729282994253,NA,0.00834434571108664
"consensus_tme","Eosinophil","C2",11,11,0,0,11,0.199856922258674,0.129563237605627,0.0626598955432293,0.0609940524690024,-0.137197026715445,0.127741445258282,0.011278190116074,NA,0.0119416130640784
"consensus_tme","Macrophage","C2",11,11,0,0,11,0.289918338777707,0.117015074503723,0.151505436396141,0.0703578874624791,-0.138412902381566,0.0955387491761846,0.00509932237899739,NA,0.00834434571108664
"consensus_tme","Macrophage M1","C2",11,11,0,0,11,0.252351441757264,0.127907162152425,0.106267622360724,0.0763294253227578,-0.146083819396539,0.109361802633154,0.00669228378824031,NA,0.0100384256823605
"consensus_tme","Macrophage M2","C2",11,11,0,0,11,0.324724829679866,0.128040372748278,0.18699800998949,0.0652516377549755,-0.137726819690376,0.108469662945213,0.00871925545288926,NA,0.0104631065434671
