"Method","Cell_Type","Timepoint","test","p_value","FDR","n_clusters","note","C1_n","C2_n","C3_n","C1_mean","C2_mean","C3_mean","C1_sd","C2_sd","C3_sd"
"CIBERSORTx","T cells gamma delta","Surgery","kruskal",0.106605834327149,0.186422624074841,3,NA,14,11,11,0.000892140551174593,0.0069074557741824,0.00738526439818772,0.00333808428334299,0.0123504351969726,0.0167672060680639
"CIBERSORTx","T cells regulatory (Tregs)","Surgery","kruskal",0.130177457594182,0.213017657881389,3,NA,14,11,11,0.00315711973373154,0.0157962930166333,0.0084782740482972,0.0058654816497363,0.0161680592413847,0.0111215299404545
"consensus_tme","B cell","Surgery","kruskal",0.0742622820508862,0.144529618749405,3,NA,14,11,11,-0.104872653960345,-0.0910393006189557,-0.0126950486483687,0.0618341129302718,0.0530037095226772,0.119123379180373
"consensus_tme","Cancer associated fibroblast","Surgery","kruskal",0.0041711886761701,0.0257421929729355,3,NA,14,11,11,0.335001610965264,0.18651151966032,0.383494942024725,0.0963553276104871,0.161161180352876,0.078800662497313
"consensus_tme","Endothelial cell","Surgery","kruskal",0.00496210091712271,0.0289679404891488,3,NA,14,11,11,0.253054041531087,0.0772902994574319,0.267227898044592,0.178923946607064,0.130005549099908,0.107166905261804
"consensus_tme","Eosinophil","Surgery","kruskal",0.0253782651544149,0.0806133128434354,3,NA,14,11,11,0.0236970230241225,0.0626598955432293,0.170873207017073,0.109919349953298,0.0609940524690024,0.180083351165388
"consensus_tme","Macrophage","Surgery","kruskal",0.0379184388383418,0.0968686390639124,3,NA,14,11,11,0.109648688873393,0.151505436396141,0.254216033725646,0.0994263640002921,0.0703578874624791,0.176971696848624
"consensus_tme","Macrophage M1","Surgery","kruskal",0.0876740836981919,0.162127801656025,3,NA,14,11,11,0.0358442203643515,0.106267622360724,0.175445848426295,0.107654540827765,0.0763294253227578,0.191527213828254
"consensus_tme","Macrophage M2","Surgery","kruskal",0.0289544234037492,0.0822915191474978,3,NA,14,11,11,0.167610161758484,0.18699800998949,0.315194638198915,0.0962153976905999,0.0652516377549755,0.181384073321473
"consensus_tme","Mast cell","Surgery","kruskal",0.0779205896682838,0.15027542293169,3,NA,14,11,11,-0.0612986335313113,-0.0316723245430477,0.0652830076977793,0.0993508235990154,0.0789293145778827,0.160326384547604
"consensus_tme","Monocyte","Surgery","kruskal",0.0623379882869134,0.130728208446343,3,NA,14,11,11,0.0766905943026412,0.0663989557516375,0.194780793624399,0.0956542127439596,0.0610479074502993,0.157125257615617
"consensus_tme","Myeloid dendritic cell","Surgery","kruskal",0.0389652133963269,0.0968686390639124,3,NA,14,11,11,0.0425920961966806,0.0933407487228423,0.177665415359885,0.090666120122352,0.0673358165035492,0.16643143049977
"consensus_tme","NK cell","Surgery","kruskal",0.0124077389840002,0.0498635266578045,3,NA,14,11,11,-0.201911282132672,-0.110837049871232,-0.0447626313565625,0.0917587873967291,0.0940871205912265,0.197730901142426
"consensus_tme","Neutrophil","Surgery","kruskal",0.0691125169532063,0.141919348540059,3,NA,14,11,11,-0.0340664084664666,0.018495860170712,0.0687208603412411,0.0826267270547309,0.0617131270955428,0.145362869884039
"consensus_tme","T cell CD4+","Surgery","kruskal",0.0390165351785203,0.0968686390639124,3,NA,14,11,11,-0.0379502497783364,0.0089644442324372,0.120670744449204,0.08575159330433,0.0721568937792198,0.186242314093405
"consensus_tme","T cell CD8+","Surgery","kruskal",0.0428298216919801,0.101840567976977,3,NA,14,11,11,-0.0490471677517532,-0.00319419277129106,0.111605762061494,0.0873571938621202,0.0829343908640907,0.194096295443861
"consensus_tme","T cell gamma delta","Surgery","kruskal",0.0198654612893868,0.0670459318516803,3,NA,14,11,11,-0.150159241807873,-0.0576283273638028,0.0166609775950255,0.0914635528121764,0.0885371978783277,0.209896378832958
"consensus_tme","T cell regulatory (Tregs)","Surgery","kruskal",0.0429050541014116,0.101840567976977,3,NA,14,11,11,-0.0728629679844891,-0.0234161105558643,0.105535131739782,0.0826504883663681,0.0862391867293173,0.205913101655237
"consensus_tme","cytotoxicity score","Surgery","kruskal",0.00829752259057074,0.038467811971295,3,NA,14,11,11,-0.173373620947532,-0.0276056456096623,-0.00259218718166596,0.112308311022696,0.118157400278954,0.20784262687076
"consensus_tme","immune score","Surgery","kruskal",0.0461586997424649,0.10720730262766,3,NA,14,11,11,-0.00860925444455584,0.0311674869728498,0.122958497898459,0.0779291396955042,0.0634429079536001,0.158499822878506
"epic","B cell","Surgery","kruskal",0.852544680947188,0.885334860983618,3,NA,14,11,11,0.00257101060987408,0.00282453366572313,0.00610138791130255,0.00394662005472985,0.00344477445615305,0.0110065301123743
"epic","Cancer associated fibroblast","Surgery","kruskal",0.00231998904292363,0.0203930327944857,3,NA,14,11,11,0.471990423194827,0.157809102788883,0.703762862161269,0.355457168189731,0.310488951453002,0.298617595838221
"epic","Endothelial cell","Surgery","kruskal",0.142659950759597,0.225025374309779,3,NA,14,11,11,0.0838232189528211,0.0113172889795045,0.0278631171674383,0.140481520987281,0.00904739504392994,0.0380359200982191
"epic","Macrophage","Surgery","kruskal",0.436177359848277,0.512034291995804,3,NA,14,11,11,0.0106604386567955,0.00867161983539744,0.05264914351476,0.00877341079138598,0.00453947940742427,0.131059772797582
"epic","NK cell","Surgery","kruskal",0.428978020192327,0.506334712358156,3,NA,14,11,11,0.0000811921479995849,0.00173048446920069,0.00173095549887511,0.000182809702384274,0.00474264765922067,0.00526681537744603
"epic","T cell CD4+","Surgery","kruskal",0.568979249485795,0.63486185752916,3,NA,14,11,11,0.0325673275907429,0.0200667909320894,0.0280606774731175,0.0285593546213425,0.00939161018091044,0.0361405578728392
"epic","T cell CD8+","Surgery","kruskal",0.108696061398083,0.187826794095888,3,NA,14,11,11,0.00692918393101576,0.0141030028743679,0.00351779440300763,0.013976300397679,0.00833151399548738,0.0068538433875055
"epic","uncharacterized cell","Surgery","kruskal",0.00095504155651422,0.0203930327944857,3,NA,14,11,11,0.391377204915924,0.783477176454834,0.17631406187023,0.339148421674072,0.296693521878479,0.249658166288176
"estimate","ESTIMATEScore","Surgery","kruskal",0.0013930160305975,0.0203930327944857,3,NA,14,11,11,1418.25085186239,693.320817570712,2889.004593996,945.593076663721,1130.33853788799,1418.99345221096
"estimate","ImmuneScore","Surgery","kruskal",0.0484169883487317,0.110777703545771,3,NA,14,11,11,651.614546601535,765.237171521056,1572.09806316157,598.719340992115,449.022499179602,1088.4489074799
"estimate","StromalScore","Surgery","kruskal",0.000608420134074328,0.0203930327944857,3,NA,14,11,11,766.636305260853,-71.9163539503442,1316.90653083443,561.096590961757,811.644858617859,467.856800094983
"estimate","TumorPurity","Surgery","kruskal",0.00139301603059749,0.0203930327944857,3,NA,14,11,11,0.681009811858129,0.751334219075286,0.505491589562862,0.0990892686927813,0.114818044853206,0.175914353766913
"mcp_counter","B cell","Surgery","kruskal",0.204145952214453,0.298552794456395,3,NA,14,11,11,1.58647321428571,2.20443181818182,3.69278409090909,1.24509013148664,2.76194966880488,3.79574487670524
"mcp_counter","Cancer associated fibroblast","Surgery","kruskal",0.00194610178486674,0.0203930327944857,3,NA,14,11,11,1794.72674107143,576.928522727273,2011.87778409091,2074.9536464709,994.978851590704,949.386331619271
"mcp_counter","Endothelial cell","Surgery","kruskal",0.00221495129924219,0.0203930327944857,3,NA,14,11,11,16.3990959821429,5.52873579545455,10.6118607954545,16.9882819104832,3.1949833108659,4.57078016434976
"mcp_counter","Macrophage/Monocyte","Surgery","kruskal",0.207250499709296,0.298552794456395,3,NA,14,11,11,14.1383163265306,16.1833766233766,29.8263636363636,7.90643129712348,8.69271250079751,31.6234229960192
"mcp_counter","Monocyte","Surgery","kruskal",0.207250499709296,0.298552794456395,3,NA,14,11,11,14.1383163265306,16.1833766233766,29.8263636363636,7.90643129712348,8.69271250079751,31.6234229960192
"mcp_counter","Myeloid dendritic cell","Surgery","kruskal",0.123972986527882,0.207582675116454,3,NA,14,11,11,3.82267857142857,4.21265151515152,7.08651515151515,2.00723962608206,3.78410041449348,4.39712716848837
"mcp_counter","NK cell","Surgery","kruskal",0.0928406422169524,0.168517468225729,3,NA,14,11,11,0.314241071428571,0.273068181818182,0.389715909090909,0.188681880628771,0.397708421631179,0.299025678720225
"mcp_counter","Neutrophil","Surgery","kruskal",0.00193158378341664,0.0203930327944857,3,NA,14,11,11,11.7298214285714,5.38762987012987,9.26948051948052,3.89832956605932,3.9329428026085,4.18346310856269
"mcp_counter","T cell","Surgery","kruskal",0.0572950320601347,0.122531949752367,3,NA,14,11,11,2.63823979591837,2.58464285714286,6.53613636363636,1.08202857685733,1.15497860877797,5.63370172696629
"mcp_counter","T cell CD8+","Surgery","kruskal",0.040908641836191,0.100412120870651,3,NA,14,11,11,2.94464285714286,3.35,8.82681818181818,3.83632008384523,2.12884945451763,9.45302048890387
"mcp_counter","cytotoxicity score","Surgery","kruskal",0.0272877446666762,0.0809537914497696,3,NA,14,11,11,2.19102040816327,5.39766233766234,7.17376623376623,1.5885383404898,8.18755846273509,8.08363446933162
"quantiseq","B cell","Surgery","kruskal",0.0318932482448076,0.0861117702609804,3,NA,14,11,11,0.0188706397127892,0.0124170213900072,0.0186266804182305,0.00595041050974709,0.014250585575046,0.0100911155913224
"quantiseq","Macrophage M1","Surgery","kruskal",0.361881482765114,0.441618080662512,3,NA,14,11,11,0.0392272937573298,0.0360686791066827,0.0465258086944216,0.024273593367972,0.0315050645566476,0.034259083807376
"quantiseq","Macrophage M2","Surgery","kruskal",0.00197968858922236,0.0203930327944857,3,NA,14,11,11,0.056206008898524,0.0308504527258498,0.0957474650762666,0.0167140310645565,0.0275877913244316,0.0603996899971351
"quantiseq","Monocyte","Surgery","kruskal",0.369662345079242,0.443694867508406,3,NA,14,11,11,0.0126372694453628,0.00545827380130234,0.00214533172224255,0.0354908056829939,0.0107972455027743,0.0071152603735255
"quantiseq","Myeloid dendritic cell","Surgery","kruskal",0.622134525629207,0.675281696160345,3,NA,14,11,11,0.0124473707425358,0.00753150641511106,0.0114004868176176,0.0174262454911423,0.00903473589482909,0.0132743422847165
"quantiseq","NK cell","Surgery","kruskal",0.0196942083779174,0.0670459318516803,3,NA,14,11,11,0.0174575682847701,0.00898047600921961,0.0140373799311605,0.00833446073668794,0.00596305813609844,0.00608395338396672
"quantiseq","Neutrophil","Surgery","kruskal",0.505681916010315,0.571870648472398,3,NA,14,11,11,0.0449629965935662,0.042370777463351,0.0352218434453252,0.0268691981411729,0.0189316195604878,0.0103815401828325
"quantiseq","T cell CD4+ (non-regulatory)","Surgery","kruskal",0.565631223250048,0.63486185752916,3,NA,14,11,11,0.0215622881005404,0.0194671133643851,0.0214134112659544,0.0201978821565932,0.0315919879255915,0.0178073436072197
"quantiseq","T cell CD8+","Surgery","kruskal",0.0787345276245603,0.150501397937213,3,NA,14,11,11,0.00923443827689736,0.0115134151551564,0.037142644426789,0.0105685669922532,0.0101303670512082,0.0398690932106422
"quantiseq","T cell regulatory (Tregs)","Surgery","kruskal",0.0861286688080996,0.161772108369996,3,NA,14,11,11,0.0127107216388786,0.0104904629817871,0.0228473109858931,0.00547016713015181,0.00558262969218763,0.0187494321230209
"quantiseq","uncharacterized cell","Surgery","kruskal",0.0316173833367603,0.0861117702609804,3,NA,14,11,11,0.754683404548806,0.814851821587148,0.694891637216099,0.069427379177266,0.0821981804842477,0.139249425997394
"timer","B cell","Surgery","kruskal",0.0955668670541049,0.172020360697389,3,NA,14,11,11,0.0782365053973623,0.0804683188373257,0.120301700511695,0.0197755362854752,0.0124772936664985,0.0629261095699953
"timer","Macrophage","Surgery","kruskal",0.000111418836953308,0.0203930327944857,3,NA,14,11,11,0.0737991165269945,0.0214248998154719,0.127208911376366,0.0437418124041188,0.0301373332647332,0.0697333322865745
"timer","Myeloid dendritic cell","Surgery","kruskal",0.425479034612105,0.504964128990191,3,NA,14,11,11,0.4790228346729,0.490802050195442,0.531620180667351,0.0645034669163919,0.0341826623761668,0.134162547352072
"timer","Neutrophil","Surgery","kruskal",0.310094350648753,0.410922575092827,3,NA,14,11,11,0.12065237232604,0.134350140562794,0.121948065985417,0.0135459277035611,0.0238468047768124,0.010531918934451
"timer","T cell CD4+","Surgery","kruskal",0.73051971192624,0.773491459686607,3,NA,14,11,11,0.123548034903199,0.119739514208649,0.116391496757202,0.0265785376432963,0.0309032971422718,0.0180257015318617
"timer","T cell CD8+","Surgery","kruskal",0.00476300695535358,0.0285780417321215,3,NA,14,11,11,0.218345362429532,0.188065062940052,0.240038706441356,0.0236193932241877,0.0309514287289504,0.0360569212629941
"xcell","B cell","Surgery","kruskal",0.276436589470984,0.370871449228153,3,NA,14,11,11,0.0033412674555738,0.00522702284836151,0.0342317309318349,0.0109258350721715,0.0132844413542586,0.0804486820377613
"xcell","B cell memory","Surgery","kruskal",0.483850003534971,0.552971432611395,3,NA,14,11,11,0.00000000000000000278226492020693,0.00180227163689043,0.00685445268406229,0.00000000000000000369835707478315,0.00348636833698628,0.0227336476962791
"xcell","B cell naive","Surgery","kruskal",0.618795270389213,0.675049385879142,3,NA,14,11,11,0.000123093494956007,0.000423007991987212,0.000605796980200956,0.000460573684665959,0.00140295879274324,0.00200920128245693
"xcell","B cell plasma","Surgery","kruskal",0.142724427224258,0.225025374309779,3,NA,14,11,11,0.00198047201498203,0.00592972451161465,0.00591383927555968,0.0048419079557396,0.00642947402409783,0.0116424427637204
"xcell","Cancer associated fibroblast","Surgery","kruskal",0.0349561065304857,0.0920795001290843,3,NA,14,11,11,0.139064662351724,0.0539180909782448,0.164678437234371,0.106208979172128,0.0686410901113569,0.0929312596068826
"xcell","Class-switched memory B cell","Surgery","kruskal",0.464876563700213,0.539856654619602,3,NA,14,11,11,0.0117329820714961,0.012822603807883,0.0262471560543269,0.0154528715739041,0.0210292922820906,0.0353893915859227
"xcell","Common lymphoid progenitor","Surgery","kruskal",0.0487216751705939,0.110777703545771,3,NA,14,11,11,0.00596716618701751,0.0109886843764195,0.00180201870725281,0.00850656574130137,0.00834001049332565,0.0031243443098675
"xcell","Common myeloid progenitor","Surgery","kruskal",0.0146019785771155,0.0525671228776159,3,NA,14,11,11,0.0113887320481107,0.00178625740026678,0.0113501962065013,0.00979348376531979,0.00401351536713888,0.012333613853119
"xcell","Endothelial cell","Surgery","kruskal",0.00652667373187564,0.0349545608276773,3,NA,14,11,11,0.0786954394995049,0.00909681670008853,0.037694503978049,0.12682847736644,0.0186376077103786,0.0390896329904383
"xcell","Eosinophil","Surgery","kruskal",0.456335318034052,0.53280231727219,3,NA,14,11,11,0.00554579744092362,0.00197564640211917,0.00423201765320514,0.00762909300089588,0.00403818222176026,0.00510912092844752
"xcell","Granulocyte-monocyte progenitor","Surgery","kruskal",0.78175220365221,0.823699882872572,3,NA,14,11,11,0.00266364499594182,0.000165209684851082,0.00324298774064599,0.00637552196422371,0.000547938536383892,0.00914326028458306
"xcell","Hematopoietic stem cell","Surgery","kruskal",0.010188831735423,0.0431526991147326,3,NA,14,11,11,0.232112751794029,0.089198269393039,0.241725042703095,0.180510644682795,0.0943116944805637,0.13144942144513
"xcell","Macrophage","Surgery","kruskal",0.127326856476686,0.211558469222801,3,NA,14,11,11,0.0149630032817958,0.0170206012136473,0.0643191236722402,0.0204457046870093,0.0165389278600035,0.0971934825185541
"xcell","Macrophage M1","Surgery","kruskal",0.191484502036751,0.285245878896125,3,NA,14,11,11,0.0136776046433633,0.0233017653324076,0.0407542909518205,0.0180659897787092,0.0168481911302156,0.066950401204849
"xcell","Macrophage M2","Surgery","kruskal",0.00378069748460543,0.0253622493381625,3,NA,14,11,11,0.00722611372549194,0.00424142186731735,0.0373457139497032,0.00742035142857565,0.00749056508905316,0.0487196666926878
"xcell","Mast cell","Surgery","kruskal",0.00663489349043874,0.0349545608276773,3,NA,14,11,11,0.0148869201553389,0.00782583565574507,0.0298112610448478,0.00930628524959707,0.0127584025939033,0.0203270734513417
"xcell","Monocyte","Surgery","kruskal",0.497710483577358,0.565818233961628,3,NA,14,11,11,0.00262598789739033,0.000524216971161502,0.00763423235498417,0.00486666786932954,0.00173863100207926,0.0165605870808227
"xcell","Myeloid dendritic cell","Surgery","kruskal",0.00913700868135716,0.0402774260239417,3,NA,14,11,11,0.00219057794278354,0.00660279116355188,0.0217999285678864,0.00379044777279865,0.00757367038912298,0.0304491158554425
"xcell","Myeloid dendritic cell activated","Surgery","kruskal",0.356343328264775,0.439829479458237,3,NA,14,11,11,0.0268070836045504,0.0456282275174633,0.0665320823978473,0.0372789886495915,0.0366982960969061,0.0780914122578134
"xcell","NK cell","Surgery","kruskal",0.321378368987237,0.415322923958348,3,NA,14,11,11,0.00000000000000000275271103363991,0.00127395707584941,0.00000000000000000354265349892563,0.00000000000000000532093803400267,0.00393690586634892,0.00000000000000000608206907191869
"xcell","Neutrophil","Surgery","kruskal",0.0264185242283613,0.0809537914497696,3,NA,14,11,11,0.00035437175548165,0.00110839596781828,0.0000000000000000000406226066252429,0.000853494275755962,0.00160506681065442,0.0000000000000000000912157679232939
"xcell","Plasmacytoid dendritic cell","Surgery","kruskal",0.0371564621067957,0.0966963351212996,3,NA,14,11,11,0.000154930989837865,0.00851485921764389,0.0177930390168516,0.000579698682567037,0.0138601297398406,0.0411308238312962
"xcell","T cell CD4+ (aggregated)","Surgery","kruskal",0.00129918758300823,0.0203930327944857,3,NA,14,11,11,0.113440076332166,0.410195816375358,0.175447004785103,0.145440546157343,0.164728965793845,0.192004098336058
"xcell","T cell CD8+ (aggregated)","Surgery","kruskal",0.0343962366668041,0.0917232977781443,3,NA,14,11,11,0.00794779720807473,0.0406606552811645,0.175614858349529,0.0125144103943093,0.0368802215736049,0.258598832945356
"xcell","T cell NK","Surgery","kruskal",0.069645606227992,0.141919348540059,3,NA,14,11,11,0.00261323140240426,0.0103354764362012,0.00358137844739773,0.00485262206037584,0.0177642107727886,0.00670556117022239
"xcell","T cell gamma delta","Surgery","kruskal",0.282700008572984,0.376933344763978,3,NA,14,11,11,0.0000000000000000030063841929881,0.00000000000000000133376008892535,0.0016929707507169,0.00000000000000000514240133297608,0.00000000000000000309913475316551,0.00382566930636927
"xcell","T cell regulatory (Tregs)","Surgery","kruskal",0.240406171379501,0.335017632374015,3,NA,14,11,11,0.000568837972887064,0.00000000000000000208832569824257,0.00190301099179247,0.00212839680313039,0.00000000000000000422895337971753,0.0049994191785293
"xcell","immune score","Surgery","kruskal",0.025930532273099,0.0809537914497696,3,NA,14,11,11,0.0299718640467766,0.0322696373207324,0.147329972177193,0.0253175225589487,0.0262297488375484,0.195642600503416
"xcell","microenvironment score","Surgery","kruskal",0.00183896006618981,0.0203930327944857,3,NA,14,11,11,0.153340855494158,0.066374261550046,0.252990547128952,0.0986665886405586,0.0589104516966383,0.185239536075127
"xcell","stroma score","Surgery","kruskal",0.012076532571149,0.0498635266578045,3,NA,14,11,11,0.123368991447381,0.0341046242293137,0.105660574951759,0.110380348971033,0.0388503740705057,0.0657480833132289
