"Method","Cell_Type","Timepoint","comparison","cluster1","cluster2","n1","mean1","sd1","n2","mean2","sd2","z","p_unadj","fdr"
"CIBERSORTx","Dendritic cells resting","Biopsy","C3 - C2","C3","C2",11,0.00733150779034588,0.00619209899024235,11,0.0206559146500413,0.0284500921115006,-0.528045335106811,0.597467870612368,0.896201805918552
"CIBERSORTx","Dendritic cells resting","Biopsy","C1 - C3","C1","C3",14,0.0066836784596822,0.00736463432796184,11,0.00733150779034588,0.00619209899024235,-0.466715711921712,0.640703287045108,0.640703287045108
"CIBERSORTx","Eosinophils","Biopsy","C1 - C2","C1","C2",14,0,0,11,0.0000488238858387372,0.000161930510134238,-1.35378257956264,0.175805753010681,0.527417259032042
"CIBERSORTx","Eosinophils","Biopsy","C3 - C2","C3","C2",11,0,0,11,0.0000488238858387372,0.000161930510134238,-1.27920429813366,0.200825122695145,0.301237684042718
"CIBERSORTx","Eosinophils","Biopsy","C1 - C3","C1","C3",14,0,0,11,0,0,0,1,1
"CIBERSORTx","Macrophages M0","Biopsy","C1 - C2","C1","C2",14,0.0537480360821381,0.0570488282936572,11,0.0739402078378143,0.0469827469906172,-1.11307676448921,0.265675461944393,0.39851319291659
"CIBERSORTx","Macrophages M0","Biopsy","C3 - C2","C3","C2",11,0.089791819525869,0.0766375883548996,11,0.0739402078378143,0.0469827469906172,0.243382174294451,0.807709351565494,0.807709351565494
"CIBERSORTx","Macrophages M0","Biopsy","C1 - C3","C1","C3",14,0.0537480360821381,0.0570488282936572,11,0.089791819525869,0.0766375883548996,-1.37064824718093,0.17048463504245,0.511453905127351
"CIBERSORTx","Macrophages M1","Biopsy","C1 - C2","C1","C2",14,0.0598673468905101,0.0380862086620361,11,0.101119985216593,0.0393632045240564,-2.59591213232648,0.00943401874277822,0.0283020562283346
"CIBERSORTx","Macrophages M1","Biopsy","C3 - C2","C3","C2",11,0.0588018327327176,0.0321675110260583,11,0.101119985216593,0.0393632045240564,-2.40809785908615,0.016035882001004,0.0240538230015059
"CIBERSORTx","Macrophages M1","Biopsy","C1 - C3","C1","C3",14,0.0598673468905101,0.0380862086620361,11,0.0588018327327176,0.0321675110260583,-0.0474209051868716,0.962177767831636,0.962177767831636
"CIBERSORTx","Macrophages M2","Biopsy","C1 - C2","C1","C2",14,0.321312765297235,0.115500303714776,11,0.272239793624829,0.0897817003240465,1.28495355990232,0.198808512859478,0.298212769289217
"CIBERSORTx","Macrophages M2","Biopsy","C3 - C2","C3","C2",11,0.307647598115033,0.0620570587292194,11,0.272239793624829,0.0897817003240465,1.33558368655198,0.181685385183339,0.545056155550016
"CIBERSORTx","Macrophages M2","Biopsy","C1 - C3","C1","C3",14,0.321312765297235,0.115500303714776,11,0.307647598115033,0.0620570587292194,-0.128495355990233,0.897756973143168,0.897756973143168
"CIBERSORTx","Mast cells activated","Biopsy","C1 - C2","C1","C2",14,0.0013621997488069,0.00388922628775105,11,0.00326732802525327,0.00587462932236714,-1.16869507527428,0.242526506830684,0.363789760246026
"CIBERSORTx","Mast cells activated","Biopsy","C3 - C2","C3","C2",11,0.00480801838761939,0.00781990009692088,11,0.00326732802525327,0.00587462932236714,0.211786063537099,0.832273941591932,0.832273941591932
"CIBERSORTx","Mast cells activated","Biopsy","C1 - C3","C1","C3",14,0.0013621997488069,0.00388922628775105,11,0.00480801838761939,0.00781990009692088,-1.39282837738167,0.163671694982321,0.491015084946962
"CIBERSORTx","Mast cells resting","Biopsy","C1 - C2","C1","C2",14,0.105479657306419,0.0906800274613016,11,0.0367337213184849,0.0375405933416907,2.63874391765655,0.00832138132615645,0.0249641439784693
"CIBERSORTx","Mast cells resting","Biopsy","C3 - C2","C3","C2",11,0.127835557879919,0.119954964218189,11,0.0367337213184849,0.0375405933416907,2.48904232493779,0.0128087716093563,0.0192131574140344
"CIBERSORTx","Mast cells resting","Biopsy","C1 - C3","C1","C3",14,0.105479657306419,0.0906800274613016,11,0.127835557879919,0.119954964218189,0.00458911985679342,0.996338424970736,0.996338424970736
"CIBERSORTx","Monocytes","Biopsy","C1 - C2","C1","C2",14,0.0228179405936467,0.0273164191779419,11,0.0194499196801955,0.0215869220812097,0.256386591746467,0.797652340173351,0.797652340173351
"CIBERSORTx","Monocytes","Biopsy","C3 - C2","C3","C2",11,0.0100165974755036,0.00902219833013993,11,0.0194499196801955,0.0215869220812097,-0.873305746522803,0.382496449171184,0.573744673756776
"CIBERSORTx","Monocytes","Biopsy","C1 - C3","C1","C3",14,0.0228179405936467,0.0273164191779419,11,0.0100165974755036,0.00902219833013993,1.18060652127565,0.237759071802254,0.713277215406761
"CIBERSORTx","NK cells activated","Biopsy","C1 - C2","C1","C2",14,0.0172504789897525,0.0155754063236122,11,0.0352836208235052,0.025393604618729,-2.06776686888221,0.0386619505360785,0.0579929258041177
"CIBERSORTx","NK cells activated","Biopsy","C3 - C2","C3","C2",11,0.015193602562867,0.0102136044142065,11,0.0352836208235052,0.025393604618729,-2.18831876172841,0.028646391190258,0.0859391735707739
"CIBERSORTx","NK cells activated","Biopsy","C1 - C3","C1","C3",14,0.0172504789897525,0.0155754063236122,11,0.015193602562867,0.0102136044142065,0.248132024265864,0.804032258468463,0.804032258468463
"CIBERSORTx","NK cells resting","Biopsy","C1 - C2","C1","C2",14,0.0110829317994427,0.01095275551687,11,0.00313765641306731,0.00385226518394863,1.91365411203817,0.0556643659972107,0.166993097991632
"CIBERSORTx","NK cells resting","Biopsy","C3 - C2","C3","C2",11,0.00739553174859477,0.0107187801216324,11,0.00313765641306731,0.00385226518394863,0.783819901282081,0.433145794609701,0.433145794609701
"CIBERSORTx","NK cells resting","Biopsy","C1 - C3","C1","C3",14,0.0110829317994427,0.01095275551687,11,0.00739553174859477,0.0107187801216324,1.08413709945593,0.278304015669348,0.417456023504022
"CIBERSORTx","Neutrophils","Biopsy","C1 - C2","C1","C2",14,0.00481513733445415,0.00463677708821696,11,0.00196312996613605,0.00429942853884294,1.89013344903144,0.0587401145668975,0.176220343700693
"CIBERSORTx","Neutrophils","Biopsy","C3 - C2","C3","C2",11,0.00403702262586266,0.00373739582642968,11,0.00196312996613605,0.00429942853884294,1.72442174167654,0.0846317354140352,0.126947603121053
"CIBERSORTx","Neutrophils","Biopsy","C1 - C3","C1","C3",14,0.00481513733445415,0.00463677708821696,11,0.00403702262586266,0.00373739582642968,0.0651770154838431,0.948033061196415,0.948033061196415
"CIBERSORTx","Plasma cells","Biopsy","C1 - C2","C1","C2",14,0.00472485460392193,0.00768340894254565,11,0.00560769977956455,0.00922874059947654,0.362064437518931,0.717303878038368,0.717303878038368
"CIBERSORTx","Plasma cells","Biopsy","C3 - C2","C3","C2",11,0.0114288923274988,0.0186066914260361,11,0.00560769977956455,0.00922874059947654,1.38648119247517,0.165600019292153,0.496800057876458
"CIBERSORTx","Plasma cells","Biopsy","C1 - C3","C1","C3",14,0.00472485460392193,0.00768340894254565,11,0.0114288923274988,0.0186066914260361,-1.1052493355841,0.269051564623886,0.403577346935829
"CIBERSORTx","T cells CD4+ (general)","Biopsy","C1 - C2","C1","C2",14,0.149970395554944,0.0681524794402321,11,0.14456721707441,0.0462097034911995,0.584347928431771,0.558986252426337,1
"CIBERSORTx","T cells CD4+ (general)","Biopsy","C3 - C2","C3","C2",11,0.145709065788034,0.0504247851302615,11,0.14456721707441,0.0462097034911995,0.323777863406542,0.746106216630774,1
"CIBERSORTx","T cells CD4+ (general)","Biopsy","C1 - C3","C1","C3",14,0.149970395554944,0.0681524794402321,11,0.145709065788034,0.0504247851302615,0.241693645791151,0.809017553543022,0.809017553543022
"CIBERSORTx","T cells CD8+ (total)","Biopsy","C1 - C2","C1","C2",14,0.0879176044748044,0.0359591322546678,11,0.120083996038496,0.0304767576438416,-1.90142532733165,0.0572463247127903,0.0858694870691854
"CIBERSORTx","T cells CD8+ (total)","Biopsy","C3 - C2","C3","C2",11,0.0850286919987375,0.0322635783160669,11,0.120083996038496,0.0304767576438416,-2.44857009201197,0.0143424521227722,0.0430273563683165
"CIBERSORTx","T cells CD8+ (total)","Biopsy","C1 - C3","C1","C3",14,0.0879176044748044,0.0359591322546678,11,0.0850286919987375,0.0322635783160669,0.689897685138032,0.490258531682921,0.490258531682921
"CIBERSORTx","T cells follicular helper","Biopsy","C1 - C2","C1","C2",14,0.0648498398324561,0.0326682203373247,11,0.074103393514171,0.0291139262836468,-1.04784903396797,0.294708166945698,0.442062250418546
"CIBERSORTx","T cells follicular helper","Biopsy","C3 - C2","C3","C2",11,0.0613063059462416,0.0311274787614807,11,0.074103393514171,0.0291139262836468,-1.35581980301489,0.175156508909558,0.525469526728674
"CIBERSORTx","T cells follicular helper","Biopsy","C1 - C3","C1","C3",14,0.0648498398324561,0.0326682203373247,11,0.0613063059462416,0.0311274787614807,0.387015774589628,0.69874452978032,0.69874452978032
"CIBERSORTx","T cells gamma delta","Biopsy","C1 - C2","C1","C2",14,0.00455733979591168,0.0132573471578412,11,0.0212611900715018,0.0329275626461239,-1.62625949962268,0.103894463531486,0.15584169529723
"CIBERSORTx","T cells gamma delta","Biopsy","C3 - C2","C3","C2",11,0.00379140883237874,0.00851262684842701,11,0.0212611900715018,0.0329275626461239,-1.83297950363007,0.0668056192223983,0.200416857667195
"CIBERSORTx","T cells gamma delta","Biopsy","C1 - C3","C1","C3",14,0.00455733979591168,0.0132573471578412,11,0.00379140883237874,0.00851262684842701,0.313583670330831,0.753837263581223,0.753837263581223
"CIBERSORTx","T cells regulatory (Tregs)","Biopsy","C1 - C2","C1","C2",14,0.0274112238265097,0.0184131465321771,11,0.0201356891828751,0.0148367914938519,0.925472504453458,0.354720179563468,1
"CIBERSORTx","T cells regulatory (Tregs)","Biopsy","C3 - C2","C3","C2",11,0.026295973364998,0.019567747555501,11,0.0201356891828751,0.0148367914938519,0.708264076201809,0.478781281351321,0.718171922026982
"CIBERSORTx","T cells regulatory (Tregs)","Biopsy","C1 - C3","C1","C3",14,0.0274112238265097,0.0184131465321771,11,0.026295973364998,0.019567747555501,0.175916261177103,0.860359730003821,0.860359730003821
"consensus_tme","B cell","Biopsy","C1 - C2","C1","C2",14,-0.0604241524705152,0.0840405675881478,11,0.0437145632248607,0.119424011694826,-2.14923779959853,0.0316155543181231,0.0474233314771847
"consensus_tme","B cell","Biopsy","C3 - C2","C3","C2",11,-0.100256622176346,0.0996464433413083,11,0.0437145632248607,0.119424011694826,-2.81282018834433,0.00491091040687095,0.0147327312206129
"consensus_tme","B cell","Biopsy","C1 - C3","C1","C3",14,-0.0604241524705152,0.0840405675881478,11,-0.100256622176346,0.0996464433413083,0.827571280841852,0.407913338287918,0.407913338287918
"consensus_tme","Cancer associated fibroblast","Biopsy","C1 - C2","C1","C2",14,0.251876393853267,0.160155548049647,11,0.235818751170768,0.0774916797303338,0.874992186028725,0.381578157379441,0.572367236069162
"consensus_tme","Cancer associated fibroblast","Biopsy","C3 - C2","C3","C2",11,0.298535941960495,0.106361359515952,11,0.235818751170768,0.0774916797303338,1.49747261825525,0.134270325193516,0.402810975580549
"consensus_tme","Cancer associated fibroblast","Biopsy","C1 - C3","C1","C3",14,0.251876393853267,0.160155548049647,11,0.298535941960495,0.106361359515952,-0.70978387118414,0.477838172387106,0.477838172387106
"consensus_tme","Endothelial cell","Biopsy","C1 - C2","C1","C2",14,0.222782881132555,0.138356714521691,11,0.179386855029594,0.120469272468514,1.22223558852614,0.221618549248784,0.664855647746351
"consensus_tme","Endothelial cell","Biopsy","C3 - C2","C3","C2",11,0.170155431598567,0.103649540466789,11,0.179386855029594,0.120469272468514,0.0202361164629094,0.983855017007347,0.983855017007347
"consensus_tme","Endothelial cell","Biopsy","C1 - C3","C1","C3",14,0.222782881132555,0.138356714521691,11,0.170155431598567,0.103649540466789,1.2008196958611,0.229821149985248,0.344731724977872
"consensus_tme","Eosinophil","Biopsy","C1 - C2","C1","C2",14,-0.0209267774572914,0.108909652653911,11,0.199856922258674,0.129563237605627,-3.21085419313687,0.00132341065079978,0.00198511597619967
"consensus_tme","Eosinophil","Biopsy","C3 - C2","C3","C2",11,-0.0201649586143456,0.130588314148264,11,0.199856922258674,0.129563237605627,-3.25801475052832,0.0011219457439034,0.0033658372317102
"consensus_tme","Eosinophil","Biopsy","C1 - C3","C1","C3",14,-0.0209267774572914,0.108909652653911,11,-0.0201649586143456,0.130588314148264,0.237104525934357,0.812575701285277,0.812575701285277
"consensus_tme","Macrophage","Biopsy","C1 - C2","C1","C2",14,0.118578502785332,0.0811216100988484,11,0.289918338777707,0.117015074503723,-2.90644257596954,0.00365563990223011,0.00548345985334516
"consensus_tme","Macrophage","Biopsy","C3 - C2","C3","C2",11,0.0888301693074222,0.126035702164691,11,0.289918338777707,0.117015074503723,-3.35919533284286,0.000781697927157318,0.00234509378147195
"consensus_tme","Macrophage","Biopsy","C1 - C3","C1","C3",14,0.118578502785332,0.0811216100988484,11,0.0888301693074222,0.126035702164691,0.648595606426886,0.516599796105188,0.516599796105188
"consensus_tme","Macrophage M1","Biopsy","C1 - C2","C1","C2",14,0.0603820104332073,0.0983548836781695,11,0.252351441757264,0.127907162152425,-2.9095019892074,0.00362005083176233,0.0054300762476435
"consensus_tme","Macrophage M1","Biopsy","C3 - C2","C3","C2",11,0.0389138065286513,0.152761971146693,11,0.252351441757264,0.127907162152425,-3.15683416821378,0.00159492022084087,0.00478476066252261
"consensus_tme","Macrophage M1","Biopsy","C1 - C3","C1","C3",14,0.0603820104332073,0.0983548836781695,11,0.0389138065286513,0.152761971146693,0.431377266538637,0.666194076969481,0.666194076969481
"consensus_tme","Macrophage M2","Biopsy","C1 - C2","C1","C2",14,0.177933699699855,0.0831221124784625,11,0.324724829679866,0.128040372748278,-2.52401592123671,0.0116022673839571,0.0174034010759356
"consensus_tme","Macrophage M2","Biopsy","C3 - C2","C3","C2",11,0.141176949941541,0.127665117801562,11,0.324724829679866,0.128040372748278,-3.15683416821378,0.00159492022084087,0.00478476066252261
"consensus_tme","Macrophage M2","Biopsy","C1 - C3","C1","C3",14,0.177933699699855,0.0831221124784625,11,0.141176949941541,0.127665117801562,0.816863334509333,0.414006533215788,0.414006533215788
"consensus_tme","Mast cell","Biopsy","C1 - C2","C1","C2",14,-0.0628601532817891,0.0836978119465158,11,0.110026433617789,0.123157412150382,-2.77794721997931,0.00547035031734291,0.00820552547601436
"consensus_tme","Mast cell","Biopsy","C3 - C2","C3","C2",11,-0.0786303899441766,0.131277665767141,11,0.110026433617789,0.123157412150382,-3.11636193528796,0.00183097395718302,0.00549292187154907
"consensus_tme","Mast cell","Biopsy","C1 - C3","C1","C3",14,-0.0628601532817891,0.0836978119465158,11,-0.0786303899441766,0.131277665767141,0.520100250436654,0.602993703862117,0.602993703862117
"consensus_tme","Monocyte","Biopsy","C1 - C2","C1","C2",14,0.0875588818757357,0.0764178655274514,11,0.196979924822643,0.114403392650641,-2.20124782464219,0.027718484316399,0.0415777264745985
"consensus_tme","Monocyte","Biopsy","C3 - C2","C3","C2",11,0.0412479796609627,0.111086976732507,11,0.196979924822643,0.114403392650641,-3.01518135297341,0.0025682564241045,0.00770476927231351
"consensus_tme","Monocyte","Biopsy","C1 - C3","C1","C3",14,0.0875588818757357,0.0764178655274514,11,0.0412479796609627,0.111086976732507,0.989720182448574,0.322310907384681,0.322310907384681
"consensus_tme","Myeloid dendritic cell","Biopsy","C1 - C2","C1","C2",14,0.0546330710779878,0.0776439177565666,11,0.231645802923711,0.116390486667437,-3.0410567584355,0.00235749385621859,0.00353624078432788
"consensus_tme","Myeloid dendritic cell","Biopsy","C3 - C2","C3","C2",11,0.0424915987029916,0.12732932541501,11,0.231645802923711,0.116390486667437,-3.19730640113959,0.00138717492672011,0.00416152478016034
"consensus_tme","Myeloid dendritic cell","Biopsy","C1 - C3","C1","C3",14,0.0546330710779878,0.0776439177565666,11,0.0424915987029916,0.12732932541501,0.342654282640619,0.731858559844929,0.731858559844929
"consensus_tme","NK cell","Biopsy","C1 - C2","C1","C2",14,-0.138745866213857,0.0953785614225522,11,0.0322786050773546,0.110757533889851,-2.81313047221473,0.00490617398884099,0.00735926098326149
"consensus_tme","NK cell","Biopsy","C3 - C2","C3","C2",11,-0.1711105137723,0.134776063152826,11,0.0322786050773546,0.110757533889851,-3.33895921637996,0.000840929095085291,0.00252278728525587
"consensus_tme","NK cell","Biopsy","C1 - C3","C1","C3",14,-0.138745866213857,0.0953785614225522,11,-0.1711105137723,0.134776063152826,0.72049181751666,0.471222235893925,0.471222235893925
"consensus_tme","Neutrophil","Biopsy","C1 - C2","C1","C2",14,-0.0469431296243017,0.0644354502481428,11,0.104291841627489,0.0784473166988402,-3.4999687441149,0.000465312713995171,0.00139593814198551
"consensus_tme","Neutrophil","Biopsy","C3 - C2","C3","C2",11,-0.0523453816413718,0.0999401500953954,11,0.104291841627489,0.0784473166988402,-3.4401397986945,0.000581413782961499,0.000872120674442248
"consensus_tme","Neutrophil","Biopsy","C1 - C3","C1","C3",14,-0.0469431296243017,0.0644354502481428,11,-0.0523453816413718,0.0999401500953954,0.140733008941683,0.88808086723881,0.88808086723881
"consensus_tme","T cell CD4+","Biopsy","C1 - C2","C1","C2",14,0.00956577746508167,0.0959680477155523,11,0.171098555905008,0.113820269889862,-2.6555706904648,0.00791743373754965,0.0118761506063245
"consensus_tme","T cell CD4+","Biopsy","C3 - C2","C3","C2",11,-0.0212508810484737,0.13308852382277,11,0.171098555905008,0.113820269889862,-3.19730640113959,0.00138717492672011,0.00416152478016034
"consensus_tme","T cell CD4+","Biopsy","C1 - C3","C1","C3",14,0.00956577746508167,0.0959680477155523,11,-0.0212508810484737,0.13308852382277,0.728140350611316,0.466527675521167,0.466527675521167
"consensus_tme","T cell CD8+","Biopsy","C1 - C2","C1","C2",14,0.00524391182698505,0.0949175912124893,11,0.156509683146624,0.11418020761691,-2.64792215737014,0.00809881712565003,0.012148225688475
"consensus_tme","T cell CD8+","Biopsy","C3 - C2","C3","C2",11,-0.0375252131563462,0.130578290240156,11,0.156509683146624,0.11418020761691,-3.33895921637996,0.000840929095085291,0.00252278728525587
"consensus_tme","T cell CD8+","Biopsy","C1 - C3","C1","C3",14,0.00524391182698505,0.0949175912124893,11,-0.0375252131563462,0.130578290240156,0.885700132361244,0.375779136982612,0.375779136982612
"consensus_tme","T cell gamma delta","Biopsy","C1 - C2","C1","C2",14,-0.0836715831296931,0.102478161801772,11,0.108622392170843,0.124877505167848,-2.8850266833045,0.00391380487847715,0.00587070731771573
"consensus_tme","T cell gamma delta","Biopsy","C3 - C2","C3","C2",11,-0.118847004692078,0.148258592054659,11,0.108622392170843,0.124877505167848,-3.31872309991705,0.000904300526459196,0.00271290157937759
"consensus_tme","T cell gamma delta","Biopsy","C1 - C3","C1","C3",14,-0.0836715831296931,0.102478161801772,11,-0.118847004692078,0.148258592054659,0.627179713761848,0.530541439292379,0.530541439292379
"consensus_tme","T cell regulatory (Tregs)","Biopsy","C1 - C2","C1","C2",14,-0.00974746001367447,0.10797013843128,11,0.150646543180562,0.136993527522454,-2.46435736309838,0.0137259183081453,0.020588877462218
"consensus_tme","T cell regulatory (Tregs)","Biopsy","C3 - C2","C3","C2",11,-0.0536002063984052,0.158887835133723,11,0.150646543180562,0.136993527522454,-3.09612581882505,0.00196067147172648,0.00588201441517944
"consensus_tme","T cell regulatory (Tregs)","Biopsy","C1 - C3","C1","C3",14,-0.00974746001367447,0.10797013843128,11,-0.0536002063984052,0.158887835133723,0.81227421465254,0.416634302909445,0.416634302909445
"consensus_tme","cytotoxicity score","Biopsy","C1 - C2","C1","C2",14,-0.117515418180833,0.100183391220173,11,0.104455680332559,0.113478430606282,-3.38677045431398,0.000707205323954825,0.00106080798593224
"consensus_tme","cytotoxicity score","Biopsy","C3 - C2","C3","C2",11,-0.140684417169915,0.140314361241081,11,0.104455680332559,0.113478430606282,-3.64250096332359,0.000270001967197204,0.000810005901591611
"consensus_tme","cytotoxicity score","Biopsy","C1 - C3","C1","C3",14,-0.117515418180833,0.100183391220173,11,-0.140684417169915,0.140314361241081,0.468090225392989,0.639720068985092,0.639720068985092
"consensus_tme","immune score","Biopsy","C1 - C2","C1","C2",14,0.020576509177265,0.0725132154352747,11,0.166870264634267,0.102803071822571,-2.84678401783122,0.00441633142704519,0.00662449714056778
"consensus_tme","immune score","Biopsy","C3 - C2","C3","C2",11,-0.00818278736002198,0.114572666767458,11,0.166870264634267,0.102803071822571,-3.29848698345414,0.000972073868082808,0.00291622160424842
"consensus_tme","immune score","Biopsy","C1 - C3","C1","C3",14,0.020576509177265,0.0725132154352747,11,-0.00818278736002198,0.114572666767458,0.644006486570093,0.519571227739387,0.519571227739387
"epic","B cell","Biopsy","C1 - C2","C1","C2",14,0.00778248680392725,0.0111283930483394,11,0.0193771989337506,0.0215909125242113,-1.82035087652829,0.0687055881754687,0.206116764526406
"epic","B cell","Biopsy","C3 - C2","C3","C2",11,0.00704257505085702,0.010148538985203,11,0.0193771989337506,0.0215909125242113,-1.61888931703271,0.10547107983124,0.15820661974686
"epic","B cell","Biopsy","C1 - C3","C1","C3",14,0.00778248680392725,0.0111283930483394,11,0.00704257505085702,0.010148538985203,-0.107079463325193,0.914725939374567,0.914725939374567
"epic","Cancer associated fibroblast","Biopsy","C1 - C2","C1","C2",14,0.290430927153363,0.322776351504643,11,0.113732523669697,0.143072285637926,1.74233583896279,0.0814496957450257,0.122174543617539
"epic","Cancer associated fibroblast","Biopsy","C3 - C2","C3","C2",11,0.231158369626204,0.159931357431145,11,0.113732523669697,0.143072285637926,2.04384776275379,0.040968588999538,0.122905766998614
"epic","Cancer associated fibroblast","Biopsy","C1 - C3","C1","C3",14,0.290430927153363,0.322776351504643,11,0.231158369626204,0.159931357431145,-0.420669320206117,0.673996567078126,0.673996567078126
"epic","Endothelial cell","Biopsy","C1 - C2","C1","C2",14,0.0423211677843284,0.0434395424555281,11,0.0232422129592655,0.0237988332197878,1.46239952769836,0.143631758794083,0.430895276382249
"epic","Endothelial cell","Biopsy","C3 - C2","C3","C2",11,0.0280664401116134,0.0225460610816091,11,0.0232422129592655,0.0237988332197878,0.526139028035629,0.598791613644222,0.598791613644222
"epic","Endothelial cell","Biopsy","C1 - C3","C1","C3",14,0.0423211677843284,0.0434395424555281,11,0.0280664401116134,0.0225460610816091,0.905586318407352,0.365154853068953,0.54773227960343
"epic","Macrophage","Biopsy","C1 - C2","C1","C2",14,0.0135842780968754,0.009218214053333,11,0.0364709195133684,0.0589183524007623,-1.56641957778569,0.117250422573334,0.175875633860002
"epic","Macrophage","Biopsy","C3 - C2","C3","C2",11,0.0106994544351018,0.00734660004342166,11,0.0364709195133684,0.0589183524007623,-2.38786174262324,0.016946715728725,0.050840147186175
"epic","Macrophage","Biopsy","C1 - C3","C1","C3",14,0.0135842780968754,0.009218214053333,11,0.0106994544351018,0.00734660004342166,0.960655756688879,0.336725283898586,0.336725283898586
"epic","NK cell","Biopsy","C1 - C2","C1","C2",14,0.000113915503051296,0.000231264275771464,11,0.00218835991850015,0.00641899666050944,-1.17787409657713,0.238846803262927,0.716540409788781
"epic","NK cell","Biopsy","C3 - C2","C3","C2",11,0.000126294547322646,0.000285141029953334,11,0.00218835991850015,0.00641899666050944,-0.404722329258176,0.685681626931773,0.685681626931773
"epic","NK cell","Biopsy","C1 - C3","C1","C3",14,0.000113915503051296,0.000231264275771464,11,0.000126294547322646,0.000285141029953334,-0.749556243276355,0.453522012745411,0.680283019118116
"epic","T cell CD4+","Biopsy","C1 - C2","C1","C2",14,0.0418609232826433,0.0314378387866685,11,0.0431617187035612,0.0194697712902265,-0.246282765647945,0.805463350165068,0.805463350165068
"epic","T cell CD4+","Biopsy","C3 - C2","C3","C2",11,0.0353397359869494,0.0195249732599132,11,0.0431617187035612,0.0194697712902265,-0.465430678646903,0.641623068758283,1
"epic","T cell CD4+","Biopsy","C1 - C3","C1","C3",14,0.0418609232826433,0.0314378387866685,11,0.0353397359869494,0.0195249732599132,0.246282765647945,0.805463350165068,1
"epic","T cell CD8+","Biopsy","C1 - C2","C1","C2",14,0.0141485419185961,0.0122716751595189,11,0.0228739513490432,0.01044424558722,-1.95190564575638,0.050949407874455,0.0764241118116825
"epic","T cell CD8+","Biopsy","C3 - C2","C3","C2",11,0.00859876535641539,0.00709445036579756,11,0.0228739513490432,0.01044424558722,-3.11636193528796,0.00183097395718302,0.00549292187154907
"epic","T cell CD8+","Biopsy","C1 - C3","C1","C3",14,0.0141485419185961,0.0122716751595189,11,0.00859876535641539,0.00709445036579756,1.34614182465958,0.178256782367354,0.178256782367354
"epic","uncharacterized cell","Biopsy","C1 - C2","C1","C2",14,0.589757759457216,0.288835320832867,11,0.738953114952814,0.202447763905897,-1.50982043288523,0.131089249794687,0.39326774938406
"epic","uncharacterized cell","Biopsy","C3 - C2","C3","C2",11,0.678968364885537,0.146765962828853,11,0.738953114952814,0.202447763905897,-1.39629203594071,0.162626571072827,0.24393985660924
"epic","uncharacterized cell","Biopsy","C1 - C3","C1","C3",14,0.589757759457216,0.288835320832867,11,0.678968364885537,0.146765962828853,-0.0321238389975581,0.974373292447756,0.974373292447756
"estimate","ESTIMATEScore","Biopsy","C1 - C2","C1","C2",14,1294.05063561424,1009.58306277046,11,2318.20464145057,1158.10383949853,-2.28232227544555,0.0224703203607128,0.0337054805410692
"estimate","ESTIMATEScore","Biopsy","C3 - C2","C3","C2",11,1097.71064741399,1220.6561918901,11,2318.20464145057,1158.10383949853,-2.38786174262324,0.016946715728725,0.050840147186175
"estimate","ESTIMATEScore","Biopsy","C1 - C3","C1","C3",14,1294.05063561424,1009.58306277046,11,1097.71064741399,1220.6561918901,0.244753059029014,0.80664764201123,0.80664764201123
"estimate","ImmuneScore","Biopsy","C1 - C2","C1","C2",14,874.530931132351,525.441172631563,11,1767.46865871973,753.261347865681,-2.64333303751335,0.00820942427759234,0.0123141364163885
"estimate","ImmuneScore","Biopsy","C3 - C2","C3","C2",11,607.245653638541,808.898354722595,11,1767.46865871973,753.261347865681,-3.27825086699123,0.00104452521179783,0.00313357563539348
"estimate","ImmuneScore","Biopsy","C1 - C3","C1","C3",14,874.530931132351,525.441172631563,11,607.245653638541,808.898354722595,0.826041574222921,0.408780508626009,0.408780508626009
"estimate","StromalScore","Biopsy","C1 - C2","C1","C2",14,419.519704481891,715.972322439571,11,550.735982730842,536.483984397391,-0.0397723720922147,0.96827460267365,0.96827460267365
"estimate","StromalScore","Biopsy","C3 - C2","C3","C2",11,490.464993775452,556.260703501325,11,550.735982730842,536.483984397391,0.0809444658516352,0.93548611732474,1
"estimate","StromalScore","Biopsy","C1 - C3","C1","C3",14,419.519704481891,715.972322439571,11,490.464993775452,556.260703501325,-0.125435942752369,0.900178434612483,1
"estimate","TumorPurity","Biopsy","C1 - C2","C1","C2",14,0.692802394353175,0.0953944423332134,11,0.577639199887204,0.132922188593435,2.28232227544555,0.0224703203607128,0.0337054805410692
"estimate","TumorPurity","Biopsy","C3 - C2","C3","C2",11,0.710037837298778,0.121645772805889,11,0.577639199887204,0.132922188593435,2.38786174262324,0.016946715728725,0.050840147186175
"estimate","TumorPurity","Biopsy","C1 - C3","C1","C3",14,0.692802394353175,0.0953944423332134,11,0.710037837298778,0.121645772805889,-0.244753059029014,0.806647642011229,0.806647642011229
"mcp_counter","B cell","Biopsy","C1 - C2","C1","C2",14,4.22589285714286,4.5133000483659,11,7.05380681818182,7.20373340952532,-0.830630694079716,0.406182289523591,0.406182289523591
"mcp_counter","B cell","Biopsy","C3 - C2","C3","C2",11,3.03585227272727,3.78293396668602,11,7.05380681818182,7.20373340952532,-1.88195883105052,0.0598416055836047,0.179524816750814
