"Method","Cell_Type","Timepoint","comparison","cluster1","cluster2","n1","mean1","sd1","n2","mean2","sd2","z","p_unadj","fdr"
"mcp_counter","B cell","Biopsy","C1 - C3","C1","C3",14,4.22589285714286,4.5133000483659,11,3.03585227272727,3.78293396668602,1.16104732376888,0.245622654790461,0.368433982185691
"mcp_counter","Cancer associated fibroblast","Biopsy","C1 - C2","C1","C2",14,911.342901785714,1129.19550190235,11,360.269545454545,254.54306832202,1.10444817886842,0.269398771172232,0.404098156758348
"mcp_counter","Cancer associated fibroblast","Biopsy","C3 - C2","C3","C2",11,735.736875,462.750254265867,11,360.269545454545,254.54306832202,1.61888931703271,0.10547107983124,0.31641323949372
"mcp_counter","Cancer associated fibroblast","Biopsy","C1 - C3","C1","C3",14,911.342901785714,1129.19550190235,11,735.736875,462.750254265867,-0.608823234334672,0.542641611361718,0.542641611361718
"mcp_counter","Endothelial cell","Biopsy","C1 - C2","C1","C2",14,9.46486607142857,4.65724097686504,11,6.70778409090909,4.60195207912526,2.26702520925624,0.0233886857729767,0.0701660573189301
"mcp_counter","Endothelial cell","Biopsy","C3 - C2","C3","C2",11,6.83225852272727,3.09447173033807,11,6.70778409090909,4.60195207912526,0.485666795109812,0.627203429790967,0.627203429790967
"mcp_counter","Endothelial cell","Biopsy","C1 - C3","C1","C3",14,9.46486607142857,4.65724097686504,11,6.83225852272727,3.09447173033807,1.75304378529531,0.0795944916091547,0.119391737413732
"mcp_counter","Macrophage/Monocyte","Biopsy","C1 - C2","C1","C2",14,12.8407653061224,6.13167611659052,11,27.6578571428571,17.0711589339136,-2.6846351162245,0.00726090278837675,0.0108913541825651
"mcp_counter","Macrophage/Monocyte","Biopsy","C3 - C2","C3","C2",11,11.2218181818182,7.72009259199282,11,27.6578571428571,17.0711589339136,-3.09612581882505,0.00196067147172647,0.00588201441517943
"mcp_counter","Macrophage/Monocyte","Biopsy","C1 - C3","C1","C3",14,12.8407653061224,6.13167611659052,11,11.2218181818182,7.72009259199282,0.591996461526427,0.553852957880359,0.553852957880359
"mcp_counter","Monocyte","Biopsy","C1 - C2","C1","C2",14,12.8407653061224,6.13167611659052,11,27.6578571428571,17.0711589339136,-2.6846351162245,0.00726090278837675,0.0108913541825651
"mcp_counter","Monocyte","Biopsy","C3 - C2","C3","C2",11,11.2218181818182,7.72009259199282,11,27.6578571428571,17.0711589339136,-3.09612581882505,0.00196067147172647,0.00588201441517943
"mcp_counter","Monocyte","Biopsy","C1 - C3","C1","C3",14,12.8407653061224,6.13167611659052,11,11.2218181818182,7.72009259199282,0.591996461526427,0.553852957880359,0.553852957880359
"mcp_counter","Myeloid dendritic cell","Biopsy","C1 - C2","C1","C2",14,2.47565476190476,1.33143242614972,11,8.3994696969697,7.91740397682998,-1.88153914128554,0.0598986160473833,0.089847924071075
"mcp_counter","Myeloid dendritic cell","Biopsy","C3 - C2","C3","C2",11,2.33719696969697,2.30862652388117,11,8.3994696969697,7.91740397682998,-2.67116737310396,0.00755879462423155,0.0226763838726947
"mcp_counter","Myeloid dendritic cell","Biopsy","C1 - C3","C1","C3",14,2.47565476190476,1.33143242614972,11,2.33719696969697,2.30862652388117,0.945358690499565,0.344475784430535,0.344475784430535
"mcp_counter","NK cell","Biopsy","C1 - C2","C1","C2",14,0.290267857142857,0.113618297140271,11,0.375909090909091,0.280993127645661,-0.718382193153987,0.472521663234343,0.472521663234343
"mcp_counter","NK cell","Biopsy","C3 - C2","C3","C2",11,0.204318181818182,0.101592189716354,11,0.375909090909091,0.280993127645661,-2.21642533458356,0.0266623862119268,0.0799871586357805
"mcp_counter","NK cell","Biopsy","C1 - C3","C1","C3",14,0.290267857142857,0.113618297140271,11,0.204318181818182,0.101592189716354,1.62726190078651,0.103681485910789,0.155522228866184
"mcp_counter","Neutrophil","Biopsy","C1 - C2","C1","C2",14,8.92482142857143,3.91724290403231,11,5.95168831168831,2.50853728565943,2.29150051515914,0.0219344821111405,0.0658034463334214
"mcp_counter","Neutrophil","Biopsy","C3 - C2","C3","C2",11,6.89714285714286,4.63861604096634,11,5.95168831168831,2.50853728565943,0.323777863406541,0.746106216630775,0.746106216630775
"mcp_counter","Neutrophil","Biopsy","C1 - C3","C1","C3",14,8.92482142857143,3.91724290403231,11,6.89714285714286,4.63861604096634,1.94884623251852,0.051313790692584,0.076970686038876
"mcp_counter","T cell","Biopsy","C1 - C2","C1","C2",14,3.7706887755102,1.95194352017958,11,6.14957792207792,2.97701571576174,-1.96873241856463,0.0489838264955373,0.0734757397433059
"mcp_counter","T cell","Biopsy","C3 - C2","C3","C2",11,2.69107142857143,2.05437993401058,11,6.14957792207792,2.97701571576174,-3.09612581882505,0.00196067147172648,0.00588201441517944
"mcp_counter","T cell","Biopsy","C1 - C3","C1","C3",14,3.7706887755102,1.95194352017958,11,2.69107142857143,2.05437993401058,1.30789915918629,0.190907514762407,0.190907514762407
"mcp_counter","T cell CD8+","Biopsy","C1 - C2","C1","C2",14,3.66392857142857,3.41728928705613,11,7.59590909090909,6.10441226416672,-1.93214379728866,0.0533417598393839,0.0800126397590759
"mcp_counter","T cell CD8+","Biopsy","C3 - C2","C3","C2",11,2.67227272727273,3.01277974936467,11,7.59590909090909,6.10441226416672,-2.61062702313773,0.00903764016477092,0.0271129204943128
"mcp_counter","T cell CD8+","Biopsy","C1 - C3","C1","C3",14,3.66392857142857,3.41728928705613,11,2.67227272727273,3.01277974936467,0.830684150378261,0.406152082416186,0.406152082416186
"mcp_counter","cytotoxicity score","Biopsy","C1 - C2","C1","C2",14,3.10357142857143,1.92050490483153,11,7.05837662337662,6.68232853136638,-1.88612826114234,0.0592776727871518,0.0889165091807276
"mcp_counter","cytotoxicity score","Biopsy","C3 - C2","C3","C2",11,2.50246753246753,2.60698642120957,11,7.05837662337662,6.68232853136638,-2.73187572249269,0.00629748906457976,0.0188924671937393
"mcp_counter","cytotoxicity score","Biopsy","C1 - C3","C1","C3",14,3.10357142857143,1.92050490483153,11,2.50246753246753,2.60698642120957,1.00501724863789,0.314888544338137,0.314888544338137
"quantiseq","B cell","Biopsy","C1 - C2","C1","C2",14,0.023644863480481,0.0116191800339676,11,0.0260432047177373,0.0225713015634436,0.660833259378337,0.508719250866728,0.508719250866728
"quantiseq","B cell","Biopsy","C3 - C2","C3","C2",11,0.0155512029903791,0.00801917629686651,11,0.0260432047177373,0.0225713015634436,-1.09275028899708,0.274503453190511,0.411755179785766
"quantiseq","B cell","Biopsy","C1 - C3","C1","C3",14,0.023644863480481,0.0116191800339676,11,0.0155512029903791,0.00801917629686651,1.81729146329043,0.069172496414325,0.207517489242975
"quantiseq","Macrophage M1","Biopsy","C1 - C2","C1","C2",14,0.0311048634050927,0.0193104366375381,11,0.0429617702448739,0.0296361884469117,-1.44404304827118,0.148726866550482,0.223090299825723
"quantiseq","Macrophage M1","Biopsy","C3 - C2","C3","C2",11,0.0274062185133572,0.0129676478433524,11,0.0429617702448739,0.0296361884469117,-1.74030601581016,0.0818052982903578,0.245415894871073
"quantiseq","Macrophage M1","Biopsy","C1 - C3","C1","C3",14,0.0311048634050927,0.0193104366375381,11,0.0274062185133572,0.0129676478433524,0.397723720922147,0.690833850061771,0.690833850061771
"quantiseq","Macrophage M2","Biopsy","C1 - C2","C1","C2",14,0.0475347404807129,0.0187002005670611,11,0.0498300518811102,0.0304190601340966,0.305941323786267,0.759649321670505,1
"quantiseq","Macrophage M2","Biopsy","C3 - C2","C3","C2",11,0.0431458052465098,0.0160872837245208,11,0.0498300518811102,0.0304190601340966,-0.202361164629088,0.839634386433762,0.839634386433762
"quantiseq","Macrophage M2","Biopsy","C1 - C3","C1","C3",14,0.0475347404807129,0.0187002005670611,11,0.0431458052465098,0.0160872837245208,0.520100250436655,0.602993703862117,1
