"Method","Cell_Type","Timepoint","test","p_value","FDR","n_clusters","note","Dys-CIM_n","Fun-CIM_n","Dys-CIM_mean","Fun-CIM_mean","Dys-CIM_sd","Fun-CIM_sd"
"epic","NK cell","Surgery","wilcox_rank_sum",0.653378910693694,0.97332032972522,2,NA,9,10,0.00152025273458091,0.00521664637020542,0.00219372165868526,0.00639246051310452
"epic","T cell CD4+","Surgery","wilcox_rank_sum",0.11134688653314,0.97332032972522,2,NA,9,10,0.0266604330846997,0.0439796633855666,0.0432274572603658,0.0421644566439541
"epic","T cell CD8+","Surgery","wilcox_rank_sum",0.437942822899974,0.97332032972522,2,NA,9,10,0.00294875152678378,0.00578017667321371,0.0017239433177469,0.00556009033534744
"epic","uncharacterized cell","Surgery","wilcox_rank_sum",0.130911127896291,0.97332032972522,2,NA,9,10,0.879772776083755,0.81541437254088,0.0781647383296219,0.102546789953491
"estimate","ESTIMATEScore","Surgery","wilcox_rank_sum",1,1,2,NA,9,10,2882.24548106421,2847.76110274559,609.921431819321,1257.49936755591
"estimate","ImmuneScore","Surgery","wilcox_rank_sum",0.59561089947573,0.97332032972522,2,NA,9,10,1870.8919500765,1902.57245497969,412.896320318462,847.480567872461
"estimate","StromalScore","Surgery","wilcox_rank_sum",0.967435545139537,1,2,NA,9,10,1011.35353098771,945.188647765902,327.632642286339,637.674984720662
"estimate","TumorPurity","Surgery","wilcox_rank_sum",1,1,2,NA,9,10,0.514691768312442,0.512908647342836,0.0776867210228452,0.156941748835476
"mcp_counter","B cell","Surgery","wilcox_rank_sum",0.347745598910698,0.97332032972522,2,NA,9,10,25.1065904938272,16.7887691111111,29.7260071303318,18.0701528774668
"mcp_counter","Cancer associated fibroblast","Surgery","wilcox_rank_sum",0.54029137460742,0.97332032972522,2,NA,9,10,216.953724166667,350.811832875,104.651593589807,301.779361909211
"mcp_counter","Endothelial cell","Surgery","wilcox_rank_sum",0.0791793495755705,0.97332032972522,2,NA,9,10,3.37675062847222,4.63163334375,1.40233983493007,1.68052748195794
"mcp_counter","Macrophage/Monocyte","Surgery","wilcox_rank_sum",0.713303173878458,0.97332032972522,2,NA,9,10,14.373889047619,17.8410474857143,11.329044722843,12.8861173700651
"mcp_counter","Monocyte","Surgery","wilcox_rank_sum",0.713303173878458,0.97332032972522,2,NA,9,10,14.373889047619,17.8410474857143,11.329044722843,12.8861173700651
"mcp_counter","Myeloid dendritic cell","Surgery","wilcox_rank_sum",0.713303173878458,0.97332032972522,2,NA,9,10,4.0220987037037,5.29712666666667,2.16240599928352,4.26844195552265
"mcp_counter","NK cell","Surgery","wilcox_rank_sum",0.391267279282639,0.97332032972522,2,NA,9,10,0.251192222222222,0.444832125,0.242410372939169,0.44031100876297
"mcp_counter","Neutrophil","Surgery","wilcox_rank_sum",0.0941663754378798,0.97332032972522,2,NA,9,10,5.22898380952381,7.99744428571429,2.95411746226082,4.41318448445738
"mcp_counter","T cell","Surgery","wilcox_rank_sum",0.391267279282639,0.97332032972522,2,NA,9,10,5.327594,11.1191481333333,5.5441242769565,12.8258349601141
"mcp_counter","T cell CD8+","Surgery","wilcox_rank_sum",0.487668353458931,0.97332032972522,2,NA,9,10,0.955677777777778,2.8552,0.870109719773572,3.9126369388886
"mcp_counter","cytotoxicity score","Surgery","wilcox_rank_sum",0.391267279282639,0.97332032972522,2,NA,9,10,6.79572380952381,18.0787700285714,8.02607968705196,19.676419055157
"quantiseq","B cell","Surgery","wilcox_rank_sum",0.775051373670082,0.97332032972522,2,NA,9,10,0.00724980357968284,0.00858892773980577,0.00541947341925903,0.00657568026846484
"quantiseq","Macrophage M1","Surgery","wilcox_rank_sum",0.387070516906497,0.97332032972522,2,NA,9,10,0.00405123712396034,0.0125909153894884,0.0050009534047535,0.0182675240617901
"quantiseq","Macrophage M2","Surgery","wilcox_rank_sum",0.838256486385826,0.994853851974387,2,NA,9,10,0.0546758826091961,0.0646778239850927,0.0248456663479203,0.0421274777452026
"quantiseq","Monocyte","Surgery","wilcox_rank_sum",0.399075196548237,0.97332032972522,2,NA,9,10,0,0.000259199100895745,0,0.000819659526298343
"quantiseq","Myeloid dendritic cell","Surgery","wilcox_rank_sum",0.399075196548237,0.97332032972522,2,NA,9,10,0,0.000608257592886185,0,0.00192347939761178
"quantiseq","NK cell","Surgery","wilcox_rank_sum",0.0602764053633166,0.97332032972522,2,NA,9,10,0.000931887710079683,0.00195248486240643,0.00082766694684576,0.00133492207943225
"quantiseq","Neutrophil","Surgery","wilcox_rank_sum",0.966605467644993,1,2,NA,9,10,0.00883481653952525,0.00816806887841723,0.00910959295964739,0.0101640516228611
"quantiseq","T cell CD4+ (non-regulatory)","Surgery","wilcox_rank_sum",0.637154902095383,0.97332032972522,2,NA,9,10,0.00461703231673399,0.00712700273293792,0.00849101200404185,0.0150402133968437
"quantiseq","T cell CD8+","Surgery","wilcox_rank_sum",0.653378910693694,0.97332032972522,2,NA,9,10,0.00715658813900065,0.0197353304696243,0.00703099172668401,0.02778462494313
"quantiseq","T cell regulatory (Tregs)","Surgery","wilcox_rank_sum",0.653378910693694,0.97332032972522,2,NA,9,10,0.00969830669861227,0.0140782553919692,0.00969041272202097,0.0197081990401247
"quantiseq","uncharacterized cell","Surgery","wilcox_rank_sum",0.205667179617355,0.97332032972522,2,NA,9,10,0.902784445283209,0.862213733856476,0.0511675241830662,0.0854464928913855
"timer","B cell","Surgery","wilcox_rank_sum",0.0791793495755705,0.97332032972522,2,NA,9,10,0.106672111706218,0.0887983136372297,0.00993184877694906,0.023985619002314
"timer","Macrophage","Surgery","wilcox_rank_sum",0.653378910693694,0.97332032972522,2,NA,9,10,0.0394314269394591,0.0458129276754518,0.0127472220498632,0.0241703161905916
"timer","Myeloid dendritic cell","Surgery","wilcox_rank_sum",0.437942822899974,0.97332032972522,2,NA,9,10,0.478033637534443,0.502367496166697,0.0519140653035048,0.0587555707382598
"timer","Neutrophil","Surgery","wilcox_rank_sum",0.391267279282639,0.97332032972522,2,NA,9,10,0.120247374404401,0.125733232166284,0.00798193932608496,0.016213953317204
"timer","T cell CD4+","Surgery","wilcox_rank_sum",0.391267279282639,0.97332032972522,2,NA,9,10,0.118973468450666,0.119792462067616,0.0159438452575668,0.0460582054333845
"timer","T cell CD8+","Surgery","wilcox_rank_sum",0.177909594986983,0.97332032972522,2,NA,9,10,0.182339516296157,0.228696140668048,0.0218040602768642,0.0930466629959283
"xcell","B cell","Surgery","wilcox_rank_sum",0.335587907589842,0.97332032972522,2,NA,9,10,0.0448470455689418,0.0271510196433739,0.0618260892706669,0.043401125570165
"xcell","B cell memory","Surgery","wilcox_rank_sum",0.389179383027945,0.97332032972522,2,NA,9,10,0.0173662599003856,0.00678157588298454,0.0253584221734711,0.0132108234704192
"xcell","B cell naive","Surgery","wilcox_rank_sum",0.900049988161637,1,2,NA,9,10,0.00669550713731729,0.00425013945242484,0.0127777755087229,0.00656774143849747
"xcell","B cell plasma","Surgery","wilcox_rank_sum",0.0940220449511788,0.97332032972522,2,NA,9,10,0.0296228619983243,0.0159582016953526,0.0162708677538178,0.0183021256374766
"xcell","Cancer associated fibroblast","Surgery","wilcox_rank_sum",0.838256486385826,0.994853851974387,2,NA,9,10,0.125672610045307,0.142159830084399,0.0626369859731075,0.0924534021724202
"xcell","Class-switched memory B cell","Surgery","wilcox_rank_sum",0.412158281472861,0.97332032972522,2,NA,9,10,0.0216241435574935,0.0176613230394502,0.0200734924768543,0.0284760359745754
"xcell","Common lymphoid progenitor","Surgery","wilcox_rank_sum",0.487668353458931,0.97332032972522,2,NA,9,10,0.00701051056490975,0.0063348834475115,0.00433816705208349,0.0062594741280567
"xcell","Common myeloid progenitor","Surgery","wilcox_rank_sum",0.697693572351375,0.97332032972522,2,NA,9,10,0.00622372902348178,0.00584942032605701,0.0123513611477529,0.00937617112711781
"xcell","Endothelial cell","Surgery","wilcox_rank_sum",0.54029137460742,0.97332032972522,2,NA,9,10,0.050888180595681,0.0686536623300453,0.0153006056373124,0.0388390548027204
"xcell","Eosinophil","Surgery","wilcox_rank_sum",0.966924129814201,1,2,NA,9,10,0.000000000000000000665486937313679,0.00000000000000000182486786070631,0.000000000000000000824887121440568,0.00000000000000000284662896928421
"xcell","Granulocyte-monocyte progenitor","Surgery","wilcox_rank_sum",0.236444715572304,0.97332032972522,2,NA,9,10,0.0644287673584956,0.0432952794857228,0.0370588290847969,0.0252264525493707
"xcell","Hematopoietic stem cell","Surgery","wilcox_rank_sum",0.347745598910698,0.97332032972522,2,NA,9,10,0.304304600426489,0.379179832300041,0.119100871041922,0.215728183629019
"xcell","Macrophage","Surgery","wilcox_rank_sum",0.902523250177679,1,2,NA,9,10,0.0369337416590478,0.0395027611372737,0.0323790186635556,0.0424919077897297
"xcell","Macrophage M1","Surgery","wilcox_rank_sum",0.838256486385826,0.994853851974387,2,NA,9,10,0.0361412202905434,0.0435095997424909,0.0295632333392483,0.0408711551983108
"xcell","Macrophage M2","Surgery","wilcox_rank_sum",0.775051373670082,0.97332032972522,2,NA,9,10,0.0143097203338467,0.0134852073595755,0.00865520565381065,0.00976900785204242
"xcell","Mast cell","Surgery","wilcox_rank_sum",0.586263349356726,0.97332032972522,2,NA,9,10,0.000965640472539641,0.00258491972644112,0.00289692141761892,0.00511048963512483
"xcell","Monocyte","Surgery","wilcox_rank_sum",0.234955809796548,0.97332032972522,2,NA,9,10,0.000695280769482417,0.00639455328292811,0.00208584230844724,0.0152866079144021
"xcell","Myeloid dendritic cell","Surgery","wilcox_rank_sum",0.205667179617355,0.97332032972522,2,NA,9,10,0.0350427527142906,0.0290283445151301,0.0163247652520257,0.0420126690179876
"xcell","Myeloid dendritic cell activated","Surgery","wilcox_rank_sum",0.653378910693694,0.97332032972522,2,NA,9,10,0.872196167941766,0.805766078635044,0.159841906539789,0.255168348343714
"xcell","NK cell","Surgery","wilcox_rank_sum",0.412158281472861,0.97332032972522,2,NA,9,10,0.00960011262317117,0.0255763484360404,0.0134166633926577,0.03630121373569
"xcell","Neutrophil","Surgery","wilcox_rank_sum",0.406919556140164,0.97332032972522,2,NA,9,10,0.00188148707798328,0.00306854423818719,0.00380185841896093,0.00300475481207993
"xcell","Plasmacytoid dendritic cell","Surgery","wilcox_rank_sum",0.565919751301476,0.97332032972522,2,NA,9,10,0.0318492967583284,0.0321227400298282,0.0306199340802206,0.0421129701300389
"xcell","T cell CD4+ (aggregated)","Surgery","wilcox_rank_sum",0.487668353458931,0.97332032972522,2,NA,9,10,0.354517840167197,0.324400647665305,0.146271167724561,0.31864401099205
"xcell","T cell CD8+ (aggregated)","Surgery","wilcox_rank_sum",0.713303173878458,0.97332032972522,2,NA,9,10,0.0917466740323872,0.190031264004276,0.0889988582263899,0.255506478626234
"xcell","T cell NK","Surgery","wilcox_rank_sum",0.671438353481213,0.97332032972522,2,NA,9,10,0.001580765803286,0.0059247654847804,0.00471710004192719,0.0113589603866793
"xcell","T cell gamma delta","Surgery","wilcox_rank_sum",0.470849761107994,0.97332032972522,2,NA,9,10,0.00000455864260964286,0.00115269371732715,0.000013675927828923,0.00364513759132006
"xcell","T cell regulatory (Tregs)","Surgery","wilcox_rank_sum",0.769474405750435,0.97332032972522,2,NA,9,10,0.0108865001181655,0.0270838988845219,0.0169422985190523,0.0575609257054404
"xcell","immune score","Surgery","wilcox_rank_sum",0.487668353458931,0.97332032972522,2,NA,9,10,0.105614998198439,0.137266875203534,0.0921294861317885,0.18647043299443
"xcell","microenvironment score","Surgery","wilcox_rank_sum",0.967435545139537,1,2,NA,9,10,0.209375918044263,0.25913865345618,0.0862978864701429,0.19483221046124
"xcell","stroma score","Surgery","wilcox_rank_sum",0.713303173878458,0.97332032972522,2,NA,9,10,0.103760919845824,0.121871778252647,0.036284806271765,0.0737890695345939
