"Method","Cell_Type","cluster","n_candidates","n_pairs","n_dropped","n_zero_delta","n_nonzero_delta","mean_biopsy","sd_biopsy","mean_surgery","sd_surgery","mean_delta","sd_delta","p_value","note","FDR"
"quantiseq","B cell","Fun-CIM",10,10,0,0,10,0.0114832448608857,0.020701019581569,0.00858892773980577,0.00657568026846484,-0.00289431712107988,0.0191341883664961,0.918812683274642,NA,1
"quantiseq","Macrophage M1","Fun-CIM",10,10,0,2,8,0.00572933169908616,0.00896928717447748,0.0125909153894884,0.0182675240617901,0.00686158369040223,0.0213105610464804,0.726286148878805,NA,1
"quantiseq","Macrophage M2","Fun-CIM",10,10,0,0,10,0.0882415850876884,0.0896166846150397,0.0646778239850927,0.0421274777452026,-0.0235637611025958,0.108351549954077,0.759765825978067,NA,1
"quantiseq","Monocyte","Fun-CIM",10,10,0,9,1,0,0,0.000259199100895745,0.000819659526298343,0.000259199100895745,0.000819659526298343,1,NA,1
"quantiseq","Myeloid dendritic cell","Fun-CIM",10,10,0,9,1,0,0,0.000608257592886185,0.00192347939761178,0.000608257592886185,0.00192347939761178,1,NA,1
"quantiseq","NK cell","Fun-CIM",10,10,0,0,10,0.00161749318640301,0.00116262349578983,0.00195248486240643,0.00133492207943225,0.000334991676003419,0.00208234079152959,0.918812683274642,NA,1
"quantiseq","Neutrophil","Fun-CIM",10,10,0,2,8,0.0155207113898761,0.035399329168658,0.00816806887841723,0.0101640516228611,-0.00735264251145888,0.0323281618435768,0.833634883024682,NA,1
"quantiseq","T cell CD4+ (non-regulatory)","Fun-CIM",10,10,0,6,4,0.00612247007305406,0.0182240594508296,0.00712700273293792,0.0150402133968437,0.00100453265988386,0.0191102060741763,0.855132140584706,NA,1
"quantiseq","T cell CD8+","Fun-CIM",10,10,0,0,10,0.0147163291045615,0.025578331604462,0.0197353304696243,0.02778462494313,0.00501900136506285,0.0374488850651479,1,NA,1
"quantiseq","T cell regulatory (Tregs)","Fun-CIM",10,10,0,0,10,0.00609179148991021,0.00462333131633759,0.0140782553919692,0.0197081990401247,0.00798646390205897,0.0193384165882733,0.102917539402853,NA,1
"quantiseq","uncharacterized cell","Fun-CIM",10,10,0,0,10,0.850477043108535,0.140227634232585,0.862213733856476,0.0854464928913855,0.0117366907479413,0.155411369739055,0.838463781922464,NA,1
"timer","B cell","Dys-CIM",9,9,0,0,9,0.0936884229737642,0.0237412762490353,0.106672111706218,0.00993184877694906,0.0129836887324538,0.0264548411397343,0.192517572436471,NA,0.231021086923766
"timer","Macrophage","Dys-CIM",9,9,0,0,9,0.0757036650031377,0.0329956104085472,0.0394314269394591,0.0127472220498632,-0.0362722380636786,0.030354565409352,0.0178171887595787,NA,0.106903132557472
"timer","Myeloid dendritic cell","Dys-CIM",9,9,0,0,9,0.501456608278265,0.0440918339808689,0.478033637534443,0.0519140653035048,-0.0234229707438217,0.0514058761105861,0.0972010883062347,NA,0.194402176612469
"timer","Neutrophil","Dys-CIM",9,9,0,0,9,0.134139378554482,0.0213684731192993,0.120247374404401,0.00798193932608496,-0.0138920041500814,0.0191438643651472,0.0580240199462214,NA,0.174072059838664
"timer","T cell CD4+","Dys-CIM",9,9,0,0,9,0.127701768378593,0.0466336402739201,0.118973468450666,0.0159438452575668,-0.00872829992792673,0.0465981824582213,0.192517572436471,NA,0.231021086923766
"timer","T cell CD8+","Dys-CIM",9,9,0,0,9,0.205931949880103,0.0711098808087071,0.182339516296157,0.0218040602768642,-0.023592433583946,0.0854327460748972,0.635586122278767,NA,0.635586122278767
"timer","B cell","Fun-CIM",10,10,0,0,10,0.106797156410875,0.0379231020542773,0.0887983136372297,0.023985619002314,-0.0179988427736451,0.05030193656664,0.540817904242618,NA,0.820177082641711
"timer","Macrophage","Fun-CIM",10,10,0,0,10,0.0569501810603007,0.0640640591388493,0.0458129276754518,0.0241703161905916,-0.0111372533848489,0.0812440304579066,1,NA,1
"timer","Myeloid dendritic cell","Fun-CIM",10,10,0,0,10,0.500371883951899,0.0668146603674041,0.502367496166697,0.0587555707382598,0.00199561221479828,0.0691113917815831,0.610298655976554,NA,0.820177082641711
"timer","Neutrophil","Fun-CIM",10,10,0,0,10,0.119534582905336,0.0235035126330316,0.125733232166284,0.016213953317204,0.00619864926094773,0.028735452754951,0.475532659596901,NA,0.820177082641711
"timer","T cell CD4+","Fun-CIM",10,10,0,0,10,0.10095924698176,0.0379766358448153,0.119792462067616,0.0460582054333845,0.0188332150858558,0.0589327998002327,0.308063229907199,NA,0.820177082641711
"timer","T cell CD8+","Fun-CIM",10,10,0,0,10,0.2319018447992,0.0888048433134826,0.228696140668048,0.0930466629959283,-0.00320570413115159,0.125271941079492,0.683480902201426,NA,0.820177082641711
"xcell","B cell","Dys-CIM",9,9,0,1,8,0.0215452036697217,0.0443791646079704,0.0448470455689418,0.0618260892706669,0.0233018418992201,0.0867493535307305,0.362726506485098,NA,0.763014781721307
"xcell","B cell memory","Dys-CIM",9,9,0,0,9,0.00586618402588729,0.0175985520776619,0.0173662599003856,0.0253584221734711,0.0115000758744983,0.0343798543088322,0.236136970221653,NA,0.708410910664959
"xcell","B cell naive","Dys-CIM",9,9,0,1,8,0.0025275554152871,0.00502438630017107,0.00669550713731729,0.0127777755087229,0.00416795172203019,0.0150530180236875,0.441208519505878,NA,0.778603269716255
"xcell","B cell plasma","Dys-CIM",9,9,0,0,9,0.00944800922056505,0.0154522109577248,0.0296228619983243,0.0162708677538178,0.0201748527777593,0.0280300258841279,0.0755605675259413,NA,0.664849580259061
"xcell","Cancer associated fibroblast","Dys-CIM",9,9,0,0,9,0.198341024654325,0.134282338067612,0.125672610045307,0.0626369859731075,-0.0726684146090178,0.100229749065592,0.0580240199462214,NA,0.664849580259061
"xcell","Class-switched memory B cell","Dys-CIM",9,9,0,0,9,0.0112078615943679,0.0204442752380502,0.0216241435574935,0.0200734924768543,0.0104162819631256,0.0313284826619182,0.406941216918031,NA,0.763014781721307
"xcell","Common lymphoid progenitor","Dys-CIM",9,9,0,0,9,0.00339066720491798,0.00488487153036972,0.00701051056490975,0.00433816705208349,0.00361984335999177,0.00704880120504475,0.155131568727114,NA,0.664849580259061
"xcell","Common myeloid progenitor","Dys-CIM",9,9,0,0,9,0.0199784546102302,0.0251083934800079,0.00622372902348178,0.0123513611477529,-0.0137547255867484,0.0182458556845185,0.123534253752569,NA,0.664849580259061
"xcell","Endothelial cell","Dys-CIM",9,9,0,0,9,0.0762154802988906,0.0680390456737612,0.050888180595681,0.0153006056373124,-0.0253272997032096,0.0707753549519717,0.553616991965781,NA,0.791590185813494
"xcell","Eosinophil","Dys-CIM",9,9,0,1,8,0.00289533859189753,0.00446071223149092,0.000000000000000000665486937313679,0.000000000000000000824887121440568,-0.00289533859189753,0.00446071223149092,0.141482121482793,NA,0.664849580259061
"xcell","Granulocyte-monocyte progenitor","Dys-CIM",9,9,0,0,9,0.0663450786725832,0.0658773640635671,0.0644287673584956,0.0370588290847969,-0.00191631131408758,0.0802835039289465,0.812703686128436,NA,0.937735022455888
"xcell","Hematopoietic stem cell","Dys-CIM",9,9,0,0,9,0.356572773633479,0.30979696722584,0.304304600426489,0.119100871041922,-0.0522681732069898,0.252709586007714,0.812703686128436,NA,0.937735022455888
"xcell","Macrophage","Dys-CIM",9,9,0,0,9,0.0487261332254554,0.0528941215834608,0.0369337416590478,0.0323790186635556,-0.0117923915664076,0.0566054167411395,0.635586122278767,NA,0.829025376885348
"xcell","Macrophage M1","Dys-CIM",9,9,0,0,9,0.0514327596813746,0.0528814415659673,0.0361412202905434,0.0295632333392483,-0.0152915393908311,0.0505730535468276,0.406941216918031,NA,0.763014781721307
"xcell","Macrophage M2","Dys-CIM",9,9,0,0,9,0.0190326200207642,0.0123478571675063,0.0143097203338467,0.00865520565381065,-0.00472289968691758,0.014600273104084,0.343252562436031,NA,0.763014781721307
"xcell","Mast cell","Dys-CIM",9,9,0,2,7,0.00332238560638609,0.0056440882530501,0.000965640472539641,0.00289692141761892,-0.00235674513384645,0.00651630736502144,0.554113130069446,NA,0.791590185813494
"xcell","Monocyte","Dys-CIM",9,9,0,0,9,0.0121176462553139,0.0279882129797264,0.000695280769482417,0.00208584230844724,-0.0114223654858315,0.0284015391900303,0.553616991965781,NA,0.791590185813494
"xcell","Myeloid dendritic cell","Dys-CIM",9,9,0,0,9,0.0326327694400537,0.0275496062371377,0.0350427527142906,0.0163247652520257,0.00240998327423689,0.0332789061560321,0.905695442034309,NA,0.970387973608189
"xcell","Myeloid dendritic cell activated","Dys-CIM",9,9,0,0,9,0.772627846977983,0.397303531858787,0.872196167941766,0.159841906539789,0.0995683209637829,0.400220456370439,0.635586122278767,NA,0.829025376885348
"xcell","NK cell","Dys-CIM",9,9,0,0,9,0.0129476770331174,0.0260846572580675,0.00960011262317117,0.0134166633926577,-0.00334756440994623,0.033650962225346,0.722282962716192,NA,0.90285370339524
"xcell","Neutrophil","Dys-CIM",9,9,0,1,8,0.00908024819114117,0.0111641092248298,0.00188148707798328,0.00380185841896093,-0.00719876111315789,0.0124465137870195,0.183430618982178,NA,0.687864821183168
"xcell","Plasmacytoid dendritic cell","Dys-CIM",9,9,0,0,9,0.0184201192697902,0.0339025638221203,0.0318492967583284,0.0306199340802206,0.0134291774885381,0.0509024746481895,0.406941216918031,NA,0.763014781721307
"xcell","T cell CD4+ (aggregated)","Dys-CIM",9,9,0,0,9,0.177024987962715,0.164442874397098,0.354517840167197,0.146271167724561,0.177492852204482,0.237997023742992,0.0580240199462214,NA,0.664849580259061
"xcell","T cell CD8+ (aggregated)","Dys-CIM",9,9,0,0,9,0.119994519493634,0.184494529653196,0.0917466740323872,0.0889988582263899,-0.0282478454612472,0.235698393130536,0.905695442034309,NA,0.970387973608189
"xcell","T cell NK","Dys-CIM",9,9,0,1,8,0.00948471296105788,0.0172396547097547,0.001580765803286,0.00471710004192719,-0.00790394715777188,0.018789111607018,0.141482121482793,NA,0.664849580259061
"xcell","T cell gamma delta","Dys-CIM",9,9,0,0,9,0.00171420084705371,0.00383374444937822,0.00000455864260964286,0.000013675927828923,-0.00170964220444407,0.00383606126116903,0.236136970221653,NA,0.708410910664959
"xcell","T cell regulatory (Tregs)","Dys-CIM",9,9,0,2,7,0.0192223634593612,0.0323351704459616,0.0108865001181655,0.0169422985190523,-0.00833586334119579,0.0384736519389842,1,NA,1
"xcell","immune score","Dys-CIM",9,9,0,0,9,0.124448393565718,0.132061960216,0.105614998198439,0.0921294861317885,-0.0188333953672795,0.174173827516749,1,NA,1
"xcell","microenvironment score","Dys-CIM",9,9,0,0,9,0.27719023184497,0.144976094618795,0.209375918044263,0.0862978864701429,-0.0678143138007071,0.177763990659906,0.286320596793059,NA,0.763014781721307
"xcell","stroma score","Dys-CIM",9,9,0,0,9,0.152741838279251,0.119287456652553,0.103760919845824,0.036284806271765,-0.0489809184334276,0.108983749260132,0.47719661998877,NA,0.791590185813494
"xcell","B cell","Fun-CIM",10,10,0,4,6,0.0580535627007903,0.154927657082097,0.0271510196433739,0.043401125570165,-0.0309025430574164,0.150393720347,1,NA,1
"xcell","B cell memory","Fun-CIM",10,10,0,1,9,0.0188261026217513,0.0521589888624777,0.00678157588298454,0.0132108234704192,-0.0120445267387668,0.0504443473407146,0.905695442034309,NA,1
"xcell","B cell naive","Fun-CIM",10,10,0,3,7,0.00399733922633778,0.0121288034229038,0.00425013945242484,0.00656774143849747,0.000252800226087064,0.010688908611415,0.799846105662473,NA,1
"xcell","B cell plasma","Fun-CIM",10,10,0,1,9,0.0147811047387247,0.0250726488766134,0.0159582016953526,0.0183021256374766,0.00117709695662789,0.0300456563270614,1,NA,1
"xcell","Cancer associated fibroblast","Fun-CIM",10,10,0,0,10,0.183119131909815,0.0973600341736818,0.142159830084399,0.0924534021724202,-0.0409593018254166,0.141848794352089,0.540817904242618,NA,1
"xcell","Class-switched memory B cell","Fun-CIM",10,10,0,1,9,0.0338603288227279,0.0809065233215643,0.0176613230394502,0.0284760359745754,-0.0161990057832777,0.0882639465830936,0.812703686128436,NA,1
"xcell","Common lymphoid progenitor","Fun-CIM",10,10,0,0,10,0.00393264469535169,0.00305113225116449,0.0063348834475115,0.0062594741280567,0.00240223875215981,0.00597206007083314,0.22127181567247,NA,1
"xcell","Common myeloid progenitor","Fun-CIM",10,10,0,1,9,0.00891345010164107,0.0105885769034305,0.00584942032605701,0.00937617112711781,-0.00306402977558406,0.0142024790685946,0.722282962716192,NA,1
"xcell","Endothelial cell","Fun-CIM",10,10,0,0,10,0.0865154242313181,0.0344363278848941,0.0686536623300453,0.0388390548027204,-0.0178617619012729,0.0624825962536785,0.838463781922464,NA,1
"xcell","Eosinophil","Fun-CIM",10,10,0,2,8,0.000000000000000000903447381014266,0.000000000000000000998631896522443,0.00000000000000000182486786070631,0.00000000000000000284662896928421,0.000000000000000000921420479692044,0.00000000000000000286387234517252,0.833634883024682,NA,1
"xcell","Granulocyte-monocyte progenitor","Fun-CIM",10,10,0,0,10,0.0726429085080903,0.0463711220938815,0.0432952794857228,0.0252264525493707,-0.0293476290223675,0.0422887380043923,0.0665457213437161,NA,1
"xcell","Hematopoietic stem cell","Fun-CIM",10,10,0,0,10,0.497830975628177,0.255616913189197,0.379179832300041,0.215728183629019,-0.118651143328136,0.368216904088294,0.475532659596901,NA,1
"xcell","Macrophage","Fun-CIM",10,10,0,1,9,0.0500602544619572,0.0494327947631575,0.0395027611372737,0.0424919077897297,-0.0105574933246835,0.0613355328410053,0.553616991965781,NA,1
"xcell","Macrophage M1","Fun-CIM",10,10,0,0,10,0.0357358042633987,0.0302039711658592,0.0435095997424909,0.0408711551983108,0.00777379547909218,0.0493112229384384,1,NA,1
"xcell","Macrophage M2","Fun-CIM",10,10,0,0,10,0.0326211708371509,0.046016038703786,0.0134852073595755,0.00976900785204242,-0.0191359634775754,0.0498859896904971,0.540817904242618,NA,1
"xcell","Mast cell","Fun-CIM",10,10,0,0,10,0.00440787683304873,0.00921871262516577,0.00258491972644112,0.00511048963512483,-0.00182295710660761,0.011679973632649,1,NA,1
"xcell","Monocyte","Fun-CIM",10,10,0,1,9,0.00498131059533238,0.0120010925659618,0.00639455328292811,0.0152866079144021,0.00141324268759573,0.0211776206804425,0.905695442034309,NA,1
"xcell","Myeloid dendritic cell","Fun-CIM",10,10,0,0,10,0.030004897410044,0.0401578480969175,0.0290283445151301,0.0420126690179876,-0.000976552894913957,0.0488646618492474,0.683480902201426,NA,1
"xcell","Myeloid dendritic cell activated","Fun-CIM",10,10,0,0,10,0.795689071373101,0.178337938222802,0.805766078635044,0.255168348343714,0.0100770072619426,0.259702498107326,1,NA,1
"xcell","NK cell","Fun-CIM",10,10,0,1,9,0.0156700120352702,0.0343489431545111,0.0255763484360404,0.03630121373569,0.00990633640077021,0.0529647001036092,0.286320596793059,NA,1
"xcell","Neutrophil","Fun-CIM",10,10,0,2,8,0.00317220409181695,0.00586824883701062,0.00306854423818719,0.00300475481207993,-0.000103659853629766,0.0056597303530855,0.62406453246517,NA,1
"xcell","Plasmacytoid dendritic cell","Fun-CIM",10,10,0,2,8,0.0244641423170678,0.0486868733593642,0.0321227400298282,0.0421129701300389,0.00765859771276041,0.05959691907207,0.528612125255688,NA,1
"xcell","T cell CD4+ (aggregated)","Fun-CIM",10,10,0,0,10,0.205389401901358,0.216340721691492,0.324400647665305,0.31864401099205,0.119011245763947,0.371494687321699,0.475532659596901,NA,1
"xcell","T cell CD8+ (aggregated)","Fun-CIM",10,10,0,0,10,0.154932418793208,0.267845386848447,0.190031264004276,0.255506478626234,0.0350988452110678,0.335025927066826,1,NA,1
"xcell","T cell NK","Fun-CIM",10,10,0,2,8,0.00444701693089228,0.00974828530985575,0.0059247654847804,0.0113589603866793,0.00147774855388813,0.00649882952665248,0.726286148878805,NA,1
"xcell","T cell gamma delta","Fun-CIM",10,10,0,1,9,0.00328868319510389,0.0103997293992482,0.00115269371732715,0.00364513759132006,-0.00213598947777675,0.0113958544405932,0.812703686128436,NA,1
"xcell","T cell regulatory (Tregs)","Fun-CIM",10,10,0,1,9,0.00963725444744568,0.0221075832515125,0.0270838988845219,0.0575609257054404,0.0174466444370763,0.0577214829032105,0.236136970221653,NA,1
"xcell","immune score","Fun-CIM",10,10,0,0,10,0.145562135863269,0.256006871242304,0.137266875203534,0.18647043299443,-0.00829526065973498,0.290096233786813,0.918812683274642,NA,1
"xcell","microenvironment score","Fun-CIM",10,10,0,0,10,0.305645286038107,0.263613315352176,0.25913865345618,0.19483221046124,-0.0465066325819269,0.303509659814661,0.759765825978067,NA,1
"xcell","stroma score","Fun-CIM",10,10,0,0,10,0.160083150174839,0.0913347745308392,0.121871778252647,0.0737890695345939,-0.0382113719221919,0.138126097279972,0.610298655976554,NA,1
