"Patient_ID","Biopsy","Surgery","Delta","Method","Cell_Type","cluster"
"2271",-0.033967891672801,0.0650237240015055,0.0989916156743065,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"2472",0.109936313115732,0.107072512485157,-0.00286380063057466,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"2653",-0.0192247610714097,0.11923210665947,0.13845686773088,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"2661",-0.0305269830142046,-0.0489142272220881,-0.0183872442078836,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"2677",0.123931838400544,0.14175253687947,0.0178206984789257,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"2739",-0.12593336613795,-0.0684896048069756,0.0574437613309746,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"2789",0.0881126719828965,0.209691426605002,0.121578754622105,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"2817",0.139099493086597,0.0997844660584849,-0.0393150270281124,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"2852",-0.0436415291434083,-0.090610326562219,-0.0469687974188107,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"2976",0.158879171162925,0.302875125745441,0.143995954582516,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"3001",-0.0544084360190243,-0.0374649637410392,0.0169434722779851,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"3036",0.0473762956962263,0.184129010385313,0.136752714689087,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"3065",0.106592873500078,0.038583524186588,-0.0680093493134903,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"3067",0.0158733602839668,0.0868758637022895,0.0710025034183228,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"3130",0.0385137306994688,0.0257565851143193,-0.0127571455851495,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"3161",-0.0343387575753215,-0.0867104452542446,-0.052371687678923,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"97",0.0319615953201213,0.0415518426405762,0.00959024732045489,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"OB_0001",0.182525295900074,0.162946548836061,-0.0195787470640129,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"OB_0038",0.106173649304981,0.170333699631326,0.0641600503263453,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"OB_0080",0.0517765369676097,-0.0249481162545315,-0.0767246532221411,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"OB_0139",0.325438428741295,0.48877707169309,0.163338642951795,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"OB_0163",-0.0526254221584433,0.375332893791876,0.42795831595032,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"OB_0168",-0.0806518011284093,-0.0382342326179374,0.0424175685104719,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"OB_0235",0.0538306110135972,0.145648347870622,0.0918177368570247,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"OB_0315",0.127567663569596,0.180613545884704,0.0530458823151083,"consensus_tme","Myeloid dendritic cell","Fun-CIM"
"2046",0.222877914776661,0.114800252269033,-0.108077662507628,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"2492",0.309552674391695,0.191094087772038,-0.118458586619658,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"2691",0.316690553180353,0.137236964349001,-0.179453588831352,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"OB_0095",0.243081812710094,0.163309955458389,-0.0797718572517054,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"OB_0157",0.223973419268105,0.178201626647127,-0.0457717926209779,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"OB_0190",-0.0461472550740342,-0.0126644099488127,0.0334828451252215,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"OB_0234",0.114411494454269,0.0650509097036386,-0.0493605847506303,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"OB_0237",0.264282914448698,0.050966724825901,-0.213316189622797,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"OB_0261",0.352292237337516,0.0668132425751624,-0.285478994762353,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"OB_0273",0.350532043058766,0.0264470725088492,-0.324084970549917,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"OB_0344",0.196556023608696,0.04549180979094,-0.151064213817756,"consensus_tme","Myeloid dendritic cell","Dys-CIM"
"2271",-0.242209046239232,-0.208832440396832,0.0333766058424003,"consensus_tme","NK cell","Fun-CIM"
"2472",-0.125674620938386,-0.262869729553219,-0.137195108614833,"consensus_tme","NK cell","Fun-CIM"
"2653",-0.175492043751122,-0.174801664412026,0.000690379339096436,"consensus_tme","NK cell","Fun-CIM"
"2661",-0.180594843863043,-0.224589672670181,-0.0439948288071382,"consensus_tme","NK cell","Fun-CIM"
"2677",-0.0482876988790209,-0.222964721064158,-0.174677022185137,"consensus_tme","NK cell","Fun-CIM"
"2739",-0.322066028120138,-0.268228701348948,0.05383732677119,"consensus_tme","NK cell","Fun-CIM"
"2789",-0.0217121415392933,0.0830228595967605,0.104735001136054,"consensus_tme","NK cell","Fun-CIM"
"2817",-0.0134827332492503,-0.0544804274019483,-0.0409976941526979,"consensus_tme","NK cell","Fun-CIM"
"2852",-0.198634057699929,-0.303932165447917,-0.105298107747988,"consensus_tme","NK cell","Fun-CIM"
"2976",-0.0675256225955572,0.0458712236121492,0.113396846207706,"consensus_tme","NK cell","Fun-CIM"
"3001",-0.193420690824065,-0.236586376601541,-0.0431656857774757,"consensus_tme","NK cell","Fun-CIM"
"3036",-0.178088204464768,-0.131858562360082,0.0462296421046867,"consensus_tme","NK cell","Fun-CIM"
"3065",-0.0918423350605195,-0.187192719245809,-0.0953503841852897,"consensus_tme","NK cell","Fun-CIM"
"3067",-0.171877092582491,-0.159127911143899,0.0127491814385919,"consensus_tme","NK cell","Fun-CIM"
"3130",-0.117854904547303,-0.232833565323213,-0.114978660775909,"consensus_tme","NK cell","Fun-CIM"
"3161",-0.287579388036669,-0.30666750831975,-0.0190881202830811,"consensus_tme","NK cell","Fun-CIM"
"97",-0.258527522593045,-0.234835774692976,0.0236917479000694,"consensus_tme","NK cell","Fun-CIM"
"OB_0001",0.0336428825328224,-0.0410882942851983,-0.0747311768180208,"consensus_tme","NK cell","Fun-CIM"
"OB_0038",-0.187224595121223,-0.163947087234558,0.0232775078866646,"consensus_tme","NK cell","Fun-CIM"
"OB_0080",-0.233263337293188,-0.301310680158687,-0.0680473428654988,"consensus_tme","NK cell","Fun-CIM"
"OB_0139",0.127257374366495,0.350522808643166,0.223265434276672,"consensus_tme","NK cell","Fun-CIM"
"OB_0163",-0.273496096835141,0.219593367342137,0.493089464177278,"consensus_tme","NK cell","Fun-CIM"
"OB_0168",-0.293545746093391,-0.202022575232348,0.0915231708610432,"consensus_tme","NK cell","Fun-CIM"
"OB_0235",-0.248113501101928,-0.0417081731316077,0.206405327970321,"consensus_tme","NK cell","Fun-CIM"
"OB_0315",-0.0550457839599138,-0.0582784039489119,-0.00323261998899812,"consensus_tme","NK cell","Fun-CIM"
"2046",-0.0273175349348362,-0.151342646105428,-0.124025111170592,"consensus_tme","NK cell","Dys-CIM"
"2492",0.140211238445138,0.0425025457461576,-0.0977086926989804,"consensus_tme","NK cell","Dys-CIM"
"2691",0.0816062036774752,-0.043549847013561,-0.125156050691036,"consensus_tme","NK cell","Dys-CIM"
"OB_0095",0.0840647637931253,0.0305136710684648,-0.0535510927246605,"consensus_tme","NK cell","Dys-CIM"
"OB_0157",0.0265581201856793,-0.0407502952129371,-0.0673084153986164,"consensus_tme","NK cell","Dys-CIM"
"OB_0190",-0.208121212727337,-0.215783231955694,-0.00766201922835763,"consensus_tme","NK cell","Dys-CIM"
"OB_0234",-0.0488930715572965,-0.163467751579028,-0.114574680021732,"consensus_tme","NK cell","Dys-CIM"
"OB_0237",0.0440809603141153,-0.133241179577284,-0.177322139891399,"consensus_tme","NK cell","Dys-CIM"
"OB_0261",0.157844854342561,-0.131581885314356,-0.289426739656917,"consensus_tme","NK cell","Dys-CIM"
"OB_0273",0.155513440919731,-0.228900882822612,-0.384414323742343,"consensus_tme","NK cell","Dys-CIM"
"OB_0344",-0.0504831066074547,-0.183606045817272,-0.133122939209817,"consensus_tme","NK cell","Dys-CIM"
"2271",-0.0495384457987385,0.0756032433405142,0.125141689139253,"consensus_tme","Neutrophil","Fun-CIM"
"2472",0.0424818702988289,0.0505958664468729,0.00811399614804401,"consensus_tme","Neutrophil","Fun-CIM"
"2653",-0.0725069822624513,0.046638663100271,0.119145645362722,"consensus_tme","Neutrophil","Fun-CIM"
"2661",-0.0778220820404488,-0.0967026669200278,-0.018880584879579,"consensus_tme","Neutrophil","Fun-CIM"
"2677",-0.00745718440296001,0.105597373025314,0.113054557428274,"consensus_tme","Neutrophil","Fun-CIM"
"2739",-0.204342760114908,-0.148378724070527,0.0559640360443813,"consensus_tme","Neutrophil","Fun-CIM"
"2789",-0.0457727090402026,0.0030157344619583,0.0487884435021609,"consensus_tme","Neutrophil","Fun-CIM"
"2817",0.00997417882265451,-0.0218061028982184,-0.0317802817208729,"consensus_tme","Neutrophil","Fun-CIM"
"2852",-0.140625463176341,-0.191828924918806,-0.0512034617424651,"consensus_tme","Neutrophil","Fun-CIM"
"2976",0.0132161394231043,0.118491641105325,0.105275501682221,"consensus_tme","Neutrophil","Fun-CIM"
"3001",-0.152915238638495,-0.0943108051351042,0.0586044335033909,"consensus_tme","Neutrophil","Fun-CIM"
"3036",-0.0865192246291553,0.0576116546171018,0.144130879246257,"consensus_tme","Neutrophil","Fun-CIM"
"3065",0.0408326525600733,-0.0364697524327144,-0.0773024049927877,"consensus_tme","Neutrophil","Fun-CIM"
"3067",-0.0452212712142546,0.0474475282491458,0.0926687994634004,"consensus_tme","Neutrophil","Fun-CIM"
"3130",-0.126984760309539,-0.0971244644914746,0.0298602958180642,"consensus_tme","Neutrophil","Fun-CIM"
"3161",-0.0842719101371478,-0.0996788158884005,-0.0154069057512526,"consensus_tme","Neutrophil","Fun-CIM"
"97",-0.0696528923519657,-0.0230281047755029,0.0466247875764628,"consensus_tme","Neutrophil","Fun-CIM"
"OB_0001",0.00750644984111802,0.0173210647991912,0.00981461495807317,"consensus_tme","Neutrophil","Fun-CIM"
"OB_0038",0.0280124219396794,0.101476791506378,0.0734643695666988,"consensus_tme","Neutrophil","Fun-CIM"
"OB_0080",-0.0406221008059314,-0.0936608617058397,-0.0530387608999083,"consensus_tme","Neutrophil","Fun-CIM"
"OB_0139",0.165236906564615,0.38768573422672,0.222448827662105,"consensus_tme","Neutrophil","Fun-CIM"
"OB_0163",-0.139091263913547,0.196497865044978,0.335589128958525,"consensus_tme","Neutrophil","Fun-CIM"
"OB_0168",-0.148571153523497,-0.123045383624467,0.0255257698990299,"consensus_tme","Neutrophil","Fun-CIM"
"OB_0235",-0.0359221266999887,0.0403322440453991,0.0762543707453878,"consensus_tme","Neutrophil","Fun-CIM"
"OB_0315",-0.0124260631858163,0.0567189481150323,0.0691450113008486,"consensus_tme","Neutrophil","Fun-CIM"
"2046",0.106026852463546,0.0607678756242274,-0.0452589768393189,"consensus_tme","Neutrophil","Dys-CIM"
"2492",0.176576352391319,0.151555933983846,-0.0250204184074735,"consensus_tme","Neutrophil","Dys-CIM"
"2691",0.224064572167844,-0.0177672781531558,-0.241831850320999,"consensus_tme","Neutrophil","Dys-CIM"
"OB_0095",0.0588158821639099,0.0338082066212014,-0.0250076755427085,"consensus_tme","Neutrophil","Dys-CIM"
"OB_0157",0.0843123626321064,0.0558133906999385,-0.0284989719321679,"consensus_tme","Neutrophil","Dys-CIM"
"OB_0190",-0.0653948331406861,-0.0437973563348688,0.0215974768058173,"consensus_tme","Neutrophil","Dys-CIM"
"OB_0234",0.0588684069705853,0.072356935819576,0.0134885288489907,"consensus_tme","Neutrophil","Dys-CIM"
"OB_0237",0.124454634062526,-0.0148261316153456,-0.139280765677872,"consensus_tme","Neutrophil","Dys-CIM"
"OB_0261",0.160653669597698,-0.0191395715594808,-0.179793241157179,"consensus_tme","Neutrophil","Dys-CIM"
"OB_0273",0.159448355086107,-0.0419123756900629,-0.20136073077617,"consensus_tme","Neutrophil","Dys-CIM"
"OB_0344",0.0593840035074193,-0.0334051675180431,-0.0927891710254624,"consensus_tme","Neutrophil","Dys-CIM"
"2271",-0.117515623266447,-0.030593192564657,0.0869224307017898,"consensus_tme","T cell CD4+","Fun-CIM"
"2472",0.027094815344399,-0.0421709888922763,-0.0692658042366754,"consensus_tme","T cell CD4+","Fun-CIM"
"2653",-0.0167432856413076,0.00054809638724611,0.0172913820285537,"consensus_tme","T cell CD4+","Fun-CIM"
"2661",-0.078450989667052,-0.12659325169302,-0.0481422620259683,"consensus_tme","T cell CD4+","Fun-CIM"
"2677",0.138039387145197,-0.0187971434195626,-0.156836530564759,"consensus_tme","T cell CD4+","Fun-CIM"
"2739",-0.167075596768723,-0.107297401964579,0.0597781948041444,"consensus_tme","T cell CD4+","Fun-CIM"
"2789",0.0946816563793042,0.230791008899727,0.136109352520423,"consensus_tme","T cell CD4+","Fun-CIM"
"2817",0.112469628886434,0.114182970911373,0.00171334202493892,"consensus_tme","T cell CD4+","Fun-CIM"
"2852",-0.0567953500027089,-0.11454759855286,-0.0577522485501515,"consensus_tme","T cell CD4+","Fun-CIM"
"2976",0.0927406710198534,0.249378757652771,0.156638086632918,"consensus_tme","T cell CD4+","Fun-CIM"
"3001",-0.0291387423868974,-0.0989342357411684,-0.069795493354271,"consensus_tme","T cell CD4+","Fun-CIM"
"3036",0.0208090920977355,0.0791376755615361,0.0583285834638006,"consensus_tme","T cell CD4+","Fun-CIM"
"3065",0.054041030163898,-0.0079165913642762,-0.0619576215281742,"consensus_tme","T cell CD4+","Fun-CIM"
"3067",-0.0511237457600431,0.000889564195879093,0.0520133099559222,"consensus_tme","T cell CD4+","Fun-CIM"
"3130",0.0398779319423822,-0.0608774830869733,-0.100755415029356,"consensus_tme","T cell CD4+","Fun-CIM"
"3161",-0.127153958190035,-0.142296782500908,-0.0151428243108737,"consensus_tme","T cell CD4+","Fun-CIM"
"97",-0.0888092125906332,-0.0786971491627878,0.0101120634278454,"consensus_tme","T cell CD4+","Fun-CIM"
"OB_0001",0.188379473857326,0.101752496732026,-0.0866269771253002,"consensus_tme","T cell CD4+","Fun-CIM"
"OB_0038",-0.0314231817877362,0.0360571566121647,0.0674803383999009,"consensus_tme","T cell CD4+","Fun-CIM"
"OB_0080",-0.0736095817184201,-0.127253404429739,-0.0536438227113186,"consensus_tme","T cell CD4+","Fun-CIM"
"OB_0139",0.267373380523221,0.49214128802034,0.224767907497119,"consensus_tme","T cell CD4+","Fun-CIM"
"OB_0163",-0.150615538764932,0.341063409351082,0.491678948116014,"consensus_tme","T cell CD4+","Fun-CIM"
"OB_0168",-0.139388461761405,-0.0606352649997247,0.07875319676168,"consensus_tme","T cell CD4+","Fun-CIM"
"OB_0235",-0.0866028035627741,0.0967866559853329,0.183389459548107,"consensus_tme","T cell CD4+","Fun-CIM"
"OB_0315",0.0791001974872974,0.0699561001075854,-0.00914409737971207,"consensus_tme","T cell CD4+","Fun-CIM"
"2046",0.137343356835878,-0.0209859777642596,-0.158329334600138,"consensus_tme","T cell CD4+","Dys-CIM"
"2492",0.25867588437601,0.109123997496066,-0.149551886879944,"consensus_tme","T cell CD4+","Dys-CIM"
"2691",0.26158307618762,0.078062191850771,-0.183520884336849,"consensus_tme","T cell CD4+","Dys-CIM"
"OB_0095",0.177511233679447,0.0915814456153799,-0.085929788064067,"consensus_tme","T cell CD4+","Dys-CIM"
"OB_0157",0.134601503997875,0.0907332401187342,-0.0438682638791406,"consensus_tme","T cell CD4+","Dys-CIM"
"OB_0190",-0.0889289858758602,-0.0936682325562685,-0.00473924668040836,"consensus_tme","T cell CD4+","Dys-CIM"
"OB_0234",0.0528019415332983,-0.0351805635184081,-0.0879825050517064,"consensus_tme","T cell CD4+","Dys-CIM"
"OB_0237",0.243983821081266,-0.00367780640005334,-0.247661627481319,"consensus_tme","T cell CD4+","Dys-CIM"
"OB_0261",0.281620087728343,-0.000973184002523314,-0.282593271730867,"consensus_tme","T cell CD4+","Dys-CIM"
"OB_0273",0.277737877796609,-0.0815184870922443,-0.359256364888853,"consensus_tme","T cell CD4+","Dys-CIM"
"OB_0344",0.145154317614606,-0.0348877371903843,-0.18004205480499,"consensus_tme","T cell CD4+","Dys-CIM"
"2271",-0.123046138898856,-0.0333267879996957,0.0897193508991604,"consensus_tme","T cell CD8+","Fun-CIM"
"2472",0.00314890906990709,-0.0797139668861578,-0.0828628759560649,"consensus_tme","T cell CD8+","Fun-CIM"
"2653",-0.0302211048125655,-0.00919614964683996,0.0210249551657255,"consensus_tme","T cell CD8+","Fun-CIM"
"2661",-0.077599343001928,-0.132254554578781,-0.0546552115768529,"consensus_tme","T cell CD8+","Fun-CIM"
"2677",0.127766135628501,-0.0176310374797845,-0.145397173108286,"consensus_tme","T cell CD8+","Fun-CIM"
"2739",-0.185488048648859,-0.123441354908317,0.0620466937405423,"consensus_tme","T cell CD8+","Fun-CIM"
"2789",0.0899352923754621,0.228746733474644,0.138811441099182,"consensus_tme","T cell CD8+","Fun-CIM"
"2817",0.123529955188936,0.0893685383316378,-0.0341614168572981,"consensus_tme","T cell CD8+","Fun-CIM"
"2852",-0.0674769582544332,-0.145527724849152,-0.0780507665947192,"consensus_tme","T cell CD8+","Fun-CIM"
"2976",0.0770463475602244,0.231190877793198,0.154144530232973,"consensus_tme","T cell CD8+","Fun-CIM"
"3001",-0.0398198705825185,-0.100872226538245,-0.0610523559557267,"consensus_tme","T cell CD8+","Fun-CIM"
"3036",-0.00339556005754706,0.0607594066114492,0.0641549666689963,"consensus_tme","T cell CD8+","Fun-CIM"
"3065",0.0654673511036319,-0.0166548933725382,-0.0821222444761701,"consensus_tme","T cell CD8+","Fun-CIM"
"3067",-0.0331953664667918,0.00541138496164926,0.038606751428441,"consensus_tme","T cell CD8+","Fun-CIM"
"3130",0.0296579235711807,-0.0671873214759561,-0.0968452450471368,"consensus_tme","T cell CD8+","Fun-CIM"
"3161",-0.144537145728404,-0.159895815033579,-0.0153586693051751,"consensus_tme","T cell CD8+","Fun-CIM"
"97",-0.0837474995416128,-0.0790186528553986,0.00472884668621418,"consensus_tme","T cell CD8+","Fun-CIM"
"OB_0001",0.173059473582985,0.101246470715995,-0.0718130028669896,"consensus_tme","T cell CD8+","Fun-CIM"
"OB_0038",-0.0549572641774853,0.00336747419704139,0.0583247383745266,"consensus_tme","T cell CD8+","Fun-CIM"
"OB_0080",-0.070797380286117,-0.139392782470698,-0.068595402184581,"consensus_tme","T cell CD8+","Fun-CIM"
"OB_0139",0.239382825701759,0.496110756479081,0.256727930777323,"consensus_tme","T cell CD8+","Fun-CIM"
"OB_0163",-0.152033343597475,0.355651713958405,0.50768505755588,"consensus_tme","T cell CD8+","Fun-CIM"
"OB_0168",-0.163392748492483,-0.0778902592452101,0.0855024892472731,"consensus_tme","T cell CD8+","Fun-CIM"
"OB_0235",-0.106607601671983,0.0956909719626811,0.202298573634664,"consensus_tme","T cell CD8+","Fun-CIM"
"OB_0315",0.0679585812944541,0.0554622330064642,-0.01249634828799,"consensus_tme","T cell CD8+","Fun-CIM"
"2046",0.129665578815199,-0.0405448068321571,-0.170210385647356,"consensus_tme","T cell CD8+","Dys-CIM"
"2492",0.262090693669308,0.129631968159618,-0.13245872550969,"consensus_tme","T cell CD8+","Dys-CIM"
"2691",0.260392818975231,0.0831795853534131,-0.177213233621818,"consensus_tme","T cell CD8+","Dys-CIM"
"OB_0095",0.179534272111027,0.0893853114307175,-0.090148960680309,"consensus_tme","T cell CD8+","Dys-CIM"
"OB_0157",0.116224731924874,0.0711735496860293,-0.045051182238845,"consensus_tme","T cell CD8+","Dys-CIM"
"OB_0190",-0.0981111510870777,-0.112642241157115,-0.014531090070037,"consensus_tme","T cell CD8+","Dys-CIM"
"OB_0234",0.0402562557022907,-0.0770715068765947,-0.117327762578885,"consensus_tme","T cell CD8+","Dys-CIM"
"OB_0237",0.199675899574292,-0.0238974920989444,-0.223573391673236,"consensus_tme","T cell CD8+","Dys-CIM"
"OB_0261",0.265014069680443,-0.0104434631452955,-0.275457532825739,"consensus_tme","T cell CD8+","Dys-CIM"
"OB_0273",0.261296259251877,-0.0920497778149154,-0.353346037066792,"consensus_tme","T cell CD8+","Dys-CIM"
"OB_0344",0.105567085995405,-0.0518572471889574,-0.157424333184363,"consensus_tme","T cell CD8+","Dys-CIM"
"2271",-0.200792745437279,-0.165311911757861,0.0354808336794176,"consensus_tme","T cell gamma delta","Fun-CIM"
"2472",-0.0286803316016541,-0.160172927606358,-0.131492596004704,"consensus_tme","T cell gamma delta","Fun-CIM"
"2653",-0.134564734598104,-0.111541680793974,0.02302305380413,"consensus_tme","T cell gamma delta","Fun-CIM"
"2661",-0.147724940746185,-0.211354181050442,-0.063629240304257,"consensus_tme","T cell gamma delta","Fun-CIM"
"2677",0.0194214014829262,-0.134125569373449,-0.153546970856375,"consensus_tme","T cell gamma delta","Fun-CIM"
"2739",-0.284957492228959,-0.224458439027179,0.0604990532017797,"consensus_tme","T cell gamma delta","Fun-CIM"
"2789",0.0187581739736777,0.131177889106001,0.112419715132324,"consensus_tme","T cell gamma delta","Fun-CIM"
"2817",0.0348286763156406,-0.0116876394685983,-0.046516315784239,"consensus_tme","T cell gamma delta","Fun-CIM"
"2852",-0.1468378973368,-0.243488935850071,-0.0966510385132707,"consensus_tme","T cell gamma delta","Fun-CIM"
"2976",0.0090693390658474,0.13839286056594,0.129323521500093,"consensus_tme","T cell gamma delta","Fun-CIM"
"3001",-0.146280640551658,-0.201849165527097,-0.0555685249754392,"consensus_tme","T cell gamma delta","Fun-CIM"
"3036",-0.121157903943437,-0.0577139347691523,0.0634439691742849,"consensus_tme","T cell gamma delta","Fun-CIM"
"3065",-0.0459376001895847,-0.150510565261228,-0.104572965071643,"consensus_tme","T cell gamma delta","Fun-CIM"
"3067",-0.133365632191819,-0.127756180340428,0.00560945185139175,"consensus_tme","T cell gamma delta","Fun-CIM"
"3130",-0.0722841404686885,-0.177536732080481,-0.105252591611792,"consensus_tme","T cell gamma delta","Fun-CIM"
"3161",-0.254498671584662,-0.279125416271692,-0.0246267446870296,"consensus_tme","T cell gamma delta","Fun-CIM"
"97",-0.209989439142179,-0.176600455451897,0.0333889836902817,"consensus_tme","T cell gamma delta","Fun-CIM"
"OB_0001",0.103481317715381,0.0139925149542735,-0.0894888027611073,"consensus_tme","T cell gamma delta","Fun-CIM"
"OB_0038",-0.121614439102553,-0.0776815065926538,0.0439329325098989,"consensus_tme","T cell gamma delta","Fun-CIM"
"OB_0080",-0.150332627243812,-0.236906298407801,-0.0865736711639884,"consensus_tme","T cell gamma delta","Fun-CIM"
"OB_0139",0.216427993065381,0.451421256484703,0.234993263419322,"consensus_tme","T cell gamma delta","Fun-CIM"
"OB_0163",-0.221177827918228,0.276035741599434,0.497213569517662,"consensus_tme","T cell gamma delta","Fun-CIM"
"OB_0168",-0.252340615775867,-0.166279238641439,0.0860613771344285,"consensus_tme","T cell gamma delta","Fun-CIM"
"OB_0235",-0.214966798713332,-0.0107702826285398,0.204196516084793,"consensus_tme","T cell gamma delta","Fun-CIM"
"OB_0315",0.00679836172739211,-0.00510783357495831,-0.0119061953023504,"consensus_tme","T cell gamma delta","Fun-CIM"
"2046",0.0841040344888311,-0.088449741574221,-0.172553776063052,"consensus_tme","T cell gamma delta","Dys-CIM"
"2492",0.229541541502296,0.0836523341196689,-0.145889207382627,"consensus_tme","T cell gamma delta","Dys-CIM"
"2691",0.168554051350597,0.00305801064309402,-0.165496040707503,"consensus_tme","T cell gamma delta","Dys-CIM"
"OB_0095",0.13840282431404,0.0687470799228612,-0.069655744391179,"consensus_tme","T cell gamma delta","Dys-CIM"
"OB_0157",0.0760803310359878,0.0147985407566266,-0.0612817902793612,"consensus_tme","T cell gamma delta","Dys-CIM"
"OB_0190",-0.172023441013709,-0.162505407847221,0.0095180331664883,"consensus_tme","T cell gamma delta","Dys-CIM"
"OB_0234",0.0102941773757563,-0.11111818322031,-0.121412360596067,"consensus_tme","T cell gamma delta","Dys-CIM"
"OB_0237",0.153167025886043,-0.070999243742279,-0.224166269628322,"consensus_tme","T cell gamma delta","Dys-CIM"
"OB_0261",0.246601669671191,-0.0660608862601428,-0.312662555931334,"consensus_tme","T cell gamma delta","Dys-CIM"
"OB_0273",0.241442734746371,-0.167698398220713,-0.409141132967084,"consensus_tme","T cell gamma delta","Dys-CIM"
"OB_0344",0.0186813645218636,-0.137335705579194,-0.156017070101057,"consensus_tme","T cell gamma delta","Dys-CIM"
"2271",-0.173164748089508,-0.0424830785556072,0.130681669533901,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"2472",0.0287772597324434,-0.0579547532208123,-0.0867320129532557,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"2653",-0.0442297173783358,-0.0112773809127022,0.0329523364656336,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"2661",-0.0722785090838045,-0.166785628128305,-0.0945071190445008,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"2677",0.131842758957296,-0.0549589554838499,-0.186801714441146,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"2739",-0.224623221181786,-0.150358021462575,0.0742651997192104,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"2789",0.113601781842094,0.274870619568032,0.161268837725939,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"2817",0.112458771088788,0.072025282936403,-0.040433488152385,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"2852",-0.0769997591105026,-0.145714372876756,-0.0687146137662538,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"2976",0.128762998040921,0.278807606157312,0.15004460811639,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"3001",-0.0700560350712325,-0.142238182558858,-0.0721821474876253,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"3036",-0.00809532959075503,0.0513396080856284,0.0594349376763834,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"3065",0.0448969318642397,-0.00571817421633151,-0.0506151060805712,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"3067",-0.0962918926595445,-0.0634436386902941,0.0328482539692503,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"3130",0.0299148574539805,-0.0624827545629338,-0.0923976120169142,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"3161",-0.188187053000734,-0.168714600032326,0.0194724529684073,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"97",-0.117966775107157,-0.113151124904674,0.00481565020248285,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"OB_0001",0.163757899659472,0.0530525146877977,-0.110705384971674,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"OB_0038",-0.0777135495860225,0.0279288117055652,0.105642361291588,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"OB_0080",-0.106126331513037,-0.173622869350347,-0.0674965378373102,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"OB_0139",0.250841391635627,0.494897755233123,0.244056363597497,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"OB_0163",-0.196912680502391,0.327239839358197,0.524152519860588,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"OB_0168",-0.190553473253586,-0.11288756764199,0.0776659056115961,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
"OB_0235",-0.167515722318715,0.0228082576026157,0.19032397992133,"consensus_tme","T cell regulatory (Tregs)","Fun-CIM"
