"Patient_ID","Biopsy","Surgery","Delta","Method","Cell_Type","cluster"
"OB_0157",2421.43345424553,1830.01680958513,-591.416644660402,"estimate","ESTIMATEScore","Dys-CIM"
"OB_0190",-34.1066044699538,149.921091516269,184.027695986223,"estimate","ESTIMATEScore","Dys-CIM"
"OB_0234",938.659467841197,-464.721856079008,-1403.38132392021,"estimate","ESTIMATEScore","Dys-CIM"
"OB_0237",2498.46106177148,-392.49319741437,-2890.95425918585,"estimate","ESTIMATEScore","Dys-CIM"
"OB_0261",2665.86490612863,-48.8360924286785,-2714.70099855731,"estimate","ESTIMATEScore","Dys-CIM"
"OB_0273",2668.10298546181,580.791917776843,-2087.31106768496,"estimate","ESTIMATEScore","Dys-CIM"
"OB_0344",2950.84590369218,817.039914268439,-2133.80598942374,"estimate","ESTIMATEScore","Dys-CIM"
"2271",75.6216469039656,833.649850288119,758.028203384153,"estimate","ImmuneScore","Fun-CIM"
"2472",959.948761217723,787.17292170155,-172.775839516174,"estimate","ImmuneScore","Fun-CIM"
"2653",494.942652049355,1086.56188927583,591.619237226477,"estimate","ImmuneScore","Fun-CIM"
"2661",119.921238994092,21.417883232989,-98.5033557611028,"estimate","ImmuneScore","Fun-CIM"
"2677",1594.13827835213,1350.48458463909,-243.653693713043,"estimate","ImmuneScore","Fun-CIM"
"2739",-516.150183826663,25.7855773017602,541.935761128423,"estimate","ImmuneScore","Fun-CIM"
"2789",1072.74544122459,1858.89100280837,786.145561583772,"estimate","ImmuneScore","Fun-CIM"
"2817",1472.83759281526,1388.91464424867,-83.9229485665912,"estimate","ImmuneScore","Fun-CIM"
"2852",214.195173100685,-261.053091674117,-475.248264774802,"estimate","ImmuneScore","Fun-CIM"
"2976",1363.89310052513,2335.21650732986,971.323406804732,"estimate","ImmuneScore","Fun-CIM"
"3001",347.505020248768,100.414545945905,-247.090474302863,"estimate","ImmuneScore","Fun-CIM"
"3036",757.485528515439,1441.7490546611,684.263526145665,"estimate","ImmuneScore","Fun-CIM"
"3065",1360.64844629981,766.138267993211,-594.510178306604,"estimate","ImmuneScore","Fun-CIM"
"3067",768.488869312381,1144.79715175909,376.308282446712,"estimate","ImmuneScore","Fun-CIM"
"3130",666.111157829347,379.913001537221,-286.198156292126,"estimate","ImmuneScore","Fun-CIM"
"3161",348.921259160014,-120.715190499465,-469.636449659479,"estimate","ImmuneScore","Fun-CIM"
"97",634.008120236503,574.329694121187,-59.6784261153164,"estimate","ImmuneScore","Fun-CIM"
"OB_0001",1675.43666281739,1404.92052932712,-270.516133490266,"estimate","ImmuneScore","Fun-CIM"
"OB_0038",764.784004454904,1332.87639344004,568.092388985136,"estimate","ImmuneScore","Fun-CIM"
"OB_0080",815.836667575247,275.411619043339,-540.425048531908,"estimate","ImmuneScore","Fun-CIM"
"OB_0139",2329.80899079587,3701.17650301519,1371.36751221932,"estimate","ImmuneScore","Fun-CIM"
"OB_0163",-118.963972071598,2854.51824192109,2973.48221399269,"estimate","ImmuneScore","Fun-CIM"
"OB_0168",-200.428282280501,245.952794511905,446.381076792405,"estimate","ImmuneScore","Fun-CIM"
"OB_0235",655.963263733456,1576.70088022399,920.737616490532,"estimate","ImmuneScore","Fun-CIM"
"OB_0315",1265.43578789357,1310.4570910457,45.0213031521314,"estimate","ImmuneScore","Fun-CIM"
"2046",1687.71729808863,591.776325912564,-1095.94097217607,"estimate","ImmuneScore","Dys-CIM"
"2492",2382.04943956388,1504.85885994177,-877.190579622111,"estimate","ImmuneScore","Dys-CIM"
"2691",2786.03223427448,1304.55585301912,-1481.47638125536,"estimate","ImmuneScore","Dys-CIM"
"OB_0095",1800.07331339038,1098.49804273328,-701.575270657106,"estimate","ImmuneScore","Dys-CIM"
"OB_0157",1660.43850731091,1340.38316961532,-320.055337695584,"estimate","ImmuneScore","Dys-CIM"
"OB_0190",34.8962032366948,302.248652009565,267.35244877287,"estimate","ImmuneScore","Dys-CIM"
"OB_0234",923.932776221607,458.7096503131,-465.223125908506,"estimate","ImmuneScore","Dys-CIM"
"OB_0237",2138.26180644087,518.594911019795,-1619.66689542108,"estimate","ImmuneScore","Dys-CIM"
"OB_0261",2208.56687676468,444.329535214926,-1764.23734154975,"estimate","ImmuneScore","Dys-CIM"
"OB_0273",2187.46279342529,375.894625235802,-1811.56816818948,"estimate","ImmuneScore","Dys-CIM"
"OB_0344",1632.72399719956,477.759261716376,-1154.96473548318,"estimate","ImmuneScore","Dys-CIM"
"2271",-399.041547592003,1326.80226878673,1725.84381637874,"estimate","StromalScore","Fun-CIM"
"2472",-311.238867147199,337.987524853762,649.226392000961,"estimate","StromalScore","Fun-CIM"
"2653",163.519586957445,1369.24353643189,1205.72394947445,"estimate","StromalScore","Fun-CIM"
"2661",-1540.74892191315,-368.493658726133,1172.25526318702,"estimate","StromalScore","Fun-CIM"
"2677",948.540583303533,1367.33404138348,418.793458079949,"estimate","StromalScore","Fun-CIM"
"2739",-328.510463784667,587.952047767453,916.46251155212,"estimate","StromalScore","Fun-CIM"
"2789",768.096932080131,1082.29251121371,314.195579133576,"estimate","StromalScore","Fun-CIM"
"2817",716.878783398217,781.451883915755,64.573100517538,"estimate","StromalScore","Fun-CIM"
"2852",231.908411985403,412.143262357633,180.23485037223,"estimate","StromalScore","Fun-CIM"
"2976",824.903678290029,1457.95615737213,633.052479082102,"estimate","StromalScore","Fun-CIM"
"3001",553.859571147165,833.979685838743,280.120114691578,"estimate","StromalScore","Fun-CIM"
"3036",1057.98627291456,1514.25746764593,456.271194731375,"estimate","StromalScore","Fun-CIM"
"3065",1006.08886141492,1559.23275493447,553.14389351955,"estimate","StromalScore","Fun-CIM"
"3067",474.602760224527,1623.16154393504,1148.55878371052,"estimate","StromalScore","Fun-CIM"
"3130",1035.18545710212,1304.07093670955,268.88547960743,"estimate","StromalScore","Fun-CIM"
"3161",1416.43986279769,998.767717841361,-417.672144956328,"estimate","StromalScore","Fun-CIM"
"97",343.64804224749,382.726769881631,39.0787276341406,"estimate","StromalScore","Fun-CIM"
"OB_0001",108.801390806118,417.537289219989,308.73589841387,"estimate","StromalScore","Fun-CIM"
"OB_0038",875.177850009678,1055.24672821882,180.068878209137,"estimate","StromalScore","Fun-CIM"
"OB_0080",299.28767718934,377.075942860966,77.7882656716256,"estimate","StromalScore","Fun-CIM"
"OB_0139",642.890652176944,1363.66156044546,720.77090826852,"estimate","StromalScore","Fun-CIM"
"OB_0163",86.2010529339531,2018.43303801287,1932.23198507891,"estimate","StromalScore","Fun-CIM"
"OB_0168",394.555342410123,656.815883347736,262.260540937613,"estimate","StromalScore","Fun-CIM"
"OB_0235",1309.33557513378,2053.31063993598,743.975064802204,"estimate","StromalScore","Fun-CIM"
"OB_0315",590.022250190294,705.932578645688,115.910328455394,"estimate","StromalScore","Fun-CIM"
"2046",-80.0066259729874,-718.90048986511,-638.893863892122,"estimate","StromalScore","Dys-CIM"
"2492",618.84179219386,908.037887277281,289.196095083421,"estimate","StromalScore","Dys-CIM"
"2691",1608.9986348257,1426.42931928046,-182.569315545232,"estimate","StromalScore","Dys-CIM"
"OB_0095",587.283794921441,-960.445392246157,-1547.7291871676,"estimate","StromalScore","Dys-CIM"
"OB_0157",760.994946934623,489.633639969806,-271.361306964818,"estimate","StromalScore","Dys-CIM"
"OB_0190",-69.0028077066486,-152.327560493296,-83.3247527866474,"estimate","StromalScore","Dys-CIM"
"OB_0234",14.7266916195906,-923.431506392109,-938.158198011699,"estimate","StromalScore","Dys-CIM"
"OB_0237",360.199255330602,-911.088108434165,-1271.28736376477,"estimate","StromalScore","Dys-CIM"
"OB_0261",457.298029363951,-493.165627643605,-950.463657007556,"estimate","StromalScore","Dys-CIM"
"OB_0273",480.64019203652,204.89729254104,-275.74289949548,"estimate","StromalScore","Dys-CIM"
"OB_0344",1318.12190649262,339.280652552063,-978.841253940554,"estimate","StromalScore","Dys-CIM"
"2271",0.848573596051582,0.60413490089256,-0.244438695159023,"estimate","TumorPurity","Fun-CIM"
"2472",0.764706698342634,0.717807840173789,-0.0468988581688449,"estimate","TumorPurity","Fun-CIM"
"2653",0.763783467223419,0.569029668461077,-0.194753798762342,"estimate","TumorPurity","Fun-CIM"
"2661",0.92244682029829,0.850405648938782,-0.0720411713595078,"estimate","TumorPurity","Fun-CIM"
"2677",0.558497490534537,0.536989938258092,-0.0215075522764449,"estimate","TumorPurity","Fun-CIM"
"2739",0.886532322280144,0.768004539826101,-0.118527782454043,"estimate","TumorPurity","Fun-CIM"
"2789",0.640842178664538,0.509047227258014,-0.131794951406524,"estimate","TumorPurity","Fun-CIM"
"2817",0.600706208280235,0.602974542935987,0.00226833465575216,"estimate","TumorPurity","Fun-CIM"
"2852",0.78352969522029,0.809694198982878,0.0261645037625879,"estimate","TumorPurity","Fun-CIM"
"2976",0.6008141202296,0.397706118138012,-0.203108002091588,"estimate","TumorPurity","Fun-CIM"
"3001",0.740288413326779,0.737020218697455,-0.00326819462932459,"estimate","TumorPurity","Fun-CIM"
"3036",0.643696622219234,0.507173189410376,-0.136523432808858,"estimate","TumorPurity","Fun-CIM"
"3065",0.579731838961376,0.584668705246423,0.0049368662850473,"estimate","TumorPurity","Fun-CIM"
"3067",0.705648309057843,0.530766654106973,-0.174881654950869,"estimate","TumorPurity","Fun-CIM"
"3130",0.656431416102401,0.658346414837391,0.00191499873498957,"estimate","TumorPurity","Fun-CIM"
"3161",0.649308307768675,0.742584609024135,0.09327630125546,"estimate","TumorPurity","Fun-CIM"
"97",0.732713371515805,0.73476782537182,0.00205445385601477,"estimate","TumorPurity","Fun-CIM"
"OB_0001",0.647198467147446,0.642911514285595,-0.00428695286185132,"estimate","TumorPurity","Fun-CIM"
"OB_0038",0.663196629015512,0.577171152116293,-0.0860254768992187,"estimate","TumorPurity","Fun-CIM"
"OB_0080",0.718832751911797,0.764349261425809,0.0455165095140113,"estimate","TumorPurity","Fun-CIM"
"OB_0139",0.50505984351157,0.220522035421167,-0.284537808090403,"estimate","TumorPurity","Fun-CIM"
"OB_0163",0.825235103765828,0.247904275850701,-0.577330827915127,"estimate","TumorPurity","Fun-CIM"
"OB_0168",0.805970737064606,0.740149836331006,-0.0658209007335997,"estimate","TumorPurity","Fun-CIM"
"OB_0235",0.626711590260519,0.419564541486173,-0.207147048774346,"estimate","TumorPurity","Fun-CIM"
"OB_0315",0.639193732476345,0.62084999372868,-0.0183437387476646,"estimate","TumorPurity","Fun-CIM"
"2046",0.666732398170664,0.832978666921831,0.166246268751167,"estimate","TumorPurity","Dys-CIM"
"2492",0.501483915200697,0.574197707753647,0.0727137925529495,"estimate","TumorPurity","Dys-CIM"
"2691",0.315202075088639,0.535358535734858,0.22015646064622,"estimate","TumorPurity","Dys-CIM"
"OB_0095",0.577262971110802,0.810815807579614,0.233552836468812,"estimate","TumorPurity","Dys-CIM"
"OB_0157",0.573171331888432,0.642061252460789,0.0688899205723569,"estimate","TumorPurity","Dys-CIM"
"OB_0190",0.825346485309848,0.809794895129026,-0.0155515901808229,"estimate","TumorPurity","Dys-CIM"
"OB_0234",0.73659692029919,0.859364135305344,0.122767215006154,"estimate","TumorPurity","Dys-CIM"
"OB_0237",0.563869731253903,0.853894286068165,0.290024554814263,"estimate","TumorPurity","Dys-CIM"
"OB_0261",0.54340763920744,0.826565344496945,0.283157705289505,"estimate","TumorPurity","Dys-CIM"
"OB_0273",0.543131824115916,0.771092766604869,0.227960942488952,"estimate","TumorPurity","Dys-CIM"
"OB_0344",0.507825907113714,0.748553011773054,0.24072710465934,"estimate","TumorPurity","Dys-CIM"
"2271",0.665625,1.015625,0.35,"mcp_counter","B cell","Fun-CIM"
"2472",3.996875,4.565,0.568124999999999,"mcp_counter","B cell","Fun-CIM"
"2653",1.769375,1.35875,-0.410625,"mcp_counter","B cell","Fun-CIM"
"2661",2.930625,0.489375,-2.44125,"mcp_counter","B cell","Fun-CIM"
"2677",8.77125,2.805625,-5.965625,"mcp_counter","B cell","Fun-CIM"
"2739",0.905625,1.301875,0.39625,"mcp_counter","B cell","Fun-CIM"
"2789",1.484375,3.673125,2.18875,"mcp_counter","B cell","Fun-CIM"
"2817",3.095625,3.421875,0.32625,"mcp_counter","B cell","Fun-CIM"
"2852",1.555625,2.03375,0.478125,"mcp_counter","B cell","Fun-CIM"
"2976",5.3525,5.206875,-0.145625,"mcp_counter","B cell","Fun-CIM"
"3001",16.3375,1.22375,-15.11375,"mcp_counter","B cell","Fun-CIM"
"3036",9.676875,9.743125,0.0662499999999984,"mcp_counter","B cell","Fun-CIM"
"3065",1.7625,0.984375,-0.778125,"mcp_counter","B cell","Fun-CIM"
"3067",2.728125,1.388125,-1.34,"mcp_counter","B cell","Fun-CIM"
"3130",2.786875,1.379375,-1.4075,"mcp_counter","B cell","Fun-CIM"
"3161",0.69,0.505,-0.185,"mcp_counter","B cell","Fun-CIM"
"97",1.45,0.453125,-0.996875,"mcp_counter","B cell","Fun-CIM"
"OB_0001",10.45,1.16375,-9.28625,"mcp_counter","B cell","Fun-CIM"
"OB_0038",0.26125,0.87,0.60875,"mcp_counter","B cell","Fun-CIM"
"OB_0080",0.62875,0.24,-0.38875,"mcp_counter","B cell","Fun-CIM"
"OB_0139",10.635,11.8775,1.2425,"mcp_counter","B cell","Fun-CIM"
"OB_0163",1.1325,2.82125,1.68875,"mcp_counter","B cell","Fun-CIM"
"OB_0168",0.725,1.82125,1.09625,"mcp_counter","B cell","Fun-CIM"
"OB_0235",0.78625,0.93125,0.145,"mcp_counter","B cell","Fun-CIM"
"OB_0315",1.97875,1.5575,-0.42125,"mcp_counter","B cell","Fun-CIM"
"2046",6.37375,0.810625,-5.563125,"mcp_counter","B cell","Dys-CIM"
"2492",9.84125,4.39,-5.45125,"mcp_counter","B cell","Dys-CIM"
"2691",5.031875,3.718125,-1.31375,"mcp_counter","B cell","Dys-CIM"
"OB_0095",1.84375,0.2,-1.64375,"mcp_counter","B cell","Dys-CIM"
"OB_0157",2.71625,1.51625,-1.2,"mcp_counter","B cell","Dys-CIM"
"OB_0190",0.76875,9.33625,8.5675,"mcp_counter","B cell","Dys-CIM"
"OB_0234",0.38375,0.16875,-0.215,"mcp_counter","B cell","Dys-CIM"
"OB_0237",26.1875,0.45125,-25.73625,"mcp_counter","B cell","Dys-CIM"
"OB_0261",6.91,2.31,-4.6,"mcp_counter","B cell","Dys-CIM"
"OB_0273",7.23875,0.71875,-6.52,"mcp_counter","B cell","Dys-CIM"
"OB_0344",10.29625,0.62875,-9.6675,"mcp_counter","B cell","Dys-CIM"
"2271",176.17,2814.043125,2637.873125,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"2472",151.105,702.3975,551.2925,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"2653",253.9725,2925.2075,2671.235,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"2661",11.566875,216.1575,204.590625,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"2677",685.161875,2115.395,1430.233125,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"2739",236.886875,1210.29125,973.404375,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"2789",1487.960625,3559.161875,2071.20125,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"2817",851.26125,691.979375,-159.281875,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"2852",642.8225,1099.54875,456.72625,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"2976",897.91875,2098.956875,1201.038125,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"3001",592.46125,1431.89125,839.43,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"3036",1131.020625,2136.3025,1005.281875,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"3065",1177.756875,4652.974375,3475.2175,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"3067",244.70875,1576.429375,1331.720625,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"3130",3070.06875,7720.181875,4650.113125,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"3161",3822.0875,2619.2175,-1202.87,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"97",597.10875,1071.721875,474.613125,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"OB_0001",96.205,208.18,111.975,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"OB_0038",937.1275,1313.445,376.3175,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"OB_0080",262.235,549.205,286.97,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"OB_0139",243.88875,542.7275,298.83875,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"OB_0163",616.185,2881.33375,2265.14875,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"OB_0168",835.72,1070.50125,234.78125,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"OB_0235",1276.255,1578.685,302.43,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"OB_0315",554.25125,470.895,-83.35625,"mcp_counter","Cancer associated fibroblast","Fun-CIM"
"2046",91.524375,120.39375,28.869375,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"2492",282.0075,1230.2025,948.195,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"2691",812.148125,3400.16875,2588.020625,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"OB_0095",263.385,30.19,-233.195,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"OB_0157",298.40125,249.22625,-49.175,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"OB_0190",198.74375,70.14375,-128.6,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"OB_0234",331.72875,89.355,-242.37375,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"OB_0237",132.0775,78.2125,-53.865,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"OB_0261",334.8475,347.585,12.7375,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"OB_0273",336.32625,398.91375,62.5875,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"OB_0344",881.775,331.8225,-549.9525,"mcp_counter","Cancer associated fibroblast","Dys-CIM"
"2271",5.394375,10.526875,5.1325,"mcp_counter","Endothelial cell","Fun-CIM"
"2472",3.62078125,5.2059375,1.58515625,"mcp_counter","Endothelial cell","Fun-CIM"
"2653",4.99484375,7.6503125,2.65546875,"mcp_counter","Endothelial cell","Fun-CIM"
"2661",6.04171875,9.86328125,3.8215625,"mcp_counter","Endothelial cell","Fun-CIM"
"2677",20.1121875,10.35953125,-9.75265625,"mcp_counter","Endothelial cell","Fun-CIM"
"2739",13.47875,20.5978125,7.1190625,"mcp_counter","Endothelial cell","Fun-CIM"
"2789",3.840625,6.87875,3.038125,"mcp_counter","Endothelial cell","Fun-CIM"
"2817",9.24359375,56.17609375,46.9325,"mcp_counter","Endothelial cell","Fun-CIM"
"2852",11.0115625,11.290625,0.2790625,"mcp_counter","Endothelial cell","Fun-CIM"
"2976",6.2765625,7.2765625,1,"mcp_counter","Endothelial cell","Fun-CIM"
"3001",15.00203125,17.81078125,2.80875,"mcp_counter","Endothelial cell","Fun-CIM"
"3036",11.8421875,13.05984375,1.21765625,"mcp_counter","Endothelial cell","Fun-CIM"
"3065",6.41234375,14.72703125,8.3146875,"mcp_counter","Endothelial cell","Fun-CIM"
"3067",15.659375,55.16609375,39.50671875,"mcp_counter","Endothelial cell","Fun-CIM"
"3130",11.05953125,8.60203125,-2.4575,"mcp_counter","Endothelial cell","Fun-CIM"
"3161",8.84625,9.630625,0.784375000000001,"mcp_counter","Endothelial cell","Fun-CIM"
"97",5.77,4.059375,-1.710625,"mcp_counter","Endothelial cell","Fun-CIM"
"OB_0001",6.186875,10.2621875,4.0753125,"mcp_counter","Endothelial cell","Fun-CIM"
"OB_0038",7.78875,6.67875,-1.11,"mcp_counter","Endothelial cell","Fun-CIM"
"OB_0080",6.54375,8.9,2.35625,"mcp_counter","Endothelial cell","Fun-CIM"
"OB_0139",5.47,6.434375,0.964375,"mcp_counter","Endothelial cell","Fun-CIM"
"OB_0163",5.8540625,12.5721875,6.718125,"mcp_counter","Endothelial cell","Fun-CIM"
"OB_0168",4.0821875,8.973125,4.8909375,"mcp_counter","Endothelial cell","Fun-CIM"
"OB_0235",6.1325,16.081875,9.949375,"mcp_counter","Endothelial cell","Fun-CIM"
"OB_0315",6.998125,7.53375,0.535625,"mcp_counter","Endothelial cell","Fun-CIM"
"2046",6.325,3.15890625,-3.16609375,"mcp_counter","Endothelial cell","Dys-CIM"
"2492",4.8375,5.62484375,0.78734375,"mcp_counter","Endothelial cell","Dys-CIM"
"2691",6.0184375,8.74828125,2.72984375,"mcp_counter","Endothelial cell","Dys-CIM"
"OB_0095",7.9284375,5.1571875,-2.77125,"mcp_counter","Endothelial cell","Dys-CIM"
"OB_0157",7.663125,3.6453125,-4.0178125,"mcp_counter","Endothelial cell","Dys-CIM"
"OB_0190",4.9815625,5.59875,0.6171875,"mcp_counter","Endothelial cell","Dys-CIM"
"OB_0234",2.7015625,2.5815625,-0.12,"mcp_counter","Endothelial cell","Dys-CIM"
"OB_0237",3.6528125,2.400625,-1.2521875,"mcp_counter","Endothelial cell","Dys-CIM"
"OB_0261",5.0140625,4.1484375,-0.865625,"mcp_counter","Endothelial cell","Dys-CIM"
"OB_0273",4.889375,6.3959375,1.5065625,"mcp_counter","Endothelial cell","Dys-CIM"
"OB_0344",19.77375,13.35625,-6.4175,"mcp_counter","Endothelial cell","Dys-CIM"
"2271",8.55785714285714,21.0957142857143,12.5378571428571,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"2472",10.11,21.9157142857143,11.8057142857143,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"2653",3.43928571428571,18.6692857142857,15.23,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"2661",6.12857142857143,10.275,4.14642857142857,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"2677",14.205,28.6028571428571,14.3978571428571,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"2739",4.22142857142857,6.73428571428571,2.51285714285714,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"2789",10.7664285714286,13.2007142857143,2.43428571428571,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"2817",23.7214285714286,5.32071428571429,-18.4007142857143,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"2852",5.99857142857143,5.26642857142857,-0.732142857142857,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"2976",14.2842857142857,32.965,18.6807142857143,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"3001",5.375,9.02571428571429,3.65071428571429,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"3036",8.79071428571429,24.3992857142857,15.6085714285714,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"3065",18.1064285714286,13.8771428571429,-4.22928571428572,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"3067",13.18,16.9992857142857,3.81928571428572,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"3130",6.48714285714286,8.49142857142857,2.00428571428571,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"3161",7.55928571428571,6.14571428571429,-1.41357142857143,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"97",21.9564285714286,15.3092857142857,-6.64714285714286,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"OB_0001",13.41,20.0328571428571,6.62285714285714,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"OB_0038",18.6142857142857,30.8157142857143,12.2014285714286,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"OB_0080",15.52,9.11714285714286,-6.40285714285714,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"OB_0139",29.9114285714286,119.642857142857,89.7314285714286,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"OB_0163",10.16,39.51,29.35,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"OB_0168",3.55714285714286,5.82857142857143,2.27142857142857,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"OB_0235",11.1371428571429,15.2285714285714,4.09142857142857,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"OB_0315",18.0128571428571,27.5571428571429,9.54428571428571,"mcp_counter","Macrophage/Monocyte","Fun-CIM"
"2046",18.8007142857143,25.8664285714286,7.06571428571429,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"2492",26.7264285714286,25.6928571428571,-1.03357142857143,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"2691",51.5864285714286,16.7064285714286,-34.88,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"OB_0095",22.0042857142857,33.5142857142857,11.51,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"OB_0157",17.1785714285714,12.22,-4.95857142857143,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"OB_0190",4.68714285714286,7.08,2.39285714285714,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"OB_0234",65.7985714285714,17.31,-48.4885714285714,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"OB_0237",19.3885714285714,9.01714285714286,-10.3714285714286,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"OB_0261",29.3785714285714,8.91857142857143,-20.46,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"OB_0273",29.0814285714286,13.0642857142857,-16.0171428571429,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"OB_0344",19.6057142857143,8.62714285714286,-10.9785714285714,"mcp_counter","Macrophage/Monocyte","Dys-CIM"
"2271",8.55785714285714,21.0957142857143,12.5378571428571,"mcp_counter","Monocyte","Fun-CIM"
"2472",10.11,21.9157142857143,11.8057142857143,"mcp_counter","Monocyte","Fun-CIM"
"2653",3.43928571428571,18.6692857142857,15.23,"mcp_counter","Monocyte","Fun-CIM"
"2661",6.12857142857143,10.275,4.14642857142857,"mcp_counter","Monocyte","Fun-CIM"
"2677",14.205,28.6028571428571,14.3978571428571,"mcp_counter","Monocyte","Fun-CIM"
"2739",4.22142857142857,6.73428571428571,2.51285714285714,"mcp_counter","Monocyte","Fun-CIM"
"2789",10.7664285714286,13.2007142857143,2.43428571428571,"mcp_counter","Monocyte","Fun-CIM"
"2817",23.7214285714286,5.32071428571429,-18.4007142857143,"mcp_counter","Monocyte","Fun-CIM"
"2852",5.99857142857143,5.26642857142857,-0.732142857142857,"mcp_counter","Monocyte","Fun-CIM"
"2976",14.2842857142857,32.965,18.6807142857143,"mcp_counter","Monocyte","Fun-CIM"
"3001",5.375,9.02571428571429,3.65071428571429,"mcp_counter","Monocyte","Fun-CIM"
"3036",8.79071428571429,24.3992857142857,15.6085714285714,"mcp_counter","Monocyte","Fun-CIM"
"3065",18.1064285714286,13.8771428571429,-4.22928571428572,"mcp_counter","Monocyte","Fun-CIM"
"3067",13.18,16.9992857142857,3.81928571428572,"mcp_counter","Monocyte","Fun-CIM"
"3130",6.48714285714286,8.49142857142857,2.00428571428571,"mcp_counter","Monocyte","Fun-CIM"
"3161",7.55928571428571,6.14571428571429,-1.41357142857143,"mcp_counter","Monocyte","Fun-CIM"
"97",21.9564285714286,15.3092857142857,-6.64714285714286,"mcp_counter","Monocyte","Fun-CIM"
"OB_0001",13.41,20.0328571428571,6.62285714285714,"mcp_counter","Monocyte","Fun-CIM"
"OB_0038",18.6142857142857,30.8157142857143,12.2014285714286,"mcp_counter","Monocyte","Fun-CIM"
"OB_0080",15.52,9.11714285714286,-6.40285714285714,"mcp_counter","Monocyte","Fun-CIM"
"OB_0139",29.9114285714286,119.642857142857,89.7314285714286,"mcp_counter","Monocyte","Fun-CIM"
"OB_0163",10.16,39.51,29.35,"mcp_counter","Monocyte","Fun-CIM"
"OB_0168",3.55714285714286,5.82857142857143,2.27142857142857,"mcp_counter","Monocyte","Fun-CIM"
