"analysis","Method","Cell_Type","Timepoint","reason","k","n_total","n_unique_value","min_cluster_n"
"unpaired_dunn","xcell","Common myeloid progenitor","Biopsy","k<3_after_filter",2,36,26,11
"unpaired_dunn","xcell","Endothelial cell","Biopsy","k<3_after_filter",2,36,34,11
"unpaired_dunn","xcell","Eosinophil","Biopsy","k<3_after_filter",2,36,27,11
"unpaired_dunn","xcell","Granulocyte-monocyte progenitor","Biopsy","k<3_after_filter",2,36,22,11
"unpaired_dunn","xcell","Hematopoietic stem cell","Biopsy","k<3_after_filter",2,36,35,11
"unpaired_dunn","xcell","Macrophage","Biopsy","k<3_after_filter",2,36,34,11
"unpaired_dunn","xcell","Macrophage M1","Biopsy","k<3_after_filter",2,36,33,11
"unpaired_dunn","xcell","Macrophage M2","Biopsy","k<3_after_filter",2,36,32,11
"unpaired_dunn","xcell","Mast cell","Biopsy","k<3_after_filter",2,36,36,11
"unpaired_dunn","xcell","Monocyte","Biopsy","k<3_after_filter",2,36,23,11
"unpaired_dunn","xcell","Myeloid dendritic cell","Biopsy","k<3_after_filter",2,36,28,11
"unpaired_dunn","xcell","Myeloid dendritic cell activated","Biopsy","k<3_after_filter",2,36,35,11
"unpaired_dunn","xcell","NK cell","Biopsy","k<3_after_filter",2,36,19,11
"unpaired_dunn","xcell","Neutrophil","Biopsy","k<3_after_filter",2,36,16,11
"unpaired_dunn","xcell","Plasmacytoid dendritic cell","Biopsy","k<3_after_filter",2,36,26,11
"unpaired_dunn","xcell","T cell CD4+ (non-regulatory)","Biopsy","k<3_after_filter",2,36,23,11
"unpaired_dunn","xcell","T cell CD4+ Th1","Biopsy","k<3_after_filter",2,36,31,11
"unpaired_dunn","xcell","T cell CD4+ Th2","Biopsy","k<3_after_filter",2,36,36,11
"unpaired_dunn","xcell","T cell CD4+ central memory","Biopsy","k<3_after_filter",2,36,30,11
"unpaired_dunn","xcell","T cell CD4+ effector memory","Biopsy","k<3_after_filter",2,36,29,11
"unpaired_dunn","xcell","T cell CD4+ memory","Biopsy","k<3_after_filter",2,36,30,11
"unpaired_dunn","xcell","T cell CD4+ naive","Biopsy","k<3_after_filter",2,36,27,11
