scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"NEO.TNBCCL","Fun","Fun_only",0.3,"GTF2F1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.7931994519832,2.18872194679615e-05,0.000251511030728329,"YES",4.29159208563302,8.86983037442863e-06,0.000125132837743862,"YES",0.594,325,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SLC39A7",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.1055795436339,1.89253728064292e-05,0.000224800088905384,"YES",4.289190486074,8.96627630183416e-06,0.000126105450441441,"YES",0.566,326,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"EGR1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.7692554802765,2.1324817123084e-06,6.34897964346365e-05,"YES",4.2836958365605,9.19070794935344e-06,0.000128083270358011,"YES",0.618,327,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF101",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.4558438107423,1.60761015598561e-05,0.000207047543966124,"YES",4.28417590185402,9.17088806350494e-06,0.000128083270358011,"YES",0.611,328,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZFAND2B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.2897498003436,1.73696789294579e-05,0.000217595568009738,"YES",4.2839442112101,9.18044851115281e-06,0.000128083270358011,"YES",0.609,329,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TSPYL2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",29.3101993192436,6.76124888365139e-06,0.000116542579441886,"YES",4.28039460872511,9.32811101934352e-06,0.000129604209162697,"YES",0.619,330,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF205",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.7361688563656,1.41066040590896e-05,0.000188019708171296,"YES",4.27670407009361,9.48403397933359e-06,0.000131372494849681,"YES",0.613,331,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"OPTN",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.6181879602251,2.37435723428793e-05,0.000266155397583469,"YES",4.27334866464185,9.62794965197339e-06,0.000132565012475369,"YES",0.582,332,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MAZ",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.6895268884277,2.29686920307399e-05,0.000261318741838567,"YES",4.27378262348327,9.60922043108977e-06,0.000132565012475369,"YES",0.577,333,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"UPF2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.6897446882767,1.38255762379902e-06,4.87617438855269e-05,"YES",4.26802909032962,9.86038076429414e-06,0.000134954763594891,"YES",0.614,334,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SART1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.7135228190777,2.27137429597687e-05,0.000259707011148478,"YES",4.26836310290392,9.84563071380005e-06,0.000134954763594891,"YES",0.572,335,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CTDNEP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.5881203052826,2.40779018063404e-05,0.000268606276842021,"YES",4.26540944500079,9.97679667637819e-06,0.000135737723326985,"YES",0.577,336,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"AP2S1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.6130697187314,2.38001555090997e-05,0.000266155397583469,"YES",4.2657802009353,9.96024129454827e-06,0.000135737723326985,"YES",0.576,337,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MAP2K2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.4885423282531,2.52189121742058e-05,0.000275963513887193,"YES",4.26110316208487,1.01710150649566e-05,0.000137970722108952,"YES",0.588,338,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"HDHD3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",31.5355851921568,2.3801842506263e-06,6.7365091290874e-05,"YES",4.2573368854573,1.03438248414458e-05,0.000139900993799495,"YES",0.615,339,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"BORCS6",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",28.2052056261635,1.13336349131335e-05,0.000163926549137908,"YES",4.25339390152387,1.05277361405782e-05,0.00014031880873416,"YES",0.614,340,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MIIP",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.5618735423566,2.43735698360174e-05,0.000270587936315108,"YES",4.25521485463714,1.04424184718699e-05,0.00014031880873416,"YES",0.596,341,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"NAGK",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.5213622493704,2.48370281901148e-05,0.000273744649643453,"YES",4.25388767630203,1.05045358120923e-05,0.00014031880873416,"YES",0.595,342,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RTL8A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.5308996076547,2.47271361539017e-05,0.000273190166905155,"YES",4.25429234694286,1.04855583996586e-05,0.00014031880873416,"YES",0.573,343,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"DOK4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.5688085716661,2.42950980793496e-05,0.000270371419159752,"YES",4.25590046787409,1.04104661371939e-05,0.00014031880873416,"YES",0.572,344,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CACTIN",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.0821048873741,1.91333706769039e-05,0.00022668347429872,"YES",4.24966073076989,1.07047269170647e-05,0.000142264269318091,"YES",0.551,345,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"UBE2Q1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.1744303305391,1.83282001248915e-05,0.000222314279292666,"YES",4.24883444470906,1.07442824560346e-05,0.000142377268962193,"YES",0.608,346,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ECM1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.3533754629481,2.68541865638389e-05,0.000286883148362833,"YES",4.24635940319476,1.08636006388206e-05,0.000143212194429231,"YES",0.587,347,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PEX10",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.3931443118556,2.63624049430034e-05,0.00028307172520766,"YES",4.24623236848213,1.08697587047704e-05,0.000143212194429231,"YES",0.577,348,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CYBA",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",29.8223697263936,5.31933346624144e-06,9.96832552218113e-05,"YES",4.24344337623327,1.10057966136572e-05,0.00014417593563891,"YES",0.615,349,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TENT5B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.9279263368374,1.23576090750147e-06,4.6726236000453e-05,"YES",4.2438164073713,1.09875079497143e-05,0.00014417593563891,"YES",0.61,350,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"DNM1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.7766555015762,2.20563405138068e-05,0.000252820803139511,"YES",4.24208581973574,1.10725986793811e-05,0.000144637791865989,"YES",0.603,351,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"STK35",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.2978607944472,2.75559695214178e-05,0.00029044625346138,"YES",4.24106337041185,1.11231655326952e-05,0.000144885551043772,"YES",0.584,352,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PHAF1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.3187074437619,2.72903260485944e-05,0.00029031588151463,"YES",4.2343495910867,1.14607068064905e-05,0.000148800756900073,"YES",0.592,353,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RING1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.2525896303661,2.81417343851797e-05,0.000295262819579059,"YES",4.23380222593706,1.1488651677781e-05,0.000148800756900073,"YES",0.578,354,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MYLK4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.3800471640576,1.66540856620351e-05,0.00021152072786823,"YES",4.22849075404554,1.17632091398993e-05,0.000151927644806869,"YES",0.608,355,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"YJU2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.8256058719847,1.35302473474306e-05,0.000181392351134414,"YES",4.22608154988239,1.18897921715555e-05,0.000153131171647702,"YES",0.611,356,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"FAM161B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",28.0257045653879,1.23242014697732e-05,0.000174402665860834,"YES",4.22162371325417,1.212743861324e-05,0.000154366944024338,"YES",0.611,357,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"POLR2A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.5508436017979,1.53797832074579e-05,0.000201475160017699,"YES",4.22337787583088,1.20333902378863e-05,0.000154366944024338,"YES",0.609,358,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"AGPAT1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.435446275591,2.58491240585701e-05,0.000280278219311094,"YES",4.22145081814002,1.21367460474474e-05,0.000154366944024338,"YES",0.56,359,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM94",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.4347302542638,2.58577288481118e-05,0.000280278219311094,"YES",4.22112911777877,1.21540821794517e-05,0.000154366944024338,"YES",0.56,360,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"AKNA",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.5533021616712,2.44709056742926e-05,0.0002710123249194,"YES",4.22131072891243,1.21442924313973e-05,0.000154366944024338,"YES",0.556,361,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"KIF22",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",28.4125437521526,1.02876757331672e-05,0.000153644929109354,"YES",4.21636936246797,1.24133499958131e-05,0.000157224336272936,"YES",0.611,362,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PEDS1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.0837097775242,3.04381931554452e-05,0.000313615990152172,"YES",4.21522927326614,1.24762280684035e-05,0.000157585415133967,"YES",0.586,363,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MTRFR",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",30.4331579417709,3.99468888172917e-06,8.40551168543325e-05,"YES",4.21361930042749,1.25655373222183e-05,0.000158277441270249,"YES",0.611,364,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"AKIP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",28.5476853805413,9.65822230530187e-06,0.000146148347425112,"YES",4.20555493023263,1.30221160339489e-05,0.000163353736809596,"YES",0.61,365,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PCDHGC3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.2985458245443,2.75471996454497e-05,0.00029044625346138,"YES",4.2052480819601,1.30397966569928e-05,0.000163353736809596,"YES",0.558,366,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"OSGIN1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",29.2588557613965,6.92569367760114e-06,0.000117608538932597,"YES",4.20430629167152,1.30942053747029e-05,0.00016358836959949,"YES",0.611,367,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"OTUB1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.0463848892187,3.0970361778723e-05,0.00031625636693863,"YES",4.20364423005945,1.31325828871427e-05,0.000163621990591167,"YES",0.589,368,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CUTA",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",28.3320740202561,1.06817007643037e-05,0.000156471559119274,"YES",4.20108438347911,1.3281977470669e-05,0.000165034869113868,"YES",0.61,369,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"VSIR",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.1539717874217,2.94609577891469e-05,0.000304917587953134,"YES",4.19919639074098,1.33931962317121e-05,0.00016596703979027,"YES",0.594,370,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"E2F2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",30.1432252906642,4.57658203358408e-06,9.23267092145758e-05,"YES",4.19623622603336,1.35693596190483e-05,0.00016713283605507,"YES",0.609,371,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SHFL",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.2082642943269,1.80416490867891e-05,0.000221772013573533,"YES",4.19578125973238,1.35966298470101e-05,0.00016713283605507,"YES",0.606,372,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SLC50A1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",32.6112202916455,1.43466467645581e-06,4.94581770041345e-05,"YES",4.19676659103478,1.35376357185424e-05,0.00016713283605507,"YES",0.605,373,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"FAM32A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.8680626706819,3.36432811689273e-05,0.000333548332150057,"YES",4.19436647169846,1.36817642109136e-05,0.00016728237041877,"YES",0.578,374,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TAF10",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.277068440045,2.78234817403867e-05,0.000292593265549709,"YES",4.19447417960144,1.3675265142922e-05,0.00016728237041877,"YES",0.554,375,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SLC25A42",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.860923061976,3.37549457181301e-05,0.000333548332150057,"YES",4.19368559877665,1.37229159240422e-05,0.000167339280616313,"YES",0.578,376,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CDK11A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.9526306913123,3.23482313867684e-05,0.000326022393879128,"YES",4.18994287452402,1.39512345545557e-05,0.000169454965492207,"YES",0.589,377,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RBM10",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.8231403717531,3.43520347751917e-05,0.000338718450417751,"YES",4.18963244646698,1.39703330329453e-05,0.000169454965492207,"YES",0.579,378,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ABHD16B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.8727513850757,3.35701488027466e-05,0.000333548332150057,"YES",4.18874679272961,1.4024957861279e-05,0.000169668685472201,"YES",0.57,379,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"GALT",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.9204874123513,3.28345201787548e-05,0.000329422921268251,"YES",4.18748296137126,1.41032594491157e-05,0.000170166959405777,"YES",0.589,380,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PPCDC",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.9289084997303,2.05477309092653e-05,0.000238509737263244,"YES",4.18512569055829,1.42504176803313e-05,0.000171491246887976,"YES",0.603,381,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"GCHFR",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.1749656140008,1.83236315802523e-05,0.000222314279292666,"YES",4.18258272536373,1.44108046177677e-05,0.000172393996130092,"YES",0.605,382,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CNP",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.6396829009092,2.35073983988339e-05,0.000266126967058403,"YES",4.18236491508292,1.44246215879812e-05,0.000172393996130092,"YES",0.601,383,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"GRIPAP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.7774274188572,3.50884983873695e-05,0.000345237693360706,"YES",4.18215055206787,1.44382321731636e-05,0.000172393996130092,"YES",0.572,384,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CDK20",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.7535718471026,3.54790365015948e-05,0.000347378780729185,"YES",4.17800806897681,1.47036612489381e-05,0.000175107238510081,"YES",0.583,385,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SHARPIN",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.7656423930554,3.52808933346689e-05,0.000346387357472071,"YES",4.17655062683006,1.4798144733285e-05,0.000175775890160911,"YES",0.585,386,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"DENND2D",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.0715846209465,3.06100659716072e-05,0.000314679714080312,"YES",4.17484428911567,1.49094970027474e-05,0.00017664093994211,"YES",0.594,387,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SH2B1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.7053712800081,3.62813574624291e-05,0.000351186652641484,"YES",4.17382350540902,1.4976491579163e-05,0.000176977355387789,"YES",0.571,388,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ALAD",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",26.2103039751896,2.8700044985586e-05,0.000300433119312584,"YES",4.1709728428747,1.51651005160307e-05,0.000178745464951159,"YES",0.596,389,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ATF7",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.9936408039018,3.17381791471479e-05,0.000321945910154145,"YES",4.16741167866689,1.54038909074343e-05,0.000181094461052785,"YES",0.553,390,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"METTL25B",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",27.9930786130691,1.25132829112797e-05,0.000175453829199442,"YES",4.16579684091931,1.55133458257141e-05,0.000181914809746545,"YES",0.606,391,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"HAPLN3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",30.5587192426252,3.76613381181165e-06,8.28547131540195e-05,"YES",4.16170538854902,1.57939855584097e-05,0.000184263164848113,"YES",0.604,392,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RNF40",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.9596412767986,3.22431244904157e-05,0.000326022393879128,"YES",4.16188650733304,1.57814609285645e-05,0.000184263164848113,"YES",0.593,393,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"GUSBP11",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.6168128541371,3.78027442417025e-05,0.000362605820812147,"YES",4.16009976763031,1.59054303351017e-05,0.000185092380930054,"YES",0.583,394,FALSE,FALSE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CDC42EP4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",29.9056594770724,5.11571434220413e-06,9.77314594125248e-05,"YES",4.15767633899207,1.60750543690217e-05,0.000186121525964556,"YES",0.605,395,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TNFAIP2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",25.9514342095567,3.23662037516307e-05,0.000326022393879128,"YES",4.15769848011103,1.6073496886243e-05,0.000186121525964556,"YES",0.593,396,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | all genes"
